Source,Target,Weight,Type
amfiteatrov_knyazhna,amfiteatrov_sovest,4,undirected
amfiteatrov_knyazhna,andreev_sashka,2,undirected
amfiteatrov_knyazhna,bely_golub,2,undirected
amfiteatrov_knyazhna,kuprin_yama,4,undirected
amfiteatrov_knyazhna,mamin_gnezdo,3,undirected
amfiteatrov_sovest,amfiteatrov_knyazhna,4,undirected
amfiteatrov_sovest,chekhov_rasskaz,2,undirected
amfiteatrov_sovest,kuprin_yama,3,undirected
andreev_gubernator,andreev_sashka,6,undirected
andreev_gubernator,korolenko_bez,1,undirected
andreev_gubernator,korolenko_obshchestve,2,undirected
andreev_gubernator,solovyev_posolstvo,2,undirected
andreev_sashka,amfiteatrov_knyazhna,2,undirected
andreev_sashka,andreev_gubernator,6,undirected
andreev_sashka,solovyev_posolstvo,1,undirected
bely_golub,amfiteatrov_knyazhna,2,undirected
bely_golub,bely_peterburg,6,undirected
bely_golub,kuprin_poedinok,1,undirected
bely_peterburg,bely_golub,6,undirected
bely_peterburg,kuprin_poedinok,2,undirected
bely_peterburg,mamin_gnezdo,1,undirected
chekhov_duel,chekhov_rasskaz,6,undirected
chekhov_duel,gorky_troe,1,undirected
chekhov_duel,kuprin_poedinok,2,undirected
chekhov_duel,kuprin_yama,2,undirected
chekhov_duel,tolstoy_murat,1,undirected
chekhov_rasskaz,amfiteatrov_sovest,2,undirected
chekhov_rasskaz,chekhov_duel,6,undirected
chekhov_rasskaz,kuprin_yama,2,undirected
gorky_thoma,gorky_troe,6,undirected
gorky_thoma,kuprin_poedinok,3,undirected
gorky_thoma,kuprin_yama,2,undirected
gorky_thoma,solovyev_posolstvo,1,undirected
gorky_thoma,solovyev_rozenkreytser,1,undirected
gorky_troe,chekhov_duel,1,undirected
gorky_troe,gorky_thoma,6,undirected
gorky_troe,kuprin_poedinok,2,undirected
korolenko_bez,andreev_gubernator,1,undirected
korolenko_bez,korolenko_obshchestve,2,undirected
korolenko_bez,kuprin_yama,3,undirected
korolenko_obshchestve,andreev_gubernator,2,undirected
korolenko_obshchestve,korolenko_bez,2,undirected
korolenko_obshchestve,kuprin_poedinok,3,undirected
korolenko_obshchestve,kuprin_yama,2,undirected
korolenko_obshchestve,tolstoy_murat,2,undirected
kuprin_poedinok,bely_golub,1,undirected
kuprin_poedinok,bely_peterburg,2,undirected
kuprin_poedinok,chekhov_duel,2,undirected
kuprin_poedinok,gorky_thoma,3,undirected
kuprin_poedinok,gorky_troe,2,undirected
kuprin_poedinok,korolenko_obshchestve,3,undirected
kuprin_poedinok,kuprin_yama,6,undirected
kuprin_poedinok,mamin_gnezdo,1,undirected
kuprin_yama,amfiteatrov_knyazhna,4,undirected
kuprin_yama,amfiteatrov_sovest,3,undirected
kuprin_yama,chekhov_duel,2,undirected
kuprin_yama,chekhov_rasskaz,2,undirected
kuprin_yama,gorky_thoma,2,undirected
kuprin_yama,korolenko_bez,3,undirected
kuprin_yama,korolenko_obshchestve,2,undirected
kuprin_yama,kuprin_poedinok,6,undirected
kuprin_yama,mamin_gnezdo,3,undirected
kuprin_yama,solovyev_posolstvo,4,undirected
kuprin_yama,solovyev_rozenkreytser,2,undirected
mamin_gnezdo,amfiteatrov_knyazhna,3,undirected
mamin_gnezdo,bely_peterburg,1,undirected
mamin_gnezdo,kuprin_poedinok,1,undirected
mamin_gnezdo,kuprin_yama,3,undirected
mamin_gnezdo,tolstoy_murat,3,undirected
solovyev_posolstvo,andreev_gubernator,2,undirected
solovyev_posolstvo,andreev_sashka,1,undirected
solovyev_posolstvo,gorky_thoma,1,undirected
solovyev_posolstvo,kuprin_yama,4,undirected
solovyev_posolstvo,solovyev_rozenkreytser,6,undirected
solovyev_rozenkreytser,gorky_thoma,1,undirected
solovyev_rozenkreytser,kuprin_yama,2,undirected
solovyev_rozenkreytser,solovyev_posolstvo,6,undirected
tolstoy_murat,chekhov_duel,1,undirected
tolstoy_murat,korolenko_obshchestve,2,undirected
tolstoy_murat,mamin_gnezdo,3,undirected
