filename	author	title	year	genre	words	source
amfiteatrov_sovest.txt	А. В. Амфитеатров	Отравленная совесть	1890	роман	43414	Корпус нарративной прозы XIX в.
amfiteatrov_knyazhna.txt	А. В. Амфитеатров	Княжна	1896	роман	72192	lib.ru
andreev_gubernator.txt	Л. Н. Андреев	Губернатор, Красный смех, Иуда Искариот	1905, 1904, 1907	повесть	53387	lib.ru
andreev_sashka.txt	Л. Н. Андреев	Сашка Жегулёв	1911	повесть	65029	lib.ru
bely_golub.txt	А. Белый	Серебряный голубь	1909	роман	89778	lib.ru
bely_peterburg.txt	А. Белый	Петербург	1913	роман	144739	lib.ru
chekhov_duel.txt	А. П. Чехов	Дуэль	1892	повесть	30743	Корпус нарративной прозы XIX в.
chekhov_rasskaz.txt	А. П. Чехов	Рассказ неизвестного человека, Палата No 6	1901, 1894	роман	43680	Корпус нарративной прозы XIX в.
gorky_thoma.txt	М. Горький	Фома Гордеев	1899	повесть	77394	lib.ru
gorky_troe.txt	М. Горький	Трое	1900	повесть	80336	lib.ru
korolenko_obshchestve.txt	В. Г. Короленко	В дурном обществе	1894	повесть	17929	Корпус нарративной прозы XIX в.
korolenko_bez.txt	В. Г. Короленко	Без языка	1902	повесть	43376	Корпус нарративной прозы XIX в.
kuprin_poedinok.txt	А. И. Куприн	Поединок	1905	повесть	66961	lib.ru
kuprin_yama.txt	А. И. Куприн	Яма	1915	повесть	90601	lib.ru
mamin_gnezdo.txt	Д. Мамин-Сибиряк	Горное гнездо	1890	роман	89082	Корпус нарративной прозы XIX в.
solovyev_posolstvo.txt	В. С. Соловьев	Царское посольство	1893	роман	83782	Корпус нарративной прозы XIX в.
solovyev_rozenkreytser.txt	В. С. Соловьев	Великий розенкрейцер	1890	роман	77981	Корпус нарративной прозы XIX в.
tolstoy_murat.txt	Л. Н. Толстой	Хаджи-Мурат	1904	повесть	35602	Л. Н. Толстой. Полное собрание сочинений в 90 тт. М.: Государственное издательство художественной литературы, 1928—1958
