filename	author	title	year	genre	words	source
herzen_natura1.txt	А. И. Герцен	Письма об изучении природы	1844	очерк	29572	lib.ru
herzen_natura2.txt	А. И. Герцен	Письма об изучении природы	1845	очерк	38474	lib.ru
herzen_russkie.txt	А. И. Герцен	Русские немцы и немецкие русские	1849	очерк	12380	lib.ru
herzen_notes.txt	А. И. Герцен	Записки одного молодого человека	1838-1841	очерк	17726	lib.ru
annenkov_letters.txt	П. В. Анненков	Письма из-за границы	1840-1843	очерк	34962	lib.ru
annenkov_notes1.txt	П. В. Анненков	Записки о французской революции 1848 года	1848	очерк	33029	lib.ru
annenkov_notes2.txt	П. В. Анненков	Записки о французской революции 1848 года	1848	очерк	37042	lib.ru
aksakovis_publ1.txt	И. С. Аксаков	О взаимном отношении народа, государства и общества; О деспотизме теории над жизнью	1867, 1865	очерк	14493	lib.ru
aksakovis_publ2.txt	И. С. Аксаков	Записка о бессарабских раскольниках; Мы глупы и бедны	1886, 1884	очерк	10322	lib.ru
aksakovks_publ1.txt	К. С. Аксаков	Богатыри времен великого князя Владимира по русским песням	1856	очерк	17168	lib.ru
aksakovks_publ2.txt	К. С. Аксаков	По поводу VI тома "Истории России" г. Соловьева	1856	очерк	15266	lib.ru
samarin_publ1.txt	Ю. Ф. Самарин	О крепостном состоянии и о переходе из него к гражданской свободе	1854	очерк	33540	lib.ru
samarin_publ2.txt	Ю. Ф. Самарин	Революционный консерватизм; Разбор сочинений К. Д. Кавелина "Задачи Психологии"	1875	письмо, очерк	41240	lib.ru
