"aksakovis_publ1" "aksakovis_publ2" "aksakovks_publ1" "aksakovks_publ2" "annenkov_letters" "annenkov_notes1" "annenkov_notes2" "herzen_natura1" "herzen_natura2" "herzen_notes" "herzen_russkie" "samarin_publ1" "samarin_publ2"
"их" 0.269299820466786 0.399415489527521 0.262758379072755 0.388592504775077 0.237001069395069 0.417297765138636 0.284451808892571 0.446579606197984 0.470440646071821 0.278124645249177 0.356911096690461 0.635427332409805 0.268856626093758
"же" 0.448833034111311 0.681928884559182 0.280275604344272 0.454455641177633 0.26301338188965 0.200921146177862 0.256835128417564 0.294336558630489 0.38680675343683 0.368940855942786 0.438027255029202 0.418599048364753 0.491274380407684
"за" 0.0966717304239746 0.555284948855334 0.636459184865117 0.309556741092011 0.476892395733981 0.324564928441161 0.226456779895057 0.287570200960823 0.297945742512153 0.391644908616188 0.41369240752758 0.484852135156297 0.32996040475143
"только" 0.538599640933573 0.321480759863614 0.286114679434778 0.2963841138115 0.326599034654181 0.336929306667491 0.295498481082574 0.382299208336153 0.360671161988396 0.147576342377114 0.324464633354964 0.249954827440824 0.476609473529843
"бы" 0.50407402292501 0.496833901607404 0.192689477986687 0.256866231969966 0.182086187462065 0.157645822385707 0.151891742612538 0.246972054942824 0.261355914484345 0.255420592575775 0.300129785853342 0.575197253508402 0.735689495038373
"или" 0.718132854578097 0.418899171943497 0.198528553077193 0.309556741092011 0.26301338188965 0.132917065933047 0.149130074565037 0.257121591447324 0.292718624222466 0.0908162106936088 0.292018170019468 0.590254773233753 0.515715891870753
"так" 0.331445932882199 0.301997077447638 0.192689477986687 0.223934663768689 0.4508800832394 0.213285524404192 0.234741784037559 0.429663712023818 0.467827086926977 0.391644908616188 0.405580791693705 0.228874299825333 0.244415114630689
"мы" 0.745753348984947 0.379931807111544 0.280275604344272 0.684976618586577 0.196537472181277 0.182374578838367 0.196078431372549 0.202990730089993 0.23522032303591 0.238392553070723 0.624594419208306 0.418599048364753 0.178423033680403
"они" 0.248584449661649 0.428641013151486 0.245241153801238 0.256866231969966 0.109829763866008 0.250378659083181 0.182270091135046 0.625888084444144 0.441691495478543 0.289476671585878 0.705710577547047 0.192736252484491 0.18086718482671
"было" 0.220963955254799 0.311738918655626 0.140137802172136 0.546664032141211 0.158964131911327 0.247287564526599 0.27892847279757 0.230056160768658 0.352830484553865 0.351912816437734 0.332576249188838 0.252966331385894 0.278633230678985
"у" 0.262394696865074 0.340964442279591 0.601424734322083 0.191003095567411 0.271684152721177 0.191647862508114 0.157415078707539 0.28418702212599 0.22737964560138 0.40867294812124 0.519143413367943 0.210805276154912 0.197976242850858
"ее" 0.269299820466786 0.185094982951778 0.157655027443653 0.144898900085622 0.242781583282754 0.132917065933047 0.151891742612538 0.480411394546316 0.339762688829648 0.323532750595981 0.308241401687216 0.129494669638017 0.36906682309234
"до" 0.200248584449662 0.272771553823673 0.245241153801238 0.2963841138115 0.234110812451227 0.238014280856851 0.182270091135046 0.304486095134989 0.329308452250274 0.215688500397321 0.267683322517846 0.265012347166175 0.207752847436085
"ни" 0.441927910509598 0.243546030199708 0.157655027443653 0.204175722847922 0.179195930518223 0.129825971376464 0.104943385805026 0.297719737465322 0.363284721133239 0.289476671585878 0.365022712524335 0.301150394507017 0.263968323801144
"она" 0.214058831653087 0.0779347296639065 0.204367628167698 0.111967331884344 0.115610277753692 0.108188309480387 0.146368406517537 0.757832059002639 0.324081333960588 0.323532750595981 0.243348475016223 0.0602300789014034 0.224861905460234
"во" 0.193343460847949 0.243546030199708 0.268597454163261 0.230520977408944 0.184976444405908 0.247287564526599 0.231980115990058 0.253738412612491 0.211698290732319 0.198660460892269 0.146009085009734 0.249954827440824 0.21997360316762
"есть" 0.731943101781522 0.224062347783731 0.128459651991125 0.1778304682869 0.242781583282754 0.105097214923805 0.0524716929025131 0.345084241152987 0.164654226125137 0.158928368713815 0.27579493835172 0.0933566222971752 0.222417754313927
"еще" 0.145007595635962 0.233804188991719 0.204367628167698 0.243693604689455 0.268793895777335 0.302927266545084 0.24026512013256 0.152243047567494 0.112383043228268 0.227040526734022 0.0973393900064893 0.156598205143649 0.156425673363641
"de" 0.0138102472034249 0 0 0 0.0635856527645308 0.714042842570554 0.875448771057719 0.016915894174166 0.0679525377659296 0.051084118515155 0.0162232316677482 0 0.00733245343892066
"быть" 0.234774202458224 0.0876765708718948 0.13429872708163 0.302970427451755 0.11272002080985 0.173101295168619 0.127036730185032 0.186074835915827 0.201244054152945 0.0908162106936088 0.105451005840363 0.210805276154912 0.25908002150853
"вы" 0.0414307416102748 0 0.035034450543034 0.0329315682012777 0.231220555507385 0.0710951748013972 0.0773267053300193 0.081196292035997 0.117610161517955 0.232716539902373 0.129785853341986 0.0090345118352105 0.747910250769908
"при" 0.172628090042812 0.253287871407696 0.052551675814551 0.263452545610222 0.147403104135958 0.136008160489629 0.196078431372549 0.0981121862101631 0.117610161517955 0.119196276535362 0.129785853341986 0.316207914232368 0.234638510045461
"может" 0.303825438475349 0.0876765708718948 0.0992642765385963 0.230520977408944 0.130061562472904 0.142190349602794 0.0911350455675228 0.206373908924826 0.167267785269981 0.124872289703712 0.162232316677482 0.240920315605613 0.202864545143472
"всех" 0.1104819776274 0.136385776911836 0.227723928529721 0.0987947046038332 0.234110812451227 0.272016320979259 0.226456779895057 0.0744299343663306 0.128064398097329 0.119196276535362 0.129785853341986 0.17767873275914 0.124651708461651
"себе" 0.214058831653087 0.11690209449586 0.105103351629102 0.171244154646644 0.0867077083152692 0.0401842292355723 0.0469483568075117 0.35861695649232 0.209084731587476 0.113520263367011 0.202790395846853 0.17466722881407 0.244415114630689
"тем" 0.276204944068499 0.17535314174379 0.105103351629102 0.0987947046038332 0.106939506922165 0.160736916942289 0.149130074565037 0.186074835915827 0.164654226125137 0.147576342377114 0.186567164179104 0.18671324459435 0.175978882534096
"себя" 0.200248584449662 0.233804188991719 0.0817470512670793 0.171244154646644 0.0606953958206885 0.126734876819882 0.0966583816625242 0.324785168143988 0.182949140139041 0.141900329208764 0.073004542504867 0.210805276154912 0.175978882534096
"если" 0.214058831653087 0.155869459327813 0.0934252014480906 0.144898900085622 0.101158993034481 0.111279404036969 0.124275062137531 0.165775762906827 0.167267785269981 0.0851401975252583 0.13789746917586 0.228874299825333 0.224861905460234
"был" 0.0414307416102748 0.126643935703848 0.0817470512670793 0.276625172890733 0.135842076360588 0.163828011498872 0.237503452085059 0.111644901549496 0.185562699283885 0.346236803269384 0.219013627514601 0.0782991025718244 0.0806569878281273
"уже" 0.165722966441099 0.185094982951778 0.140137802172136 0.263452545610222 0.202317986068962 0.296745077431919 0.265120132560066 0.0744299343663306 0.0862474517798338 0.0454081053468044 0.0486696950032446 0.0752875986267542 0.112430952730117
"la" 0.00690512360171247 0 0 0 0.0404635972137923 0.550214831071682 0.7981220657277 0.016915894174166 0.023522032303591 0.0227040526734022 0.0162232316677482 0 0.00488830229261377
"без" 0.193343460847949 0.233804188991719 0.110942426719608 0.0856220773233221 0.0953784791467961 0.114370498593552 0.140845070422535 0.226672981933825 0.138518634676703 0.164604381882166 0.13789746917586 0.18069023670421 0.173534731387789
"когда" 0.124292224830824 0.0487092060399415 0.0992642765385963 0.184416781927155 0.245671840226596 0.114370498593552 0.157415078707539 0.18945801475066 0.125450838952485 0.221364513565671 0.17845554834523 0.120460157802807 0.112430952730117
"между" 0.207153708051374 0.272771553823673 0.0583907509050566 0.144898900085622 0.109829763866008 0.132917065933047 0.146368406517537 0.138710332228162 0.154199989545763 0.130548302872063 0.121674237508112 0.201770764319701 0.158869824509948
"того" 0.200248584449662 0.146127618119825 0.140137802172136 0.210762036488178 0.0838174513714269 0.0370931346789898 0.0469483568075117 0.27403748562149 0.196016935863259 0.187308434555568 0.235236859182349 0.114437149912666 0.131984161900572
"оно" 0.338351056483911 0.0779347296639065 0.035034450543034 0.164657841006389 0.0289025694384231 0.0525486074619023 0.0552333609500138 0.351850598822654 0.180335580994198 0.0340560790101033 0.243348475016223 0.171655724869 0.124651708461651
"ему" 0.0621461124154122 0.0389673648319532 0.420413406516408 0.230520977408944 0.0895979652591115 0.0680040802448147 0.102181717757526 0.128560795723662 0.130677957242172 0.158928368713815 0.0892277741726152 0.114437149912666 0.163758126802561
"этого" 0.0690512360171247 0.146127618119825 0.0817470512670793 0.131726272805111 0.153183618023642 0.120552687706717 0.149130074565037 0.135327153393328 0.141132193821546 0.0737881711885572 0.121674237508112 0.144552189363368 0.146649068778413
"нет" 0.283110067670211 0.0974184120798831 0.140137802172136 0.1185536455246 0.135842076360588 0.0803684584711446 0.035901684617509 0.209757087759659 0.167267785269981 0.181632421387218 0.202790395846853 0.0813106065168945 0.10998680158381
"ли" 0.151912719237674 0.379931807111544 0.116781501810113 0.164657841006389 0.118500534697535 0.0463664183487373 0.0414250207125104 0.101495365044996 0.0810203334901469 0.147576342377114 0.154120700843608 0.17767873275914 0.183311335973017
"были" 0.0759563596188372 0.146127618119825 0.0817470512670793 0.197589409207666 0.0953784791467961 0.136008160489629 0.185031759182546 0.0710467555314974 0.15942710783545 0.158928368713815 0.292018170019468 0.0752875986267542 0.0708803832428997
"франц" 0 0 0 0 0.124281048585219 0.494575129053198 0.458436895885115 0.0270654306786657 0.0365898280278083 0 0.129785853341986 0 0
"чтоб" 0.0414307416102748 0.107160253287871 0.0642298259955623 0 0.135842076360588 0.0432753237921548 0.0110466721900028 0.250355233777658 0.297945742512153 0.272448632080826 0.235236859182349 0.0090345118352105 0.10998680158381
"которые" 0.103576854025687 0.146127618119825 0.0467126007240453 0.158071527366133 0.222549784675858 0.102006120367222 0.190555095277548 0.0710467555314974 0.107155924938581 0.124872289703712 0.0567813108371188 0.0421610552309824 0.136872464193186
"даже" 0.200248584449662 0.282513395031661 0.0467126007240453 0.0987947046038332 0.164744645799012 0.136008160489629 0.0745650372825186 0.081196292035997 0.0731796560556165 0.0737881711885572 0.073004542504867 0.117448653857737 0.190643789411937
"была" 0.103576854025687 0.0779347296639065 0.122620576900619 0.2371072910492 0.0924882222029538 0.154554727829124 0.124275062137531 0.142093511062995 0.133291516387016 0.181632421387218 0.154120700843608 0.0662530867915437 0.0611037786576722
"них" 0.0414307416102748 0.11690209449586 0.0817470512670793 0.217348350128433 0.0664759097083731 0.0680040802448147 0.0856117094725214 0.138710332228162 0.156813548690607 0.10216823703031 0.194678780012979 0.189724748539421 0.124651708461651
"им" 0.0759563596188372 0.204578665367755 0.0759079761765736 0.151485213725878 0.0520246249891615 0.120552687706717 0.110466721900028 0.155626226402328 0.122837279807642 0.051084118515155 0.121674237508112 0.195747756429561 0.119763406169037
"где" 0.172628090042812 0.214320506575743 0.0934252014480906 0.0461041954817888 0.335269805485708 0.139099255046212 0.0773267053300193 0.0608972190269978 0.0653389786210862 0.119196276535362 0.0811161583387411 0.126483165692947 0.0488830229261378
"время" 0.0690512360171247 0.155869459327813 0.105103351629102 0.197589409207666 0.0520246249891615 0.120552687706717 0.0856117094725214 0.0981121862101631 0.122837279807642 0.124872289703712 0.105451005840363 0.159609709088719 0.151537371071027
"мне" 0.00690512360171247 0.0876765708718948 0.186850402896181 0 0.294806208271915 0.0494575129053198 0.0414250207125104 0.0135327153393328 0.0209084731587476 0.499489158814848 0.0405580791693705 0 0.263968323801144
"более" 0.131197348432537 0.263029712615684 0.070068901086068 0.125139959164855 0.0895979652591115 0.120552687706717 0.0635183650925159 0.135327153393328 0.196016935863259 0.0794641843569077 0.00811161583387411 0.141540685418298 0.0977660458522755
"под" 0.0690512360171247 0.136385776911836 0.0817470512670793 0.111967331884344 0.147403104135958 0.188556767951532 0.140845070422535 0.0541308613573313 0.0862474517798338 0.0794641843569077 0.121674237508112 0.111425645967596 0.131984161900572
"жизни" 0.580030382543848 0.0779347296639065 0.0992642765385963 0.131726272805111 0.0606953958206885 0.0340020401224073 0.0110466721900028 0.125177616888829 0.198630495008102 0.192984447723919 0.129785853341986 0.0210805276154912 0.119763406169037
"своей" 0.1104819776274 0.0974184120798831 0.116781501810113 0.125139959164855 0.0722564235960577 0.0494575129053198 0.0856117094725214 0.196224372420326 0.193403376718415 0.0737881711885572 0.210902011680727 0.0752875986267542 0.0977660458522755
"потому" 0.138102472034249 0.0779347296639065 0.0233563003620227 0.0856220773233221 0.03757334026995 0.0340020401224073 0.0193316763325048 0.162392584071994 0.21953896816685 0.0964922238619594 0.113562621674238 0.141540685418298 0.200420393997165
"него" 0.0276204944068499 0.0292255236239649 0.122620576900619 0.105381018244089 0.0635856527645308 0.0525486074619023 0.0524716929025131 0.236822518438325 0.177722021849354 0.164604381882166 0.113562621674238 0.135517677528158 0.0953218947059686
"чем" 0.151912719237674 0.11690209449586 0.0467126007240453 0.111967331884344 0.0982687360906385 0.0741862693579797 0.044186688760011 0.0981121862101631 0.099315247504051 0.0794641843569077 0.105451005840363 0.18069023670421 0.195532091704551
"человек" 0.0276204944068499 0.0194836824159766 0.0759079761765736 0.0856220773233221 0.0809271944275846 0.114370498593552 0.104943385805026 0.230056160768658 0.196016935863259 0.164604381882166 0.0811161583387411 0.0210805276154912 0.0757686855355135
"который" 0.138102472034249 0.0974184120798831 0.0642298259955623 0.0592768227622999 0.190756958293592 0.139099255046212 0.140845070422535 0.0608972190269978 0.0836338926349903 0.130548302872063 0.129785853341986 0.036138047340842 0.0806569878281273
"этом" 0.0690512360171247 0.0487092060399415 0.070068901086068 0.164657841006389 0.0953784791467961 0.0803684584711446 0.0690417011875173 0.159009405237161 0.0653389786210862 0.0567601316835055 0.0973393900064893 0.123471661747877 0.175978882534096
"le" 0.0207153708051374 0 0 0 0.00867077083152692 0.380204630459646 0.557856945595139 0.0101495365044996 0.0104542365793738 0.0113520263367011 0.00811161583387411 0 0
"со" 0.0690512360171247 0.126643935703848 0.221884853439215 0.210762036488178 0.106939506922165 0.0741862693579797 0.0828500414250207 0.0575140401921646 0.0627254194762427 0.0737881711885572 0.0486696950032446 0.150575197253508 0.0953218947059686
"об" 0.151912719237674 0 0.181011327805676 0.1778304682869 0.0895979652591115 0.105097214923805 0.0938967136150235 0.064280397861831 0.0810203334901469 0.0283800658417528 0.154120700843608 0.111425645967596 0.0806569878281273
"l" 0 0 0 0 0.0115610277753692 0.293653982875336 0.497100248550124 0.00338317883483321 0.099315247504051 0.00567601316835055 0 0 0.00244415114630689
"теперь" 0.0552409888136998 0.136385776911836 0.087586126357585 0.138312586445367 0.115610277753692 0.0896417421408921 0.0635183650925159 0.0270654306786657 0.0287491505932779 0.170280395050517 0.194678780012979 0.111425645967596 0.136872464193186
"этот" 0.0621461124154122 0.126643935703848 0.116781501810113 0.0987947046038332 0.0924882222029538 0.111279404036969 0.127036730185032 0.081196292035997 0.0601118603313993 0.0908162106936088 0.121674237508112 0.102391134132386 0.0806569878281273
"нас" 0.220963955254799 0.282513395031661 0.0817470512670793 0.131726272805111 0.0549148819330038 0.0278198510092424 0.0331400165700083 0.0473645036876649 0.0287491505932779 0.0794641843569077 0.332576249188838 0.120460157802807 0.139316615339493
"том" 0.214058831653087 0.107160253287871 0.070068901086068 0.131726272805111 0.0404635972137923 0.0154554727829124 0.0414250207125104 0.135327153393328 0.0731796560556165 0.0964922238619594 0.154120700843608 0.147563693308438 0.122207557315344
"a" 0 0 0 0 0.0202317986068962 0.346202590337238 0.450151891742613 0.0135327153393328 0.0339762688829648 0.0227040526734022 0.0486696950032446 0 0
"эти" 0.117387101229112 0.165611300535801 0.087586126357585 0.158071527366133 0.132951819416746 0.0772773639145621 0.0911350455675228 0.0473645036876649 0.0862474517798338 0.10784425019866 0.0486696950032446 0.0511955670661929 0.087989441267048
"своих" 0.1104819776274 0.0681928884559182 0.0291953754525283 0.131726272805111 0.0780369374837423 0.0803684584711446 0.0938967136150235 0.064280397861831 0.114996602373112 0.0227040526734022 0.0892277741726152 0.156598205143649 0.0806569878281273
"да" 0.0483358652119873 0.146127618119825 0.210206703258204 0.0329315682012777 0.242781583282754 0.117461593150134 0.0690417011875173 0.0101495365044996 0.0784067743453034 0.187308434555568 0.0973393900064893 0.0090345118352105 0.00977660458522755
"меня" 0 0.0389673648319532 0.163494102534159 0.0263452545610222 0.170525159686696 0.0340020401224073 0.0303783485225076 0.016915894174166 0.0130677957242172 0.561925303666704 0.0162232316677482 0.00301150394507017 0.161313975656255
"этой" 0.0966717304239746 0.0876765708718948 0.13429872708163 0.0922083909635777 0.121390791641377 0.0556397020184847 0.08008837337752 0.0744299343663306 0.0888610109246772 0.0681121580202066 0.0324464633354964 0.105402638077456 0.0904335924133548
"своего" 0.1104819776274 0.0876765708718948 0.052551675814551 0.0658631364025555 0.0606953958206885 0.0680040802448147 0.071803369235018 0.118411259219162 0.125450838952485 0.0340560790101033 0.0405580791693705 0.120460157802807 0.087989441267048
"которых" 0.0345256180085624 0.0584510472479299 0.0467126007240453 0.0987947046038332 0.0867077083152692 0.0680040802448147 0.0386633526650097 0.0913458285404967 0.0627254194762427 0.0794641843569077 0.0973393900064893 0.135517677528158 0.141760766485799
"мысль" 0.0897666068222621 0.0389673648319532 0.0291953754525283 0.0922083909635777 0.0317928263822654 0.0154554727829124 0.0276166804750069 0.307869273969822 0.156813548690607 0.0340560790101033 0.0811161583387411 0.0421610552309824 0.0806569878281273
"здесь" 0.0828614832205496 0.0779347296639065 0.17517225271517 0.210762036488178 0.260123124945808 0.0370931346789898 0.0607566970450152 0.0439813248528317 0.0313627097381214 0.0397320921784539 0.0243348475016223 0.0240920315605613 0.0586596275113653
"стороны" 0.117387101229112 0.0681928884559182 0.070068901086068 0.125139959164855 0.0549148819330038 0.0185465673394949 0.0303783485225076 0.115028080384329 0.0653389786210862 0.0340560790101033 0.0973393900064893 0.168644220923929 0.119763406169037
"наконец" 0.0621461124154122 0.0584510472479299 0.087586126357585 0.0987947046038332 0.109829763866008 0.0927328366974746 0.11875172604253 0.0608972190269978 0.0653389786210862 0.0737881711885572 0.0324464633354964 0.0933566222971752 0.0586596275113653
"которой" 0.124292224830824 0.0389673648319532 0.0408735256335396 0.0592768227622999 0.0780369374837423 0.0803684584711446 0.0828500414250207 0.111644901549496 0.0862474517798338 0.124872289703712 0.073004542504867 0.0391495512859122 0.0928777435596617
"один" 0.00690512360171247 0.0584510472479299 0.0992642765385963 0.0395178818415333 0.0895979652591115 0.160736916942289 0.115990057995029 0.0778131132011638 0.0601118603313993 0.0908162106936088 0.0811161583387411 0.0511955670661929 0.0562154763650584
"другой" 0.103576854025687 0.0681928884559182 0.035034450543034 0.072449450042811 0.0838174513714269 0.108188309480387 0.071803369235018 0.0947290073753299 0.0627254194762427 0.0737881711885572 0.121674237508112 0.0632415828464735 0.0831011389744342
"мысли" 0.151912719237674 0.0487092060399415 0.00583907509050566 0.0922083909635777 0.0433538541576346 0.0340020401224073 0.0220933443800055 0.236822518438325 0.148972871256077 0.0113520263367011 0.0324464633354964 0.0271035355056315 0.112430952730117
"дело" 0.0897666068222621 0.0876765708718948 0.070068901086068 0.0987947046038332 0.0664759097083731 0.0525486074619023 0.0773267053300193 0.0676635766966642 0.0574983011865558 0.051084118515155 0.0892277741726152 0.0813106065168945 0.136872464193186
"et" 0 0 0 0 0.00578051388768462 0.207103335291027 0.452913559790113 0.00676635766966642 0.052271182896869 0.0170280395050517 0.00811161583387411 0 0.00733245343892066
"будет" 0.0483358652119873 0.0487092060399415 0.0992642765385963 0.0856220773233221 0.0838174513714269 0.154554727829124 0.0856117094725214 0.0507476825224981 0.0418169463174952 0.0851401975252583 0.0324464633354964 0.0963681262422454 0.065992080950286
"жизнь" 0.386686921695898 0.0194836824159766 0.070068901086068 0.0329315682012777 0.0433538541576346 0.00927328366974746 0.0248550124275062 0.138710332228162 0.101928806648894 0.21001248722897 0.154120700843608 0.00602300789014034 0.0488830229261378
"можно" 0.0483358652119873 0.17535314174379 0.0934252014480906 0.0790357636830666 0.0520246249891615 0.0525486074619023 0.044186688760011 0.064280397861831 0.109769484083425 0.0454081053468044 0.073004542504867 0.111425645967596 0.100210196998582
"т" 0.0276204944068499 0.0389673648319532 0.0817470512670793 0.125139959164855 0.0115610277753692 0.0710951748013972 0.0856117094725214 0.0778131132011638 0.122837279807642 0.0283800658417528 0 0.072276094681684 0.14909321992472
"очень" 0.0276204944068499 0.0194836824159766 0.0934252014480906 0.131726272805111 0.0895979652591115 0.0340020401224073 0.0552333609500138 0.0473645036876649 0.0836338926349903 0.153252355545465 0.113562621674238 0.0602300789014034 0.102654348144889
"всего" 0.0414307416102748 0.0974184120798831 0.035034450543034 0.0658631364025555 0.0751466805399 0.0680040802448147 0.0690417011875173 0.0845794708708302 0.120223720662799 0.0681121580202066 0.0648929266709929 0.0451725591760525 0.100210196998582
"совершенно" 0.0414307416102748 0.0584510472479299 0.035034450543034 0.111967331884344 0.0838174513714269 0.0834595530277271 0.0497100248550124 0.0676635766966642 0.101928806648894 0.0624361448518561 0.0892277741726152 0.0511955670661929 0.102654348144889
"человека" 0.0690512360171247 0 0.017517225271517 0.0329315682012777 0.0635856527645308 0.0340020401224073 0.0331400165700083 0.175925299411327 0.169881344414824 0.10784425019866 0.073004542504867 0.0331265433957718 0.0708803832428997
"вот" 0.0759563596188372 0.0681928884559182 0.0467126007240453 0.0922083909635777 0.18786670134975 0.0710951748013972 0.0220933443800055 0.0405981460179985 0.0705660969107731 0.124872289703712 0.0973393900064893 0.036138047340842 0.0635479298039791
"нем" 0.0483358652119873 0.0389673648319532 0.0817470512670793 0.111967331884344 0.0867077083152692 0.0494575129053198 0.0138083402375035 0.145476689897828 0.112383043228268 0.051084118515155 0.13789746917586 0.0572185749563332 0.0537713252187515
"после" 0.0414307416102748 0.0681928884559182 0.052551675814551 0.072449450042811 0.0838174513714269 0.151463633272542 0.12151339409003 0.0304486095134989 0.0601118603313993 0.130548302872063 0.0324464633354964 0.0301150394507017 0.0464388717798309
"этих" 0.0966717304239746 0.00974184120798831 0.0642298259955623 0.111967331884344 0.106939506922165 0.0772773639145621 0.0745650372825186 0.0372149671831653 0.0679525377659296 0.0397320921784539 0.073004542504867 0.0933566222971752 0.065992080950286
"всем" 0.0552409888136998 0.0584510472479299 0.0467126007240453 0.0526905091220444 0.0895979652591115 0.0741862693579797 0.0524716929025131 0.0981121862101631 0.101928806648894 0.0851401975252583 0.0973393900064893 0.0873336144070349 0.0317739649019895
"нам" 0.0828614832205496 0.126643935703848 0.145976877262642 0.270038859250477 0.0346830833261077 0.0309109455658249 0.0331400165700083 0.0405981460179985 0.0444305054623386 0.0567601316835055 0.202790395846853 0.0873336144070349 0.0537713252187515
"народа" 0.283110067670211 0.126643935703848 0.035034450543034 0.111967331884344 0.0289025694384231 0.154554727829124 0.173985086992544 0.00338317883483321 0.00261355914484345 0 0.073004542504867 0.0240920315605613 0.043994720633524
"эта" 0.124292224830824 0.0974184120798831 0.122620576900619 0.0790357636830666 0.0693661666522154 0.0803684584711446 0.0331400165700083 0.104878543879829 0.052271182896869 0.051084118515155 0.0648929266709929 0.0662530867915437 0.0586596275113653
