"bekhterev_bessmertie" "bekhterev_licnost" "bekhterev_vnushenie" "pavlov_otvet" "pavlov_reflex" "pavlov_types" "sechenov_reflexy1" "sechenov_reflexy2" "ukhtomsky_dominant1" "ukhtomsky_dominant2"
"все" 0.461680517082179 0.319612590799031 0.331103900403947 0.571666146970169 0.346655791190865 0.309119010819165 0.4 0.34330268823461 0.270744914386068 0.265565063440543
"я" 0.138504155124654 0.0774818401937046 0.470167538573604 0.270242178567716 0.122349102773246 0.111626309462476 0.26031746031746 0.541138135691842 0.417093516756915 0.531130126881086
"бы" 0.424746075715605 0.222760290556901 0.18541818422621 0.291030038457541 0.275285481239804 0.240425897303795 0.361904761904762 0.302571860816944 0.314649495097322 0.472115668338743
"только" 0.313942751615882 0.222760290556901 0.225150652274684 0.550878287080345 0.407830342577488 0.472265155418169 0.273015873015873 0.285115791923659 0.234157763793356 0.230156388315137
"он" 0.203139427516159 0.0677966101694915 0.390702602476657 0.291030038457541 0.295676998368679 0.214665979735532 0.349206349206349 0.453857791225416 0.263427484267525 0.300973738565949
"если" 0.286241920590951 0.280871670702179 0.152307794185815 0.259848248622804 0.163132137030995 0.214665979735532 0.450793650793651 0.296753171185849 0.292697204741695 0.436706993213337
"более" 0.138504155124654 0.280871670702179 0.238394808290842 0.436545057686311 0.32626427406199 0.300532371629744 0.177777777777778 0.226928895612708 0.387823796282745 0.419002655650634
"может" 0.25854108956602 0.280871670702179 0.297993510363552 0.207878598898243 0.0713703099510604 0.231839258114374 0.33015873015873 0.331665308972419 0.329284355334407 0.389495426379463
"т" 0.12927054478301 0.0774818401937046 0.0728428580888683 0.38457540796175 0.387438825448613 0.446505237849906 0.374603174603175 0.465495170487606 0.234157763793356 0.212452050752434
"когда" 0.184672206832872 0.193704600484261 0.284749354347394 0.270242178567716 0.214110929853181 0.266185814872059 0.355555555555556 0.261841033399278 0.351236645690034 0.271466509294777
"у" 0.0461680517082179 0.193704600484261 0.231772730282763 0.14551501922877 0.25489396411093 0.532371629744118 0.552380952380952 0.296753171185849 0.139031172252305 0.224254942460903
"е" 0.156971375807941 0.0387409200968523 0 0.301423968402453 0.275285481239804 0.369225485145114 0.361904761904762 0.38985220528337 0.351236645690034 0.324579521982886
"быть" 0.277008310249307 0.37772397094431 0.218528574266605 0.187090739008419 0.163132137030995 0.249012536493217 0.387301587301587 0.267659723030374 0.146348602370847 0.283269401003246
"есть" 0.286241920590951 0.145278450363196 0.225150652274684 0.228666458788068 0.346655791190865 0.188906062167268 0.304761904761905 0.395670894914465 0.212205473437729 0.129831808793154
"во" 0.23084025854109 0.164648910411622 0.198662340242368 0.363787548071926 0.234502446982055 0.300532371629744 0.279365079365079 0.256022343768183 0.241475193911898 0.212452050752434
"их" 0.212373037857802 0.25181598062954 0.165551950201973 0.322211828292277 0.295676998368679 0.326292289198008 0.273015873015873 0.267659723030374 0.146348602370847 0.194747713189731
"уже" 0.166204986149584 0.203389830508475 0.231772730282763 0.0935453695042095 0.163132137030995 0.369225485145114 0.228571428571429 0.3549400674968 0.219522903556271 0.24786072587784
"тем" 0.332409972299169 0.300242130750605 0.172174028210052 0.155908949173683 0.214110929853181 0.20607934054611 0.171428571428571 0.250203654137088 0.212205473437729 0.300973738565949
"до" 0.184672206832872 0.184019370460048 0.132441560161579 0.197484668953331 0.316068515497553 0.266185814872059 0.171428571428571 0.209472826719423 0.219522903556271 0.265565063440543
"ее" 0.286241920590951 0.0677966101694915 0.1258194821535 0.353393618127014 0.0917618270799347 0.214665979735532 0.196825396825397 0.203654137088328 0.27806234450461 0.212452050752434
"еще" 0.110803324099723 0.242130750605327 0.238394808290842 0.218272528843156 0.0611745513866232 0.154559505409583 0.196825396825397 0.145467240777377 0.204888043319186 0.312776630274417
"образом" 0.23084025854109 0.154963680387409 0.245016886298921 0.249454318677892 0.214110929853181 0.0944530310836339 0.184126984126984 0.349121377865705 0.0878091614225084 0.0767187961050457
"которые" 0.203139427516159 0.271186440677966 0.251638964307 0.14551501922877 0.0815660685154976 0.180319422977846 0.196825396825397 0.145467240777377 0.12439631201522 0.230156388315137
"того" 0.156971375807941 0.213075060532688 0.198662340242368 0.0831514395592974 0.0815660685154976 0.13738622703074 0.20952380952381 0.128011171884092 0.182935752963559 0.359988197108292
"между" 0.166204986149584 0.232445520581114 0.132441560161579 0.228666458788068 0.224306688417618 0.128799587841319 0.228571428571429 0.267659723030374 0.146348602370847 0.0767187961050457
"время" 0.175438596491228 0.164648910411622 0.238394808290842 0.135121089283858 0.152936378466558 0.154559505409583 0.177777777777778 0.133829861515187 0.234157763793356 0.200649159043966
"этого" 0.0646352723915051 0.116222760290557 0.172174028210052 0.259848248622804 0.244698205546493 0.240425897303795 0.285714285714286 0.215291516350518 0.0512220108297966 0.129831808793154
"человека" 0.397045244690674 0.145278450363196 0.0463545460565525 0.14551501922877 0.101957585644372 0.0772797527047913 0.349206349206349 0.325846619341324 0.00731743011854237 0.118028917084686
"было" 0.110803324099723 0.116222760290557 0.218528574266605 0.0727575096143852 0.244698205546493 0.231839258114374 0.196825396825397 0.238566274874898 0.102444021659593 0.16524048391856
"даже" 0.25854108956602 0.154963680387409 0.297993510363552 0.166302879118595 0.101957585644372 0.249012536493217 0.203174603174603 0.186198068195042 0.0219522903556271 0.0472115668338743
"здесь" 0.0738688827331487 0.271186440677966 0.139063638169658 0.0519696497245609 0.132544861337684 0.111626309462476 0.184126984126984 0.157104620039567 0.131713742133763 0.33048096783712
"очень" 0.00923361034164358 0.0290556900726392 0.0662207800807894 0.062363579669473 0.203915171288744 0.283359093250902 0.177777777777778 0.331665308972419 0.139031172252305 0.2065506048982
"лишь" 0.203139427516159 0.242130750605327 0.139063638169658 0.062363579669473 0.0203915171288744 0.120212948651898 0.222222222222222 0.203654137088328 0.234157763793356 0.106226025376217
"за" 0.3601108033241 0.319612590799031 0.198662340242368 0.0103939299449122 0.0611745513866232 0.0944530310836339 0.107936507936508 0.128011171884092 0.146348602370847 0.153437592210091
"со" 0.184672206832872 0.0968523002421307 0.278127276339315 0.114333229394034 0.132544861337684 0.163146144599004 0.133333333333333 0.139648551146282 0.160983462607932 0.135733254647389
"нервной" 0.00923361034164358 0 0.00662207800807894 0.270242178567716 0.479200652528548 0.455091877039327 0.0444444444444444 0.00581868963109508 0.219522903556271 0.224254942460903
"этих" 0.0738688827331487 0.0871670702179177 0.139063638169658 0.124727159338946 0.275285481239804 0.231839258114374 0.311111111111111 0.157104620039567 0.0512220108297966 0.0885216878135143
"личности" 0.433979686057248 1.37530266343826 0.0463545460565525 0 0 0 0 0 0 0
"том" 0.12927054478301 0.116222760290557 0.132441560161579 0.0415757197796487 0.0407830342577488 0.0686931135153701 0.152380952380952 0.174560688932852 0.263427484267525 0.24786072587784
"без" 0.101569713758079 0.0871670702179177 0.264883120323157 0.187090739008419 0.122349102773246 0.120212948651898 0.184126984126984 0.203654137088328 0.0878091614225084 0.0767187961050457
"всего" 0.203139427516159 0.184019370460048 0.132441560161579 0.114333229394034 0.142740619902121 0.120212948651898 0.101587301587302 0.197835447457233 0.080491731303966 0.182944821481263
"этом" 0.23084025854109 0.145278450363196 0.112575326137342 0.176696809063507 0.101957585644372 0.163146144599004 0.152380952380952 0.186198068195042 0.0878091614225084 0.12393036293892
"можно" 0.120036934441367 0.12590799031477 0.119197404145421 0.166302879118595 0.142740619902121 0.103039670273055 0.152380952380952 0.128011171884092 0.12439631201522 0.241959280023606
"себе" 0.203139427516159 0.0968523002421307 0.112575326137342 0.166302879118595 0.112153344208809 0.0944530310836339 0.0888888888888889 0.122192482252997 0.226840333674813 0.218353496606669
"ли" 0.313942751615882 0.348668280871671 0.132441560161579 0.062363579669473 0.0713703099510604 0.0858663918942126 0.203174603174603 0.0698242755731409 0.080491731303966 0.118028917084686
"возбуждения" 0.00923361034164358 0 0 0.0103939299449122 0.050978792822186 0.00858663918942126 0.0634920634920635 0.0640055859420458 0.548807258890678 0.483918560047212
"чтобы" 0.0923361034164358 0.106537530266344 0.0860870141050262 0.0831514395592974 0.112153344208809 0.0686931135153701 0.126984126984127 0.128011171884092 0.197570613200644 0.324579521982886
"раздражения" 0.00923361034164358 0 0 0.249454318677892 0.265089722675367 0.231839258114374 0.203174603174603 0.0116373792621902 0.314649495097322 0.171141929772794
"стороны" 0.110803324099723 0.106537530266344 0.291371432355473 0.103939299449122 0.101957585644372 0.0858663918942126 0.126984126984127 0.110555102990806 0.131713742133763 0.177043375627029
"других" 0.267774699907664 0.0968523002421307 0.304615588371631 0.0831514395592974 0.152936378466558 0.197492701356689 0.0634920634920635 0.0523682066798557 0.102444021659593 0.112127471230451
"она" 0.286241920590951 0.116222760290557 0.0463545460565525 0.062363579669473 0.0815660685154976 0.145972866220161 0.165079365079365 0.0989177237286163 0.248792624030441 0.147536146355857
"движения" 0.0554016620498615 0.00968523002421308 0.0198662340242368 0.0727575096143852 0.0203915171288744 0.0429331959471063 0.749206349206349 0.186198068195042 0.0146348602370847 0.0354086751254057
"всех" 0.120036934441367 0.0968523002421307 0.172174028210052 0.114333229394034 0.152936378466558 0.223252618924953 0.215873015873016 0.151285930408472 0.0439045807112542 0.0708173502508114
"они" 0.138504155124654 0.184019370460048 0.178796106218131 0.103939299449122 0.0611745513866232 0.0944530310836339 0.184126984126984 0.128011171884092 0.131713742133763 0.129831808793154
"ни" 0.267774699907664 0.193704600484261 0.0860870141050262 0.14551501922877 0.0305872756933116 0.103039670273055 0.222222222222222 0.250203654137088 0.0439045807112542 0.00590144585423429
"чем" 0.110803324099723 0.116222760290557 0.0595987020727104 0.166302879118595 0.112153344208809 0.103039670273055 0.133333333333333 0.162923309670662 0.182935752963559 0.159339038064326
"деятельности" 0.193905817174515 0.106537530266344 0.0463545460565525 0.228666458788068 0.346655791190865 0.163146144599004 0.20952380952381 0.0698242755731409 0.0512220108297966 0.0354086751254057
"жизни" 0.581717451523546 0.329297820823245 0.119197404145421 0.0311817898347365 0 0.0686931135153701 0.0444444444444444 0.0989177237286163 0.080491731303966 0.0472115668338743
"будет" 0.138504155124654 0.0484261501210654 0.0132441560161579 0.0519696497245609 0.0917618270799347 0.0601064743259488 0.107936507936508 0.116373792621902 0.248792624030441 0.318678076128652
"этот" 0.0831024930747922 0.0677966101694915 0.1258194821535 0.135121089283858 0.112153344208809 0.128799587841319 0.158730158730159 0.157104620039567 0.109761451778136 0.12393036293892
"теперь" 0.00923361034164358 0.0193704600484262 0.0198662340242368 0.155908949173683 0.132544861337684 0.20607934054611 0.184126984126984 0.151285930408472 0.219522903556271 0.106226025376217
"под" 0.0738688827331487 0.184019370460048 0.225150652274684 0.103939299449122 0.0611745513866232 0.0601064743259488 0.177777777777778 0.0640055859420458 0.12439631201522 0.118028917084686
"эти" 0.0738688827331487 0.116222760290557 0.0794649360969472 0.103939299449122 0.152936378466558 0.154559505409583 0.184126984126984 0.174560688932852 0.0512220108297966 0.112127471230451
"менее" 0.0461680517082179 0.116222760290557 0.198662340242368 0.0831514395592974 0.112153344208809 0.103039670273055 0.133333333333333 0.145467240777377 0.0731743011854237 0.147536146355857
"совершенно" 0.0461680517082179 0.0774818401937046 0.152307794185815 0.249454318677892 0.0917618270799347 0.197492701356689 0.120634920634921 0.110555102990806 0.0658568710668813 0.118028917084686
"например" 0.0461680517082179 0 0.1258194821535 0.0831514395592974 0.142740619902121 0.13738622703074 0.247619047619048 0.180379378563947 0.102444021659593 0.0708173502508114
"возбуждение" 0 0 0 0.0103939299449122 0.0101957585644372 0.00858663918942126 0.146031746031746 0.0407308274176655 0.431728376994 0.377692534670994
"вообще" 0.313942751615882 0.184019370460048 0.158929872193894 0.114333229394034 0.0407830342577488 0.0772797527047913 0.120634920634921 0.116373792621902 0.0219522903556271 0.04131012097964
"другой" 0.156971375807941 0.106537530266344 0.1258194821535 0.114333229394034 0.112153344208809 0.128799587841319 0.107936507936508 0.110555102990806 0.0512220108297966 0.118028917084686
"раз" 0.00923361034164358 0.00968523002421308 0.0331103900403947 0.124727159338946 0.101957585644372 0.249012536493217 0.0634920634920635 0.238566274874898 0.0658568710668813 0.171141929772794
"конечно" 0.0277008310249307 0.0193704600484262 0.0132441560161579 0.187090739008419 0.0917618270799347 0.111626309462476 0.292063492063492 0.221110205981613 0.0219522903556271 0.0708173502508114
"системы" 0 0.00968523002421308 0.00662207800807894 0.218272528843156 0.346655791190865 0.41215868109222 0 0 0.131713742133763 0.129831808793154
"случае" 0.0369344413665743 0.0581113801452785 0.0927090921131051 0.23906038873298 0.101957585644372 0.154559505409583 0.177777777777778 0.139648551146282 0.0365871505927118 0.0708173502508114
"рефлекса" 0 0 0 0.301423968402453 0.112153344208809 0.20607934054611 0.0888888888888889 0.250203654137088 0.109761451778136 0.0295072292711714
"доминанты" 0 0 0 0 0 0 0 0 0.592711839601932 0.33048096783712
"внушения" 0 0 0.893980531090656 0 0 0 0 0 0 0
"оно" 0.110803324099723 0.116222760290557 0.165551950201973 0.0103939299449122 0.122349102773246 0.103039670273055 0.114285714285714 0.104736413359711 0.080491731303966 0.0708173502508114
