"bekhterev_bessmertie" "bekhterev_licnost" "bekhterev_vnushenie" "pavlov_otvet" "pavlov_reflex" "pavlov_types" "sechenov_reflexy1" "sechenov_reflexy2" "ukhtomsky_dominant1" "ukhtomsky_dominant2"
"мой" 0.0184672206832872 0 0.0595987020727104 0.0103939299449122 0 0 0 0.0407308274176655 0 0
"науки" 0.0369344413665743 0.0387409200968523 0 0 0.0101957585644372 0 0 0 0.0365871505927118 0.0295072292711714
"общей" 0.0184672206832872 0.0290556900726392 0 0.0311817898347365 0.0305872756933116 0.00858663918942126 0.0126984126984127 0 0.0219522903556271 0.0118028917084686
"общем" 0.0184672206832872 0.0484261501210654 0.00662207800807894 0 0.0101957585644372 0 0 0 0.0439045807112542 0.0236057834169371
"обществе" 0.00923361034164358 0.0290556900726392 0.0264883120323157 0 0.0101957585644372 0 0.0317460317460317 0.0232747585243803 0 0.00590144585423429
"определенную" 0 0 0.00662207800807894 0.0103939299449122 0.0101957585644372 0 0.019047619047619 0.0116373792621902 0.00731743011854237 0.0590144585423429
"остаются" 0.0184672206832872 0.00968523002421308 0.00662207800807894 0.062363579669473 0.0101957585644372 0.0257599175682638 0.00634920634920635 0.0116373792621902 0 0.0118028917084686
"поддерживать" 0.00923361034164358 0.0193704600484262 0 0.0103939299449122 0 0 0 0 0.0292697204741695 0.0649159043965772
"последних" 0.0184672206832872 0 0 0.0311817898347365 0 0.0257599175682638 0.0253968253968254 0.0174560688932852 0.0219522903556271 0.00590144585423429
"права" 0.0369344413665743 0.0968523002421307 0 0.0103939299449122 0.0203915171288744 0.0171732783788425 0 0 0 0
"правда" 0.0277008310249307 0 0.0331103900403947 0 0.0203915171288744 0.00858663918942126 0.019047619047619 0.00581868963109508 0.00731743011854237 0.0177043375627029
"представляют" 0.0277008310249307 0.0193704600484262 0.0264883120323157 0 0 0.0257599175682638 0.019047619047619 0.0174560688932852 0.00731743011854237 0
"принципа" 0 0 0 0.0415757197796487 0.0101957585644372 0 0.0126984126984127 0 0.0292697204741695 0.0472115668338743
"психологии" 0.0369344413665743 0.00968523002421308 0.0132441560161579 0.0207878598898243 0.0815660685154976 0 0.00634920634920635 0 0.00731743011854237 0
"разом" 0 0 0 0.0311817898347365 0.0101957585644372 0 0.0253968253968254 0.0640055859420458 0 0
"свет" 0.0184672206832872 0.0193704600484262 0 0.0103939299449122 0 0 0.0634920634920635 0.0174560688932852 0.00731743011854237 0
"сводится" 0 0.00968523002421308 0.0264883120323157 0.0207878598898243 0 0.00858663918942126 0.019047619047619 0.0407308274176655 0.00731743011854237 0
"сгибания" 0 0 0 0 0 0 0 0.0407308274176655 0.0878091614225084 0
"сильного" 0 0.00968523002421308 0 0.0207878598898243 0.0203915171288744 0.0429331959471063 0 0.0174560688932852 0.0292697204741695 0.0118028917084686
"сказано" 0.0184672206832872 0.00968523002421308 0 0.0103939299449122 0 0.0429331959471063 0.00634920634920635 0.0465495170487606 0 0.00590144585423429
"скорее" 0.00923361034164358 0 0 0.0207878598898243 0.0101957585644372 0.034346556757685 0.00634920634920635 0.0349121377865705 0.0146348602370847 0.0118028917084686
"следов" 0 0.00968523002421308 0 0 0 0.00858663918942126 0 0.0465495170487606 0.0585394409483389 0.00590144585423429
"способен" 0.00923361034164358 0 0.00662207800807894 0 0 0.00858663918942126 0.0126984126984127 0.0232747585243803 0.0365871505927118 0.0295072292711714
"страх" 0.0277008310249307 0 0.0463545460565525 0 0 0 0.0380952380952381 0.0174560688932852 0 0
"суммировать" 0 0 0 0.0103939299449122 0 0 0 0 0.0585394409483389 0.0590144585423429
"сферы" 0 0 0.0463545460565525 0 0 0 0.019047619047619 0.0290934481554754 0.0219522903556271 0.00590144585423429
"теле" 0.00923361034164358 0.00968523002421308 0 0 0.0101957585644372 0 0.0761904761904762 0 0.00731743011854237 0.0177043375627029
"тормозной" 0 0 0 0.0207878598898243 0.0917618270799347 0.0686931135153701 0 0 0 0
"физиолог" 0 0 0 0.0415757197796487 0.112153344208809 0.00858663918942126 0 0.00581868963109508 0.0146348602370847 0
"целого" 0.00923361034164358 0 0.0132441560161579 0.0207878598898243 0 0 0.0126984126984127 0.0465495170487606 0.0146348602370847 0.0118028917084686
"чему" 0.0461680517082179 0.0193704600484262 0.0331103900403947 0 0 0.00858663918942126 0.0126984126984127 0 0.0146348602370847 0.0118028917084686
"читателя" 0 0 0.00662207800807894 0 0 0 0.0444444444444444 0.0581868963109508 0 0.00590144585423429
"эффекты" 0 0 0 0 0 0.0686931135153701 0.00634920634920635 0 0.0219522903556271 0.04131012097964
"актом" 0 0 0.00662207800807894 0.0207878598898243 0 0.00858663918942126 0.0444444444444444 0.0349121377865705 0 0.00590144585423429
"борьба" 0 0.0774818401937046 0.00662207800807894 0 0.0203915171288744 0.00858663918942126 0 0 0 0.0354086751254057
"борьбы" 0 0.0871670702179177 0.0397324680484736 0 0.0101957585644372 0 0 0 0 0.0118028917084686
"ведет" 0 0 0.00662207800807894 0.0103939299449122 0.0203915171288744 0.0429331959471063 0.019047619047619 0.0290934481554754 0 0.00590144585423429
"величине" 0 0 0 0.0103939299449122 0.0203915171288744 0 0 0.0581868963109508 0.0146348602370847 0.0177043375627029
"впечатление" 0.0184672206832872 0 0.0132441560161579 0.0311817898347365 0 0 0.0126984126984127 0.0232747585243803 0.0292697204741695 0.00590144585423429
"вытекает" 0.0184672206832872 0 0 0 0 0.00858663918942126 0.0317460317460317 0.0581868963109508 0 0
"дать" 0.00923361034164358 0.00968523002421308 0.0132441560161579 0.0103939299449122 0.0101957585644372 0 0.00634920634920635 0.00581868963109508 0.0365871505927118 0.0295072292711714
"доминант" 0 0 0 0 0 0 0 0 0.0731743011854237 0.0472115668338743
"другому" 0.0184672206832872 0 0.0595987020727104 0.0103939299449122 0 0.00858663918942126 0.0253968253968254 0.00581868963109508 0 0
"живой" 0.0646352723915051 0.00968523002421308 0.00662207800807894 0.0103939299449122 0.0203915171288744 0.0257599175682638 0 0 0.00731743011854237 0.0118028917084686
"животные" 0.00923361034164358 0 0 0 0.0815660685154976 0.0686931135153701 0.00634920634920635 0 0 0
"жизнью" 0.0923361034164358 0.00968523002421308 0 0 0 0 0.00634920634920635 0.0116373792621902 0.0146348602370847 0.0118028917084686
"знать" 0.0277008310249307 0 0.00662207800807894 0.0519696497245609 0.0305872756933116 0.034346556757685 0.00634920634920635 0 0 0.00590144585423429
"идеи" 0.00923361034164358 0 0.099331170121184 0.0103939299449122 0 0.00858663918942126 0 0 0 0
"каком" 0.0184672206832872 0.00968523002421308 0 0.0103939299449122 0.0203915171288744 0.0171732783788425 0.019047619047619 0.0232747585243803 0 0.0177043375627029
"клеток" 0 0 0 0.0727575096143852 0.0305872756933116 0.0171732783788425 0.0380952380952381 0 0 0
"легче" 0 0 0.0132441560161579 0.0103939299449122 0.0101957585644372 0 0.00634920634920635 0.0290934481554754 0.00731743011854237 0.04131012097964
"могло" 0 0.0387409200968523 0 0.0207878598898243 0.0203915171288744 0.0429331959471063 0.00634920634920635 0 0.00731743011854237 0.0177043375627029
"навсегда" 0.0461680517082179 0 0 0 0.0203915171288744 0.034346556757685 0 0 0.0365871505927118 0.0118028917084686
"назвать" 0 0 0.0132441560161579 0 0.0305872756933116 0.00858663918942126 0 0.00581868963109508 0.00731743011854237 0.0590144585423429
"науке" 0.00923361034164358 0.0387409200968523 0.0132441560161579 0 0.0101957585644372 0 0.0253968253968254 0 0.0439045807112542 0
"началом" 0.0554016620498615 0 0.00662207800807894 0.0415757197796487 0 0.00858663918942126 0.00634920634920635 0.0174560688932852 0 0.0118028917084686
"недавно" 0.0369344413665743 0.0387409200968523 0.0264883120323157 0.0207878598898243 0.0203915171288744 0 0 0.00581868963109508 0 0.00590144585423429
"независимо" 0 0.00968523002421308 0.0264883120323157 0 0.0101957585644372 0 0.0380952380952381 0.0174560688932852 0.00731743011854237 0.0118028917084686
"несомненно" 0.0461680517082179 0.00968523002421308 0.0331103900403947 0.0311817898347365 0.0101957585644372 0.00858663918942126 0 0 0 0.0118028917084686
"органы" 0.0369344413665743 0 0.0198662340242368 0.0103939299449122 0 0 0 0.0174560688932852 0.0292697204741695 0.0177043375627029
"очередь" 0.0554016620498615 0.00968523002421308 0.00662207800807894 0 0 0.00858663918942126 0.00634920634920635 0.0116373792621902 0.0365871505927118 0.00590144585423429
"постоянное" 0.0184672206832872 0.00968523002421308 0.00662207800807894 0.0311817898347365 0.0305872756933116 0 0 0 0.0146348602370847 0.0354086751254057
"произвольных" 0 0 0.00662207800807894 0 0 0 0.0507936507936508 0.0523682066798557 0 0
"процессе" 0.00923361034164358 0.00968523002421308 0 0.0103939299449122 0.0305872756933116 0.034346556757685 0 0.0290934481554754 0.0219522903556271 0
"развивается" 0.0184672206832872 0.0193704600484262 0.00662207800807894 0 0 0.0171732783788425 0.019047619047619 0.0290934481554754 0.0219522903556271 0
"рефлексом" 0 0 0 0 0.0611745513866232 0.0772797527047913 0 0.0116373792621902 0 0.00590144585423429
"рта" 0 0 0.00662207800807894 0 0.050978792822186 0.0601064743259488 0.0253968253968254 0.00581868963109508 0 0
"рук" 0 0 0.00662207800807894 0.0207878598898243 0 0 0.0698412698412698 0.0232747585243803 0 0
"сама" 0.0461680517082179 0.00968523002421308 0.00662207800807894 0.0207878598898243 0.0101957585644372 0.034346556757685 0.00634920634920635 0 0.00731743011854237 0.0118028917084686
"слабом" 0 0.00968523002421308 0 0 0.0305872756933116 0.0772797527047913 0.0126984126984127 0.0174560688932852 0 0
"служит" 0.0369344413665743 0.0387409200968523 0.0264883120323157 0.0207878598898243 0.0101957585644372 0.00858663918942126 0.00634920634920635 0.00581868963109508 0 0
"сомневаться" 0.0184672206832872 0.0484261501210654 0.0331103900403947 0.0207878598898243 0 0 0.019047619047619 0 0 0.00590144585423429
"спинном" 0 0 0 0.0103939299449122 0 0 0.0507936507936508 0.00581868963109508 0.0365871505927118 0.0177043375627029
"среде" 0 0.0484261501210654 0.00662207800807894 0.0103939299449122 0.0203915171288744 0.0171732783788425 0 0 0.0146348602370847 0.0295072292711714
"точку" 0 0.00968523002421308 0 0.0103939299449122 0 0.0171732783788425 0.0126984126984127 0.0290934481554754 0 0.04131012097964
"условии" 0 0 0.0132441560161579 0.0103939299449122 0.0203915171288744 0.00858663918942126 0.0444444444444444 0.0116373792621902 0.00731743011854237 0.0118028917084686
"форм" 0.0277008310249307 0.0193704600484262 0.00662207800807894 0.0103939299449122 0 0.0515198351365276 0.00634920634920635 0.00581868963109508 0.0146348602370847 0.00590144585423429
"целом" 0.00923361034164358 0.0290556900726392 0 0 0.0101957585644372 0.00858663918942126 0 0.0116373792621902 0.0219522903556271 0.04131012097964
"черты" 0.00923361034164358 0.00968523002421308 0.0198662340242368 0.0311817898347365 0 0.0429331959471063 0 0.00581868963109508 0.0292697204741695 0
"аппаратов" 0 0 0 0 0.0101957585644372 0 0.0380952380952381 0.0465495170487606 0.00731743011854237 0.00590144585423429
"б" 0.00923361034164358 0.00968523002421308 0.099331170121184 0 0 0 0 0 0 0
"вещества" 0.0277008310249307 0 0 0.0103939299449122 0.0305872756933116 0.0257599175682638 0 0 0.0219522903556271 0.0236057834169371
"внешнее" 0.00923361034164358 0 0 0 0.0101957585644372 0 0.0380952380952381 0.0349121377865705 0.00731743011854237 0.0118028917084686
"возбуждении" 0 0 0 0 0.0101957585644372 0 0.0253968253968254 0.0290934481554754 0.0219522903556271 0.0236057834169371
"вопросе" 0.0369344413665743 0.0484261501210654 0.0198662340242368 0.0103939299449122 0 0.00858663918942126 0.00634920634920635 0 0 0.0118028917084686
"впечатлений" 0 0 0.0198662340242368 0 0.0101957585644372 0 0.019047619047619 0.0290934481554754 0.00731743011854237 0.0236057834169371
"впечатления" 0 0 0.0264883120323157 0 0.0101957585644372 0 0.0126984126984127 0.0407308274176655 0.0219522903556271 0
"глазах" 0.00923361034164358 0.0290556900726392 0.0331103900403947 0.0207878598898243 0.0101957585644372 0.0257599175682638 0 0.00581868963109508 0 0.00590144585423429
"данном" 0.00923361034164358 0 0.00662207800807894 0.0311817898347365 0.0305872756933116 0.0171732783788425 0.0126984126984127 0 0 0.0295072292711714
"действии" 0 0.00968523002421308 0.0198662340242368 0.0103939299449122 0.0101957585644372 0.0686931135153701 0.00634920634920635 0 0.00731743011854237 0.00590144585423429
"делать" 0 0.00968523002421308 0.0132441560161579 0.0103939299449122 0.0305872756933116 0.0257599175682638 0.0126984126984127 0.0116373792621902 0.0146348602370847 0.00590144585423429
"задачи" 0.00923361034164358 0.0193704600484262 0 0.0415757197796487 0.0101957585644372 0.0429331959471063 0.00634920634920635 0 0.0219522903556271 0
"законы" 0.0277008310249307 0 0.00662207800807894 0 0.0305872756933116 0.00858663918942126 0.0126984126984127 0.0232747585243803 0.0219522903556271 0
"звуки" 0 0 0.00662207800807894 0.0103939299449122 0.050978792822186 0.0171732783788425 0.0253968253968254 0.0232747585243803 0 0
"значительной" 0 0 0.0331103900403947 0.0207878598898243 0 0.034346556757685 0 0.0116373792621902 0.0292697204741695 0
"зрительно" 0 0 0 0 0 0 0.0317460317460317 0.0640055859420458 0.00731743011854237 0
"зрительное" 0 0 0 0.0103939299449122 0 0.00858663918942126 0.019047619047619 0.0698242755731409 0 0
"испуга" 0 0 0 0 0 0 0.101587301587302 0.00581868963109508 0 0
"исследование" 0 0 0 0.062363579669473 0.050978792822186 0.00858663918942126 0.0126984126984127 0 0.0219522903556271 0
"крайне" 0.00923361034164358 0.00968523002421308 0.0331103900403947 0 0 0.0429331959471063 0.0126984126984127 0 0.00731743011854237 0.0118028917084686
"места" 0 0.00968523002421308 0.00662207800807894 0.0207878598898243 0.0101957585644372 0 0.019047619047619 0.0174560688932852 0.00731743011854237 0.0295072292711714
"механизмов" 0 0.00968523002421308 0 0 0.0101957585644372 0.00858663918942126 0.0507936507936508 0.0349121377865705 0 0
"наступает" 0.0184672206832872 0 0.0198662340242368 0.0311817898347365 0.0101957585644372 0.034346556757685 0 0 0.0146348602370847 0.0118028917084686
"начинается" 0 0.0290556900726392 0 0 0.0203915171288744 0.0171732783788425 0.00634920634920635 0.0174560688932852 0.00731743011854237 0.0295072292711714
"невольного" 0 0 0.0595987020727104 0 0 0 0.0507936507936508 0 0 0
"нормального" 0.0184672206832872 0.0193704600484262 0.00662207800807894 0.0103939299449122 0 0.00858663918942126 0.0253968253968254 0 0.00731743011854237 0.0295072292711714
"определенный" 0.0184672206832872 0 0 0 0.0407830342577488 0 0 0.0174560688932852 0.0365871505927118 0.0177043375627029
"основания" 0.0369344413665743 0.00968523002421308 0.0132441560161579 0.0207878598898243 0.0305872756933116 0.00858663918942126 0.00634920634920635 0 0.0219522903556271 0
"отношений" 0.00923361034164358 0.0193704600484262 0 0.0207878598898243 0.0815660685154976 0 0 0.00581868963109508 0.00731743011854237 0.0118028917084686
"ощущением" 0 0 0 0 0 0 0.0126984126984127 0.0872803444664262 0 0
"первого" 0 0.0193704600484262 0.00662207800807894 0 0.0203915171288744 0.00858663918942126 0.0253968253968254 0.0290934481554754 0.0146348602370847 0
"последствия" 0.00923361034164358 0.00968523002421308 0.0397324680484736 0 0 0 0.00634920634920635 0.0116373792621902 0 0.0354086751254057
"примере" 0 0 0.00662207800807894 0.0103939299449122 0.0101957585644372 0.00858663918942126 0.019047619047619 0.0407308274176655 0.0146348602370847 0.00590144585423429
"примеры" 0.00923361034164358 0.00968523002421308 0.0529766240646315 0 0 0.00858663918942126 0.0126984126984127 0.0116373792621902 0 0.0118028917084686
"природа" 0.0461680517082179 0.0290556900726392 0.0198662340242368 0 0 0 0 0 0.0146348602370847 0.0236057834169371
"прямой" 0.0184672206832872 0 0 0.0103939299449122 0.0101957585644372 0 0.0126984126984127 0.0116373792621902 0.0219522903556271 0.0354086751254057
"развитию" 0.0184672206832872 0.116222760290557 0.0132441560161579 0 0 0 0 0 0 0.00590144585423429
"разумеется" 0.0184672206832872 0.0290556900726392 0.0397324680484736 0.0311817898347365 0 0 0.00634920634920635 0.0116373792621902 0 0
"ред" 0 0 0 0 0 0 0 0 0.0878091614225084 0.0295072292711714
"речи" 0.0369344413665743 0 0.0198662340242368 0 0.0101957585644372 0 0 0.0116373792621902 0.0512220108297966 0
"самих" 0.0369344413665743 0.00968523002421308 0.0198662340242368 0 0.0305872756933116 0.00858663918942126 0 0 0.0146348602370847 0.0177043375627029
"связей" 0 0 0 0.0519696497245609 0.0611745513866232 0 0 0 0.00731743011854237 0.0295072292711714
"сил" 0 0.0484261501210654 0.0132441560161579 0 0 0 0.0126984126984127 0 0 0.0472115668338743
"слово" 0.0277008310249307 0.0290556900726392 0.0132441560161579 0 0.0407830342577488 0 0.0253968253968254 0 0 0.00590144585423429
"смотреть" 0.0184672206832872 0 0 0 0 0.00858663918942126 0.0507936507936508 0.0290934481554754 0 0.00590144585423429
"сожалению" 0 0.0484261501210654 0.00662207800807894 0 0 0.00858663918942126 0.0253968253968254 0.00581868963109508 0.0146348602370847 0.0177043375627029
"состоит" 0.00923361034164358 0.00968523002421308 0.00662207800807894 0.0415757197796487 0.0305872756933116 0.00858663918942126 0.00634920634920635 0.0174560688932852 0 0.0118028917084686
"стали" 0 0.0193704600484262 0.0529766240646315 0 0 0.0257599175682638 0 0 0.00731743011854237 0.0177043375627029
"страсти" 0 0 0 0.0103939299449122 0 0 0.019047619047619 0.075642965204236 0 0
"субъекта" 0 0 0.112575326137342 0 0 0 0 0 0 0
"существенно" 0 0.0387409200968523 0.0132441560161579 0 0.0305872756933116 0 0.00634920634920635 0 0.0512220108297966 0
"типа" 0 0 0 0 0.050978792822186 0.0772797527047913 0 0.00581868963109508 0.00731743011854237 0.00590144585423429
"торможению" 0 0 0 0 0.0101957585644372 0.0171732783788425 0 0 0.0439045807112542 0.0472115668338743
"труда" 0.0369344413665743 0.0774818401937046 0.0132441560161579 0 0.0101957585644372 0 0.00634920634920635 0.00581868963109508 0 0
"убеждения" 0.00923361034164358 0.00968523002421308 0.0794649360969472 0 0 0.00858663918942126 0 0 0.0146348602370847 0
"участия" 0.00923361034164358 0 0.0662207800807894 0.0207878598898243 0 0 0.00634920634920635 0.0116373792621902 0 0.00590144585423429
"фазы" 0 0 0 0.0103939299449122 0.0407830342577488 0.00858663918942126 0.00634920634920635 0.0349121377865705 0.0292697204741695 0
"фактор" 0 0.0193704600484262 0.0331103900403947 0.0103939299449122 0 0 0 0 0.0146348602370847 0.04131012097964
"физиологических" 0 0 0 0.0311817898347365 0.0203915171288744 0.0257599175682638 0.0126984126984127 0.00581868963109508 0.0219522903556271 0.0177043375627029
"s" 0 0 0 0 0 0 0 0 0.0878091614225084 0.0295072292711714
"ассоциация" 0 0 0.00662207800807894 0.0207878598898243 0 0 0 0.075642965204236 0 0
"больных" 0 0 0.0728428580888683 0 0.0305872756933116 0.00858663918942126 0.00634920634920635 0 0 0
"будущем" 0.0923361034164358 0 0 0 0 0 0.00634920634920635 0.00581868963109508 0 0.0236057834169371
"вам" 0.00923361034164358 0 0.0132441560161579 0 0 0 0.0380952380952381 0 0.0146348602370847 0.0295072292711714
"введенский" 0 0 0 0 0 0 0 0 0.0219522903556271 0.0767187961050457
"видите" 0.00923361034164358 0.00968523002421308 0.00662207800807894 0 0 0 0.0253968253968254 0 0.00731743011854237 0.0472115668338743
"внутренних" 0.0184672206832872 0.00968523002421308 0 0.0415757197796487 0.050978792822186 0 0.00634920634920635 0.0174560688932852 0 0
"возникает" 0.0184672206832872 0.00968523002421308 0.0264883120323157 0 0.0305872756933116 0.00858663918942126 0.00634920634920635 0 0.00731743011854237 0.0177043375627029
"вопросы" 0.00923361034164358 0.0193704600484262 0.0132441560161579 0 0.0305872756933116 0.0171732783788425 0 0.0232747585243803 0.00731743011854237 0.00590144585423429
"головной" 0 0 0 0 0 0 0.0825396825396825 0.00581868963109508 0.0146348602370847 0
"голову" 0 0.00968523002421308 0.00662207800807894 0 0 0 0.0444444444444444 0.00581868963109508 0.00731743011854237 0.0295072292711714
"действием" 0.00923361034164358 0 0.0132441560161579 0.0311817898347365 0.0305872756933116 0.0429331959471063 0 0.00581868963109508 0 0.00590144585423429
"действующих" 0.00923361034164358 0.00968523002421308 0 0.0103939299449122 0 0.0257599175682638 0.019047619047619 0.00581868963109508 0.0292697204741695 0.0118028917084686
"едва" 0 0.0193704600484262 0 0.0207878598898243 0.0305872756933116 0.00858663918942126 0.0317460317460317 0.0116373792621902 0.00731743011854237 0
"желание" 0.00923361034164358 0 0.0132441560161579 0 0 0 0 0.075642965204236 0 0
"животном" 0.00923361034164358 0 0 0.0207878598898243 0.0407830342577488 0 0.0126984126984127 0.00581868963109508 0.0146348602370847 0.0236057834169371
"заключение" 0.00923361034164358 0 0 0.0103939299449122 0.050978792822186 0.00858663918942126 0.0126984126984127 0.0290934481554754 0 0.00590144585423429
"закон" 0.0738688827331487 0 0 0 0.050978792822186 0 0 0.0174560688932852 0 0
"значении" 0 0.0193704600484262 0.00662207800807894 0.0207878598898243 0 0.00858663918942126 0 0 0.0365871505927118 0.0295072292711714
"известный" 0.0184672206832872 0 0.0331103900403947 0 0 0.0171732783788425 0 0.0116373792621902 0.0292697204741695 0.00590144585423429
"каждая" 0.0369344413665743 0.0290556900726392 0.00662207800807894 0 0 0.00858663918942126 0.00634920634920635 0.0174560688932852 0 0.0177043375627029
"машины" 0.0184672206832872 0 0 0.0103939299449122 0 0 0.0761904761904762 0 0 0.00590144585423429
"могу" 0 0 0.00662207800807894 0.0311817898347365 0.0101957585644372 0 0.00634920634920635 0.0349121377865705 0.00731743011854237 0.0177043375627029
"мыслью" 0.0184672206832872 0.00968523002421308 0 0 0 0.00858663918942126 0.0380952380952381 0.0349121377865705 0 0
"называется" 0.0184672206832872 0 0.0132441560161579 0 0.0713703099510604 0 0.0253968253968254 0.00581868963109508 0 0
"насколько" 0 0 0.00662207800807894 0 0 0 0.0126984126984127 0.0116373792621902 0.0365871505927118 0.0354086751254057
"настоящее" 0.00923361034164358 0.00968523002421308 0.0331103900403947 0.0311817898347365 0.050978792822186 0 0 0 0 0.00590144585423429
"нервы" 0 0.00968523002421308 0.00662207800807894 0 0.0305872756933116 0 0.0634920634920635 0.00581868963109508 0 0
"ничто" 0.0646352723915051 0.0290556900726392 0.0198662340242368 0.0103939299449122 0 0.00858663918942126 0 0 0 0.00590144585423429
"одну" 0.00923361034164358 0 0.0198662340242368 0 0.0101957585644372 0.00858663918942126 0 0.0349121377865705 0 0.0236057834169371
"определенного" 0.0184672206832872 0 0.00662207800807894 0.0207878598898243 0.0305872756933116 0.0171732783788425 0.00634920634920635 0 0.0219522903556271 0.0118028917084686
"опытах" 0 0 0 0.0415757197796487 0.0713703099510604 0.034346556757685 0 0 0.00731743011854237 0
"отношению" 0.0184672206832872 0.0484261501210654 0.0331103900403947 0 0 0 0.00634920634920635 0 0 0.0177043375627029
"оттого" 0.00923361034164358 0 0.00662207800807894 0.0103939299449122 0 0 0.019047619047619 0.0349121377865705 0.0292697204741695 0
"первое" 0 0 0 0 0.0203915171288744 0.034346556757685 0.0253968253968254 0.0174560688932852 0.0146348602370847 0.00590144585423429
"первые" 0 0.00968523002421308 0 0.0103939299449122 0.0305872756933116 0.0429331959471063 0.0126984126984127 0.0232747585243803 0 0
"полном" 0 0 0.0264883120323157 0 0 0.0171732783788425 0.0126984126984127 0.0116373792621902 0.0292697204741695 0.0118028917084686
"понимать" 0.00923361034164358 0.0193704600484262 0.0198662340242368 0.0311817898347365 0.0101957585644372 0.0171732783788425 0.00634920634920635 0 0.0146348602370847 0.00590144585423429
"правильно" 0 0.0677966101694915 0 0.0207878598898243 0.0101957585644372 0.0257599175682638 0.00634920634920635 0 0.00731743011854237 0.00590144585423429
"пред" 0.00923361034164358 0.0290556900726392 0.0397324680484736 0.0103939299449122 0.0101957585644372 0 0.00634920634920635 0.00581868963109508 0.0146348602370847 0
"привести" 0.0184672206832872 0 0.0198662340242368 0 0.0101957585644372 0.00858663918942126 0.0126984126984127 0.00581868963109508 0.0146348602370847 0.0236057834169371
"примером" 0 0.0387409200968523 0.0397324680484736 0.0207878598898243 0 0 0.00634920634920635 0.0116373792621902 0 0.00590144585423429
"примеч" 0 0 0 0 0 0 0 0 0.0878091614225084 0.0236057834169371
"природе" 0.0277008310249307 0.00968523002421308 0.0132441560161579 0.0103939299449122 0 0.00858663918942126 0 0.0116373792621902 0.00731743011854237 0.0295072292711714
"рефлексах" 0 0 0 0.0311817898347365 0.050978792822186 0.00858663918942126 0.00634920634920635 0.00581868963109508 0.00731743011854237 0.0236057834169371
"руку" 0 0 0.0397324680484736 0 0.0101957585644372 0 0.00634920634920635 0.0290934481554754 0.0146348602370847 0.00590144585423429
"ряда" 0.0461680517082179 0.00968523002421308 0.0132441560161579 0.0103939299449122 0 0 0 0.0116373792621902 0 0.0295072292711714
"сильный" 0 0.00968523002421308 0.00662207800807894 0 0.0101957585644372 0.0686931135153701 0.019047619047619 0.00581868963109508 0 0.00590144585423429
"систему" 0.00923361034164358 0.0193704600484262 0 0.0207878598898243 0.050978792822186 0 0 0.00581868963109508 0 0.0295072292711714
"сказанного" 0.00923361034164358 0.00968523002421308 0 0 0 0.00858663918942126 0.0444444444444444 0.0290934481554754 0 0.00590144585423429
"сложных" 0.00923361034164358 0 0 0.0519696497245609 0.0101957585644372 0.00858663918942126 0.0317460317460317 0 0.0146348602370847 0.00590144585423429
"сна" 0.00923361034164358 0 0.0397324680484736 0.0103939299449122 0 0 0.0444444444444444 0.00581868963109508 0 0
"собаке" 0 0 0 0 0.0305872756933116 0.103039670273055 0 0 0.00731743011854237 0
"соответствует" 0 0.0193704600484262 0 0 0.0101957585644372 0.0429331959471063 0.019047619047619 0.0174560688932852 0.00731743011854237 0.00590144585423429
"способностью" 0 0 0 0 0 0.00858663918942126 0.0126984126984127 0.0640055859420458 0.00731743011854237 0.00590144585423429
"страха" 0.0277008310249307 0 0.0264883120323157 0 0 0 0.0444444444444444 0.0116373792621902 0 0
"сюда" 0 0.00968523002421308 0.00662207800807894 0 0.0101957585644372 0.00858663918942126 0.0317460317460317 0.0174560688932852 0.0146348602370847 0.0118028917084686
"условиям" 0.00923361034164358 0.0387409200968523 0.0132441560161579 0 0 0.0171732783788425 0.019047619047619 0 0.00731743011854237 0.0177043375627029
"условиями" 0.00923361034164358 0.0581113801452785 0.0132441560161579 0.0103939299449122 0.0203915171288744 0.00858663918942126 0 0.00581868963109508 0.00731743011854237 0.00590144585423429
"учения" 0.0369344413665743 0.0290556900726392 0.00662207800807894 0 0.0101957585644372 0.00858663918942126 0 0.00581868963109508 0.0219522903556271 0.0118028917084686
"фактически" 0 0 0 0.062363579669473 0.0101957585644372 0.00858663918942126 0 0 0.0219522903556271 0.0295072292711714
"физиологическое" 0 0 0 0.0311817898347365 0.0713703099510604 0.0257599175682638 0.00634920634920635 0 0.0146348602370847 0
"физиология" 0 0 0 0.0207878598898243 0.050978792822186 0.0257599175682638 0.0126984126984127 0 0.0292697204741695 0
"ход" 0.00923361034164358 0 0 0 0.0203915171288744 0.0171732783788425 0.0126984126984127 0 0 0.0531130126881086
"хорошо" 0 0.00968523002421308 0.0132441560161579 0.0311817898347365 0.0101957585644372 0.0171732783788425 0 0.00581868963109508 0.0219522903556271 0.0177043375627029
"частоты" 0 0 0 0.0103939299449122 0 0 0 0.0465495170487606 0.0146348602370847 0.0295072292711714
"человеке" 0.0369344413665743 0 0.0132441560161579 0 0 0 0.0444444444444444 0.0116373792621902 0 0.00590144585423429
"чувственного" 0 0 0 0 0 0 0.0761904761904762 0.0232747585243803 0 0
"агента" 0 0 0 0.0207878598898243 0.050978792822186 0.0686931135153701 0 0 0 0
"антагонистов" 0 0 0 0 0 0 0.00634920634920635 0.0232747585243803 0.0585394409483389 0.0118028917084686
