Source,Target,Weight,Type
fem_bez,fem_knjazhna,6,undirected
fem_bez,fem_semeinye,2,undirected
fem_bez,musc_slepoy,1,undirected
fem_knjazhna,fem_bez,6,undirected
fem_knjazhna,fem_semeinye,2,undirected
fem_knjazhna,fem_zhena,1,undirected
fem_mimochka,fem_semeinye,6,undirected
fem_mimochka,fem_zhena,5,undirected
fem_mimochka,musc_kreytserova,1,undirected
fem_mimochka,musc_polunoshchniki,1,undirected
fem_mimochka,musc_slepoy,1,undirected
fem_mimochka,musc_step,1,undirected
fem_mimochka,musc_zoloto,1,undirected
fem_semeinye,fem_bez,2,undirected
fem_semeinye,fem_knjazhna,2,undirected
fem_semeinye,fem_mimochka,6,undirected
fem_semeinye,fem_zhena,2,undirected
fem_semeinye,musc_slepoy,3,undirected
fem_zhena,fem_knjazhna,1,undirected
fem_zhena,fem_mimochka,5,undirected
fem_zhena,fem_semeinye,2,undirected
fem_zhena,musc_kreytserova,3,undirected
fem_zhena,musc_slepoy,2,undirected
musc_kreytserova,fem_mimochka,1,undirected
musc_kreytserova,fem_zhena,3,undirected
musc_kreytserova,musc_polunoshchniki,5,undirected
musc_polunoshchniki,fem_mimochka,1,undirected
musc_polunoshchniki,musc_kreytserova,5,undirected
musc_polunoshchniki,musc_zoloto,2,undirected
musc_slepoy,fem_bez,1,undirected
musc_slepoy,fem_mimochka,1,undirected
musc_slepoy,fem_semeinye,3,undirected
musc_slepoy,fem_zhena,2,undirected
musc_slepoy,musc_step,6,undirected
musc_slepoy,musc_zoloto,4,undirected
musc_step,fem_mimochka,1,undirected
musc_step,musc_slepoy,6,undirected
musc_step,musc_zoloto,5,undirected
musc_zoloto,fem_mimochka,1,undirected
musc_zoloto,musc_polunoshchniki,2,undirected
musc_zoloto,musc_slepoy,4,undirected
musc_zoloto,musc_step,5,undirected
