"fem_bez" "fem_knjazhna" "fem_mimochka" "fem_semeinye" "fem_zhena" "musc_kreytserova" "musc_polunoshchniki" "musc_slepoy" "musc_step" "musc_zoloto"
"тоже" 0.0318812196843759 0.0697982829622391 0.100343600814912 0.0379462331066289 0.07765482430596 0.0824272873572242 0.120606478290834 0.123969169406565 0.133845232644148 0.150582128472265
"ихъ" 0.161683328399335 0.304785835601778 0 0 0 0 0 0 0 0
"раз" 0 0 0.103384315991121 0.134271286377302 0.11648223645894 0.133453703340268 0.0964851826326671 0.115884223575702 0.11271177485823 0.209345885924856
"при" 0.0523762894814747 0.116330471603732 0.0699364490528172 0.0992439942788756 0.067947971267715 0.0942026141225419 0.130944176430048 0.0916293860831132 0.0669226163220739 0.0881456361788867
"себе" 0 0 0.185483625748776 0.113838699319887 0.165016501650165 0.266907406680535 0.217091660923501 0.105104295801218 0.137367475608467 0.0856971462850287
"глаза" 0.104752578962949 0.0418789697773435 0.100343600814912 0.10508187629528 0.106775383420695 0.074577069513679 0.0172294968986906 0.134749097181049 0.200767848966222 0.063660737240307
"где" 0 0 0.161157904339101 0.0788114072214601 0.13589594253543 0.0588766338265887 0.141281874569263 0.13744407912467 0.162023176358705 0.171394292570057
"ведь" 0 0 0.0942621704624928 0.108000817303482 0.11648223645894 0.278682733445853 0.279117849758787 0.0538996388724196 0.0457891585361558 0.145685148684549
"петровна" 0 0.429259440217771 0.00608143035241889 0.00291894100820222 0 0 0 0 0.0352224296431968 0
"уж" 0 0 0.082099309757655 0.0321083510902245 0.03882741215298 0.0981277230443145 0.206753962784287 0.0134749097181049 0.211334577859181 0.231382294969578
"будто" 0.0945050440644001 0.0430422744933808 0.027366436585885 0.0729735252050556 0.029120559114735 0.0981277230443145 0.148173673328739 0.215598555489678 0.147934204501426 0.0404000832486564
"потом" 0 0 0.194605771277404 0.0437841151230334 0.1941370607649 0.113828158731405 0.134390075809786 0.0781544763650084 0.193723363037582 0.153030618366123
"чего" 0.117277343838954 0.0570019310858286 0.127710037400797 0.0321083510902245 0.106775383420695 0.113828158731405 0.161957270847691 0.0350347652670727 0.0352224296431968 0.0710062069218809
"дело" 0 0 0.0516921579955606 0.05254093814764 0.029120559114735 0.109903049809632 0.0758097863542385 0.0458146930415566 0.0634003733577542 0.2999400119976
"точно" 0.0888119691207615 0.029082617900933 0.0334478669383039 0.00875682302460667 0.145602795573675 0.0628017427483613 0.0344589937973811 0.0889344041394923 0.119756260786869 0.171394292570057
"хорошо" 0.0398515246054699 0.0965542914310975 0.182442910572567 0.0875682302460667 0.126189089497185 0.0863523962789967 0.103376981392143 0.0889344041394923 0.0774893452150329 0.0452970630363723
"говорит" 0 0 0.234135068568127 0.0612977611722467 0.029120559114735 0.0471013070612709 0.634045485871813 0.0323397833234517 0.0669226163220739 0.0330546135670825
"можно" 0.0865347391433061 0.0639817593820525 0.082099309757655 0.0467030561312356 0.07765482430596 0.141303921183813 0.120606478290834 0.0350347652670727 0.0704448592863936 0.0808001664973128
"сама" 0.0705941293011181 0.124473604615993 0.0790585945814456 0.0875682302460667 0.05824111822947 0.0274757624524081 0.161957270847691 0.0242548374925888 0.0176112148215984 0.064884982187236
"чем" 0 0 0.10946574634354 0.10508187629528 0.106775383420695 0.117753267653177 0.192970365265334 0.107799277744839 0.193723363037582 0.106509310382821
"день" 0.0614852093912964 0.120983690467881 0.0790585945814456 0.0904871712542689 0.106775383420695 0.0431761981394984 0.0241212956581668 0.0673745485905244 0.0634003733577542 0.0771274316565258
"жизни" 0.122970418782593 0.0453688839254554 0.0912214552862833 0.0583788201640445 0.223257619879635 0.141303921183813 0.0482425913163336 0.123969169406565 0.0422669155718361 0.0183636742039347
"который" 0.11955457381641 0.0407156650613062 0.0668957338766078 0.0963250532706734 0.029120559114735 0.0706519605919064 0.0379048931771192 0.0727645124777664 0.0739671022507132 0.0820244114442418
"может" 0 0 0.228053638215708 0.116757640328089 0.09706853038245 0.184480119323311 0.161957270847691 0.107799277744839 0.0951005600366313 0.068557717028023
"какой" 0.0797030492109398 0.0407156650613062 0.106425031167331 0.0729735252050556 0.067947971267715 0.0510264159830435 0.113714679531358 0.0835444402522503 0.0774893452150329 0.0844729013380997
"свои" 0.115000113861499 0.0744515018263884 0.0760178794052361 0.05254093814764 0.09706853038245 0.0510264159830435 0.0585802894555479 0.0754594944213874 0.0352224296431968 0.066109227134165
"сказал" 0 0 0.027366436585885 0.119676581336291 0.15530964861192 0.317933822663579 0.0447966919365955 0.177868808278985 0.274734951216935 0.0428485731425144
"будет" 0 0 0.209809347158452 0.128433404360898 0.15530964861192 0.12167837657495 0.11026878015162 0.0458146930415566 0.0704448592863936 0.128545719427543
"жизнь" 0.141188258602236 0.054675321653754 0.0699364490528172 0.0437841151230334 0.29120559114735 0.129528594418495 0.0241212956581668 0.0700695305341454 0.0317001866788771 0.0244848989385796
"эти" 0.051237674492747 0.0686349782462018 0.118587891872168 0.0554598791558423 0.03882741215298 0.102052831966087 0.0413507925568573 0.169783862448122 0.0387446726075165 0.064884982187236
"лицо" 0.0808416641996675 0.0686349782462018 0.0182442910572567 0.0729735252050556 0.11648223645894 0.0588766338265887 0.0206753962784287 0.180563790222606 0.151456447465746 0.0281576337793666
"нѣтъ" 0.182178398196434 0.193108582862195 0 0 0 0 0 0 0 0
"своего" 0.127524878737504 0.0697982829622391 0.0699364490528172 0.05254093814764 0.05824111822947 0.0667268516701338 0.0413507925568573 0.0485096749851776 0.0211334577859181 0.064884982187236
"никогда" 0.126386263748776 0.0756148065424257 0.100343600814912 0.0408651741148311 0.07765482430596 0.0588766338265887 0.062026188835286 0.0754594944213874 0.0352224296431968 0.0159151843100768
"такой" 0.067178284334935 0.0500221027896047 0.112506461519749 0.10508187629528 0.048534265191225 0.0392510892177258 0.103376981392143 0.0269498194362098 0.0951005600366313 0.0697819619749519
"тогда" 0.0500990595040193 0.0360624461971569 0.0577735883479794 0.0291894100820222 0.087361677344205 0.180555010401539 0.155065472088215 0.0970193499703552 0.0352224296431968 0.0722304518688099
"конечно" 0.051237674492747 0.120983690467881 0.121628607048378 0.0467030561312356 0.09706853038245 0.00392510892177258 0.0447966919365955 0.0404247291543147 0.0281779437145574 0.063660737240307
"тебе" 0 0 0.0243257214096756 0.0817303482296623 0.01941370607649 0.0274757624524081 0.130944176430048 0.0781544763650084 0.0810115881793526 0.206897396030998
"этой" 0.108168423929133 0.0348991414811196 0.0516921579955606 0.10508187629528 0.03882741215298 0.0785021784354516 0.0344589937973811 0.0970193499703552 0.010566728892959 0.0624364922933781
"васъ" 0.13435656866987 0.212884763034829 0 0 0 0 0 0 0 0
"тут" 0 0 0.0699364490528172 0.0642167021804489 0.048534265191225 0.12167837657495 0.19986216402481 0.0619845847032825 0.10566728892959 0.128545719427543
"которая" 0.0865347391433061 0.0558386263697913 0.082099309757655 0.160541755451122 0.029120559114735 0.0353259802959532 0.0241212956581668 0.0700695305341454 0.0246557007502378 0.0452970630363723
"всех" 0 0 0.10946574634354 0.05254093814764 0.07765482430596 0.0942026141225419 0.165403170227429 0.0565946208160405 0.0810115881793526 0.140788168896833
"маша" 0 0.332705148786673 0 0.0116757640328089 0 0.00392510892177258 0 0 0 0.00244848989385796
"под" 0 0 0.0851400249338644 0.0846492892378645 0.029120559114735 0.0667268516701338 0.0379048931771192 0.167088880504501 0.179634391180304 0.112630535117466
"вотъ" 0.133217953681142 0.200088411158419 0 0 0 0 0 0 0 0
"всего" 0.0853961241545784 0.0581652358018659 0.0638550187003983 0.0350272920984267 0.09706853038245 0.0549515249048161 0.0895933838731909 0.0215598555489678 0.010566728892959 0.0832486563911707
"кишкин" 0 0 0 0 0 0 0 0 0 0.350134054821689
"мимочка" 0 0 0.869644540395901 0 0 0 0 0 0 0
"здесь" 0 0 0.148995043634263 0.0612977611722467 0.067947971267715 0.0235506535306355 0.18263266712612 0.134749097181049 0.0317001866788771 0.110182045223608
"много" 0.0409901395941976 0.083757939554687 0.0851400249338644 0.0379462331066289 0.1941370607649 0.0235506535306355 0.062026188835286 0.0269498194362098 0.116234017822549 0.0587637574525911
"без" 0.00113861498872771 0 0.10946574634354 0.116757640328089 0.17472335468841 0.0824272873572242 0.093039283252929 0.0592896027596615 0.102145045965271 0.108957800276679
"знаю" 0.0557921344476579 0.101207510295247 0.0182442910572567 0.0642167021804489 0.01941370607649 0.102052831966087 0.117160578911096 0.0323397833234517 0.0281779437145574 0.0440728180894433
"свое" 0.0717327442898458 0.0628184546660152 0.0425700124669322 0.0496219971394378 0.048534265191225 0.0471013070612709 0.062026188835286 0.0592896027596615 0.0422669155718361 0.0783516766034548
"эта" 0.0705941293011181 0.0348991414811196 0.0364885821145133 0.0963250532706734 0.09706853038245 0.12167837657495 0.062026188835286 0.0862394221958713 0.0140889718572787 0.0587637574525911
"лучше" 0.0717327442898458 0.0616551499499779 0.0881807401100739 0.0642167021804489 0.048534265191225 0.0392510892177258 0.120606478290834 0.0350347652670727 0.010566728892959 0.0563152675587332
"мать" 0.0945050440644001 0.0488587980735674 0.0212850062334661 0.0437841151230334 0.029120559114735 0.0196255446088629 0.141281874569263 0.156308952730017 0.0246557007502378 0.0195879191508637
"безъ" 0.142326873590964 0.174495707405598 0 0 0 0 0 0 0 0
"одна" 0.0569307494363856 0.0895744631348735 0.0668957338766078 0.0583788201640445 0.07765482430596 0.0274757624524081 0.062026188835286 0.0188648736053468 0.0493114015004755 0.0612122473464491
"другой" 0.0489604445152916 0.0570019310858286 0.0182442910572567 0.0700545841968534 0.03882741215298 0.0902775052007693 0.0551343900758098 0.0485096749851776 0.10566728892959 0.0710062069218809
"могу" 0.067178284334935 0.115167166887695 0.0152035758810472 0.0408651741148311 0.009706853038245 0.0902775052007693 0.0999310820124052 0.0269498194362098 0.0176112148215984 0.0269333888324376
"жить" 0.051237674492747 0.122146995183918 0.0699364490528172 0.0233515280656178 0.067947971267715 0.0588766338265887 0.093039283252929 0.00538996388724196 0.0211334577859181 0.0342788585140115
"совсем" 0 0 0.0760178794052361 0.0437841151230334 0.1941370607649 0.125603485496723 0.113714679531358 0.0754594944213874 0.0563558874291149 0.117527514905182
"будетъ" 0.150297178512058 0.152392917800889 0 0 0 0 0 0 0 0
"сказалъ" 0.0182178398196434 0.287336264861218 0 0 0 0 0 0 0 0
"петр" 0 0 0 0.00291894100820222 0 0 0 0.167088880504501 0.010566728892959 0.23995200959808
"такое" 0.0296039897069205 0.076778111258463 0.0486514428193511 0.0671356431886512 0.03882741215298 0.0471013070612709 0.12749827705031 0.0350347652670727 0.0457891585361558 0.063660737240307
"куда" 0.0626238243800241 0.0465321886414927 0.0668957338766078 0.0116757640328089 0.067947971267715 0.0353259802959532 0.0654720882150241 0.0296448013798308 0.0739671022507132 0.0893698811258156
"человек" 0 0 0.0851400249338644 0.102162935287078 0.01941370607649 0.10597794088786 0.0585802894555479 0.0619845847032825 0.151456447465746 0.105285065435892
"руки" 0.0717327442898458 0.0442055792094181 0.0243257214096756 0.0758924662132578 0.087361677344205 0.0235506535306355 0.0413507925568573 0.0862394221958713 0.0634003733577542 0.0514182877710172
"нельзя" 0.0797030492109398 0.0860845489867616 0.0425700124669322 0.0467030561312356 0.048534265191225 0.0628017427483613 0.0689179875947622 0.00269498194362098 0.0352224296431968 0.0330546135670825
"руку" 0.0444059845603808 0.0383890556292315 0.0364885821145133 0.180974342508538 0.05824111822947 0.0510264159830435 0.0447966919365955 0.0700695305341454 0.0563558874291149 0.0404000832486564
"сказать" 0.0500990595040193 0.0756148065424257 0.0516921579955606 0.0612977611722467 0.07765482430596 0.117753267653177 0.0482425913163336 0.0323397833234517 0.0281779437145574 0.0416243281955854
"тем" 0 0 0.0668957338766078 0.113838699319887 0.17472335468841 0.192330337166856 0.0585802894555479 0.148224006899154 0.0493114015004755 0.0477455529302303
"сам" 0 0 0.0395292972907228 0.0612977611722467 0.029120559114735 0.0431761981394984 0.103376981392143 0.0835444402522503 0.0669226163220739 0.151806373419194
"этот" 0 0 0.0973028856387022 0.0963250532706734 0.03882741215298 0.113828158731405 0.0827015851137147 0.161698916617259 0.0563558874291149 0.064884982187236
"голову" 0.102475348985494 0.0267560084688583 0.0121628607048378 0.0934061122624712 0.05824111822947 0.00785021784354516 0.0275671950379049 0.0754594944213874 0.088056074107992 0.0391758383017274
"какая" 0.0557921344476579 0.0453688839254554 0.05473287317177 0.0583788201640445 0.09706853038245 0.0549515249048161 0.0654720882150241 0.0458146930415566 0.0634003733577542 0.0489697978771593
"варвара" 0 0.279193131848956 0 0 0.01941370607649 0 0 0 0 0
"там" 0 0 0.127710037400797 0.0583788201640445 0.09706853038245 0.0431761981394984 0.0861474844934528 0.0700695305341454 0.0774893452150329 0.105285065435892
"ним" 0 0 0.0942621704624928 0.0875682302460667 0.029120559114735 0.117753267653177 0.0999310820124052 0.0916293860831132 0.0739671022507132 0.0771274316565258
"одно" 0.083118894177123 0.0395523603452688 0.0121628607048378 0.0612977611722467 0.03882741215298 0.0510264159830435 0.0379048931771192 0.0350347652670727 0.0493114015004755 0.066109227134165
"мыльников" 0 0 0 0 0 0 0 0 0 0.293818787262956
