Source,Target,Weight,Type
gener_mandelshtam_t0.1,gener_mandelshtam_t0.3,4,undirected
gener_mandelshtam_t0.1,gener_mandelshtam_t0.5,2,undirected
gener_mandelshtam_t0.1,gener_nekrasov_t0.1,2,undirected
gener_mandelshtam_t0.3,gener_mandelshtam_t0.1,4,undirected
gener_mandelshtam_t0.3,gener_mandelshtam_t0.5,5,undirected
gener_mandelshtam_t0.3,gener_mandelshtam_t0.7,2,undirected
gener_mandelshtam_t0.3,gener_nekrasov_t0.1,2,undirected
gener_mandelshtam_t0.3,gener_nekrasov_t0.3,1,undirected
gener_mandelshtam_t0.5,gener_mandelshtam_t0.1,2,undirected
gener_mandelshtam_t0.5,gener_mandelshtam_t0.3,5,undirected
gener_mandelshtam_t0.5,gener_mandelshtam_t0.7,6,undirected
gener_mandelshtam_t0.5,gener_mandelshtam_t1,1,undirected
gener_mandelshtam_t0.5,gener_nekrasov_t0.3,2,undirected
gener_mandelshtam_t0.7,gener_mandelshtam_t0.3,2,undirected
gener_mandelshtam_t0.7,gener_mandelshtam_t0.5,6,undirected
gener_mandelshtam_t0.7,gener_mandelshtam_t1,2,undirected
gener_mandelshtam_t0.7,gener_nekrasov_t0.5,1,undirected
gener_mandelshtam_t0.7,natur_mandelshtam_b1,1,undirected
gener_mandelshtam_t1,gener_mandelshtam_t0.5,1,undirected
gener_mandelshtam_t1,gener_mandelshtam_t0.7,2,undirected
gener_mandelshtam_t1,natur_mandelshtam_b1,6,undirected
gener_mandelshtam_t1,natur_mandelshtam_b2,4,undirected
gener_mandelshtam_t1,natur_mandelshtam_b3,4,undirected
gener_mandelshtam_t1,natur_mandelshtam_b4,3,undirected
gener_nekrasov_t0.1,gener_mandelshtam_t0.1,2,undirected
gener_nekrasov_t0.1,gener_mandelshtam_t0.3,2,undirected
gener_nekrasov_t0.1,gener_nekrasov_t0.3,3,undirected
gener_nekrasov_t0.3,gener_mandelshtam_t0.3,1,undirected
gener_nekrasov_t0.3,gener_mandelshtam_t0.5,2,undirected
gener_nekrasov_t0.3,gener_nekrasov_t0.1,3,undirected
gener_nekrasov_t0.3,gener_nekrasov_t0.5,5,undirected
gener_nekrasov_t0.5,gener_mandelshtam_t0.7,1,undirected
gener_nekrasov_t0.5,gener_nekrasov_t0.3,5,undirected
gener_nekrasov_t0.5,gener_nekrasov_t0.7,5,undirected
gener_nekrasov_t0.7,gener_nekrasov_t0.5,5,undirected
gener_nekrasov_t0.7,natur_nekrasov_b1,3,undirected
gener_nekrasov_t0.7,natur_nekrasov_b3,1,undirected
gener_nekrasov_t1,natur_nekrasov_b1,1,undirected
gener_nekrasov_t1,natur_nekrasov_b10,1,undirected
gener_nekrasov_t1,natur_nekrasov_b12,5,undirected
gener_nekrasov_t1,natur_nekrasov_b8,5,undirected
natur_mandelshtam_b1,gener_mandelshtam_t0.7,1,undirected
natur_mandelshtam_b1,gener_mandelshtam_t1,6,undirected
natur_mandelshtam_b1,natur_mandelshtam_b2,2,undirected
natur_mandelshtam_b1,natur_mandelshtam_b3,5,undirected
natur_mandelshtam_b1,natur_mandelshtam_b4,2,undirected
natur_mandelshtam_b2,gener_mandelshtam_t1,4,undirected
natur_mandelshtam_b2,natur_mandelshtam_b1,2,undirected
natur_mandelshtam_b2,natur_mandelshtam_b3,1,undirected
natur_mandelshtam_b3,gener_mandelshtam_t1,4,undirected
natur_mandelshtam_b3,natur_mandelshtam_b1,5,undirected
natur_mandelshtam_b3,natur_mandelshtam_b2,1,undirected
natur_mandelshtam_b3,natur_mandelshtam_b4,3,undirected
natur_mandelshtam_b3,natur_nekrasov_b4,2,undirected
natur_mandelshtam_b4,gener_mandelshtam_t1,3,undirected
natur_mandelshtam_b4,natur_mandelshtam_b1,2,undirected
natur_mandelshtam_b4,natur_mandelshtam_b3,3,undirected
natur_nekrasov_b1,gener_nekrasov_t0.7,3,undirected
natur_nekrasov_b1,gener_nekrasov_t1,1,undirected
natur_nekrasov_b1,natur_nekrasov_b2,5,undirected
natur_nekrasov_b1,natur_nekrasov_b5,1,undirected
natur_nekrasov_b1,natur_nekrasov_b6,1,undirected
natur_nekrasov_b1,natur_nekrasov_b7,3,undirected
natur_nekrasov_b1,natur_nekrasov_b8,6,undirected
natur_nekrasov_b10,gener_nekrasov_t1,1,undirected
natur_nekrasov_b10,natur_nekrasov_b11,3,undirected
natur_nekrasov_b10,natur_nekrasov_b2,1,undirected
natur_nekrasov_b10,natur_nekrasov_b3,5,undirected
natur_nekrasov_b10,natur_nekrasov_b9,6,undirected
natur_nekrasov_b11,natur_nekrasov_b10,3,undirected
natur_nekrasov_b11,natur_nekrasov_b12,5,undirected
natur_nekrasov_b11,natur_nekrasov_b9,3,undirected
natur_nekrasov_b12,gener_nekrasov_t1,5,undirected
natur_nekrasov_b12,natur_nekrasov_b11,5,undirected
natur_nekrasov_b12,natur_nekrasov_b8,1,undirected
natur_nekrasov_b2,natur_nekrasov_b1,5,undirected
natur_nekrasov_b2,natur_nekrasov_b10,1,undirected
natur_nekrasov_b2,natur_nekrasov_b3,1,undirected
natur_nekrasov_b2,natur_nekrasov_b7,1,undirected
natur_nekrasov_b2,natur_nekrasov_b8,2,undirected
natur_nekrasov_b3,gener_nekrasov_t0.7,1,undirected
natur_nekrasov_b3,natur_nekrasov_b10,5,undirected
