Source,Target,Weight,Type
natur_nekrasov_b3,natur_nekrasov_b2,1,undirected
natur_nekrasov_b3,natur_nekrasov_b6,2,undirected
natur_nekrasov_b3,natur_nekrasov_b8,2,undirected
natur_nekrasov_b4,natur_mandelshtam_b3,2,undirected
natur_nekrasov_b4,natur_nekrasov_b5,3,undirected
natur_nekrasov_b4,natur_nekrasov_b8,4,undirected
natur_nekrasov_b5,natur_nekrasov_b1,1,undirected
natur_nekrasov_b5,natur_nekrasov_b4,3,undirected
natur_nekrasov_b5,natur_nekrasov_b8,3,undirected
natur_nekrasov_b6,natur_nekrasov_b1,1,undirected
natur_nekrasov_b6,natur_nekrasov_b3,2,undirected
natur_nekrasov_b6,natur_nekrasov_b7,5,undirected
natur_nekrasov_b7,natur_nekrasov_b1,3,undirected
natur_nekrasov_b7,natur_nekrasov_b2,1,undirected
natur_nekrasov_b7,natur_nekrasov_b6,5,undirected
natur_nekrasov_b8,gener_nekrasov_t1,5,undirected
natur_nekrasov_b8,natur_nekrasov_b1,6,undirected
natur_nekrasov_b8,natur_nekrasov_b12,1,undirected
natur_nekrasov_b8,natur_nekrasov_b2,2,undirected
natur_nekrasov_b8,natur_nekrasov_b3,2,undirected
natur_nekrasov_b8,natur_nekrasov_b4,4,undirected
natur_nekrasov_b8,natur_nekrasov_b5,3,undirected
natur_nekrasov_b8,natur_nekrasov_b9,1,undirected
natur_nekrasov_b9,natur_nekrasov_b10,6,undirected
natur_nekrasov_b9,natur_nekrasov_b11,3,undirected
natur_nekrasov_b9,natur_nekrasov_b8,1,undirected
