"gener_mandelshtam_t0.1" "gener_mandelshtam_t0.3" "gener_mandelshtam_t0.5" "gener_mandelshtam_t0.7" "gener_mandelshtam_t1" "gener_nekrasov_t0.1" "gener_nekrasov_t0.3" "gener_nekrasov_t0.5" "gener_nekrasov_t0.7" "gener_nekrasov_t1" "natur_mandelshtam_b1" "natur_mandelshtam_b2" "natur_mandelshtam_b3" "natur_mandelshtam_b4" "natur_nekrasov_b1" "natur_nekrasov_b10" "natur_nekrasov_b11" "natur_nekrasov_b12" "natur_nekrasov_b2" "natur_nekrasov_b3" "natur_nekrasov_b4" "natur_nekrasov_b5" "natur_nekrasov_b6" "natur_nekrasov_b7" "natur_nekrasov_b8" "natur_nekrasov_b9"
"gener_mandelshtam_t0.1" 0 0.861141428448976 1.34814901202918 1.55341798021562 1.68756626429587 1.37214753785048 1.67430348112308 1.95597813789688 2.07139696976788 2.01650840538218 1.54560328824519 1.77914702349937 1.55896643698508 1.75197102105532 1.88093397791689 1.91547972841542 1.96573825048176 2.01255246493173 2.0103300030178 1.90699796499843 1.90772985924767 2.06600404239419 2.33057591398275 2.26601460289856 1.84179670479174 1.99321585245912
"gener_mandelshtam_t0.3" 0.861141428448976 0 0.546535163721483 0.824148143029226 1.06880874082352 1.30493002028307 1.06459046107531 1.22706479513474 1.38269748783149 1.45940590371371 0.975867005477114 1.22692063596216 0.980419196591733 1.17904203081899 1.32100999512358 1.36191208730355 1.46994888087693 1.44101105421268 1.43618997282047 1.37999185471616 1.26626103612003 1.48026224229091 1.73494618587648 1.67454516394378 1.27342934051781 1.40632467561762
"gener_mandelshtam_t0.5" 1.34814901202918 0.546535163721483 0 0.442140276856401 0.714359614204503 1.53712421489081 1.03703965165397 0.917459432333449 1.01963625084447 1.16106642232816 0.731163462473588 0.932844503189738 0.759717407667691 0.95132978326319 1.01562647786646 1.15065212199837 1.22177371801649 1.14916831981911 1.1144531243554 1.09210786960933 0.958825755603176 1.12340383014034 1.39296028011686 1.3095953042224 1.00269907604815 1.15301789693919
"gener_mandelshtam_t0.7" 1.55341798021562 0.824148143029226 0.442140276856401 0 0.472928967136538 1.65626573647808 1.08859206015522 0.869173458782254 0.807803732533809 0.86034758185765 0.539855996017909 0.712475296118238 0.567660962075592 0.713307109883095 0.814072876153601 0.870696666430199 0.947395879908966 0.931941381627066 0.891253389375586 0.824712437416749 0.786819619863678 0.955963823208394 1.11512794346556 1.07852026849107 0.771342776069569 0.912094846663982
"gener_mandelshtam_t1" 1.68756626429587 1.06880874082352 0.714359614204503 0.472928967136538 0 1.77598448849203 1.3386222218819 1.00093627232908 0.793931137611687 0.656538554419607 0.316554770814643 0.433166724572305 0.369405724628566 0.439510218114848 0.609757303543137 0.730762422852166 0.71844533209427 0.678086267336059 0.694587637717258 0.724821344199387 0.638740208009709 0.694043999325215 0.932874501711078 0.784834438261283 0.547352133110533 0.710558482781129
"gener_nekrasov_t0.1" 1.37214753785048 1.30493002028307 1.53712421489081 1.65626573647808 1.77598448849203 0 1.24105660306043 1.7835664106649 2.00086045923762 2.0471090288323 1.65156175111146 1.87200562390318 1.66870025461133 1.79439515296903 1.88789699491137 1.94766618210861 1.97738279591506 2.02395673463676 2.04278722380356 1.91231540506887 1.89585326405438 2.09384078807089 2.29136306362857 2.25193355385897 1.87804544787991 2.03560019948597
"gener_nekrasov_t0.3" 1.67430348112308 1.06459046107531 1.03703965165397 1.08859206015522 1.3386222218819 1.24105660306043 0 0.812566945029859 1.21405679136836 1.45689439542853 1.25275638027201 1.43869789937477 1.22716426861911 1.35993850240202 1.35451279544815 1.41671187254296 1.53113262718226 1.44327744907918 1.4447524420812 1.36882897815143 1.37657093691694 1.58554836116661 1.73271443468099 1.70267942912993 1.37590574156353 1.50147192654642
"gener_nekrasov_t0.5" 1.95597813789688 1.22706479513474 0.917459432333449 0.869173458782254 1.00093627232908 1.7835664106649 0.812566945029859 0 0.57182411019233 0.99584466002591 1.06458147894943 1.1128999550505 0.973220790305815 1.1077032068124 0.908681750134622 0.967914503985563 1.07719701960308 0.998968018515276 0.952994952530414 0.896766412667148 0.954974247354077 1.10604844828479 1.16933269188925 1.16876981806338 0.955961441225425 1.02798839450139
"gener_nekrasov_t0.7" 2.07139696976788 1.38269748783149 1.01963625084447 0.807803732533809 0.793931137611687 2.00086045923762 1.21405679136836 0.57182411019233 0 0.638686030260587 0.883022205724346 0.825154773931485 0.814280546105694 0.849677897592404 0.571487968555342 0.664445501047706 0.759730148966309 0.722745868430642 0.681470653743452 0.579001202914238 0.648831775661954 0.814199212917002 0.804078319804684 0.826581048631057 0.629419151823512 0.71523220195066
"gener_nekrasov_t1" 2.01650840538218 1.45940590371371 1.16106642232816 0.86034758185765 0.656538554419607 2.0471090288323 1.45689439542853 0.99584466002591 0.638686030260587 0 0.730660666686254 0.624716486345217 0.666511323036385 0.638413208617831 0.5098811654095 0.50055179612845 0.504017256586795 0.440014263734126 0.549055298984726 0.590639923965423 0.621208567852497 0.68328770646848 0.746035342276917 0.711847394107467 0.434409472097986 0.555920589918773
"natur_mandelshtam_b1" 1.54560328824519 0.975867005477114 0.731163462473588 0.539855996017909 0.316554770814643 1.65156175111146 1.25275638027201 1.06458147894943 0.883022205724346 0.730660666686254 0 0.489247652724231 0.363131639019273 0.482024836226347 0.654564965782382 0.749521980871416 0.74475910287912 0.694978944674707 0.737022415064897 0.77956959731264 0.636035984161006 0.737435800772658 1.04324520284486 0.887176382088163 0.585368784012894 0.793952261047073
"natur_mandelshtam_b2" 1.77914702349937 1.22692063596216 0.932844503189738 0.712475296118238 0.433166724572305 1.87200562390318 1.43869789937477 1.1128999550505 0.825154773931485 0.624716486345217 0.489247652724231 0 0.491928582412537 0.529564798227322 0.545447473488957 0.716545070047262 0.661885809898211 0.680984370735192 0.725814012098187 0.778882291946453 0.698412010307244 0.703498252997048 0.947446548223533 0.77169606928352 0.522386724606814 0.726359366027795
"natur_mandelshtam_b3" 1.55896643698508 0.980419196591733 0.759717407667691 0.567660962075592 0.369405724628566 1.66870025461133 1.22716426861911 0.973220790305815 0.814280546105694 0.666511323036385 0.363131639019273 0.491928582412537 0 0.476472806214421 0.625458000307639 0.686029259629395 0.720764364107785 0.67989111253889 0.683426257162377 0.718400576997563 0.57872082920121 0.714303440544307 1.00140102637532 0.856057275871086 0.553096311696533 0.760878330440953
"natur_mandelshtam_b4" 1.75197102105532 1.17904203081899 0.95132978326319 0.713307109883095 0.439510218114848 1.79439515296903 1.35993850240202 1.1077032068124 0.849677897592404 0.638413208617831 0.482024836226347 0.529564798227322 0.476472806214421 0 0.601778000301648 0.653983272902295 0.632699180909057 0.643642300209558 0.714253396278585 0.746812156225868 0.658494591387754 0.729125770810601 0.918661895229032 0.754364146689466 0.529042796972872 0.710661691605569
"natur_nekrasov_b1" 1.88093397791689 1.32100999512358 1.01562647786646 0.814072876153601 0.609757303543137 1.88789699491137 1.35451279544815 0.908681750134622 0.571487968555342 0.5098811654095 0.654564965782382 0.545447473488957 0.625458000307639 0.601778000301648 0 0.549116168045425 0.583767654745751 0.54255282312326 0.479539058639221 0.586309716227719 0.625727161926021 0.631206629280281 0.706561637271211 0.633572258393139 0.412840363485795 0.535827192651567
"natur_nekrasov_b10" 1.91547972841542 1.36191208730355 1.15065212199837 0.870696666430199 0.730762422852166 1.94766618210861 1.41671187254296 0.967914503985563 0.664445501047706 0.50055179612845 0.749521980871416 0.716545070047262 0.686029259629395 0.653983272902295 0.549116168045425 0 0.482488440130349 0.572722903626544 0.542186866390815 0.452542015265187 0.679443578979844 0.75419930215267 0.750089553360757 0.842992190990995 0.509061127634634 0.445639357295322
