"gener_mandelshtam_t0.1" "gener_mandelshtam_t0.3" "gener_mandelshtam_t0.5" "gener_mandelshtam_t0.7" "gener_mandelshtam_t1" "gener_nekrasov_t0.1" "gener_nekrasov_t0.3" "gener_nekrasov_t0.5" "gener_nekrasov_t0.7" "gener_nekrasov_t1" "natur_mandelshtam_b1" "natur_mandelshtam_b2" "natur_mandelshtam_b3" "natur_mandelshtam_b4" "natur_nekrasov_b1" "natur_nekrasov_b10" "natur_nekrasov_b11" "natur_nekrasov_b12" "natur_nekrasov_b2" "natur_nekrasov_b3" "natur_nekrasov_b4" "natur_nekrasov_b5" "natur_nekrasov_b6" "natur_nekrasov_b7" "natur_nekrasov_b8" "natur_nekrasov_b9"
"но" 0 0.152869238005644 0.30823947836396 0.311116429340673 0.37685387794797 3.35612835349816 1.59695033999588 1.21731766698423 0.662971416150418 0.434734143350797 0.410580339518358 0.273194186427713 0.267022696929239 0.387984981226533 0.626349892008639 0.382639116650268 0.746118168985683 0.831342570473005 0.682518714222809 0.764006791171477 0.83483039205326 0.63391442155309 0.472482281914428 0.418788907753254 0.595849599342511 0.374911338534806
"ты" 0 0.0235183443085607 0.14226437462952 0.239320330262056 0.279601264283978 0 0.0927261487739543 0.391658727638404 0.739050103249647 0.936350462601717 0.473746545598105 0.360616326084581 0.255896751223854 0.350438047559449 0.496760259179266 0.787143325680551 0.776366202863481 1.05112279025322 0.605460149713782 0.859507640067912 0.919370178590299 0.496566296883254 0.446233266252516 0.509337860780985 0.832134785288679 1.13486675448374
"а" 0 0.0470366886171214 0.18968583283936 0.370946511906186 0.510576221735959 0 0.23696682464455 0.275219646448608 0.532550809694598 0.746850964218036 0.505329648637979 0.622882745055185 0.356030262572319 0.700876095118899 0.637149028077754 0.645020225210452 0.564629965718895 0.525561395126612 0.660501981505945 0.636672325976231 0.327591672831026 0.3486529318542 0.708723422871642 1.1092246745897 0.42120402712143 0.65862802715574
"то" 0.0127681307456588 0.176387582314205 0.21339656194428 0.155558214670336 0.182348650619985 0.0315623356128353 0.319390067999176 0.412829469672912 0.445603738724052 0.557351465834355 0.315831030398737 0.426182930827232 0.289274588340009 0.425531914893617 0.485961123110151 0.634087679020444 0.665456745311555 0.611562350692786 0.506384852487891 0.456281833616299 0.433266406002325 0.612783940834654 0.603727360223992 0.645161290322581 0.42120402712143 0.830884588104165
"нем" 0 0.0587958607714017 0.04742145820984 0.0598300825655139 0.012156576707999 5.83903208837454 2.12239851638162 0.920927278501111 0.19563090968373 0.167205439750307 0.0552704303197789 0.0327833023713255 0.0222518914107699 0.0125156445556946 0.0863930885529158 0.0765278233300536 0.120992135511192 0.0573339703774486 0.110083663584324 0.116723259762309 0.084539786537039 0.1162176439514 0.113745734534955 0.158460667798529 0.0410930758167249 0.0810619110345526
"вот" 0 0.035277516462841 0.0711321873147599 0.0239320330262056 0.0850960369559932 4.02945817990531 1.28786317741603 0.698634487138774 0.45647212259537 0.200646527700368 0.0789577575996842 0.021855534914217 0.0667556742323097 0.187734668335419 0.226781857451404 0.229583469990161 0.262149626940915 0.172001911132346 0.209158960810216 0.286502546689304 0.221916939659727 0.264131008980454 0.262490156619127 0.407470288624788 0.174645572221081 0.303982166379572
"небо" 0.0255362614913177 0.211665098777046 0.13040901007706 0.143592198157233 0.0729394602479942 6.92267227774855 1.08180506902947 0.264634275431354 0.0543419193565917 0.0111470293166871 0.0394788787998421 0.0546388372855426 0.122385402759235 0.0250312891113892 0.0215982721382289 0.0437301847600306 0.0403307118370639 0 0.0220167327168648 0.0318336162988115 0.169079573074078 0.063391442155309 0.0612477032111296 0 0.0410930758167249 0
"за" 0 0.105832549388523 0.45050385299348 0.29915041282757 0.389010454655969 0 0.133937770451267 0.275219646448608 0.489077274209325 0.702262846951287 0.228977497039084 0.666593814883619 0.244770805518469 0.225281602002503 0.572354211663067 0.349841478080245 0.473885864085501 0.449116101290014 0.297225891677675 0.318336162988115 0.338159146148156 0.274696249339672 0.507480969463645 0.498019241652518 0.58557633038833 0.496504205086635
"так" 0 0.188146754468485 0.39122703023118 0.358980495393084 0.352540724531972 0.0105207785376118 0.164846486709252 0.43400021170742 0.489077274209325 0.412440084717423 0.284247927358863 0.21855534914217 0.200267022696929 0.212765957446809 0.431965442764579 0.251448562370176 0.413389796329905 0.382226469182991 0.726552179656539 0.424448217317487 0.285321779562507 0.443740095087163 0.612477032111296 0.792303338992643 0.33901787548798 0.374911338534806
"к" 0 0.0470366886171214 0.04742145820984 0.167524231183439 0.218818380743982 0 0.185452297547909 0.232878162379591 0.39126181936746 0.523910377884294 0.252664824318989 0.404327395913015 0.267022696929239 0.513141426783479 0.431965442764579 0.426369301410298 0.433555152248437 0.43956043956044 0.63848524878908 0.360780984719864 0.454401352636585 0.486001056524036 0.673724735322425 0.362195812110922 0.513663447709061 0.33438038301753
"полноводной" 9.85699693564862 0.611476952022578 0.13040901007706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"мне" 0 0.199905926622766 0.46235921754594 0.311116429340673 0.534889375151957 0.0105207785376118 0.133937770451267 0.12702445220705 0.369525051624823 0.256381674283803 0.529016975917884 0.448038465741449 0.433911882510013 0.450563204005006 0.377969762419006 0.262381108560184 0.292397660818713 0.258002866698519 0.484368119771026 0.212224108658744 0.327591672831026 0.771262546222927 0.358736547379473 0.475382003395586 0.256831723854531 0.233052994224339
"воздух" 4.31562819203269 2.32831608654751 1.43449911084766 0.682062941246859 0.145878920495988 0 0.041211621677313 0.0635122261035249 0.0217367677426367 0.0111470293166871 0.134228187919463 0.0655666047426511 0.133511348464619 0.0500625782227785 0 0.0109325461900077 0.0403307118370639 0 0 0 0 0.0105652403592182 0 0.0113186191284663 0.0102732689541812 0
"подавленный" 0 0 0 0 0 6.88058916359811 1.05089635277148 0.116439081189796 0.0217367677426367 0.0111470293166871 0 0 0 0 0 0.0109325461900077 0 0 0 0 0 0 0 0 0 0
"по" 0 0.0117591721542803 0.1778304682869 0.311116429340673 0.389010454655969 0 0.0927261487739543 0.402244098655658 0.423866970981415 0.490469289934232 0.268456375838926 0.371544093541689 0.200267022696929 0.32540675844806 0.464362850971922 0.481032032360337 0.483968542044767 0.296225513616818 0.407309555261999 0.307724957555178 0.190214519708338 0.274696249339672 0.419984250590603 0.271646859083192 0.390384220258886 0.597831593879826
"всё" 0 0 0 0 0 0.0420831141504471 0.679991757675665 0.81507356832857 0.58689272905119 0.312116820867239 0 0 0 0 0.518358531317495 0.306111293320214 0.413389796329905 0.324892498805542 0.374284456186702 0.498726655348048 0.412131459368065 0.475435816164818 0.524980313238254 0.418788907753254 0.472570371892336 0.466105988448678
"полночной" 7.41828396322778 0.964252116650988 0.13040901007706 0.0358980495393084 0.012156576707999 0.157811678064177 0.0721203379352977 0.0105853710172542 0.0108683838713183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"да" 0 0.0117591721542803 0.02371072910492 0.0598300825655139 0.0850960369559932 0.0105207785376118 0.0927261487739543 0.328146501534879 0.499945658080643 0.256381674283803 0.0710619818397158 0.262266418970604 0.0445037828215398 0.125156445556946 0.399568034557235 0.415436755220291 0.584795321637427 0.344003822264692 0.462351387054161 0.477504244482173 0.105674733171299 0.126782884310618 0.647475719660513 0.67911714770798 0.205465379083624 0.638362549397102
"полной" 3.29417773237998 1.11712135465663 0.30823947836396 0.0837621155917195 0.0243131534159981 2.3250920568122 0.370904595095817 0.116439081189796 0.0108683838713183 0 0.0157915515199368 0 0.0222518914107699 0 0 0 0 0.00955566172957477 0 0 0.0105674733171299 0 0 0 0.0205465379083624 0
"от" 0.0255362614913177 0.211665098777046 0.49792531120332 0.646164891707551 0.449793338195964 0 0.0721203379352977 0.243463533396846 0.271709596782958 0.26752870360049 0.371101460718516 0.273194186427713 0.267022696929239 0.287859824780976 0.302375809935205 0.0765278233300536 0.171405525307522 0.21978021978022 0.132100396301189 0.0424448217317487 0.264186832928247 0.454305335446381 0.376235891154082 0.316921335597057 0.267104992808712 0.151991083189786
"без" 0 0.36453433678269 0.43864848844102 0.239320330262056 0.194505227327984 0 0.546053987224397 0.613951519000741 0.369525051624823 0.200646527700368 0.094749309119621 0.196699814227953 0.244770805518469 0.337922403003755 0.226781857451404 0.229583469990161 0.15124016938899 0.162446249402771 0.209158960810216 0.191001697792869 0.359294092782416 0.316957210776545 0.209992125295301 0.226372382569327 0.195192110129443 0.263451210862296
"мы" 0 0 0.04742145820984 0.203422280722747 0.303914417699976 0 0.123634865031939 0.137609823224304 0.26084121291164 0.457028201984171 0.307935254638768 0.262266418970604 0.278148642634624 0.32540675844806 0.259179265658747 0.262381108560184 0.453720508166969 0.487338748208313 0.407309555261999 0.254668930390492 0.570643559125013 0.147913365029054 0.122495406422259 0.181097906055461 0.287651530717074 0.283716688620934
"из" 0 0.0587958607714017 0.2371072910492 0.335048462366878 0.328227571115974 0 0.0618174325159695 0.232878162379591 0.239104445169003 0.256381674283803 0.402684563758389 0.469894000655666 0.200267022696929 0.32540675844806 0.259179265658747 0.317043839510222 0.221818915103852 0.229335881509795 0.187142228093351 0.201612903225806 0.253619359611117 0.369783412572636 0.271239828506431 0.577249575551783 0.215738648037806 0.172256560948424
"у" 0 0 0.03556609365738 0.0837621155917195 0.230974957451982 0 0 0.0846829681380332 0.173894141941093 0.412440084717423 0.173707066719305 0.338760791170364 0.122385402759235 0.638297872340426 0.302375809935205 0.634087679020444 0.473885864085501 0.410893454371715 0.286217525319243 0.286502546689304 0.147944626439818 0.200739566825145 0.402484906815994 0.305602716468591 0.246558454900349 0.364778599655487
"его" 0 0.0117591721542803 0.10669828097214 0.203422280722747 0.25528811086798 0.0105207785376118 0.082423243354626 0.222292791362337 0.304314748396913 0.289822762233865 0.110540860639558 0.240410884056387 0.233644859813084 0.337922403003755 0.172786177105832 0.229583469990161 0.241984271022384 0.21978021978022 0.264200792602378 0.424448217317487 0.623480925710663 0.211304807184363 0.446233266252516 0.452744765138653 0.318471337579618 0.263451210862296
"ней" 0 0.164628410159925 0.0948429164196799 0.0598300825655139 0.0850960369559932 0.831141504471331 1.64846486709252 0.518683179845454 0.380393435496142 0.167205439750307 0.0394788787998421 0.043711069828434 0.0445037828215398 0.0500625782227785 0.19438444924406 0.306111293320214 0.0705787457148619 0.124223602484472 0.0990752972258917 0.148556876061121 0.243051886293987 0.285261489698891 0.244990812844518 0.067911714770798 0.092459420587631 0.141858344310467
"о" 0 0.0470366886171214 0.1185536455246 0.119660165131028 0.303914417699976 0 0 0.0529268550862708 0.119552222584502 0.401293055400736 0.489538097118042 0.229483116599279 0.333778371161549 0.350438047559449 0.259179265658747 0.207718377610145 0.292397660818713 0.40133779264214 0.308234258036107 0.180390492359932 0.243051886293987 0.4648705758056 0.262490156619127 0.237691001697793 0.308198068625437 0.253318471982977
"все" 0.0127681307456588 0.564440263405456 0.711321873147599 0.526504726576523 0.37685387794797 0 0.144240675870595 0.137609823224304 0.173894141941093 0.178352469066994 0.355309909198579 0.371544093541689 0.322652425456164 0.287859824780976 0.205183585313175 0.120258008090084 0.0604960677555959 0.143334925943622 0.0990752972258917 0.0742784380305603 0.0951072598541689 0.1162176439514 0.262490156619127 0.407470288624788 0.1643723032669 0.121592866551829
"был" 0 0.070555032925682 0.21339656194428 0.191456264209645 0.194505227327984 0.147290899526565 0.226663919225221 0.296390388483116 0.336919900010868 0.256381674283803 0.094749309119621 0.185772046770845 0.0445037828215398 0.187734668335419 0.367170626349892 0.218650923800153 0.141157491429724 0.324892498805542 0.363276089828269 0.350169779286927 0.158512099756948 0.158478605388273 0.463732610027124 0.294284097340125 0.246558454900349 0.192522038707063
"над" 0.191521961184883 0.529162746942615 0.45050385299348 0.382912528419289 0.194505227327984 0.0420831141504471 0.64908304141768 0.497512437810945 0.434735354852733 0.156058410433619 0.205290169759179 0.142060976942411 0.211392968402314 0.0250312891113892 0.0539956803455724 0.229583469990161 0.10082677959266 0.152890587673196 0.0770585645090269 0.191001697792869 0.232484412976857 0.179609086106709 0.104996062647651 0.0452744765138653 0.123279227450175 0.182389299827743
"ни" 0 0.0117591721542803 0.03556609365738 0.0358980495393084 0.0850960369559932 0.0210415570752236 0.082423243354626 0.179951307293321 0.282577980654277 0.234087615650429 0.126332412159495 0.338760791170364 0.189141076991544 0.187734668335419 0.259179265658747 0.218650923800153 0.483968542044767 0.363115145723841 0.27520915896081 0.350169779286927 0.264186832928247 0.338087691494982 0.297488844168344 0.260328239954726 0.369837682350524 0.192522038707063
"словно" 1.76200204290092 0.752587017873942 0.39122703023118 0.179490247696542 0.145878920495988 0.347185691741189 0.463630743869771 0.232878162379591 0.097815454841865 0.0668821759001226 0.102645084879589 0.109277674571085 0.0778816199376947 0.0750938673341677 0.0539956803455724 0.109325461900077 0.0907441016333938 0.0191113234591495 0.110083663584324 0.159168081494058 0.0528373665856494 0.063391442155309 0.16624376585878 0.067911714770798 0.0821861516334498 0.151991083189786
"нет" 0 0.0235183443085607 0.04742145820984 0.0837621155917195 0.0729394602479942 0 0.103029054193283 0.211707420345083 0.39126181936746 0.356704938133987 0.102645084879589 0.21855534914217 0.122385402759235 0.0625782227784731 0.205183585313175 0.338908931890237 0.322645694696511 0.258002866698519 0.27520915896081 0.350169779286927 0.433266406002325 0.327522451135763 0.306238516055648 0.282965478211658 0.195192110129443 0.233052994224339
"бы" 0.0255362614913177 0.164628410159925 0.16597510373444 0.179490247696542 0.0972526136639922 0 0.185452297547909 0.38107335662115 0.347788283882187 0.234087615650429 0.126332412159495 0.185772046770845 0.122385402759235 0.150187734668335 0.205183585313175 0.317043839510222 0.262149626940915 0.248447204968944 0.253192426243945 0.371392190152801 0.0951072598541689 0.2324352879028 0.253740484731823 0.135823429541596 0.174645572221081 0.405309555172763
"же" 0 0.0587958607714017 0.0711321873147599 0.0957281321048223 0.170192073911986 0.0315623356128353 0.113331959612611 0.179951307293321 0.206499293555048 0.211793557017055 0.165811290959337 0.240410884056387 0.133511348464619 0.262828535669587 0.259179265658747 0.32797638570023 0.302480338777979 0.334448160535117 0.242184059885513 0.222835314091681 0.147944626439818 0.221870047543582 0.22749146906991 0.373514431239389 0.246558454900349 0.324247644138211
"только" 0 0.117591721542803 0.27267338470658 0.335048462366878 0.206661804035983 0 0.329692973418504 0.264634275431354 0.347788283882187 0.189499498383681 0.19739439399921 0.131133209485302 0.200267022696929 0.16270337922403 0.107991360691145 0.196785831420138 0.221818915103852 0.21978021978022 0.209158960810216 0.286502546689304 0.158512099756948 0.0845219228737454 0.253740484731823 0.12450481041313 0.102732689541812 0.202654777586382
"до" 0 0.0470366886171214 0.18968583283936 0.263252363288261 0.206661804035983 0 0.0721203379352977 0.264634275431354 0.271709596782958 0.26752870360049 0.102645084879589 0.371544093541689 0.155763239875389 0.112640801001252 0.215982721382289 0.251448562370176 0.312563016737245 0.181557572861921 0.220167327168648 0.201612903225806 0.179647046391208 0.147913365029054 0.236241140957214 0.12450481041313 0.174645572221081 0.283716688620934
"где" 0 0.0235183443085607 0.0948429164196799 0.143592198157233 0.267444687575979 0 0.041211621677313 0.12702445220705 0.163025758069775 0.178352469066994 0.331622581918673 0.284121953884821 0.278148642634624 0.237797246558198 0.237580993520518 0.131190554280092 0.292397660818713 0.324892498805542 0.110083663584324 0.116723259762309 0.221916939659727 0.221870047543582 0.218741797182606 0.260328239954726 0.205465379083624 0.243185733103658
"меня" 0 0.141110065851364 0.22525192649674 0.191456264209645 0.303914417699976 0 0.123634865031939 0.285805017465862 0.271709596782958 0.133764351800245 0.142123963679432 0.349688558627472 0.255896751223854 0.150187734668335 0.248380129589633 0.109325461900077 0.0806614236741278 0.143334925943622 0.231175693527081 0.0955008488964346 0.211349466342597 0.359218172213418 0.157494093971476 0.237691001697793 0.113005958495993 0.151991083189786
"когда" 0 0.0470366886171214 0.20154119739182 0.179490247696542 0.206661804035983 0.0105207785376118 0.206058108386565 0.190536678310575 0.293446364525595 0.245234644967116 0.252664824318989 0.229483116599279 0.311526479750779 0.125156445556946 0.161987041036717 0.0765278233300536 0.0604960677555959 0.296225513616818 0.264200792602378 0.169779286926995 0.306456726196766 0.221870047543582 0.0262490156619127 0.237691001697793 0.246558454900349 0.0810619110345526
"нам" 0.0383043922369765 0.258701787394167 0.26081802015412 0.275218379801364 0.218818380743982 0 0.103029054193283 0.211707420345083 0.206499293555048 0.111470293166871 0.236873272799053 0.109277674571085 0.100133511348465 0.175219023779725 0.172786177105832 0.18585328523013 0.282314982859447 0.229335881509795 0.220167327168648 0.127334465195246 0.285321779562507 0.105652403592182 0.174993437746085 0.147142048670062 0.1643723032669 0.22292025534502
"подвигается" 0 0 0 0 0 3.39821146764861 0.834535338965588 0.105853710172542 0.0108683838713183 0 0 0 0 0 0 0 0.020165355918532 0 0 0 0 0 0 0 0 0
"их" 0 0 0.01185536455246 0.0239320330262056 0.0607828835399951 0 0.0206058108386565 0.0740975971207791 0.108683838713183 0.3455579088173 0.0789577575996842 0.142060976942411 0.233644859813084 0.0500625782227785 0.215982721382289 0.273313654750191 0.241984271022384 0.210224558050645 0.308234258036107 0.286502546689304 0.221916939659727 0.306391970417327 0.341237203604865 0.362195812110922 0.246558454900349 0.192522038707063
"кто" 0 0.0117591721542803 0.04742145820984 0.203422280722747 0.206661804035983 0 0.0515145270966413 0.0529268550862708 0.13042060645582 0.278675732917178 0.181602842479274 0.131133209485302 0.155763239875389 0.200250312891114 0.0971922246220302 0.153055646660107 0.211736237144586 0.334448160535117 0.242184059885513 0.148556876061121 0.243051886293987 0.295826730058109 0.192492781520693 0.316921335597057 0.267104992808712 0.182389299827743
"там" 0 0 0.02371072910492 0.0717960990786167 0.170192073911986 0 0.0515145270966413 0.105853710172542 0.249972829040322 0.300969791550552 0.0868535333596526 0.305977488799038 0.0778816199376947 0.187734668335419 0.118790496760259 0.0765278233300536 0.282314982859447 0.162446249402771 0.0770585645090269 0.116723259762309 0.306456726196766 0.327522451135763 0.157494093971476 0.203735144312394 0.277378261762893 0.374911338534806
"солнце" 0.191521961184883 0.964252116650988 0.723177237700059 0.370946511906186 0.12156576707999 0.263019463440295 0.422419122192458 0.30697575950037 0.119552222584502 0.0334410879500613 0.110540860639558 0.0109277674571085 0.0778816199376947 0.0375469336670839 0.0107991360691145 0.131190554280092 0.020165355918532 0.0286669851887243 0.0110083663584324 0.0848896434634974 0.084539786537039 0.0211304807184363 0.0349986875492169 0.0452744765138653 0.0513663447709061 0.0202654777586382
"ли" 0 0 0.02371072910492 0.0358980495393084 0.0972526136639922 0 0.0618174325159695 0.179951307293321 0.217367677426367 0.189499498383681 0.0394788787998421 0.120205442028194 0.189141076991544 0.0750938673341677 0.0755939524838013 0.470099486170329 0.302480338777979 0.210224558050645 0.352267723469837 0.297113752122241 0.179647046391208 0.147913365029054 0.113745734534955 0.12450481041313 0.133552496404356 0.33438038301753
"полотно" 3.19203268641471 1.15239887111947 0.22525192649674 0.0358980495393084 0 0 0 0 0 0 0.0157915515199368 0 0.011125945705385 0 0 0.0109325461900077 0 0 0 0 0 0 0 0 0 0
"своей" 0.600102145045965 0.470366886171214 0.37937166567872 0.239320330262056 0.0972526136639922 0.0105207785376118 0.391510405934474 0.391658727638404 0.163025758069775 0.156058410433619 0.0789577575996842 0.0655666047426511 0.0556297285269248 0.0500625782227785 0.0971922246220302 0.0655952771400459 0.020165355918532 0.0573339703774486 0.187142228093351 0.106112054329372 0.0739723132199091 0.0528262017960909 0.0437483594365211 0.0905489530277306 0.092459420587631 0.101327388793191
"воздуха" 3.37078651685393 0.799623706491063 0.22525192649674 0.0598300825655139 0.012156576707999 0 0 0 0 0 0.0473746545598105 0.021855534914217 0.011125945705385 0 0 0 0 0 0 0 0 0 0 0 0 0
"она" 0 0.0117591721542803 0.03556609365738 0.0837621155917195 0.0972526136639922 0 0.082423243354626 0.222292791362337 0.163025758069775 0.167205439750307 0.118436636399526 0.142060976942411 0.100133511348465 0.112640801001252 0.140388768898488 0.218650923800153 0.10082677959266 0.0573339703774486 0.231175693527081 0.191001697792869 0.137377153122688 0.454305335446381 0.402484906815994 0.260328239954726 0.154099034312718 0.0607964332759145
"уж" 0 0 0 0.0478640660524112 0.0486263068319961 0 0.0618174325159695 0.232878162379591 0.249972829040322 0.211793557017055 0.0473746545598105 0.0546388372855426 0.0333778371161549 0.0375469336670839 0.140388768898488 0.174920739040122 0.20165355918532 0.172001911132346 0.132100396301189 0.159168081494058 0.126809679805558 0.158478605388273 0.45498293813982 0.328239954725523 0.236285185946168 0.344513121896849
"для" 0 0.0235183443085607 0.14226437462952 0.143592198157233 0.328227571115974 0 0 0.0105853710172542 0.0543419193565917 0.133764351800245 0.1500197394394 0.262266418970604 0.200267022696929 0.32540675844806 0.161987041036717 0.0546627309500383 0.211736237144586 0.0764452938365982 0.121092029942757 0.127334465195246 0.190214519708338 0.169043845747491 0.192492781520693 0.396151669496321 0.102732689541812 0.0911946499138717
"нас" 0.0255362614913177 0.0587958607714017 0.04742145820984 0.0957281321048223 0.0607828835399951 0.126249342451341 0.216361013805893 0.285805017465862 0.13042060645582 0.189499498383681 0.0473746545598105 0.109277674571085 0.0778816199376947 0.100125156445557 0.151187904967603 0.163988192850115 0.292397660818713 0.191113234591495 0.264200792602378 0.0955008488964346 0.158512099756948 0.063391442155309 0.078747046985738 0.192416525183928 0.154099034312718 0.182389299827743
"поле" 0 0 0 0 0.012156576707999 1.63072067332983 1.07150216361014 0.264634275431354 0.032605151613955 0.0668821759001226 0 0 0.0222518914107699 0 0.0215982721382289 0.109325461900077 0.0302480338777979 0.00955566172957477 0.0110083663584324 0 0 0.0739566825145272 0.0699973750984338 0.0226372382569327 0.0102732689541812 0.0405309555172763
"сердце" 0.0127681307456588 0.176387582314205 0.39122703023118 0.203422280722747 0.109409190371991 0 0.185452297547909 0.402244098655658 0.304314748396913 0.133764351800245 0.0789577575996842 0.0546388372855426 0.0667556742323097 0.0625782227784731 0.0971922246220302 0.131190554280092 0.0504133897963299 0.0382226469182991 0.143108762659621 0.106112054329372 0.285321779562507 0.243000528262018 0.0174993437746085 0.067911714770798 0.0821861516334498 0.141858344310467
"мой" 0 0.152869238005644 0.18968583283936 0.143592198157233 0.170192073911986 0 0.0721203379352977 0.211707420345083 0.119552222584502 0.0780292052168097 0.102645084879589 0.0983499071139766 0.144637294170004 0.0625782227784731 0.0971922246220302 0.131190554280092 0.0907441016333938 0.20066889632107 0.176133861734919 0.191001697792869 0.147944626439818 0.264131008980454 0.148744422084172 0.169779286926995 0.133552496404356 0.192522038707063
"подобного" 0 0 0 0 0 3.1246712256707 0.23696682464455 0.0317561130517625 0 0 0 0 0 0 0 0 0 0 0.0110083663584324 0 0 0 0 0 0.0102732689541812 0
