"berdyaev_nerav" "berdyaev_smysl" "berdyaev_smysl2" "fedorov_samoderzhavie" "fedorov_vopros" "florensky_stolp" "florensky_vodorazdely" "lenin_imp" "lenin_mat" "solovjev_nachala" "solovjev_opravdanie"
"berdyaev_nerav" 0 0.741861350203129 1.03173533268968 1.20997170249836 1.17968606099089 1.12971902679066 1.14306403464771 1.23296061704462 1.30029364253671 1.50631203186643 1.00954007942331
"berdyaev_smysl" 0.741861350203129 0 1.06474655496585 1.15568282411348 1.17942971828553 1.09728681626928 1.11625564888793 1.41666666616262 1.26995501624631 1.50778562491403 1.13586873120716
"berdyaev_smysl2" 1.03173533268968 1.06474655496585 0 1.26761358651645 1.23784894868221 1.27205969694059 1.25468139968546 1.46074573808607 1.28844544618876 1.60108801450951 1.13452815485038
"fedorov_samoderzhavie" 1.20997170249836 1.15568282411348 1.26761358651645 0 0.559487994304775 0.977485343675734 0.896846906323715 1.17677702279099 1.07256601714102 1.42756888378492 0.902524671851452
"fedorov_vopros" 1.17968606099089 1.17942971828553 1.23784894868221 0.559487994304775 0 0.8493015938031 0.855094859471219 1.2703161096465 1.0204054458512 1.40251503045096 0.797300449291734
"florensky_stolp" 1.12971902679066 1.09728681626928 1.27205969694059 0.977485343675734 0.8493015938031 0 0.622084643353191 1.29136362448007 0.933224571348772 1.19551294163424 0.750056924061823
"florensky_vodorazdely" 1.14306403464771 1.11625564888793 1.25468139968546 0.896846906323715 0.855094859471219 0.622084643353191 0 0.975397367513021 0.809210006294472 1.17734247503414 0.698131514681203
"lenin_imp" 1.23296061704462 1.41666666616262 1.46074573808607 1.17677702279099 1.2703161096465 1.29136362448007 0.975397367513021 0 1.0079756441934 1.6687804474894 1.17539507548723
"lenin_mat" 1.30029364253671 1.26995501624631 1.28844544618876 1.07256601714102 1.0204054458512 0.933224571348772 0.809210006294472 1.0079756441934 0 1.32647303933023 0.914619224240666
"solovjev_nachala" 1.50631203186643 1.50778562491403 1.60108801450951 1.42756888378492 1.40251503045096 1.19551294163424 1.17734247503414 1.6687804474894 1.32647303933023 0 0.986805349991436
"solovjev_opravdanie" 1.00954007942331 1.13586873120716 1.13452815485038 0.902524671851452 0.797300449291734 0.750056924061823 0.698131514681203 1.17539507548723 0.914619224240666 0.986805349991436 0
