"lidiya_1" "lidiya_2" "telyatev_1" "telyatev_2"
"о" 0.34965034965035 0.635386119257087 0.0494315373208107 0.0487329434697856
"от" 0.34965034965035 0.342130987292278 0.0988630746416213 0.292397660818713
"быть" 0.2997002997003 0.244379276637341 0.346020761245675 0.146198830409357
"ведь" 0.4995004995005 0.0977517106549365 0.247157686604053 0.194931773879142
"лучше" 0.14985014985015 0.146627565982405 0.444883835887296 0.292397660818713
"деньги" 0.0999000999000999 0.293255131964809 0.0494315373208107 0.536062378167641
"теперь" 0.0999000999000999 0.439882697947214 0.148294611962432 0.292397660818713
"денег" 0.14985014985015 0.439882697947214 0.0988630746416213 0.243664717348928
"их" 0.0999000999000999 0.146627565982405 0.0494315373208107 0.633528265107212
"него" 0.04995004995005 0.146627565982405 0.296589223924864 0.43859649122807
"нужно" 0.44955044955045 0.146627565982405 0.197726149283243 0.146198830409357
"они" 0.14985014985015 0.244379276637341 0.148294611962432 0.389863547758285
"когда" 0.2997002997003 0.244379276637341 0.0988630746416213 0.243664717348928
"кто" 0.24975024975025 0.195503421309873 0.296589223924864 0.146198830409357
"можно" 0.1998001998002 0.146627565982405 0.247157686604053 0.292397660818713
"maman" 0.3996003996004 0.391006842619746 0.0988630746416213 0
"ах" 0.24975024975025 0.439882697947214 0 0.146198830409357
"надо" 0.14985014985015 0.293255131964809 0.247157686604053 0.146198830409357
"нельзя" 0.44955044955045 0.0977517106549365 0.197726149283243 0.0974658869395711
"разве" 0.4995004995005 0.0977517106549365 0.148294611962432 0.0974658869395711
"вами" 0.1998001998002 0.293255131964809 0.148294611962432 0.146198830409357
"есть" 0.2997002997003 0.0488758553274682 0.148294611962432 0.292397660818713
"ж" 0.24975024975025 0.146627565982405 0.148294611962432 0.243664717348928
"зачем" 0.549450549450549 0.0488758553274682 0.0988630746416213 0.0974658869395711
"знаю" 0.24975024975025 0.244379276637341 0.197726149283243 0.0974658869395711
"нам" 0.0999000999000999 0.342130987292278 0.247157686604053 0.0974658869395711
"ни" 0.0999000999000999 0.293255131964809 0.148294611962432 0.243664717348928
"ее" 0.14985014985015 0.293255131964809 0.0494315373208107 0.243664717348928
"жить" 0.2997002997003 0.293255131964809 0.0988630746416213 0.0487329434697856
"знаете" 0.2997002997003 0.0977517106549365 0.247157686604053 0.0974658869395711
"мой" 0.24975024975025 0.439882697947214 0.0494315373208107 0
"ничего" 0.2997002997003 0.146627565982405 0.148294611962432 0.146198830409357
"человек" 0.14985014985015 0.0488758553274682 0.296589223924864 0.243664717348928
"василий" 0 0 0.197726149283243 0.487329434697856
"говорите" 0.44955044955045 0.195503421309873 0.0494315373208107 0
"до" 0.0999000999000999 0.195503421309873 0.148294611962432 0.243664717348928
"иваныч" 0 0 0.197726149283243 0.487329434697856
"нибудь" 0.1998001998002 0.0977517106549365 0.247157686604053 0.146198830409357
"она" 0.14985014985015 0.0977517106549365 0.247157686604053 0.194931773879142
"такой" 0.2997002997003 0.146627565982405 0.0494315373208107 0.194931773879142
"тебя" 0.04995004995005 0.391006842619746 0.0494315373208107 0.194931773879142
"без" 0.1998001998002 0.146627565982405 0.148294611962432 0.146198830409357
"где" 0.14985014985015 0.195503421309873 0.0494315373208107 0.243664717348928
"ему" 0.04995004995005 0.195503421309873 0.0988630746416213 0.292397660818713
"могу" 0.1998001998002 0.146627565982405 0.148294611962432 0.146198830409357
"моя" 0.0999000999000999 0.244379276637341 0.0494315373208107 0.194931773879142
"себя" 0.34965034965035 0.146627565982405 0 0.0974658869395711
"стыдно" 0.0999000999000999 0.342130987292278 0.0494315373208107 0.0974658869395711
"тебе" 0.14985014985015 0.146627565982405 0 0.292397660818713
"тысяч" 0 0.195503421309873 0.247157686604053 0.146198830409357
"жаль" 0.1998001998002 0.146627565982405 0.0988630746416213 0.0974658869395711
"может" 0.0999000999000999 0.293255131964809 0.0988630746416213 0.0487329434697856
"савва" 0 0 0.197726149283243 0.341130604288499
"тут" 0.0999000999000999 0 0.247157686604053 0.194931773879142
"ай" 0 0.195503421309873 0 0.292397660818713
"больше" 0.0999000999000999 0.0977517106549365 0.148294611962432 0.146198830409357
"всегда" 0.14985014985015 0.0488758553274682 0.197726149283243 0.0974658869395711
"дело" 0.04995004995005 0.0488758553274682 0.296589223924864 0.0974658869395711
"друг" 0.0999000999000999 0.244379276637341 0.0494315373208107 0.0974658869395711
"значит" 0.0999000999000999 0.146627565982405 0.197726149283243 0.0487329434697856
"мужа" 0.04995004995005 0.342130987292278 0 0.0974658869395711
"сами" 0.04995004995005 0.195503421309873 0.197726149283243 0.0487329434697856
"стоит" 0.0999000999000999 0.0488758553274682 0.148294611962432 0.194931773879142
"там" 0.04995004995005 0.0488758553274682 0.197726149283243 0.194931773879142
"тем" 0.1998001998002 0 0.197726149283243 0.0974658869395711
"хотите" 0.14985014985015 0.195503421309873 0.0988630746416213 0.0487329434697856
"буду" 0.0999000999000999 0.0488758553274682 0.148294611962432 0.146198830409357
"было" 0.0999000999000999 0.146627565982405 0.0988630746416213 0.0974658869395711
"говорит" 0.04995004995005 0 0.247157686604053 0.146198830409357
"делать" 0.0999000999000999 0.146627565982405 0.0494315373208107 0.146198830409357
"довольно" 0.0999000999000999 0.195503421309873 0.0988630746416213 0.0487329434697856
"ей" 0.0999000999000999 0 0.296589223924864 0.0487329434697856
"какая" 0.14985014985015 0.146627565982405 0.148294611962432 0
"какие" 0.0999000999000999 0.0977517106549365 0.0988630746416213 0.146198830409357
"какое" 0.1998001998002 0.0977517106549365 0.148294611962432 0
"которые" 0.04995004995005 0.146627565982405 0.148294611962432 0.0974658869395711
"мое" 0.0999000999000999 0.146627565982405 0.148294611962432 0.0487329434697856
"потом" 0.0999000999000999 0 0.0988630746416213 0.243664717348928
"ха" 0.14985014985015 0.293255131964809 0 0
"хорошо" 0.14985014985015 0 0.197726149283243 0.0974658869395711
"чего" 0.2997002997003 0.0488758553274682 0.0494315373208107 0.0487329434697856
"чтоб" 0.04995004995005 0.342130987292278 0 0.0487329434697856
"этого" 0.1998001998002 0.0488758553274682 0.0988630746416213 0.0974658869395711
"думать" 0.0999000999000999 0.195503421309873 0 0.0974658869395711
"женщина" 0.04995004995005 0.146627565982405 0 0.194931773879142
"моего" 0 0.146627565982405 0.148294611962432 0.0974658869395711
"моей" 0.0999000999000999 0.244379276637341 0 0.0487329434697856
"мою" 0.14985014985015 0.146627565982405 0.0494315373208107 0.0487329434697856
"нее" 0.0999000999000999 0.146627565982405 0.0988630746416213 0.0487329434697856
"опять" 0.14985014985015 0.0977517106549365 0.0494315373208107 0.0974658869395711
"сейчас" 0.04995004995005 0.0488758553274682 0.148294611962432 0.146198830409357
"такое" 0.2997002997003 0.0488758553274682 0 0.0487329434697856
"хоть" 0.04995004995005 0.0977517106549365 0.0988630746416213 0.146198830409357
"этой" 0.1998001998002 0.146627565982405 0 0.0487329434697856
"будем" 0.14985014985015 0.146627565982405 0 0.0487329434697856
"говорю" 0 0.0977517106549365 0.0988630746416213 0.146198830409357
"должна" 0.14985014985015 0.195503421309873 0 0
"должны" 0.1998001998002 0.0488758553274682 0.0988630746416213 0
"жизнь" 0.14985014985015 0.0977517106549365 0.0988630746416213 0
"заплатить" 0 0.293255131964809 0 0.0487329434697856
"здесь" 0 0.0977517106549365 0.148294611962432 0.0974658869395711
"знать" 0.2997002997003 0 0.0494315373208107 0
"иметь" 0.0999000999000999 0 0.148294611962432 0.0974658869395711
"кого" 0 0.146627565982405 0.0988630746416213 0.0974658869395711
"люблю" 0.24975024975025 0.0977517106549365 0 0
"никогда" 0.14985014985015 0.0488758553274682 0.0494315373208107 0.0974658869395711
"никто" 0.1998001998002 0.146627565982405 0 0
"нынче" 0.04995004995005 0 0.0988630746416213 0.194931773879142
"отчего" 0.0999000999000999 0 0.0494315373208107 0.194931773879142
"папаша" 0 0.342130987292278 0 0
"пожалуй" 0 0.0488758553274682 0.148294611962432 0.146198830409357
"проси" 0.04995004995005 0.244379276637341 0 0.0487329434697856
"своего" 0.1998001998002 0.0977517106549365 0.0494315373208107 0
"телятев" 0.04995004995005 0.244379276637341 0 0.0487329434697856
"был" 0.04995004995005 0 0.197726149283243 0.0487329434697856
"были" 0 0.0488758553274682 0.0988630746416213 0.146198830409357
"говорить" 0.04995004995005 0.146627565982405 0.0988630746416213 0
"давай" 0 0.0488758553274682 0 0.243664717348928
"давно" 0.04995004995005 0.0488758553274682 0.0988630746416213 0.0974658869395711
"даже" 0.04995004995005 0.0977517106549365 0.148294611962432 0
"долго" 0 0.0977517106549365 0.148294611962432 0.0487329434697856
"жизни" 0.14985014985015 0.0488758553274682 0 0.0974658869395711
"ко" 0.0999000999000999 0.0977517106549365 0 0.0974658869395711
"коляска" 0 0.0977517106549365 0.0988630746416213 0.0974658869395711
"кучумов" 0.04995004995005 0.195503421309873 0.0494315373208107 0
"лидия" 0 0 0.0988630746416213 0.194931773879142
"любовь" 0.24975024975025 0.0488758553274682 0 0
"маman" 0.04995004995005 0.244379276637341 0 0
"муж" 0.04995004995005 0.146627565982405 0 0.0974658869395711
"оттого" 0.04995004995005 0 0.0988630746416213 0.146198830409357
"после" 0.14985014985015 0 0.0494315373208107 0.0974658869395711
"рублей" 0 0.0488758553274682 0 0.243664717348928
"своих" 0.04995004995005 0.195503421309873 0 0.0487329434697856
"сегодня" 0 0.146627565982405 0.0494315373208107 0.0974658869395711
"скажите" 0.0999000999000999 0.0977517106549365 0.0494315373208107 0.0487329434697856
"сказать" 0.04995004995005 0 0.148294611962432 0.0974658869395711
"стреляться" 0 0 0 0.292397660818713
"того" 0.14985014985015 0.0488758553274682 0.0494315373208107 0.0487329434697856
"через" 0 0.0977517106549365 0.0494315373208107 0.146198830409357
"юрьевна" 0 0 0.0988630746416213 0.194931773879142
"василькова" 0.04995004995005 0.0488758553274682 0.148294611962432 0
"вашего" 0.04995004995005 0 0.0494315373208107 0.146198830409357
"во" 0.04995004995005 0.0488758553274682 0.0494315373208107 0.0974658869395711
"время" 0.0999000999000999 0.0488758553274682 0.0494315373208107 0.0487329434697856
"всего" 0.04995004995005 0.0488758553274682 0.0494315373208107 0.0974658869395711
"всю" 0.0999000999000999 0 0.0988630746416213 0.0487329434697856
"два" 0 0.0488758553274682 0.0494315373208107 0.146198830409357
"день" 0.04995004995005 0.0977517106549365 0.0494315373208107 0.0487329434697856
"завтра" 0.04995004995005 0 0 0.194931773879142
"извините" 0 0.0488758553274682 0.0988630746416213 0.0974658869395711
"им" 0.04995004995005 0.0977517106549365 0 0.0974658869395711
"какой" 0 0.146627565982405 0.0494315373208107 0.0487329434697856
"какую" 0.04995004995005 0.0977517106549365 0.0494315373208107 0.0487329434697856
"квартиру" 0.04995004995005 0.146627565982405 0 0.0487329434697856
"куда" 0.0999000999000999 0.0488758553274682 0.0494315373208107 0.0487329434697856
"любите" 0.14985014985015 0 0.0988630746416213 0
"мало" 0.04995004995005 0 0.0988630746416213 0.0974658869395711
"мной" 0.0999000999000999 0.0488758553274682 0.0988630746416213 0
"мои" 0.04995004995005 0.0977517106549365 0 0.0974658869395711
"нашей" 0.0999000999000999 0.0977517106549365 0 0.0487329434697856
"неужели" 0.0999000999000999 0.146627565982405 0 0
"ним" 0.0999000999000999 0.0488758553274682 0 0.0974658869395711
"нужны" 0.04995004995005 0.0977517106549365 0 0.0974658869395711
"об" 0.0999000999000999 0 0.148294611962432 0
"обещал" 0 0.244379276637341 0 0
"одного" 0.04995004995005 0.0488758553274682 0.148294611962432 0
"папашка" 0.04995004995005 0.195503421309873 0 0
"первый" 0.14985014985015 0 0.0494315373208107 0.0487329434697856
"плакать" 0.14985014985015 0 0 0.0974658869395711
"подите" 0 0.195503421309873 0 0.0487329434697856
"пожалейте" 0.04995004995005 0.195503421309873 0 0
"позвольте" 0 0 0.197726149283243 0.0487329434697856
"потому" 0.04995004995005 0.0977517106549365 0.0494315373208107 0.0487329434697856
"про" 0.04995004995005 0 0.0494315373208107 0.146198830409357
"пять" 0 0 0.0494315373208107 0.194931773879142
"раз" 0.14985014985015 0.0488758553274682 0.0494315373208107 0
"сам" 0 0 0.0494315373208107 0.194931773879142
"себе" 0.04995004995005 0 0.148294611962432 0.0487329434697856
"сколько" 0.0999000999000999 0.0488758553274682 0 0.0974658869395711
"слушать" 0.0999000999000999 0 0 0.146198830409357
"со" 0.04995004995005 0.146627565982405 0.0494315373208107 0
"стал" 0 0.0488758553274682 0.148294611962432 0.0487329434697856
"старую" 0 0.146627565982405 0 0.0974658869395711
"счастье" 0.0999000999000999 0.0977517106549365 0 0.0487329434697856
"такие" 0.04995004995005 0.0977517106549365 0.0494315373208107 0.0487329434697856
"такую" 0.0999000999000999 0.0488758553274682 0.0494315373208107 0.0487329434697856
"тех" 0 0.0977517106549365 0.0988630746416213 0.0487329434697856
"тогда" 0.04995004995005 0 0.0988630746416213 0.0974658869395711
"точно" 0 0.0488758553274682 0.0988630746416213 0.0974658869395711
"человека" 0.0999000999000999 0 0.0494315373208107 0.0974658869395711
"этом" 0.04995004995005 0.146627565982405 0.0494315373208107 0
"этот" 0.04995004995005 0.0977517106549365 0.0494315373208107 0.0487329434697856
"бог" 0.04995004995005 0 0.148294611962432 0
"богат" 0 0.0977517106549365 0 0.0974658869395711
"более" 0 0.0488758553274682 0.0494315373208107 0.0974658869395711
"большое" 0.04995004995005 0.0977517106549365 0 0.0487329434697856
"будут" 0.0999000999000999 0.0977517106549365 0 0
"была" 0.0999000999000999 0 0.0988630746416213 0
"ваше" 0.0999000999000999 0.0488758553274682 0 0.0487329434697856
"вашей" 0.04995004995005 0 0.0988630746416213 0.0487329434697856
"ваши" 0.04995004995005 0.0488758553274682 0.0494315373208107 0.0487329434697856
"вдруг" 0.04995004995005 0.0977517106549365 0 0.0487329434697856
"взаймы" 0 0.146627565982405 0 0.0487329434697856
"вижу" 0.04995004995005 0.0977517106549365 0.0494315373208107 0
"геннадич" 0 0 0.197726149283243 0
"глумов" 0 0.0488758553274682 0.0494315373208107 0.0974658869395711
"говорят" 0.0999000999000999 0.0488758553274682 0 0.0487329434697856
"голову" 0.0999000999000999 0.0488758553274682 0.0494315373208107 0
"григорий" 0 0.0977517106549365 0.0988630746416213 0
"дела" 0 0.0977517106549365 0.0988630746416213 0
"деньгами" 0 0.0488758553274682 0.0494315373208107 0.0974658869395711
"добрый" 0.04995004995005 0.0488758553274682 0.0494315373208107 0.0487329434697856
"должно" 0.04995004995005 0 0.0988630746416213 0.0487329434697856
"друга" 0.0999000999000999 0 0.0988630746416213 0
"других" 0.04995004995005 0.0488758553274682 0.0494315373208107 0.0487329434697856
"душа" 0.0999000999000999 0.0977517106549365 0 0
"женщины" 0 0.146627565982405 0 0.0487329434697856
"заплатит" 0.0999000999000999 0.0977517106549365 0 0
"знала" 0.1998001998002 0 0 0
"иван" 0.04995004995005 0.0977517106549365 0 0.0487329434697856
"имение" 0 0.146627565982405 0.0494315373208107 0
"коли" 0 0 0.0988630746416213 0.0974658869395711
"кому" 0.04995004995005 0 0.148294611962432 0
"легко" 0.0999000999000999 0.0488758553274682 0 0.0487329434697856
"легче" 0.14985014985015 0 0.0494315373208107 0
"любви" 0.04995004995005 0.0977517106549365 0.0494315373208107 0
"любить" 0.04995004995005 0 0.0988630746416213 0.0487329434697856
"милый" 0.0999000999000999 0.0488758553274682 0.0494315373208107 0
"моих" 0.04995004995005 0 0.0494315373208107 0.0974658869395711
"москве" 0.04995004995005 0 0.0494315373208107 0.0974658869395711
"ней" 0.04995004995005 0 0.0988630746416213 0.0487329434697856
"ними" 0.04995004995005 0 0.0988630746416213 0.0487329434697856
"ног" 0 0.0488758553274682 0.0988630746416213 0.0487329434697856
"одни" 0.14985014985015 0 0 0.0487329434697856
"петрович" 0.04995004995005 0.0977517106549365 0 0.0487329434697856
"платье" 0.0999000999000999 0 0 0.0974658869395711
"пожалуйста" 0.0999000999000999 0.0977517106549365 0 0
"пока" 0 0.0488758553274682 0.0988630746416213 0.0487329434697856
"положение" 0.0999000999000999 0 0 0.0974658869395711
"понимаю" 0.04995004995005 0.0977517106549365 0.0494315373208107 0
"прежде" 0 0.0488758553274682 0.0494315373208107 0.0974658869395711
"придет" 0.04995004995005 0.0977517106549365 0.0494315373208107 0
"принимать" 0 0.0977517106549365 0.0494315373208107 0.0487329434697856
"приятно" 0 0.0488758553274682 0 0.146198830409357
"разумеется" 0.0999000999000999 0 0.0494315373208107 0.0487329434697856
"свою" 0.0999000999000999 0.0488758553274682 0.0494315373208107 0
"сердца" 0.04995004995005 0.0488758553274682 0.0988630746416213 0
"сердце" 0 0.0488758553274682 0.0988630746416213 0.0487329434697856
"скорее" 0.04995004995005 0.0488758553274682 0.0494315373208107 0.0487329434697856
"слова" 0 0.0488758553274682 0.0988630746416213 0.0487329434697856
"слышу" 0.04995004995005 0.0977517106549365 0 0.0487329434697856
"совершенно" 0 0.0488758553274682 0 0.146198830409357
"совсем" 0.0999000999000999 0 0.0494315373208107 0.0487329434697856
"согласна" 0 0.195503421309873 0 0
"состояние" 0.04995004995005 0.0488758553274682 0 0.0974658869395711
"стало" 0.04995004995005 0.0977517106549365 0.0494315373208107 0
"счеты" 0.04995004995005 0.0488758553274682 0.0494315373208107 0.0487329434697856
"таки" 0 0 0.148294611962432 0.0487329434697856
"тоже" 0 0.146627565982405 0 0.0487329434697856
"том" 0.0999000999000999 0.0977517106549365 0 0
"чувствую" 0.04995004995005 0 0.148294611962432 0
"б" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"бедность" 0.0999000999000999 0.0488758553274682 0 0
"берут" 0.0999000999000999 0 0 0.0487329434697856
"бешеные" 0 0 0 0.146198830409357
"благодарю" 0.0999000999000999 0.0488758553274682 0 0
"блаженство" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"бога" 0 0.0977517106549365 0 0.0487329434697856
"богу" 0 0 0.0988630746416213 0.0487329434697856
"боже" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"большие" 0 0.0977517106549365 0.0494315373208107 0
"будете" 0.0999000999000999 0 0.0494315373208107 0
"вздор" 0 0.0488758553274682 0.0988630746416213 0
"взял" 0 0 0 0.146198830409357
"взять" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"видеть" 0 0.146627565982405 0 0
"видите" 0 0.0488758553274682 0.0494315373208107 0.0487329434697856
"вина" 0.0999000999000999 0 0 0.0487329434697856
"вместе" 0.04995004995005 0.0977517106549365 0 0
"волю" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"вон" 0 0.0977517106549365 0 0.0487329434697856
"всех" 0 0.0488758553274682 0 0.0974658869395711
"выйти" 0.14985014985015 0 0 0
"глаза" 0 0 0.0494315373208107 0.0974658869395711
"говори" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"годится" 0.04995004995005 0 0.0494315373208107 0.0487329434697856
"дайте" 0 0.146627565982405 0 0
"дал" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"дама" 0.04995004995005 0.0977517106549365 0 0
"даром" 0 0 0.0494315373208107 0.0974658869395711
"даст" 0.04995004995005 0 0.0988630746416213 0
"дать" 0 0.0488758553274682 0 0.0974658869395711
"дают" 0 0.0488758553274682 0 0.0974658869395711
"две" 0 0 0.0494315373208107 0.0974658869395711
"делаете" 0.14985014985015 0 0 0
"десять" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"должен" 0.04995004995005 0 0 0.0974658869395711
"другим" 0.04995004995005 0 0.0988630746416213 0
"думаете" 0.04995004995005 0.0977517106549365 0 0
"думал" 0 0 0.0988630746416213 0.0487329434697856
"думаю" 0 0.0488758553274682 0.0988630746416213 0
"желаете" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"жену" 0 0.0488758553274682 0.0494315373208107 0.0487329434697856
"законы" 0.14985014985015 0 0 0
"замуж" 0.0999000999000999 0.0488758553274682 0 0
"заплатил" 0 0.0488758553274682 0.0494315373208107 0.0487329434697856
"знает" 0.04995004995005 0 0.0988630746416213 0
"знакомых" 0 0 0.0494315373208107 0.0974658869395711
"золотые" 0.04995004995005 0.0977517106549365 0 0
"извольте" 0 0.0488758553274682 0.0988630746416213 0
"именно" 0.04995004995005 0 0.0494315373208107 0.0487329434697856
"имя" 0.0999000999000999 0.0488758553274682 0 0
"иначе" 0.0999000999000999 0.0488758553274682 0 0
"кажется" 0.14985014985015 0 0 0
"каким" 0.0999000999000999 0 0.0494315373208107 0
"кармане" 0 0.0488758553274682 0 0.0974658869395711
"комедии" 0.04995004995005 0 0.0494315373208107 0.0487329434697856
"комедию" 0.04995004995005 0.0977517106549365 0 0
"конечно" 0 0 0.0988630746416213 0.0487329434697856
"которой" 0.0999000999000999 0 0.0494315373208107 0
"которому" 0 0.0488758553274682 0 0.0974658869395711
"который" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"которым" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"кредит" 0 0.0488758553274682 0 0.0974658869395711
"кредиторы" 0 0 0 0.146198830409357
"купил" 0 0.146627565982405 0 0
"лидии" 0 0 0.0494315373208107 0.0974658869395711
"лошади" 0 0.0488758553274682 0 0.0974658869395711
"любим" 0.04995004995005 0 0.0494315373208107 0.0487329434697856
"любит" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"людей" 0 0 0.0988630746416213 0.0487329434697856
"люди" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"мебель" 0.04995004995005 0 0 0.0974658869395711
"место" 0 0.0488758553274682 0.0494315373208107 0.0487329434697856
"минуту" 0 0.0977517106549365 0 0.0487329434697856
"моему" 0.04995004995005 0.0488758553274682 0.0494315373208107 0
"мужья" 0.04995004995005 0 0.0988630746416213 0
"найдете" 0.0999000999000999 0 0.0494315373208107 0
"недавно" 0.04995004995005 0 0.0494315373208107 0.0487329434697856
"немного" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"непременно" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"нехорошо" 0.0999000999000999 0 0.0494315373208107 0
"нечего" 0 0.0488758553274682 0.0494315373208107 0.0487329434697856
"нечем" 0.04995004995005 0.0977517106549365 0 0
"никак" 0 0 0.0988630746416213 0.0487329434697856
"нравится" 0 0 0.148294611962432 0
"один" 0.04995004995005 0 0 0.0974658869395711
"одна" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"однако" 0.0999000999000999 0 0.0494315373208107 0
"около" 0 0 0.0494315373208107 0.0974658869395711
"оно" 0 0.0977517106549365 0 0.0487329434697856
"оставаться" 0.0999000999000999 0 0 0.0487329434697856
"осталось" 0 0 0 0.146198830409357
"осчастливить" 0.0999000999000999 0 0.0494315373208107 0
"переехать" 0 0.146627565982405 0 0
"поехали" 0 0 0 0.146198830409357
"позовите" 0 0.146627565982405 0 0
"пойдем" 0 0 0.0988630746416213 0.0487329434697856
"полвершка" 0.0999000999000999 0 0.0494315373208107 0
"полно" 0 0.0488758553274682 0 0.0974658869395711
"положении" 0.0999000999000999 0.0488758553274682 0 0
"полюбить" 0.0999000999000999 0.0488758553274682 0 0
"помню" 0.04995004995005 0 0 0.0974658869395711
"порок" 0.14985014985015 0 0 0
"послушай" 0 0 0 0.146198830409357
"правда" 0.04995004995005 0 0.0988630746416213 0
"прииски" 0.0999000999000999 0.0488758553274682 0 0
"продолжайте" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"просто" 0 0.0488758553274682 0.0494315373208107 0.0487329434697856
"прошу" 0.0999000999000999 0.0488758553274682 0 0
"прощай" 0 0.0488758553274682 0 0.0974658869395711
"прощайте" 0 0.0977517106549365 0 0.0487329434697856
"пятьдесят" 0 0 0.0988630746416213 0.0487329434697856
"ради" 0 0.0977517106549365 0 0.0487329434697856
"разговаривать" 0 0 0.148294611962432 0
"руки" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"руку" 0.04995004995005 0 0.0988630746416213 0
"свой" 0 0 0.0988630746416213 0.0487329434697856
"сделать" 0.04995004995005 0.0977517106549365 0 0
"скажу" 0 0 0.0494315373208107 0.0974658869395711
"скоро" 0.0999000999000999 0 0.0494315373208107 0
"собой" 0.0999000999000999 0 0.0494315373208107 0
"согласитесь" 0.14985014985015 0 0 0
"сорок" 0 0.146627565982405 0 0
"спасите" 0 0.146627565982405 0 0
"спрашивай" 0 0.0977517106549365 0 0.0487329434697856
"стыда" 0.04995004995005 0.0977517106549365 0 0
"счастья" 0.0999000999000999 0.0488758553274682 0 0
