"lidiya_1" "lidiya_2" "telyatev_1" "telyatev_2"
"сюда" 0.04995004995005 0.0488758553274682 0 0.0487329434697856
"тайны" 0 0.0488758553274682 0 0.0974658869395711
"такая" 0.04995004995005 0 0.0494315373208107 0.0487329434697856
"таких" 0 0 0.0988630746416213 0.0487329434697856
"тобой" 0 0 0 0.146198830409357
"тому" 0.0999000999000999 0 0.0494315373208107 0
"тот" 0 0 0.0494315373208107 0.0974658869395711
"туда" 0.14985014985015 0 0 0
"угодно" 0 0 0.0988630746416213 0.0487329434697856
"ужасно" 0 0.0977517106549365 0 0.0487329434697856
"уже" 0.04995004995005 0 0.0494315373208107 0.0487329434697856
"ума" 0 0 0.0988630746416213 0.0487329434697856
"умираю" 0 0.146627565982405 0 0
"умные" 0 0 0.0494315373208107 0.0974658869395711
"хотела" 0 0.146627565982405 0 0
"хотят" 0 0.0488758553274682 0.0494315373208107 0.0487329434697856
"хочу" 0.14985014985015 0 0 0
"хуже" 0.0999000999000999 0 0.0494315373208107 0
"черт" 0 0 0.0988630746416213 0.0487329434697856
"честь" 0 0.0488758553274682 0.0988630746416213 0
"четыре" 0 0.0488758553274682 0.0988630746416213 0
"чувство" 0.14985014985015 0 0 0
"шампанское" 0 0 0.0494315373208107 0.0974658869395711
"эту" 0 0.0977517106549365 0 0.0487329434697856
"jеаn" 0.14985014985015 0 0 0
"антоновна" 0 0 0 0.0974658869395711
"балуете" 0.0999000999000999 0 0 0
"берите" 0.04995004995005 0 0 0.0487329434697856
"беру" 0 0 0.0494315373208107 0.0487329434697856
"беспокойтесь" 0.04995004995005 0 0 0.0487329434697856
"благодарить" 0 0.0488758553274682 0.0494315373208107 0
"благодетель" 0.04995004995005 0.0488758553274682 0 0
"блондинку" 0 0.0977517106549365 0 0
"богаты" 0 0 0.0494315373208107 0.0487329434697856
"богаче" 0.04995004995005 0 0 0.0487329434697856
"больших" 0 0.0977517106549365 0 0
"борисыч" 0 0.0977517106549365 0 0
"бранить" 0.0999000999000999 0 0 0
"брата" 0.04995004995005 0 0.0494315373208107 0
"бросают" 0 0.0488758553274682 0 0.0487329434697856
"бросить" 0 0 0.0494315373208107 0.0487329434697856
"бросьте" 0 0.0977517106549365 0 0
"будто" 0 0.0488758553274682 0 0.0487329434697856
"будь" 0 0.0488758553274682 0 0.0487329434697856
"бутылку" 0 0 0.0988630746416213 0
"бывает" 0 0.0488758553274682 0 0.0487329434697856
"бюджет" 0 0.0977517106549365 0 0
"васильков" 0 0 0.0988630746416213 0
"ваша" 0 0.0977517106549365 0 0
"вашем" 0.04995004995005 0 0.0494315373208107 0
"вашим" 0.04995004995005 0 0.0494315373208107 0
"ваших" 0 0 0.0988630746416213 0
"векселя" 0 0 0 0.0974658869395711
"верить" 0 0.0488758553274682 0.0494315373208107 0
"видать" 0 0.0977517106549365 0 0
"видела" 0.04995004995005 0.0488758553274682 0 0
"видели" 0 0.0488758553274682 0 0.0487329434697856
"видишь" 0 0.0488758553274682 0.0494315373208107 0
"видно" 0 0.0488758553274682 0 0.0487329434697856
"вино" 0 0 0.0988630746416213 0
"виноваты" 0.04995004995005 0.0488758553274682 0 0
"влюблены" 0.04995004995005 0 0.0494315373208107 0
"возьмет" 0.04995004995005 0 0 0.0487329434697856
"возьмите" 0 0 0.0988630746416213 0
"ворот" 0 0 0.0494315373208107 0.0487329434697856
"воротам" 0 0.0488758553274682 0 0.0487329434697856
"восемьдесят" 0 0.0488758553274682 0 0.0487329434697856
"воскресенским" 0 0.0488758553274682 0 0.0487329434697856
"всем" 0.04995004995005 0 0 0.0487329434697856
"вся" 0.0999000999000999 0 0 0
"всякое" 0.04995004995005 0 0 0.0487329434697856
"вчера" 0 0 0 0.0974658869395711
"выпили" 0 0 0.0988630746416213 0
"вышла" 0.04995004995005 0.0488758553274682 0 0
"геннадича" 0 0 0.0988630746416213 0
"глуп" 0.04995004995005 0.0488758553274682 0 0
"глупо" 0.04995004995005 0 0 0.0487329434697856
"глядит" 0 0 0 0.0974658869395711
"говорили" 0.04995004995005 0 0 0.0487329434697856
"год" 0.04995004995005 0 0 0.0487329434697856
"гораздо" 0.04995004995005 0.0488758553274682 0 0
"гречески" 0 0 0.0988630746416213 0
"грубый" 0.04995004995005 0.0488758553274682 0 0
"давайте" 0.04995004995005 0 0.0494315373208107 0
"даете" 0 0.0977517106549365 0 0
"дамам" 0.04995004995005 0 0.0494315373208107 0
"двадцать" 0 0.0977517106549365 0 0
"двух" 0 0 0.0494315373208107 0.0487329434697856
"действительно" 0.04995004995005 0 0 0.0487329434697856
"деле" 0.04995004995005 0 0.0494315373208107 0
"делиться" 0.04995004995005 0 0.0494315373208107 0
"деньгах" 0 0.0488758553274682 0 0.0487329434697856
"дмитрич" 0.04995004995005 0 0.0494315373208107 0
"долги" 0 0.0977517106549365 0 0
"дорого" 0.0999000999000999 0 0 0
"дороже" 0.0999000999000999 0 0 0
"достоинства" 0.0999000999000999 0 0 0
"другое" 0.04995004995005 0 0 0.0487329434697856
"другой" 0 0.0488758553274682 0.0494315373208107 0
"думают" 0 0 0.0494315373208107 0.0487329434697856
"егор" 0.04995004995005 0 0.0494315373208107 0
"едва" 0.04995004995005 0 0.0494315373208107 0
"едет" 0 0.0488758553274682 0 0.0487329434697856
"жалей" 0 0.0488758553274682 0 0.0487329434697856
"жалким" 0.04995004995005 0.0488758553274682 0 0
"желает" 0 0.0488758553274682 0.0494315373208107 0
"жениться" 0 0 0.0988630746416213 0
"жертв" 0 0 0.0988630746416213 0
"жертва" 0.04995004995005 0.0488758553274682 0 0
"жест" 0 0.0977517106549365 0 0
"жестоко" 0 0.0977517106549365 0 0
"зато" 0 0 0.0494315373208107 0.0487329434697856
"здравствуй" 0 0 0.0494315373208107 0.0487329434697856
"зиму" 0.0999000999000999 0 0 0
"злой" 0 0.0977517106549365 0 0
"золота" 0.0999000999000999 0 0 0
"золото" 0.04995004995005 0 0 0.0487329434697856
"играли" 0 0.0977517106549365 0 0
"идет" 0 0.0488758553274682 0.0494315373208107 0
"иди" 0 0 0.0988630746416213 0
"издали" 0 0 0.0494315373208107 0.0487329434697856
"имеете" 0 0.0488758553274682 0.0494315373208107 0
"искренни" 0.04995004995005 0 0.0494315373208107 0
"каждый" 0 0.0488758553274682 0 0.0487329434697856
"казани" 0.04995004995005 0 0.0494315373208107 0
"каком" 0.0999000999000999 0 0 0
"кем" 0 0 0.0494315373208107 0.0487329434697856
"клуб" 0 0 0 0.0974658869395711
"князинька" 0 0 0.0988630746416213 0
"коляске" 0 0.0977517106549365 0 0
"кончено" 0 0.0488758553274682 0 0.0487329434697856
"которая" 0.0999000999000999 0 0 0
"которое" 0 0 0.0988630746416213 0
"которую" 0 0.0488758553274682 0 0.0487329434697856
"крайней" 0.04995004995005 0 0.0494315373208107 0
"красавиц" 0.04995004995005 0 0.0494315373208107 0
"красоту" 0 0.0488758553274682 0 0.0487329434697856
"кругом" 0 0.0488758553274682 0.0494315373208107 0
"кружите" 0.0999000999000999 0 0 0
"кусок" 0.0999000999000999 0 0 0
"кучумова" 0 0.0488758553274682 0 0.0487329434697856
"ласки" 0.0999000999000999 0 0 0
"ласку" 0.04995004995005 0 0.0494315373208107 0
"лет" 0.04995004995005 0 0.0494315373208107 0
"либо" 0 0 0 0.0974658869395711
"лице" 0.04995004995005 0 0.0494315373208107 0
"лицо" 0.0999000999000999 0 0 0
"лишаете" 0.0999000999000999 0 0 0
"лондоне" 0 0 0.0988630746416213 0
"лошадей" 0 0.0488758553274682 0 0.0487329434697856
"любят" 0 0.0488758553274682 0.0494315373208107 0
"людям" 0.04995004995005 0 0 0.0487329434697856
"магазинов" 0.04995004995005 0.0488758553274682 0 0
"маленькая" 0 0 0 0.0974658869395711
"малый" 0 0 0.0494315373208107 0.0487329434697856
"между" 0.04995004995005 0.0488758553274682 0 0
"меньше" 0 0 0.0988630746416213 0
"мере" 0.04995004995005 0 0.0494315373208107 0
"миллионы" 0 0 0.0988630746416213 0
"милость" 0.04995004995005 0 0 0.0487329434697856
"мир" 0 0.0977517106549365 0 0
"многих" 0 0 0.0988630746416213 0
"мною" 0 0.0977517106549365 0 0
"моем" 0 0.0977517106549365 0 0
"можете" 0.04995004995005 0.0488758553274682 0 0
"моим" 0.04995004995005 0.0488758553274682 0 0
"морщинка" 0 0 0 0.0974658869395711
"москва" 0.04995004995005 0 0 0.0487329434697856
"москву" 0.0999000999000999 0 0 0
"мужем" 0.04995004995005 0.0488758553274682 0 0
"мужу" 0 0.0977517106549365 0 0
"мaman" 0.04995004995005 0.0488758553274682 0 0
"надежда" 0 0 0 0.0974658869395711
"надоел" 0.04995004995005 0 0 0.0487329434697856
"надолго" 0.04995004995005 0.0488758553274682 0 0
"нами" 0 0.0488758553274682 0 0.0487329434697856
"напрасно" 0.04995004995005 0.0488758553274682 0 0
"нарочно" 0 0.0977517106549365 0 0
"наше" 0.04995004995005 0 0.0494315373208107 0
"нашего" 0 0.0488758553274682 0.0494315373208107 0
"наши" 0 0.0977517106549365 0 0
"наших" 0.04995004995005 0 0.0494315373208107 0
"невозможно" 0.0999000999000999 0 0 0
"неделю" 0 0.0488758553274682 0.0494315373208107 0
"нем" 0 0.0977517106549365 0 0
"несколько" 0 0 0.0494315373208107 0.0487329434697856
"никого" 0 0.0488758553274682 0 0.0487329434697856
"ничем" 0 0.0488758553274682 0.0494315373208107 0
"новость" 0 0 0.0988630746416213 0
"новую" 0.0999000999000999 0 0 0
"нужен" 0 0 0.0494315373208107 0.0487329434697856
"оба" 0.04995004995005 0 0 0.0487329434697856
"обед" 0 0 0.0494315373208107 0.0487329434697856
"обеда" 0 0 0.0494315373208107 0.0487329434697856
"обманывает" 0 0.0977517106549365 0 0
"обо" 0 0.0488758553274682 0 0.0487329434697856
"обойтись" 0.0999000999000999 0 0 0
"обычай" 0.04995004995005 0 0.0494315373208107 0
"обязанности" 0.04995004995005 0.0488758553274682 0 0
"одно" 0 0 0.0494315373208107 0.0487329434697856
"одну" 0.0999000999000999 0 0 0
"окну" 0 0.0977517106549365 0 0
"особенно" 0 0 0.0988630746416213 0
"отец" 0 0.0977517106549365 0 0
"отказываться" 0.04995004995005 0 0.0494315373208107 0
"откуда" 0.04995004995005 0 0 0.0487329434697856
"отцу" 0.04995004995005 0.0488758553274682 0 0
"папашей" 0.04995004995005 0.0488758553274682 0 0
"парке" 0 0 0.0494315373208107 0.0487329434697856
"перед" 0 0 0 0.0974658869395711
"переехала" 0 0.0977517106549365 0 0
"перемена" 0 0 0.0988630746416213 0
"перестань" 0 0 0 0.0974658869395711
"пишет" 0.04995004995005 0.0488758553274682 0 0
"платить" 0 0.0488758553274682 0 0.0487329434697856
"побольше" 0 0 0 0.0974658869395711
"поверь" 0 0 0.0494315373208107 0.0487329434697856
"поверьте" 0.0999000999000999 0 0 0
"погляжу" 0 0 0.0988630746416213 0
"погоди" 0 0.0488758553274682 0 0.0487329434697856
"подарить" 0 0.0488758553274682 0 0.0487329434697856
"подарки" 0.04995004995005 0.0488758553274682 0 0
"подойти" 0 0.0977517106549365 0 0
"познакомились" 0 0 0.0988630746416213 0
"познакомить" 0 0 0.0988630746416213 0
"пойдут" 0.04995004995005 0 0 0.0487329434697856
"поклонников" 0.04995004995005 0 0 0.0487329434697856
"положит" 0.0999000999000999 0 0 0
"получил" 0 0 0.0494315373208107 0.0487329434697856
"получили" 0 0 0 0.0974658869395711
"помилуйте" 0 0 0.0988630746416213 0
"пообедаем" 0 0 0 0.0974658869395711
"поплакать" 0 0.0977517106549365 0 0
"пора" 0.04995004995005 0 0.0494315373208107 0
"порядком" 0 0 0.0494315373208107 0.0487329434697856
"поскорей" 0 0.0488758553274682 0.0494315373208107 0
"послушайте" 0 0.0488758553274682 0 0.0487329434697856
"посмотрите" 0 0 0 0.0974658869395711
"постой" 0 0 0 0.0974658869395711
"предложение" 0.04995004995005 0.0488758553274682 0 0
"представить" 0 0 0.0988630746416213 0
"прекрасно" 0.0999000999000999 0 0 0
"при" 0 0 0.0494315373208107 0.0487329434697856
"привыкнуть" 0.0999000999000999 0 0 0
"принял" 0 0.0488758553274682 0.0494315373208107 0
"принято" 0.04995004995005 0 0 0.0487329434697856
"притвориться" 0.0999000999000999 0 0 0
"притворялась" 0 0.0977517106549365 0 0
"причина" 0.0999000999000999 0 0 0
"пропадут" 0 0 0 0.0974658869395711
"проститься" 0 0.0977517106549365 0 0
"против" 0 0 0.0494315373208107 0.0487329434697856
"процентов" 0 0 0.0494315373208107 0.0487329434697856
"проценты" 0 0.0977517106549365 0 0
"пьет" 0 0 0.0494315373208107 0.0487329434697856
"раб" 0 0 0.0988630746416213 0
"равно" 0.04995004995005 0 0 0.0487329434697856
"радостью" 0.0999000999000999 0 0 0
"развлечение" 0.04995004995005 0 0 0.0487329434697856
"развратный" 0.04995004995005 0 0.0494315373208107 0
"рассказываете" 0.0999000999000999 0 0 0
"рассказывать" 0.04995004995005 0 0.0494315373208107 0
"рассмешите" 0.04995004995005 0.0488758553274682 0 0
"решительно" 0.04995004995005 0.0488758553274682 0 0
"роскошь" 0.04995004995005 0.0488758553274682 0 0
"руках" 0.04995004995005 0.0488758553274682 0 0
"савву" 0 0 0.0988630746416213 0
"садитесь" 0 0.0488758553274682 0.0494315373208107 0
"сама" 0.04995004995005 0.0488758553274682 0 0
"самоубийство" 0 0.0977517106549365 0 0
"свет" 0 0 0 0.0974658869395711
"свое" 0.04995004995005 0 0 0.0487329434697856
"своим" 0 0 0.0988630746416213 0
"сделайте" 0.04995004995005 0.0488758553274682 0 0
"сделал" 0 0.0977517106549365 0 0
"сделалось" 0.04995004995005 0.0488758553274682 0 0
"сердитесь" 0.0999000999000999 0 0 0
"сердиться" 0.0999000999000999 0 0 0
"сильна" 0.0999000999000999 0 0 0
"скажут" 0.04995004995005 0 0 0.0487329434697856
"сказал" 0 0 0.0988630746416213 0
"скорей" 0 0.0977517106549365 0 0
"слишком" 0 0.0488758553274682 0 0.0487329434697856
"слово" 0 0.0977517106549365 0 0
"слышал" 0 0 0.0494315373208107 0.0487329434697856
"смеяться" 0 0 0.0494315373208107 0.0487329434697856
"сначала" 0 0 0.0494315373208107 0.0487329434697856
"совершенная" 0 0 0.0988630746416213 0
"совесть" 0 0 0 0.0974658869395711
"сохрани" 0.04995004995005 0 0 0.0487329434697856
"способностям" 0 0 0.0494315373208107 0.0487329434697856
"средств" 0 0.0977517106549365 0 0
"сродственник" 0 0 0 0.0974658869395711
"становится" 0 0.0488758553274682 0.0494315373208107 0
"старому" 0.04995004995005 0 0.0494315373208107 0
"старых" 0 0 0 0.0974658869395711
"сто" 0 0 0.0494315373208107 0.0487329434697856
"стоите" 0.0999000999000999 0 0 0
"столько" 0.04995004995005 0.0488758553274682 0 0
"стороны" 0.04995004995005 0 0 0.0487329434697856
"стою" 0 0 0.0988630746416213 0
"странные" 0 0 0 0.0974658869395711
"страшно" 0 0.0488758553274682 0.0494315373208107 0
"ступай" 0 0 0.0988630746416213 0
"сумасшедший" 0.0999000999000999 0 0 0
"счастие" 0 0.0488758553274682 0.0494315373208107 0
"счастия" 0 0.0977517106549365 0 0
"счастлив" 0 0 0.0494315373208107 0.0487329434697856
"счастлива" 0.0999000999000999 0 0 0
"счастливы" 0.0999000999000999 0 0 0
"счастливый" 0.04995004995005 0 0.0494315373208107 0
"считала" 0.0999000999000999 0 0 0
"считать" 0 0 0.0494315373208107 0.0487329434697856
"сырости" 0 0 0.0988630746416213 0
"такого" 0 0.0488758553274682 0 0.0487329434697856
"таком" 0.04995004995005 0.0488758553274682 0 0
"твое" 0 0.0977517106549365 0 0
"твоего" 0 0 0.0494315373208107 0.0487329434697856
"телеграмму" 0 0 0 0.0974658869395711
"терять" 0.04995004995005 0 0 0.0487329434697856
"тише" 0 0 0 0.0974658869395711
"три" 0 0.0488758553274682 0 0.0487329434697856
"труда" 0.04995004995005 0.0488758553274682 0 0
"трудно" 0.0999000999000999 0 0 0
"убей" 0 0 0 0.0974658869395711
"увидал" 0 0 0.0988630746416213 0
"удовольствием" 0 0 0.0988630746416213 0
"ужели" 0.0999000999000999 0 0 0
"узнает" 0.04995004995005 0 0.0494315373208107 0
"ум" 0 0 0.0988630746416213 0
"умеет" 0.04995004995005 0 0 0.0487329434697856
"умеете" 0.04995004995005 0.0488758553274682 0 0
"уметь" 0 0 0.0988630746416213 0
"умею" 0 0 0 0.0974658869395711
"умру" 0.0999000999000999 0 0 0
"успела" 0.04995004995005 0.0488758553274682 0 0
"учить" 0 0.0488758553274682 0.0494315373208107 0
"учтивость" 0 0 0 0.0974658869395711
"хороша" 0 0 0.0494315373208107 0.0487329434697856
"хорошенько" 0.04995004995005 0 0 0.0487329434697856
"хороший" 0 0 0 0.0974658869395711
"хочешь" 0 0 0 0.0974658869395711
"целуйте" 0.04995004995005 0.0488758553274682 0 0
"час" 0 0.0488758553274682 0 0.0487329434697856
"часа" 0 0.0488758553274682 0 0.0487329434697856
"чебоксарову" 0 0 0.0988630746416213 0
"чему" 0 0 0 0.0974658869395711
"читать" 0 0 0.0988630746416213 0
"чудак" 0 0 0 0.0974658869395711
"чужое" 0 0 0.0494315373208107 0.0487329434697856
"чуть" 0 0.0488758553274682 0.0494315373208107 0
"шампанским" 0 0 0.0494315373208107 0.0487329434697856
"шампанского" 0 0 0.0988630746416213 0
"шестьсот" 0 0.0488758553274682 0 0.0487329434697856
"экипажи" 0 0 0 0.0974658869395711
"юрьевны" 0 0 0.0494315373208107 0.0487329434697856
"commis" 0.0999000999000999 0 0 0
"абиссинец" 0 0 0.0494315373208107 0
"актрисы" 0 0.0488758553274682 0 0
"акцентом" 0 0 0.0494315373208107 0
"акции" 0 0 0.0494315373208107 0
"алексеевич" 0 0 0.0494315373208107 0
"алексеич" 0 0 0.0494315373208107 0
"аллаху" 0 0 0.0494315373208107 0
"аллее" 0 0 0.0494315373208107 0
"америки" 0 0 0 0.0487329434697856
"англии" 0 0 0.0494315373208107 0
"английский" 0 0 0.0494315373208107 0
"англичанин" 0 0 0.0494315373208107 0
"анекдот" 0 0 0.0494315373208107 0
"аршина" 0 0 0.0494315373208107 0
"астрономию" 0 0 0.0494315373208107 0
"аудитория" 0.04995004995005 0 0 0
"ахать" 0.04995004995005 0 0 0
"аэростате" 0 0.0488758553274682 0 0
"бабочка" 0.04995004995005 0 0 0
"бабушек" 0 0 0 0.0487329434697856
"балета" 0 0 0.0494315373208107 0
"балетах" 0 0 0.0494315373208107 0
"балы" 0 0 0 0.0487329434697856
"бараках" 0 0 0 0.0487329434697856
"батюшка" 0 0 0.0494315373208107 0
"бегал" 0 0 0 0.0487329434697856
"бегают" 0 0 0 0.0487329434697856
"бегите" 0 0.0488758553274682 0 0
"беде" 0 0.0488758553274682 0 0
"беден" 0 0.0488758553274682 0 0
"бедности" 0.04995004995005 0 0 0
"бедные" 0.04995004995005 0 0 0
"бедным" 0 0 0 0.0487329434697856
"бедных" 0 0.0488758553274682 0 0
"беды" 0.04995004995005 0 0 0
"бежали" 0 0 0 0.0487329434697856
"бездельникам" 0 0 0 0.0487329434697856
"беззаботного" 0 0.0488758553274682 0 0
"беззаботности" 0.04995004995005 0 0 0
"безнравственный" 0.04995004995005 0 0 0
"безумная" 0.04995004995005 0 0 0
"белому" 0 0 0 0.0487329434697856
"белья" 0.04995004995005 0 0 0
"беретесь" 0.04995004995005 0 0 0
"беречь" 0 0.0488758553274682 0 0
"бери" 0 0 0 0.0487329434697856
"бесконечно" 0.04995004995005 0 0 0
"бесподобно" 0 0 0.0494315373208107 0
"беспокоиться" 0 0 0 0.0487329434697856
"беспутного" 0 0 0.0494315373208107 0
"бесспорной" 0 0 0.0494315373208107 0
"бешеных" 0 0 0 0.0487329434697856
"благодарите" 0.04995004995005 0 0 0
"благоразумный" 0 0 0 0.0487329434697856
"благородная" 0 0 0 0.0487329434697856
"благородно" 0.04995004995005 0 0 0
"блеск" 0.04995004995005 0 0 0
"блестит" 0 0.0488758553274682 0 0
"блестящая" 0 0 0 0.0487329434697856
"ближе" 0 0 0 0.0487329434697856
"близко" 0 0 0.0494315373208107 0
"блистать" 0 0.0488758553274682 0 0
"блондиночка" 0 0 0 0.0487329434697856
"блуждает" 0 0 0 0.0487329434697856
"богато" 0 0.0488758553274682 0 0
"богатого" 0.04995004995005 0 0 0
"богатстве" 0 0.0488758553274682 0 0
"богатых" 0.04995004995005 0 0 0
"богиня" 0 0.0488758553274682 0 0
"божился" 0 0 0 0.0487329434697856
"бойся" 0 0 0.0494315373208107 0
"бойтесь" 0 0 0.0494315373208107 0
"болен" 0.04995004995005 0 0 0
"болоте" 0 0.0488758553274682 0 0
"болтун" 0 0.0488758553274682 0 0
"больно" 0 0.0488758553274682 0 0
"большая" 0.04995004995005 0 0 0
"большим" 0 0 0.0494315373208107 0
"большой" 0.04995004995005 0 0 0
"боюсь" 0 0 0.0494315373208107 0
"бояться" 0.04995004995005 0 0 0
"брака" 0 0 0.0494315373208107 0
"браком" 0 0 0.0494315373208107 0
"бросила" 0 0.0488758553274682 0 0
"бросился" 0 0 0.0494315373208107 0
"будемте" 0 0.0488758553274682 0 0
"будешь" 0.04995004995005 0 0 0
"будьте" 0.04995004995005 0 0 0
"букетом" 0 0 0.0494315373208107 0
"буки" 0 0 0.0494315373208107 0
"булавки" 0 0.0488758553274682 0 0
"бумаге" 0 0 0.0494315373208107 0
"бумаги" 0 0 0 0.0487329434697856
"бумажник" 0 0 0.0494315373208107 0
"бутылка" 0 0 0.0494315373208107 0
"бутылке" 0 0 0.0494315373208107 0
"бутылочка" 0 0 0.0494315373208107 0
"бывал" 0 0 0.0494315373208107 0
"бывают" 0 0 0 0.0487329434697856
"бьется" 0 0.0488758553274682 0 0
"важность" 0.04995004995005 0 0 0
"валится" 0 0.0488758553274682 0 0
"вальса" 0 0.0488758553274682 0 0
"василия" 0 0 0 0.0487329434697856
"васильки" 0 0 0 0.0487329434697856
"васильковой" 0 0 0 0.0487329434697856
"вася" 0 0 0 0.0487329434697856
"ваханского" 0 0 0 0.0487329434697856
"ваш" 0 0 0 0.0487329434697856
"вашему" 0 0 0.0494315373208107 0
"введется" 0.04995004995005 0 0 0
"ведут" 0 0 0 0.0487329434697856
"век" 0 0 0.0494315373208107 0
"вексель" 0 0 0 0.0487329434697856
"велела" 0 0.0488758553274682 0 0
"велели" 0 0 0.0494315373208107 0
"великое" 0 0.0488758553274682 0 0
"великолепной" 0 0 0 0.0487329434697856
"великолепные" 0 0 0 0.0487329434697856
"величайшим" 0 0 0.0494315373208107 0
"велю" 0 0.0488758553274682 0 0
"велят" 0.04995004995005 0 0 0
"верно" 0 0 0.0494315373208107 0
"верное" 0 0 0.0494315373208107 0
"вернулся" 0 0 0 0.0487329434697856
"вероятнее" 0.04995004995005 0 0 0
"вероятно" 0 0.0488758553274682 0 0
"вероятности" 0 0 0.0494315373208107 0
"верьте" 0.04995004995005 0 0 0
"верю" 0 0.0488758553274682 0 0
"вес" 0.04995004995005 0 0 0
"веселеньких" 0 0.0488758553274682 0 0
"весело" 0.04995004995005 0 0 0
"веселость" 0 0 0.0494315373208107 0
"ветрен" 0 0 0.0494315373208107 0
"ветрены" 0.04995004995005 0 0 0
"вечер" 0 0 0.0494315373208107 0
"вещи" 0.04995004995005 0 0 0
"вещь" 0.04995004995005 0 0 0
"взгляни" 0 0 0 0.0487329434697856
"вздергивает" 0 0.0488758553274682 0 0
"вздумай" 0 0 0 0.0487329434697856
"взрослых" 0 0 0.0494315373208107 0
"взысканию" 0 0 0 0.0487329434697856
"взыскивают" 0 0 0 0.0487329434697856
"взяла" 0 0.0488758553274682 0 0
"взяли" 0 0 0 0.0487329434697856
"взяло" 0 0 0.0494315373208107 0
"взято" 0 0 0 0.0487329434697856
"взяток" 0 0 0.0494315373208107 0
"взяты" 0 0 0 0.0487329434697856
"видали" 0.04995004995005 0 0 0
"видел" 0 0 0.0494315373208107 0
"видим" 0.04995004995005 0 0 0
"видимо" 0 0 0 0.0487329434697856
"видимую" 0 0 0.0494315373208107 0
"виноват" 0 0 0.0494315373208107 0
"виновата" 0 0.0488758553274682 0 0
"вину" 0 0.0488758553274682 0 0
"вкус" 0 0 0 0.0487329434697856
"владеть" 0.04995004995005 0 0 0
"влюблен" 0 0 0.0494315373208107 0
"воду" 0 0 0.0494315373208107 0
"воды" 0 0 0 0.0487329434697856
"водят" 0 0 0.0494315373208107 0
"возможность" 0.04995004995005 0 0 0
"вознаграждение" 0 0.0488758553274682 0 0
"возьмете" 0 0 0.0494315373208107 0
"возьмешь" 0 0 0 0.0487329434697856
"возьми" 0 0 0 0.0487329434697856
"возьму" 0 0 0.0494315373208107 0
"возьмусь" 0 0 0.0494315373208107 0
"войду" 0 0 0.0494315373208107 0
"волжского" 0 0 0.0494315373208107 0
"воображения" 0 0.0488758553274682 0 0
"вопросы" 0 0 0 0.0487329434697856
"воротите" 0 0.0488758553274682 0 0
"воротить" 0 0.0488758553274682 0 0
"воспитывают" 0 0.0488758553274682 0 0
"вперед" 0.04995004995005 0 0 0
"впился" 0 0 0.0494315373208107 0
"вполне" 0 0.0488758553274682 0 0
"временем" 0 0 0.0494315373208107 0
"времени" 0 0.0488758553274682 0 0
"врожденную" 0 0 0.0494315373208107 0
"всадник" 0 0 0.0494315373208107 0
"всей" 0 0.0488758553274682 0 0
"вслед" 0 0 0.0494315373208107 0
"вспомни" 0 0 0 0.0487329434697856
"вспомнила" 0.04995004995005 0 0 0
"вспомню" 0 0 0 0.0487329434697856
"встану" 0 0 0 0.0487329434697856
"встречного" 0 0 0 0.0487329434697856
"встречному" 0 0 0 0.0487329434697856
"всякая" 0 0.0488758553274682 0 0
"всякие" 0 0 0.0494315373208107 0
"всякий" 0.04995004995005 0 0 0
"всяком" 0.04995004995005 0 0 0
"втащил" 0 0 0.0494315373208107 0
"вторых" 0 0 0 0.0487329434697856
"втрое" 0 0 0 0.0487329434697856
"выборе" 0 0.0488758553274682 0 0
"выгодным" 0 0.0488758553274682 0 0
"выдается" 0 0 0 0.0487329434697856
"выдумал" 0.04995004995005 0 0 0
"выдут" 0 0 0 0.0487329434697856
"выезжать" 0 0.0488758553274682 0 0
"выехать" 0 0.0488758553274682 0 0
"выздоровели" 0 0 0 0.0487329434697856
"выйдет" 0 0 0 0.0487329434697856
"выкупил" 0 0.0488758553274682 0 0
"вылетит" 0 0 0 0.0487329434697856
"вынул" 0 0 0.0494315373208107 0
"выпей" 0 0 0 0.0487329434697856
"выпить" 0 0 0.0494315373208107 0
"выпустить" 0.04995004995005 0 0 0
"выпустят" 0 0 0 0.0487329434697856
"выразиться" 0.04995004995005 0 0 0
"выручи" 0 0.0488758553274682 0 0
"высоты" 0 0 0.0494315373208107 0
"высылает" 0 0.0488758553274682 0 0
"вытаращив" 0 0 0.0494315373208107 0
"выходила" 0.04995004995005 0 0 0
"выходите" 0 0.0488758553274682 0 0
"гадкий" 0.04995004995005 0 0 0
"гвардейский" 0 0 0.0494315373208107 0
"географии" 0.04995004995005 0 0 0
"гербовой" 0 0 0 0.0487329434697856
"гибну" 0 0.0488758553274682 0 0
"гимназистами" 0 0 0.0494315373208107 0
"глазами" 0 0 0.0494315373208107 0
"глумова" 0 0.0488758553274682 0 0
"глупей" 0 0 0 0.0487329434697856
"глупостей" 0 0 0.0494315373208107 0
"глупости" 0 0 0.0494315373208107 0
"глупыми" 0.04995004995005 0 0 0
"глядеть" 0 0.0488758553274682 0 0
"гляжу" 0 0 0.0494315373208107 0
"гнев" 0 0 0.0494315373208107 0
"гнусную" 0 0 0 0.0487329434697856
"говоришь" 0 0 0 0.0487329434697856
"года" 0 0.0488758553274682 0 0
"голова" 0 0 0 0.0487329434697856
"головами" 0.04995004995005 0 0 0
"голове" 0 0 0.0494315373208107 0
