"30_masalskiy" "30_veltman" "50_begichev" "50_pogorelsky"
"кто" 0.177124552477859 0.121571435708695 0.0760997643362137 0.0926549865229111
"своей" 0.048991897493876 0.0865988309157826 0.157109190887667 0.111185983827493
"может" 0.0866779724891653 0.0383033290589039 0.154654359780047 0.143194070080863
"всех" 0.0866779724891653 0.104917814378737 0.12519638648861 0.0876010781671159
"им" 0.0716035424910496 0.0582876746548537 0.144835035349568 0.128032345013477
"очень" 0.0565291124929339 0.0149882591969624 0.166928515318146 0.161725067385445
"олелькович" 0 0.308091994604227 0 0
"сам" 0.0829093649896363 0.0616183989208453 0.166928515318146 0.0977088948787062
"анюта" 0 0 0 0.301549865229111
"вам" 0.0188430374976446 0.0383033290589039 0.137470542026709 0.158355795148248
"мой" 0.097983794987752 0.0799373823837994 0.152199528672427 0.0690700808625337
"чтобы" 0.101752402487281 0.00499608639898746 0.314218381775334 0.0320080862533693
"есть" 0.0753721499905785 0.139890419171649 0.12028672427337 0.0387466307277628
"вас" 0.0527605049934049 0.0249804319949373 0.127651217596229 0.154986522911051
"опять" 0.0376860749952892 0.0965910037137576 0.0908287509819324 0.112870619946092
"том" 0.0829093649896363 0.0266457941279331 0.0736449332285939 0.175202156334232
"отвечал" 0.0753721499905785 0.0982563658467534 0.12519638648861 0.0640161725067386
"б" 0.0565291124929339 0.189851283161523 0.0024548311076198 0.0623315363881402
"более" 0.097983794987752 0.0316418805269206 0.12028672427337 0.119609164420485
"ничего" 0.0942151874882231 0.0266457941279331 0.162018853102907 0.0943396226415094
"клим" 0 0 0 0.27122641509434
"сидорович" 0 0 0 0.27122641509434
"потом" 0.0565291124929339 0.118240711442703 0.0859190887666929 0.0657008086253369
"ней" 0.0452232899943471 0.0416340533248955 0.0711901021209741 0.153301886792453
"аглаев" 0 0 0.378043990573449 0
"наконец" 0.0866779724891653 0.0432994154578913 0.0662804399057345 0.131401617250674
"дело" 0.158281514980215 0.0233150698619415 0.11783189316575 0.0825471698113208
"нибудь" 0.109289617486339 0.0299765183939248 0.0908287509819324 0.116239892183288
"них" 0.0904465799886942 0.0732759338518161 0.0711901021209741 0.0943396226415094
"потому" 0.0226116449971735 0.0499608639898746 0.095738413197172 0.131401617250674
"слова" 0.0753721499905785 0.0816027445167952 0.0490966221523959 0.107816711590297
"a" 0 0 0.370679497250589 0.00336927223719677
"перед" 0.0527605049934049 0.083268106649791 0.0589159465828751 0.107816711590297
"чем" 0.131901262483512 0.036637966925908 0.0932835820895522 0.0892857142857143
"этого" 0.109289617486339 0.0233150698619415 0.11783189316575 0.0943396226415094
"y" 0 0 0.35595051060487 0
"хотя" 0.0452232899943471 0.0116575349309707 0.0589159465828751 0.168463611859838
"которые" 0.0942151874882231 0.0416340533248955 0.0908287509819324 0.0926549865229111
"нее" 0.0602977199924628 0.0682798474528286 0.0147289866457188 0.133086253369272
"софья" 0 0 0.289670070699136 0.0404312668463612
"раз" 0.0866779724891653 0.0482955018568788 0.0810094265514533 0.0943396226415094
"об" 0.0565291124929339 0.0349726047929122 0.0932835820895522 0.111185983827493
"всем" 0.0452232899943471 0.0682798474528286 0.11537706205813 0.0657008086253369
"другой" 0.0753721499905785 0.0482955018568788 0.0760997643362137 0.0993935309973046
"ну" 0.101752402487281 0.0432994154578913 0.0368224666142969 0.117924528301887
"также" 0.048991897493876 0.0666144853198328 0.12519638648861 0.057277628032345
"владимир" 0 0.00333072426599164 0 0.225741239892183
"один" 0.116826832485397 0.0716105717188203 0.0490966221523959 0.0707547169811321
"всё" 0.00376860749952892 0 0.0024548311076198 0.222371967654987
"времени" 0.0640663274919917 0.0482955018568788 0.0515514532600157 0.111185983827493
"лазарь" 0 0.219827801555448 0 0
"марфа" 0 0.00166536213299582 0 0.220687331536388
"образом" 0.0414546824948182 0.0516262261228704 0.0613707776904949 0.109501347708895
"петровна" 0 0 0.0024548311076198 0.220687331536388
"нею" 0.0376860749952892 0.00999217279797492 0.0662804399057345 0.146563342318059
"этот" 0.109289617486339 0.0133228970639666 0.0785545954438335 0.101078167115903
"тетушка" 0 0 0.0540062843676355 0.178571428571429
"уж" 0.192198982475975 0.0383033290589039 0.00736449332285939 0.0859164420485175
"там" 0.0866779724891653 0.064949123186837 0.0392772977219167 0.0825471698113208
"ж" 0.226116449971735 0.0383033290589039 0.0343676355066771 0.0471698113207547
"нам" 0.0866779724891653 0.0482955018568788 0.0834642576590731 0.0657008086253369
"сердце" 0.0452232899943471 0.083268106649791 0.0392772977219167 0.079177897574124
"собою" 0.0565291124929339 0.0666144853198328 0.0613707776904949 0.0758086253369272
"нас" 0.0866779724891653 0.0549569503888621 0.0564611154752553 0.0758086253369272
"руки" 0.0640663274919917 0.0882641930487785 0.0687352710133543 0.0421159029649596
"вдруг" 0.0565291124929339 0.0965910037137576 0.0196386488609584 0.0690700808625337
"можно" 0.0829093649896363 0.0166536213299582 0.110467399842891 0.0758086253369272
"нем" 0.0678349349915206 0.0482955018568788 0.0392772977219167 0.0993935309973046
"свои" 0.0301488599962314 0.0666144853198328 0.103102906520031 0.0539083557951483
"здесь" 0.0904465799886942 0.0549569503888621 0.0343676355066771 0.0842318059299191
"сказала" 0.0301488599962314 0.0133228970639666 0.12028672427337 0.0943396226415094
"своих" 0.0113058224985868 0.0516262261228704 0.108012568735271 0.0707547169811321
"совсем" 0.0263802524967025 0.00499608639898746 0.127651217596229 0.0960242587601078
"даже" 0.0301488599962314 0.0266457941279331 0.0834642576590731 0.0993935309973046
"друг" 0.0301488599962314 0.0416340533248955 0.135015710919089 0.0488544474393531
"мог" 0.0527605049934049 0.0133228970639666 0.0785545954438335 0.106132075471698
"этом" 0.0602977199924628 0.0133228970639666 0.0687352710133543 0.109501347708895
"бог" 0.0188430374976446 0.0499608639898746 0.0932835820895522 0.0690700808625337
"почти" 0.0942151874882231 0.0199843455959498 0.0564611154752553 0.0909703504043127
"руку" 0.0565291124929339 0.0816027445167952 0.0589159465828751 0.0421159029649596
"блистовский" 0 0 0 0.18699460916442
"глаза" 0.0640663274919917 0.0532915882558662 0.0343676355066771 0.079177897574124
"своим" 0.0339174674957603 0.0816027445167952 0.0883739198743126 0.0269541778975741
"будто" 0.0226116449971735 0.0616183989208453 0.0417321288295365 0.0808625336927224
"ведь" 0.0753721499905785 0 0.0147289866457188 0.136455525606469
"долго" 0.0565291124929339 0.0383033290589039 0.0589159465828751 0.0758086253369272
"человек" 0.0414546824948182 0.046630139723883 0.0711901021209741 0.0657008086253369
"голову" 0.0376860749952892 0.0932602794477659 0.0270031421838178 0.0488544474393531
"тут" 0.0301488599962314 0.0383033290589039 0.0392772977219167 0.0993935309973046
"вскричал" 0.00753721499905785 0.118240711442703 0.0343676355066771 0.0286388140161725
"нему" 0.0376860749952892 0.0532915882558662 0.0589159465828751 0.0640161725067386
"дома" 0.0866779724891653 0.0216497077289457 0.0760997643362137 0.0606469002695418
"продолжал" 0.120595439984926 0.0416340533248955 0.0785545954438335 0.0235849056603774
"тогда" 0.109289617486339 0.0149882591969624 0.0392772977219167 0.0825471698113208
"тотчас" 0.0188430374976446 0 0.149744697564808 0.0623315363881402
"надобно" 0.0791407574901074 0.00166536213299582 0.108012568735271 0.0606469002695418
"над" 0.0565291124929339 0.0799373823837994 0.0343676355066771 0.0404312668463612
"таким" 0.0376860749952892 0.036637966925908 0.0441869599371563 0.0825471698113208
"вместе" 0.0678349349915206 0.0233150698619415 0.0932835820895522 0.0454851752021563
"дом" 0.0829093649896363 0.0233150698619415 0.0564611154752553 0.0640161725067386
"про" 0.0716035424910496 0.11157926291072 0 0.0185309973045822
"голос" 0.0678349349915206 0.0782720202508035 0.00736449332285939 0.0471698113207547
"прежде" 0.0942151874882231 0.0116575349309707 0.0834642576590731 0.0505390835579515
"моя" 0.0339174674957603 0.064949123186837 0.0515514532600157 0.043800539083558
"дочь" 0.0188430374976446 0.0882641930487785 0.0368224666142969 0.035377358490566
"ибо" 0.0678349349915206 0.0399686911918997 0.0024548311076198 0.0842318059299191
"лучше" 0.0640663274919917 0.0283111562609289 0.0834642576590731 0.0421159029649596
"подле" 0.0414546824948182 0.0799373823837994 0.0368224666142969 0.0320080862533693
"свое" 0.0527605049934049 0.0316418805269206 0.0908287509819324 0.0387466307277628
"около" 0.0339174674957603 0.0632837610538412 0.0294579732914375 0.0555929919137466
"слезы" 0.0263802524967025 0.0699452095858244 0.0589159465828751 0.0320080862533693
"тому" 0.0339174674957603 0.0349726047929122 0.0441869599371563 0.0741239892183288
"шубин" 0.346711889956661 0 0 0
"делать" 0.0339174674957603 0.0266457941279331 0.0785545954438335 0.057277628032345
"могла" 0.0113058224985868 0.00999217279797492 0.0613707776904949 0.0960242587601078
"ними" 0.0188430374976446 0.0632837610538412 0.0540062843676355 0.043800539083558
"сказать" 0.0565291124929339 0.0266457941279331 0.0466417910447761 0.0673854447439353
"скоро" 0.0376860749952892 0.0383033290589039 0.0564611154752553 0.057277628032345
"тот" 0.101752402487281 0.0283111562609289 0.0564611154752553 0.0370619946091644
"которая" 0.0565291124929339 0.0449647775908871 0.0392772977219167 0.0505390835579515
"стороны" 0.0640663274919917 0.0399686911918997 0.0294579732914375 0.0589622641509434
"весь" 0.0452232899943471 0.0716105717188203 0.0441869599371563 0.0235849056603774
"должно" 0.048991897493876 0.0249804319949373 0.0859190887666929 0.0404312668463612
"которого" 0.0565291124929339 0.0233150698619415 0.0417321288295365 0.0690700808625337
"никитин" 0.324100244959487 0 0 0
"однако" 0.10552100998681 0.0199843455959498 0 0.0774932614555256
"два" 0.0791407574901074 0.0566223125218579 0.0220934799685782 0.035377358490566
"знаю" 0.0452232899943471 0.0216497077289457 0.0417321288295365 0.0724393530997305
"отец" 0.0376860749952892 0.0849334687827868 0.0220934799685782 0.0252695417789757
"боярин" 0 0.139890419171649 0 0
"верно" 0.0527605049934049 0.0266457941279331 0.0417321288295365 0.0623315363881402
"давно" 0.0791407574901074 0.0133228970639666 0.0760997643362137 0.0404312668463612
"кажется" 0.048991897493876 0.0149882591969624 0.0540062843676355 0.0673854447439353
"комнату" 0.097983794987752 0 0.0515514532600157 0.0623315363881402
"совершенно" 0.0339174674957603 0.00333072426599164 0.0466417910447761 0.0909703504043127
"анна" 0 0 0 0.139824797843666
"никогда" 0.0188430374976446 0.00499608639898746 0.0760997643362137 0.0741239892183288
"никто" 0.0376860749952892 0.0333072426599164 0.0294579732914375 0.0690700808625337
"спросил" 0.101752402487281 0.0349726047929122 0.0343676355066771 0.035377358490566
"староста" 0.267571132466554 0.018318983462954 0.0024548311076198 0
"довольно" 0.0263802524967025 0.0083268106649791 0.0343676355066771 0.0943396226415094
"ежели" 0 0 0.201296150824823 0
"жизни" 0.0301488599962314 0.0283111562609289 0.0883739198743126 0.035377358490566
"начал" 0.10552100998681 0.0199843455959498 0.0417321288295365 0.0421159029649596
"говорить" 0.0452232899943471 0.0216497077289457 0.0736449332285939 0.043800539083558
"лет" 0.0527605049934049 0.0516262261228704 0.0220934799685782 0.0454851752021563
"отца" 0.0640663274919917 0.0582876746548537 0.0368224666142969 0.0235849056603774
"своему" 0.048991897493876 0.0516262261228704 0.0515514532600157 0.0269541778975741
"всего" 0.0376860749952892 0.0249804319949373 0.0810094265514533 0.0370619946091644
"нельзя" 0.0716035424910496 0.0166536213299582 0.0589159465828751 0.0454851752021563
"отвечала" 0.0263802524967025 0.0133228970639666 0.0785545954438335 0.0555929919137466
"против" 0.0640663274919917 0.0316418805269206 0.0490966221523959 0.0387466307277628
"кроме" 0.0414546824948182 0.0299765183939248 0.0294579732914375 0.0623315363881402
"матушка" 0.0150744299981157 0.018318983462954 0 0.106132075471698
"через" 0.0829093649896363 0.0416340533248955 0.0392772977219167 0.0252695417789757
"люди" 0.0376860749952892 0.0716105717188203 0.0294579732914375 0.0202156334231806
"много" 0.0452232899943471 0.0266457941279331 0.0785545954438335 0.0286388140161725
"хотел" 0.0339174674957603 0.0432994154578913 0.0540062843676355 0.0336927223719677
"анюты" 0 0 0 0.128032345013477
"волх" 0 0.126567522107682 0 0
"вскоре" 0.0640663274919917 0.0149882591969624 0.0564611154752553 0.0454851752021563
"куда" 0.0452232899943471 0.0283111562609289 0.0294579732914375 0.0589622641509434
"своем" 0.0150744299981157 0.036637966925908 0.0417321288295365 0.0555929919137466
"свой" 0.0640663274919917 0.0499608639898746 0.0392772977219167 0.021900269541779
"три" 0.0866779724891653 0.0566223125218579 0.0196386488609584 0.0185309973045822
"имел" 0.0226116449971735 0.00499608639898746 0.0834642576590731 0.0539083557951483
"доме" 0.0301488599962314 0.018318983462954 0.0343676355066771 0.0690700808625337
"землю" 0.0226116449971735 0.0932602794477659 0.024548311076198 0.00336927223719677
"мария" 0.27887695496514 0 0 0
"сама" 0.0113058224985868 0.018318983462954 0.0540062843676355 0.0640161725067386
"впрочем" 0.0376860749952892 0.00666144853198328 0.0638256087981147 0.0555929919137466
"говорил" 0.0414546824948182 0.0249804319949373 0.0589159465828751 0.0387466307277628
"какой" 0.0527605049934049 0.0283111562609289 0.0441869599371563 0.0404312668463612
"слово" 0.0452232899943471 0.0632837610538412 0.0196386488609584 0.0252695417789757
"богу" 0.00753721499905785 0.0333072426599164 0.0540062843676355 0.0471698113207547
"всегда" 0.0188430374976446 0.0166536213299582 0.0711901021209741 0.0471698113207547
"олег" 0 0.119906073575699 0 0
"сей" 0.13943847748257 0.0233150698619415 0.0294579732914375 0.0151617250673854
"коня" 0 0.118240711442703 0 0
"чего" 0.048991897493876 0.0249804319949373 0.0368224666142969 0.0471698113207547
"говорит" 0.00376860749952892 0.0782720202508035 0.0196386488609584 0.0235849056603774
"ко" 0.0376860749952892 0.0416340533248955 0.0540062843676355 0.021900269541779
"пронский" 0 0 0.171838177533386 0
"такой" 0.0527605049934049 0.00333072426599164 0.0736449332285939 0.0404312668463612
"аглаева" 0 0 0.169383346425766 0
"каким" 0.0414546824948182 0.0133228970639666 0.0441869599371563 0.0539083557951483
"мое" 0.0414546824948182 0.0299765183939248 0.0638256087981147 0.0235849056603774
"моей" 0.048991897493876 0.0283111562609289 0.0687352710133543 0.0185309973045822
"весьма" 0.0339174674957603 0.00166536213299582 0.095738413197172 0.0320080862533693
"жена" 0.00376860749952892 0.046630139723883 0.0736449332285939 0.0151617250673854
"жизнь" 0.0414546824948182 0.0316418805269206 0.0711901021209741 0.0151617250673854
"которой" 0.0414546824948182 0.0333072426599164 0.0270031421838178 0.043800539083558
"мои" 0.0188430374976446 0.0233150698619415 0.0540062843676355 0.0454851752021563
"анюту" 0 0 0 0.112870619946092
"ваше" 0.0414546824948182 0.00166536213299582 0.0466417910447761 0.0606469002695418
"клима" 0 0 0 0.112870619946092
"сидоровича" 0 0 0 0.112870619946092
"голосом" 0.0452232899943471 0.0432994154578913 0.0171838177533386 0.035377358490566
"немного" 0.0150744299981157 0.00999217279797492 0.0196386488609584 0.0808625336927224
"притом" 0.0414546824948182 0.00166536213299582 0.0760997643362137 0.0387466307277628
"чрез" 0.0226116449971735 0.0516262261228704 0.0196386488609584 0.035377358490566
"часто" 0.0263802524967025 0.0299765183939248 0.0490966221523959 0.0336927223719677
"всю" 0.0339174674957603 0.0249804319949373 0.0760997643362137 0.0151617250673854
"земли" 0.0716035424910496 0.064949123186837 0.012274155538099 0.00168463611859838
"иногда" 0.0339174674957603 0.0283111562609289 0.0270031421838178 0.0454851752021563
"пор" 0.0640663274919917 0.0116575349309707 0.0147289866457188 0.057277628032345
"самом" 0.0301488599962314 0.00333072426599164 0.0392772977219167 0.0640161725067386
"блистовского" 0 0 0 0.106132075471698
"брат" 0.13943847748257 0.0083268106649791 0.0466417910447761 0.00336927223719677
"дюндик" 0 0 0 0.106132075471698
"дал" 0.0565291124929339 0.0482955018568788 0.0319128043990573 0.00842318059299191
"казалось" 0.0150744299981157 0.0249804319949373 0.00981932443047918 0.0657008086253369
"мною" 0.0376860749952892 0.00999217279797492 0.0515514532600157 0.0421159029649596
"моего" 0.0527605049934049 0.0266457941279331 0.0490966221523959 0.0202156334231806
"мысль" 0.0301488599962314 0.00999217279797492 0.0294579732914375 0.0606469002695418
"олельковича" 0 0.103252452245741 0 0
"вместо" 0.0263802524967025 0.0482955018568788 0.0270031421838178 0.0235849056603774
"старик" 0.0452232899943471 0.0749412959848119 0.00490966221523959 0.00336927223719677
"эта" 0.0527605049934049 0.0083268106649791 0.0392772977219167 0.043800539083558
"этой" 0.0414546824948182 0.018318983462954 0.0294579732914375 0.0454851752021563
"ящик" 0.229885057471264 0 0 0
"батюшка" 0.097983794987752 0.00999217279797492 0.00736449332285939 0.0421159029649596
"должен" 0.048991897493876 0.00999217279797492 0.0540062843676355 0.0320080862533693
"ивы" 0 0.0999217279797492 0 0
"конечно" 0.0263802524967025 0 0.0319128043990573 0.0673854447439353
"эти" 0.048991897493876 0.00999217279797492 0.0319128043990573 0.0471698113207547
"буду" 0.048991897493876 0.0166536213299582 0.0441869599371563 0.0303234501347709
"ехать" 0.00376860749952892 0.0249804319949373 0.0441869599371563 0.0421159029649596
"идти" 0.0565291124929339 0.036637966925908 0.00736449332285939 0.0320080862533693
"одна" 0.0188430374976446 0.0299765183939248 0.0319128043990573 0.0387466307277628
"письмо" 0.0113058224985868 0 0.0466417910447761 0.0623315363881402
"такое" 0.048991897493876 0.0083268106649791 0.0564611154752553 0.0303234501347709
"которую" 0.0376860749952892 0.0166536213299582 0.0368224666142969 0.0387466307277628
"одного" 0.0339174674957603 0.0233150698619415 0.0490966221523959 0.0252695417789757
"опекуна" 0 0 0 0.0977088948787062
"силы" 0.0301488599962314 0.0549569503888621 0.0171838177533386 0.0168463611859838
"стал" 0.0263802524967025 0.0449647775908871 0.0343676355066771 0.0168463611859838
"тех" 0.0414546824948182 0.0133228970639666 0.0196386488609584 0.0522237196765499
"взял" 0.048991897493876 0.0333072426599164 0.0343676355066771 0.0168463611859838
"деле" 0.048991897493876 0.00166536213299582 0.0270031421838178 0.0539083557951483
"домой" 0.0452232899943471 0.0149882591969624 0.0564611154752553 0.021900269541779
"иву" 0 0.0949256415807617 0 0
"которых" 0.0263802524967025 0.0199843455959498 0.0294579732914375 0.043800539083558
"несмотря" 0.0188430374976446 0.00999217279797492 0 0.0774932614555256
"никак" 0.0188430374976446 0.00333072426599164 0.0270031421838178 0.0657008086253369
"одной" 0.0263802524967025 0.018318983462954 0.024548311076198 0.0488544474393531
"слезами" 0.0150744299981157 0.0333072426599164 0.0638256087981147 0.0117924528301887
"других" 0.0678349349915206 0.00666144853198328 0.0417321288295365 0.0286388140161725
"прямо" 0.0226116449971735 0.0333072426599164 0.0417321288295365 0.021900269541779
"свияжская" 0 0 0.137470542026709 0
"солнце" 0.0263802524967025 0.0732759338518161 0.0024548311076198 0.00673854447439353
"дней" 0.0263802524967025 0.0283111562609289 0.0319128043990573 0.0303234501347709
"думал" 0.0150744299981157 0.0266457941279331 0.0368224666142969 0.0336927223719677
"кого" 0.0339174674957603 0.0333072426599164 0.0147289866457188 0.0336927223719677
"ноги" 0.0226116449971735 0.0566223125218579 0.00490966221523959 0.021900269541779
"первый" 0.0150744299981157 0.0266457941279331 0.0392772977219167 0.0320080862533693
"тетушки" 0 0 0.0147289866457188 0.0825471698113208
"точно" 0.0339174674957603 0.00999217279797492 0.0687352710133543 0.0202156334231806
"человека" 0.0376860749952892 0.0133228970639666 0.0417321288295365 0.0336927223719677
"вперед" 0.0263802524967025 0.0416340533248955 0.0147289866457188 0.0269541778975741
"дочери" 0.0188430374976446 0.0249804319949373 0.0220934799685782 0.0421159029649596
"карп" 0.203504804974562 0 0 0
"князя" 0.0188430374976446 0.0532915882558662 0.0417321288295365 0
"котором" 0.0263802524967025 0.0333072426599164 0.0171838177533386 0.0336927223719677
"решился" 0.0527605049934049 0.00666144853198328 0.0319128043990573 0.0387466307277628
"силыч" 0.203504804974562 0 0 0
"сына" 0.0150744299981157 0.064949123186837 0.00981932443047918 0.0117924528301887
"место" 0.0602977199924628 0.0216497077289457 0.0147289866457188 0.0303234501347709
"отправился" 0.00753721499905785 0.0283111562609289 0.0417321288295365 0.0286388140161725
"сего" 0.0716035424910496 0.0283111562609289 0.012274155538099 0.0202156334231806
"едва" 0.0339174674957603 0.0416340533248955 0.012274155538099 0.021900269541779
"комнаты" 0.0640663274919917 0 0.0319128043990573 0.0370619946091644
"людей" 0.0150744299981157 0.0299765183939248 0.0343676355066771 0.0269541778975741
"самого" 0.0565291124929339 0.0083268106649791 0.0171838177533386 0.0421159029649596
"свете" 0.048991897493876 0.0149882591969624 0.0196386488609584 0.0370619946091644
"сколько" 0.0414546824948182 0.00166536213299582 0.0270031421838178 0.0488544474393531
"увидев" 0.0452232899943471 0.0149882591969624 0.0171838177533386 0.0404312668463612
"хоть" 0.0527605049934049 0.0233150698619415 0.0196386488609584 0.0269541778975741
"эту" 0.0301488599962314 0.00666144853198328 0.0441869599371563 0.0370619946091644
"вслед" 0.0376860749952892 0.0549569503888621 0.0024548311076198 0.0117924528301887
"глаз" 0.0226116449971735 0.0349726047929122 0.0196386488609584 0.0269541778975741
"детей" 0 0.00499608639898746 0.095738413197172 0.0151617250673854
"кощей" 0 0.0849334687827868 0 0
"лицо" 0.0301488599962314 0.0383033290589039 0.0270031421838178 0.0151617250673854
"мою" 0.0188430374976446 0.0383033290589039 0.0294579732914375 0.0185309973045822
"пока" 0.0150744299981157 0 0.0343676355066771 0.0555929919137466
"пошел" 0.0565291124929339 0.0333072426599164 0.0220934799685782 0.0117924528301887
"ночь" 0.0226116449971735 0.0299765183939248 0.0196386488609584 0.0303234501347709
"пред" 0.0376860749952892 0.0216497077289457 0.00736449332285939 0.0404312668463612
"прыжков" 0 0 0 0.0842318059299191
"такого" 0.0113058224985868 0.00666144853198328 0.0613707776904949 0.0303234501347709
"андреевна" 0 0 0 0.0825471698113208
