"30_masalskiy" "30_veltman" "50_begichev" "50_pogorelsky"
"кто" 0.177124552477859 0.121571435708695 0.0760997643362137 0.0926549865229111
"своей" 0.048991897493876 0.0865988309157826 0.157109190887667 0.111185983827493
"может" 0.0866779724891653 0.0383033290589039 0.154654359780047 0.143194070080863
"всех" 0.0866779724891653 0.104917814378737 0.12519638648861 0.0876010781671159
"им" 0.0716035424910496 0.0582876746548537 0.144835035349568 0.128032345013477
"очень" 0.0565291124929339 0.0149882591969624 0.166928515318146 0.161725067385445
"олелькович" 0 0.308091994604227 0 0
"сам" 0.0829093649896363 0.0616183989208453 0.166928515318146 0.0977088948787062
"анюта" 0 0 0 0.301549865229111
"вам" 0.0188430374976446 0.0383033290589039 0.137470542026709 0.158355795148248
"мой" 0.097983794987752 0.0799373823837994 0.152199528672427 0.0690700808625337
"чтобы" 0.101752402487281 0.00499608639898746 0.314218381775334 0.0320080862533693
"есть" 0.0753721499905785 0.139890419171649 0.12028672427337 0.0387466307277628
"вас" 0.0527605049934049 0.0249804319949373 0.127651217596229 0.154986522911051
"опять" 0.0376860749952892 0.0965910037137576 0.0908287509819324 0.112870619946092
"том" 0.0829093649896363 0.0266457941279331 0.0736449332285939 0.175202156334232
"отвечал" 0.0753721499905785 0.0982563658467534 0.12519638648861 0.0640161725067386
"б" 0.0565291124929339 0.189851283161523 0.0024548311076198 0.0623315363881402
"более" 0.097983794987752 0.0316418805269206 0.12028672427337 0.119609164420485
