Source,Target,Weight,Type
slav_aksakov,slav_kireevsky,2,undirected
slav_aksakov,slav_samarin,5,undirected
slav_aksakov,west_annenkov,4,undirected
slav_aksakov,west_belinsky,2,undirected
slav_kavelin,slav_khomyakov,5,undirected
slav_kavelin,slav_samarin,1,undirected
slav_kavelin,west_granovsky1,2,undirected
slav_kavelin,west_granovsky2,1,undirected
slav_kavelin,west_herzen1,5,undirected
slav_khomyakov,slav_kavelin,5,undirected
slav_khomyakov,west_annenkov,1,undirected
slav_khomyakov,west_herzen1,2,undirected
slav_kireevsky,slav_aksakov,2,undirected
slav_kireevsky,slav_samarin,1,undirected
slav_kireevsky,west_annenkov,3,undirected
slav_samarin,slav_aksakov,5,undirected
slav_samarin,slav_kavelin,1,undirected
slav_samarin,slav_kireevsky,1,undirected
slav_samarin,west_annenkov,1,undirected
slav_samarin,west_belinsky,6,undirected
slav_samarin,west_herzen1,4,undirected
west_annenkov,slav_aksakov,4,undirected
west_annenkov,slav_khomyakov,1,undirected
west_annenkov,slav_kireevsky,3,undirected
west_annenkov,slav_samarin,1,undirected
west_annenkov,west_belinsky,5,undirected
west_annenkov,west_granovsky1,1,undirected
west_annenkov,west_granovsky2,2,undirected
west_belinsky,slav_aksakov,2,undirected
west_belinsky,slav_samarin,6,undirected
west_belinsky,west_annenkov,5,undirected
west_belinsky,west_herzen1,1,undirected
west_granovsky1,slav_kavelin,2,undirected
west_granovsky1,west_annenkov,1,undirected
west_granovsky1,west_granovsky2,6,undirected
west_granovsky2,slav_kavelin,1,undirected
west_granovsky2,west_annenkov,2,undirected
west_granovsky2,west_granovsky1,6,undirected
west_herzen1,slav_kavelin,5,undirected
west_herzen1,slav_khomyakov,2,undirected
west_herzen1,slav_samarin,4,undirected
west_herzen1,west_belinsky,1,undirected
