filename	author	title	year	genre	words	source
west_belinsky.txt	В. Г. Белинский	Русская литература в 1845 году	1846	критика	9732	Викитека
west_granovsky1.txt	Т. Н. Грановский	Лекции по истории Позднего Средневековья. Часть первая	1849	лекции	43094	lib.ru
west_granovsky2.txt	Т. Н. Грановский	Лекции по истории Позднего Средневековья.Часть вторая	1850	лекции	52893	lib.ru
west_herzen1.txt	А. И. Герцен	Дилетантизм в науке. Дилетанты-романтики	1842	письма	10244	Викитека
west_annenkov.txt	П. В. Анненков	Парижские письма	1846—1847	письма	33748	Викитека
slav_khomyakov.txt	А. С. Хомяков	О старом и новом. Тринадцать лет царствования Ивана Васильевича	1839, 1845	очерк	11594	Азбука веры
slav_samarin.txt	Ю. Ф. Самарин	О мнениях "Современника" исторических и литературных	1847	очерк	22922	lib.ru
slav_kireevsky.txt	И. В. Киреевский	О характере просвещения Европы и о его отношении к просвещению России	1852	письмо	13971	lib.ru
slav_kavelin.txt	К. Д. Кавелин	Взгляд на юридический быт древней России	1846	письмо	17784	lib.ru
slav_aksakov.txt	И. С. Аксаков	Еврейский вопрос	1883	очерк	20527	lib.ru
