"slav_aksakov" "slav_kavelin" "slav_khomyakov" "slav_kireevsky" "slav_samarin" "west_annenkov" "west_belinsky" "west_granovsky1" "west_granovsky2" "west_herzen1"
"природы" 0.00488639139995114 0.0281309778327895 0 0.00716486350935015 0.0131090233777584 0.0239750659314313 0.020631318341242 0 0.00573493146756896 0.0391849529780564
"решительно" 0.00977278279990227 0.00562619556655789 0 0.00716486350935015 0.0131090233777584 0.0119875329657157 0.041262636682484 0 0.0210280820477529 0.00979623824451411
"самим" 0.0146591741998534 0.0112523911331158 0 0 0.0305877212147695 0.0269719491728602 0 0.00703053596119144 0.00573493146756896 0
"смысла" 0.00977278279990227 0.0168785866996737 0.0259089731410312 0.0358243175467507 0.0131090233777584 0.00899064972428674 0.010315659170621 0 0.0114698629351379 0.00979623824451411
"событий" 0.0146591741998534 0 0 0.00716486350935015 0.00436967445925279 0.0179812994485735 0 0.0140610719223829 0.0172047944027069 0.00979623824451411
"совет" 0.00488639139995114 0 0.0259089731410312 0 0.0218483722962639 0.00599376648285783 0 0.00937404794825526 0.0229397258702758 0
"средств" 0.00488639139995114 0.00562619556655789 0 0.0214945905280504 0.00436967445925279 0.00599376648285783 0 0.025778631857702 0.0133815067576609 0.00979623824451411
"существования" 0.0244319569997557 0.0450095645324632 0.00863632438034373 0 0.00873934891850557 0.00599376648285783 0.010315659170621 0.00703053596119144 0 0.0489811912225705
"успех" 0 0 0.00863632438034373 0 0.00436967445925279 0.0419563653800048 0.030946977511863 0.00937404794825526 0.00764657529009195 0
"формами" 0 0.0787667379318105 0 0.0143297270187003 0.0174786978370111 0 0 0.00703053596119144 0.00764657529009195 0
"целое" 0.00488639139995114 0.0281309778327895 0.0172726487606875 0 0.0131090233777584 0.0149844162071446 0.020631318341242 0.0117175599353191 0.00573493146756896 0.00979623824451411
"шло" 0 0 0.0172726487606875 0.00716486350935015 0 0.00599376648285783 0 0.0117175599353191 0.0286746573378448 0.0195924764890282
"южной" 0 0 0.0172726487606875 0 0 0 0 0.0304656558318296 0.0229397258702758 0
"быту" 0.0146591741998534 0.0562619556655789 0.00863632438034373 0.00716486350935015 0.0393270701332751 0.00299688324142891 0 0.00234351198706381 0 0
"век" 0.0146591741998534 0.00562619556655789 0 0.00716486350935015 0.00873934891850557 0.00899064972428674 0 0.0187480958965105 0.00764657529009195 0.0391849529780564
"веру" 0.034204739799658 0.0112523911331158 0.0259089731410312 0.0286594540374006 0.0131090233777584 0 0 0.00703053596119144 0.00382328764504597 0.0195924764890282
"владельца" 0 0.0112523911331158 0 0 0 0.00299688324142891 0 0.0539007757024677 0 0
"войн" 0 0.0112523911331158 0 0 0.00873934891850557 0 0 0.0234351198706381 0.0210280820477529 0.00979623824451411
"воли" 0.00488639139995114 0.0225047822662316 0.00863632438034373 0.0143297270187003 0 0 0.010315659170621 0.00703053596119144 0.0267630135153218 0
"делать" 0.00488639139995114 0.0112523911331158 0.0431816219017186 0.00716486350935015 0.0174786978370111 0.00899064972428674 0.041262636682484 0.00468702397412763 0.00573493146756896 0.00979623824451411
"жил" 0 0.0281309778327895 0.0172726487606875 0 0.00873934891850557 0 0 0.0210916078835743 0.0133815067576609 0.00979623824451411
"законом" 0.0537503053994625 0 0.0431816219017186 0.00716486350935015 0.00873934891850557 0 0 0.00937404794825526 0.00573493146756896 0
"защищать" 0 0.00562619556655789 0 0 0.00436967445925279 0.00299688324142891 0 0.0328091678188934 0.0172047944027069 0
"значительные" 0 0 0 0 0 0.00299688324142891 0 0.0351526798059572 0.0191164382252299 0
"иван" 0 0.00562619556655789 0.181362811987218 0 0.00436967445925279 0 0.030946977511863 0 0 0
"имеем" 0.00977278279990227 0 0.0345452975213749 0 0 0 0.010315659170621 0.0234351198706381 0.0133815067576609 0.0195924764890282
"имени" 0 0.00562619556655789 0.0518179462820624 0 0.0131090233777584 0.0179812994485735 0.010315659170621 0.00234351198706381 0.00955821911261494 0.0293887147335423
"интересов" 0.0244319569997557 0.0337571733993474 0 0.0358243175467507 0.0174786978370111 0 0 0.00468702397412763 0.00573493146756896 0.00979623824451411
"католики" 0.0244319569997557 0 0 0 0 0 0 0 0.0401445202729827 0
"королева" 0 0 0 0 0 0.00299688324142891 0.010315659170621 0 0.0458794517405517 0
"народного" 0.0439775225995602 0 0.0518179462820624 0.00716486350935015 0.0131090233777584 0.00899064972428674 0 0.00234351198706381 0.00382328764504597 0.00979623824451411
"находился" 0 0 0 0.00716486350935015 0 0 0 0.0210916078835743 0.0305863011603678 0
"национальности" 0.0488639139995114 0.0112523911331158 0 0 0.0131090233777584 0 0 0.0234351198706381 0.00191164382252299 0
"начинается" 0 0 0.00863632438034373 0.00716486350935015 0 0.0119875329657157 0.010315659170621 0.0281221438447658 0.00573493146756896 0.0391849529780564
"наша" 0.0293183483997068 0.0225047822662316 0.0259089731410312 0.0143297270187003 0.0174786978370111 0 0.051578295853105 0.00234351198706381 0 0.00979623824451411
"некогда" 0.00977278279990227 0.0112523911331158 0.0345452975213749 0 0.00436967445925279 0.00299688324142891 0 0.00937404794825526 0.0210280820477529 0.00979623824451411
"ненависть" 0.00488639139995114 0.0112523911331158 0.0172726487606875 0.00716486350935015 0.00436967445925279 0 0 0.0187480958965105 0.0191164382252299 0.00979623824451411
"необходимости" 0.0195455655998045 0.0168785866996737 0.0172726487606875 0.0214945905280504 0.0174786978370111 0.0149844162071446 0.010315659170621 0.00234351198706381 0.00573493146756896 0
"никакой" 0.0146591741998534 0.0281309778327895 0.00863632438034373 0.00716486350935015 0.00873934891850557 0.00899064972428674 0.010315659170621 0.0140610719223829 0.00382328764504597 0.0195924764890282
"новая" 0.00488639139995114 0.0168785866996737 0.0345452975213749 0 0.00436967445925279 0.0209781826900024 0.010315659170621 0.0117175599353191 0.00764657529009195 0
"отдельных" 0.0244319569997557 0.0168785866996737 0 0.0143297270187003 0.00436967445925279 0.00899064972428674 0 0.0164045839094467 0.00955821911261494 0
"партий" 0 0.00562619556655789 0 0.0214945905280504 0.0131090233777584 0.0209781826900024 0 0 0.0210280820477529 0.00979623824451411
"политики" 0.0195455655998045 0 0.00863632438034373 0 0.00873934891850557 0 0 0.0281221438447658 0.0133815067576609 0
"политическое" 0.00488639139995114 0.050635760099021 0 0 0.0131090233777584 0 0 0.0117175599353191 0.0152931505801839 0
"поприще" 0 0.0225047822662316 0.0345452975213749 0 0.0174786978370111 0 0.010315659170621 0.0117175599353191 0.0152931505801839 0
"престола" 0 0.00562619556655789 0.00863632438034373 0 0 0.00299688324142891 0 0.0140610719223829 0.0324979449828908 0
"пример" 0.00488639139995114 0 0.00863632438034373 0.0143297270187003 0.0262180467555167 0.0179812994485735 0 0.00937404794825526 0.0114698629351379 0
"русскими" 0.0537503053994625 0.0393833689659053 0.0431816219017186 0 0.00436967445925279 0.00599376648285783 0 0 0 0
"самих" 0.034204739799658 0.0168785866996737 0 0 0.0218483722962639 0.00899064972428674 0 0.00937404794825526 0.00764657529009195 0
"сделались" 0.00977278279990227 0.0337571733993474 0.00863632438034373 0.0286594540374006 0.00873934891850557 0.00599376648285783 0.020631318341242 0.00468702397412763 0.00955821911261494 0
"союза" 0.0146591741998534 0.0225047822662316 0 0 0.00436967445925279 0.00299688324142891 0 0.0117175599353191 0.0229397258702758 0
"становится" 0.0146591741998534 0.0337571733993474 0 0.0143297270187003 0.0131090233777584 0 0.010315659170621 0.0140610719223829 0.00382328764504597 0.0293887147335423
"статье" 0.00488639139995114 0 0 0.0143297270187003 0.0699147913480446 0.0119875329657157 0.010315659170621 0.00234351198706381 0 0.00979623824451411
"требование" 0.0293183483997068 0.0225047822662316 0 0.00716486350935015 0.0262180467555167 0.00599376648285783 0 0.00468702397412763 0.00955821911261494 0
"устройства" 0.0146591741998534 0.0337571733993474 0.0172726487606875 0.0573189080748012 0.0174786978370111 0 0 0.00468702397412763 0.00191164382252299 0
"форма" 0 0.00562619556655789 0.0172726487606875 0.0214945905280504 0.0131090233777584 0 0.010315659170621 0.0234351198706381 0.00573493146756896 0.0293887147335423
"хотят" 0.0195455655998045 0.00562619556655789 0 0 0.0131090233777584 0.00599376648285783 0.041262636682484 0.00234351198706381 0.00382328764504597 0.088166144200627
"царь" 0 0.0225047822662316 0.172726487606875 0 0.00436967445925279 0 0 0 0 0.00979623824451411
"членов" 0.00977278279990227 0.00562619556655789 0 0 0.00436967445925279 0.00599376648285783 0 0.00703053596119144 0.0324979449828908 0
"шла" 0.00488639139995114 0.0168785866996737 0.00863632438034373 0 0.00873934891850557 0.00299688324142891 0 0.0140610719223829 0.0229397258702758 0
"xii" 0 0.00562619556655789 0.0172726487606875 0.00716486350935015 0.00436967445925279 0 0 0.0281221438447658 0.0172047944027069 0
"брак" 0.00488639139995114 0 0.00863632438034373 0 0 0.00299688324142891 0 0.00703053596119144 0.0363212326279368 0
"вас" 0 0 0 0 0.00436967445925279 0.0629345480700072 0.010315659170621 0.00234351198706381 0.00191164382252299 0
"вещи" 0.00488639139995114 0.00562619556655789 0 0 0.0262180467555167 0.0449532486214337 0.010315659170621 0 0.00191164382252299 0
"внутренний" 0.0146591741998534 0.0450095645324632 0 0.0286594540374006 0.0174786978370111 0.00599376648285783 0.010315659170621 0.00234351198706381 0.00191164382252299 0.00979623824451411
"внутри" 0.00977278279990227 0.0281309778327895 0 0.0429891810561009 0 0.00599376648285783 0 0.00468702397412763 0.00573493146756896 0.0489811912225705
"голос" 0.0146591741998534 0 0.0172726487606875 0 0.0131090233777584 0.0179812994485735 0 0.0117175599353191 0.00382328764504597 0.0391849529780564
"государственного" 0.00977278279990227 0.0450095645324632 0.0345452975213749 0 0.0131090233777584 0.00599376648285783 0.010315659170621 0.00234351198706381 0.00764657529009195 0
"дворян" 0 0.0112523911331158 0.0431816219017186 0 0 0 0 0.00703053596119144 0.0286746573378448 0
"дворянства" 0 0 0 0 0 0.00299688324142891 0 0.00937404794825526 0.0382328764504598 0
"делается" 0.00977278279990227 0.0112523911331158 0.00863632438034373 0.0143297270187003 0 0.0449532486214337 0.010315659170621 0.00234351198706381 0 0.00979623824451411
"достаточно" 0.0195455655998045 0.00562619556655789 0.0172726487606875 0.00716486350935015 0.00873934891850557 0.00899064972428674 0.010315659170621 0.00468702397412763 0.0114698629351379 0.0293887147335423
"западе" 0.0293183483997068 0 0.0345452975213749 0.0931432256215519 0 0 0 0.00234351198706381 0 0.00979623824451411
"истина" 0.00488639139995114 0 0.00863632438034373 0.00716486350935015 0.00873934891850557 0.00599376648285783 0.010315659170621 0.00468702397412763 0 0.146943573667712
"карлу" 0 0 0 0 0 0 0 0.0210916078835743 0.0305863011603678 0
"критик" 0.00488639139995114 0.00562619556655789 0 0 0.0961328381035613 0 0.010315659170621 0 0 0
"лице" 0.00977278279990227 0.0337571733993474 0.0172726487606875 0 0.0305877212147695 0.00599376648285783 0.010315659170621 0.00234351198706381 0.00573493146756896 0.00979623824451411
"м" 0.00488639139995114 0 0.00863632438034373 0.0214945905280504 0.00436967445925279 0.00299688324142891 0.010315659170621 0.0304656558318296 0.00573493146756896 0.00979623824451411
"миру" 0.0195455655998045 0 0.0172726487606875 0.00716486350935015 0.0131090233777584 0.00299688324142891 0.010315659170621 0.0164045839094467 0.00382328764504597 0.0391849529780564
"народной" 0.0195455655998045 0.0112523911331158 0.0518179462820624 0.00716486350935015 0.00873934891850557 0.00899064972428674 0.010315659170621 0.00703053596119144 0.00382328764504597 0.00979623824451411
"народности" 0.0684094795993159 0.0225047822662316 0 0.0143297270187003 0.0218483722962639 0 0 0 0 0
"находится" 0.00977278279990227 0 0.0259089731410312 0.00716486350935015 0.00436967445925279 0.0329657156557181 0 0.0117175599353191 0.00191164382252299 0.00979623824451411
"никаких" 0.00977278279990227 0.0281309778327895 0.00863632438034373 0.00716486350935015 0.0131090233777584 0.00299688324142891 0 0.00234351198706381 0.0191164382252299 0.00979623824451411
"нисколько" 0.0390911311996091 0.0168785866996737 0.00863632438034373 0 0 0.0239750659314313 0.010315659170621 0.00468702397412763 0.00191164382252299 0.00979623824451411
"новгород" 0 0.0675143467986947 0.0345452975213749 0 0.0393270701332751 0 0 0 0 0
"отец" 0 0.0168785866996737 0.0172726487606875 0 0.00436967445925279 0.00899064972428674 0 0.0187480958965105 0.0133815067576609 0.00979623824451411
"отказался" 0 0 0 0 0 0.00899064972428674 0 0.0117175599353191 0.0324979449828908 0
"откуда" 0.00488639139995114 0.0168785866996737 0 0 0.0174786978370111 0.00899064972428674 0 0.0117175599353191 0.0133815067576609 0.0195924764890282
"первой" 0.00488639139995114 0.00562619556655789 0 0.00716486350935015 0.00873934891850557 0.0299688324142891 0.010315659170621 0.0140610719223829 0.00382328764504597 0.00979623824451411
"племен" 0.0146591741998534 0.0393833689659053 0 0.0286594540374006 0.0393270701332751 0 0 0.00234351198706381 0.00191164382252299 0
"племена" 0 0.0675143467986947 0.0518179462820624 0.0143297270187003 0.0174786978370111 0 0 0 0.00191164382252299 0
"поэзии" 0 0 0.00863632438034373 0 0.0174786978370111 0.0119875329657157 0.061893955023726 0.0117175599353191 0.00191164382252299 0.0391849529780564
"правами" 0.0146591741998534 0 0.00863632438034373 0.00716486350935015 0.00436967445925279 0.00599376648285783 0 0.0164045839094467 0.0191164382252299 0
"различие" 0.00488639139995114 0.0225047822662316 0 0.0286594540374006 0.0131090233777584 0 0.010315659170621 0.0281221438447658 0 0
"сердце" 0.00977278279990227 0.00562619556655789 0 0.0214945905280504 0.00873934891850557 0.00899064972428674 0.030946977511863 0.00468702397412763 0.00764657529009195 0.0489811912225705
"сильное" 0 0.00562619556655789 0.00863632438034373 0 0.00873934891850557 0.0269719491728602 0.010315659170621 0.00703053596119144 0.0114698629351379 0.0195924764890282
"согласия" 0 0.0112523911331158 0 0.0286594540374006 0.0174786978370111 0.00299688324142891 0 0.00468702397412763 0.0229397258702758 0
"сперва" 0 0.0281309778327895 0.0172726487606875 0.0143297270187003 0.0131090233777584 0.0269719491728602 0.020631318341242 0 0.00191164382252299 0.00979623824451411
"средневековой" 0 0 0 0.00716486350935015 0 0 0 0.0515572637154039 0.00382328764504597 0
"строго" 0.0146591741998534 0 0.00863632438034373 0.00716486350935015 0.0174786978370111 0.0119875329657157 0 0.00703053596119144 0.0172047944027069 0
"существовало" 0.00977278279990227 0.00562619556655789 0.0259089731410312 0.00716486350935015 0.0305877212147695 0.00299688324142891 0 0.0187480958965105 0.00191164382252299 0.00979623824451411
"существование" 0.00977278279990227 0.0337571733993474 0.00863632438034373 0 0.0262180467555167 0.00299688324142891 0.010315659170621 0.00703053596119144 0.00382328764504597 0.0293887147335423
"существует" 0.0146591741998534 0.0112523911331158 0.0172726487606875 0.0358243175467507 0.00873934891850557 0.00599376648285783 0 0.00703053596119144 0.00573493146756896 0.0293887147335423
"такая" 0.0439775225995602 0.0225047822662316 0 0.00716486350935015 0 0.0119875329657157 0.010315659170621 0.00468702397412763 0.00764657529009195 0
"управления" 0.0195455655998045 0.0450095645324632 0 0 0 0.00299688324142891 0.010315659170621 0.00234351198706381 0.0191164382252299 0
"характером" 0 0.00562619556655789 0 0.0286594540374006 0.0174786978370111 0 0 0.0164045839094467 0.0152931505801839 0.00979623824451411
"царствование" 0 0.0112523911331158 0.0345452975213749 0 0 0 0.020631318341242 0.0140610719223829 0.0210280820477529 0
"цвингли" 0 0 0 0 0 0 0 0 0.0477910955630747 0
"частные" 0.00488639139995114 0.0281309778327895 0.00863632438034373 0.0644837715841513 0.00436967445925279 0 0 0.0117175599353191 0.00573493146756896 0
"борьбе" 0.00488639139995114 0.0168785866996737 0.00863632438034373 0.00716486350935015 0.00436967445925279 0.00599376648285783 0 0.00468702397412763 0.0172047944027069 0.0391849529780564
"вышли" 0 0.0112523911331158 0 0 0.0131090233777584 0.00599376648285783 0.030946977511863 0.0164045839094467 0.0133815067576609 0
"дворянство" 0 0.00562619556655789 0.0259089731410312 0 0.00436967445925279 0 0 0.00937404794825526 0.0286746573378448 0
"двумя" 0.00488639139995114 0.00562619556655789 0 0.00716486350935015 0.0131090233777584 0.0209781826900024 0.030946977511863 0.00468702397412763 0.0114698629351379 0
"делом" 0.00488639139995114 0.0112523911331158 0.00863632438034373 0.0214945905280504 0.00436967445925279 0 0 0.0164045839094467 0.0172047944027069 0
"деньги" 0.0244319569997557 0.00562619556655789 0 0 0.00436967445925279 0.00299688324142891 0.010315659170621 0.0187480958965105 0.0133815067576609 0
"духовной" 0.0195455655998045 0.0112523911331158 0 0.0429891810561009 0.00436967445925279 0.00899064972428674 0.020631318341242 0.00937404794825526 0.00382328764504597 0
"духовные" 0.00977278279990227 0.00562619556655789 0.0172726487606875 0.0286594540374006 0.00436967445925279 0.00299688324142891 0 0.00937404794825526 0.0172047944027069 0
"европейской" 0.0244319569997557 0.0112523911331158 0 0.050154044565451 0 0.00299688324142891 0.020631318341242 0.0164045839094467 0 0
"единственно" 0.0195455655998045 0 0.00863632438034373 0.0788134986028516 0.00436967445925279 0.0209781826900024 0 0 0 0
"жизнью" 0.00488639139995114 0.0281309778327895 0.0345452975213749 0 0.0131090233777584 0.00599376648285783 0 0.00703053596119144 0.00955821911261494 0.00979623824451411
"идти" 0.0146591741998534 0.0225047822662316 0 0.0143297270187003 0.0174786978370111 0.00299688324142891 0 0.00937404794825526 0.00764657529009195 0.0195924764890282
"издал" 0 0.0112523911331158 0 0 0 0.00599376648285783 0 0.0210916078835743 0.0210280820477529 0
"интересы" 0 0.050635760099021 0 0 0.0131090233777584 0.00299688324142891 0 0.00703053596119144 0.0152931505801839 0
"исторического" 0.0146591741998534 0.0225047822662316 0 0.00716486350935015 0.0393270701332751 0.0119875329657157 0 0.00703053596119144 0 0
"месте" 0.00977278279990227 0 0.0259089731410312 0 0.0349573956740223 0.0119875329657157 0.010315659170621 0.0117175599353191 0 0.00979623824451411
"находились" 0 0.0112523911331158 0 0.0286594540374006 0 0.00899064972428674 0 0.00703053596119144 0.0229397258702758 0
"наш" 0.0146591741998534 0.0337571733993474 0.0172726487606875 0 0.0305877212147695 0.0119875329657157 0.010315659170621 0.00234351198706381 0 0
"обещал" 0 0 0.0172726487606875 0 0 0 0 0.0117175599353191 0.0324979449828908 0
"образования" 0.00977278279990227 0.0112523911331158 0 0.00716486350935015 0.00873934891850557 0.00599376648285783 0.041262636682484 0.0164045839094467 0.00764657529009195 0
"общественной" 0.0244319569997557 0.00562619556655789 0.00863632438034373 0.0429891810561009 0.00873934891850557 0.0149844162071446 0 0.00937404794825526 0 0
"объясняется" 0.0195455655998045 0 0.00863632438034373 0.0143297270187003 0.0174786978370111 0.0119875329657157 0.010315659170621 0.00703053596119144 0.00955821911261494 0
"окончательно" 0.00488639139995114 0.0112523911331158 0 0 0 0.00599376648285783 0.020631318341242 0.0164045839094467 0.0191164382252299 0
"отношение" 0.034204739799658 0.00562619556655789 0 0.0358243175467507 0 0 0.020631318341242 0.00703053596119144 0.00955821911261494 0.00979623824451411
"пап" 0 0 0 0 0 0 0 0.0421832157671486 0.0114698629351379 0
"перевес" 0 0.0225047822662316 0 0.0358243175467507 0 0 0 0.00937404794825526 0.0210280820477529 0
"политические" 0.00488639139995114 0 0 0.00716486350935015 0.00436967445925279 0.00299688324142891 0 0.0210916078835743 0.0191164382252299 0.00979623824451411
"представить" 0.0146591741998534 0.0112523911331158 0 0.00716486350935015 0 0.0179812994485735 0.010315659170621 0.0234351198706381 0.00191164382252299 0
"резко" 0.0146591741998534 0.0225047822662316 0 0.00716486350935015 0.0131090233777584 0.00299688324142891 0.010315659170621 0.00703053596119144 0.0152931505801839 0
"рядом" 0 0.0337571733993474 0.00863632438034373 0 0.00873934891850557 0.0179812994485735 0.010315659170621 0.00703053596119144 0.00764657529009195 0.00979623824451411
"силами" 0.00488639139995114 0.0112523911331158 0.00863632438034373 0 0 0.0149844162071446 0.010315659170621 0.00703053596119144 0.0191164382252299 0.00979623824451411
"следы" 0 0.0393833689659053 0.00863632438034373 0.0286594540374006 0.00873934891850557 0.00299688324142891 0 0.0117175599353191 0.00573493146756896 0.00979623824451411
"случаю" 0.0244319569997557 0 0 0 0 0.0329657156557181 0 0.00234351198706381 0.0133815067576609 0
"см" 0 0 0 0.0358243175467507 0.00436967445925279 0 0 0.0117175599353191 0.0248513696927988 0
"среднего" 0.00977278279990227 0.00562619556655789 0 0.00716486350935015 0 0 0 0.025778631857702 0.0172047944027069 0
"средствами" 0 0.00562619556655789 0 0 0.0174786978370111 0.00599376648285783 0 0.0164045839094467 0.0172047944027069 0.00979623824451411
"статья" 0.00488639139995114 0 0 0 0.0174786978370111 0.0149844162071446 0.082525273364968 0.00234351198706381 0.00382328764504597 0.0293887147335423
"сторона" 0 0 0 0.0286594540374006 0.0393270701332751 0.0119875329657157 0.030946977511863 0.00468702397412763 0.00382328764504597 0
"таланта" 0 0 0 0 0.00873934891850557 0.0209781826900024 0.113472250876831 0.00234351198706381 0.00573493146756896 0
"туда" 0.00488639139995114 0.00562619556655789 0.0345452975213749 0.00716486350935015 0 0.00599376648285783 0.020631318341242 0 0.0248513696927988 0
"убеждений" 0 0 0 0.0358243175467507 0.0131090233777584 0.0119875329657157 0.010315659170621 0.00234351198706381 0.0114698629351379 0.0391849529780564
"участия" 0.0146591741998534 0.00562619556655789 0 0 0.00873934891850557 0 0.010315659170621 0.0164045839094467 0.0172047944027069 0.00979623824451411
"ученых" 0.00488639139995114 0 0 0.00716486350935015 0.00436967445925279 0.00899064972428674 0.020631318341242 0.0304656558318296 0.00382328764504597 0.00979623824451411
"феодального" 0 0 0 0 0 0 0 0.0562442876895315 0 0
"форм" 0 0.0112523911331158 0 0.0214945905280504 0.00873934891850557 0.00299688324142891 0 0.025778631857702 0.00955821911261494 0
"формах" 0.00977278279990227 0.0281309778327895 0.0172726487606875 0.00716486350935015 0.00436967445925279 0.00599376648285783 0 0.0164045839094467 0.00764657529009195 0
"форму" 0.00977278279990227 0.00562619556655789 0 0.0214945905280504 0.0218483722962639 0.0119875329657157 0 0.00937404794825526 0.00764657529009195 0.00979623824451411
"французские" 0.00488639139995114 0 0 0 0.0174786978370111 0.00299688324142891 0 0.025778631857702 0.0133815067576609 0
"французский" 0.00977278279990227 0 0 0 0.0131090233777584 0.00599376648285783 0 0.0164045839094467 0.0191164382252299 0
"школа" 0 0 0 0 0.0393270701332751 0.0209781826900024 0.010315659170621 0.0117175599353191 0 0.0195924764890282
"du" 0 0 0 0 0.0305877212147695 0.0329657156557181 0 0.00468702397412763 0.00764657529009195 0
"взят" 0 0 0 0 0.00873934891850557 0 0 0.0164045839094467 0.0248513696927988 0.00979623824451411
"вопросов" 0.00977278279990227 0.0112523911331158 0.0172726487606875 0.0143297270187003 0.0218483722962639 0 0 0.00937404794825526 0.00955821911261494 0.00979623824451411
"всему" 0.0146591741998534 0 0.00863632438034373 0.0214945905280504 0.0174786978370111 0.0149844162071446 0.020631318341242 0.00703053596119144 0.00191164382252299 0.00979623824451411
"выражением" 0.00488639139995114 0.0112523911331158 0.00863632438034373 0.0286594540374006 0.0131090233777584 0.0209781826900024 0.030946977511863 0 0.00382328764504597 0
"высшее" 0.0195455655998045 0.0112523911331158 0.00863632438034373 0.0214945905280504 0.0131090233777584 0.00299688324142891 0 0.00937404794825526 0.00764657529009195 0.00979623824451411
"главным" 0.00488639139995114 0.0225047822662316 0 0.00716486350935015 0 0.00299688324142891 0 0.0140610719223829 0.0191164382252299 0
"глазах" 0 0.0225047822662316 0.00863632438034373 0 0.0131090233777584 0.0179812994485735 0 0.00468702397412763 0.00955821911261494 0.0195924764890282
"дворе" 0 0 0.00863632438034373 0 0 0.00599376648285783 0.010315659170621 0.0210916078835743 0.0191164382252299 0
"должности" 0.0146591741998534 0.0225047822662316 0 0 0 0.00599376648285783 0 0.0210916078835743 0.00955821911261494 0
"елизаветы" 0 0.00562619556655789 0 0 0 0 0 0 0.0420561640955057 0
"жи" 0.00977278279990227 0 0 0 0 0.0479501318628626 0.051578295853105 0 0 0
"жили" 0 0.0562619556655789 0.0172726487606875 0 0.00873934891850557 0 0.020631318341242 0.00703053596119144 0.00764657529009195 0
"журнала" 0.00488639139995114 0 0 0 0.0305877212147695 0.0269719491728602 0.051578295853105 0.00234351198706381 0 0
"земель" 0 0.0168785866996737 0.0345452975213749 0 0 0 0 0.0210916078835743 0.0133815067576609 0
"знаменитый" 0 0 0 0.0286594540374006 0 0.00899064972428674 0.010315659170621 0.0164045839094467 0.0152931505801839 0
"каждой" 0.00488639139995114 0.0112523911331158 0 0.0214945905280504 0.0174786978370111 0.0119875329657157 0 0.00234351198706381 0.0114698629351379 0.0195924764890282
"каких" 0.00977278279990227 0.00562619556655789 0 0 0.0174786978370111 0.00299688324142891 0.010315659170621 0.0164045839094467 0.0114698629351379 0.00979623824451411
"книгу" 0 0 0 0 0 0.0179812994485735 0.020631318341242 0.0187480958965105 0.0114698629351379 0.00979623824451411
"князьями" 0 0.0843929334983684 0.0259089731410312 0 0.00436967445925279 0 0 0.00234351198706381 0.00573493146756896 0
"конца" 0 0.0168785866996737 0.00863632438034373 0 0.00873934891850557 0.0119875329657157 0 0.0210916078835743 0.00764657529009195 0
"личные" 0 0.0168785866996737 0.0172726487606875 0.0143297270187003 0.00873934891850557 0 0 0.0164045839094467 0.00955821911261494 0.0195924764890282
"людьми" 0.00488639139995114 0.0225047822662316 0.00863632438034373 0.0143297270187003 0.00436967445925279 0.0149844162071446 0.020631318341242 0.00703053596119144 0.00764657529009195 0
"море" 0 0.0168785866996737 0 0.00716486350935015 0.00873934891850557 0.00599376648285783 0.020631318341242 0.0187480958965105 0.00191164382252299 0.0391849529780564
"находилась" 0 0.0112523911331158 0 0.0143297270187003 0.00436967445925279 0.00299688324142891 0 0.0187480958965105 0.0172047944027069 0
"нравственных" 0.0195455655998045 0.0168785866996737 0 0.0214945905280504 0.0218483722962639 0.00599376648285783 0 0.0117175599353191 0.00191164382252299 0
"область" 0.0293183483997068 0 0.0863632438034373 0 0.00873934891850557 0 0 0.00468702397412763 0.00191164382252299 0.0195924764890282
"основание" 0.0195455655998045 0.00562619556655789 0.00863632438034373 0.0286594540374006 0 0.00899064972428674 0.010315659170621 0.00937404794825526 0.00955821911261494 0
"оставалось" 0 0.0281309778327895 0 0.00716486350935015 0.0174786978370111 0 0 0.0210916078835743 0.00764657529009195 0
"отправился" 0 0 0 0 0 0 0 0.00468702397412763 0.0401445202729827 0
"парламента" 0 0 0 0 0 0 0 0.00703053596119144 0.0382328764504598 0
"подданных" 0.0146591741998534 0.00562619556655789 0.0172726487606875 0 0.00436967445925279 0 0 0.0117175599353191 0.0210280820477529 0
"протестантизма" 0 0.00562619556655789 0 0 0.00436967445925279 0 0 0 0.0363212326279368 0.0195924764890282
"противников" 0 0 0 0 0.0218483722962639 0.00899064972428674 0 0.0187480958965105 0.0133815067576609 0
"религиозные" 0.0146591741998534 0 0 0.0143297270187003 0 0.00599376648285783 0 0.00937404794825526 0.0229397258702758 0
"религиозных" 0.0146591741998534 0 0 0 0 0.0119875329657157 0 0.00468702397412763 0.0267630135153218 0
"руку" 0.00977278279990227 0 0.00863632438034373 0 0.00873934891850557 0.0209781826900024 0 0.00234351198706381 0.0152931505801839 0.0195924764890282
"русская" 0 0.0281309778327895 0.0431816219017186 0.0358243175467507 0.0131090233777584 0 0.051578295853105 0 0 0
"русское" 0.0635230881993648 0.00562619556655789 0.0172726487606875 0.0143297270187003 0.0174786978370111 0 0 0.00234351198706381 0 0
"рыцарей" 0 0 0.0172726487606875 0.00716486350935015 0 0.00299688324142891 0 0.0351526798059572 0.00764657529009195 0
"самому" 0.0244319569997557 0.0112523911331158 0.0259089731410312 0 0.0174786978370111 0.0149844162071446 0 0.00468702397412763 0.00382328764504597 0
