Source,Target,Weight,Type
prose_lermontov1,prose_lermontov2,6,undirected
prose_lermontov1,prose_nekrasov,1,undirected
prose_lermontov1,prose_pushkin,5,undirected
prose_lermontov1,prose_turgenev,4,undirected
prose_lermontov2,prose_lermontov1,6,undirected
prose_lermontov2,prose_nekrasov,2,undirected
prose_lermontov2,prose_pushkin,2,undirected
prose_lermontov2,prose_turgenev,1,undirected
prose_lermontov2,verse_lermontov,2,undirected
prose_lermontov2,verse_nekrasov,1,undirected
prose_nekrasov,prose_lermontov1,1,undirected
prose_nekrasov,prose_lermontov2,2,undirected
prose_nekrasov,prose_turgenev,2,undirected
prose_nekrasov,verse_nekrasov,3,undirected
prose_pushkin,prose_lermontov1,5,undirected
prose_pushkin,prose_lermontov2,2,undirected
prose_pushkin,verse_nekrasov,1,undirected
prose_turgenev,prose_lermontov1,4,undirected
prose_turgenev,prose_lermontov2,1,undirected
prose_turgenev,prose_nekrasov,2,undirected
verse_lermontov,prose_lermontov2,2,undirected
verse_lermontov,verse_nekrasov,3,undirected
verse_lermontov,verse_pushkin,6,undirected
verse_lermontov,verse_turgenev,4,undirected
verse_nekrasov,prose_lermontov2,1,undirected
verse_nekrasov,prose_nekrasov,3,undirected
verse_nekrasov,prose_pushkin,1,undirected
verse_nekrasov,verse_lermontov,3,undirected
verse_nekrasov,verse_pushkin,4,undirected
verse_nekrasov,verse_turgenev,2,undirected
verse_pushkin,verse_lermontov,6,undirected
verse_pushkin,verse_nekrasov,4,undirected
verse_pushkin,verse_turgenev,5,undirected
verse_turgenev,verse_lermontov,4,undirected
verse_turgenev,verse_nekrasov,2,undirected
verse_turgenev,verse_pushkin,5,undirected
