"prose_lermontov1" "prose_lermontov2" "prose_nekrasov" "prose_pushkin" "prose_turgenev" "verse_lermontov" "verse_nekrasov" "verse_pushkin" "verse_turgenev"
"при" 0.0675517680376211 0.0710929772502473 0.123773063527244 0.133758929928561 0.0518492913930176 0.0748269626488745 0.0983943825752493 0.0901205362171905 0.0384245917387128
"уже" 0.0961313622073839 0.0710929772502473 0.172706600270574 0.118559051527588 0.2938126512271 0.0187067406622186 0.0313073035466702 0.0957530697307649 0.0576368876080692
"него" 0.142897970848814 0.114366963402572 0.0949886301488155 0.133758929928561 0.302454199792603 0.0394920080646838 0.0447247193523861 0.0309789343246592 0.00960614793467819
"со" 0.0883369274338123 0.0896389713155292 0.0575688667568579 0.188478492172063 0.0691323885240235 0.0498846417659163 0.0916856746723914 0.0704066689196801 0.0576368876080692
"них" 0.111720231754527 0.117457962413452 0.080596413459601 0.0729594163246694 0.0345661942620118 0.126790131155037 0.0424884833847668 0.0732229356764673 0.0384245917387128
"мог" 0.101327652056432 0.0927299703264095 0.0402982067298005 0.148958808329533 0.0518492913930176 0.139261291596516 0.0693233149961984 0.0197138672975104 0.0192122958693564
"тогда" 0.0909350723583361 0.0927299703264095 0.0518119800811721 0.0516795865633075 0.0172830971310059 0.149653925297749 0.0693233149961984 0.0788554691900417 0.115273775216138
"раз" 0.163683130245005 0.0772749752720079 0.0777179701217582 0.0334397324821401 0.0950570342205323 0.0956122300513396 0.0782682588666756 0.0394277345950208 0.115273775216138
"хоть" 0.04676660864143 0.0185459940652819 0.0662041967703866 0.0547195622435021 0.0777739370895264 0.166282139219721 0.0939219106400107 0.0985693364875521 0.10566762728146
"себе" 0.0805424926602406 0.108184965380811 0.0201491033649003 0.142878856969144 0.181472519875562 0.0748269626488745 0.0670870790285791 0.0647741354061057 0.0768491834774256
"день" 0.0831406375847645 0.0432739861523244 0.0604473100947008 0.0851193190454476 0.0432077428275147 0.085219596350107 0.102866854510488 0.0901205362171905 0.153698366954851
"себя" 0.122112811452623 0.0741839762611276 0.0374197633919576 0.145918832649339 0.164189422744556 0.0498846417659163 0.0693233149961984 0.0535090683789569 0.0960614793467819
"наконец" 0.122112811452623 0.105093966369931 0.118016176851559 0.109439124487004 0.190114068441065 0.0332564278439442 0.0290710675790509 0.0535090683789569 0.048030739673391
"ничего" 0.129907246226194 0.0710929772502473 0.181341930284102 0.10031919744642 0.138264777048047 0.0353349545841907 0.0491971912876247 0.0112650670271488 0.048030739673391
"бог" 0.0545610434150017 0.0803659742828882 0.115137733513716 0.13983888128895 0.0777739370895264 0.072748435908628 0.0670870790285791 0.0535090683789569 0.048030739673391
"свою" 0.0623554781885734 0.166913946587537 0.0633257534325437 0.103359173126615 0.155547874179053 0.0581987487269024 0.0559058991904826 0.0647741354061057 0.0288184438040346
"даже" 0.0909350723583361 0.068001978239367 0.187098816959788 0.0303997568019456 0.0604908399585206 0.0436490615451768 0.118520506283823 0.014081333783936 0.115273775216138
"перед" 0.0493647535659539 0.129821958456973 0.0748395267839153 0.0911992704058368 0.0604908399585206 0.106004863752572 0.0469609553200054 0.0675904021628929 0.0960614793467819
"между" 0.122112811452623 0.126730959446093 0.0690826401082295 0.109439124487004 0.0950570342205323 0.0602772754671489 0.0536696632228633 0.0478765348653825 0
"тот" 0.0623554781885734 0.0401829871414441 0.0259059900405861 0.0334397324821401 0.129623228482544 0.133025711375777 0.105103090478107 0.0619578686493185 0.144092219020173
"моя" 0.0987295071319078 0.0525469831849654 0.0230275467027432 0.118559051527588 0.0518492913930176 0.085219596350107 0.0603783711257212 0.0760392024332545 0.124879923150817
"глаза" 0.155888695471433 0.139094955489614 0.0489335367433292 0.0668794649642803 0.112340131351538 0.0394920080646838 0.0313073035466702 0.042244001351808 0.0864553314121038
"человек" 0.09353321728286 0.0958209693372898 0.155435940243516 0.0911992704058368 0.0864154856550294 0.0290993743634512 0.0559058991904826 0.0253464008110848 0.0384245917387128
"который" 0.0987295071319078 0.188550939663699 0.126651506865087 0.0911992704058368 0.0864154856550294 0.0353349545841907 0.0134174158057158 0.014081333783936 0.00960614793467819
"нем" 0.0441684637169061 0.0525469831849654 0.0662041967703866 0.0334397324821401 0.0518492913930176 0.13094718463553 0.0939219106400107 0.0760392024332545 0.0384245917387128
"жизнь" 0.0363740289433345 0.058728981206726 0.0259059900405861 0.0212798297613619 0.00864154856550294 0.153810978778242 0.102866854510488 0.0563253351357441 0.144092219020173
"лет" 0.0519628984904778 0.058728981206726 0.0690826401082295 0.0699194406444748 0.0950570342205323 0.114318970713558 0.0581421351581019 0.0619578686493185 0.0384245917387128
"тем" 0.0961313622073839 0.0803659742828882 0.0316628767162718 0.0851193190454476 0.112340131351538 0.0602772754671489 0.0581421351581019 0.0816717359468289 0.0384245917387128
"лишь" 0.00519628984904778 0.0123639960435213 0.00863533001352868 0 0.0172830971310059 0.228637941427116 0.0693233149961984 0.112650670271488 0.0864553314121038
"жизни" 0.0415703187923822 0.0463649851632047 0.0374197633919576 0.0334397324821401 0.00864154856550294 0.122633077674544 0.0939219106400107 0.0957530697307649 0.0864553314121038
"будто" 0.0961313622073839 0.0803659742828882 0.112259290175873 0.0243198054415565 0.0691323885240235 0.0644343289476419 0.0491971912876247 0.0253464008110848 0.172910662824208
"время" 0.0519628984904778 0.0556379821958457 0.0863533001352868 0.0972792217662259 0.0604908399585206 0.076905489389121 0.0894494387047721 0.028162667567872 0.0384245917387128
"много" 0.0493647535659539 0.0494559841740851 0.0834748567974439 0.0182398540811674 0.0777739370895264 0.072748435908628 0.116284270316204 0.0619578686493185 0.0960614793467819
"свой" 0.0389721738678583 0.0401829871414441 0.0431766500676434 0.0243198054415565 0.0604908399585206 0.114318970713558 0.0581421351581019 0.137997071082573 0.0576368876080692
"нибудь" 0.142897970848814 0.0896389713155292 0.0892317434731297 0.0425596595227238 0.0777739370895264 0.0415705348049303 0.0581421351581019 0.0197138672975104 0.0192122958693564
"долго" 0.116916521603575 0.0525469831849654 0.0345413200541147 0.0425596595227238 0.0604908399585206 0.0831410696098605 0.0648508430609598 0.0450602681085952 0.10566762728146
"иль" 0.00259814492452389 0 0.00287844333784289 0 0 0.162125085739228 0.0424884833847668 0.216852540272615 0.10566762728146
"час" 0.0311777390942867 0.0340009891196835 0.0460550934054863 0.0455996352029184 0.00864154856550294 0.145496871817256 0.0402522474171475 0.0732229356764673 0.153698366954851
"опять" 0.0597573332640495 0.0340009891196835 0.0777179701217582 0.0699194406444748 0.14690632561355 0.0706699091683815 0.0581421351581019 0.0450602681085952 0.0576368876080692
"свои" 0.0649536231130972 0.0618199802176063 0.118016176851559 0.0668794649642803 0.0777739370895264 0.0498846417659163 0.0424884833847668 0.0535090683789569 0.0288184438040346
"любви" 0.0285795941697628 0.0432739861523244 0.00575688667568579 0.00607995136038912 0 0.168360665959968 0.0424884833847668 0.115466937028275 0.10566762728146
"дело" 0.070149912962145 0.0494559841740851 0.123773063527244 0.103359173126615 0.120981679917041 0.0166282139219721 0.0648508430609598 0.0225301340542976 0.00960614793467819
"мои" 0.0675517680376211 0.0370919881305638 0.0143922166892145 0.124639002887977 0.0432077428275147 0.0976907567915861 0.0447247193523861 0.0478765348653825 0.0672430355427474
"другой" 0.0909350723583361 0.0618199802176063 0.0834748567974439 0.0607995136038912 0.0172830971310059 0.0623558022073954 0.0447247193523861 0.0535090683789569 0.0384245917387128
"несколько" 0.0987295071319078 0.0927299703264095 0.103623960162344 0.167198662410701 0.0691323885240235 0.00623558022073954 0.00670870790285791 0.00844880027036161 0.00960614793467819
"потом" 0.0909350723583361 0.0834569732937685 0.0748395267839153 0.0577595379236966 0.103698582786035 0.0353349545841907 0.0536696632228633 0.028162667567872 0.0672430355427474
"через" 0.0883369274338123 0.0803659742828882 0.0690826401082295 0.121599027207782 0.103698582786035 0.0166282139219721 0.0447247193523861 0.014081333783936 0.0768491834774256
"этот" 0.0545610434150017 0.123639960435213 0.0316628767162718 0.0182398540811674 0.120981679917041 0.0789840161293675 0.0648508430609598 0.00844880027036161 0.124879923150817
"голос" 0.0363740289433345 0.0772749752720079 0.149679053567831 0.0364797081623347 0.0604908399585206 0.0644343289476419 0.0268348316114316 0.0394277345950208 0.0576368876080692
"чего" 0.0493647535659539 0.0649109792284867 0.10938084683803 0.0303997568019456 0.120981679917041 0.072748435908628 0.0491971912876247 0.0253464008110848 0.048030739673391
"грачов" 0 0 0.495092254108978 0 0 0 0 0 0
"людей" 0.04676660864143 0.0247279920870425 0.0143922166892145 0.0364797081623347 0.0172830971310059 0.157968032258735 0.0916856746723914 0.0112650670271488 0.0576368876080692
"куда" 0.0389721738678583 0.068001978239367 0.103623960162344 0.0668794649642803 0.198755617006568 0.0124711604414791 0.0447247193523861 0.0591416018925313 0.0576368876080692
"стал" 0.103925796980956 0.0278189910979228 0.0431766500676434 0.151998784009728 0.0345661942620118 0.0311779011036977 0.0357797754819089 0.0506928016221697 0.0288184438040346
"очень" 0.189664579490244 0.0525469831849654 0.0316628767162718 0.075999392004864 0.190114068441065 0.0103926337012326 0.022362359676193 0.0168976005407232 0
"того" 0.0493647535659539 0.0525469831849654 0.0834748567974439 0.0851193190454476 0.120981679917041 0.0498846417659163 0.0424884833847668 0.0337952010814464 0.0288184438040346
"знаю" 0.0883369274338123 0.0803659742828882 0.0748395267839153 0.0182398540811674 0.0604908399585206 0.0457275882854233 0.0670870790285791 0.0197138672975104 0.048030739673391
"руку" 0.127309101301671 0.0958209693372898 0.0259059900405861 0.0547195622435021 0.0172830971310059 0.0436490615451768 0.0245985956438123 0.0450602681085952 0.0576368876080692
"тобой" 0.0129907246226194 0.0154549950544016 0.0201491033649003 0.0151998784009728 0.0604908399585206 0.106004863752572 0.0648508430609598 0.0929368029739777 0.201729106628242
"любовь" 0.0207851593961911 0.0494559841740851 0.0115137733513716 0.0212798297613619 0.0172830971310059 0.133025711375777 0.0424884833847668 0.0647741354061057 0.163304514889529
"gt" 0 0 0.164071270257045 0 0 0 0.0983943825752493 0.163343471893658 0
"давно" 0.0441684637169061 0.0340009891196835 0.0316628767162718 0.0303997568019456 0.0172830971310059 0.0644343289476419 0.0648508430609598 0.0704066689196801 0.21133525456292
"два" 0.111720231754527 0.0556379821958457 0.0604473100947008 0.0516795865633075 0.0432077428275147 0.0332564278439442 0.0491971912876247 0.0394277345950208 0
"мою" 0.0805424926602406 0.0154549950544016 0.0143922166892145 0.0547195622435021 0 0.116397497453805 0.0648508430609598 0.0225301340542976 0.0192122958693564
"потому" 0.158486840395957 0.105093966369931 0.0921101868109726 0.0334397324821401 0.0259246456965088 0.0124711604414791 0.00670870790285791 0.00563253351357441 0.0192122958693564
"зачем" 0.0519628984904778 0.0556379821958457 0.00863533001352868 0.0516795865633075 0.0691323885240235 0.101847810272079 0.0357797754819089 0.042244001351808 0.0672430355427474
"ль" 0.0103925796980956 0 0.0172706600270574 0.00607995136038912 0.0172830971310059 0.110161917233065 0.0268348316114316 0.188689872704743 0.0576368876080692
"руки" 0.0571591883395256 0.126730959446093 0.0287844333784289 0.0334397324821401 0.0604908399585206 0.0457275882854233 0.0447247193523861 0.0253464008110848 0.0960614793467819
"всех" 0.04676660864143 0.0525469831849654 0.0316628767162718 0.0455996352029184 0.0172830971310059 0.0581987487269024 0.0648508430609598 0.0704066689196801 0.048030739673391
"которые" 0.0883369274338123 0.0958209693372898 0.0949886301488155 0.0790393676850585 0.0777739370895264 0.0249423208829582 0.00670870790285791 0.0028162667567872 0
"наш" 0.00779443477357167 0.0247279920870425 0.0316628767162718 0.0364797081623347 0.0345661942620118 0.0644343289476419 0.0715595509638177 0.109834403514701 0.0768491834774256
"взор" 0.0129907246226194 0.0556379821958457 0 0 0 0.193302986842926 0.0111811798380965 0.0619578686493185 0.0384245917387128
"какой" 0.070149912962145 0.0618199802176063 0.0921101868109726 0.027359781121751 0.0777739370895264 0.0228637941427116 0.0559058991904826 0.0309789343246592 0.00960614793467819
"ночь" 0.0389721738678583 0.0370919881305638 0.0316628767162718 0.0243198054415565 0.0432077428275147 0.0457275882854233 0.0648508430609598 0.0704066689196801 0.153698366954851
"люди" 0.0389721738678583 0.0618199802176063 0.0431766500676434 0.0425596595227238 0.0432077428275147 0.0665128556878884 0.0626146070933405 0.0225301340542976 0.048030739673391
"сказать" 0.0545610434150017 0.0370919881305638 0.100745516824501 0.0547195622435021 0.0777739370895264 0.0457275882854233 0.022362359676193 0.0394277345950208 0.00960614793467819
"душа" 0.0285795941697628 0.0463649851632047 0.0172706600270574 0.00911992704058368 0 0.110161917233065 0.0559058991904826 0.0394277345950208 0.134486071085495
"слова" 0.0571591883395256 0.0834569732937685 0.0316628767162718 0.0638394892840857 0.0950570342205323 0.0457275882854233 0.0357797754819089 0.0225301340542976 0.0288184438040346
"эти" 0.070149912962145 0.10200296735905 0.0719610834460724 0.0121599027207782 0.0345661942620118 0.0374134813244372 0.0469609553200054 0.0225301340542976 0.00960614793467819
