"dostoevsky_besy" "dostoevsky_idiot" "dostoevsky_karamazovy" "dostoevsky_podrostok" "dostoevsky_prestuplenie" "dostoevsky_unizhennye" "goncharov_oblomov" "goncharov_obryv" "grigorovich_pereselentsy" "grigorovich_rybaki" "leskov_nekuda" "leskov_nozhy" "leskov_soboryane" "pisemsky_boyarshchina" "pisemsky_tyufyak" "pomyalovsky_bursy" "pomyalovsky_molotov" "reshetnikov_gde" "reshetnikov_mezhdu" "saltykov_golovlevy" "saltykov_pompadury" "tolstoy_karenina1" "tolstoy_karenina2" "tolstoy_kazaki" "tolstoy_vojna1" "tolstoy_vojna2" "tolstoy_vojna3" "tolstoy_vojna4" "tolstoy_yunost" "turgenev_dym" "turgenev_gnezdo" "turgenev_nakanune" "turgenev_nov" "turgenev_otcy"
"а" 0.851651402279761 0.758587149314363 1.07479357936396 0.991349272469099 1.04586933559592 0.988320606860599 1.05707819289326 1.06312234599721 0.47675098644517 0.523021360604048 1.07411956758711 0.983667487445463 1.30748373683139 0.668714195473654 0.764793689991338 0.714882943143813 0.833936885669943 1.15490087238925 1.13514239656099 1.27666131055887 0.751597143930853 0.493117051504869 0.526863690906635 0.873228311904866 0.413102046603961 0.440100301929277 0.374516588642377 0.388017118402282 0.404331551872535 0.781155627139118 0.612262192279988 0.863754148292949 0.972684008083969 0.929120347553073
"его" 0.618461137369826 0.62985142944329 0.887960302951162 0.586321266328183 0.692051508487588 0.631589500242276 0.606443207231651 0.584586899168539 0.892057358177686 0.907568371710065 0.558329478201222 0.787271874881212 0.796279029889936 0.675248861878934 0.659749737390119 1.08486622073579 0.645628556647698 0.498744853069103 0.486297689414293 0.522770795271951 0.624765125892522 0.956578112499655 0.944858112349907 0.596779147834481 0.768539963132769 0.916875629019327 0.875228984327295 0.866381359961959 0.492403771092296 0.761022750150997 0.987246303122749 0.934218302495795 0.867070865115066 0.799518098680247
"но" 0.925036330367359 0.844887761524231 0.811619824416899 1.01073612399201 0.663191979359665 0.791157746996608 0.43115895796536 0.45289185794321 0.53005233896699 0.452848548358424 0.445068355480403 0.836687545139314 0.713757515352217 0.540199089503148 0.645006726498719 0.731605351170569 0.651836523538541 0.666097777188637 0.597796883396024 0.62842552442165 0.943019541525742 0.969681922259924 0.930554120741583 0.445390319891176 0.53693812922437 0.568036436211043 0.611439039283533 0.677127912505944 0.776636842210613 0.759009462452184 0.718189907207322 0.766013547301905 0.757546124258426 0.722851979628717
"это" 0.681224562707904 0.806743844525394 0.861843823452599 0.884983573573102 0.810952768494629 0.827916924259386 0.60711479439359 0.628485246243649 0.464165944877518 0.282562523975711 0.880565348477356 1.04997740394565 0.978469386661522 0.686139972554401 0.711350275510016 0.46195652173913 0.595964821520952 0.445722144437172 0.546749059645352 0.535977636415663 0.766863960916949 0.848988937625866 0.792282201861108 0.355434639519066 0.49156307605048 0.545007932040325 0.510482393649501 0.619115549215407 0.552453011469405 0.636198912824643 0.447014956993348 0.700095467563759 0.654540713214682 0.721026595841776
"она" 0.443206342002733 0.49539412202239 0.367639672941318 0.550167408082745 0.520625905467726 1.14621798192117 1.09670183544771 1.45038400187763 0.473049503631155 0.202097699267396 0.514726604665507 0.663943877313984 0.304365066606651 0.792872857173975 0.906695169821057 0.0710702341137124 0.982928091050181 0.850848777578022 0.50644814615798 0.713169421760472 0.277151446824502 1.22072333029877 1.32152989136913 0.480494975646145 0.531266247577634 0.862289545059106 0.435579075921026 0.582976699952449 0.466382433595548 0.865713710489229 1.19698317867887 1.17061417466018 0.674098702653367 0.713725060694011
"к" 0.573078352894601 0.550226002708218 0.579250122211731 0.533400401360223 0.529283764206103 0.644121037945496 0.545328775495128 0.639785810837241 0.943137821011097 0.81587589704245 0.663082723158975 0.623397686332977 0.564790105991919 0.792872857173975 0.799808340858412 0.654264214046823 0.569063631660631 0.614732028201453 0.568242880171951 0.553586757940613 0.529641112363773 0.72622693039808 0.738244900229658 0.765720303655272 0.799735312189819 0.788086587175682 0.764502340728679 0.665715644317642 0.704577753758082 0.622105898932958 0.675818821236388 0.67281902077556 0.640198187626312 0.66626508223354
"так" 0.564388032463175 0.64034100661797 0.596661108544107 0.643433882976773 0.689742746157354 0.699259803839663 0.544657188333188 0.367702986391512 0.632213264633812 0.541734110536214 0.474314185290943 0.41602081371137 0.442615396156855 0.337624430939467 0.398061294067781 0.386705685618729 0.467666839110191 0.534369485431182 0.454056958624395 0.717571702141709 0.487363773017663 0.503462164473503 0.551498343120972 0.550704287156084 0.432008318759749 0.482745680023199 0.378587421127621 0.444127436994769 0.536439880702176 0.4469498691363 0.328375916274734 0.386416329499477 0.500684529630354 0.423489038570359
"же" 0.63342780033506 0.668472145404612 0.732265905940495 0.57426998024637 0.657997264116639 0.605690988988956 0.399594361354188 0.393346575276972 0.417527261420925 0.419165598480525 0.520575770627616 0.654652041880836 0.622662336966423 0.466139536909974 0.5252197630061 0.447324414715719 0.612519399896534 0.333048888594318 0.369425040300913 0.343377869736524 0.490886884629838 0.488289332119507 0.488719713284435 0.311553819825354 0.336531644373021 0.376132234788394 0.407897415021372 0.465049928673324 0.416341399947957 0.463056170726797 0.385576882335494 0.354593808246579 0.494165199817459 0.385155979044594
"все" 0.784060021146446 0.655121774455019 0.465743884391051 0.803244415800808 0.762468759559719 0.223896806964193 0.689048428150247 0.170812380203149 0.635914747447828 0.608164372795404 0.609908487139811 0.644937850291637 0.652670160434685 0.385545317911521 0.497576617584726 0.451505016722408 0.699430936368339 0.491288534667738 0.5736163353036 0.62952609451696 0.615370161593386 0.19586747220613 0.210586543122561 0.210627934529817 0.204187739282507 0.205550722412705 0.233665784652962 0.252971944840704 0.250205168237955 0.646265351318703 0.572009660607601 0.67963813247261 0.558054631983832 0.507456692769655
"за" 0.451413866854635 0.480136555222856 0.446993591417723 0.427034702464226 0.383254546818814 0.427743153603235 0.486900692406364 0.535472906896387 0.501921069580474 0.525828273093872 0.570027810125438 0.582429139195918 0.663387240244778 0.396436428586987 0.455190461271953 0.487040133779264 0.473874806001035 0.598162431753975 0.580333154218162 0.47214457088772 0.3358699736941 0.386907225026897 0.42991441445021 0.673570582298477 0.456586472562273 0.432424133872371 0.431508243435783 0.361388492629577 0.334274104765908 0.384537950473123 0.470319054277361 0.406873664590626 0.372905665297607 0.450869795374477
"у" 0.456724618229395 0.442469437186505 0.489851403928186 0.544927718481957 0.400570264295568 0.543033300472857 0.590325115345095 0.678033875615555 0.39679895766244 0.296597086424836 0.602464094097128 0.407151334434275 0.525136910694574 0.492278202531094 0.595249064740247 0.319816053511706 0.51526125193999 0.662783857899141 0.537345513164965 0.591006141181132 0.385193536264562 0.339319705371183 0.335349136595173 0.403703541182149 0.290211277591341 0.332633949132593 0.25239161408508 0.23585354255825 0.378310214375788 0.406684115160056 0.506334477352655 0.484156930490521 0.475911076341352 0.503805925195772
"по" 0.465897734240345 0.448667823698816 0.36228244637751 0.353679048053193 0.450785844978153 0.324149108589951 0.439889591070577 0.405081776970319 0.418267557983728 0.513664985637964 0.522702740068382 0.461635278565003 0.530495450599621 0.440000871288854 0.473619224886202 0.610367892976589 0.399379203310916 0.531055566141687 0.536002149382053 0.602011842134226 0.575441563322059 0.366906673287539 0.328991806991473 0.577032778972311 0.41499267381954 0.378690957474029 0.487685731732139 0.427009034712316 0.458375868211934 0.37245822428025 0.508453031651201 0.434150111378824 0.432883499576244 0.443568260226713
"вы" 0.92117396573117 0.73474720119009 0.433265698347965 0.483623350152737 0.562760817994494 0.545539608013501 0.32303342489305 0.632396980141431 0.118447450048489 0.0879499246811815 0.532274102551832 0.545684153619381 0.379384625277304 0.749308414472108 0.396218417706356 0.052257525083612 0.24831867563373 0.180608601277516 0.325094035464804 0.263036252778939 0.340567455843668 0.317250131038098 0.234426529136436 0.105313967264909 0.281703455121236 0.261842621496682 0.167718298392021 0.105563480741797 0.196160851898557 0.738876585464063 0.622854963772722 0.581897531481566 0.60238607471152 0.7575342715806
"ее" 0.295470894668488 0.297522552590926 0.274223034734918 0.336388072370593 0.353817827108333 0.690070009523969 0.419741976212383 0.648478552832313 0.347939384517438 0.252622124084245 0.431774796475612 0.590876262316961 0.28936115487252 0.642575529852534 0.534434144813224 0.135869565217391 0.703569580962235 0.473061978575512 0.318377216550242 0.395104664216064 0.200817361894025 0.658638859003007 0.650831618178784 0.326912106718154 0.328969135510706 0.469099159033144 0.289843272949318 0.40038040893961 0.328269180728197 0.599959734246024 0.898267022583789 0.652361685684412 0.392463654736293 0.461822098096125
"было" 0.395892375209413 0.42721187038697 0.378688952729172 0.484671288072895 0.454248988473504 0.471185817641063 0.316989140435591 0.276429195443265 0.469348020817139 0.403259761038183 0.381791014617597 0.350133253367234 0.271142119195362 0.422575094208107 0.396218417706356 0.420150501672241 0.43248836006208 0.537683404720678 0.482267598065556 0.363188131452092 0.304161969184517 0.562774145493669 0.667519608388496 0.405897582166835 0.463203667816798 0.556948637906624 0.588642377366171 0.596291012838802 0.568466142236634 0.273807127038454 0.336850133468921 0.327317361458381 0.335093552382815 0.231823740941533
"да" 0.31140314879277 0.399080731600328 0.407149218849402 0.365206365174927 0.622211447998014 0.502096943975672 0.553387821438405 0.433767825554054 0.327951377321755 0.322794936329868 0.584916596210804 0.535969962030182 0.620518921004405 0.31366398745344 0.283802959659436 0.144230769230769 0.204862907397827 0.373644399890641 0.415099408919936 0.729677973190113 0.258361518226231 0.311732737454826 0.292437161770198 0.390539295274036 0.191898662381245 0.238814117325964 0.195399959291675 0.16642891107941 0.124101763446026 0.541574390980471 0.436422185500614 0.493249079419921 0.572397157572202 0.503805925195772
"бы" 0.452862253593206 0.516850075334236 0.569205322404591 0.510345767116756 0.498692663330505 0.311617570886732 0.407653407297466 0.363356615393977 0.356082646708271 0.359284798697593 0.231839669043555 0.286779829959412 0.302221650644632 0.374654207236054 0.429390192212004 0.215301003344482 0.262803931712364 0.392699435805241 0.286136485760344 0.494155972793907 0.391065388951522 0.299318601892466 0.306741153378523 0.29400149194787 0.283594082336815 0.301076369343091 0.317524933848972 0.357584403233476 0.338277387457715 0.352325347292128 0.262700733019787 0.315952175296631 0.320751026794446 0.273807568041181
"только" 0.370787005074182 0.396219937825415 0.405475085548212 0.404504037180837 0.356126589438567 0.35506023492456 0.39220690257285 0.337713026508517 0.406422812978879 0.395774661065317 0.345632534124566 0.277065638370212 0.259353331404259 0.402971094992267 0.379632530453532 0.342809364548495 0.271081220900155 0.407612072607972 0.41778613648576 0.40170808478792 0.342916196918452 0.39173494441226 0.354421125406273 0.351046557549695 0.272250319043343 0.333486856694471 0.340321595766334 0.452686638135996 0.392321703797114 0.308033017918261 0.271174950213974 0.290948765740783 0.35595540778408 0.330394465436358
"ты" 0.141459104800436 0.2393530791677 0.440297058212963 0.358918737653981 0.354395017690891 0.613209911610887 0.566147977515262 0.454195769242471 0.414566075169713 0.481853310753282 0.280759966181186 0.391946512816398 0.420109528555659 0.165544882267094 0.30776035235796 0.255016722408027 0.368339368856699 0.500401812713851 0.381515314347125 0.36648984173802 0.22782788425404 0.365527324891721 0.367135784613673 0.436614155952433 0.207968993713665 0.271224604677345 0.0968858131487889 0.150261531145982 0.220180548049401 0.310046305617073 0.290241938900894 0.554621084693367 0.374209531260186 0.51475822791742
"из" 0.378028938767037 0.335666469589762 0.335161486898233 0.334292196530278 0.292058434774578 0.258149676686327 0.284081369500541 0.328585647413692 0.357563239833877 0.377997548629759 0.434965250636762 0.333239007125148 0.357950465657118 0.379010651506241 0.232202421539539 0.524665551839465 0.324883600620797 0.436608866391059 0.385545405695862 0.369791552023948 0.392239759488914 0.299318601892466 0.318661146385461 0.533151959278599 0.366781679822281 0.3838084028453 0.472216568288215 0.403233475986686 0.32426589803639 0.312059593315885 0.334731579170374 0.306860026367232 0.312927831018971 0.315791395140828
"о" 0.426308496719404 0.33375927373982 0.334491833577757 0.408171819901389 0.278783051375734 0.307440391652325 0.258561057346828 0.243396775861994 0.320548411693724 0.23858756163512 0.359457835489549 0.339996705621983 0.312938730454726 0.298416432507787 0.281960083298012 0.206939799331104 0.335230212105535 0.241916108133186 0.217624932831811 0.130967841341815 0.348788049605411 0.433805070484703 0.491898378086285 0.193075606652332 0.277922200690079 0.419630520444194 0.402198249542031 0.550641940085592 0.334274104765908 0.356351922689752 0.381339773738401 0.402327590125926 0.404198448399505 0.341346768158005
"мне" 0.337956905666572 0.384776762725764 0.344536633384897 0.7367003578708 0.281669004288526 0.806195592240472 0.237741855326694 0.329889558712953 0.14287723662099 0.101048849633698 0.227585730162022 0.372940485794051 0.349376801809043 0.416040427802827 0.269059948768037 0.0731605351170569 0.233833419555096 0.206291475771108 0.991402471789361 0.197002047060377 0.265407741450582 0.262076195205385 0.239989192539674 0.197463688621703 0.190953348773456 0.237961209764086 0.105841644616324 0.112220637184974 0.944774715266519 0.376484799677874 0.292360493199441 0.50688730281402 0.363778603559554 0.361425989814358
"от" 0.303195623940867 0.309919325615547 0.35391177987156 0.296566431404604 0.297253150017604 0.382629617871644 0.399594361354188 0.480708632327438 0.298339514809633 0.312502923867177 0.266934664816203 0.291425747675985 0.335444598055922 0.289703543967414 0.316974734165085 0.319816053511706 0.316606311433006 0.397670314739484 0.310317033852767 0.307059056591314 0.267756482525366 0.275180004965654 0.328197140791011 0.318135942779411 0.349766034882072 0.344574654998891 0.404640749033177 0.451735615786971 0.292239636501932 0.265753976243205 0.294479047497987 0.263672318952584 0.269900254253863 0.273807568041181
"меня" 0.318645082485625 0.390975149238075 0.394760632420596 0.801148539960493 0.303602246425747 0.946548814516533 0.268634864775925 0.364660526693238 0.127331008802126 0.140345624491247 0.173879751782666 0.296916377704663 0.362237297581155 0.446535537694134 0.278274330575162 0.119147157190635 0.264873254009312 0.186407960034133 1.0061794734014 0.22671743963373 0.268930853062758 0.185522359237496 0.209791876922099 0.219404098468559 0.128562650659356 0.168875697251932 0.0968858131487889 0.0932001902044698 0.858704137392662 0.366418361183813 0.286004830303801 0.425057962449425 0.289458243692548 0.28841063833671
"ему" 0.186359093696138 0.28131138786642 0.327795300372997 0.211159490911758 0.300716293512955 0.233086601279888 0.353254847180341 0.321631453817635 0.276870914488344 0.276948698996061 0.188236795507841 0.274531501433899 0.245421127651138 0.363763096560587 0.370418148646407 0.392976588628763 0.235902741852043 0.277540740495265 0.299570123589468 0.212410028394708 0.230176625328824 0.444839857651246 0.482362383680735 0.469524770722717 0.363945738998913 0.461422990976238 0.374516588642377 0.334759866856871 0.246201885546148 0.424803704449366 0.410999533918054 0.34095558485248 0.389855922811135 0.361425989814358
"еще" 0.374166574130847 0.375717582438541 0.353242126551085 0.368874147895479 0.40345621720836 0.392654848034219 0.306915333006494 0.272952098645236 0.284273880116375 0.337765136275601 0.315854961953834 0.259749035972074 0.295791402758576 0.355050208020214 0.385161159537807 0.225752508361204 0.169684428349715 0.2700844220939 0.240462117141322 0.274041953732033 0.217258549417512 0.22759248530994 0.288463830767886 0.324718065733468 0.262797182965449 0.277194957610494 0.249134948096886 0.201616737993343 0.336275746111812 0.277833702436078 0.235159527138681 0.238668909396736 0.230784275376491 0.24277604366318
"был" 0.272779502430876 0.310872923540518 0.285272314522772 0.384593216697843 0.249923522247811 0.308275827499206 0.17864218507599 0.159077178509803 0.196918885705614 0.203968974260612 0.223331791280489 0.23356295429684 0.244349419670128 0.30712932104816 0.316974734165085 0.468227424749164 0.277289187790998 0.207948435415855 0.253895754970446 0.200303757346305 0.297115745960165 0.326215895610913 0.339322467597486 0.337882311641581 0.336531644373021 0.362485713798339 0.347649094239772 0.320494531621493 0.454372585520126 0.10267767263942 0.173721452480827 0.129563122243942 0.186452832648804 0.147856086742238
"вот" 0.201808552240896 0.268437815879313 0.39576511240131 0.286611021163106 0.345159968369956 0.313288442580494 0.307586920168434 0.262520808251151 0.27835150761395 0.307824736384135 0.23024444196298 0.19808503718846 0.261496747366278 0.115445773159947 0.21377365792529 0.229933110367893 0.326952922917744 0.259314184403039 0.209564750134336 0.495256542889217 0.214909808342728 0.146900604154597 0.146218580885099 0.230374303391987 0.161648626931985 0.15352336113812 0.0936291471605943 0.113171659533999 0.108088632678797 0.265753976243205 0.154654463793907 0.209119425376188 0.333789686420236 0.279283719402004
"теперь" 0.270848320112781 0.316117712127858 0.328464953693473 0.287658959083264 0.338233681379255 0.365085465087136 0.175284249266291 0.191240323891567 0.230972527594554 0.161865286913238 0.156863996256534 0.192594407159782 0.196122560524708 0.20910932496896 0.175073254335367 0.123327759197324 0.161407139161924 0.255171785291169 0.182697474476088 0.162884374105787 0.0998214956783164 0.266903914590747 0.337733135196561 0.127254377111764 0.172047076617668 0.194462924108285 0.18644412782414 0.248216833095578 0.128105046137833 0.189249043688343 0.129231812211347 0.215938537073237 0.152552317621748 0.175236843546356
"когда" 0.201325756661372 0.225525909255621 0.207257702687319 0.230546342434674 0.19797636981755 0.299921469030393 0.261247405994587 0.272082824445729 0.207283037584856 0.204904611757221 0.152610057375001 0.20991100955792 0.19290743658168 0.163366660132 0.134529974384019 0.326086956521739 0.329022245214692 0.150783327672055 0.290166577109081 0.219013448966565 0.240745960165351 0.302766972882011 0.335349136595173 0.138224582035192 0.175828331048825 0.2413728400116 0.233665784652962 0.347123157394199 0.376308573029885 0.136903563519227 0.186432778272107 0.240941946629086 0.174718038985592 0.184363762481062
"даже" 0.333128949871335 0.481090153147827 0.346545593346325 0.431226454144856 0.393066786722308 0.271516650236428 0.155136634408097 0.159511815609557 0.254662017604252 0.197419511784354 0.143038694891551 0.18245785941453 0.201481100429755 0.13722799451088 0.340932126863609 0.0940635451505017 0.099327470253492 0.118472614599471 0.12224610424503 0.338975589355286 0.408680947012401 0.0731054649783442 0.096154610255962 0.0526569836324543 0.056718816467363 0.0622622520171264 0.0594341542845512 0.0608654303376129 0.242198602854341 0.197302194483592 0.148298800898267 0.17047779242624 0.235999739226807 0.167935308398591
"нет" 0.192152640650422 0.211698739343543 0.220985595757077 0.194392484189237 0.234339376518733 0.192985680629584 0.3592991316378 0.351186776600877 0.206542741022053 0.206775886750437 0.274910800219078 0.326903664784366 0.294719694777567 0.21564399137424 0.21377365792529 0.106605351170569 0.225556130367305 0.230317390619951 0.159860290166577 0.263036252778939 0.192596768132281 0.228971833705757 0.214559874124874 0.125060336127079 0.13801578673725 0.155229176261877 0.113983309586811 0.124583927722301 0.146119818250966 0.239581236158647 0.129231812211347 0.243214983861436 0.20470695612491 0.202617600350474
"ни" 0.189738662752804 0.235061888505331 0.157368530311858 0.208015677151286 0.168539650107069 0.153720195826163 0.292812002605758 0.265997905049179 0.224309858529327 0.271334874016411 0.271720346057928 0.252146625163135 0.198265976486727 0.15683199372672 0.258002690599488 0.158862876254181 0.24831867563373 0.217890193284343 0.146426652337453 0.369791552023948 0.346439308530628 0.191039752820767 0.175621230302212 0.138224582035192 0.155031431677459 0.187639663613258 0.192143293303481 0.242510699001427 0.222182189395304 0.193275619085967 0.169484343883734 0.16138564349684 0.209922419975227 0.21174451928518
"уже" 0.316231104588006 0.307058531840635 0.334157006917519 0.358918737653981 0.299561912347838 0.214707012648499 0.0973801384812728 0.093012339347262 0.162865243816673 0.305953461390919 0.0829518081898958 0.158805914675609 0.17683181686654 0.15683199372672 0.189816265226766 0.133779264214047 0.0951888256595965 0.189721879323629 0.153143471252015 0.135370121723053 0.171458098459226 0.185522359237496 0.263034512353086 0.16455307385142 0.186226780734509 0.150111730890606 0.148992468959902 0.171184022824536 0.304249484577353 0.217435071471713 0.207618321257574 0.197754239214438 0.195579894386857 0.233649124728474
"сказал" 0.0410376242595123 0.117292544771423 0.0843763183799747 0.0937904438541061 0.0969680178698204 0.141188658122943 0.371387700552716 0.237746493565198 0.196918885705614 0.178706761852188 0.105816729678136 0.0971419158919951 0.158612781189382 0.361584874425494 0.106886828962645 0.160953177257525 0.16554578375582 0.173980762698524 0.192101020956475 0.0649336356232528 0.11978579481398 0.522083367817043 0.520506361302935 0.574838737987626 0.529375620362055 0.488716032956348 0.428251577447588 0.313837375178317 0.352288876879041 0.0744916448560499 0.0699122918520402 0.122744010546893 0.0977899471934285 0.089443805560119
"него" 0.169944043992333 0.215036332080941 0.226677648981122 0.172909756826006 0.214137706129187 0.193821116476466 0.290797241119939 0.30641915532626 0.114745967234474 0.127246699538731 0.121237258123694 0.135153969936689 0.159684489170391 0.193861770023307 0.187973388865341 0.246655518394649 0.182100362131402 0.183922520567012 0.153143471252015 0.194800906869759 0.157365652010522 0.225523462716213 0.234426529136436 0.236956426346044 0.197570544027981 0.211521075345854 0.206798290250356 0.174037089871612 0.124101763446026 0.19528890678478 0.247870852929961 0.252307132790835 0.211226285937806 0.209919135498239
"до" 0.247191336716121 0.274636202391624 0.23203487554493 0.234214125155226 0.244151616422226 0.239770088054938 0.210206781687161 0.187328589993785 0.185074140700765 0.225488636682604 0.168030585820558 0.167253037796652 0.159684489170391 0.10455466248448 0.141901479829718 0.240384615384615 0.225556130367305 0.201320596836864 0.119559376679205 0.225616869538421 0.265407741450582 0.123451681425695 0.112047934265212 0.142612664004564 0.139906413952829 0.129641949405523 0.148992468959902 0.163575844032335 0.156128024980484 0.189249043688343 0.175840006779374 0.17729690412329 0.192972162461699 0.21174451928518
