"dostoevsky_besy" "dostoevsky_idiot" "dostoevsky_karamazovy" "dostoevsky_podrostok" "dostoevsky_prestuplenie" "dostoevsky_unizhennye" "goncharov_oblomov" "goncharov_obryv" "grigorovich_pereselentsy" "grigorovich_rybaki" "leskov_nekuda" "leskov_nozhy" "leskov_soboryane" "pisemsky_boyarshchina" "pisemsky_tyufyak" "pomyalovsky_bursy" "pomyalovsky_molotov" "reshetnikov_gde" "reshetnikov_mezhdu" "saltykov_golovlevy" "saltykov_pompadury" "tolstoy_karenina1" "tolstoy_karenina2" "tolstoy_kazaki" "tolstoy_vojna1" "tolstoy_vojna2" "tolstoy_vojna3" "tolstoy_vojna4" "tolstoy_yunost" "turgenev_dym" "turgenev_gnezdo" "turgenev_nakanune" "turgenev_nov" "turgenev_otcy"
"tolstoy_vojna1" 1.22637870930352 1.28597157010431 1.29203764035307 1.46849330241522 1.31209828908064 1.50118538433196 1.26100986761246 1.243228232107 0.95081417536003 1.10303576758244 0.996871848118052 1.02937652759347 0.977235489947944 0.941464554718789 1.04199419149804 0.978943994344519 1.09664149101495 1.18020350204204 1.19121736153844 1.19059690003429 1.1332451997894 0.834004203050187 0.88445137961944 0.802911553744198 0 0.47586808716269 0.531200385535194 0.927079557209585 0.983884811608126 0.949240258895115 0.930827174004335 1.04719379352496 0.980305059032587 0.9583164938559
"tolstoy_vojna2" 1.24082553373263 1.24946973031887 1.23739179773511 1.42428806838048 1.29149834097391 1.42464738534915 1.27948313348781 1.22997804806816 1.03979992424399 1.2494293430496 1.10078077583731 1.04134304785425 1.06966660058998 0.948882678360856 0.990103327323468 1.03659104903543 1.07404376582511 1.20439938035089 1.2466406110641 1.16791919852303 1.13332133389776 0.619456280098654 0.635393293322556 0.901115148845654 0.47586808716269 0 0.533784117716448 0.812123193852373 0.874514947589654 0.938831851706611 0.906222785509287 1.02995573475853 0.980030866694477 0.976375455465474
"tolstoy_vojna3" 1.33435362234651 1.40630467248072 1.37835077186929 1.57682900602503 1.52245809934675 1.71377740524999 1.46133395938622 1.44913206372155 1.10302440918585 1.22500344260928 1.17278525858785 1.18329598025826 1.11812014023105 1.10476601707101 1.20993688846406 0.840007809284839 1.19630883772216 1.21675782814131 1.28301413406875 1.31752946595235 1.10952587691702 0.925889714074958 0.905892263630913 0.95638685632927 0.531200385535194 0.533784117716448 0 0.610328809234908 0.963640052273407 1.14673960065445 1.08657325378397 1.21947942440419 1.11251933459033 1.17303939380557
"tolstoy_vojna4" 1.32041800947584 1.34722262520445 1.38458626078052 1.46139374904622 1.52204874673642 1.64581874574054 1.59716339695746 1.53982025205437 1.1429378062893 1.3527657068637 1.35030189682527 1.1860643384287 1.28705014922082 1.25106890676063 1.32547457137957 1.04415474574806 1.16968592369517 1.31189779295944 1.35007474913666 1.3691381229105 1.06606481241414 0.94904165353811 0.926650670636946 1.33949864417001 0.927079557209585 0.812123193852373 0.610328809234908 0 1.0025580526949 1.30645714823342 1.38025804458861 1.38516158286366 1.19842485664889 1.34147958868164
"tolstoy_yunost" 1.22982934080843 1.2276135136521 1.35148109333058 1.22404198942958 1.39957508219651 1.33927222500448 1.54952989911234 1.56246698972977 1.2051498245209 1.29184086043297 1.27841680959716 1.19336161948099 1.22281412222971 1.17104695715856 1.19744715214643 1.29653678407508 1.30556119570246 1.33394236497177 1.13083302172359 1.33444729919033 1.14957852548676 1.04383269589647 1.03954616826071 1.24788656498116 0.983884811608126 0.874514947589654 0.963640052273407 1.0025580526949 0 1.25230052845775 1.30240802165355 1.31263264815902 1.27808465335313 1.26216891104222
"turgenev_dym" 0.9437793599891 1.01156880195886 1.0442748015362 1.15242547421907 1.03138907085112 1.22526380481792 1.0252197923521 0.930271360306983 1.03364318608112 1.22233216020521 0.854676499467132 0.809571136671445 0.811105577334941 0.871447359999595 0.907682400736075 1.26758146681738 0.999705330429919 1.16570076743597 1.26721783072389 1.09634977743198 1.07536740490115 1.02416394988891 1.05376297063085 1.13562589206628 0.949240258895115 0.938831851706611 1.14673960065445 1.30645714823342 1.25230052845775 0 0.678557858541401 0.567480188866526 0.514587352595347 0.508078312882507
"turgenev_gnezdo" 1.23604949459475 1.29110989694647 1.34860647119512 1.47434149440721 1.33788723610098 1.43990891176292 1.16856011136652 1.03299097080292 1.24142289804406 1.36779601913279 0.989451659170132 0.973418216011278 1.01863442344545 0.93358283206951 0.953599861522883 1.12826869288021 1.00972967146649 1.27126906243147 1.33246581161255 1.25817043859165 1.24992053692587 1.09164752085722 1.12520496230152 1.08080526320203 0.930827174004335 0.906222785509287 1.08657325378397 1.38025804458861 1.30240802165355 0.678557858541401 0 0.626598698811708 0.825936595938181 0.655321919214715
"turgenev_nakanune" 1.09379515639454 1.17475451929486 1.09212357489463 1.22035237002958 1.15156461518076 1.12167751019447 0.997587224245833 0.888463331947571 1.08035217620162 1.26818997591738 0.98165172545414 0.832337145282825 0.909378675429249 0.881128719402521 0.933010013069345 1.23534502746245 0.997660268072225 1.15779247004307 1.21729310665862 1.18224768026551 1.17780673469065 1.00071393666656 1.040847142831 1.16913661906646 1.04719379352496 1.02995573475853 1.21947942440419 1.38516158286366 1.31263264815902 0.567480188866526 0.626598698811708 0 0.611990871274443 0.487937956442023
"turgenev_nov" 0.894573079444968 0.938682578637868 0.89961447628194 1.05871989439109 0.871570299942554 1.13930648474855 1.02577846829235 1.04122741912416 0.942714000320643 1.12812709333765 0.797694685544751 0.722572537853642 0.749843378218126 0.93145601423663 0.915591020002824 1.16067673067943 0.888586773681709 1.04857873666485 1.08619906360637 0.972727140065413 0.997539261203619 0.94615110105772 1.00252223241317 1.08532992709343 0.980305059032587 0.980030866694477 1.11251933459033 1.19842485664889 1.27808465335313 0.514587352595347 0.825936595938181 0.611990871274443 0 0.490794470077998
"turgenev_otcy" 1.01988041554967 1.07210493075084 1.05134109879013 1.22254895925461 1.03756123464492 1.15922284218417 0.994760541276189 0.951596273398476 1.01781969767093 1.12265655400369 0.855010936534474 0.780227048380834 0.78406202556418 0.880240476214322 0.84183635382241 1.2346756915673 0.936113029601058 1.10248307634937 1.20354099978963 1.0442553239739 1.07503904604441 1.0552507900955 1.10839628781026 1.06973288855361 0.9583164938559 0.976375455465474 1.17303939380557 1.34147958868164 1.26216891104222 0.508078312882507 0.655321919214715 0.487937956442023 0.490794470077998 0
