"chulkov_povarikha" "emin_fortuna1" "emin_fortuna2" "emin_postoyannost1" "emin_postoyannost2" "karamzin_natalia" "komarov_povest1" "komarov_povest2" "krylov_kaib" "krylov_nochi" "nartov_petr1" "nartov_petr2" "radischev_put1" "radischev_put2" "scherbatov_ofir1" "scherbatov_ofir2"
"же" 0.251661611924889 0.133505947083097 0.137830387546619 0.219346347883308 0.194595796730791 0.221672776877824 0.254297629946089 0.407417080177592 0.462915337928197 0.431271792989539 0.221029365329965 0.195051842726619 0.316927665920955 0.326336569840055 0.592651126037139 0.700776128400271
"ему" 0.451700329095954 0.23060118132535 0.235122425814821 0.559333187102435 0.311353274769265 0.187569272742774 0.274641440341776 0.428310263776443 0.339471247814011 0.220223894292531 0.336806651931376 0.379837798993943 0.17524235645041 0.257846178639056 0.244962465428684 0.188380679677492
"было" 0.419436019874814 0.331742050327696 0.30403761958813 0.279666593551217 0.266874235516513 0.204621024810299 0.193266198759028 0.177592060590232 0.308610225285464 0.17434391631492 0.42100831491422 0.164254183348732 0.309470544369873 0.24575963901535 0.363492690636112 0.452113631225981
"чтоб" 0.12260437504033 0.473339266930981 0.551321550186476 0.597718797982014 0.51150895140665 0.00852587603376247 0.279727392940698 0.355184121180465 0.11315708260467 0.284455863461186 0.368382275549942 0.256647161482394 0.0410141685309471 0.0241730792474115 0.0632161201106282 0.00753522718709969
"того" 0.400077434342131 0.299376972246946 0.291876114804605 0.334503180522044 0.300233514956077 0.170517520675249 0.218695961753636 0.297727866283625 0.226314165209341 0.367039823820885 0.294705820439954 0.195051842726619 0.23117076808352 0.197413480520527 0.181746345318056 0.165774998116193
"ни" 0.400077434342131 0.262966259406101 0.328360629155181 0.208379030489142 0.239074835983543 0.298405661181686 0.386532397518055 0.276834682684774 0.390906285361588 0.311983850247752 0.105252078728555 0.041063545837183 0.242356450410142 0.189355787438056 0.221256420387199 0.203451134051692
"когда" 0.316190230367168 0.210373007524881 0.198637911464245 0.42772537837245 0.411431113087957 0.238724528945349 0.193266198759028 0.151475581091669 0.267462195247403 0.357863828225362 0.252604988948532 0.297710707319577 0.23489932885906 0.193384633979292 0.181746345318056 0.143169316554894
"только" 0.271020197457572 0.319605146047415 0.336468299010864 0.42772537837245 0.239074835983543 0.179043396709012 0.452649781304038 0.355184121180465 0.216027157699825 0.357863828225362 0.11577728660141 0.0923929781336618 0.100671140939597 0.108778856613352 0.0632161201106282 0.173310225303293
"во" 0.200038717171065 0.117323408042722 0.231068590886979 0.126124150032902 0.122317357945068 0.179043396709012 0.264469535143932 0.203708540088796 0.174879127661763 0.201871903101487 0.252604988948532 0.492762550046197 0.387770320656227 0.439144272994642 0.244962465428684 0.24866249717429
"они" 0.225850164547977 0.250829355125819 0.377006648289282 0.120640491335819 0.127877237851662 0.255776281012874 0.167836435764419 0.120135805693393 0.339471247814011 0.183519911910442 0.136827702347121 0.112924751052253 0.260999254287845 0.257846178639056 0.252864480442513 0.467184085600181
"или" 0.161321546105698 0.129460312323003 0.141884222474461 0.180960737003729 0.127877237851662 0.298405661181686 0.106805004577357 0.0574562548968399 0.102870075095155 0.211047898697009 0.21050415745711 0.0718612052150703 0.477255779269202 0.471375045324524 0.308178585539313 0.406902268103383
"мы" 0.367813125120991 0.198236103244599 0.275660775093238 0.0329019521824962 0.127877237851662 0.213146900844062 0.101719051978436 0.0731261425959781 0.133731097623701 0.30280785465223 0.105252078728555 0.0615953187557746 0.186428038777032 0.282019257886467 1.05096799683919 0.263732951548489
"вы" 0.225850164547977 0.145642851363379 0.190530241608562 0.20289537179206 0.194595796730791 0.0596811322363373 0.452649781304038 0.600679028466963 0.20574015019031 0.376215819416407 0.105252078728555 0.0307976593778873 0.190156599552573 0.124894242778293 0.0948241801659423 0.0753522718709969
"тогда" 0.316190230367168 0.299376972246946 0.437814172206908 0.471594647949112 0.333592794395641 0.0767328843038622 0.0508595259892178 0.0313397753982763 0.133731097623701 0.146815929528354 0.189453741711399 0.0821270916743661 0.164056674123788 0.0926634704484106 0.21335440537337 0.105493180619396
"сие" 0.141962960573014 0.0890039647220649 0.0810766985568348 0.109673173941654 0.105637718225286 0.0682070082700997 0.350930729325603 0.292504570383912 0.102870075095155 0.00917599559552211 0.252604988948532 0.256647161482394 0.193885160328113 0.181298094355586 0.529435005926511 0.745987491522869
"уже" 0.296831644834484 0.173962294684036 0.0972920382682017 0.197411713094977 0.177916157011009 0.204621024810299 0.223781914352558 0.22982501958736 0.185166135171279 0.367039823820885 0.11577728660141 0.0923929781336618 0.197613721103654 0.141009628943234 0.339786645594627 0.339085223419486
"ли" 0.12260437504033 0.173962294684036 0.170261066969353 0.296117569642465 0.255754475703325 0.264302157046637 0.152578577967653 0.276834682684774 0.257175187737887 0.256927876674619 0.0736764551099884 0.0923929781336618 0.257270693512304 0.233673099391644 0.0316080600553141 0.128098862180695
"быть" 0.109698651351875 0.117323408042722 0.158099562185828 0.34547049791621 0.233514956076949 0.196095148776537 0.157664530566575 0.22982501958736 0.174879127661763 0.17434391631492 0.189453741711399 0.164254183348732 0.197613721103654 0.241730792474115 0.126432240221256 0.226056815612991
"была" 0.445247467251726 0.23060118132535 0.243230095670504 0.263215617459969 0.289113755142889 0.179043396709012 0.106805004577357 0.125359101593105 0.164592120152248 0.0275279867865663 0.199978949584254 0.184785956267324 0.141685309470544 0.0926634704484106 0.197550375345713 0.105493180619396
"если" 0.0516228947538233 0.0809126952018772 0.190530241608562 0 0.011119759813188 0.127888140506437 0.0356016681924524 0.0470096630974145 0.298323217775949 0.458799779776106 0.042100831491422 0.0205317729185915 0.518269947800149 0.495548124571935 0.110628210193599 0.286338633109788
"может" 0.109698651351875 0.169916659923942 0.154045727257986 0.323535863127879 0.216835316357167 0.196095148776537 0.116976909775201 0.188038652389658 0.236601172718856 0.0917599559552211 0.021050415745711 0.0307976593778873 0.197613721103654 0.269932718262761 0.165942315290399 0.263732951548489
"мой" 0.258114473769117 0.250829355125819 0.324306794227339 0.0658039043649923 0.116757478038474 0.187569272742774 0.101719051978436 0.161922172891094 0.133731097623701 0.201871903101487 0.042100831491422 0.0513294322964788 0.331841909023117 0.177269247814351 0.0790201501382853 0.0678170446838972
"есть" 0.0967929276634187 0.186099198964318 0.141884222474461 0.148058784821233 0.161236517291227 0.110836388438912 0.106805004577357 0.0783494384956908 0.123444090114186 0.201871903101487 0.105252078728555 0.0615953187557746 0.238627889634601 0.233673099391644 0.339786645594627 0.474719312787281
"время" 0.251661611924889 0.267011894166195 0.182422571752878 0.22483000658039 0.250194595796731 0.0937846363713872 0.17292238836334 0.161922172891094 0.133731097623701 0.137639933932832 0.178928533838543 0.143722410430141 0.093214019388516 0.0805769308247049 0.197550375345713 0.180845452490393
"до" 0.109698651351875 0.133505947083097 0.125668882763094 0.0493529282737442 0.0667185588791282 0.127888140506437 0.17292238836334 0.224601723687647 0.277749202756918 0.220223894292531 0.126302494474266 0.112924751052253 0.279642058165548 0.205471173602997 0.165942315290399 0.226056815612991
"тебя" 0.0645286184422792 0.145642851363379 0.170261066969353 0.389339767492871 0.411431113087957 0.247250404979112 0.101719051978436 0.0835727343954035 0.226314165209341 0.284455863461186 0.0631512472371329 0.0307976593778873 0.167785234899329 0.145038475484469 0 0.0150704543741994
"еще" 0.206491579015293 0.169916659923942 0.158099562185828 0.126124150032902 0.150116757478038 0.247250404979112 0.254297629946089 0.214155131888221 0.164592120152248 0.17434391631492 0.0842016629828439 0.0923929781336618 0.141685309470544 0.145038475484469 0.181746345318056 0.0602818174967975
"сердце" 0.0709814802865071 0.218464277045068 0.222960921031296 0.614169774073262 0.389191593461581 0.281353909114161 0.0305157155935307 0.0470096630974145 0.0514350375475774 0.100935951550743 0.021050415745711 0 0.130499627143922 0.120865396237057 0.00790201501382853 0
"ибо" 0.258114473769117 0.141597216603285 0.182422571752878 0.197411713094977 0.183476036917603 0.144939892573962 0.157664530566575 0.156698876991382 0.0720090525666084 0.0734079647641769 0.0105252078728555 0.041063545837183 0.182699478001491 0.0966923169896459 0.237060450414856 0.308944314671087
"своего" 0.0838872039749629 0.202281738004693 0.154045727257986 0.252248300065804 0.216835316357167 0.221672776877824 0.162750483165497 0.188038652389658 0.123444090114186 0.0550559735731327 0.126302494474266 0.0718612052150703 0.167785234899329 0.197413480520527 0.0632161201106282 0.0904227262451963
"при" 0.0838872039749629 0.141597216603285 0.101345873196043 0.14257512612415 0.127877237851662 0.0596811322363373 0.152578577967653 0.141028989292243 0.185166135171279 0.119287942741787 0.610462056625618 0.544091982342675 0.093214019388516 0.132951935860763 0.134334255235085 0.173310225303293
"свою" 0.0580757565980512 0.194190468484505 0.170261066969353 0.34547049791621 0.311353274769265 0.238724528945349 0.193266198759028 0.214155131888221 0.11315708260467 0.119287942741787 0.042100831491422 0.0718612052150703 0.0820283370618941 0.0846057773659401 0.0632161201106282 0.0678170446838972
"моей" 0.200038717171065 0.392426571729104 0.231068590886979 0.104189515244571 0.127877237851662 0.161991644641487 0.233953819550402 0.156698876991382 0.0617220450570929 0.12846393833731 0.021050415745711 0 0.182699478001491 0.0644615446597639 0.0553141050967997 0.00753522718709969
"себе" 0.167774407949926 0.165871025163848 0.141884222474461 0.137091467427067 0.0889580785055043 0.127888140506437 0.198352151357949 0.2872812744842 0.0925830675856393 0.17434391631492 0.178928533838543 0.112924751052253 0.152870991797166 0.145038475484469 0.118530225207428 0.128098862180695
"сего" 0.0967929276634187 0.186099198964318 0.09323820334036 0.0877385391533231 0.11119759813188 0.0937846363713872 0.188180246160106 0.198485244189083 0.0720090525666084 0.0183519911910442 0.347331859804231 0.297710707319577 0.0969425801640567 0.116836549695822 0.331884630580798 0.308944314671087
"хотя" 0.161321546105698 0.173962294684036 0.174314901897195 0.153542443518315 0.122317357945068 0.10231051240515 0.116976909775201 0.146252285191956 0.257175187737887 0.12846393833731 0.0947268708556994 0.0513294322964788 0.167785234899329 0.128923089319528 0.260766495456341 0.188380679677492
"тебе" 0.0645286184422792 0.113277773282628 0.178368736825036 0.334503180522044 0.339152674302235 0.119362264472675 0.0508595259892178 0.120135805693393 0.246888180228372 0.30280785465223 0.0105252078728555 0.0307976593778873 0.227442207307979 0.120865396237057 0 0.0301409087483988
"были" 0.0967929276634187 0.113277773282628 0.0851305334846765 0.071287563062075 0.122317357945068 0.0426293801688123 0.091547146780592 0.0417863671977017 0.257175187737887 0.00917599559552211 0.189453741711399 0.277178934400986 0.205070842654735 0.189355787438056 0.53733702094034 0.263732951548489
"сей" 0.0967929276634187 0.0970952342422526 0.194584076536403 0.0658039043649923 0.116757478038474 0.10231051240515 0.259383582545011 0.182815356489945 0.11315708260467 0.082583960359699 0.157878118092832 0.123190637511549 0.0857568978374347 0.0684903912009992 0.371394705649941 0.24866249717429
"будет" 0.135510098728786 0.15777975564366 0.11756121290741 0.126124150032902 0.100077838318692 0.144939892573962 0.101719051978436 0.130582397492818 0.154305112642732 0.165167920719398 0.0526260393642774 0.0615953187557746 0.212527964205817 0.261875025180291 0.0632161201106282 0.105493180619396
"которой" 0.0451700329095954 0.347924589368072 0.275660775093238 0.263215617459969 0.378071833648393 0.0170517520675249 0.127148814973044 0.104465917994254 0.0617220450570929 0.0642319691686548 0.0631512472371329 0.0513294322964788 0.0298284862043251 0.0120865396237057 0.110628210193599 0.0301409087483988
"том" 0.15486868426147 0.186099198964318 0.166207232041511 0.257731958762887 0.277993995329701 0.0255776281012874 0.14240667276981 0.17236876469052 0.0411480300380619 0.100935951550743 0.126302494474266 0.102658864592958 0.111856823266219 0.0725192377422344 0.0553141050967997 0.0828874990580966
"где" 0.077434342130735 0.0687757909215956 0.09323820334036 0.0219346347883308 0.0722784387857222 0.238724528945349 0.111890957176279 0.177592060590232 0.0925830675856393 0.211047898697009 0.147352910219977 0.112924751052253 0.141685309470544 0.149067322025704 0.276570525483998 0.384296586542084
"моего" 0.245208750080661 0.23060118132535 0.206745581319929 0.208379030489142 0.105637718225286 0.110836388438912 0.147492625368732 0.0626795507965526 0.0617220450570929 0.0917599559552211 0.042100831491422 0.0205317729185915 0.167785234899329 0.0966923169896459 0.165942315290399 0.00753522718709969
"мое" 0.141962960573014 0.242738085605632 0.27971461002108 0.329019521824962 0.155676637384632 0.0596811322363373 0.106805004577357 0.0208931835988509 0.0514350375475774 0.100935951550743 0.0315756236185665 0.0205317729185915 0.178970917225951 0.0886346239071754 0.0237060450414856 0.0150704543741994
"вам" 0.180680131638382 0.0687757909215956 0.218907086103454 0.071287563062075 0.150116757478038 0.0170517520675249 0.218695961753636 0.297727866283625 0.0411480300380619 0.17434391631492 0.021050415745711 0.0513294322964788 0.119313944817301 0.124894242778293 0.126432240221256 0.0828874990580966
"моя" 0.219397302703749 0.360061493648353 0.202691746392087 0.115156832638737 0.100077838318692 0.0596811322363373 0.091547146780592 0.0783494384956908 0.11315708260467 0.220223894292531 0.0526260393642774 0 0.178970917225951 0.0564038515772934 0.0158040300276571 0
"своей" 0.135510098728786 0.117323408042722 0.0810766985568348 0.219346347883308 0.172356277104415 0.247250404979112 0.157664530566575 0.188038652389658 0.144018105133217 0.0917599559552211 0.11577728660141 0.0615953187557746 0.104399701715138 0.108778856613352 0.0869221651521138 0.0678170446838972
"без" 0.303284506678712 0.12541467756291 0.105399708123885 0.115156832638737 0.0555987990659402 0.144939892573962 0.167836435764419 0.250718203186211 0.0720090525666084 0.165167920719398 0.147352910219977 0.0307976593778873 0.0857568978374347 0.108778856613352 0.0948241801659423 0.113028407806495
"вас" 0.15486868426147 0.0728214256816895 0.141884222474461 0.0932221978504058 0.0555987990659402 0.0426293801688123 0.259383582545011 0.370854008879603 0.0617220450570929 0.12846393833731 0.0315756236185665 0.0307976593778873 0.242356450410142 0.0644615446597639 0.0553141050967997 0.0376761359354985
"весьма" 0.348454539588307 0.319605146047415 0.283768444948922 0.197411713094977 0.105637718225286 0.0255776281012874 0.00508595259892178 0 0.0102870075095155 0 0.0526260393642774 0.0615953187557746 0.0223713646532438 0.00805769308247049 0.244962465428684 0.24112726998719
"кто" 0.0838872039749629 0.153734120883567 0.113507377979569 0.109673173941654 0.0945179584120983 0.144939892573962 0.0813752415827484 0.0313397753982763 0.133731097623701 0.155991925123876 0.0526260393642774 0.0513294322964788 0.208799403430276 0.269932718262761 0.0948241801659423 0.113028407806495
"себя" 0.18713299348261 0.149688486123473 0.113507377979569 0.104189515244571 0.13899699766485 0.136414016540199 0.188180246160106 0.188038652389658 0.0925830675856393 0.146815929528354 0.0736764551099884 0.0923929781336618 0.145413870246085 0.0886346239071754 0.0869221651521138 0.0376761359354985
"со" 0.206491579015293 0.153734120883567 0.125668882763094 0.0767712217591577 0.0778383186923162 0.179043396709012 0.183094293561184 0.188038652389658 0.144018105133217 0.137639933932832 0.0736764551099884 0.0821270916743661 0.11558538404176 0.0765480842834696 0.118530225207428 0.0828874990580966
"чтобы" 0.322643092211396 0.0485476171211263 0.0121615047835252 0 0 0.213146900844062 0.167836435764419 0.109689213893967 0.298323217775949 0.266103872270141 0.021050415745711 0.0205317729185915 0.164056674123788 0.153096168566939 0.331884630580798 0.0828874990580966
"да" 0.0903400658191908 0.056638886641314 0.016215339711367 0.00548365869708269 0.0222395196263761 0.0341035041350499 0.0762892889838267 0.11491250979368 0.0514350375475774 0.165167920719398 0.168403325965688 0.102658864592958 0.421327367636092 0.342451956004996 0.0790201501382853 0.0301409087483988
"всех" 0.18713299348261 0.0809126952018772 0.149991892330144 0.115156832638737 0.0945179584120983 0.153465768607724 0.0813752415827484 0.0940193261948289 0.154305112642732 0.0550559735731327 0.0526260393642774 0.133456523970845 0.104399701715138 0.173240401273116 0.165942315290399 0.203451134051692
"тем" 0.109698651351875 0.137551581843191 0.154045727257986 0.180960737003729 0.11119759813188 0.0852587603376247 0.122062862374123 0.0731261425959781 0.154305112642732 0.192695907505964 0.105252078728555 0.0718612052150703 0.145413870246085 0.116836549695822 0.0948241801659423 0.0828874990580966
"которые" 0.141962960573014 0.113277773282628 0.121615047835252 0.0603202456679096 0.0444790392527521 0.179043396709012 0.0966330993795138 0.0470096630974145 0.11315708260467 0.229399889888053 0.0631512472371329 0.0307976593778873 0.0559284116331096 0.0805769308247049 0.244962465428684 0.512395448722779
"нас" 0.141962960573014 0.141597216603285 0.145938057402303 0.0274182934854135 0.0667185588791282 0.136414016540199 0.0356016681924524 0.0470096630974145 0.020574015019031 0.110111947146265 0.0631512472371329 0.0513294322964788 0.11558538404176 0.124894242778293 0.379296720663769 0.324014769045287
"после" 0.0903400658191908 0.145642851363379 0.0972920382682017 0.0987058565474885 0.155676637384632 0.0937846363713872 0.0864611941816702 0.17236876469052 0.123444090114186 0.0917599559552211 0.242079781075676 0.307976593778873 0.0186428038777032 0.0362596188711172 0.173844330304228 0.165774998116193
"ей" 0.129057236884558 0.161825390403754 0.0648613588454678 0.153542443518315 0.311353274769265 0.230198652911587 0.22886786695148 0.188038652389658 0.0514350375475774 0.082583960359699 0.0526260393642774 0.0205317729185915 0.0410141685309471 0.0483461584948229 0 0.00753522718709969
"говорил" 0.174227269794154 0.0485476171211263 0.077022863628993 0.0329019521824962 0.0722784387857222 0.0682070082700997 0.233953819550402 0.30817445808305 0.0720090525666084 0.0458799779776106 0.336806651931376 0.174520069808028 0.0857568978374347 0.0564038515772934 0.0474120900829712 0.0452113631225981
"своих" 0.0516228947538233 0.0728214256816895 0.101345873196043 0.109673173941654 0.155676637384632 0.110836388438912 0.0966330993795138 0.0835727343954035 0.185166135171279 0.165167920719398 0.0631512472371329 0.0821270916743661 0.100671140939597 0.16921155473188 0.110628210193599 0.135634089367794
"чего" 0.0903400658191908 0.101140869002346 0.0810766985568348 0.159026102215398 0.127877237851662 0.136414016540199 0.208524056555793 0.193261948289371 0.154305112642732 0.0458799779776106 0.105252078728555 0.0821270916743661 0.0559284116331096 0.0805769308247049 0.0395100750691426 0.113028407806495
"него" 0.212944440859521 0.0728214256816895 0.0608075239176261 0.109673173941654 0.0833981985989103 0.119362264472675 0.147492625368732 0.182815356489945 0.164592120152248 0.12846393833731 0.126302494474266 0.123190637511549 0.11558538404176 0.0805769308247049 0.0553141050967997 0.0452113631225981
"можно" 0.0903400658191908 0.12541467756291 0.141884222474461 0.131607808729985 0.0667185588791282 0.0426293801688123 0.167836435764419 0.214155131888221 0.154305112642732 0.082583960359699 0.0315756236185665 0 0.052199850857569 0.100721163530881 0.102726195179771 0.120563634993595
"сказал" 0.0903400658191908 0.0445019823610324 0.129722717690936 0.0493529282737442 0.0277993995329701 0.196095148776537 0.101719051978436 0.130582397492818 0.133731097623701 0.137639933932832 0.368382275549942 0.297710707319577 0.0745712155108128 0.0725192377422344 0.0790201501382853 0.0828874990580966
"государь" 0.0322643092211396 0.109232138522534 0.109453543051727 0.0548365869708269 0.0611586789725342 0.0937846363713872 0.0559454785881396 0.0940193261948289 0.0822960600761239 0.0183519911910442 0.831491421955584 0.533826095883379 0.0596569724086503 0.0201442327061762 0.0158040300276571 0.0376761359354985
