filename	author	title	year	genre	words	source
krylov_kaib.txt	И. А. Крылов	Каиб. Восточная повесть	1792	повесть	9734	И. А. Крылов. Полное собрание сочинений. Том 1. ОГИЗ. Государственное издательство художественной литературы. Москва, 1945
krylov_nochi.txt	И. А. Крылов	Ночи	1792	повесть	10899	И. А. Крылов. Полное собрание сочинений. Том 1. ОГИЗ. Государственное издательство художественной литературы. Москва, 1945
chulkov_povarikha.txt	М. Д. Чулков	Пригожая повариха, или Похождение развратной женщины	1770	повесть	15497	
karamzin_natalia.txt	Н. М. Карамзин	Наталья, боярская дочь	1792	повесть	11731	Н. М. Карамзин. Избранные произведения в прозе. Москва-Augsburg: Im Werden Verlag, 2003
emin_postoyannost1.txt	Ф. А. Эмин	Награжденная постоянность, или приключения Лизарка и Сарманды	1788	роман	18237	Сочинение Федора Эмина Второе издание На ижд. П. Б. В Санктпетербурге с дозв. указн. 1788
emin_postoyannost2.txt	Ф. А. Эмин	Награжденная постоянность, или приключения Лизарка и Сарманды	1788	роман	17986	Сочинение Федора Эмина Второе издание На ижд. П. Б. В Санктпетербурге с дозв. указн. 1788
emin_fortuna1.txt	Ф. А. Эмин	Непостоянная фортуна или похождение Мирамонда	1763	роман	24714	Непостоянная фортуна или похожденіе Мирамонда. Часть вторая. Сочиненія Государственной Коллегіи Иностранныхъ дѣлъ Переводчика Ѳедора Эмина. Въ Санктпетербургѣ 1763 г.
emin_fortuna2.txt	Ф. А. Эмин	Непостоянная фортуна или похождение Мирамонда	1763	роман	24672	Непостоянная фортуна или похожденіе Мирамонда. Часть вторая. Сочиненія Государственной Коллегіи Иностранныхъ дѣлъ Переводчика Ѳедора Эмина. Въ Санктпетербургѣ 1763 г.
scherbatov_ofir1.txt	М. М. Щербатов	Путешествие в землю Офирскую г-на С., шведского дворянина	1783	роман	12761	[lib.ru](http://az.lib.ru/s/sherbatow_m_m/text_1784_puteshestvie_v_zemlyu_ofirskuyu.shtml)
scherbatov_ofir2.txt	М. М. Щербатов	Путешествие в землю Офирскую г-на С., шведского дворянина	1783	роман	13360	[lib.ru](http://az.lib.ru/s/sherbatow_m_m/text_1784_puteshestvie_v_zemlyu_ofirskuyu.shtml)
komarov_povest1.txt	М. Комаров	Повесть о приключениях английского милорда Георга и бранденбургской маркграфини Фридерики-Луизы, с присовокуплением к оной истории бывшего турецкого визиря Марцимириса и сардинской королевы Терезии	1782	повесть	19611	Лубочная повесть. Антология. М.: ОГИ, 2005
komarov_povest2.txt	М. Комаров	Повесть о приключениях английского милорда Георга и бранденбургской маркграфини Фридерики-Луизы, с присовокуплением к оной истории бывшего турецкого визиря Марцимириса и сардинской королевы Терезии	1782	повесть	19145	Лубочная повесть. Антология. М.: ОГИ, 2005
nartov_petr1.txt	А. А. Нартов	Рассказы о Петре Великом	1785-1786	рассказ	9619	А. А. Нартов Рассказы о Петре Великом (по авторской рукописи) - СПб.: Историческая иллюстрация, 2001
nartov_petr2.txt	А. А. Нартов	Рассказы о Петре Великом	1785-1786	рассказ	9966	А. А. Нартов Рассказы о Петре Великом (по авторской рукописи) - СПб.: Историческая иллюстрация, 2001
radischev_put1.txt	А. Н. Радищев	Путешествие из Петербурга в Москву	1779-1790	очерк	27157	А. Н. Радищев. Путешествие из Петербурга в Москву. М.: «Детская литература», 1975
radischev_put2.txt	А. Н. Радищев	Путешествие из Петербурга в Москву	1779-1790	очерк	24896	А. Н. Радищев. Путешествие из Петербурга в Москву. М.: «Детская литература», 1975
