"gorodnichij_1" "gorodnichij_2" "hlestakov_1" "hlestakov_2"
"право" 0.149700598802395 0.16739203213927 0.249376558603491 0.100502512562814
"тоже" 0.149700598802395 0 0.29925187032419 0.301507537688442
"чем" 0.199600798403194 0.200870438567124 0.199501246882793 0.050251256281407
"возьми" 0.0998003992015968 0.16739203213927 0.149625935162095 0.201005025125628
"где" 0.29940119760479 0.133913625711416 0.149625935162095 0.050251256281407
"конечно" 0.249500998003992 0.133913625711416 0.0997506234413965 0.150753768844221
"признаюсь" 0 0.033478406427854 0.29925187032419 0.351758793969849
"прошу" 0 0.16739203213927 0.199501246882793 0.251256281407035
"хочу" 0 0.100435219283562 0.349127182044888 0.201005025125628
"боже" 0.349301397205589 0.16739203213927 0.0498753117206983 0
"всё" 0.0998003992015968 0.16739203213927 0.249376558603491 0.050251256281407
"может" 0.349301397205589 0.133913625711416 0.0498753117206983 0.050251256281407
"со" 0.0499001996007984 0.100435219283562 0.199501246882793 0.251256281407035
"сударыня" 0 0 0.249376558603491 0.402010050251256
"уже" 0.249500998003992 0.0669568128557081 0.199501246882793 0.100502512562814
"анна" 0.0499001996007984 0.267827251422832 0 0.150753768844221
"будет" 0.149700598802395 0.16739203213927 0 0.201005025125628
"будто" 0.149700598802395 0.234348844994978 0.0498753117206983 0.050251256281407
"впрочем" 0.0998003992015968 0 0.249376558603491 0.251256281407035
"всем" 0.149700598802395 0.133913625711416 0.0997506234413965 0.150753768844221
"дело" 0.0998003992015968 0.234348844994978 0.0997506234413965 0.050251256281407
"какие" 0.149700598802395 0.16739203213927 0.0997506234413965 0.100502512562814
"лучше" 0.149700598802395 0.0669568128557081 0.149625935162095 0.201005025125628
"люблю" 0 0 0.199501246882793 0.402010050251256
"рублей" 0 0.0669568128557081 0.0997506234413965 0.402010050251256
"совсем" 0.0499001996007984 0.0669568128557081 0.29925187032419 0.150753768844221
"ступай" 0.249500998003992 0.100435219283562 0.199501246882793 0
"тебя" 0.149700598802395 0.234348844994978 0.0498753117206983 0.050251256281407
"ва" 0 0.368262470706394 0 0
"ваше" 0.0499001996007984 0.200870438567124 0 0.201005025125628
"взаймы" 0 0 0.0498753117206983 0.50251256281407
"господа" 0.199600798403194 0.100435219283562 0.0997506234413965 0.100502512562814
"друг" 0.0499001996007984 0.301305657850686 0 0.050251256281407
"зачем" 0.149700598802395 0 0.199501246882793 0.201005025125628
"извольте" 0.0499001996007984 0.133913625711416 0.149625935162095 0.150753768844221
"куда" 0.149700598802395 0.16739203213927 0.0498753117206983 0.100502512562814
"мой" 0.249500998003992 0.100435219283562 0.149625935162095 0
"оно" 0.249500998003992 0.200870438567124 0 0
"отчего" 0.0499001996007984 0.033478406427854 0.149625935162095 0.301507537688442
"сейчас" 0.149700598802395 0.033478406427854 0.199501246882793 0.150753768844221
"андреевна" 0 0.267827251422832 0 0.100502512562814
"ах" 0.0998003992015968 0.133913625711416 0.0997506234413965 0.100502512562814
"деле" 0.0499001996007984 0.100435219283562 0.249376558603491 0.050251256281407
"ей" 0.199600798403194 0.200870438567124 0 0
"много" 0.0499001996007984 0.0669568128557081 0.199501246882793 0.150753768844221
"моя" 0.0499001996007984 0.100435219283562 0.0498753117206983 0.251256281407035
"мы" 0 0.200870438567124 0.149625935162095 0.050251256281407
"об" 0.399201596806387 0.033478406427854 0 0.050251256281407
"один" 0.0998003992015968 0.0669568128557081 0.199501246882793 0.100502512562814
"пожалуйста" 0 0.0669568128557081 0.199501246882793 0.201005025125628
"прощайте" 0 0.033478406427854 0 0.452261306532663
"пусть" 0.149700598802395 0 0 0.351758793969849
"самом" 0.0998003992015968 0.0669568128557081 0.249376558603491 0.050251256281407
"себе" 0 0.100435219283562 0.149625935162095 0.201005025125628
"скажите" 0.0998003992015968 0.033478406427854 0.0498753117206983 0.301507537688442
"сказать" 0.29940119760479 0.033478406427854 0.0498753117206983 0.100502512562814
"этом" 0.249500998003992 0.0669568128557081 0.0997506234413965 0.050251256281407
"без" 0.199600798403194 0.033478406427854 0.149625935162095 0.050251256281407
"богу" 0.249500998003992 0.133913625711416 0 0
"во" 0.0998003992015968 0.200870438567124 0 0.050251256281407
"дороге" 0 0.100435219283562 0.0498753117206983 0.251256281407035
"думаю" 0.149700598802395 0.0669568128557081 0.149625935162095 0.050251256281407
"дурак" 0 0.0669568128557081 0.29925187032419 0.050251256281407
"знает" 0.0998003992015968 0.100435219283562 0.0997506234413965 0.100502512562814
"знаете" 0.149700598802395 0.100435219283562 0 0.150753768844221
"иван" 0.199600798403194 0.033478406427854 0.149625935162095 0.050251256281407
"иванович" 0.399201596806387 0.033478406427854 0 0
"какого" 0.149700598802395 0.16739203213927 0 0.050251256281407
"осмелюсь" 0 0.234348844994978 0 0.100502512562814
"под" 0.199600798403194 0.033478406427854 0.0997506234413965 0.100502512562814
"пожалуй" 0.0998003992015968 0 0.0997506234413965 0.251256281407035
"после" 0.149700598802395 0.0669568128557081 0.149625935162095 0.050251256281407
"ревизор" 0.249500998003992 0.133913625711416 0 0
"садитесь" 0.0499001996007984 0 0.249376558603491 0.150753768844221
"такого" 0.0499001996007984 0.100435219283562 0.0997506234413965 0.150753768844221
"точно" 0 0.100435219283562 0.0498753117206983 0.251256281407035
"человека" 0.0998003992015968 0.133913625711416 0.0498753117206983 0.100502512562814
"чтоб" 0.0499001996007984 0.200870438567124 0.0498753117206983 0.050251256281407
"вижу" 0 0.0669568128557081 0.149625935162095 0.150753768844221
"говорят" 0.0998003992015968 0.100435219283562 0.0997506234413965 0.050251256281407
"народ" 0.0499001996007984 0.200870438567124 0.0498753117206983 0
"никак" 0.0499001996007984 0.0669568128557081 0.0997506234413965 0.150753768844221
"нравится" 0 0.0669568128557081 0.0997506234413965 0.201005025125628
"покорнейше" 0 0.133913625711416 0.0997506234413965 0.100502512562814
"руки" 0.0998003992015968 0.033478406427854 0 0.251256281407035
"сделайте" 0.199600798403194 0 0.149625935162095 0.050251256281407
"сделать" 0.0499001996007984 0.133913625711416 0.0997506234413965 0.050251256281407
"скажи" 0.0499001996007984 0.033478406427854 0.199501246882793 0.100502512562814
"хочется" 0 0.033478406427854 0.249376558603491 0.100502512562814
"чего" 0 0.133913625711416 0.0997506234413965 0.100502512562814
"эй" 0.0499001996007984 0.100435219283562 0.0997506234413965 0.100502512562814
"бог" 0.0998003992015968 0.16739203213927 0 0
"был" 0.0998003992015968 0.0669568128557081 0.0997506234413965 0.050251256281407
"вдруг" 0.0499001996007984 0.100435219283562 0.0997506234413965 0.050251256281407
"время" 0.0499001996007984 0.100435219283562 0 0.150753768844221
"готов" 0 0.100435219283562 0.0498753117206983 0.150753768844221
"день" 0 0.0669568128557081 0.149625935162095 0.100502512562814
"другое" 0.0998003992015968 0.033478406427854 0.0997506234413965 0.100502512562814
"жизнь" 0 0.033478406427854 0.0997506234413965 0.201005025125628
"идет" 0.0499001996007984 0.133913625711416 0.0997506234413965 0
"им" 0.0499001996007984 0.0669568128557081 0.0498753117206983 0.150753768844221
"ка" 0 0.033478406427854 0 0.301507537688442
"каких" 0.0499001996007984 0.0669568128557081 0.199501246882793 0
"любви" 0 0 0 0.351758793969849
"можете" 0.0499001996007984 0 0 0.301507537688442
"нельзя" 0.149700598802395 0 0.199501246882793 0
"однако" 0 0.033478406427854 0.149625935162095 0.150753768844221
"осип" 0 0 0.149625935162095 0.201005025125628
"письмо" 0.199600798403194 0.0669568128557081 0 0.050251256281407
"правда" 0 0.033478406427854 0.149625935162095 0.150753768844221
"превосходительство" 0 0.200870438567124 0 0.050251256281407
"прежде" 0.149700598802395 0.100435219283562 0 0.050251256281407
"прямо" 0 0.0669568128557081 0.249376558603491 0
"рад" 0 0.100435219283562 0.0997506234413965 0.100502512562814
"раз" 0.0499001996007984 0.033478406427854 0.149625935162095 0.100502512562814
"случай" 0.0499001996007984 0.033478406427854 0.0997506234413965 0.150753768844221
"тогда" 0 0.0669568128557081 0.0997506234413965 0.150753768844221
"чиновник" 0.249500998003992 0.033478406427854 0.0498753117206983 0
"чш" 0 0.234348844994978 0 0
"этак" 0.0998003992015968 0.0669568128557081 0.0997506234413965 0.050251256281407
"ай" 0 0.100435219283562 0.149625935162095 0
"благодарю" 0 0.033478406427854 0.149625935162095 0.100502512562814
"всего" 0.0998003992015968 0.033478406427854 0.0997506234413965 0.050251256281407
"всех" 0 0.16739203213927 0.0498753117206983 0
"говорит" 0.0499001996007984 0.0669568128557081 0.149625935162095 0
"говорите" 0.0998003992015968 0 0.149625935162095 0.050251256281407
"говорить" 0.0998003992015968 0.0669568128557081 0 0.100502512562814
"говорю" 0 0 0.0997506234413965 0.201005025125628
"две" 0.149700598802395 0.0669568128557081 0.0498753117206983 0
"жена" 0.0998003992015968 0.0669568128557081 0.0997506234413965 0
"завтра" 0 0.0669568128557081 0 0.201005025125628
"мере" 0.0499001996007984 0.100435219283562 0 0.100502512562814
"например" 0.0499001996007984 0 0.149625935162095 0.100502512562814
"нас" 0.0499001996007984 0.133913625711416 0.0498753117206983 0
"насчет" 0.0998003992015968 0.100435219283562 0 0.050251256281407
"никогда" 0.0998003992015968 0.100435219283562 0.0498753117206983 0
"них" 0.0998003992015968 0.100435219283562 0.0498753117206983 0
"она" 0.0499001996007984 0.133913625711416 0 0.050251256281407
"петр" 0.249500998003992 0.033478406427854 0 0
"полно" 0 0.16739203213927 0.0498753117206983 0
"помню" 0.0499001996007984 0 0.199501246882793 0.050251256281407
"пор" 0.0499001996007984 0.0669568128557081 0.0997506234413965 0.050251256281407
"потому" 0.0998003992015968 0.100435219283562 0.0498753117206983 0
"сами" 0.0998003992015968 0.100435219283562 0.0498753117206983 0
"себя" 0.0998003992015968 0.100435219283562 0 0.050251256281407
"сих" 0.0499001996007984 0.0669568128557081 0.0997506234413965 0.050251256281407
"смотри" 0.149700598802395 0.033478406427854 0.0498753117206983 0.050251256281407
"совершенно" 0 0 0.199501246882793 0.100502512562814
"стороны" 0 0.133913625711416 0.0498753117206983 0.050251256281407
"сюда" 0.149700598802395 0.0669568128557081 0.0498753117206983 0
"такие" 0 0.133913625711416 0.0997506234413965 0
"тем" 0.149700598802395 0.033478406427854 0.0997506234413965 0
"унтер" 0.0998003992015968 0.033478406427854 0.0997506234413965 0.050251256281407
"б" 0.0499001996007984 0.033478406427854 0.0997506234413965 0.050251256281407
"братец" 0 0 0.249376558603491 0
"буду" 0 0.100435219283562 0 0.100502512562814
"были" 0.0998003992015968 0 0 0.150753768844221
"вздор" 0 0 0.0997506234413965 0.150753768844221
"виноват" 0.0499001996007984 0.0669568128557081 0.0997506234413965 0
"вместо" 0 0.0669568128557081 0.0997506234413965 0.050251256281407
"всю" 0.199600798403194 0.033478406427854 0 0
"городе" 0.0499001996007984 0.0669568128557081 0.0997506234413965 0
"городничий" 0 0.16739203213927 0 0
"дела" 0.0499001996007984 0.0669568128557081 0.0498753117206983 0.050251256281407
"деньги" 0 0.033478406427854 0.0997506234413965 0.100502512562814
"должен" 0.0499001996007984 0.033478406427854 0.149625935162095 0
"жаловаться" 0 0.133913625711416 0.0498753117206983 0
"какая" 0.0499001996007984 0.033478406427854 0.0498753117206983 0.100502512562814
"ко" 0.0499001996007984 0.033478406427854 0.0498753117206983 0.100502512562814
"который" 0.0998003992015968 0 0.0997506234413965 0.050251256281407
"крайней" 0.0499001996007984 0.0669568128557081 0 0.100502512562814
"матушка" 0.0499001996007984 0.0669568128557081 0 0.100502512562814
"места" 0.0499001996007984 0.133913625711416 0 0
"милость" 0.0499001996007984 0 0.149625935162095 0.050251256281407
"мною" 0.0499001996007984 0.033478406427854 0.0498753117206983 0.100502512562814
"мог" 0 0.100435219283562 0 0.100502512562814
"нам" 0.199600798403194 0 0 0.050251256281407
"нарочно" 0 0.100435219283562 0.0498753117206983 0.050251256281407
"недостоин" 0 0.133913625711416 0 0.050251256281407
"немного" 0 0.0669568128557081 0.0997506234413965 0.050251256281407
"немножко" 0.0998003992015968 0.033478406427854 0.0498753117206983 0.050251256281407
"непременно" 0 0 0.0498753117206983 0.201005025125628
"ним" 0.0499001996007984 0.0669568128557081 0.0997506234413965 0
"одна" 0 0.0669568128557081 0 0.150753768844221
"петербурга" 0.149700598802395 0 0.0997506234413965 0
"петербурге" 0 0 0.199501246882793 0.050251256281407
"потом" 0.0499001996007984 0.100435219283562 0 0.050251256281407
"приехал" 0.149700598802395 0 0.0997506234413965 0
"прикажете" 0 0.100435219283562 0.0997506234413965 0
"проклятые" 0.0499001996007984 0.133913625711416 0 0
"разве" 0.0499001996007984 0 0.199501246882793 0
"садиться" 0 0.0669568128557081 0.0498753117206983 0.100502512562814
"своей" 0.0998003992015968 0.0669568128557081 0.0498753117206983 0
"такую" 0.199600798403194 0 0.0498753117206983 0
"триста" 0 0 0 0.251256281407035
"тут" 0.0499001996007984 0.033478406427854 0.149625935162095 0
"угодно" 0 0.133913625711416 0 0.050251256281407
"хотите" 0 0 0.0997506234413965 0.150753768844221
"хочет" 0 0.133913625711416 0.0498753117206983 0
"чай" 0.0499001996007984 0.100435219283562 0.0498753117206983 0
"читайте" 0 0.16739203213927 0 0
"александрович" 0 0 0.149625935162095 0.050251256281407
"антон" 0 0.0669568128557081 0 0.100502512562814
"артемий" 0.0998003992015968 0.033478406427854 0 0.050251256281407
"бога" 0.149700598802395 0 0 0.050251256281407
"брат" 0 0.033478406427854 0.149625935162095 0
"бывало" 0 0 0.0997506234413965 0.100502512562814
"вами" 0.0499001996007984 0.033478406427854 0.0498753117206983 0.050251256281407
"ваш" 0.0499001996007984 0.033478406427854 0 0.100502512562814
"вашей" 0.0499001996007984 0.033478406427854 0 0.100502512562814
"верить" 0 0.133913625711416 0 0
"весь" 0.0499001996007984 0.100435219283562 0 0
"видите" 0 0 0 0.201005025125628
"возле" 0.0998003992015968 0 0.0997506234413965 0
"востро" 0.0499001996007984 0.0669568128557081 0 0.050251256281407
"врет" 0 0.133913625711416 0 0
"всегда" 0.0998003992015968 0 0.0498753117206983 0.050251256281407
"всякий" 0.0499001996007984 0.033478406427854 0.0498753117206983 0.050251256281407
"говорил" 0.0499001996007984 0.100435219283562 0 0
"голове" 0.0499001996007984 0.0669568128557081 0 0.050251256281407
"дайте" 0 0.033478406427854 0.0997506234413965 0.050251256281407
"двести" 0 0.033478406427854 0.0498753117206983 0.100502512562814
"денег" 0 0 0.0498753117206983 0.150753768844221
"другого" 0 0.100435219283562 0.0498753117206983 0
"другой" 0.0499001996007984 0.033478406427854 0.0997506234413965 0
"думаешь" 0 0.133913625711416 0 0
"думал" 0.0499001996007984 0 0.0997506234413965 0.050251256281407
"ее" 0 0.100435219283562 0 0.050251256281407
"жаркое" 0 0 0.199501246882793 0
"заведения" 0.0499001996007984 0.033478406427854 0.0997506234413965 0
"знаешь" 0 0.133913625711416 0 0
"изволили" 0 0.133913625711416 0 0
"изволите" 0 0.133913625711416 0 0
"издержался" 0 0 0 0.201005025125628
"инкогнито" 0.199600798403194 0 0 0
"иногда" 0 0.033478406427854 0.149625935162095 0
"иной" 0 0.0669568128557081 0.0498753117206983 0.050251256281407
"каким" 0 0.133913625711416 0 0
"какое" 0.0499001996007984 0.033478406427854 0.0997506234413965 0
"кого" 0 0.033478406427854 0 0.150753768844221
"комната" 0 0.100435219283562 0.0498753117206983 0
"любовь" 0 0 0 0.201005025125628
"минуту" 0 0.033478406427854 0.0498753117206983 0.100502512562814
"мной" 0 0 0.0997506234413965 0.100502512562814
"мое" 0 0.0669568128557081 0.0997506234413965 0
"мошенники" 0.0499001996007984 0.033478406427854 0.0997506234413965 0
"мою" 0 0.0669568128557081 0 0.100502512562814
"над" 0.0998003992015968 0.0669568128557081 0 0
"напротив" 0 0 0.149625935162095 0.050251256281407
"никаких" 0.0499001996007984 0.033478406427854 0 0.100502512562814
"осмотреть" 0.0998003992015968 0.0669568128557081 0 0
"особенно" 0.149700598802395 0.033478406427854 0 0
"отдайте" 0 0.0669568128557081 0 0.100502512562814
"оттого" 0 0.100435219283562 0.0498753117206983 0
"подать" 0.0998003992015968 0.0669568128557081 0 0
"почему" 0.0499001996007984 0.0669568128557081 0.0498753117206983 0
"принеси" 0.0998003992015968 0.033478406427854 0 0.050251256281407
"принимаю" 0 0 0.0498753117206983 0.150753768844221
"принять" 0.0998003992015968 0 0.0997506234413965 0
"приятно" 0 0 0.0498753117206983 0.150753768844221
"сколько" 0 0.033478406427854 0.0997506234413965 0.050251256281407
"смеете" 0 0.033478406427854 0.149625935162095 0
"смотрите" 0.0499001996007984 0.100435219283562 0 0
"старый" 0.0998003992015968 0.033478406427854 0.0498753117206983 0
"стул" 0.0499001996007984 0 0 0.150753768844221
"суп" 0 0 0.199501246882793 0
"счастлив" 0 0 0.0997506234413965 0.100502512562814
"таких" 0 0.0669568128557081 0 0.100502512562814
"темно" 0 0.033478406427854 0.149625935162095 0
"тысяч" 0 0.0669568128557081 0.0498753117206983 0.050251256281407
"тюрьму" 0 0.033478406427854 0.149625935162095 0
"улицу" 0.199600798403194 0 0 0
"ума" 0.0499001996007984 0.0669568128557081 0 0.050251256281407
"ухо" 0.0499001996007984 0.0669568128557081 0 0.050251256281407
"филиппович" 0.0998003992015968 0.033478406427854 0 0.050251256281407
"хозяин" 0 0.033478406427854 0.149625935162095 0
"хороший" 0 0.0669568128557081 0 0.100502512562814
"хотел" 0.0998003992015968 0 0.0498753117206983 0.050251256281407
"части" 0.199600798403194 0 0 0
"чему" 0 0.033478406427854 0 0.150753768844221
"эк" 0.0998003992015968 0.0669568128557081 0 0
"эти" 0.0499001996007984 0.0669568128557081 0 0.050251256281407
"антоновна" 0 0 0 0.150753768844221
"батюшки" 0.0998003992015968 0.033478406427854 0 0
"близко" 0 0 0 0.150753768844221
"богоугодные" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"больные" 0.0998003992015968 0 0.0498753117206983 0
"вашему" 0 0.100435219283562 0 0
"ваши" 0.0499001996007984 0 0 0.100502512562814
"везде" 0 0.033478406427854 0 0.100502512562814
"взятки" 0.149700598802395 0 0 0
"видишь" 0 0 0.0997506234413965 0.050251256281407
"видно" 0.0998003992015968 0.033478406427854 0 0
"внимание" 0.0499001996007984 0.0669568128557081 0 0
"возьмите" 0.0499001996007984 0 0 0.100502512562814
"вон" 0 0.0669568128557081 0.0498753117206983 0
"восемьсот" 0 0 0 0.150753768844221
"впустите" 0 0.033478406427854 0 0.100502512562814
"всяких" 0.0499001996007984 0.033478406427854 0 0.050251256281407
"вчера" 0 0 0 0.150753768844221
"генералом" 0 0.100435219283562 0 0
"говори" 0 0 0.0498753117206983 0.100502512562814
"голубчики" 0.0499001996007984 0.0669568128557081 0 0
"господи" 0.0998003992015968 0.033478406427854 0 0
"губернию" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"дай" 0.0499001996007984 0 0.0997506234413965 0
"дал" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"далеко" 0 0 0.0498753117206983 0.100502512562814
"дали" 0 0 0.0498753117206983 0.100502512562814
"дать" 0 0 0.0498753117206983 0.100502512562814
"дворец" 0 0.0669568128557081 0 0.050251256281407
"дел" 0 0.0669568128557081 0.0498753117206983 0
"делать" 0 0 0.0498753117206983 0.100502512562814
"деревни" 0 0 0.0997506234413965 0.050251256281407
"доложить" 0 0.100435219283562 0 0
"дом" 0 0.033478406427854 0.0997506234413965 0
"доме" 0 0.0669568128557081 0.0498753117206983 0
"домой" 0 0 0.149625935162095 0
"дрожках" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"другие" 0.0499001996007984 0.033478406427854 0 0.050251256281407
"другим" 0.0998003992015968 0 0.0498753117206983 0
"другую" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"душа" 0 0.0669568128557081 0.0498753117206983 0
"души" 0 0.0669568128557081 0 0.050251256281407
"едем" 0.149700598802395 0 0 0
"ехать" 0 0.100435219283562 0 0
"живет" 0.0998003992015968 0 0 0.050251256281407
"жить" 0 0.033478406427854 0.0997506234413965 0
"заманчиво" 0 0.0669568128557081 0.0498753117206983 0
"заметить" 0.0998003992015968 0.033478406427854 0 0
"заплачу" 0 0 0.149625935162095 0
"застрелюсь" 0 0.0669568128557081 0 0.050251256281407
"знал" 0 0.0669568128557081 0.0498753117206983 0
"знали" 0 0.100435219283562 0 0
"знать" 0 0 0 0.150753768844221
"зубы" 0 0.0669568128557081 0.0498753117206983 0
"идти" 0 0 0.0997506234413965 0.050251256281407
"имеете" 0 0.033478406427854 0.0498753117206983 0.050251256281407
"каждый" 0.0998003992015968 0 0.0498753117206983 0
"каком" 0.0998003992015968 0.033478406427854 0 0
"канальство" 0 0.100435219283562 0 0
"коленях" 0 0 0 0.150753768844221
"которому" 0 0.0669568128557081 0.0498753117206983 0
"кроме" 0.0499001996007984 0.0669568128557081 0 0
"кузьмич" 0.149700598802395 0 0 0
"купец" 0 0.0669568128557081 0.0498753117206983 0
"купцы" 0.0998003992015968 0.033478406427854 0 0
"курьеры" 0 0 0 0.150753768844221
"любезный" 0.0499001996007984 0 0.0997506234413965 0
"любит" 0 0.033478406427854 0 0.100502512562814
"людей" 0.0499001996007984 0 0.0498753117206983 0.050251256281407
"люди" 0.0998003992015968 0 0 0.050251256281407
"мало" 0 0.0669568128557081 0.0498753117206983 0
"марья" 0 0 0 0.150753768844221
"милости" 0 0.033478406427854 0 0.100502512562814
"моей" 0 0.0669568128557081 0 0.050251256281407
"моих" 0 0.033478406427854 0.0498753117206983 0.050251256281407
"молодой" 0.0998003992015968 0.033478406427854 0 0
"назад" 0.0499001996007984 0.033478406427854 0 0.050251256281407
"написал" 0 0.033478406427854 0.0997506234413965 0
"напишу" 0 0.033478406427854 0 0.100502512562814
"напрасно" 0.0499001996007984 0 0.0498753117206983 0.050251256281407
"натурально" 0.0499001996007984 0.033478406427854 0 0.050251256281407
"несут" 0 0 0.149625935162095 0
"нигде" 0 0.033478406427854 0.0498753117206983 0.050251256281407
