"gorodnichij_1" "gorodnichij_2" "hlestakov_1" "hlestakov_2"
"ночь" 0.0499001996007984 0.0669568128557081 0 0
"обязанность" 0.0499001996007984 0.0669568128557081 0 0
"одного" 0 0.0669568128557081 0 0.050251256281407
"одной" 0 0.0669568128557081 0.0498753117206983 0
"одну" 0 0.0669568128557081 0 0.050251256281407
"опять" 0.0998003992015968 0 0.0498753117206983 0
"отдохнуть" 0 0.033478406427854 0 0.100502512562814
"питере" 0 0.100435219283562 0 0
"погубите" 0.0499001996007984 0.0669568128557081 0 0
"позабыл" 0.0499001996007984 0.033478406427854 0 0.050251256281407
"позвольте" 0.0998003992015968 0 0.0498753117206983 0
"позови" 0 0.033478406427854 0.0997506234413965 0
"покорно" 0 0 0.0997506234413965 0.050251256281407
"помилуйте" 0.0499001996007984 0 0.0498753117206983 0.050251256281407
"порядок" 0 0.100435219283562 0 0
"поскорее" 0.0998003992015968 0 0.0498753117206983 0
"послушай" 0 0.033478406427854 0.0997506234413965 0
"постой" 0.0499001996007984 0.0669568128557081 0 0
"похоже" 0.0998003992015968 0 0.0498753117206983 0
"пошли" 0.0998003992015968 0 0 0.050251256281407
"приехать" 0.0499001996007984 0 0.0997506234413965 0
"приняли" 0 0 0.0997506234413965 0.050251256281407
"проезжающие" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"проезжающим" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"простите" 0 0 0 0.150753768844221
"просьбы" 0.0499001996007984 0.0669568128557081 0 0
"прохоров" 0.149700598802395 0 0 0
"пять" 0.0499001996007984 0 0 0.100502512562814
"равно" 0 0 0 0.150753768844221
"радушие" 0 0 0.0997506234413965 0.050251256281407
"свет" 0 0.100435219283562 0 0
"свете" 0 0.0669568128557081 0.0498753117206983 0
"свои" 0.0499001996007984 0 0.0498753117206983 0.050251256281407
"свой" 0.0499001996007984 0 0.0498753117206983 0.050251256281407
"сделал" 0.0998003992015968 0 0 0.050251256281407
"сердце" 0.0499001996007984 0.0669568128557081 0 0
"сибирь" 0 0.0669568128557081 0 0.050251256281407
"скажу" 0 0.033478406427854 0.0997506234413965 0
"скверный" 0.0499001996007984 0 0.0997506234413965 0
"слова" 0 0.0669568128557081 0 0.050251256281407
"смерть" 0 0 0 0.150753768844221
"собою" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"советую" 0.0998003992015968 0 0.0498753117206983 0
"содержатся" 0 0.100435219283562 0 0
"сорок" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"спасибо" 0.0499001996007984 0.0669568128557081 0 0
"сто" 0 0.0669568128557081 0 0.050251256281407
"стоит" 0.0499001996007984 0.033478406427854 0 0.050251256281407
"странный" 0 0 0.0498753117206983 0.100502512562814
"ступайте" 0 0 0 0.150753768844221
"судья" 0.0499001996007984 0 0 0.100502512562814
"супу" 0 0 0.149625935162095 0
"также" 0.0499001996007984 0.0669568128557081 0 0
"туда" 0.0499001996007984 0 0.0997506234413965 0
"убит" 0 0.100435219283562 0 0
"умный" 0.149700598802395 0 0 0
"хе" 0 0.100435219283562 0 0
"хозяина" 0 0 0.149625935162095 0
"хотелось" 0 0 0.0997506234413965 0.050251256281407
"хотя" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"часто" 0 0 0.0997506234413965 0.050251256281407
"четыреста" 0 0.033478406427854 0 0.100502512562814
"эта" 0.0499001996007984 0.033478406427854 0.0498753117206983 0
"этих" 0 0.0669568128557081 0.0498753117206983 0
"эх" 0 0.0669568128557081 0.0498753117206983 0
"авось" 0.0499001996007984 0.033478406427854 0 0
"антонович" 0 0 0 0.100502512562814
"арбуз" 0 0 0.0997506234413965 0
"барин" 0 0.0669568128557081 0 0
"батюшка" 0 0 0.0498753117206983 0.050251256281407
"беги" 0.0998003992015968 0 0 0
"бестия" 0 0 0.0997506234413965 0
"бить" 0 0.0669568128557081 0 0
"благодарен" 0 0.033478406427854 0 0.050251256281407
"благодарение" 0.0499001996007984 0.033478406427854 0 0
"благородным" 0.0499001996007984 0 0.0498753117206983 0
"блондинки" 0 0 0 0.100502512562814
"богатый" 0 0.033478406427854 0 0.050251256281407
"богом" 0.0499001996007984 0.033478406427854 0 0
"большой" 0 0.033478406427854 0.0498753117206983 0
"бревно" 0 0 0.0997506234413965 0
"брюнетки" 0 0 0 0.100502512562814
"брюхо" 0 0.0669568128557081 0 0
"бумажками" 0 0.033478406427854 0 0.050251256281407
"была" 0.0499001996007984 0.033478406427854 0 0
"валялся" 0 0 0.0997506234413965 0
"ваша" 0 0 0.0498753117206983 0.050251256281407
"вашего" 0 0 0.0498753117206983 0.050251256281407
"верно" 0 0 0 0.100502512562814
"верьте" 0 0.0669568128557081 0 0
"вещь" 0 0.033478406427854 0.0498753117206983 0
"взял" 0.0499001996007984 0.033478406427854 0 0
"взяток" 0 0 0 0.100502512562814
"взять" 0.0499001996007984 0 0 0.050251256281407
"вид" 0 0.033478406427854 0 0.050251256281407
"видел" 0 0 0.0498753117206983 0.050251256281407
"видывал" 0.0499001996007984 0 0.0498753117206983 0
"вишь" 0 0.0669568128557081 0 0
"влюблен" 0 0 0 0.100502512562814
"вместе" 0 0.033478406427854 0 0.050251256281407
"возьмет" 0.0998003992015968 0 0 0
"воняет" 0 0 0.0997506234413965 0
"воображаю" 0 0 0.0498753117206983 0.050251256281407
"воротить" 0 0.0669568128557081 0 0
"вперед" 0 0.0669568128557081 0 0
"всей" 0 0.033478406427854 0.0498753117206983 0
"всему" 0 0.0669568128557081 0 0
"всякая" 0.0499001996007984 0 0 0.050251256281407
"всякой" 0.0998003992015968 0 0 0
"всякому" 0.0499001996007984 0.033478406427854 0 0
"вымели" 0.0998003992015968 0 0 0
"высек" 0.0499001996007984 0.033478406427854 0 0
"высокого" 0.0499001996007984 0.033478406427854 0 0
"вышел" 0.0499001996007984 0 0 0.050251256281407
"генералы" 0 0.0669568128557081 0 0
"главнокомандующего" 0 0 0.0997506234413965 0
"глаза" 0 0.033478406427854 0 0.050251256281407
"гневаться" 0 0.0669568128557081 0 0
"говорили" 0.0499001996007984 0 0 0.050251256281407
"голова" 0.0499001996007984 0 0 0.050251256281407
"городах" 0 0.033478406427854 0.0498753117206983 0
"городничего" 0.0499001996007984 0 0 0.050251256281407
"городничему" 0 0.0669568128557081 0 0
"городские" 0 0.0669568128557081 0 0
"городу" 0 0.0669568128557081 0 0
"гостеприимство" 0 0.033478406427854 0 0.050251256281407
"гость" 0 0.0669568128557081 0 0
"гостя" 0 0.0669568128557081 0 0
"готовы" 0 0.0669568128557081 0 0
"градоначальника" 0.0499001996007984 0.033478406427854 0 0
"грешен" 0.0998003992015968 0 0 0
"губернаторов" 0 0.0669568128557081 0 0
"гусей" 0.0499001996007984 0 0 0.050251256281407
"давно" 0.0998003992015968 0 0 0
"дадут" 0 0.033478406427854 0.0498753117206983 0
"дают" 0 0 0.0498753117206983 0.050251256281407
"два" 0.0499001996007984 0 0.0498753117206983 0
"двадцать" 0 0.0669568128557081 0 0
"дворянин" 0 0.0669568128557081 0 0
"делается" 0 0.0669568128557081 0 0
"деньгах" 0 0.0669568128557081 0 0
"департамент" 0 0 0.0498753117206983 0.050251256281407
"департаментом" 0 0 0 0.100502512562814
"дети" 0.0499001996007984 0 0.0498753117206983 0
"добчинским" 0 0.0669568128557081 0 0
"доволен" 0 0 0 0.100502512562814
"довольны" 0.0998003992015968 0 0 0
"долго" 0 0.033478406427854 0.0498753117206983 0
"должности" 0 0.0669568128557081 0 0
"дочери" 0 0.0669568128557081 0 0
"дочь" 0 0.0669568128557081 0 0
"других" 0 0.033478406427854 0.0498753117206983 0
"другом" 0.0499001996007984 0.033478406427854 0 0
"дружеской" 0 0 0.0997506234413965 0
"думает" 0 0 0.0997506234413965 0
"думаете" 0.0499001996007984 0 0.0498753117206983 0
"дурака" 0 0.0669568128557081 0 0
"душенька" 0 0 0 0.100502512562814
"едете" 0 0.0669568128557081 0 0
"еду" 0 0 0.0498753117206983 0.050251256281407
"ездит" 0 0.0669568128557081 0 0
"жаловались" 0 0.0669568128557081 0 0
"желаю" 0.0499001996007984 0.033478406427854 0 0
"жене" 0 0.0669568128557081 0 0
"женится" 0 0.0669568128557081 0 0
"женщины" 0 0.033478406427854 0 0.050251256281407
"живу" 0 0.033478406427854 0 0.050251256281407
"жизни" 0.0499001996007984 0.033478406427854 0 0
"забор" 0.0998003992015968 0 0 0
"заведений" 0.0998003992015968 0 0 0
"завтрак" 0 0 0.0498753117206983 0.050251256281407
"завтраком" 0 0 0 0.100502512562814
"завязал" 0 0.0669568128557081 0 0
"заглянет" 0.0998003992015968 0 0 0
"задал" 0 0 0.0498753117206983 0.050251256281407
"запах" 0.0998003992015968 0 0 0
"заплатить" 0 0.033478406427854 0.0498753117206983 0
"зарезал" 0 0.0669568128557081 0 0
"заслуживаете" 0 0 0.0997506234413965 0
"зато" 0.0499001996007984 0 0 0.050251256281407
"земляника" 0.0499001996007984 0 0 0.050251256281407
"знаем" 0 0.0669568128557081 0 0
"знаком" 0 0 0.0997506234413965 0
"значит" 0 0 0.0997506234413965 0
"ивановичем" 0.0499001996007984 0.033478406427854 0 0
"играет" 0.0499001996007984 0.033478406427854 0 0
"идут" 0 0 0 0.100502512562814
"извините" 0.0998003992015968 0 0 0
"ильич" 0.0998003992015968 0 0 0
"имеет" 0.0499001996007984 0 0.0498753117206983 0
"имею" 0 0.033478406427854 0.0498753117206983 0
"кавалерию" 0 0.0669568128557081 0 0
"какую" 0 0.0669568128557081 0 0
"канальи" 0 0 0.0997506234413965 0
"капитан" 0 0 0.0498753117206983 0.050251256281407
"карт" 0 0.0669568128557081 0 0
"карты" 0 0.033478406427854 0.0498753117206983 0
"квартиру" 0.0499001996007984 0 0.0498753117206983 0
"клевета" 0.0998003992015968 0 0 0
"коврик" 0 0.033478406427854 0 0.050251256281407
"кое" 0.0499001996007984 0 0.0498753117206983 0
"кому" 0.0499001996007984 0 0 0.050251256281407
"коробка" 0.0998003992015968 0 0 0
"которого" 0.0998003992015968 0 0 0
"которое" 0.0998003992015968 0 0 0
"которой" 0 0.033478406427854 0.0498753117206983 0
"которую" 0.0998003992015968 0 0 0
"которые" 0.0499001996007984 0.033478406427854 0 0
"красную" 0 0.0669568128557081 0 0
"кровати" 0 0 0.0997506234413965 0
"купца" 0.0499001996007984 0 0 0.050251256281407
"купцов" 0 0.0669568128557081 0 0
"лабардан" 0 0 0 0.100502512562814
"лгуны" 0 0.0669568128557081 0 0
"лестнице" 0 0 0.0997506234413965 0
"лет" 0.0499001996007984 0.033478406427854 0 0
"лицо" 0.0499001996007984 0.033478406427854 0 0
"лошадей" 0 0.0669568128557081 0 0
"любезные" 0 0 0 0.100502512562814
"любопытно" 0 0 0 0.100502512562814
"меньше" 0.0499001996007984 0 0.0498753117206983 0
"месте" 0.0998003992015968 0 0 0
"место" 0.0499001996007984 0 0 0.050251256281407
"министр" 0 0 0.0498753117206983 0.050251256281407
"министрами" 0 0.0669568128557081 0 0
"мишка" 0 0.0669568128557081 0 0
"мотает" 0.0998003992015968 0 0 0
"мошенник" 0 0 0 0.100502512562814
"мундир" 0.0998003992015968 0 0 0
"награду" 0 0.0669568128557081 0 0
"наденет" 0.0499001996007984 0.033478406427854 0 0
"наконец" 0 0.033478406427854 0.0498753117206983 0
"намерены" 0 0.033478406427854 0 0.050251256281407
"нашему" 0.0499001996007984 0 0 0.050251256281407
"него" 0.0998003992015968 0 0 0
"недели" 0.0998003992015968 0 0 0
"недурна" 0 0 0 0.100502512562814
"нежели" 0 0 0 0.100502512562814
"неизвестно" 0 0.033478406427854 0 0.050251256281407
"нем" 0.0499001996007984 0 0 0.050251256281407
"неопытности" 0.0998003992015968 0 0 0
"неужели" 0.0499001996007984 0 0 0.050251256281407
"нехорошо" 0.0998003992015968 0 0 0
"нечего" 0 0.033478406427854 0 0.050251256281407
"никакого" 0 0 0.0997506234413965 0
"никто" 0.0499001996007984 0 0.0498753117206983 0
"никуда" 0 0 0 0.100502512562814
"новенькими" 0 0.033478406427854 0 0.050251256281407
"ног" 0 0.0669568128557081 0 0
"ноге" 0 0 0.0997506234413965 0
"обеда" 0 0 0.0997506234413965 0
"образом" 0 0 0.0498753117206983 0.050251256281407
"обручился" 0 0.0669568128557081 0 0
"объяви" 0 0.0669568128557081 0 0
"обыкновенно" 0.0998003992015968 0 0 0
"особы" 0 0.033478406427854 0 0.050251256281407
"отдать" 0.0499001996007984 0 0 0.050251256281407
"откровенно" 0 0.033478406427854 0 0.050251256281407
"откровенность" 0 0 0.0997506234413965 0
"откуда" 0.0499001996007984 0 0 0.050251256281407
"отнеси" 0 0 0 0.100502512562814
"относительно" 0 0.0669568128557081 0 0
"оттуда" 0.0499001996007984 0.033478406427854 0 0
"отца" 0 0.033478406427854 0 0.050251256281407
"офицерская" 0.0499001996007984 0 0.0498753117206983 0
"офицерской" 0.0499001996007984 0 0.0498753117206983 0
"офицерша" 0 0.033478406427854 0 0.050251256281407
"первый" 0 0.033478406427854 0.0498753117206983 0
"петербург" 0 0 0.0498753117206983 0.050251256281407
"петром" 0.0499001996007984 0.033478406427854 0 0
"писак" 0 0.0669568128557081 0 0
"писать" 0 0 0.0997506234413965 0
"письма" 0 0.033478406427854 0.0498753117206983 0
"платья" 0.0499001996007984 0 0.0498753117206983 0
"плевать" 0 0.033478406427854 0.0498753117206983 0
"побери" 0 0.033478406427854 0.0498753117206983 0
"побольше" 0 0.0669568128557081 0 0
"повесить" 0.0499001996007984 0.033478406427854 0 0
"погуби" 0 0.0669568128557081 0 0
"подай" 0 0 0.0498753117206983 0.050251256281407
"поди" 0 0.033478406427854 0.0498753117206983 0
"подлецы" 0 0 0.0997506234413965 0
"поесть" 0 0 0.0997506234413965 0
"позабываю" 0 0 0 0.100502512562814
"поиграть" 0 0 0.0997506234413965 0
"пойдет" 0 0.0669568128557081 0 0
"помог" 0 0.0669568128557081 0 0
"попробовать" 0 0.0669568128557081 0 0
"послал" 0 0.033478406427854 0.0498753117206983 0
"посланник" 0 0 0.0997506234413965 0
"послушайте" 0.0998003992015968 0 0 0
"посмотри" 0 0 0.0498753117206983 0.050251256281407
"посмотрим" 0 0.033478406427854 0 0.050251256281407
"постараюсь" 0 0 0 0.100502512562814
"постойте" 0 0.0669568128557081 0 0
"постоянную" 0 0 0 0.100502512562814
"похожего" 0 0.0669568128557081 0 0
"почтмейстера" 0 0 0 0.100502512562814
"пошел" 0 0.033478406427854 0.0498753117206983 0
"пошло" 0 0.0669568128557081 0 0
"пощадит" 0 0.033478406427854 0 0.050251256281407
"правде" 0.0499001996007984 0.033478406427854 0 0
"преданность" 0 0 0.0997506234413965 0
"предложить" 0.0499001996007984 0 0 0.050251256281407
"представить" 0 0.033478406427854 0 0.050251256281407
"при" 0.0499001996007984 0 0.0498753117206983 0
"привык" 0 0 0.0498753117206983 0.050251256281407
"признайтесь" 0 0 0 0.100502512562814
"принимают" 0 0 0 0.100502512562814
"присутствии" 0.0499001996007984 0.033478406427854 0 0
"приходи" 0.0499001996007984 0 0.0498753117206983 0
"пришли" 0.0499001996007984 0 0.0498753117206983 0
"пришлю" 0 0 0.0498753117206983 0.050251256281407
"пришлют" 0 0.033478406427854 0.0498753117206983 0
"приятнее" 0 0 0.0997506234413965 0
"приятное" 0 0.033478406427854 0 0.050251256281407
"проезжающих" 0 0 0.0997506234413965 0
"проклятое" 0.0998003992015968 0 0 0
"проклятый" 0.0499001996007984 0.033478406427854 0 0
"просвещенный" 0 0.0669568128557081 0 0
"просим" 0 0 0 0.100502512562814
"просить" 0 0.033478406427854 0 0.050251256281407
"простого" 0 0.0669568128557081 0 0
"просьбою" 0 0.0669568128557081 0 0
"против" 0.0998003992015968 0 0 0
"прочее" 0.0998003992015968 0 0 0
"ради" 0.0998003992015968 0 0 0
"распечатать" 0.0499001996007984 0.033478406427854 0 0
"ровно" 0 0.033478406427854 0 0.050251256281407
"рожу" 0.0998003992015968 0 0 0
"рыба" 0 0 0.0997506234413965 0
"самого" 0 0.033478406427854 0.0498753117206983 0
"самую" 0 0.0669568128557081 0 0
"самый" 0 0.0669568128557081 0 0
"саратовскую" 0 0.033478406427854 0.0498753117206983 0
"сверх" 0.0499001996007984 0.033478406427854 0 0
"свечу" 0.0499001996007984 0 0 0.050251256281407
"своем" 0 0.033478406427854 0.0498753117206983 0
"своим" 0.0998003992015968 0 0 0
"свою" 0.0499001996007984 0.033478406427854 0 0
"сделает" 0.0998003992015968 0 0 0
"сделала" 0 0 0 0.100502512562814
"сделали" 0.0499001996007984 0 0.0498753117206983 0
"се" 0 0.033478406427854 0 0.050251256281407
"сегодня" 0.0499001996007984 0 0.0498753117206983 0
"семьсот" 0 0 0.0498753117206983 0.050251256281407
"сердца" 0 0 0 0.100502512562814
"сижу" 0 0 0.0997506234413965 0
"скажет" 0.0998003992015968 0 0 0
"скажешь" 0 0.033478406427854 0.0498753117206983 0
"скорее" 0.0998003992015968 0 0 0
"слабость" 0 0 0 0.100502512562814
"славно" 0 0.0669568128557081 0 0
"слишком" 0.0499001996007984 0.033478406427854 0 0
"случае" 0.0998003992015968 0 0 0
"случится" 0 0.0669568128557081 0 0
"слушайте" 0.0499001996007984 0.033478406427854 0 0
"смеет" 0 0 0.0997506234413965 0
"смеетесь" 0 0.0669568128557081 0 0
"снились" 0.0499001996007984 0.033478406427854 0 0
"сохрани" 0 0.0669568128557081 0 0
"спросить" 0 0.033478406427854 0 0.050251256281407
"старик" 0 0 0.0498753117206983 0.050251256281407
"степан" 0.0998003992015968 0 0 0
"стихи" 0 0 0 0.100502512562814
"стоите" 0 0 0.0997506234413965 0
"стой" 0 0.033478406427854 0 0.050251256281407
"столица" 0 0 0 0.100502512562814
"столько" 0 0.033478406427854 0 0.050251256281407
"стоять" 0 0.033478406427854 0.0498753117206983 0
"странно" 0.0499001996007984 0 0 0.050251256281407
"стулья" 0.0998003992015968 0 0 0
"сукна" 0.0499001996007984 0.033478406427854 0 0
"счет" 0.0499001996007984 0 0.0498753117206983 0
"такая" 0 0 0 0.100502512562814
"таки" 0 0.0669568128557081 0 0
"твой" 0 0.0669568128557081 0 0
"твою" 0 0.0669568128557081 0 0
"тобой" 0 0.033478406427854 0.0498753117206983 0
"тобою" 0.0499001996007984 0 0.0498753117206983 0
"том" 0.0499001996007984 0 0.0498753117206983 0
"торжество" 0 0.0669568128557081 0 0
"тот" 0 0.033478406427854 0.0498753117206983 0
"тотчас" 0.0499001996007984 0 0.0498753117206983 0
"тр" 0 0 0.0997506234413965 0
"трех" 0 0.033478406427854 0.0498753117206983 0
"трещотки" 0 0.0669568128557081 0 0
"три" 0.0998003992015968 0 0 0
"тридцать" 0 0.033478406427854 0 0.050251256281407
"тряпичкину" 0 0 0 0.100502512562814
"тысячу" 0 0 0 0.100502512562814
"тюрьмы" 0 0.033478406427854 0.0498753117206983 0
"уваженье" 0 0 0.0997506234413965 0
"уведомить" 0.0998003992015968 0 0 0
"удовольствие" 0 0 0.0498753117206983 0.050251256281407
"удовольствием" 0 0 0.0997506234413965 0
"удовольствия" 0 0.033478406427854 0.0498753117206983 0
"уездном" 0.0998003992015968 0 0 0
"уехал" 0 0 0 0.100502512562814
"узнал" 0.0998003992015968 0 0 0
"узнать" 0 0.033478406427854 0 0.050251256281407
"улице" 0.0998003992015968 0 0 0
"упали" 0 0 0 0.100502512562814
"фельдъегеря" 0 0.033478406427854 0 0.050251256281407
"фу" 0 0.0669568128557081 0 0
"хо" 0.0998003992015968 0 0 0
"хорош" 0 0 0.0498753117206983 0.050251256281407
"хорошая" 0.0499001996007984 0 0 0.050251256281407
"хорошего" 0.0499001996007984 0 0 0.050251256281407
"хорошенько" 0 0.033478406427854 0 0.050251256281407
"хорошие" 0 0 0.0498753117206983 0.050251256281407
"христиан" 0.0998003992015968 0 0 0
"худо" 0.0998003992015968 0 0 0
"целуются" 0 0.0669568128557081 0 0
"церковь" 0.0998003992015968 0 0 0
"частным" 0.0998003992015968 0 0 0
"через" 0 0.033478406427854 0 0.050251256281407
"чернила" 0 0 0.0498753117206983 0.050251256281407
"черту" 0 0.0669568128557081 0 0
"честь" 0 0.0669568128557081 0 0
"чин" 0 0.0669568128557081 0 0
"чина" 0 0.033478406427854 0 0.050251256281407
"чиновники" 0 0.033478406427854 0 0.050251256281407
"читать" 0 0.0669568128557081 0 0
"шли" 0 0 0 0.100502512562814
"шпага" 0.0998003992015968 0 0 0
"шутить" 0 0.033478406427854 0 0.050251256281407
"шутя" 0 0 0.0498753117206983 0.050251256281407
"щенками" 0.0998003992015968 0 0 0
"эка" 0 0.033478406427854 0.0498753117206983 0
"языке" 0.0499001996007984 0.033478406427854 0 0
"абдулин" 0.0499001996007984 0 0 0
"абдулина" 0 0 0 0.050251256281407
"авдотья" 0 0.033478406427854 0 0
"адъютанты" 0 0.033478406427854 0 0
"актрисами" 0 0 0.0498753117206983 0
"александр" 0.0499001996007984 0 0 0
"александра" 0.0499001996007984 0 0 0
"александровича" 0 0 0.0498753117206983 0
"аллегории" 0 0.033478406427854 0 0
"аммос" 0.0499001996007984 0 0 0
"ангел" 0 0 0 0.050251256281407
"английский" 0 0 0.0498753117206983 0
"андрей" 0.0499001996007984 0 0 0
"андрея" 0.0499001996007984 0 0 0
"антоновны" 0 0 0 0.050251256281407
"аппетит" 0 0 0.0498753117206983 0
"аппетитна" 0 0 0 0.050251256281407
"арапник" 0.0499001996007984 0 0 0
"арест" 0 0.033478406427854 0 0
"арестантам" 0.0499001996007984 0 0 0
"арестанты" 0 0.033478406427854 0 0
"архиплуты" 0 0.033478406427854 0 0
"аршин" 0 0.033478406427854 0 0
"аршина" 0.0499001996007984 0 0 0
"аршинники" 0 0.033478406427854 0 0
"асессором" 0 0 0.0498753117206983 0
"ассигнована" 0.0499001996007984 0 0 0
"ассириянах" 0.0499001996007984 0 0 0
"балах" 0 0 0.0498753117206983 0
"балы" 0 0 0.0498753117206983 0
"балычком" 0 0.033478406427854 0 0
"баран" 0 0.033478406427854 0 0
"баранки" 0 0.033478406427854 0 0
"барина" 0 0.033478406427854 0 0
"барона" 0 0 0.0498753117206983 0
"бдительностью" 0 0.033478406427854 0 0
"бегом" 0 0.033478406427854 0 0
"беда" 0.0499001996007984 0 0 0
"бездельники" 0 0 0.0498753117206983 0
"безо" 0.0499001996007984 0 0 0
"бельэтаже" 0 0 0 0.050251256281407
"берегись" 0 0 0 0.050251256281407
"берет" 0.0499001996007984 0 0 0
"берете" 0.0499001996007984 0 0 0
"берешь" 0.0499001996007984 0 0 0
"беру" 0 0 0 0.050251256281407
"беспокоиться" 0 0.033478406427854 0 0
"бестию" 0.0499001996007984 0 0 0
"благодетель" 0.0499001996007984 0 0 0
"благое" 0 0.033478406427854 0 0
"благополучию" 0 0 0 0.050251256281407
"благополучно" 0 0.033478406427854 0 0
"благополучного" 0 0.033478406427854 0 0
"благородие" 0.0499001996007984 0 0 0
"благородный" 0 0 0.0498753117206983 0
"благословения" 0 0.033478406427854 0 0
"благословит" 0 0.033478406427854 0 0
"благословите" 0 0 0 0.050251256281407
"благоустройства" 0.0499001996007984 0 0 0
"благочинием" 0 0.033478406427854 0 0
"блюд" 0 0 0.0498753117206983 0
"блюда" 0 0 0.0498753117206983 0
"богоугодное" 0 0.033478406427854 0 0
"богоугодном" 0.0499001996007984 0 0 0
"богоугодных" 0.0499001996007984 0 0 0
"боится" 0 0 0 0.050251256281407
"болезнь" 0.0499001996007984 0 0 0
"болит" 0 0 0 0.050251256281407
"больнице" 0 0 0.0498753117206983 0
"большая" 0 0.033478406427854 0 0
"большим" 0 0 0.0498753117206983 0
"бонтон" 0 0 0 0.050251256281407
"борзыми" 0.0499001996007984 0 0 0
"борода" 0 0.033478406427854 0 0
"бороду" 0.0499001996007984 0 0 0
"бороды" 0 0.033478406427854 0 0
"ботфорты" 0.0499001996007984 0 0 0
"бочки" 0 0.033478406427854 0 0
"брал" 0 0.033478406427854 0 0
"брались" 0 0 0 0.050251256281407
"брамбеуса" 0 0 0.0498753117206983 0
"бревном" 0 0.033478406427854 0 0
"бросают" 0 0.033478406427854 0 0
"брюнетка" 0 0 0 0.050251256281407
"брякнут" 0 0.033478406427854 0 0
"бубнового" 0 0.033478406427854 0 0
"будем" 0 0.033478406427854 0 0
"будете" 0 0 0.0498753117206983 0
"будку" 0 0.033478406427854 0 0
"будут" 0 0.033478406427854 0 0
"будь" 0 0.033478406427854 0 0
"бумагами" 0.0499001996007984 0 0 0
"бумаге" 0 0 0 0.050251256281407
"бумаги" 0 0 0.0498753117206983 0
"бумагомарак" 0 0.033478406427854 0 0
"бумагомарака" 0 0.033478406427854 0 0
"бумагу" 0 0 0 0.050251256281407
"бумажка" 0 0 0 0.050251256281407
"бутылки" 0 0.033478406427854 0 0
"буфет" 0 0 0.0498753117206983 0
"бывает" 0 0 0.0498753117206983 0
"бывал" 0 0.033478406427854 0 0
"бывали" 0.0499001996007984 0 0 0
"бываю" 0.0499001996007984 0 0 0
"бьет" 0 0.033478406427854 0 0
"вавилонянах" 0.0499001996007984 0 0 0
"важничаешь" 0 0.033478406427854 0 0
"важного" 0 0.033478406427854 0 0
"важному" 0 0.033478406427854 0 0
"важность" 0 0.033478406427854 0 0
"важные" 0 0 0 0.050251256281407
"валит" 0 0 0.0498753117206983 0
"валится" 0 0.033478406427854 0 0
"валяешься" 0 0.033478406427854 0 0
"валяй" 0 0.033478406427854 0 0
"вашем" 0 0.033478406427854 0 0
"вашею" 0 0 0 0.050251256281407
"вашим" 0 0 0 0.050251256281407
"вашу" 0 0 0 0.050251256281407
"ввернул" 0 0.033478406427854 0 0
"вдове" 0 0 0.0498753117206983 0
"вдовы" 0.0499001996007984 0 0 0
"ведьма" 0 0.033478406427854 0 0
"век" 0 0.033478406427854 0 0
"величины" 0.0499001996007984 0 0 0
"вельможа" 0 0.033478406427854 0 0
"велю" 0 0.033478406427854 0 0
"вере" 0.0499001996007984 0 0 0
"верите" 0 0.033478406427854 0 0
"вертопрахе" 0 0.033478406427854 0 0
"веруете" 0.0499001996007984 0 0 0
"весьма" 0 0.033478406427854 0 0
"веху" 0.0499001996007984 0 0 0
"вечер" 0 0 0.0498753117206983 0
"взашей" 0 0.033478406427854 0 0
"взбежишь" 0 0 0.0498753117206983 0
"взгляда" 0 0 0 0.050251256281407
"взглянуть" 0 0 0 0.050251256281407
"взошедши" 0.0499001996007984 0 0 0
"взрослых" 0 0 0 0.050251256281407
"взяли" 0 0.033478406427854 0 0
"взяло" 0 0.033478406427854 0 0
"виделось" 0 0.033478406427854 0 0
"видеть" 0 0 0.0498753117206983 0
"видит" 0.0499001996007984 0 0 0
"видный" 0 0.033478406427854 0 0
"видят" 0 0 0 0.050251256281407
"виноватому" 0.0499001996007984 0 0 0
"винокуренного" 0.0499001996007984 0 0 0
"вист" 0 0 0.0498753117206983 0
"вкус" 0 0 0 0.050251256281407
"вкусная" 0 0 0.0498753117206983 0
"вкусу" 0 0 0.0498753117206983 0
"владимир" 0 0 0 0.050251256281407
"владимира" 0 0 0.0498753117206983 0
"влезешь" 0 0.033478406427854 0 0
"влезть" 0 0.033478406427854 0 0
"вниз" 0 0 0.0498753117206983 0
"внизу" 0.0499001996007984 0 0 0
"внутреннего" 0.0499001996007984 0 0 0
"внушает" 0 0 0 0.050251256281407
"водевильчики" 0 0 0.0498753117206983 0
"воды" 0 0 0.0498753117206983 0
"водятся" 0.0499001996007984 0 0 0
"военный" 0 0.033478406427854 0 0
"возвращения" 0 0.033478406427854 0 0
"вознаградил" 0 0 0.0498753117206983 0
"возьму" 0 0 0 0.050251256281407
"войдешь" 0.0499001996007984 0 0 0
"война" 0.0499001996007984 0 0 0
"воле" 0 0.033478406427854 0 0
"воли" 0.0499001996007984 0 0 0
