Source,Target,Weight,Type
diary_tolstaya-korolenko,epistulae_turgenev1,1,undirected
diary_tolstaya-korolenko,memoir_herzen,5,undirected
diary_tolstaya-korolenko,memoir_panaev,2,undirected
diary_uspensky,memoir_herzen,1,undirected
diary_uspensky,travelog_bronevsky,3,undirected
diary_uspensky,travelog_davydov,2,undirected
epistulae_gogol1,epistulae_gogol2,6,undirected
epistulae_gogol1,epistulae_turgenev1,2,undirected
epistulae_gogol1,epistulae_turgenev2,1,undirected
epistulae_gogol2,epistulae_gogol1,6,undirected
epistulae_gogol2,epistulae_turgenev1,2,undirected
epistulae_gogol2,epistulae_turgenev2,1,undirected
epistulae_nekrasov,epistulae_pushkin,1,undirected
epistulae_nekrasov,epistulae_saltykov,6,undirected
epistulae_nekrasov,epistulae_turgenev1,2,undirected
epistulae_nekrasov,epistulae_turgenev2,3,undirected
epistulae_pushkin,epistulae_nekrasov,1,undirected
epistulae_pushkin,epistulae_turgenev1,3,undirected
epistulae_pushkin,epistulae_turgenev2,2,undirected
epistulae_saltykov,epistulae_nekrasov,6,undirected
epistulae_saltykov,epistulae_turgenev1,4,undirected
epistulae_saltykov,epistulae_turgenev2,3,undirected
epistulae_turgenev1,diary_tolstaya-korolenko,1,undirected
epistulae_turgenev1,epistulae_gogol1,2,undirected
epistulae_turgenev1,epistulae_gogol2,2,undirected
epistulae_turgenev1,epistulae_nekrasov,2,undirected
epistulae_turgenev1,epistulae_pushkin,3,undirected
epistulae_turgenev1,epistulae_saltykov,4,undirected
epistulae_turgenev1,epistulae_turgenev2,6,undirected
epistulae_turgenev2,epistulae_gogol1,1,undirected
epistulae_turgenev2,epistulae_gogol2,1,undirected
epistulae_turgenev2,epistulae_nekrasov,3,undirected
epistulae_turgenev2,epistulae_pushkin,2,undirected
epistulae_turgenev2,epistulae_saltykov,3,undirected
epistulae_turgenev2,epistulae_turgenev1,6,undirected
memoir_annenkov,memoir_panaev,4,undirected
memoir_annenkov,memoir_vigel,6,undirected
memoir_annenkov,travelog_bronevsky,1,undirected
memoir_herzen,diary_tolstaya-korolenko,5,undirected
memoir_herzen,diary_uspensky,1,undirected
memoir_herzen,memoir_panaev,6,undirected
memoir_herzen,memoir_vigel,3,undirected
memoir_panaev,diary_tolstaya-korolenko,2,undirected
memoir_panaev,memoir_annenkov,4,undirected
memoir_panaev,memoir_herzen,6,undirected
memoir_panaev,memoir_vigel,2,undirected
memoir_vigel,memoir_annenkov,6,undirected
memoir_vigel,memoir_herzen,3,undirected
memoir_vigel,memoir_panaev,2,undirected
travelog_bellinsgausen,travelog_bronevsky,4,undirected
travelog_bellinsgausen,travelog_kruzenshtern,1,undirected
travelog_bellinsgausen,travelog_litke,2,undirected
travelog_bronevsky,diary_uspensky,3,undirected
travelog_bronevsky,memoir_annenkov,1,undirected
travelog_bronevsky,travelog_bellinsgausen,4,undirected
travelog_bronevsky,travelog_davydov,6,undirected
travelog_bronevsky,travelog_kruzenshtern,4,undirected
travelog_bronevsky,travelog_litke,2,undirected
travelog_davydov,diary_uspensky,2,undirected
travelog_davydov,travelog_bronevsky,6,undirected
travelog_davydov,travelog_kruzenshtern,3,undirected
travelog_davydov,travelog_litke,2,undirected
travelog_kruzenshtern,travelog_bellinsgausen,1,undirected
travelog_kruzenshtern,travelog_bronevsky,4,undirected
travelog_kruzenshtern,travelog_davydov,3,undirected
travelog_kruzenshtern,travelog_litke,6,undirected
travelog_litke,travelog_bellinsgausen,2,undirected
travelog_litke,travelog_bronevsky,2,undirected
travelog_litke,travelog_davydov,2,undirected
travelog_litke,travelog_kruzenshtern,6,undirected
