"diary_tolstaya-korolenko" "diary_uspensky" "epistulae_gogol1" "epistulae_gogol2" "epistulae_nekrasov" "epistulae_pushkin" "epistulae_saltykov" "epistulae_turgenev1" "epistulae_turgenev2" "memoir_annenkov" "memoir_herzen" "memoir_panaev" "memoir_vigel" "travelog_bellinsgausen" "travelog_bronevsky" "travelog_davydov" "travelog_kruzenshtern" "travelog_litke"
"тогда" 0.109529025191676 0.057202783868815 0.107285598797192 0.14010889292196 0.0751759239860493 0.0182627174923629 0.0361794500723589 0.0333734782419432 0.0542836159274515 0.222078282594615 0.0984814405038359 0.106119124887403 0.261553669989291 0.219468476987566 0.0531150257047487 0.133190927938682 0.123086927239369 0.0572646351010467
"этого" 0.179229313950015 0.0381351892458766 0.114085390270254 0.174954627949183 0.179313064589675 0.0456567937309072 0.110698317385576 0.135912280956319 0.107502847228875 0.142764610239395 0.127661126579047 0.211004306462161 0.0607545926353077 0.000705686421181884 0.0014618814414151 0 0.00387065808928834 0.252254341964105
"м" 0.0199143682166683 0 0.0128440505602273 0.0261343012704174 0.293925538863488 0.12451852835702 0.652850076678834 0.0580408317251186 0.0638630775617077 0.0237941017065658 0.00972656202507021 0.0493577325057687 0.00720817200757888 0.0148194148448196 0.00730940720707551 0.0364390274549224 0.0100637110321497 0.00507408159123199
"хотя" 0.0697002887583391 0.0476689865573458 0.139017959004813 0.154627949183303 0.0653167864141084 0.0315446938504449 0.132297989070566 0.131559218576936 0.0995199625336612 0.0687385160411902 0.0133740227844715 0.0468898458804803 0.103488755251668 0.0882108026477355 0.0774797163950004 0.120625746057674 0.180372666960837 0.0877091246484386
"нибудь" 0.0896146569750075 0.0286013919344075 0.229681845312299 0.261343012704174 0.133098357221202 0.0888232168946739 0.153897660755557 0.0957673723464457 0.107502847228875 0.0290816798635805 0.144682610122919 0.139435594328797 0.0653884174973227 0.018347846950729 0.0224155154350316 0.0640824275931394 0.00541892132500368 0.0688625358810055
"нам" 0.169272129841681 0.0381351892458766 0.0755532385895721 0.0696914700544465 0.154049024561576 0.0888232168946739 0.0318595157353608 0.0377265406213271 0.0372534619109962 0.0383349416383561 0.0693017544286253 0.160412630643748 0.0648735480682099 0.222291222672293 0.110128401919938 0.0716215367217441 0.22914295888587 0.19426483806431
"ничего" 0.0995718410833416 0.0667365811802841 0.172261383984224 0.148820326678766 0.137411729908926 0.0796918581484925 0.151197701794933 0.151389836083018 0.117614501176145 0.0423006252561171 0.114287103794575 0.12586221788971 0.0849534558036082 0.0374013803226398 0.0443437370562581 0.0590563548407363 0.0464478970714601 0.0369683087361188
"со" 0.109529025191676 0.0953379731146916 0.0883972891497994 0.0943738656987296 0.0881160420492217 0.111236551998937 0.0863986867399616 0.0933490043578991 0.0856829623952912 0.141442715700141 0.100913081010103 0.13449982107822 0.119964576983277 0.0684515828546427 0.117437809127013 0.0653389457812402 0.105281900028643 0.09858215662965
"н" 0 0 0.0861306919921122 0.0225045372050817 0.784417633067547 0.167684951520786 0.105298399464328 0.0725510396563983 0.0750391161350066 0.0475882034131317 0.0364746075940133 0.0382522426919707 0.00463382486201499 0.0162307876871833 0.0058475257656604 0.00251303637620155 0 0.000724868798747427
"чем" 0.0995718410833416 0.0381351892458766 0.12012964935742 0.233756805807623 0.130633572828217 0.120367910745119 0.0750588591053416 0.103506149909795 0.11442134729806 0.178455762799244 0.120366205060244 0.0765044853839415 0.125628140703518 0.0127023555812739 0.0399580927320128 0.0540302820883332 0.0410289757464564 0.0507408159123199
"себе" 0.0995718410833416 0.0667365811802841 0.101241339710027 0.147368421052632 0.0856512576562365 0.0805219816708726 0.111238309177701 0.117049010645656 0.12080765505423 0.153339766553424 0.0972656202507021 0.135733764390864 0.151371612159156 0.030344516110821 0.0706576030017299 0.0879562731670541 0.0479961603071754 0.0289947519498971
