"diary_tolstaya-korolenko" "diary_uspensky" "epistulae_gogol1" "epistulae_gogol2" "epistulae_nekrasov" "epistulae_pushkin" "epistulae_saltykov" "epistulae_turgenev1" "epistulae_turgenev2" "memoir_annenkov" "memoir_herzen" "memoir_panaev" "memoir_vigel" "travelog_bellinsgausen" "travelog_bronevsky" "travelog_davydov" "travelog_kruzenshtern" "travelog_litke"
"то" 0.697002887583391 0.381351892458766 0.594603987699933 0.642468239564428 0.765931750120158 0.501394607517599 0.738708771626671 0.472065431364298 0.490681312599121 0.338405002048937 0.662622037957908 0.494811268370331 0.45617431419392 0.195475138667382 0.385449406719782 0.561663630081045 0.474542681746751 0.316042796253878
"из" 0.338544259683362 0.810372771474878 0.428386862802874 0.380399274047187 0.316724794498601 0.334539779519192 0.316975181977234 0.354532747120933 0.343796234207193 0.481169612288332 0.427968729103089 0.555274490689898 0.546791333717769 0.665462295174516 0.529688375606072 0.677263303386316 0.65723774356116 0.523355272695642
"меня" 0.706960071691726 0.171608351606445 0.720022363758622 0.656987295825771 0.539171585965518 0.732999070261655 0.832127351664255 0.639416496171723 0.600845121393067 0.0753479887374585 0.418242167078019 0.46519662886687 0.307377049180328 0.0402241260073674 0.107691932850912 0.0691085003455425 0.0820579514929128 0.0558148975035519
"о" 0.308672707358359 0.257412527409667 0.475985403114304 0.496551724137931 0.437499229754877 0.543730907158985 0.328855001403979 0.55622463736572 0.575832082681398 0.545942444711761 0.30273924303031 0.515788304685283 0.430430842738282 0.210294553512201 0.21587115951563 0.272664446817868 0.351455754507381 0.29284699469396
"за" 0.527730757741711 0.429020879016112 0.440475380977206 0.456624319419238 0.491724486400552 0.565314118740869 0.480052703198911 0.451751140260507 0.4151100041511 0.404499729011619 0.503349584797384 0.461494798928937 0.34856660350935 0.258986916573751 0.306020515069561 0.287742665075077 0.203596615496567 0.305169764272667
"вам" 0.129443393408344 0 0.596115052471724 0.481306715063521 0.838642889713222 0.262319033072121 0.666349871481953 1.18451664079013 0.961671509616715 0.0237941017065658 0.0717333949348928 0.104885181574758 0.00360408600378944 0.0289331432684572 0.0258265721316668 0.0125651818810077 0.00387065808928834 0.0210211951636754
"это" 1.00567559494175 0.257412527409667 0.553805238861564 0.694010889292196 0.58045672454802 0.334539779519192 0.546471693630257 0.600722608354978 0.567849197986184 0.319898478499385 0.536176731631996 0.612035883071532 0.285237663728478 0.00493980494827319 0.0414199741734279 0.01633473644531 0.0247722117714454 0.330540172228827
"у" 0.517773573633377 0.333682905901421 0.43971984859131 0.382577132486388 0.506513192758463 0.538750166024704 0.451433138216299 0.409187863662086 0.400740811699716 0.296104376792819 0.438911111381293 0.51208647474735 0.366072164099184 0.245578874571295 0.271422654289404 0.271407928629767 0.209789668439428 0.195714575661805
"вы" 0.378372996116698 0.0667365811802841 0.7593100478252 0.741197822141561 0.626055235818247 0.233264709788817 0.57401127502862 0.782583881093683 0.799352854147375 0.0475882034131317 0.246811511386157 0.214706136400094 0.0226542548809622 0.0254047111625478 0.0423945618010379 0.0188477728215116 0.00696718456071901 0.0340688335411291
"для" 0.338544259683362 0.390885689770235 0.445764107678476 0.44573502722323 0.370950051144276 0.297184221012087 0.307795321511113 0.269889867521802 0.23895434854339 0.532723499319224 0.262617174676896 0.302316111597833 0.335179998352418 0.415649302076129 0.397144458251103 0.429729220330464 0.49467010381105 0.350836498593755
"бы" 0.458030468983372 0.286013919344075 0.567404821807687 0.594555353901996 0.496037859088276 0.341180767698234 0.435233384452556 0.399030718110191 0.391693542378474 0.259091329693717 0.198178701260806 0.26036203896793 0.337754345497982 0.117849632337375 0.255341958433838 0.14701262800779 0.374679703043111 0.204413001246774
"до" 0.209100866275017 0.209743540852321 0.315057004918516 0.254083484573503 0.329048716463527 0.237415327400717 0.475732768861913 0.438691953122355 0.409788081020958 0.174490079181483 0.300307602524043 0.299848224972545 0.189986819342615 0.41212086997022 0.247545257412957 0.512659420745115 0.349133359653808 0.618313085331555
"мы" 0.398287364333367 0.11440556773763 0.154128606722727 0.169147005444646 0.296390323256473 0.163534333908886 0.0907186210769596 0.173638821577647 0.135709039818629 0.104429668601039 0.333134749358655 0.294912451721968 0.134895790427548 1.12627552820629 0.350364252125819 0.442294402211472 0.843803463464858 0.833599118559541
"же" 0.348501443791696 0.495757460196396 0.355855753756885 0.368784029038113 0.283450205193301 0.225793598087395 0.31535520660086 0.32115926887899 0.282594118210557 0.425650041639678 0.267480455689431 0.254192322404709 0.420133454156026 0.261809662258479 0.230489973929781 0.481246466042596 0.305007857435921 0.495085389544492
"все" 0.557602310066713 0.22881113547526 0.241770363486631 0.233756805807623 0.383273973109202 0.109576304954177 0.440633302373804 0.183795967129542 0.183074155676895 0.437547092492961 0.514291967075588 0.435581989363409 0.565326633165829 0.333083990797849 0.295787344979655 0.315386065213294 0.274042592721615 0.260952767549074
"было" 0.47794483720004 0.200209743540852 0.286346774254478 0.30562613430127 0.247710831495015 0.196739274804091 0.165777480182301 0.206044952624171 0.198507732754308 0.382027521844307 0.526450169606925 0.373884823731198 0.711549551033858 0.388833218071218 0.244621494530127 0.221147201105736 0.329780069207367 0.416074690481023
"так" 0.467987653091706 0.257412527409667 0.397410034981149 0.360072595281307 0.35369656039338 0.25235755080356 0.514612177894896 0.34921233754613 0.372002426796947 0.360877209216249 0.336782210118056 0.272701472094372 0.25949419227284 0.199003570773291 0.183709767804498 0.248790601243953 0.200500089025136 0.281973962712749
"только" 0.348501443791696 0.219277338163791 0.475229870728409 0.400725952813067 0.284066401291547 0.136970381192721 0.252716158714388 0.283916401855372 0.274611233515343 0.308001427646102 0.137387688604117 0.282573018595526 0.396449460416838 0.154545326238833 0.21392198426041 0.302820883332286 0.353004017743097 0.310243845863899
"еще" 0.248929602708354 0.171608351606445 0.40798748838369 0.342649727767695 0.371566247242522 0.2548479213707 0.281335723697 0.303263345763745 0.297495502974955 0.479847717749078 0.220063465817214 0.268999642156439 0.319733915479035 0.0980904125442818 0.14131520600346 0.218634164729534 0.191210509610844 0.204413001246774
"был" 0.278801155033357 0.209743540852321 0.182838837386765 0.172050816696915 0.14850325967736 0.181797051401248 0.161997537637428 0.144618405715087 0.146352886078913 0.215468809898346 0.623715789857627 0.5441690008761 0.747075541642639 0.227231027620567 0.251930901737202 0.192247282779418 0.234561880210873 0.223984458812955
"вас" 0.149357761625012 0.00953379731146916 0.523583943425735 0.456624319419238 0.473854799551409 0.259828662504981 0.51623215327127 0.59927158756185 0.493342274164192 0.0171846290102976 0.0996972607569697 0.0937796917609605 0.0108122580113683 0.00705686421181884 0.029237628828302 0.0138217000691085 0.00309652647143067 0.010148163182464
"их" 0.159314945733347 0.371818095147297 0.244036960644318 0.241016333938294 0.130017376729971 0.180966927878868 0.104218415880079 0.123336767415877 0.131983693627529 0.375418049148039 0.290581040498973 0.206068533211584 0.45051075047368 0.273806331418571 0.381063762395536 0.485016020606898 0.329005937589509 0.260952767549074
"если" 0.268843970925022 0.123939365049099 0.396654502595254 0.473321234119782 0.568132802583094 0.246546686146899 0.206816856383783 0.354049073523224 0.342731849581165 0.0951764068262634 0.126445306325913 0.132031934452931 0.129232226707307 0.00776255063300072 0.118899690568428 0.141986555255387 0.170308955928687 0.119603351793325
"или" 0.11948620930001 0.409953284393174 0.286346774254478 0.241016333938294 0.287147381782779 0.219152609908354 0.168477439142925 0.194920459876857 0.184670732615938 0.259091329693717 0.240732410120488 0.133265877765575 0.241473762253892 0.193358079403836 0.224642448164121 0.575485330150154 0.248496249332311 0.281973962712749
"уже" 0.159314945733347 0.104871770426161 0.333189782180013 0.378221415607986 0.212587653894976 0.138630628237482 0.245156273624641 0.264569457946999 0.301753041479069 0.441512776110722 0.081459956959963 0.254192322404709 0.204403163357772 0.129140615076285 0.120361572009843 0.175912546334108 0.203596615496567 0.20006378845429
"ни" 0.149357761625012 0.22881113547526 0.302212954358289 0.345553539019964 0.155281416758069 0.25567804489308 0.202496922046785 0.168318412002844 0.163915232408383 0.265700802389985 0.272343736701966 0.238151059340334 0.270821319713321 0.0508094223250956 0.206612577053334 0.172142991769806 0.253915170657315 0.167444692510656
"ли" 0.149357761625012 0.266946324721136 0.375499595790174 0.245372050816697 0.343221226723192 0.44494620799575 0.413633712767566 0.243771493245498 0.240550925482432 0.0594852542664146 0.156840812654257 0.115990671388556 0.108122580113683 0.0331672617955485 0.0667592524912896 0.0565433184645348 0.0750907669321938 0.0529154223085622
"во" 0.219058050383352 0.276480122032606 0.179816707843182 0.249001814882033 0.14172510259665 0.180966927878868 0.23489642957427 0.227810264521091 0.209151579014593 0.142764610239395 0.155624992401123 0.150541084142594 0.21315594365269 0.189829647297927 0.205150695611919 0.206068982848527 0.27559085595733 0.14352402215199
"они" 0.298715523250025 0.209743540852321 0.194927355561096 0.204718693284936 0.0881160420492217 0.102105193252756 0.0647990150549712 0.0875449211853873 0.0947302317165331 0.233975333447898 0.258969713917494 0.132031934452931 0.264128017134855 0.225113968357021 0.307969690324781 0.351825092668216 0.321264621410932 0.334889385021311
"когда" 0.258886786816688 0.200209743540852 0.260658673134024 0.25480943738657 0.133714553319448 0.117047416655598 0.163617513013802 0.122369420220458 0.141563155261785 0.237941017065659 0.198178701260806 0.241852889278267 0.262583408847516 0.255458484467842 0.249007138854372 0.350568574480116 0.0851544779643435 0.15222244773696
"быть" 0.159314945733347 0.190675946229383 0.312790407760829 0.399274047186933 0.23353832123535 0.229114092176916 0.242996306456142 0.189116376704345 0.20755500207555 0.121614297611337 0.102128901263237 0.0777384286965857 0.182778647335036 0.084682370541826 0.102818994712862 0.148269146195891 0.278687382428761 0.102931369422135
"очень" 0.467987653091706 0.0953379731146916 0.311279342989037 0.210526315789474 0.296390323256473 0.211681498206933 0.239756355703393 0.335669476810269 0.329959234068823 0.182421446417005 0.132524407591582 0.323293147912785 0.0617843314935332 0.0169364741083652 0.112564870988963 0.124395300621976 0.0859286095822012 0.0318942271448868
"при" 0.0697002887583391 0.123939365049099 0.105774534025401 0.100907441016334 0.166989142624749 0.0730508699694515 0.15659761971618 0.0865775739899686 0.0888761162733765 0.189030919113273 0.155624992401123 0.193729100085142 0.223453332234945 0.433291462605677 0.288965231586385 0.19476031915562 0.380098624368115 0.24500565397663
"ее" 0.298715523250025 0.143006959672037 0.184349902158556 0.222867513611615 0.218133418779192 0.199229645371231 0.147417759250059 0.204593931831043 0.222988579152963 0.280241642321776 0.171430655691863 0.150541084142594 0.444847186753439 0.0127023555812739 0.140827912189655 0.0628259094050386 0.0681235823714748 0.165994954913161
"го" 0.00995718410833416 0.00953379731146916 0.114085390270254 0.0188747731397459 0.115844866470306 0.0365254349847257 0.133377972654816 0.537845040652766 0.613617736905408 0.00660947269626829 0.00243164050626755 0.00123394331264422 0.00823791086580443 0.136197479288104 0.185171649245913 0.01633473644531 0.147085007392957 0.383455594537389
"ему" 0.35845862790003 0.123939365049099 0.135240297075334 0.167695099818512 0.212587653894976 0.163534333908886 0.12257813681232 0.205077605428752 0.196911155815265 0.24587238430118 0.310034164549113 0.302316111597833 0.374310074964989 0.054337854431005 0.122310747265063 0.108060564176666 0.115345611060793 0.0572646351010467
"теперь" 0.229015234491686 0.057202783868815 0.500162439462968 0.384029038112523 0.284066401291547 0.120367910745119 0.225176577316025 0.269406193924092 0.274611233515343 0.133511348464619 0.0583593721504213 0.0728026554460088 0.0344962517505561 0.0155251012660014 0.0394707989182077 0.0263868819501162 0.0510926867786061 0.0485662095160776
"время" 0.139400577516678 0.0762703784917533 0.16772818966885 0.17059891107078 0.128784984533478 0.0655797582680303 0.161457545845303 0.113663295461691 0.109099424167917 0.120292403072083 0.116718744300843 0.185091496896633 0.201828816212209 0.231465146147658 0.158857783300441 0.287742665075077 0.270946066250184 0.218185508422975
"нас" 0.169272129841681 0.0953379731146916 0.159417333423997 0.0798548094373866 0.162675769937025 0.12451852835702 0.0804587770265892 0.0730347132541076 0.0957946163425615 0.0806355668944732 0.165351554426194 0.196196986710431 0.144163440151578 0.35213752416976 0.198328582218649 0.135703964314883 0.319716358175217 0.246455391574125
"были" 0.11948620930001 0.171608351606445 0.108041131183088 0.096551724137931 0.0714787473965715 0.0556182759994687 0.0442793269542303 0.0396612350121644 0.0489616927973092 0.158627344710439 0.210336903792143 0.17275206377019 0.325912348628388 0.280157509209208 0.278244767682674 0.167116919017403 0.183469193432267 0.314593058656383
"ты" 0.129443393408344 0.057202783868815 0.367188739545321 0.450816696914701 0.254488988575724 0.689002523575508 0.0550791627967255 0.217169445371485 0.170301540164554 0.0198284180888049 0.0984814405038359 0.074036598758653 0.013901474586045 0.000705686421181884 0.00974587627610067 0.0251303637620155 0.002322394853573 0.00217460639624228
"она" 0.109529025191676 0.200209743540852 0.170750319212433 0.212704174228675 0.124471611845754 0.179306680834108 0.128518046525693 0.175573515968484 0.222988579152963 0.146730293857156 0.181157217716933 0.114756728075912 0.330546173490403 0.0338729482167304 0.0774797163950004 0.055286800276434 0.0658011875179018 0.0884339934471861
"чтобы" 0.268843970925022 0.0953379731146916 0.318834666847994 0.376043557168784 0.0394365502877636 0.0224133351042635 0.137697906991814 0.183795967129542 0.17988100179881 0.0846012505122341 0.0121582025313378 0.117224614701201 0.14828239558448 0.122789437285648 0.0847891236020759 0.0301564365144185 0.247722117714454 0.166719823711908
"петербург" 0.0298715523250025 0 0.0740421738177807 0.029038112522686 0.685210061249892 0.275601009430203 0.667969846858328 0.0909306363693525 0.0681206160658216 0.0356911525598488 0.021884764556408 0.0715687121333646 0.057665376060631 0.00635117779063695 0.0058475257656604 0.011308663692907 0.011611974267865 0.0108730319812114
"будет" 0.129443393408344 0.123939365049099 0.235726104399465 0.252631578947368 0.309330441319646 0.219152609908354 0.26891591247813 0.212332709394392 0.192653617311152 0.0264378907850732 0.0583593721504213 0.0592292790069224 0.039130076612571 0.0331672617955485 0.0560387885875789 0.0540302820883332 0.0642529242821865 0.0529154223085622
"более" 0.059743104650005 0.0286013919344075 0.185860966930347 0.166969147005445 0.0911970225404533 0.0929738345065746 0.0901786292848349 0.082708185208294 0.0872795393343339 0.189030919113273 0.0498486303784848 0.150541084142594 0.261553669989291 0.131963360761012 0.136929561679214 0.222403719293837 0.197403562553705 0.214561164429238
"может" 0.139400577516678 0.104871770426161 0.228170780540508 0.301996370235935 0.177464476294936 0.0821822287156329 0.194937036957038 0.133010239370064 0.168172770912497 0.120292403072083 0.100913081010103 0.0789723720092299 0.0937062360985254 0.0388127531650036 0.104280876154277 0.11308663692907 0.161019376514395 0.0775609614659747
"потому" 0.199143682166683 0.286013919344075 0.27199165892246 0.279491833030853 0.112763885979074 0.0755412405365918 0.221396634771151 0.179926578347868 0.153803578461113 0.0793136723552195 0.0680859341754915 0.112288841450624 0.0355259906087816 0.121378064443284 0.0467802061252832 0.0741345730979456 0.173405482400118 0.121777958189568
"того" 0.149357761625012 0.0476689865573458 0.15715073626631 0.218511796733212 0.0844188654597439 0.0846725992827733 0.124738103980819 0.110277580277725 0.0952624240295473 0.149374082935663 0.160488273413659 0.0925457484483163 0.160124392454074 0.111498454546738 0.100382525643837 0.245021046679651 0.192758772846559 0.173968511699382
"между" 0.0896146569750075 0.123939365049099 0.105774534025401 0.100181488203267 0.0874998459509754 0.0564483995218489 0.0880186621163358 0.0773877756334915 0.0643952698747219 0.187709024574019 0.0887548784787657 0.14930714082995 0.143133701293352 0.177127291716653 0.131569329727359 0.217377646541434 0.228368827268012 0.324741221838847
"несколько" 0.0796574728666733 0.0667365811802841 0.107285598797192 0.106715063520871 0.0850350615579902 0.0564483995218489 0.0847787113635873 0.0914143099670618 0.0963268086555758 0.050231992491639 0.153193351894856 0.167816290519614 0.11121179668836 0.282274568472753 0.154959432790001 0.229942828422441 0.194307036082275 0.185566412479341
"который" 0.109529025191676 0.209743540852321 0.144306685706083 0.138656987295826 0.0881160420492217 0.083012352238013 0.11231829276195 0.103989823507504 0.0931336547774904 0.166558711945961 0.108208002528906 0.150541084142594 0.208522118790675 0.158779444765924 0.0847891236020759 0.0929823459194572 0.173405482400118 0.175418249296877
"даже" 0.159314945733347 0.0953379731146916 0.179061175457286 0.252631578947368 0.105369532800118 0.0423362996413866 0.198176987709787 0.126238809002133 0.143691924513842 0.161271133788946 0.0693017544286253 0.182623610271344 0.167332564461653 0.0232876518990022 0.0682211339327047 0.106804045988566 0.121538664003654 0.0724868798747427
"письмо" 0.0697002887583391 0 0.245548025416109 0.28021778584392 0.172534907508966 0.215832115818834 0.174417348856297 0.288753137832465 0.287916041340699 0.046266308873878 0.0291796860752106 0.0234449229402401 0.013901474586045 0.00211705926354565 0.014131520600346 0.00376955456430232 0.0100637110321497 0.00217460639624228
"тебе" 0.0298715523250025 0.0190675946229383 0.267458464607085 0.338294010889292 0.234770713431843 0.540410413069465 0.0847787113635873 0.216685771773776 0.177220040233739 0.00528757815701463 0.021884764556408 0.0271467528781728 0.00411895543290222 0.000705686421181884 0.00974587627610067 0.00502607275240309 0.000774131617857668 0.00144973759749485
"которые" 0.0298715523250025 0.0286013919344075 0.169994786826537 0.201088929219601 0.102904748407133 0.0605990171337495 0.0901786292848349 0.0909306363693525 0.0904726932124192 0.244550489761927 0.0863232379724981 0.120926444639133 0.13541065985666 0.158073758344742 0.103793582340472 0.0691085003455425 0.161019376514395 0.144973759749485
"да" 0.199143682166683 0.152540756983507 0.179061175457286 0.149546279491833 0.257569969066956 0.284732368176385 0.183057217530294 0.134461260163191 0.143159732200828 0.113682930375815 0.217631825310946 0.144371367579373 0.0607545926353077 0.00564549136945507 0.0238773968764467 0.0540302820883332 0.018579158828584 0.0108730319812114
"где" 0.0896146569750075 0.171608351606445 0.154128606722727 0.130671506352087 0.0770245122807882 0.107085934387037 0.0961185389982072 0.1141469690594 0.0995199625336612 0.0925326177477561 0.10942382278204 0.0629311089448551 0.10760771068457 0.127729242233921 0.160319664741856 0.21109505560093 0.106056031646501 0.184841543680594
"г" 0.00995718410833416 0.0667365811802841 0.0377766192947861 0.0261343012704174 0.154049024561576 0.663268694381724 0.156057627924056 0.183795967129542 0.187863886494023 0.0171846290102976 0.00972656202507021 0.306017941535766 0.0556058983441799 0.0169364741083652 0.0238773968764467 0.00753910912860464 0.0851544779643435 0.0115979007799588
"всё" 0 0 0.40798748838369 0.460980036297641 0.00554576488421675 0.299674591579227 0 0.289236811430174 0.283126310523571 0 0 0.00987154650115374 0.00102973885822555 0.036695693901458 0 0 0 0
"здесь" 0.0896146569750075 0.190675946229383 0.215326729980281 0.0813067150635209 0.136179337712434 0.113726922566078 0.117178218891073 0.232647000498184 0.197975540441294 0.0436225197953707 0.0303955063283444 0.0481237891931245 0.0411895543290222 0.0275217704260935 0.100869819457642 0.121882264245775 0.171083087546545 0.0855345182521964
"без" 0.0796574728666733 0.152540756983507 0.114085390270254 0.154627949183303 0.109682905487842 0.132819763580821 0.116638227098948 0.0851265531968406 0.0840863854562485 0.124258086689844 0.195747060754538 0.122160387951777 0.170936650465442 0.0585719729580963 0.1452135565139 0.0854432367908525 0.107604294882216 0.09858215662965
"под" 0.0796574728666733 0.152540756983507 0.064975785187032 0.0312159709618875 0.0628520020211232 0.0713906229246912 0.040499384409357 0.0725510396563983 0.0617343083096508 0.145408399317902 0.11915038480711 0.107353068200047 0.131806573852871 0.171481800347198 0.228053504860756 0.160834328076899 0.194307036082275 0.188465887674331
"весьма" 0.0199143682166683 0.171608351606445 0.0581759937139706 0.0275862068965517 0.0271126283228375 0.019092841014743 0.067498974015595 0.0744857340472356 0.0851507700822769 0.050231992491639 0.00243164050626755 0.017275206377019 0.13901474586045 0.205354748563928 0.107204639037107 0.321668656153798 0.267075408160896 0.307344370668909
"есть" 0.149357761625012 0.276480122032606 0.148839880021457 0.223593466424682 0.147270867480867 0.106255810864657 0.123118128604445 0.0909306363693525 0.0766356930740492 0.0779917778159658 0.137387688604117 0.0493577325057687 0.0520018123403905 0.0148194148448196 0.0955095875057866 0.159577809888798 0.11302321620722 0.155121922931949
"нет" 0.209100866275017 0.143006959672037 0.169994786826537 0.207622504537205 0.175615888000197 0.164364457431266 0.149577726418558 0.111244927473144 0.115485731924088 0.0198284180888049 0.117934564553976 0.0888439185103836 0.0442787709036988 0.04869236306155 0.0769924225811953 0.0753910912860464 0.0371583176571681 0.0848096494534489
"после" 0.11948620930001 0.0667365811802841 0.102752404481818 0.117604355716878 0.0831864732632513 0.0672400053127905 0.0588591053415988 0.0633612412999212 0.0569445774925227 0.111039141297307 0.187236318982602 0.22827951283918 0.177629953043908 0.124200810128012 0.121336159637453 0.148269146195891 0.110700821353647 0.093508075038418
"него" 0.209100866275017 0.0858041758032224 0.0891528215356951 0.135753176043557 0.0992075718176553 0.0879930933722938 0.0750588591053416 0.0918979835647711 0.0803610392651489 0.182421446417005 0.15440917214799 0.276403302032305 0.196680121921081 0.0190535333719109 0.0633481957946544 0.0816736822265502 0.0565116081036098 0.139174809359506
"тем" 0.109529025191676 0.0190675946229383 0.156395203880414 0.141560798548094 0.0973589835229163 0.0755412405365918 0.131218005486317 0.0880285947830966 0.0792966546391204 0.174490079181483 0.108208002528906 0.0950136350736047 0.122538924128841 0.0882108026477355 0.0847891236020759 0.109317082364767 0.0781872934036245 0.118153614195831
"об" 0.159314945733347 0.0858041758032224 0.16772818966885 0.164065335753176 0.166989142624749 0.147761986983663 0.16901743093505 0.144618405715087 0.114953539611074 0.0912107232085024 0.0826757772130968 0.173986007082835 0.0973103221023149 0.0197592197930927 0.015106108227956 0.01633473644531 0.0557374764857521 0.0434921279248456
"себя" 0.0298715523250025 0.0381351892458766 0.122396246515107 0.164791288566243 0.125087807944 0.0987846991632355 0.098818497958831 0.0981857403349923 0.0920692701514619 0.2167907044376 0.102128901263237 0.161646573956392 0.152916220446495 0.0275217704260935 0.111102989547548 0.0816736822265502 0.0642529242821865 0.0289947519498971
"была" 0.149357761625012 0.0667365811802841 0.0634647204152406 0.0682395644283122 0.0529928644491823 0.0522977819099482 0.0480592694991036 0.0314387838511059 0.0510904620493662 0.140120821160888 0.177509756957531 0.132031934452931 0.254345497981712 0.169364741083652 0.108666520478523 0.0892127913551549 0.143988480921526 0.151497578938212
"можно" 0.0497859205416708 0.0476689865573458 0.165461592511163 0.125589836660617 0.109682905487842 0.0863328463275335 0.103138432295829 0.0633612412999212 0.0745069238219923 0.105751563140293 0.0510644506316186 0.0555274490689898 0.128717357278194 0.0959733532807362 0.106230051409497 0.106804045988566 0.135473033125092 0.145698628548233
