"gurmyzhskaja_1" "gurmyzhskaja_2" "neschastlivtsev_1" "neschastlivtsev_2"
"люди" 0.0998502246630055 0.0420344682639765 0.297029702970297 0.183688464364438
"могу" 0.0998502246630055 0.252206809583859 0.247524752475248 0.0367376928728876
"может" 0.249625561657514 0.294241277847835 0 0.0734753857457752
"этот" 0.349475786320519 0.168137873055906 0 0.110213078618663
"буду" 0.149775336994508 0.0840689365279529 0.198019801980198 0.14695077149155
"был" 0.0998502246630055 0.126103404791929 0.198019801980198 0.14695077149155
"дитя" 0 0 0 0.477590007347539
"ему" 0.0998502246630055 0.336275746111812 0 0.110213078618663
"или" 0.149775336994508 0 0.247524752475248 0.183688464364438
"ней" 0.299550673989016 0.126103404791929 0.0495049504950495 0.110213078618663
"тут" 0.0998502246630055 0.0420344682639765 0.198019801980198 0.220426157237326
"хорошо" 0.0998502246630055 0.168137873055906 0.198019801980198 0.110213078618663
"человек" 0.0499251123315027 0.168137873055906 0.099009900990099 0.220426157237326
"благодарю" 0.149775336994508 0.210172341319882 0.099009900990099 0.0734753857457752
"даже" 0.249625561657514 0.210172341319882 0.0495049504950495 0.0367376928728876
"зачем" 0.0499251123315027 0.0840689365279529 0.148514851485149 0.220426157237326
"их" 0.0499251123315027 0.126103404791929 0.0495049504950495 0.257163850110213
"какой" 0.0998502246630055 0.294241277847835 0.099009900990099 0.0367376928728876
"люблю" 0.149775336994508 0.252206809583859 0.0495049504950495 0.0734753857457752
"нам" 0.0499251123315027 0 0.099009900990099 0.330639235855988
"ничего" 0.0499251123315027 0.168137873055906 0.148514851485149 0.14695077149155
"ха" 0 0.126103404791929 0.297029702970297 0.110213078618663
"верю" 0.249625561657514 0.168137873055906 0.099009900990099 0
"кого" 0 0.126103404791929 0 0.293901542983101
"лет" 0.199700449326011 0.126103404791929 0.148514851485149 0.0367376928728876
"пойдем" 0.0499251123315027 0.210172341319882 0.099009900990099 0.110213078618663
"сама" 0.199700449326011 0.252206809583859 0 0.0367376928728876
"себе" 0.149775336994508 0.168137873055906 0.099009900990099 0.0734753857457752
"сюда" 0.149775336994508 0.126103404791929 0.148514851485149 0.0734753857457752
"такое" 0 0.210172341319882 0.0495049504950495 0.183688464364438
"такой" 0.0499251123315027 0.0840689365279529 0.148514851485149 0.183688464364438
"хочешь" 0.0499251123315027 0.252206809583859 0.099009900990099 0.0734753857457752
"говори" 0.0998502246630055 0.126103404791929 0.0495049504950495 0.14695077149155
"до" 0.0499251123315027 0.126103404791929 0.198019801980198 0.0734753857457752
"довольно" 0.0499251123315027 0 0.099009900990099 0.257163850110213
"должна" 0.0998502246630055 0.336275746111812 0 0
"иван" 0.299550673989016 0.168137873055906 0 0
"они" 0.0998502246630055 0.0420344682639765 0.0495049504950495 0.220426157237326
"петрович" 0.299550673989016 0.168137873055906 0 0
"потом" 0.149775336994508 0.168137873055906 0 0.110213078618663
"совсем" 0.149775336994508 0.168137873055906 0.148514851485149 0
"актер" 0 0.0420344682639765 0.099009900990099 0.220426157237326
"больше" 0.0499251123315027 0.0840689365279529 0.099009900990099 0.14695077149155
"будешь" 0.149775336994508 0.0420344682639765 0.148514851485149 0.0734753857457752
"говорит" 0 0 0.297029702970297 0.110213078618663
"говорить" 0.0998502246630055 0 0.198019801980198 0.110213078618663
"ей" 0.0499251123315027 0.0420344682639765 0.198019801980198 0.110213078618663
"жених" 0.299550673989016 0.0840689365279529 0 0.0367376928728876
"значит" 0.0998502246630055 0.0420344682639765 0.099009900990099 0.14695077149155
"кажется" 0.299550673989016 0.126103404791929 0 0
"со" 0.0998502246630055 0.126103404791929 0.099009900990099 0.0734753857457752
"этого" 0.0998502246630055 0.126103404791929 0.099009900990099 0.0734753857457752
"эту" 0.0499251123315027 0.126103404791929 0.0495049504950495 0.14695077149155
"боже" 0.0499251123315027 0.0420344682639765 0.148514851485149 0.110213078618663
"говорю" 0.149775336994508 0.0420344682639765 0.099009900990099 0.0734753857457752
"говорят" 0.199700449326011 0.0420344682639765 0.099009900990099 0.0367376928728876
"душа" 0.0499251123315027 0.126103404791929 0.0495049504950495 0.110213078618663
"жизнь" 0 0.0420344682639765 0.0495049504950495 0.220426157237326
"ко" 0.0499251123315027 0.168137873055906 0 0.110213078618663
"нельзя" 0 0.252206809583859 0.0495049504950495 0.0367376928728876
"несчастливцев" 0 0.0420344682639765 0 0.257163850110213
"ним" 0.0998502246630055 0.0840689365279529 0.148514851485149 0.0367376928728876
"своей" 0.0998502246630055 0.0420344682639765 0.0495049504950495 0.14695077149155
"там" 0.0499251123315027 0.0420344682639765 0.148514851485149 0.110213078618663
"твое" 0.0998502246630055 0.0840689365279529 0.0495049504950495 0.110213078618663
"тысячи" 0.199700449326011 0.126103404791929 0 0.0367376928728876
"хочу" 0.149775336994508 0.126103404791929 0.099009900990099 0
"б" 0.0998502246630055 0 0 0.183688464364438
"бедный" 0.149775336994508 0.0420344682639765 0 0.110213078618663
"бог" 0.0499251123315027 0.168137873055906 0 0.0734753857457752
"вдруг" 0 0.168137873055906 0.0495049504950495 0.0734753857457752
"замуж" 0.0499251123315027 0.126103404791929 0 0.110213078618663
"знаете" 0.0998502246630055 0.0840689365279529 0.099009900990099 0.0367376928728876
"милая" 0.0499251123315027 0.252206809583859 0 0
"мог" 0 0.0840689365279529 0 0.183688464364438
"мои" 0.199700449326011 0.0420344682639765 0.0495049504950495 0.0367376928728876
"него" 0.199700449326011 0.0420344682639765 0.099009900990099 0
"ночь" 0.0499251123315027 0.0420344682639765 0 0.183688464364438
"послушай" 0.0499251123315027 0.168137873055906 0.0495049504950495 0.0367376928728876
"при" 0.149775336994508 0.126103404791929 0 0.0367376928728876
"приятно" 0.0998502246630055 0.126103404791929 0 0.0734753857457752
"родных" 0.0499251123315027 0.0420344682639765 0.148514851485149 0.0734753857457752
"своим" 0.0499251123315027 0.168137873055906 0.0495049504950495 0.0367376928728876
"сделать" 0.0499251123315027 0 0.099009900990099 0.14695077149155
"сестра" 0 0 0 0.257163850110213
"скажи" 0.0499251123315027 0.126103404791929 0 0.110213078618663
"твой" 0.149775336994508 0 0.148514851485149 0.0367376928728876
"хоть" 0.149775336994508 0 0.198019801980198 0
"чего" 0.0499251123315027 0.0840689365279529 0.148514851485149 0.0367376928728876
"чем" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.14695077149155
"была" 0.0998502246630055 0.168137873055906 0 0
"во" 0.149775336994508 0.0420344682639765 0.0495049504950495 0.0367376928728876
"время" 0.0998502246630055 0.0420344682639765 0.0495049504950495 0.0734753857457752
"всегда" 0.149775336994508 0.0840689365279529 0.0495049504950495 0
"давно" 0.0998502246630055 0.0840689365279529 0.0495049504950495 0.0367376928728876
"два" 0.0499251123315027 0 0.099009900990099 0.110213078618663
"две" 0.0499251123315027 0.210172341319882 0 0
"дорогу" 0 0.0420344682639765 0.099009900990099 0.110213078618663
"играл" 0 0 0.297029702970297 0
"мной" 0 0.0420344682639765 0.099009900990099 0.110213078618663
"нас" 0.149775336994508 0.0420344682639765 0 0.0734753857457752
"нее" 0.0998502246630055 0.0840689365279529 0 0.0734753857457752
"перед" 0.0499251123315027 0 0.0495049504950495 0.14695077149155
"пешком" 0 0 0.099009900990099 0.14695077149155
"получила" 0.0998502246630055 0.168137873055906 0 0
"прежде" 0.149775336994508 0.0840689365279529 0 0.0367376928728876
"прочь" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.110213078618663
"раз" 0 0.0420344682639765 0.247524752475248 0
"разговаривать" 0 0 0.0495049504950495 0.183688464364438
"разумеется" 0.0998502246630055 0.0420344682639765 0 0.110213078618663
"руку" 0 0 0.247524752475248 0.0367376928728876
"свою" 0.0499251123315027 0.0420344682639765 0 0.14695077149155
"сказать" 0.0499251123315027 0.126103404791929 0.099009900990099 0
"сколько" 0.0499251123315027 0.126103404791929 0.0495049504950495 0.0367376928728876
"тоже" 0.0499251123315027 0.0420344682639765 0.148514851485149 0.0367376928728876
"три" 0.0998502246630055 0.0840689365279529 0.099009900990099 0
"человека" 0.149775336994508 0.0840689365279529 0 0.0367376928728876
"эти" 0 0.0420344682639765 0.099009900990099 0.110213078618663
"вздор" 0.0998502246630055 0.0420344682639765 0.0495049504950495 0.0367376928728876
"вижу" 0.0998502246630055 0.0420344682639765 0 0.0734753857457752
"виновата" 0.0499251123315027 0.0840689365279529 0 0.0734753857457752
"всем" 0.0998502246630055 0.126103404791929 0 0
"выпьем" 0 0 0 0.183688464364438
"геннадий" 0 0.0840689365279529 0.0495049504950495 0.0734753857457752
"говорила" 0.0499251123315027 0.168137873055906 0 0
"горе" 0 0 0.0495049504950495 0.14695077149155
"дал" 0.0499251123315027 0.126103404791929 0 0.0367376928728876
"делать" 0.0499251123315027 0.0840689365279529 0 0.0734753857457752
"думала" 0.0499251123315027 0.126103404791929 0 0.0367376928728876
"жаль" 0.0998502246630055 0 0.099009900990099 0.0367376928728876
"жизни" 0.199700449326011 0.0420344682639765 0 0
"им" 0.149775336994508 0 0 0.0734753857457752
"каждый" 0.0499251123315027 0.0420344682639765 0 0.110213078618663
"карп" 0 0.0420344682639765 0.0495049504950495 0.110213078618663
"конечно" 0.0499251123315027 0.0840689365279529 0.0495049504950495 0.0367376928728876
"куда" 0 0.0840689365279529 0.099009900990099 0.0367376928728876
"любовь" 0 0 0.0495049504950495 0.14695077149155
"мало" 0.199700449326011 0.0420344682639765 0 0
"моего" 0.0499251123315027 0.0420344682639765 0.099009900990099 0.0367376928728876
"можешь" 0.149775336994508 0.0420344682639765 0 0.0367376928728876
"можно" 0 0.0840689365279529 0.0495049504950495 0.0734753857457752
"молчи" 0 0 0.099009900990099 0.110213078618663
"неужели" 0.0499251123315027 0.0420344682639765 0 0.110213078618663
"нечего" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0734753857457752
"никак" 0.0499251123315027 0.0840689365279529 0.0495049504950495 0.0367376928728876
"об" 0.0998502246630055 0.0420344682639765 0.0495049504950495 0.0367376928728876
"платья" 0.0998502246630055 0.0420344682639765 0.099009900990099 0
"подай" 0 0.0840689365279529 0.0495049504950495 0.0734753857457752
"пожалуйста" 0.149775336994508 0.0840689365279529 0 0
"пошел" 0 0.0420344682639765 0.148514851485149 0.0367376928728876
"прошу" 0.0998502246630055 0.0840689365279529 0 0.0367376928728876
"пусть" 0.149775336994508 0 0 0.0734753857457752
"пятнадцать" 0.0499251123315027 0.0840689365279529 0.0495049504950495 0.0367376928728876
"рада" 0 0.210172341319882 0 0
"разве" 0.0998502246630055 0.0420344682639765 0.099009900990099 0
"садись" 0.199700449326011 0.0420344682639765 0 0
"своих" 0.0998502246630055 0 0 0.110213078618663
"свой" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0734753857457752
"скажите" 0.149775336994508 0 0 0.0734753857457752
"слова" 0.0499251123315027 0.0420344682639765 0 0.110213078618663
"совершенно" 0.0998502246630055 0.126103404791929 0 0
"стыдно" 0.149775336994508 0 0.0495049504950495 0.0367376928728876
"такая" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0734753857457752
"такую" 0 0.0840689365279529 0.0495049504950495 0.0734753857457752
"твоей" 0 0.0840689365279529 0.0495049504950495 0.0734753857457752
"тем" 0 0.126103404791929 0 0.0734753857457752
"тогда" 0 0.0420344682639765 0.148514851485149 0.0367376928728876
"трудно" 0.0499251123315027 0.126103404791929 0.0495049504950495 0
"честь" 0.0499251123315027 0 0.0495049504950495 0.110213078618663
"богатая" 0 0.0420344682639765 0.0495049504950495 0.0734753857457752
"будем" 0 0.0420344682639765 0.0495049504950495 0.0734753857457752
"были" 0.0499251123315027 0.0420344682639765 0 0.0734753857457752
"вести" 0 0.0420344682639765 0.099009900990099 0.0367376928728876
"впрочем" 0.0998502246630055 0.0420344682639765 0.0495049504950495 0
"всякий" 0.0998502246630055 0 0 0.0734753857457752
"всякого" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"глуп" 0 0 0.148514851485149 0.0367376928728876
"говоришь" 0 0.126103404791929 0.0495049504950495 0
"горд" 0 0 0.198019801980198 0
"город" 0 0.0840689365279529 0 0.0734753857457752
"дам" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"девушка" 0.0499251123315027 0.0420344682639765 0 0.0734753857457752
"должен" 0.0998502246630055 0.0420344682639765 0.0495049504950495 0
"доме" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"думаю" 0.0998502246630055 0.0420344682639765 0 0.0367376928728876
"живу" 0.149775336994508 0 0 0.0367376928728876
"завтра" 0.0998502246630055 0.0840689365279529 0 0
"знать" 0.0499251123315027 0.0420344682639765 0.099009900990099 0
"играть" 0.0499251123315027 0.0420344682639765 0 0.0734753857457752
"извини" 0 0.126103404791929 0.0495049504950495 0
"извините" 0.0998502246630055 0.0420344682639765 0 0.0367376928728876
"имение" 0.0998502246630055 0.0840689365279529 0 0
"какая" 0.0499251123315027 0 0.099009900990099 0.0367376928728876
"какие" 0 0.126103404791929 0 0.0367376928728876
"какое" 0.149775336994508 0 0.0495049504950495 0
"комедианты" 0 0.0420344682639765 0 0.110213078618663
"мальчик" 0.149775336994508 0.0420344682639765 0 0
"мать" 0.149775336994508 0.0420344682639765 0 0
"милый" 0.0499251123315027 0.126103404791929 0 0
"молода" 0.0998502246630055 0 0 0.0734753857457752
"над" 0 0 0 0.14695077149155
"надеюсь" 0.0998502246630055 0.0420344682639765 0 0.0367376928728876
"напрасно" 0.0499251123315027 0.0840689365279529 0.0495049504950495 0
"нем" 0.0998502246630055 0.0840689365279529 0 0
"немного" 0.0499251123315027 0.0420344682639765 0.099009900990099 0
"нужны" 0.0499251123315027 0 0.0495049504950495 0.0734753857457752
"нынче" 0.0998502246630055 0.0420344682639765 0 0.0367376928728876
"племянник" 0.0499251123315027 0.0840689365279529 0 0.0367376928728876
"под" 0.0998502246630055 0 0.0495049504950495 0.0367376928728876
"покойна" 0.0499251123315027 0.126103404791929 0 0
"полторы" 0.149775336994508 0.0420344682639765 0 0
"после" 0.0499251123315027 0 0.099009900990099 0.0367376928728876
"посмотри" 0 0.126103404791929 0 0.0367376928728876
"почем" 0.0499251123315027 0.0420344682639765 0.099009900990099 0
"прекрасно" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"приказываю" 0.149775336994508 0.0420344682639765 0 0
"просто" 0 0.0840689365279529 0.099009900990099 0
"пятьсот" 0.0998502246630055 0.0840689365279529 0 0
"рассудок" 0 0.0420344682639765 0.148514851485149 0
"рублей" 0.0499251123315027 0.0840689365279529 0 0.0367376928728876
"свои" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"сделай" 0 0.0840689365279529 0.099009900990099 0
"скажу" 0.0998502246630055 0.0840689365279529 0 0
"скоро" 0.0998502246630055 0.0420344682639765 0 0.0367376928728876
"случае" 0.149775336994508 0 0 0.0367376928728876
"слушай" 0.0998502246630055 0 0 0.0734753857457752
"собой" 0 0.0420344682639765 0 0.110213078618663
"сон" 0.0998502246630055 0.0840689365279529 0 0
"спрашивает" 0.0499251123315027 0 0.148514851485149 0
"стоит" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"строго" 0.0998502246630055 0.0840689365279529 0 0
"такие" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"твои" 0 0.0840689365279529 0 0.0734753857457752
"товарищ" 0 0 0.099009900990099 0.0734753857457752
"того" 0 0.0840689365279529 0 0.0734753857457752
"угодно" 0 0 0.198019801980198 0
"ума" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"хорошего" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"хороший" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0.0367376928728876
"хочется" 0.0998502246630055 0.0420344682639765 0 0.0367376928728876
"часто" 0.0499251123315027 0 0.099009900990099 0.0367376928728876
"шампанского" 0 0.0840689365279529 0 0.0734753857457752
"эта" 0 0.0840689365279529 0.0495049504950495 0.0367376928728876
"этом" 0 0 0.0495049504950495 0.110213078618663
"актрисы" 0 0 0.0495049504950495 0.0734753857457752
"алексея" 0.0998502246630055 0.0420344682639765 0 0
"аполлоныч" 0.0998502246630055 0.0420344682639765 0 0
"барин" 0 0.0840689365279529 0.0495049504950495 0
"береги" 0 0.126103404791929 0 0
"благодарна" 0.0499251123315027 0.0840689365279529 0 0
"бывают" 0.0499251123315027 0.0420344682639765 0 0.0367376928728876
"бьют" 0 0 0.099009900990099 0.0367376928728876
"ваши" 0 0 0.0495049504950495 0.0734753857457752
"ведет" 0 0.0840689365279529 0.0495049504950495 0
"видела" 0.0998502246630055 0.0420344682639765 0 0
"видеть" 0.0998502246630055 0.0420344682639765 0 0
"видно" 0 0.0420344682639765 0.099009900990099 0
"вина" 0 0 0 0.110213078618663
"вместо" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"всего" 0.0998502246630055 0 0.0495049504950495 0
"всю" 0 0 0 0.110213078618663
"всяком" 0.149775336994508 0 0 0
"выхожу" 0 0.0840689365279529 0.0495049504950495 0
"глазах" 0 0.0420344682639765 0 0.0734753857457752
"головы" 0.0998502246630055 0.0420344682639765 0 0
"грудь" 0 0 0 0.110213078618663
"губернатор" 0.0499251123315027 0 0.099009900990099 0
"гурмыжский" 0 0 0.0495049504950495 0.0734753857457752
"дадите" 0 0 0 0.110213078618663
"дать" 0.0499251123315027 0.0840689365279529 0 0
"дела" 0.0499251123315027 0.0840689365279529 0 0
"день" 0.0499251123315027 0.0420344682639765 0 0.0367376928728876
"детей" 0 0 0.0495049504950495 0.0734753857457752
"детства" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0
"доволен" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0
"долг" 0.0998502246630055 0.0420344682639765 0 0
"дома" 0 0.0840689365279529 0 0.0367376928728876
"дому" 0 0.0420344682639765 0 0.0734753857457752
"другие" 0.0998502246630055 0 0 0.0367376928728876
"другой" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"думаешь" 0 0.126103404791929 0 0
"думать" 0.0499251123315027 0.0840689365279529 0 0
"душе" 0 0.0420344682639765 0.0495049504950495 0.0367376928728876
"евгений" 0.0998502246630055 0.0420344682639765 0 0
"желаю" 0.0998502246630055 0 0 0.0367376928728876
"женщины" 0 0.0420344682639765 0 0.0734753857457752
"жизнью" 0 0 0 0.110213078618663
"жить" 0 0.0840689365279529 0 0.0367376928728876
"забыла" 0 0.126103404791929 0 0
"идти" 0 0 0.099009900990099 0.0367376928728876
"имею" 0.0998502246630055 0 0 0.0367376928728876
"иногда" 0.0998502246630055 0.0420344682639765 0 0
"какую" 0.0499251123315027 0.0840689365279529 0 0
"коли" 0 0 0 0.110213078618663
"комедия" 0.0998502246630055 0.0420344682639765 0 0
"которых" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"купи" 0.0998502246630055 0.0420344682639765 0 0
"лес" 0 0.0420344682639765 0 0.0734753857457752
"любим" 0 0 0 0.110213078618663
"любит" 0 0 0 0.110213078618663
"любить" 0 0.0420344682639765 0 0.0734753857457752
"между" 0 0 0.0495049504950495 0.0734753857457752
"мило" 0.0499251123315027 0.0840689365279529 0 0
"моей" 0.0998502246630055 0 0.0495049504950495 0
"молодого" 0.149775336994508 0 0 0
"навестить" 0 0.0420344682639765 0.0495049504950495 0.0367376928728876
"надоела" 0 0.0420344682639765 0 0.0734753857457752
"наконец" 0 0 0.0495049504950495 0.0734753857457752
"написано" 0.0998502246630055 0.0420344682639765 0 0
"напротив" 0 0.0840689365279529 0 0.0367376928728876
"насчет" 0 0.0420344682639765 0.099009900990099 0
"неизвестно" 0.0499251123315027 0 0.099009900990099 0
"несчастие" 0.0499251123315027 0 0.099009900990099 0
"несчастный" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"никого" 0 0 0.0495049504950495 0.0734753857457752
"никто" 0.0998502246630055 0 0 0.0367376928728876
"нравится" 0 0.126103404791929 0 0
"обидеть" 0.0998502246630055 0 0 0.0367376928728876
"один" 0.0998502246630055 0 0 0.0367376928728876
"однако" 0 0.126103404791929 0 0
"оно" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0
"опять" 0.0499251123315027 0.0420344682639765 0 0.0367376928728876
"оскорбил" 0 0.0420344682639765 0 0.0734753857457752
"особенно" 0.0998502246630055 0.0420344682639765 0 0
"отдам" 0 0.126103404791929 0 0
"отдохнуть" 0 0 0.099009900990099 0.0367376928728876
"отказать" 0 0.0840689365279529 0 0.0367376928728876
"пальто" 0 0 0 0.110213078618663
"платье" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"плечо" 0 0 0.099009900990099 0.0367376928728876
"поближе" 0.0998502246630055 0.0420344682639765 0 0
"погоди" 0.0499251123315027 0.0420344682639765 0 0.0367376928728876
"подарки" 0.0998502246630055 0 0.0495049504950495 0
"подумай" 0.0499251123315027 0 0.099009900990099 0
"позови" 0.0499251123315027 0.0420344682639765 0 0.0367376928728876
"полна" 0 0 0 0.110213078618663
"положим" 0.0499251123315027 0.0420344682639765 0.0495049504950495 0
"помочь" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"потому" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"правду" 0.0998502246630055 0 0 0.0367376928728876
"право" 0.0499251123315027 0.0840689365279529 0 0
