"gurmyzhskaja_1" "gurmyzhskaja_2" "neschastlivtsev_1" "neschastlivtsev_2"
"представь" 0 0.0840689365279529 0.0495049504950495 0
"принес" 0.0998502246630055 0.0420344682639765 0 0
"пристроить" 0.149775336994508 0 0 0
"про" 0 0.0840689365279529 0 0.0367376928728876
"провинциальный" 0 0.0420344682639765 0.0495049504950495 0.0367376928728876
"прошло" 0.0499251123315027 0.0840689365279529 0 0
"прощайте" 0.0499251123315027 0 0 0.0734753857457752
"прощаю" 0 0.0840689365279529 0 0.0367376928728876
"рад" 0 0 0.0495049504950495 0.0734753857457752
"рано" 0 0 0.0495049504950495 0.0734753857457752
"роль" 0 0.0420344682639765 0 0.0734753857457752
"рубище" 0 0 0.0495049504950495 0.0734753857457752
"сделал" 0 0 0.0495049504950495 0.0734753857457752
"сделаю" 0 0 0.148514851485149 0
"сегодня" 0.0499251123315027 0.0420344682639765 0 0.0367376928728876
"сейчас" 0.0499251123315027 0.0840689365279529 0 0
"сергеича" 0.0998502246630055 0.0420344682639765 0 0
"сердца" 0 0 0.099009900990099 0.0367376928728876
"следует" 0 0 0.0495049504950495 0.0734753857457752
"слезами" 0.0499251123315027 0 0 0.0734753857457752
"смеешь" 0.0499251123315027 0 0.099009900990099 0
"смотри" 0 0 0.099009900990099 0.0367376928728876
"сны" 0.149775336994508 0 0 0
"стали" 0.0499251123315027 0 0 0.0734753857457752
"старый" 0.0499251123315027 0 0 0.0734753857457752
"стороны" 0 0.0840689365279529 0 0.0367376928728876
"судите" 0.0998502246630055 0.0420344682639765 0 0
"судьба" 0.0499251123315027 0.0840689365279529 0 0
"счастлив" 0 0 0.099009900990099 0.0367376928728876
"сын" 0.149775336994508 0 0 0
"таки" 0 0.126103404791929 0 0
"таких" 0 0.0840689365279529 0 0.0367376928728876
"твоего" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"твоим" 0.0499251123315027 0 0 0.0734753857457752
"твоя" 0 0 0.0495049504950495 0.0734753857457752
"тенор" 0 0 0.148514851485149 0
"тетка" 0 0 0 0.110213078618663
"убил" 0 0.0420344682639765 0.0495049504950495 0.0367376928728876
"ужасно" 0 0.126103404791929 0 0
"уме" 0.0998502246630055 0 0.0495049504950495 0
"умереть" 0.0499251123315027 0.0420344682639765 0 0.0367376928728876
"учиться" 0.0998502246630055 0.0420344682639765 0 0
"хитрая" 0.0998502246630055 0.0420344682639765 0 0
"хорошее" 0.0998502246630055 0 0 0.0367376928728876
"хотела" 0.0998502246630055 0.0420344682639765 0 0
"хотите" 0.0499251123315027 0 0.0495049504950495 0.0367376928728876
"чему" 0 0.0840689365279529 0.0495049504950495 0
"чувство" 0.0499251123315027 0.0420344682639765 0 0.0367376928728876
"этих" 0.0499251123315027 0 0 0.0734753857457752
"аксюша" 0 0.0840689365279529 0 0
"актриса" 0 0 0.0495049504950495 0.0367376928728876
"антрепренера" 0 0 0 0.0734753857457752
"аркаша" 0 0 0.099009900990099 0
"артиста" 0 0 0 0.0734753857457752
"артисты" 0 0 0 0.0734753857457752
"барином" 0 0 0 0.0734753857457752
"бедная" 0 0 0 0.0734753857457752
"бежит" 0 0 0 0.0734753857457752
"берег" 0 0 0 0.0734753857457752
"берегу" 0 0.0840689365279529 0 0
"бери" 0 0 0 0.0734753857457752
"беспокойтесь" 0 0 0.0495049504950495 0.0367376928728876
"благодари" 0 0 0.099009900990099 0
"бога" 0.0499251123315027 0 0.0495049504950495 0
"богатой" 0 0 0 0.0734753857457752
"бойтесь" 0 0 0 0.0734753857457752
"бродил" 0.0499251123315027 0 0 0.0367376928728876
"бродяга" 0 0 0.0495049504950495 0.0367376928728876
"брось" 0 0 0 0.0734753857457752
"брудершафт" 0 0 0 0.0734753857457752
"будто" 0.0499251123315027 0.0420344682639765 0 0
"будь" 0 0.0420344682639765 0 0.0367376928728876
"бывает" 0 0 0.099009900990099 0
"ваш" 0 0 0 0.0734753857457752
"вашего" 0 0 0 0.0734753857457752
"велика" 0.0499251123315027 0 0.0495049504950495 0
"велико" 0.0499251123315027 0 0 0.0367376928728876
"великодушен" 0 0 0 0.0734753857457752
"вероятно" 0.0499251123315027 0.0420344682639765 0 0
"верь" 0 0.0420344682639765 0 0.0367376928728876
"весь" 0.0499251123315027 0 0.0495049504950495 0
"вечер" 0 0.0420344682639765 0 0.0367376928728876
"видел" 0 0 0.099009900990099 0
"видишь" 0 0.0420344682639765 0.0495049504950495 0
"вкус" 0.0499251123315027 0 0.0495049504950495 0
"возрасте" 0.0998502246630055 0 0 0
"возьмешь" 0 0.0420344682639765 0.0495049504950495 0
"возьми" 0 0.0840689365279529 0 0
"возьму" 0 0 0 0.0734753857457752
"вологду" 0 0 0.099009900990099 0
"вон" 0.0499251123315027 0 0.0495049504950495 0
"вороти" 0 0 0.0495049504950495 0.0367376928728876
"воспитание" 0.0998502246630055 0 0 0
"вперед" 0.0499251123315027 0.0420344682639765 0 0
"вполне" 0 0.0840689365279529 0 0
"врешь" 0.0499251123315027 0 0.0495049504950495 0
"всех" 0 0.0420344682639765 0 0.0367376928728876
"встретиться" 0.0499251123315027 0 0 0.0367376928728876
"вся" 0 0.0840689365279529 0 0
"входить" 0.0499251123315027 0.0420344682639765 0 0
"выгнал" 0 0 0.099009900990099 0
"выжить" 0 0.0840689365279529 0 0
"выписала" 0.0998502246630055 0 0 0
"выше" 0.0998502246630055 0 0 0
"вышел" 0 0 0.099009900990099 0
"гимназии" 0.0499251123315027 0.0420344682639765 0 0
"глупо" 0 0.0420344682639765 0 0.0367376928728876
"гнушаюсь" 0.0499251123315027 0 0.0495049504950495 0
"год" 0.0499251123315027 0 0 0.0367376928728876
"голову" 0.0499251123315027 0 0.0495049504950495 0
"гонит" 0 0 0 0.0734753857457752
"горелую" 0 0.0840689365279529 0 0
"города" 0 0 0.099009900990099 0
"городе" 0.0499251123315027 0.0420344682639765 0 0
"городу" 0.0499251123315027 0 0.0495049504950495 0
"горю" 0.0499251123315027 0.0420344682639765 0 0
"господ" 0 0.0420344682639765 0 0.0367376928728876
"гостиную" 0 0.0420344682639765 0.0495049504950495 0
"готова" 0 0.0420344682639765 0 0.0367376928728876
"грешно" 0.0499251123315027 0 0 0.0367376928728876
"давай" 0 0 0 0.0734753857457752
"давеча" 0.0499251123315027 0.0420344682639765 0 0
"дай" 0 0.0420344682639765 0 0.0367376928728876
"дайте" 0 0 0 0.0734753857457752
"дальше" 0.0499251123315027 0 0.0495049504950495 0
"дамы" 0.0998502246630055 0 0 0
"даром" 0 0 0.0495049504950495 0.0367376928728876
"двух" 0.0499251123315027 0 0 0.0367376928728876
"девушки" 0 0 0 0.0734753857457752
"девчонка" 0.0998502246630055 0 0 0
"деле" 0 0.0420344682639765 0 0.0367376928728876
"дня" 0 0 0.0495049504950495 0.0367376928728876
"доброе" 0.0499251123315027 0 0 0.0367376928728876
"дом" 0 0.0420344682639765 0.0495049504950495 0
"дороги" 0 0 0.099009900990099 0
"досталось" 0.0499251123315027 0.0420344682639765 0 0
"другое" 0 0.0840689365279529 0 0
"дурак" 0 0.0420344682639765 0 0.0367376928728876
"дурные" 0.0499251123315027 0.0420344682639765 0 0
"души" 0 0 0.0495049504950495 0.0367376928728876
"душой" 0.0499251123315027 0 0 0.0367376928728876
"жалей" 0.0499251123315027 0 0 0.0367376928728876
"жалкий" 0 0 0.0495049504950495 0.0367376928728876
"жди" 0 0 0.099009900990099 0
"жду" 0.0499251123315027 0.0420344682639765 0 0
"желал" 0 0 0 0.0734753857457752
"желала" 0 0.0840689365279529 0 0
"женись" 0 0 0.099009900990099 0
"женское" 0.0499251123315027 0 0.0495049504950495 0
"женщину" 0 0 0.0495049504950495 0.0367376928728876
"жестокая" 0 0.0840689365279529 0 0
"жив" 0.0499251123315027 0 0.0495049504950495 0
"живет" 0.0499251123315027 0 0 0.0367376928728876
"живут" 0.0499251123315027 0 0 0.0367376928728876
"забудь" 0 0 0.0495049504950495 0.0367376928728876
"забывают" 0 0 0 0.0734753857457752
"забыл" 0 0.0420344682639765 0 0.0367376928728876
"забыть" 0 0.0420344682639765 0.0495049504950495 0
"заметила" 0.0499251123315027 0.0420344682639765 0 0
"замолчи" 0 0 0 0.0734753857457752
"зато" 0 0.0420344682639765 0 0.0367376928728876
"злато" 0 0 0 0.0734753857457752
"знает" 0 0.0420344682639765 0.0495049504950495 0
"знакомых" 0 0 0.099009900990099 0
"знал" 0 0 0 0.0734753857457752
"знала" 0 0.0420344682639765 0.0495049504950495 0
"играешь" 0 0.0840689365279529 0 0
"имеешь" 0.0499251123315027 0 0 0.0367376928728876
"иркутска" 0.0499251123315027 0 0.0495049504950495 0
"искусства" 0 0 0.0495049504950495 0.0367376928728876
"ка" 0 0 0.099009900990099 0
"какого" 0 0 0.099009900990099 0
"карете" 0 0 0.099009900990099 0
"кармане" 0 0.0420344682639765 0.0495049504950495 0
"кем" 0 0 0 0.0734753857457752
"керчи" 0 0 0.099009900990099 0
"клятву" 0 0.0840689365279529 0 0
"комедию" 0.0499251123315027 0.0420344682639765 0 0
"кому" 0.0499251123315027 0 0.0495049504950495 0
"кормлю" 0.0499251123315027 0 0 0.0367376928728876
"коробку" 0 0.0420344682639765 0 0.0367376928728876
"королевой" 0 0 0 0.0734753857457752
"костюм" 0 0.0420344682639765 0.0495049504950495 0
"кроме" 0 0.0420344682639765 0 0.0367376928728876
"кротость" 0 0 0.099009900990099 0
"купить" 0 0.0840689365279529 0 0
"кушать" 0 0.0840689365279529 0 0
"лакей" 0 0 0.099009900990099 0
"легко" 0 0 0.0495049504950495 0.0367376928728876
"лесу" 0.0499251123315027 0 0 0.0367376928728876
"ль" 0 0.0420344682639765 0 0.0367376928728876
"любви" 0 0 0.0495049504950495 0.0367376928728876
"любишь" 0 0.0420344682639765 0 0.0367376928728876
"любовник" 0 0 0.0495049504950495 0.0367376928728876
"мальчиком" 0.0499251123315027 0.0420344682639765 0 0
"мальчишка" 0 0.0420344682639765 0 0.0367376928728876
"матерью" 0 0.0840689365279529 0 0
"месте" 0 0.0420344682639765 0 0.0367376928728876
"место" 0 0 0.099009900990099 0
"мешает" 0 0 0 0.0734753857457752
"милости" 0.0998502246630055 0 0 0
"милость" 0 0.0420344682639765 0.0495049504950495 0
"мирно" 0 0 0 0.0734753857457752
"могут" 0.0499251123315027 0 0 0.0367376928728876
"моею" 0 0 0 0.0734753857457752
"можете" 0.0499251123315027 0.0420344682639765 0 0
"моих" 0.0499251123315027 0.0420344682639765 0 0
"молиться" 0 0 0.0495049504950495 0.0367376928728876
"молод" 0 0.0420344682639765 0.0495049504950495 0
"молодой" 0.0499251123315027 0 0 0.0367376928728876
"молодых" 0 0.0420344682639765 0 0.0367376928728876
"мою" 0 0 0.0495049504950495 0.0367376928728876
"мужа" 0.0499251123315027 0.0420344682639765 0 0
"мужчина" 0.0499251123315027 0 0 0.0367376928728876
"мысли" 0.0998502246630055 0 0 0
"найти" 0 0.0420344682639765 0.0495049504950495 0
"накормили" 0 0 0 0.0734753857457752
"накормят" 0 0 0.099009900990099 0
"намерения" 0.0998502246630055 0 0 0
"наследником" 0.0998502246630055 0 0 0
"наследства" 0 0 0.0495049504950495 0.0367376928728876
"нашего" 0.0499251123315027 0.0420344682639765 0 0
"нашла" 0.0499251123315027 0 0 0.0367376928728876
"недурно" 0 0 0.0495049504950495 0.0367376928728876
"нейдет" 0.0499251123315027 0.0420344682639765 0 0
"неприятно" 0 0.0420344682639765 0 0.0367376928728876
"несколько" 0 0.0420344682639765 0 0.0367376928728876
"несчастлив" 0 0 0.099009900990099 0
"несчастливцеву" 0 0 0 0.0734753857457752
"никогда" 0.0499251123315027 0 0 0.0367376928728876
"николай" 0 0 0.099009900990099 0
"ними" 0.0499251123315027 0.0420344682639765 0 0
"ничто" 0.0998502246630055 0 0 0
"новую" 0 0.0420344682639765 0 0.0367376928728876
"ночью" 0 0.0420344682639765 0.0495049504950495 0
"нужду" 0 0.0420344682639765 0.0495049504950495 0
"обиды" 0 0 0 0.0734753857457752
"обманули" 0 0.0420344682639765 0 0.0367376928728876
"образования" 0.0998502246630055 0 0 0
"обрей" 0 0 0.099009900990099 0
"обстоятельства" 0 0.0840689365279529 0 0
"объяснить" 0.0998502246630055 0 0 0
"овдовела" 0.0998502246630055 0 0 0
"одеться" 0 0.0420344682639765 0 0.0367376928728876
"одна" 0 0.0420344682639765 0.0495049504950495 0
"одним" 0 0 0.0495049504950495 0.0367376928728876
"одно" 0 0.0840689365279529 0 0
"одной" 0.0499251123315027 0 0 0.0367376928728876
"одну" 0 0 0.0495049504950495 0.0367376928728876
"ожидала" 0 0.0840689365279529 0 0
"оставите" 0 0 0 0.0734753857457752
"оставить" 0 0.0840689365279529 0 0
"оставлю" 0 0.0420344682639765 0.0495049504950495 0
"оставь" 0 0.0420344682639765 0.0495049504950495 0
"останется" 0.0499251123315027 0.0420344682639765 0 0
"отдаю" 0.0499251123315027 0 0 0.0367376928728876
"отец" 0.0998502246630055 0 0 0
"откажет" 0 0 0 0.0734753857457752
"откровенно" 0.0998502246630055 0 0 0
"оттого" 0.0499251123315027 0 0.0495049504950495 0
"отца" 0.0998502246630055 0 0 0
"отцом" 0 0.0420344682639765 0 0.0367376928728876
"память" 0 0.0420344682639765 0 0.0367376928728876
"пара" 0 0.0420344682639765 0.0495049504950495 0
"партия" 0.0998502246630055 0 0 0
"паспорта" 0 0 0.099009900990099 0
"первых" 0 0 0.0495049504950495 0.0367376928728876
"передо" 0 0 0.0495049504950495 0.0367376928728876
"переменил" 0 0.0420344682639765 0.0495049504950495 0
"петербурге" 0.0998502246630055 0 0 0
"пистолет" 0 0.0420344682639765 0.0495049504950495 0
"письмо" 0.0998502246630055 0 0 0
"плачь" 0 0 0 0.0734753857457752
"племянницу" 0.0998502246630055 0 0 0
"плохо" 0.0499251123315027 0 0.0495049504950495 0
"поблизости" 0 0.0420344682639765 0.0495049504950495 0
"побольше" 0 0.0420344682639765 0 0.0367376928728876
"поведением" 0 0.0840689365279529 0 0
"поверю" 0 0 0.099009900990099 0
"погляди" 0 0.0840689365279529 0 0
"погляжу" 0.0499251123315027 0 0.0495049504950495 0
"подарю" 0.0998502246630055 0 0 0
"поделикатнее" 0 0.0420344682639765 0.0495049504950495 0
"подумаю" 0.0998502246630055 0 0 0
"подьячий" 0 0 0.0495049504950495 0.0367376928728876
"поедем" 0 0 0 0.0734753857457752
"пожалуй" 0 0.0420344682639765 0.0495049504950495 0
"пожалуйте" 0 0 0 0.0734753857457752
"позволить" 0.0499251123315027 0.0420344682639765 0 0
"покойнее" 0 0.0420344682639765 0 0.0367376928728876
"покорнейше" 0 0.0420344682639765 0 0.0367376928728876
"покорно" 0 0.0840689365279529 0 0
"положил" 0 0 0.099009900990099 0
"получше" 0.0499251123315027 0 0 0.0367376928728876
"полюблю" 0 0.0840689365279529 0 0
"помешает" 0.0499251123315027 0.0420344682639765 0 0
"поминаю" 0 0.0840689365279529 0 0
"помню" 0.0499251123315027 0 0.0495049504950495 0
"понимает" 0.0998502246630055 0 0 0
"понимаешь" 0 0 0.099009900990099 0
"понимаю" 0.0499251123315027 0.0420344682639765 0 0
"понятия" 0.0998502246630055 0 0 0
"попробовать" 0 0 0.099009900990099 0
"попробуй" 0 0 0.099009900990099 0
"пор" 0 0.0840689365279529 0 0
"поразил" 0 0.0840689365279529 0 0
"посаженой" 0 0.0840689365279529 0 0
"поселиться" 0 0.0840689365279529 0 0
"поскорее" 0 0 0 0.0734753857457752
"последнее" 0.0499251123315027 0 0 0.0367376928728876
"последний" 0 0 0.099009900990099 0
"послезавтра" 0.0998502246630055 0 0 0
"посмотрите" 0.0499251123315027 0 0.0495049504950495 0
"посолиднее" 0 0.0840689365279529 0 0
"постой" 0 0 0.099009900990099 0
"поступил" 0 0 0 0.0734753857457752
"посылал" 0 0 0.099009900990099 0
"походы" 0 0 0.099009900990099 0
"почти" 0.0499251123315027 0 0.0495049504950495 0
"пошли" 0 0 0 0.0734753857457752
"правда" 0 0.0420344682639765 0 0.0367376928728876
"представлю" 0 0 0.0495049504950495 0.0367376928728876
"представьте" 0.0499251123315027 0 0.0495049504950495 0
"прекрасная" 0 0 0 0.0734753857457752
"приготовила" 0.0499251123315027 0.0420344682639765 0 0
"приданого" 0 0 0 0.0734753857457752
"приданое" 0.0499251123315027 0.0420344682639765 0 0
"придется" 0 0 0.0495049504950495 0.0367376928728876
"приду" 0 0.0420344682639765 0.0495049504950495 0
"приедет" 0 0.0420344682639765 0 0.0367376928728876
"приехал" 0 0.0420344682639765 0.0495049504950495 0
"признаться" 0 0 0.0495049504950495 0.0367376928728876
"признаюсь" 0.0499251123315027 0.0420344682639765 0 0
"прикажу" 0 0.0420344682639765 0.0495049504950495 0
"принимали" 0 0 0 0.0734753857457752
"принять" 0 0 0.0495049504950495 0.0367376928728876
"приходит" 0.0499251123315027 0 0 0.0367376928728876
"прихоть" 0 0.0420344682639765 0 0.0367376928728876
"пришел" 0 0 0 0.0734753857457752
"продала" 0.0499251123315027 0.0420344682639765 0 0
"продать" 0 0.0840689365279529 0 0
"просить" 0 0 0 0.0734753857457752
"прости" 0 0 0 0.0734753857457752
"проститься" 0 0.0420344682639765 0 0.0367376928728876
"простые" 0.0499251123315027 0 0 0.0367376928728876
"против" 0.0499251123315027 0 0 0.0367376928728876
"прошел" 0.0499251123315027 0 0 0.0367376928728876
"прощай" 0 0.0420344682639765 0 0.0367376928728876
"пустяки" 0 0.0420344682639765 0 0.0367376928728876
"пятачок" 0 0 0 0.0734753857457752
"раза" 0 0 0.0495049504950495 0.0367376928728876
"разговаривает" 0 0 0.0495049504950495 0.0367376928728876
"раиса" 0 0 0 0.0734753857457752
"рай" 0 0 0.099009900990099 0
"распорядиться" 0 0.0420344682639765 0 0.0367376928728876
"рассказывать" 0.0998502246630055 0 0 0
"рекомендую" 0 0.0420344682639765 0 0.0367376928728876
"речь" 0.0499251123315027 0 0.0495049504950495 0
"решилась" 0.0499251123315027 0.0420344682639765 0 0
"решительно" 0.0499251123315027 0.0420344682639765 0 0
"ровно" 0.0499251123315027 0.0420344682639765 0 0
"родные" 0 0 0.0495049504950495 0.0367376928728876
"родственников" 0 0.0420344682639765 0 0.0367376928728876
"родственному" 0 0 0 0.0734753857457752
"рук" 0.0499251123315027 0 0 0.0367376928728876
"руки" 0 0.0420344682639765 0.0495049504950495 0
"русский" 0 0 0.0495049504950495 0.0367376928728876
"ручку" 0 0 0 0.0734753857457752
"рыбаков" 0 0 0.099009900990099 0
"садиться" 0 0.0420344682639765 0 0.0367376928728876
"саду" 0.0998502246630055 0 0 0
"самих" 0 0 0 0.0734753857457752
"самом" 0 0.0420344682639765 0 0.0367376928728876
"самому" 0 0 0.099009900990099 0
"самую" 0 0.0420344682639765 0 0.0367376928728876
"самый" 0.0499251123315027 0 0.0495049504950495 0
"света" 0 0.0420344682639765 0 0.0367376928728876
"своему" 0 0 0 0.0734753857457752
"своими" 0 0 0 0.0734753857457752
"семейный" 0 0.0420344682639765 0 0.0367376928728876
"сердись" 0.0499251123315027 0.0420344682639765 0 0
"сердце" 0 0 0.0495049504950495 0.0367376928728876
"сержусь" 0 0.0420344682639765 0 0.0367376928728876
"сестренка" 0 0 0.0495049504950495 0.0367376928728876
"силы" 0 0 0.0495049504950495 0.0367376928728876
"сих" 0 0.0840689365279529 0 0
"сказала" 0 0.0420344682639765 0 0.0367376928728876
"скверно" 0 0 0.099009900990099 0
"слез" 0 0 0 0.0734753857457752
"служба" 0 0 0.099009900990099 0
"службу" 0.0499251123315027 0.0420344682639765 0 0
"служить" 0 0 0.099009900990099 0
"случай" 0 0 0 0.0734753857457752
"слушайте" 0.0499251123315027 0 0 0.0367376928728876
"слушаю" 0 0.0840689365279529 0 0
"слыхала" 0 0.0840689365279529 0 0
"слышишь" 0.0499251123315027 0.0420344682639765 0 0
"смеет" 0.0499251123315027 0 0.0495049504950495 0
"смей" 0 0 0.099009900990099 0
"смерти" 0.0998502246630055 0 0 0
"снам" 0.0499251123315027 0.0420344682639765 0 0
"согласитесь" 0 0.0840689365279529 0 0
"согласна" 0 0.0840689365279529 0 0
"солгал" 0 0 0 0.0734753857457752
"сохрани" 0.0499251123315027 0.0420344682639765 0 0
"сполна" 0 0.0840689365279529 0 0
"средств" 0.0499251123315027 0.0420344682639765 0 0
"средства" 0.0499251123315027 0 0 0.0367376928728876
"стану" 0 0.0840689365279529 0 0
"стоишь" 0.0499251123315027 0.0420344682639765 0 0
"столовую" 0 0.0840689365279529 0 0
"страдал" 0.0499251123315027 0.0420344682639765 0 0
"страсти" 0 0 0 0.0734753857457752
"страшную" 0 0.0840689365279529 0 0
"судить" 0.0499251123315027 0.0420344682639765 0 0
"сумму" 0 0.0840689365279529 0 0
"сцене" 0 0 0.0495049504950495 0.0367376928728876
"сцену" 0 0 0.0495049504950495 0.0367376928728876
"счастие" 0 0 0 0.0734753857457752
"счастливы" 0 0 0 0.0734753857457752
"счастья" 0 0.0420344682639765 0.0495049504950495 0
"счет" 0 0.0420344682639765 0 0.0367376928728876
"сшил" 0 0 0.099009900990099 0
"твердые" 0.0998502246630055 0 0 0
"твоему" 0 0.0840689365279529 0 0
"терпения" 0 0 0.099009900990099 0
"тишина" 0 0 0.099009900990099 0
"товарищески" 0 0 0.099009900990099 0
"тому" 0 0.0840689365279529 0 0
"тот" 0.0499251123315027 0 0.0495049504950495 0
"точно" 0.0998502246630055 0 0 0
"трагики" 0 0 0.099009900990099 0
"тысяча" 0 0.0420344682639765 0 0.0367376928728876
"тысячу" 0 0.0420344682639765 0 0.0367376928728876
"тятенька" 0 0 0 0.0734753857457752
"убирайся" 0 0 0.0495049504950495 0.0367376928728876
"убить" 0 0 0 0.0734753857457752
"угождать" 0 0 0.099009900990099 0
"удобно" 0.0499251123315027 0.0420344682639765 0 0
"умеет" 0 0 0.0495049504950495 0.0367376928728876
"умен" 0.0499251123315027 0.0420344682639765 0 0
"умнее" 0 0 0 0.0734753857457752
"умный" 0 0 0 0.0734753857457752
"умру" 0.0998502246630055 0 0 0
"устроилось" 0 0.0840689365279529 0 0
"утром" 0 0.0420344682639765 0 0.0367376928728876
"участок" 0.0998502246630055 0 0 0
"ушел" 0 0.0420344682639765 0.0495049504950495 0
"характер" 0 0.0420344682639765 0.0495049504950495 0
"хватит" 0 0 0.0495049504950495 0.0367376928728876
"хорошенько" 0 0 0 0.0734753857457752
"хотелось" 0.0499251123315027 0 0 0.0367376928728876
"хотя" 0.0998502246630055 0 0 0
"хуже" 0.0499251123315027 0 0 0.0367376928728876
"цену" 0.0499251123315027 0.0420344682639765 0 0
"чай" 0 0.0420344682639765 0 0.0367376928728876
"через" 0 0 0 0.0734753857457752
"честью" 0 0 0 0.0734753857457752
"чета" 0.0499251123315027 0 0.0495049504950495 0
"четки" 0 0 0.099009900990099 0
"чтобы" 0 0 0 0.0734753857457752
"чувства" 0 0.0420344682639765 0.0495049504950495 0
"чувством" 0 0 0 0.0734753857457752
"чувствую" 0.0499251123315027 0 0 0.0367376928728876
"чуть" 0 0.0420344682639765 0.0495049504950495 0
"школу" 0.0998502246630055 0 0 0
"шутите" 0.0998502246630055 0 0 0
"шуты" 0 0 0.0495049504950495 0.0367376928728876
"этим" 0.0998502246630055 0 0 0
"этому" 0 0.0420344682639765 0 0.0367376928728876
"августа" 0 0 0 0.0367376928728876
"адского" 0 0 0 0.0367376928728876
"аксюше" 0.0499251123315027 0 0 0
"аксюшу" 0 0.0420344682639765 0 0
"актеров" 0 0 0.0495049504950495 0
"актрису" 0 0 0.0495049504950495 0
"алексеем" 0.0499251123315027 0 0 0
"али" 0 0 0.0495049504950495 0
"алтынник" 0 0 0.0495049504950495 0
"амбиция" 0 0 0.0495049504950495 0
"ампоше" 0 0 0 0.0367376928728876
"анафема" 0 0 0.0495049504950495 0
"ангел" 0 0 0.0495049504950495 0
"ангела" 0 0 0 0.0367376928728876
"ангелы" 0 0 0 0.0367376928728876
"антрепренерами" 0 0 0.0495049504950495 0
"аркадия" 0 0 0 0.0367376928728876
"аркашку" 0 0 0.0495049504950495 0
"артист" 0 0 0 0.0367376928728876
"артистов" 0 0 0 0.0367376928728876
"архангельска" 0.0499251123315027 0 0 0
"астрахани" 0.0499251123315027 0 0 0
"балык" 0 0 0.0495049504950495 0
"барыня" 0 0 0 0.0367376928728876
"беги" 0 0 0 0.0367376928728876
"беглец" 0 0 0 0.0367376928728876
"беда" 0.0499251123315027 0 0 0
"бедней" 0 0 0 0.0367376928728876
"бедного" 0 0 0 0.0367376928728876
"бедной" 0 0 0 0.0367376928728876
"бедности" 0 0.0420344682639765 0 0
"бедною" 0 0 0 0.0367376928728876
"бедным" 0.0499251123315027 0 0 0
"бедняге" 0 0 0 0.0367376928728876
"беззащитна" 0 0.0420344682639765 0 0
"безмерно" 0 0 0 0.0367376928728876
"безутешная" 0.0499251123315027 0 0 0
"бенефис" 0 0 0 0.0367376928728876
"бенефиса" 0 0 0.0495049504950495 0
"бенефисом" 0 0 0 0.0367376928728876
"берега" 0 0 0 0.0367376928728876
"беса" 0 0 0.0495049504950495 0
"беседке" 0 0.0420344682639765 0 0
"беседку" 0 0 0.0495049504950495 0
"бесконечна" 0 0 0.0495049504950495 0
"беспечной" 0 0 0.0495049504950495 0
"беспокоить" 0 0 0 0.0367376928728876
"беспокойся" 0 0.0420344682639765 0 0
"беспорядочную" 0 0.0420344682639765 0 0
"беспутно" 0 0 0 0.0367376928728876
"бесстыдно" 0 0 0 0.0367376928728876
"бесчестье" 0.0499251123315027 0 0 0
"бешеный" 0 0.0420344682639765 0 0
"били" 0 0 0.0495049504950495 0
"бирюзы" 0 0 0.0495049504950495 0
"благе" 0 0 0 0.0367376928728876
"благоговею" 0 0 0.0495049504950495 0
"благодарит" 0.0499251123315027 0 0 0
"благодарить" 0 0 0 0.0367376928728876
"благодарности" 0.0499251123315027 0 0 0
"благодарность" 0.0499251123315027 0 0 0
"благодарностью" 0 0 0 0.0367376928728876
"благодетельница" 0 0 0 0.0367376928728876
"благодетельно" 0 0.0420344682639765 0 0
"благодеяниями" 0 0 0 0.0367376928728876
"благоразумие" 0.0499251123315027 0 0 0
"благородная" 0 0 0.0495049504950495 0
"благороднее" 0 0 0 0.0367376928728876
"благородного" 0 0 0 0.0367376928728876
"благородном" 0 0 0 0.0367376928728876
"благородною" 0 0 0 0.0367376928728876
"благородные" 0 0 0 0.0367376928728876
"благословение" 0 0 0 0.0367376928728876
"благословили" 0 0.0420344682639765 0 0
"благочестивая" 0 0 0 0.0367376928728876
"благочестивый" 0 0 0 0.0367376928728876
"блестит" 0 0.0420344682639765 0 0
"ближе" 0.0499251123315027 0 0 0
"ближнего" 0.0499251123315027 0 0 0
"ближние" 0.0499251123315027 0 0 0
"близких" 0.0499251123315027 0 0 0
"близко" 0 0.0420344682639765 0 0
"близкой" 0.0499251123315027 0 0 0
"богат" 0 0 0.0495049504950495 0
"богатое" 0 0 0 0.0367376928728876
"богача" 0 0 0 0.0367376928728876
"богачей" 0 0 0 0.0367376928728876
"богомольцами" 0 0 0.0495049504950495 0
"богопротивная" 0 0 0.0495049504950495 0
"богу" 0 0.0420344682639765 0 0
"божий" 0 0 0 0.0367376928728876
"боитесь" 0 0 0 0.0367376928728876
"боишься" 0.0499251123315027 0 0 0
"бокалу" 0 0.0420344682639765 0 0
"более" 0 0 0 0.0367376928728876
"болтай" 0 0 0 0.0367376928728876
"болтать" 0.0499251123315027 0 0 0
"больно" 0 0 0 0.0367376928728876
"большая" 0 0 0.0495049504950495 0
"большие" 0 0.0420344682639765 0 0
"большого" 0.0499251123315027 0 0 0
"бор" 0 0 0 0.0367376928728876
"бороду" 0 0 0.0495049504950495 0
"борьбы" 0.0499251123315027 0 0 0
"боюсь" 0 0.0420344682639765 0 0
