"author_duel" "author_dull" "author_palata" "author_step" "pseudo_barynya" "pseudo_drama" "pseudo_tsvety" "pseudo_victory"
"разговор" 0.0227901676705193 0.0382743725736782 0.0246959313453109 0.010571197011875 0 0.0242673137950345 0.0260168242129911 0.0161805752194491
"сердце" 0.0130229529545825 0.00546776751052545 0.0185219485089831 0.00704746467458332 0.0179436569172797 0.033600896023894 0.0867227473766369 0.00809028760972453
"таких" 0.0358131206251017 0.0437421400842036 0.0123479656726554 0.0140949293491666 0.0538309707518392 0.0112002986746313 0.0260168242129911 0.0161805752194491
"говорили" 0.0195344294318737 0.00546776751052545 0.0246959313453109 0.0352373233729166 0.0358873138345595 0.0186671644577189 0.00867227473766369 0.0242708628291736
"голубчик" 0.0293016441478105 0.0109355350210509 0.0308699141816386 0 0 0.0392010453612096 0.0260168242129911 0
"душу" 0.00976721471593684 0.0164033025315764 0.0123479656726554 0.0176186616864583 0.071774627669119 0.0354676124696659 0.00867227473766369 0.0121354314145868
"имел" 0.00325573823864561 0.0164033025315764 0.0308699141816386 0.0246661263610416 0.0179436569172797 0.0280007466865783 0.0260168242129911 0.0202257190243113
"моему" 0.0227901676705193 0.0437421400842036 0.00617398283632772 0.00352373233729166 0 0.0317341795781221 0.0346890989506548 0.00809028760972453
"например" 0.0520918118183298 0.0437421400842036 0.0308699141816386 0.00704746467458332 0.0179436569172797 0.0112002986746313 0 0.00809028760972453
"обеда" 0.0227901676705193 0.0328066050631527 0.0617398283632771 0.010571197011875 0 0.016800448011947 0.0260168242129911 0.00809028760972453
"ольги" 0.00325573823864561 0 0 0.00352373233729166 0 0.0709352249393317 0 0
"почти" 0.00325573823864561 0.0273388375526273 0.0123479656726554 0.0176186616864583 0 0.033600896023894 0.0520336484259821 0.0121354314145868
"правда" 0.0227901676705193 0.0109355350210509 0.0493918626906217 0 0 0.0280007466865783 0.0346890989506548 0.0161805752194491
"проговорил" 0.00651147647729123 0 0.0740877940359326 0.0176186616864583 0.0358873138345595 0.0317341795781221 0 0.00809028760972453
"стыдно" 0.0227901676705193 0.0382743725736782 0.0246959313453109 0.00704746467458332 0.0179436569172797 0.00933358222885944 0.0433613736883184 0.0364062942437604
"чувство" 0.0227901676705193 0.06014544261578 0.0246959313453109 0.00352373233729166 0.0179436569172797 0.0224005973492626 0.00867227473766369 0.0121354314145868
"шел" 0.0227901676705193 0 0.0123479656726554 0.0422847880474999 0.0179436569172797 0.0242673137950345 0.00867227473766369 0.0161805752194491
"вообще" 0.0195344294318737 0.0382743725736782 0.0679138111996049 0.00704746467458332 0 0.0224005973492626 0.00867227473766369 0
"впрочем" 0.0130229529545825 0.0273388375526273 0.0308699141816386 0.00352373233729166 0 0.0242673137950345 0.0433613736883184 0.0242708628291736
"выше" 0.0358131206251017 0.0382743725736782 0.0370438970179663 0.0176186616864583 0 0.00933358222885944 0 0.0202257190243113
"графу" 0 0 0 0 0 0.0709352249393317 0 0.00404514380486226
"зоолог" 0.126973791307179 0 0 0 0 0 0 0
"муж" 0.0325573823864561 0 0 0.00704746467458332 0.0358873138345595 0.0429344782527534 0 0.00809028760972453
"плечами" 0.0195344294318737 0.00546776751052545 0.0370438970179663 0.02114239402375 0.071774627669119 0.0130670151204032 0.0173445494753274 0.0283160066340358
"поднялся" 0.00651147647729123 0 0.0246959313453109 0.0317135910356249 0.0358873138345595 0.0280007466865783 0.0346890989506548 0.0121354314145868
"слишком" 0.0195344294318737 0.0218710700421018 0.0123479656726554 0 0 0.0186671644577189 0.0693781979013095 0.0364062942437604
"такого" 0.00651147647729123 0.0656132101263054 0.0123479656726554 0.0281898586983333 0.0358873138345595 0.016800448011947 0.0260168242129911 0.00404514380486226
"угодно" 0.0260459059091649 0.0273388375526273 0.00617398283632772 0.00352373233729166 0.0358873138345595 0.0149337315661751 0.0346890989506548 0.0404514380486226
"утро" 0.0325573823864561 0.0218710700421018 0.00617398283632772 0.0176186616864583 0.0179436569172797 0.0261340302408064 0.0346890989506548 0
"ходил" 0.0195344294318737 0 0.0617398283632771 0.0281898586983333 0.0179436569172797 0.0205338809034908 0 0.0121354314145868
"часто" 0.00976721471593684 0.0874842801684072 0.0370438970179663 0.00704746467458332 0 0.0130670151204032 0 0.0202257190243113
"видимому" 0.00325573823864561 0.0328066050631527 0.0308699141816386 0.0387610557102083 0 0.0186671644577189 0.0173445494753274 0.0121354314145868
"вопрос" 0.0130229529545825 0.0164033025315764 0.0185219485089831 0 0 0.0429344782527534 0.0260168242129911 0.00809028760972453
"времени" 0.0195344294318737 0.0328066050631527 0.0308699141816386 0.010571197011875 0.0179436569172797 0.0280007466865783 0 0.00809028760972453
"вся" 0.0195344294318737 0.0273388375526273 0.0246959313453109 0.0281898586983333 0 0.00933358222885944 0.0260168242129911 0.0283160066340358
"говорите" 0.042324597102393 0.0164033025315764 0.0123479656726554 0.00352373233729166 0.0179436569172797 0.0298674631323502 0 0.00809028760972453
"егорушке" 0 0 0 0.10571197011875 0 0 0.0693781979013095 0
"моих" 0.0130229529545825 0.0328066050631527 0.00617398283632772 0 0 0.0448011946985253 0.0260168242129911 0
"прежнему" 0.00325573823864561 0.0546776751052545 0.0123479656726554 0.0246661263610416 0 0.016800448011947 0.0607059231636458 0.00809028760972453
"сидела" 0.0162786911932281 0 0 0.00704746467458332 0.071774627669119 0.0149337315661751 0.0433613736883184 0.0566320132680717
"смерти" 0.0227901676705193 0.0164033025315764 0.0308699141816386 0.0176186616864583 0 0.0224005973492626 0.00867227473766369 0.0202257190243113
"спать" 0.0130229529545825 0.0218710700421018 0.0246959313453109 0.0422847880474999 0.0179436569172797 0.0130670151204032 0.0260168242129911 0.0121354314145868
"стали" 0.0227901676705193 0.0109355350210509 0.00617398283632772 0.0422847880474999 0 0.0112002986746313 0.0260168242129911 0.0283160066340358
"стороне" 0.0195344294318737 0.0109355350210509 0 0.0387610557102083 0.0358873138345595 0.0130670151204032 0.0173445494753274 0.0323611504388981
"убил" 0.00325573823864561 0 0.00617398283632772 0.02114239402375 0.0358873138345595 0.050401344035841 0 0.00404514380486226
"церкви" 0.00976721471593684 0 0.00617398283632772 0.0387610557102083 0.0358873138345595 0.0392010453612096 0 0
"чай" 0.0227901676705193 0.0328066050631527 0.0185219485089831 0.0317135910356249 0.0358873138345595 0.016800448011947 0.0173445494753274 0
"всей" 0.00976721471593684 0.0218710700421018 0.0185219485089831 0.0176186616864583 0.0179436569172797 0.0186671644577189 0.0173445494753274 0.0364062942437604
"город" 0.00651147647729123 0.0109355350210509 0.0740877940359326 0.0140949293491666 0 0.0186671644577189 0 0.0283160066340358
"громко" 0.0260459059091649 0.0164033025315764 0.0493918626906217 0.0317135910356249 0.0179436569172797 0.00933358222885944 0.00867227473766369 0.00809028760972453
"иначе" 0.042324597102393 0.0382743725736782 0.0185219485089831 0.00352373233729166 0 0.0112002986746313 0.0260168242129911 0.0161805752194491
"ночью" 0.00976721471593684 0.0109355350210509 0.0185219485089831 0.0246661263610416 0 0.033600896023894 0.0260168242129911 0.00404514380486226
"однако" 0.0293016441478105 0 0.0123479656726554 0.00352373233729166 0 0.0186671644577189 0.0260168242129911 0.0485417256583472
"одном" 0.0195344294318737 0.0164033025315764 0.0308699141816386 0.0246661263610416 0 0.0186671644577189 0.00867227473766369 0.0202257190243113
"пил" 0.0162786911932281 0.00546776751052545 0.0185219485089831 0.010571197011875 0.0538309707518392 0.0242673137950345 0.0260168242129911 0.0242708628291736
"самый" 0.0195344294318737 0.0164033025315764 0.00617398283632772 0.0140949293491666 0 0.0261340302408064 0.0173445494753274 0.0283160066340358
"семен" 0 0 0.00617398283632772 0.00704746467458332 0.610084335187511 0 0 0
"сергей" 0 0 0.0493918626906217 0 0 0.0541347769273847 0 0
"тяжело" 0.0390688588637474 0.0382743725736782 0.0185219485089831 0.02114239402375 0 0.0130670151204032 0.00867227473766369 0.00404514380486226
"увидев" 0.0260459059091649 0.0109355350210509 0.00617398283632772 0.0176186616864583 0 0.0317341795781221 0 0.0161805752194491
"года" 0.0325573823864561 0.0328066050631527 0.0123479656726554 0.0140949293491666 0.0179436569172797 0.016800448011947 0 0.0161805752194491
"дал" 0.00976721471593684 0.0164033025315764 0.0185219485089831 0.0176186616864583 0 0.0317341795781221 0.0260168242129911 0.00809028760972453
"именно" 0.00651147647729123 0.0164033025315764 0.0185219485089831 0.010571197011875 0 0.0373343289154377 0.0173445494753274 0.0121354314145868
"имя" 0.0162786911932281 0.0328066050631527 0 0.02114239402375 0 0.0242673137950345 0 0.0242708628291736
"комнату" 0.0195344294318737 0.0109355350210509 0.0185219485089831 0.010571197011875 0 0.0354676124696659 0.0260168242129911 0
"кому" 0.0227901676705193 0.0273388375526273 0.00617398283632772 0.02114239402375 0.0538309707518392 0.0205338809034908 0 0.0121354314145868
"месте" 0.0162786911932281 0.0164033025315764 0.0246959313453109 0.02114239402375 0 0.0205338809034908 0.0173445494753274 0.0202257190243113
"пора" 0.0195344294318737 0.00546776751052545 0.043217879854294 0.0176186616864583 0 0.0205338809034908 0 0.0242708628291736
"равно" 0.0325573823864561 0.0109355350210509 0.0617398283632771 0.0176186616864583 0 0.0130670151204032 0.00867227473766369 0.00404514380486226
"сквозь" 0.00325573823864561 0 0.0123479656726554 0.0352373233729166 0.0179436569172797 0.0205338809034908 0.0607059231636458 0.0161805752194491
"хочет" 0.0390688588637474 0.0382743725736782 0.0185219485089831 0.02114239402375 0.0179436569172797 0.00933358222885944 0.0173445494753274 0
"хочется" 0.00651147647729123 0.0437421400842036 0.0308699141816386 0.0140949293491666 0 0.0205338809034908 0.0173445494753274 0.0161805752194491
"читать" 0.00976721471593684 0.0656132101263054 0.0370438970179663 0.00352373233729166 0 0.016800448011947 0.00867227473766369 0.0161805752194491
"бывает" 0.0293016441478105 0.0437421400842036 0.0246959313453109 0.02114239402375 0 0.0112002986746313 0 0.00809028760972453
"взглянул" 0.0130229529545825 0.00546776751052545 0.0123479656726554 0.0246661263610416 0.0538309707518392 0.0224005973492626 0.00867227473766369 0.0202257190243113
"вместо" 0.0162786911932281 0.0273388375526273 0.00617398283632772 0.0176186616864583 0 0.0130670151204032 0.0433613736883184 0.0283160066340358
"воздух" 0.0227901676705193 0.0164033025315764 0.00617398283632772 0.0458085203847916 0.0179436569172797 0.00933358222885944 0.0346890989506548 0.00404514380486226
"дать" 0.0260459059091649 0.00546776751052545 0.0123479656726554 0.00704746467458332 0.0179436569172797 0.0261340302408064 0.00867227473766369 0.0242708628291736
"дорогой" 0.00651147647729123 0.0109355350210509 0.104957708217571 0.00704746467458332 0 0.0149337315661751 0 0.0161805752194491
"ежели" 0.00651147647729123 0 0 0.0458085203847916 0.107661941503678 0.0205338809034908 0.0173445494753274 0.00404514380486226
"женщины" 0.0130229529545825 0.0109355350210509 0.0123479656726554 0.00704746467458332 0 0.0261340302408064 0.0346890989506548 0.0283160066340358
"знаешь" 0.0195344294318737 0.0164033025315764 0 0 0.071774627669119 0.0317341795781221 0.00867227473766369 0.0161805752194491
"какую" 0.0130229529545825 0.0328066050631527 0.0246959313453109 0.02114239402375 0 0.0205338809034908 0.00867227473766369 0.0121354314145868
"камышев" 0 0 0 0 0 0.0653350756020161 0 0
"которым" 0.0130229529545825 0.0382743725736782 0.00617398283632772 0.00352373233729166 0 0.016800448011947 0.0520336484259821 0.0283160066340358
"лошади" 0.0162786911932281 0 0.00617398283632772 0.0387610557102083 0.0897182845863987 0.00933358222885944 0 0.0323611504388981
"мойсей" 0 0 0 0.123330631805208 0 0 0 0
"нечего" 0.00651147647729123 0.0273388375526273 0.0123479656726554 0.0317135910356249 0.0179436569172797 0.0224005973492626 0.00867227473766369 0.0121354314145868
"одни" 0.00651147647729123 0.0218710700421018 0.0246959313453109 0.0246661263610416 0.0179436569172797 0.0186671644577189 0.0260168242129911 0.0161805752194491
"право" 0.00325573823864561 0.0492099075947291 0.0246959313453109 0.00352373233729166 0.0179436569172797 0.0186671644577189 0.00867227473766369 0.0323611504388981
"пришел" 0.0260459059091649 0.0164033025315764 0.0493918626906217 0.00352373233729166 0.0897182845863987 0.00746686578308755 0.0260168242129911 0.0121354314145868
"руках" 0.00651147647729123 0.00546776751052545 0.00617398283632772 0.0458085203847916 0.0179436569172797 0.0149337315661751 0.0260168242129911 0.0242708628291736
"сделать" 0.0130229529545825 0.0218710700421018 0.0246959313453109 0.010571197011875 0 0.0186671644577189 0.0260168242129911 0.0283160066340358
"сидели" 0.0195344294318737 0 0.0185219485089831 0.0387610557102083 0.0538309707518392 0.00933358222885944 0.00867227473766369 0.0242708628291736
"скажи" 0.0390688588637474 0.00546776751052545 0.0123479656726554 0.00704746467458332 0.071774627669119 0.0205338809034908 0.00867227473766369 0.00809028760972453
"смерть" 0.00651147647729123 0.0273388375526273 0.0185219485089831 0.0176186616864583 0.0897182845863987 0.0242673137950345 0.00867227473766369 0.00404514380486226
"степени" 0.0455803353410386 0.0273388375526273 0.0370438970179663 0.0140949293491666 0 0.00746686578308755 0 0.00809028760972453
"стояла" 0.0195344294318737 0 0.00617398283632772 0.0246661263610416 0.0179436569172797 0.0224005973492626 0.0173445494753274 0.0242708628291736
"ума" 0.0293016441478105 0.00546776751052545 0.0370438970179663 0.0176186616864583 0 0.0205338809034908 0 0.0121354314145868
"будем" 0.0325573823864561 0.00546776751052545 0.0370438970179663 0.010571197011875 0.0179436569172797 0.00933358222885944 0 0.0323611504388981
"вашей" 0.0162786911932281 0 0.0123479656726554 0 0 0.0317341795781221 0 0.0404514380486226
"верно" 0.0130229529545825 0.00546776751052545 0.043217879854294 0.0528559850593749 0.071774627669119 0.00560014933731566 0 0
"выражение" 0.0260459059091649 0.0382743725736782 0.00617398283632772 0.0352373233729166 0 0.0149337315661751 0 0
"думать" 0.0162786911932281 0.0328066050631527 0.0308699141816386 0.0281898586983333 0 0.0112002986746313 0 0.0161805752194491
"егорыч" 0 0 0 0.00352373233729166 0 0.0616016427104723 0 0
"зубы" 0.0130229529545825 0 0.0246959313453109 0.00704746467458332 0 0.0224005973492626 0 0.0485417256583472
"комнаты" 0.0227901676705193 0.0218710700421018 0.0123479656726554 0.0176186616864583 0 0.0205338809034908 0.0346890989506548 0.00404514380486226
"кузьма" 0 0 0 0 0 0.0634683591562442 0 0
"лежал" 0 0 0.0679138111996049 0.0528559850593749 0.0179436569172797 0.00746686578308755 0.0173445494753274 0.00404514380486226
"любовь" 0.0390688588637474 0.00546776751052545 0 0 0.0179436569172797 0.016800448011947 0.0520336484259821 0.0202257190243113
"мойсеич" 0 0 0 0.119806899467916 0 0 0 0
"непременно" 0.0358131206251017 0.0546776751052545 0.0185219485089831 0.00352373233729166 0.0179436569172797 0.00373343289154377 0 0.0242708628291736
"откуда" 0.0130229529545825 0.0109355350210509 0.00617398283632772 0.0140949293491666 0 0.0392010453612096 0.00867227473766369 0.00404514380486226
"пожалуйста" 0.0162786911932281 0.00546776751052545 0.00617398283632772 0.010571197011875 0.0179436569172797 0.0224005973492626 0.0520336484259821 0.0202257190243113
"понять" 0.0227901676705193 0.0328066050631527 0.0123479656726554 0.0140949293491666 0 0.0205338809034908 0.0173445494753274 0.00809028760972453
"слезы" 0.0162786911932281 0.00546776751052545 0.0123479656726554 0.0140949293491666 0.0358873138345595 0.0242673137950345 0.0260168242129911 0.0161805752194491
"стояли" 0.0195344294318737 0 0.00617398283632772 0.0387610557102083 0.0179436569172797 0.0186671644577189 0.0260168242129911 0.00809028760972453
"та" 0.00651147647729123 0.00546776751052545 0 0.0246661263610416 0.0179436569172797 0.0242673137950345 0.0346890989506548 0.0242708628291736
"утра" 0.0227901676705193 0.0164033025315764 0.0246959313453109 0.00704746467458332 0.0179436569172797 0.016800448011947 0.0520336484259821 0.00809028760972453
"вверх" 0.0162786911932281 0.0164033025315764 0 0.0563797173966665 0 0.00933358222885944 0.0260168242129911 0.00404514380486226
"весело" 0.00651147647729123 0.0109355350210509 0.0185219485089831 0.0140949293491666 0.0179436569172797 0.0354676124696659 0 0.00809028760972453
"выпил" 0.00325573823864561 0.00546776751052545 0 0.010571197011875 0.071774627669119 0.0410677618069815 0.0173445494753274 0
"гм" 0.00325573823864561 0.00546776751052545 0 0 0.0358873138345595 0.0149337315661751 0.0173445494753274 0.076857732292383
"дай" 0.0260459059091649 0.00546776751052545 0.0185219485089831 0.0352373233729166 0.0538309707518392 0.00933358222885944 0.00867227473766369 0.00809028760972453
"девочка" 0.00325573823864561 0.0109355350210509 0.00617398283632772 0.00704746467458332 0 0.0149337315661751 0 0.076857732292383
"должны" 0.0293016441478105 0.0218710700421018 0.0370438970179663 0 0 0.0186671644577189 0.0173445494753274 0.00809028760972453
"думаю" 0.00651147647729123 0.0984198151894581 0.0123479656726554 0.00352373233729166 0 0.0149337315661751 0.0173445494753274 0
"егорушки" 0 0 0 0.0704746467458332 0 0 0.112739571589628 0
"жаль" 0.0162786911932281 0.0218710700421018 0.0308699141816386 0.00352373233729166 0.0358873138345595 0.016800448011947 0.0260168242129911 0.0161805752194491
"кирюха" 0 0 0 0.116283167130625 0 0 0 0
"мною" 0.00651147647729123 0.0437421400842036 0 0 0 0.0429344782527534 0 0
"нею" 0.0618590265342666 0.00546776751052545 0.00617398283632772 0.00352373233729166 0 0.016800448011947 0.00867227473766369 0.00404514380486226
"поднял" 0.00976721471593684 0 0.0123479656726554 0.0422847880474999 0.0538309707518392 0.0130670151204032 0.0173445494753274 0.0161805752194491
"пришлось" 0.00325573823864561 0.00546776751052545 0.0123479656726554 0.00352373233729166 0.0538309707518392 0.0186671644577189 0.0346890989506548 0.0444965818534849
"слегка" 0.00651147647729123 0 0.00617398283632772 0.00352373233729166 0.0538309707518392 0.0224005973492626 0.0780504726389732 0.0202257190243113
"сначала" 0.0325573823864561 0.0218710700421018 0.0185219485089831 0.0317135910356249 0 0.00933358222885944 0 0.00809028760972453
"старый" 0.00976721471593684 0.00546776751052545 0.0185219485089831 0.00704746467458332 0.0179436569172797 0.0130670151204032 0.0260168242129911 0.0525868694632094
"стола" 0.0455803353410386 0.0109355350210509 0 0.010571197011875 0.0179436569172797 0.0205338809034908 0.00867227473766369 0.00404514380486226
"тело" 0.00976721471593684 0.00546776751052545 0.0123479656726554 0.010571197011875 0 0.033600896023894 0.0260168242129911 0.0121354314145868
"честь" 0.00325573823864561 0.0109355350210509 0.043217879854294 0.00704746467458332 0 0.0130670151204032 0.0173445494753274 0.0485417256583472
"барыня" 0 0 0 0 0.574197021352952 0 0 0
"берегу" 0.0520918118183298 0 0.00617398283632772 0.0176186616864583 0.0538309707518392 0.0130670151204032 0 0
"будут" 0.0260459059091649 0.0164033025315764 0.0246959313453109 0.00704746467458332 0.0358873138345595 0.0149337315661751 0 0.0202257190243113
"вечера" 0.0162786911932281 0 0.0246959313453109 0.00352373233729166 0.0179436569172797 0.0280007466865783 0.0173445494753274 0.0161805752194491
"виноват" 0.0325573823864561 0.0218710700421018 0.0185219485089831 0.010571197011875 0 0.0186671644577189 0 0.00809028760972453
"внимание" 0.0162786911932281 0.0437421400842036 0.00617398283632772 0.010571197011875 0 0.0242673137950345 0 0.00809028760972453
"далеко" 0.00651147647729123 0 0 0.0634271820712499 0 0.0112002986746313 0.0260168242129911 0.0121354314145868
"дороги" 0.00976721471593684 0.00546776751052545 0.0123479656726554 0.0563797173966665 0.0179436569172797 0.00933358222885944 0.00867227473766369 0.0121354314145868
"живет" 0.0260459059091649 0.0218710700421018 0.00617398283632772 0.0281898586983333 0 0.00560014933731566 0.0173445494753274 0.0242708628291736
"известно" 0.0162786911932281 0.0218710700421018 0.00617398283632772 0.0176186616864583 0.0179436569172797 0.0149337315661751 0 0.0323611504388981
"могла" 0.0227901676705193 0.0109355350210509 0 0 0.0358873138345595 0.0280007466865783 0.0173445494753274 0.0161805752194491
"можете" 0.00976721471593684 0.0109355350210509 0.0308699141816386 0.00704746467458332 0 0.0317341795781221 0.00867227473766369 0.00809028760972453
"обратился" 0.00651147647729123 0 0.0185219485089831 0.0176186616864583 0.0179436569172797 0.0261340302408064 0.00867227473766369 0.0242708628291736
"обыкновенно" 0.00976721471593684 0.0437421400842036 0.0493918626906217 0.00704746467458332 0.0179436569172797 0.00933358222885944 0.00867227473766369 0.0161805752194491
"отлично" 0.0260459059091649 0.0164033025315764 0.0185219485089831 0.0176186616864583 0 0.00746686578308755 0.0173445494753274 0.0283160066340358
"постели" 0.0195344294318737 0.0382743725736782 0.0555658455269494 0.00704746467458332 0 0.00933358222885944 0.0173445494753274 0.00404514380486226
"сама" 0.0293016441478105 0.0109355350210509 0.00617398283632772 0.0176186616864583 0.0538309707518392 0.0112002986746313 0.00867227473766369 0.0202257190243113
"сами" 0.0195344294318737 0 0.0246959313453109 0.0140949293491666 0.0358873138345595 0.0186671644577189 0.0173445494753274 0.0161805752194491
"свет" 0.0162786911932281 0.00546776751052545 0.00617398283632772 0.0352373233729166 0 0.0186671644577189 0.00867227473766369 0.0161805752194491
"стороны" 0.0293016441478105 0.0109355350210509 0.043217879854294 0.02114239402375 0.0538309707518392 0.00746686578308755 0 0.00404514380486226
"угол" 0.0162786911932281 0.0109355350210509 0.0308699141816386 0.00352373233729166 0 0.0317341795781221 0.00867227473766369 0.00404514380486226
"хороший" 0.00651147647729123 0.0218710700421018 0 0.0422847880474999 0.0538309707518392 0.0205338809034908 0 0
"артура" 0 0 0 0 0 0 0 0.12539945795073
"будешь" 0.0130229529545825 0.0164033025315764 0 0.0317135910356249 0.0538309707518392 0.00746686578308755 0.0173445494753274 0.0242708628291736
"воды" 0.0130229529545825 0.0109355350210509 0 0.0387610557102083 0.0179436569172797 0.0130670151204032 0.0173445494753274 0.0161805752194491
"возле" 0.00325573823864561 0 0.0185219485089831 0.0422847880474999 0.0358873138345595 0.00560014933731566 0.00867227473766369 0.0364062942437604
"господи" 0.0195344294318737 0.0109355350210509 0.0123479656726554 0.0528559850593749 0.0179436569172797 0.00560014933731566 0.00867227473766369 0.00404514380486226
"дениска" 0 0 0 0.109235702456041 0 0 0 0
"заметил" 0.0130229529545825 0.0164033025315764 0 0.0352373233729166 0 0.0242673137950345 0.00867227473766369 0
"какого" 0.00976721471593684 0.0164033025315764 0.0308699141816386 0.010571197011875 0 0.0205338809034908 0.00867227473766369 0.0202257190243113
"любил" 0.0195344294318737 0.0164033025315764 0.0123479656726554 0.00352373233729166 0 0.0205338809034908 0.00867227473766369 0.0283160066340358
"матери" 0.0162786911932281 0.00546776751052545 0.0185219485089831 0.0281898586983333 0 0.00746686578308755 0.0346890989506548 0.0242708628291736
"нравится" 0.00976721471593684 0.0765487451473563 0.0123479656726554 0.00352373233729166 0 0.00933358222885944 0.0260168242129911 0.0121354314145868
"остановился" 0.0358131206251017 0.0109355350210509 0.0123479656726554 0.0140949293491666 0.0179436569172797 0.0149337315661751 0 0.0121354314145868
"показалось" 0.0195344294318737 0 0.0308699141816386 0.0176186616864583 0.0897182845863987 0.00933358222885944 0.0260168242129911 0.00809028760972453
"скажите" 0.0227901676705193 0.0218710700421018 0.0123479656726554 0.00704746467458332 0.0358873138345595 0.0130670151204032 0.0260168242129911 0.0161805752194491
"старуха" 0.00325573823864561 0 0 0.0387610557102083 0.0358873138345595 0.0112002986746313 0.0693781979013095 0.0121354314145868
"тотчас" 0.0227901676705193 0.0382743725736782 0.0123479656726554 0.0246661263610416 0 0.0149337315661751 0 0
"ту" 0.0195344294318737 0.00546776751052545 0.00617398283632772 0.0387610557102083 0 0.00933358222885944 0.00867227473766369 0.0242708628291736
"улыбаясь" 0.0293016441478105 0.00546776751052545 0.0308699141816386 0.0140949293491666 0 0.00933358222885944 0.00867227473766369 0.0242708628291736
"час" 0.00976721471593684 0.0328066050631527 0.0185219485089831 0.010571197011875 0 0.0205338809034908 0 0.0202257190243113
"часов" 0.0227901676705193 0.0273388375526273 0.0246959313453109 0 0 0.0149337315661751 0.0260168242129911 0.0161805752194491
"четыре" 0.0195344294318737 0.0218710700421018 0.0123479656726554 0.010571197011875 0.0538309707518392 0.0112002986746313 0.0173445494753274 0.0202257190243113
"чувствовал" 0.0390688588637474 0.0109355350210509 0.0123479656726554 0.02114239402375 0 0.0130670151204032 0.00867227473766369 0.00404514380486226
"чуть" 0.0162786911932281 0 0 0.010571197011875 0 0.033600896023894 0.00867227473766369 0.0161805752194491
"будь" 0.00976721471593684 0.0164033025315764 0.00617398283632772 0.010571197011875 0.0179436569172797 0.00933358222885944 0.00867227473766369 0.0525868694632094
"видели" 0.0130229529545825 0 0.0123479656726554 0.0176186616864583 0.0179436569172797 0.0130670151204032 0.0173445494753274 0.0364062942437604
"говорила" 0.0195344294318737 0.0218710700421018 0 0.0140949293491666 0.0179436569172797 0 0.0693781979013095 0.0283160066340358
"дальше" 0.0358131206251017 0.0218710700421018 0 0.0246661263610416 0 0.00933358222885944 0 0.0121354314145868
"доме" 0.0130229529545825 0 0.00617398283632772 0.0176186616864583 0.0179436569172797 0.0224005973492626 0.0520336484259821 0.00404514380486226
"желая" 0.00976721471593684 0.00546776751052545 0.0123479656726554 0.02114239402375 0.0179436569172797 0.0205338809034908 0.0346890989506548 0.00809028760972453
"людям" 0.0260459059091649 0.0109355350210509 0.0185219485089831 0.0176186616864583 0 0.0112002986746313 0.0346890989506548 0.00809028760972453
"махнул" 0.00651147647729123 0 0 0.02114239402375 0.0358873138345595 0.0298674631323502 0 0.0161805752194491
"минут" 0.0195344294318737 0.0164033025315764 0 0.010571197011875 0.0179436569172797 0.0205338809034908 0.0260168242129911 0.0121354314145868
"невозможно" 0.0358131206251017 0.00546776751052545 0.00617398283632772 0.00352373233729166 0 0.0149337315661751 0.0433613736883184 0.0121354314145868
"некогда" 0 0.0218710700421018 0 0.0140949293491666 0 0.0242673137950345 0.0433613736883184 0.0161805752194491
"петрович" 0 0 0 0 0 0.0560014933731566 0 0
"повторил" 0.0260459059091649 0 0.0123479656726554 0.0422847880474999 0 0.0112002986746313 0 0.00809028760972453
"против" 0.0260459059091649 0.0109355350210509 0.0185219485089831 0.00704746467458332 0.0179436569172797 0.0186671644577189 0.00867227473766369 0.0121354314145868
"прощайте" 0.0162786911932281 0.0218710700421018 0 0.02114239402375 0.0538309707518392 0.00186671644577189 0 0.0444965818534849
"той" 0.00976721471593684 0.0273388375526273 0 0.0176186616864583 0.0179436569172797 0.0186671644577189 0.00867227473766369 0.0202257190243113
"шляпу" 0.0130229529545825 0.00546776751052545 0 0.0140949293491666 0 0.0186671644577189 0.0346890989506548 0.0283160066340358
"вася" 0 0 0 0.102188237781458 0 0 0 0
"вопросы" 0.00651147647729123 0.0382743725736782 0.0370438970179663 0.00352373233729166 0 0.016800448011947 0.0260168242129911 0.00404514380486226
"дождь" 0.0195344294318737 0 0 0.02114239402375 0 0.0298674631323502 0 0.00404514380486226
"душа" 0.00976721471593684 0.0109355350210509 0.00617398283632772 0.00704746467458332 0.0358873138345595 0.0261340302408064 0.0173445494753274 0.0121354314145868
"забыл" 0.0162786911932281 0.00546776751052545 0.00617398283632772 0.00704746467458332 0.0179436569172797 0.0224005973492626 0.00867227473766369 0.0242708628291736
"извините" 0.0130229529545825 0.0382743725736782 0.0370438970179663 0.0176186616864583 0 0.00746686578308755 0 0.0121354314145868
"константиновна" 0.0944164089207228 0 0 0 0 0 0 0
"лег" 0.0227901676705193 0 0.0370438970179663 0.0387610557102083 0.0179436569172797 0.00560014933731566 0 0.00404514380486226
"нашего" 0.0195344294318737 0.0164033025315764 0.00617398283632772 0.00352373233729166 0 0.0224005973492626 0 0.0242708628291736
"образом" 0.0260459059091649 0.0164033025315764 0.0123479656726554 0.02114239402375 0 0.0112002986746313 0.00867227473766369 0.0121354314145868
"пошли" 0.042324597102393 0 0.00617398283632772 0.010571197011875 0 0.0149337315661751 0.00867227473766369 0.0121354314145868
