Source,Target,Weight,Type
author_duel,author_dull,5,undirected
author_duel,author_palata,6,undirected
author_duel,author_step,3,undirected
author_duel,pseudo_drama,2,undirected
author_duel,pseudo_tsvety,2,undirected
author_duel,pseudo_victory,1,undirected
author_dull,author_duel,5,undirected
author_dull,author_palata,3,undirected
author_dull,pseudo_drama,4,undirected
author_palata,author_duel,6,undirected
author_palata,author_dull,3,undirected
author_palata,author_step,1,undirected
author_palata,pseudo_drama,1,undirected
author_step,author_duel,3,undirected
author_step,author_palata,1,undirected
author_step,pseudo_barynya,2,undirected
author_step,pseudo_tsvety,3,undirected
pseudo_barynya,author_step,2,undirected
pseudo_barynya,pseudo_tsvety,1,undirected
pseudo_barynya,pseudo_victory,3,undirected
pseudo_drama,author_duel,2,undirected
pseudo_drama,author_dull,4,undirected
pseudo_drama,author_palata,1,undirected
pseudo_drama,pseudo_victory,6,undirected
pseudo_tsvety,author_duel,2,undirected
pseudo_tsvety,author_step,3,undirected
pseudo_tsvety,pseudo_barynya,1,undirected
pseudo_tsvety,pseudo_victory,5,undirected
pseudo_victory,author_duel,1,undirected
pseudo_victory,pseudo_barynya,3,undirected
pseudo_victory,pseudo_drama,6,undirected
pseudo_victory,pseudo_tsvety,5,undirected
