"bestuzhev_fregat" "bestuzhev_mulla" "bulgarin_dimitriy_b1" "bulgarin_dimitriy_b2" "bulgarin_dimitriy_b3" "bulgarin_vyzhigin_b1" "bulgarin_vyzhigin_b2" "bulgarin_vyzhigin_b3" "gogol_mertvye_b1" "gogol_mertvye_b2" "gogol_taras" "lazhechnikov_ledyanoy_b1" "lazhechnikov_ledyanoy_b2" "lazhechnikov_posledniy_b1" "lazhechnikov_posledniy_b2" "lazhechnikov_posledniy_b3" "lazhechnikov_posledniy_b4" "lermontov_ligovskaya" "lermontov_mary" "lermontov_vadim" "narezhnyy_bursak_b1" "narezhnyy_bursak_b2" "narezhnyy_zhilblaz_b1" "narezhnyy_zhilblaz_b2" "pogorelskiy_dvoynik" "pogorelskiy_monastyrka" "pushkin_dubrovsky" "pushkin_kapitanskaya" "pushkin_povesti" "saltykov_protivorechiya" "zagoskin_miloslavskiy_b1" "zagoskin_miloslavskiy_b2" "zagoskin_roslavlev_b1" "zagoskin_roslavlev_b2"
"долго" 0.0401664036723569 0.0382813907404071 0.0268317457883742 0.0234370422452686 0.0181422351233672 0.0178735573485854 0.0150067530388675 0.0126033474490825 0.0701092085748955 0.0356261292210601 0.105277365366446 0.0478708357812738 0.0489715964740451 0.035370506050883 0.0408184091025052 0.0441879808692036 0.0550247611425141 0.026651031394915 0.0924727205474385 0.0525469831849654 0.0333318519176925 0.021306061574518 0.0321465884433015 0.0444543231829295 0.0571905159061122 0.0758086253369272 0.0387390441140865 0.0425596595227238 0.0470268575608737 0.0534428442844284 0.0274468902673327 0.0265533722782793 0.0338901957657191 0.0382009369282426
"доме" 0.00286902883373978 0.00675553954242479 0.0344979588707668 0.0566395187593992 0.0262054507337526 0.140435093453171 0.0775348907008154 0.0957854406130268 0.0404476203316705 0.0152683410947401 0.00269941962478067 0.0369911003764388 0.0255503981603713 0.0176852530254415 0.0153069034134395 0.0207943439384487 0.0250112550647792 0.010660412557966 0.0138709080821158 0.00927299703264095 0.0799964446024621 0.0490039416213913 0.100458088885317 0.0868879953120896 0.0524246395806029 0.0690700808625337 0.0581085661711297 0.0151998784009728 0.0470268575608737 0.0253150315031503 0.0164681341603996 0.00265533722782793 0.0139547864917667 0.0221163319058246
"жизнь" 0.0487734901735762 0.0315258511979823 0.0632462579297392 0.0546864319056268 0.0241896468311563 0.025533653355122 0.057525886648992 0.0403307118370639 0.0377511123095591 0.0636180878947502 0.0485895532460521 0.0326392062145049 0.0489715964740451 0.0303175766150426 0.00765345170671973 0.0415886878768975 0.0525236356360362 0.015990618836949 0.0508599963010912 0.058728981206726 0.0377760988400516 0.0404815169915841 0.0221007795547697 0.0404130210753905 0.0166805671392827 0.0151617250673854 0.0290542830855649 0.0212798297613619 0.0313512383739158 0.222209720972097 0.0109787561069331 0.0238980350504514 0.00598062278218572 0.0462432394394515
"одной" 0.0573805766747956 0.0517924698252567 0.0344979588707668 0.0273432159528134 0.0201580390259636 0.0306403840261465 0.0450202591166025 0.0302480338777979 0.0404476203316705 0.0432602997684302 0.0377918747469294 0.0543986770241748 0.0553591960141379 0.0454763649225639 0.0535741619470381 0.0363901018922853 0.0375168825971687 0.058632269068813 0.0369890882189754 0.0618199802176063 0.0333318519176925 0.0426121231490359 0.0321465884433015 0.0303097658065429 0.0524246395806029 0.0488544474393531 0.0193695220570432 0.0364797081623347 0.0261260319782631 0.0393789378937894 0.0247022012405994 0.0265533722782793 0.0558191459670667 0.0442326638116493
"мою" 0.0545115478410558 0.0315258511979823 0.0517469383061502 0.0546864319056268 0.0524109014675052 0.0485139413747319 0.0725326396878595 0.0781407541843114 0.00269650802211137 0 0.00809825887434202 0.0348151532954719 0.0255503981603713 0.0227381824612819 0.0127557528445329 0.0493865668538158 0.0400180081036466 0 0.0924727205474385 0.0154549950544016 0.0399982223012311 0.0575263662511985 0.0642931768866029 0.0525369273980076 0.0595734540688669 0.0185309973045822 0 0.0547195622435021 0.0470268575608737 0.0365661566156616 0.0164681341603996 0.0345193839617631 0.0299031139109286 0.0743912982286829
"свой" 0.051642519007316 0.0653035489101063 0.0287482990589723 0.0214839553914963 0.0201580390259636 0.0229802880196098 0.0525236356360362 0.0327687033676144 0.0404476203316705 0.0279919586736901 0.0647860709947361 0.0522227299432078 0.0447131967806498 0.0631616179480054 0.0459207102403184 0.0519858598461219 0.0525236356360362 0.074622887905762 0.0416127242463473 0.0401829871414441 0.0399982223012311 0.0276978800468733 0.0542473679980712 0.04243367212916 0.0309781961158108 0.021900269541779 0.00484238051426081 0.0243198054415565 0.0209008255826105 0.0365661566156616 0.0439150244277323 0.039830058417419 0.0378772776205095 0.0542855419506605
"сколько" 0.0372973748386171 0.0405332372545487 0.0134158728941871 0.0175777816839515 0.0181422351233672 0.0383004800326831 0.0175078785453454 0.0226860254083485 0.0728057165970069 0.0534391938315902 0.0458901336212714 0.0413429945383728 0.0255503981603713 0.0429499002046436 0.0280626562579723 0.0311915159076731 0.0400180081036466 0.047971856510847 0.0184945441094877 0.0463649851632047 0.0999955557530776 0.100138489400234 0.0843847946636663 0.080826042150781 0.0619563922316216 0.0488544474393531 0.00484238051426081 0.00607995136038912 0.00522520639565263 0.0534428442844284 0.0164681341603996 0.0132766861391397 0.0259160320561381 0.0100528781390112
"голосом" 0.0114761153349591 0.0180147721131328 0.0306648523295705 0.0156246948301791 0.0221738429285599 0.0153201920130732 0.00750337651943375 0.00756200846944949 0.0134825401105568 0.0178130646105301 0.016196517748684 0.0348151532954719 0.0361963973938594 0.0378969707688032 0.0459207102403184 0.0753794967768767 0.0450202591166025 0.021320825115932 0.0462363602737193 0.0618199802176063 0.0466645926847696 0.0532651539362949 0.0221007795547697 0.0181858594839257 0.0619563922316216 0.035377358490566 0.0532661856568689 0.0547195622435021 0.0209008255826105 0.0365661566156616 0.118021628149531 0.116834838024429 0.0737610143136239 0.0804230251120896
"дом" 0.0143451441686989 0.0157629255989912 0.0229986392471779 0.0273432159528134 0.0423318819545235 0.0459605760392197 0.0625281376619479 0.0352893728574309 0.0350546042874478 0.0254472351579001 0.016196517748684 0.0282873120525709 0.0361963973938594 0.0252646471792021 0.017858053982346 0.0337908088999792 0.0225101295583012 0.026651031394915 0.0323654521916035 0.0309099901088032 0.0622194569130261 0.0639181847235538 0.08237563288596 0.080826042150781 0.0834028356964137 0.0640161725067386 0.0629509466853905 0.0425596595227238 0.0261260319782631 0.00843834383438344 0.0137234451336664 0.0371747211895911 0.0139547864917667 0.0764018738564851
"дома" 0.0229522306699182 0.0427850837686903 0.0229986392471779 0.0273432159528134 0.0221738429285599 0.0689408640588295 0.0400180081036466 0.0327687033676144 0.0539301604422273 0.0254472351579001 0.0458901336212714 0.0369911003764388 0.0447131967806498 0.0404234354867234 0.0357161079646921 0.0259929299230609 0.00750337651943375 0.037311443952881 0.0323654521916035 0.0185459940652819 0.0333318519176925 0.0404815169915841 0.0703206622197219 0.0606195316130857 0.0524246395806029 0.0606469002695418 0.0532661856568689 0.0425596595227238 0.0470268575608737 0.00843834383438344 0.0274468902673327 0.0345193839617631 0.0478449822574857 0.0723807226008806
"самом" 0.025821259503658 0.0517924698252567 0.0210820859765797 0.0117185211226343 0.0120948234155781 0.0280870186906343 0.0275123805712571 0.0352893728574309 0.0647161925306728 0.0814311525052803 0.0107976784991227 0.0261113649716039 0.0234211983136737 0.035370506050883 0.0127557528445329 0.028592222915367 0.0175078785453454 0.031981237673898 0.0832254484926947 0.0340009891196835 0.0377760988400516 0.0276978800468733 0.0200916177770634 0.0242478126452343 0.0357440724413201 0.0640161725067386 0.0193695220570432 0.0364797081623347 0.0836033023304421 0.0478172817281728 0.0631278476148652 0.0610727562400425 0.099677046369762 0.0944970545067053
"три" 0.025821259503658 0.0698072419383895 0.0440807252237576 0.0234370422452686 0.0221738429285599 0.0561740373812685 0.0425191336101246 0.0604960677555959 0.0431441283537819 0.0458050232842202 0.0701849102442975 0.0456948887003068 0.0425839969339522 0.0176852530254415 0.0229603551201592 0.0233936369307548 0.0450202591166025 0.058632269068813 0.0416127242463473 0.0556379821958457 0.0355539753788721 0.0426121231490359 0.0341557502210078 0.0646608337206248 0.0142976289765281 0.0185309973045822 0.0435814246283473 0.027359781121751 0.0522520639565263 0.00281278127812781 0.0274468902673327 0.0265533722782793 0.0717674733862286 0.050264390695056
"минуту" 0.025821259503658 0.011259232570708 0.0114993196235889 0.00390617370754477 0.00403160780519271 0.00510673067102441 0.0125056275323896 0.0277273643879814 0.0701092085748955 0.0661628114105402 0.0323930354973681 0.0195835237287029 0.0149043989268833 0.0126323235896011 0.0102046022756263 0.00779787897691828 0.00750337651943375 0.085283300463728 0.0970963565748104 0.0958209693372898 0.026665481534154 0.0404815169915841 0.0301374266655951 0.0303097658065429 0.0285952579530561 0.0320080862533693 0.0871628492566946 0.130718954248366 0.0627024767478315 0.143451845184518 0.060383158588132 0.0637280934678704 0.0697739324588334 0.0703701469730784
"наши" 0.0372973748386171 0.0472887767969735 0.0402476186825613 0.0722642135895783 0.0786163522012579 0.0357471146971709 0.0725326396878595 0.0403307118370639 0 0.0152683410947401 0.0296936158725874 0.0369911003764388 0.0106459992334881 0.0126323235896011 0.048471860809225 0.0415886878768975 0.0100045020259117 0.021320825115932 0.0277418161642316 0.0278189910979228 0.022221234611795 0.0447427293064877 0.0221007795547697 0.0222271615914648 0.0428928869295842 0.0117924528301887 0.00968476102852162 0.0577595379236966 0.041801651165221 0.0168766876687669 0.0494044024811989 0.0477960701009028 0.101670587297157 0.0904759032511008
"стал" 0.0315593171711376 0.0585480093676815 0.0421641719531594 0.0214839553914963 0.0423318819545235 0.0638341333878051 0.0375168825971687 0.0403307118370639 0.0539301604422273 0.0559839173473802 0.0566878121203941 0.0130556824858019 0.0149043989268833 0.0202117177433617 0.0255115056890658 0.0155957579538366 0.030013506077735 0.0906135067427109 0.0693545404105789 0.0278189910979228 0.0155548642282565 0.0191754554170662 0.0241099413324761 0.0161652084301562 0.0166805671392827 0.0168463611859838 0.0968476102852162 0.151998784009728 0.109729334308705 0.0281278127812781 0.0548937805346654 0.0318640467339352 0.0598062278218572 0.042222088183847
"господин" 0.00286902883373978 0.0022518465141416 0.00766621308239262 0.0156246948301791 0.0221738429285599 0.0357471146971709 0.0200090040518233 0.00504133897963299 0.0323580962653364 0.00763417054737003 0.00269941962478067 0.0739822007528777 0.0276795980070689 0.12127030646017 0.117352926169703 0.0857766687461011 0.0425191336101246 0.069292681626779 0.0323654521916035 0.0123639960435213 0.0244433580729745 0.00426121231490359 0.0381740737764205 0.131342318495019 0.0238293816275468 0.00168463611859838 0.00968476102852162 0.00911992704058368 0.00522520639565263 0.00281278127812781 0.0439150244277323 0.0212426978226235 0.0877158008053905 0.146772020829564
"одна" 0.0459044613398365 0.022518465141416 0.0210820859765797 0.0234370422452686 0.028221254636349 0.0306403840261465 0.030013506077735 0.0302480338777979 0.0404476203316705 0.0356261292210601 0.0323930354973681 0.0587505711861088 0.0660051952476259 0.0631616179480054 0.0357161079646921 0.0181950509461426 0.0350157570906908 0.05330206278983 0.060107268355835 0.0772749752720079 0.0333318519176925 0.0362203046766805 0.0462107208872458 0.0444543231829295 0.0357440724413201 0.0387466307277628 0.0193695220570432 0.0151998784009728 0.0313512383739158 0.0562556255625563 0.0466597134544656 0.0371747211895911 0.0518320641122762 0.0442326638116493
"весьма" 0.00860708650121934 0.00450369302828319 0.0191655327059816 0.0507802581980821 0.0141106273181745 0.135328362782147 0.102546145765595 0.0604960677555959 0.0862882567075637 0.0737969819579103 0.00269941962478067 0.010879735404835 0.00425839969339522 0.00252646471792021 0.00255115056890658 0.00519858598461219 0.0100045020259117 0.015990618836949 0 0 0.102217679214257 0.0958772770853308 0.0301374266655951 0.038392370021621 0.121529846300489 0.0320080862533693 0.0242119025713041 0.00911992704058368 0.0470268575608737 0.0759450945094509 0.0411703354009991 0.0132766861391397 0.0179418683465572 0.0382009369282426
"видно" 0.0315593171711376 0.0427850837686903 0.0134158728941871 0.0214839553914963 0.0322528624415417 0.012766826677561 0.0100045020259117 0.00756200846944949 0.0755022246191182 0.0687075349263302 0.0890808476177622 0.0500467828622408 0.0447131967806498 0.0404234354867234 0.0382672585335986 0.0311915159076731 0.0425191336101246 0.015990618836949 0.0416127242463473 0.0216369930761622 0.0511088396071286 0.0298284862043251 0.0582656915534839 0.0484956252904686 0.0166805671392827 0.0168463611859838 0.0387390441140865 0.0364797081623347 0.0209008255826105 0.0421917191719172 0.0686172256683318 0.0690387679235263 0.049838523184881 0.0482538150672538
"деле" 0.025821259503658 0.0405332372545487 0.0344979588707668 0.0292963028065858 0.0403160780519271 0.0204269226840976 0.0200090040518233 0.0453720508166969 0.05932317648645 0.0814311525052803 0.0107976784991227 0.0217594708096699 0.0149043989268833 0.0303175766150426 0.0229603551201592 0.0259929299230609 0.0150067530388675 0.037311443952881 0.0786018124653227 0.0216369930761622 0.0466645926847696 0.0149142431021626 0.00803664711082536 0.0181858594839257 0.0333611342785655 0.0539083557951483 0.0193695220570432 0.0334397324821401 0.0836033023304421 0.0618811881188119 0.0494044024811989 0.0610727562400425 0.103664128224552 0.0864547519954963
"любви" 0.0688566920097547 0.0337776977121239 0.0421641719531594 0.0410148239292201 0.0262054507337526 0.0740475947298539 0.0450202591166025 0.0453720508166969 0 0.01272361757895 0.00539883924956134 0.0369911003764388 0.112847591874973 0.0682145473838458 0.0255115056890658 0.0597837388230401 0.0500225101295583 0.042641650231864 0.0416127242463473 0.0432739861523244 0.031109728456513 0.0596569724086503 0.0522382062203649 0.0484956252904686 0.0119146908137734 0.0168463611859838 0.00968476102852162 0.00607995136038912 0.0104504127913053 0.126575157515752 0.00823406708019981 0.0238980350504514 0.0119612455643714 0.0100528781390112
"одно" 0.0430354325060967 0.0315258511979823 0.0306648523295705 0.0449209976367649 0.0201580390259636 0.0357471146971709 0.0375168825971687 0.0277273643879814 0.0512336524201159 0.0432602997684302 0.0431907139964908 0.0500467828622408 0.0617467955542307 0.0505292943584043 0.0433695596714118 0.0181950509461426 0.0425191336101246 0.042641650231864 0.0416127242463473 0.0741839762611276 0.017776987689436 0.0447427293064877 0.0301374266655951 0.0343510679140819 0.0476587632550935 0.0269541778975741 0.0242119025713041 0.0182398540811674 0.0365764447695684 0.0646939693969397 0.0109787561069331 0.0477960701009028 0.049838523184881 0.0321692100448358
"такое" 0.025821259503658 0.0135110790848496 0.0210820859765797 0.0117185211226343 0.028221254636349 0.025533653355122 0.0250112550647792 0.0327687033676144 0.0728057165970069 0.11705728172634 0.0836820083682008 0.0391670474574058 0.0276795980070689 0.0202117177433617 0.0280626562579723 0.0233936369307548 0.0400180081036466 0.010660412557966 0.0231181801368596 0.0309099901088032 0.0688858272965646 0.0490039416213913 0.0602748533311902 0.038392370021621 0.0405099487668295 0.0303234501347709 0.0290542830855649 0.027359781121751 0.00522520639565263 0.0731323132313231 0.0384256463742658 0.0159320233669676 0.0458514413300905 0.0542855419506605
"эта" 0.0659876631760149 0.0450369302828319 0.0268317457883742 0.0195308685377239 0.0201580390259636 0.0485139413747319 0.0325146315842129 0.025206694898165 0.0188755561547796 0.0254472351579001 0.0215953569982454 0.0739822007528777 0.0617467955542307 0.0404234354867234 0.0510230113781315 0.0441879808692036 0.0400180081036466 0.063962475347796 0.0462363602737193 0.0618199802176063 0.00666637038353851 0.00639181847235539 0.0241099413324761 0.0161652084301562 0.0691052067198856 0.043800539083558 0 0.0364797081623347 0.0313512383739158 0.11532403240324 0.0247022012405994 0.0185873605947955 0.0518320641122762 0.0482538150672538
"кроме" 0.0459044613398365 0.0517924698252567 0.0344979588707668 0.0429679107829925 0.034268666344138 0.0970278827494638 0.087539392726727 0.0756200846944949 0.0215720641768909 0.00254472351579001 0.016196517748684 0.0282873120525709 0.0404547970872546 0.0252646471792021 0.0382672585335986 0.0363901018922853 0.0450202591166025 0.026651031394915 0.0323654521916035 0.0370919881305638 0.031109728456513 0.0340896985192287 0.0401832355541268 0.0323304168603124 0.0500417014178482 0.0623315363881402 0.0435814246283473 0.0516795865633075 0.0313512383739158 0.0196894689468947 0.0356809573475325 0.0159320233669676 0.0119612455643714 0.00402115125560448
"первый" 0.0200832018361785 0.0292740046838408 0.0383310654119631 0.0585926056131716 0.0463634897597162 0.0587274027167807 0.0400180081036466 0.0277273643879814 0.0134825401105568 0.0254472351579001 0.0188959373734647 0.0478708357812738 0.0298087978537666 0.0555822237942447 0.048471860809225 0.0467872738615097 0.0350157570906908 0.031981237673898 0.0277418161642316 0.0432739861523244 0.0333318519176925 0.0404815169915841 0.0381740737764205 0.04243367212916 0.0238293816275468 0.0320080862533693 0.0435814246283473 0.0151998784009728 0.0731528895391368 0.0168766876687669 0.0411703354009991 0.0610727562400425 0.0398708185479048 0.0402115125560448
"слово" 0.0688566920097547 0.0607998558818231 0.0287482990589723 0.0214839553914963 0.0221738429285599 0.0229802880196098 0.0125056275323896 0.0277273643879814 0.05932317648645 0.0432602997684302 0.0809825887434202 0.0935657244815806 0.0660051952476259 0.0454763649225639 0.0586764630848513 0.0519858598461219 0.057525886648992 0.042641650231864 0.0462363602737193 0.0494559841740851 0.013332740767077 0.0170448492596144 0.0421923973318332 0.0141445573763867 0.0238293816275468 0.0252695417789757 0.0387390441140865 0.0334397324821401 0.0209008255826105 0.0646939693969397 0.0192128231871329 0.0132766861391397 0.0119612455643714 0.0160846050224179
"делать" 0.0229522306699182 0.0270221581696992 0.0210820859765797 0.0156246948301791 0.0241896468311563 0.025533653355122 0.030013506077735 0.020165355918532 0.0269650802211137 0.0254472351579001 0.024294776623026 0.0130556824858019 0.0234211983136737 0.0202117177433617 0.0331649573957855 0.0233936369307548 0.0150067530388675 0.05330206278983 0.0138709080821158 0.0401829871414441 0.0622194569130261 0.0319590923617769 0.0904122799967853 0.0707227868819334 0.0285952579530561 0.057277628032345 0.0484238051426081 0.0699194406444748 0.0104504127913053 0.0843834383438344 0.0356809573475325 0.039830058417419 0.0737610143136239 0.0462432394394515
"любовь" 0.117630182183331 0.0315258511979823 0.0517469383061502 0.0410148239292201 0.0463634897597162 0.0434072107037075 0.0325146315842129 0.0478927203065134 0.00269650802211137 0.00508944703158002 0.00809825887434202 0.0391670474574058 0.0936847932546949 0.0631616179480054 0.0204092045512526 0.0363901018922853 0.0475213846230804 0.042641650231864 0.0277418161642316 0.0494559841740851 0.026665481534154 0.0255672738894215 0.0482198826649522 0.0464749742366991 0.0285952579530561 0.0117924528301887 0 0.0212798297613619 0.0104504127913053 0.112511251125113 0.00274468902673327 0.0265533722782793 0.0299031139109286 0.0120634537668134
"моих" 0.0372973748386171 0.0180147721131328 0.0843283439063189 0.0449209976367649 0.0665215287856797 0.0459605760392197 0.0775348907008154 0.0882234321435773 0.00269650802211137 0 0 0.0217594708096699 0.0170335987735809 0.0202117177433617 0.0408184091025052 0.028592222915367 0.0550247611425141 0.021320825115932 0.0508599963010912 0.0154549950544016 0.0466645926847696 0.0617875785661021 0.0482198826649522 0.0404130210753905 0.0500417014178482 0.0117924528301887 0.00968476102852162 0.0303997568019456 0.0522520639565263 0.0478172817281728 0.0109787561069331 0.0292087095061073 0.0099677046369762 0.050264390695056
"боярин" 0 0 0.12457596258888 0.0234370422452686 0.187469762941461 0 0 0 0 0 0 0.00217594708096699 0.00425839969339522 0 0.00510230113781315 0.00519858598461219 0.0100045020259117 0 0 0.00927299703264095 0 0 0.00200916177770634 0.00606195316130857 0 0 0 0 0 0 0.463852445517923 0.390334572490706 0.00398708185479048 0
"тому" 0.0286902883373978 0.0315258511979823 0.0344979588707668 0.0332024765141306 0.028221254636349 0.0306403840261465 0.0175078785453454 0.0352893728574309 0.0377511123095591 0.0279919586736901 0.0404912943717101 0.0304632591335379 0.0212919984669761 0.0454763649225639 0.0459207102403184 0.0337908088999792 0.030013506077735 0.05330206278983 0.0231181801368596 0.0340009891196835 0.026665481534154 0.0127836369447108 0.0562565297757775 0.0323304168603124 0.081019897533659 0.0741239892183288 0.0242119025713041 0.027359781121751 0.0992789215173999 0.045004500450045 0.0274468902673327 0.0159320233669676 0.0398708185479048 0.0402115125560448
"которое" 0.0401664036723569 0.0270221581696992 0.0402476186825613 0.0214839553914963 0.0181422351233672 0.0383004800326831 0.0250112550647792 0.0352893728574309 0.0242685721990023 0.0407155762526401 0.0323930354973681 0.0456948887003068 0.0532299961674403 0.0732674768196862 0.0382672585335986 0.0467872738615097 0.0550247611425141 0.031981237673898 0.0231181801368596 0.0401829871414441 0.0155548642282565 0.0404815169915841 0.0281282648878888 0.0505162763442381 0.0643393303943763 0.0286388140161725 0.0290542830855649 0.027359781121751 0.0104504127913053 0.0928217821782178 0.0192128231871329 0.0212426978226235 0.0418643594753 0.0120634537668134
"оно" 0.103285038014632 0.0653035489101063 0.0134158728941871 0.00585926056131716 0.00806321561038542 0.0102134613420488 0.0150067530388675 0.015124016938899 0.0350546042874478 0.0330814057052701 0.0485895532460521 0.0282873120525709 0.0532299961674403 0.0378969707688032 0.0255115056890658 0.0519858598461219 0.0400180081036466 0.042641650231864 0.0508599963010912 0.0432739861523244 0.0355539753788721 0.0426121231490359 0.0421923973318332 0.0525369273980076 0.0500417014178482 0.0185309973045822 0.0387390441140865 0.0151998784009728 0 0.149077407740774 0.0137234451336664 0.0345193839617631 0.0259160320561381 0.0281480587892314
"таким" 0.0200832018361785 0.011259232570708 0.0153324261647852 0.0214839553914963 0.0201580390259636 0.0536206720457563 0.0350157570906908 0.0352893728574309 0.0889847647296751 0.0687075349263302 0.0215953569982454 0.0282873120525709 0.0340671975471618 0.0252646471792021 0.0306138068268789 0.0207943439384487 0.0250112550647792 0.026651031394915 0.0323654521916035 0.0216369930761622 0.0488867161459491 0.0362203046766805 0.0723298239974283 0.0585988805593162 0.073871083045395 0.0825471698113208 0.0145271415427824 0.0151998784009728 0.0679276831434842 0.0253150315031503 0.0164681341603996 0.0159320233669676 0.0099677046369762 0.0281480587892314
"ваше" 0.0487734901735762 0.00675553954242479 0.00766621308239262 0.0234370422452686 0.0181422351233672 0.0229802880196098 0.0275123805712571 0.0630167372454124 0.0134825401105568 0.0279919586736901 0.00269941962478067 0.0543986770241748 0.0617467955542307 0.0101058588716809 0.0535741619470381 0.0363901018922853 0.030013506077735 0.042641650231864 0.0416127242463473 0.0185459940652819 0.0022221234611795 0.00213060615745179 0.0642931768866029 0.0262684636990038 0.0238293816275468 0.0606469002695418 0.106532371313738 0.10639914880681 0.0731528895391368 0.0393789378937894 0 0.00531067445565587 0.049838523184881 0.0965076301345075
"весь" 0.0631186343422751 0.0427850837686903 0.00574965981179447 0.0175777816839515 0.0201580390259636 0.0204269226840976 0.0175078785453454 0.010082677959266 0.0755022246191182 0.0610733643789602 0.129572141989472 0.0391670474574058 0.0489715964740451 0.0227381824612819 0.0535741619470381 0.0493865668538158 0.030013506077735 0.026651031394915 0.0231181801368596 0.0185459940652819 0.017776987689436 0.0447427293064877 0.0241099413324761 0.0222271615914648 0.0238293816275468 0.0235849056603774 0.0581085661711297 0.0121599027207782 0.0261260319782631 0.0478172817281728 0.030191579294066 0.0531067445565587 0.0299031139109286 0.050264390695056
"батюшка" 0 0 0.0172489794353834 0.00195308685377239 0.00806321561038542 0.0025533653355122 0.0125056275323896 0.010082677959266 0.0404476203316705 0.0203577881263201 0 0.0195835237287029 0 0.0101058588716809 0.0153069034134395 0.00519858598461219 0.00250112550647792 0.005330206278983 0 0.0432739861523244 0.00666637038353851 0.00426121231490359 0.0522382062203649 0.0181858594839257 0.0214464434647921 0.0421159029649596 0.106532371313738 0.221918224654203 0.0574772703521789 0.0309405940594059 0.107042872042598 0.100902814657461 0.171444519755991 0.092486478878903
"давно" 0.0200832018361785 0.0360295442262655 0.0402476186825613 0.0273432159528134 0.0221738429285599 0.0102134613420488 0.0175078785453454 0.015124016938899 0.0539301604422273 0.0585286408631702 0.0674854906195168 0.0239354178906369 0.0361963973938594 0.0429499002046436 0.0280626562579723 0.0467872738615097 0.0350157570906908 0.037311443952881 0.0462363602737193 0.0340009891196835 0.0244433580729745 0.0319590923617769 0.0281282648878888 0.0343510679140819 0.0405099487668295 0.0404312668463612 0.0145271415427824 0.0303997568019456 0.0522520639565263 0.0703195319531953 0.0439150244277323 0.0637280934678704 0.0418643594753 0.0140740293946157
"совершенно" 0.00860708650121934 0.0157629255989912 0.0172489794353834 0.00390617370754477 0.00806321561038542 0.0102134613420488 0.0100045020259117 0.020165355918532 0.1186463529729 0.12214672875792 0.0404912943717101 0.00435189416193398 0.00638759954009283 0.0151587883075213 0.00510230113781315 0.00779787897691828 0.0125056275323896 0.05330206278983 0.0462363602737193 0.0216369930761622 0.0444424692235901 0.0703100031959092 0.0301374266655951 0.0282891147527733 0.088168712021923 0.0909703504043127 0.0242119025713041 0.0303997568019456 0.0209008255826105 0.0618811881188119 0.030191579294066 0.0185873605947955 0.0378772776205095 0.058306693206265
"других" 0.025821259503658 0.022518465141416 0.0440807252237576 0.0410148239292201 0.0362844702467344 0.0766009600653662 0.0650292631684258 0.0655374067352289 0.0242685721990023 0.0508944703158002 0.0647860709947361 0.010879735404835 0.0234211983136737 0.0252646471792021 0.0255115056890658 0.0181950509461426 0.0350157570906908 0.069292681626779 0.0277418161642316 0.0154549950544016 0.026665481534154 0.0234366677319697 0.0261191031101824 0.0242478126452343 0.0595734540688669 0.0286388140161725 0.00968476102852162 0.00607995136038912 0.00522520639565263 0.0309405940594059 0.0411703354009991 0.0504514073287307 0.0438579004026953 0.0281480587892314
"наш" 0.051642519007316 0.022518465141416 0.0421641719531594 0.0585926056131716 0.0544267053701016 0.025533653355122 0.0425191336101246 0.020165355918532 0.0350546042874478 0.0559839173473802 0.0107976784991227 0.0239354178906369 0.0149043989268833 0.0505292943584043 0.0535741619470381 0.0207943439384487 0.0425191336101246 0.042641650231864 0.00462363602737193 0.0247279920870425 0.0422203457624106 0.0404815169915841 0.0261191031101824 0.0121239063226171 0.0238293816275468 0.0134770889487871 0.0387390441140865 0.0364797081623347 0.0156756191869579 0.0168766876687669 0.030191579294066 0.0292087095061073 0.0598062278218572 0.0703701469730784
"государь" 0.0200832018361785 0.0022518465141416 0.199321540142208 0.0664049530282612 0.278180938558297 0.00510673067102441 0.0125056275323896 0.00504133897963299 0.00539301604422273 0.00254472351579001 0 0.0152316295667689 0.00425839969339522 0.0202117177433617 0.0229603551201592 0.00779787897691828 0.0975438947526387 0.021320825115932 0.00924727205474385 0.00309099901088032 0.00444424692235901 0 0.0261191031101824 0.038392370021621 0.0333611342785655 0.00505390835579515 0.0145271415427824 0.0668794649642803 0.0209008255826105 0 0.0192128231871329 0 0.0199354092739524 0.00804230251120896
"стороны" 0.0114761153349591 0.0270221581696992 0.0287482990589723 0.0410148239292201 0.0262054507337526 0.012766826677561 0.00750337651943375 0.020165355918532 0.0647161925306728 0.0814311525052803 0.0350924551221487 0.0282873120525709 0.0212919984669761 0.0555822237942447 0.048471860809225 0.0441879808692036 0.0375168825971687 0.015990618836949 0.0231181801368596 0.0123639960435213 0.0355539753788721 0.0404815169915841 0.0221007795547697 0.0202065105376952 0.0285952579530561 0.0589622641509434 0.0484238051426081 0.0425596595227238 0.0261260319782631 0.0618811881188119 0.0631278476148652 0.0238980350504514 0.0259160320561381 0.0301586344170336
