"bestuzhev_fregat" "bestuzhev_mulla" "bulgarin_dimitriy_b1" "bulgarin_dimitriy_b2" "bulgarin_dimitriy_b3" "bulgarin_vyzhigin_b1" "bulgarin_vyzhigin_b2" "bulgarin_vyzhigin_b3" "gogol_mertvye_b1" "gogol_mertvye_b2" "gogol_taras" "lazhechnikov_ledyanoy_b1" "lazhechnikov_ledyanoy_b2" "lazhechnikov_posledniy_b1" "lazhechnikov_posledniy_b2" "lazhechnikov_posledniy_b3" "lazhechnikov_posledniy_b4" "lermontov_ligovskaya" "lermontov_mary" "lermontov_vadim" "narezhnyy_bursak_b1" "narezhnyy_bursak_b2" "narezhnyy_zhilblaz_b1" "narezhnyy_zhilblaz_b2" "pogorelskiy_dvoynik" "pogorelskiy_monastyrka" "pushkin_dubrovsky" "pushkin_kapitanskaya" "pushkin_povesti" "saltykov_protivorechiya" "zagoskin_miloslavskiy_b1" "zagoskin_miloslavskiy_b2" "zagoskin_roslavlev_b1" "zagoskin_roslavlev_b2"
"а" 0.424616267393487 0.788146279949559 0.640128792379784 0.56444210074022 0.846637639090469 0.668981717904198 0.615276874593567 0.627646702964307 0.803559390589187 0.865205995368603 0.672155486570387 0.465652675326936 0.359834774091896 0.310755160304186 0.431144446145211 0.293720108130588 0.275123805712571 0.453067533713555 0.513223599038284 0.451285855588526 0.693302519888005 0.611483967188665 1.03069999196335 0.949705995271677 0.250208507089241 0.630053908355795 0.634351847368166 0.711354309165527 0.579997909917442 0.959158415841584 1.09238623263984 0.894848645778014 1.20609226107412 0.890685003116392
"к" 0.493472959403242 0.360295442262655 0.735956455909692 0.675768051405246 0.582567327850347 0.67153508323971 0.66029713371017 0.723432143577334 0.488067952002157 0.445326615263252 0.426508300715346 0.676719542180734 0.67708555124984 0.70488365629974 0.678606051329149 0.733000623830318 0.797859036566455 0.618303928362028 0.508599963010912 0.556379821958457 0.682191902582107 0.686055182699478 0.654986739532267 0.689042009335408 0.800667222685571 0.786725067385445 0.624667086339645 0.726554187566499 0.621799561082663 0.421917191719172 0.532469671186255 0.631970260223048 0.536262509469319 0.500633331322758
"но" 0.677090804762588 0.495406233111151 0.666960538168158 0.607410011523212 0.586598935655539 0.525993259115514 0.640288129658346 0.645291389393023 0.501550492112714 0.559839173473802 0.488594952085302 0.443893204517266 0.57914235830175 0.411813749020995 0.341854176233481 0.527656477438137 0.430193587114201 0.559671659293215 0.587201775476235 0.729475766567755 0.497755655304209 0.613614573346117 0.671060033753918 0.640546384044939 0.772071964732515 0.673854447439353 0.518134715025907 0.440796473628211 0.621799561082663 0.495049504950495 0.430916177197124 0.443441317047265 0.49838523184881 0.627299595874299
"то" 0.51355616123942 0.47964330751216 0.310481629836901 0.300775375480948 0.374939525882922 0.505566336431417 0.462708218698414 0.413389796329905 0.800862882567076 0.837214036694913 0.534485085706573 0.49176404029854 0.42796916918622 0.391602031277633 0.479616306954436 0.397691827822832 0.400180081036466 0.591652896967113 0.5270945071204 0.646018793273986 0.684414026043287 0.620006391818472 0.538455356425299 0.672876800905252 0.545692839270821 0.491913746630728 0.377705680112343 0.443836449308406 0.423241718047863 0.976035103510351 0.823406708019981 0.820499203398832 0.87117738527172 0.784124494842873
"по" 0.418878209726008 0.571969014591965 0.452306571861165 0.431632194683698 0.338655055636188 0.730262485956491 0.552748736931619 0.592357330106876 0.528515572333828 0.475863297452732 0.569577540828722 0.533107034836913 0.502491163820636 0.601298602865011 0.678606051329149 0.55884799334581 0.642789255164824 0.501039390224402 0.36064361013501 0.442012858555885 0.575529976445491 0.622136997975924 0.47215301776099 0.460708440259452 0.455141189086143 0.493598382749326 0.65856374993947 0.498556011551908 0.512070226773958 0.331908190819082 0.381511774715925 0.443441317047265 0.552210836888481 0.554918873273418
"за" 0.464782671065844 0.630517023959647 0.603714280238419 0.47460010546669 0.52007740686986 0.528546624451026 0.485218348256716 0.494051220004033 0.479978427935823 0.422424103621142 0.572276960453503 0.570098135213352 0.502491163820636 0.414340213738915 0.584213480279606 0.600436681222707 0.610274623580611 0.421086296039657 0.439245422600333 0.48528684470821 0.57997422336785 0.372856077554064 0.36767660532026 0.428378023399139 0.426545931133087 0.411051212938005 0.624667086339645 0.644474844201246 0.522520639565263 0.382538253825383 0.57912938464072 0.512480084970791 0.476456281647462 0.526770814484187
"из" 0.381580834887391 0.511169158710142 0.412058953178604 0.568348274447765 0.495887760038703 0.536206720457563 0.605272372567655 0.536902601330913 0.399083187272482 0.442781891747462 0.564178701579161 0.489588093217573 0.511007963207427 0.553295773224527 0.586764630848513 0.60563526720732 0.625281376619479 0.421086296039657 0.365267246162382 0.346191889218595 0.455535309541798 0.494300628528816 0.341557502210078 0.430398674452909 0.424162992970332 0.44811320754717 0.513292334511646 0.437756497948016 0.370989654091337 0.29534203420342 0.485809957731789 0.414232607541158 0.374785694350305 0.462432394394515
"меня" 0.404533065557309 0.319762205008107 0.46763899802595 0.257807464697955 0.256007095629737 0.71749565927893 0.607773498074133 0.761242185924582 0.186059053525684 0.0814311525052803 0.105277365366446 0.256761755554105 0.323638376698037 0.313281625022107 0.288280014286443 0.408088999792057 0.492721724776149 0.186557219764405 0.878490845200666 0.324554896142433 0.659970667970312 0.549696388622563 0.518363738648236 0.612257269292166 0.660073871083045 0.262803234501348 0.256646167255823 0.975832193342453 0.386665273278294 0.83539603960396 0.249766701432728 0.342538502389803 0.259160320561381 0.388041096165832
"ты" 0.418878209726008 0.508917312196001 0.71679092320371 0.35155563367903 0.47572972101274 0.283423552241855 0.345155319893952 0.229380923573301 0.428744775515707 0.264651245642161 0.237548926980699 0.263289596797006 0.276795980070689 0.189484853844016 0.301035767130976 0.397691827822832 0.197588915011755 0.10660412557966 0.38376179027187 0.676928783382789 0.591084840673748 0.47512517311175 0.478180503094109 0.515266018711229 0.202549743834148 0.188679245283019 0.324439494455474 0.547195622435021 0.256035113386979 0.458483348334834 0.903002689795246 1.02496016994158 0.604042901000758 0.396083398677041
"от" 0.496341988236982 0.385065753918213 0.521302489602699 0.507802581980821 0.36486050636994 0.464712491063221 0.550247611425141 0.524299253881831 0.188755561547796 0.226480392905311 0.310433256849777 0.454772939922101 0.530170761827705 0.533084055481165 0.451553650696464 0.444479101684342 0.492721724776149 0.314482170459997 0.323654521916035 0.327645895153314 0.331096395715746 0.406945776073293 0.415896487985213 0.349572632302128 0.436077683784106 0.461590296495957 0.392232821655126 0.389116887064903 0.365764447695684 0.374099909990999 0.367788329582258 0.443441317047265 0.342889039511981 0.369945915515612
"мне" 0.427485296227227 0.303999279409115 0.463805891484754 0.300775375480948 0.302370585389453 0.561740373812685 0.522735230853884 0.680580762250454 0.191452069569907 0.11451255821055 0.140369820488595 0.265465543877973 0.342801175318315 0.267805260099543 0.27552426144191 0.457475566645872 0.487719473763193 0.21320825115932 0.850749029036434 0.241097922848665 0.571085729523132 0.468733354639395 0.462107208872458 0.555679039786619 0.636244489455499 0.320080862533693 0.208222362113215 0.842073263413893 0.491169401191347 0.8494599459946 0.348575506395125 0.25756771109931 0.324947171165424 0.432273759977482
"все" 0.539377420743078 0.457124842370744 0.410142399908005 0.382805023339388 0.493871956136107 0.403431723010928 0.437696963633635 0.305001008267796 0.19684508561413 0.216301498842151 0.380618167094075 0.372086950845355 0.530170761827705 0.35370506050883 0.352058778509108 0.395092534830526 0.432694712620679 0.191887426043388 0.226558165341224 0.182368941641939 0.388871605706413 0.464472142324491 0.500281282648879 0.495059508173534 0.166805671392827 0.224056603773585 0.411602343712169 0.37999696002432 0.344863622113073 0.970409540954095 0.554427183400121 0.504514073287307 0.520314182050157 0.474495848161329
"ее" 0.438961411562186 0.19816249324446 0.157157368189049 0.0976543426886194 0.157232704402516 0.214482688183025 0.225101295583012 0.196612220205687 0.19684508561413 0.139959793368451 0.259144283978945 0.794220684552952 1.17531831537708 0.795836386144868 0.341854176233481 0.49906425452277 0.512730728827973 0.767549704173552 0.850749029036434 0.676928783382789 0.168881383049642 0.302546074358155 0.419914811540625 0.337448725979511 0.617180984153461 0.913072776280323 0.47939567091182 0.392156862745098 0.647925593060926 0.413478847884789 0.156447274523796 0.169941582580988 0.243211993142219 0.136719142690552
"так" 0.459044613398365 0.340028823635381 0.283649884048527 0.17968399054706 0.231817448798581 0.214482688183025 0.225101295583012 0.249546279491833 0.568963192665498 0.608188920273812 0.364421649345391 0.326392062145049 0.37473917301878 0.363810919380511 0.270421960304097 0.270326471199834 0.257615927167225 0.431746708597623 0.337525429998151 0.355464886251236 0.317763654948669 0.283370618941089 0.444024752873101 0.480914950797147 0.25497438341475 0.454851752021563 0.203379981598954 0.316157470740234 0.229909081408716 0.843834383438344 0.705385079870451 0.764737121614445 0.777480961684143 0.55692944890122
"это" 0.470520728733324 0.333273284092956 0.32198094946049 0.341790199410168 0.374939525882922 0.283423552241855 0.312640688309739 0.370538415003025 0.442227315626264 0.511489426673792 0.318531515724119 0.402550209978893 0.483328365200358 0.277911118971224 0.426042145007398 0.363901018922853 0.292631684257916 0.389105058365759 0.577954503421491 0.510014836795252 0.255544198035643 0.172579098753595 0.460098047094752 0.315221564388046 0.278803765042297 0.399258760107817 0.217907123141736 0.316157470740234 0.245584700595674 0.846647164716472 0.225064500192128 0.297397769516729 0.518320641122762 0.524760238856385
"у" 0.301248027542677 0.517924698252567 0.258734691530751 0.238276596160231 0.241896468311563 0.360024512307221 0.342654194387474 0.383141762452107 0.541998112444385 0.402066315494821 0.418410041841004 0.391670474574058 0.366222373631989 0.270331724817463 0.329098423388948 0.311915159076731 0.337651943374519 0.447737327434572 0.513223599038284 0.29055390702275 0.364428247633439 0.245019708106956 0.448043076428514 0.357655236517206 0.347908971762183 0.427897574123989 0.450341387826255 0.419516643866849 0.412791305256558 0.312218721872187 0.45287368941099 0.313329792883696 0.434591922172162 0.398093974304844
"она" 0.416009180892268 0.21167357232931 0.14565804856546 0.0664049530282612 0.12699564586357 0.237462976202635 0.217597919063579 0.259628957451099 0.124039369017123 0.12214672875792 0.248346605479822 0.502643775703375 0.783545543584721 0.421919607892676 0.257666207459564 0.348305260969016 0.310139562803261 0.746228879057619 0.994081745884964 0.608926805143422 0.208879605350873 0.24928092042186 0.47215301776099 0.385944351269979 0.693435005361611 1.00909703504043 0.387390441140865 0.343517251861985 0.579997909917442 0.585058505850585 0.172915408684196 0.14073287307488 0.229257206650453 0.132697991434948
"о" 0.453306555730885 0.207169879301027 0.300898863483911 0.357414894240347 0.280196742460893 0.411091819017465 0.275123805712571 0.463803186126235 0.2372927059458 0.188309540168461 0.126872722364692 0.350327480035686 0.304475578077758 0.305702230868346 0.278075412010817 0.304117280099813 0.447701465659547 0.277170726507116 0.258923617532828 0.352373887240356 0.342207013021643 0.39203153297113 0.630876798199791 0.569823597163006 0.426545931133087 0.569407008086253 0.382548060626604 0.358717130262958 0.31873759013481 0.255963096309631 0.178404786737663 0.185873605947955 0.267134484270962 0.231216197197258
"сказал" 0.12336823985081 0.132858944334354 0.732123349368496 0.42577293412238 0.560393484921787 0.252783168215708 0.325146315842129 0.259628957451099 0.461102871781044 0.218846222357941 0.286138480226751 0.169723872315425 0.0979431929480901 0.103585053434729 0.137762130720955 0.231337076315242 0.187584412985844 0.186557219764405 0.406879970408729 0.219460929772502 0.433314074930003 0.351550015979546 0.440006429317689 0.278849845420194 0.176337424043846 0.131401617250674 0.401917582683647 0.507675938592491 0.1985578430348 0.185643564356436 0.540703738266454 0.541688794476899 0.454527331446115 0.508675633833967
"бы" 0.476258786400803 0.319762205008107 0.208904306495199 0.203121032792328 0.225770037090792 0.135328362782147 0.250112550647792 0.19409155071587 0.49346096804638 0.460594956357992 0.394115265217978 0.40472615705986 0.361963973938594 0.389075566559713 0.28317771314863 0.33270950301518 0.270121554699615 0.389105058365759 0.305159977806547 0.352373887240356 0.277765432647438 0.33237456056248 0.263200192879531 0.301077007011659 0.21923031097343 0.352088948787062 0.135586654399303 0.218878248974008 0.188107430243495 0.638501350135014 0.299171103913927 0.329261816250664 0.342889039511981 0.307618071053743
"да" 0.249605508535361 0.382813907404071 0.233819499012975 0.150387687740474 0.270117722947912 0.0587274027167807 0.127557400830374 0.0983061101028433 0.550087636510719 0.417334656589562 0.286138480226751 0.258937702635072 0.183111186815995 0.12127030646017 0.267870809735191 0.137762528592223 0.10754839677855 0.111934331858643 0.124838172739042 0.284371909000989 0.0822185680636416 0.0745712155108128 0.122558868440087 0.0909292974196286 0.0500417014178482 0.338611859838275 0.329281874969735 0.407356741146071 0.308287177343505 0.748199819981998 0.988088049623978 0.807222517259692 0.952912563294924 0.792166797354082
"было" 0.309855114043896 0.209421725815168 0.160990474730245 0.189449424815922 0.189485566844057 0.354917781636197 0.255114801660747 0.259628957451099 0.479978427935823 0.559839173473802 0.558779862329599 0.298104750092478 0.389643571945663 0.426972537328516 0.270421960304097 0.37949677687669 0.297633935270872 0.357123820691861 0.305159977806547 0.315281899109792 0.291098173414515 0.240758495792053 0.311420075544483 0.236416173291034 0.250208507089241 0.363881401617251 0.305069972398431 0.449916400668795 0.522520639565263 0.281278127812781 0.189383542844596 0.252257036643654 0.173438060683386 0.247300802219675
"был" 0.235260364366662 0.26796973518285 0.231902945742377 0.255854377844183 0.151185292694727 0.39321826166888 0.390175579010555 0.352893728574309 0.393690171228259 0.363895462757971 0.299635578350655 0.20236307852993 0.217178384363156 0.328440413329628 0.298484616562069 0.249532127261385 0.282627182232004 0.389105058365759 0.295912705751803 0.327645895153314 0.324430025332207 0.268456375838926 0.303383428433657 0.331386772818202 0.235910878112713 0.256064690026954 0.406759963197908 0.434716522267822 0.360539241300031 0.163141314131413 0.175660097710929 0.191184280403611 0.153502651409433 0.237247924080664
"же" 0.278295796872759 0.195910646730319 0.180156007436227 0.193355598523466 0.185453959038865 0.183842304156879 0.195087789505277 0.19409155071587 0.541998112444385 0.552205002926432 0.488594952085302 0.2241225493396 0.159689988502321 0.209696571587378 0.239808153477218 0.215741318361406 0.122555149817418 0.26651031394915 0.208063621231737 0.188550939663699 0.364428247633439 0.304676680515607 0.293337619545126 0.284911798581503 0.221613249136185 0.306603773584906 0.319597113941213 0.294877640978872 0.31873759013481 0.824144914491449 0.282702969753527 0.246946362187998 0.233244288505243 0.249311377847478
"ли" 0.304117056376417 0.265717888668708 0.264484351342546 0.185543251108377 0.243912272214159 0.176182208150342 0.18008103646641 0.126033474490825 0.307401914520696 0.295187927831641 0.124173302739911 0.278521226363775 0.359834774091896 0.222328895176979 0.29083116485535 0.202744853399875 0.142564153869241 0.149245775811524 0.309783613833919 0.213278931750742 0.199991111506155 0.168317886438692 0.263200192879531 0.278849845420194 0.14774216609079 0.21900269541779 0.213064742627476 0.27359781121751 0.31873759013481 0.545679567956796 0.540703738266454 0.480616038236856 0.462501495155696 0.464442970022317
"вы" 0.436092382728446 0.180147721131328 0.178239454165629 0.273432159528134 0.203596194162232 0.114901440098049 0.225101295583012 0.307521677757612 0.245382230012134 0.223935669389521 0.105277365366446 0.193659290206062 0.229953583443342 0.270331724817463 0.252563906321751 0.184549802453733 0.087539392726727 0.570332071851181 0.605696319585722 0.120548961424332 0.122216790364873 0.0617875785661021 0.227035280880817 0.193982501161874 0.462290003574407 0.331873315363881 0.271173308798605 0.17327861377109 0.209008255826105 0.863523852385239 0.0905747378821979 0.188528943175783 0.530281886687134 0.50264390695056
"только" 0.220915220197963 0.317510358493965 0.23956915882477 0.242182769867776 0.229801644895985 0.298743744254928 0.335150817868041 0.302480338777979 0.380207631117703 0.442781891747462 0.423808881090566 0.372086950845355 0.304475578077758 0.252646471792021 0.280626562579723 0.254730713245997 0.267620429193137 0.202547838601354 0.356019974107638 0.19164193867458 0.144438024976668 0.183232129540854 0.200916177770634 0.145486875871406 0.190635053020374 0.21900269541779 0.140429034913564 0.103359173126615 0.114954540704358 0.326282628262826 0.16742603063073 0.191184280403611 0.243211993142219 0.211110440919235
"для" 0.361497633051212 0.331021437578815 0.254901584989555 0.34374328626394 0.258022899532333 0.367684608313758 0.352658696413386 0.378100423472474 0.199541593636241 0.167951752042141 0.148468079362937 0.271993385120874 0.355576374398501 0.293069907278745 0.295933465993163 0.330110210022874 0.247611425141314 0.26651031394915 0.166450896985389 0.19164193867458 0.231100839962668 0.347288803664643 0.16475126577192 0.17175533957041 0.235910878112713 0.227425876010782 0.174325698513389 0.118559051527588 0.104504127913053 0.275652565256526 0.109787561069331 0.1805629314923 0.135560783062876 0.195025835896817
"мы" 0.206570076029264 0.101333093136372 0.266400904613144 0.263666725259272 0.243912272214159 0.204269226840976 0.490220599269671 0.196612220205687 0.0781987326412296 0.0737969819579103 0.137670400863814 0.171899819396392 0.108589192181578 0.131376165331851 0.252563906321751 0.2131420253691 0.182582161972888 0.122594744416609 0.425374514518217 0.148367952522255 0.575529976445491 0.451688505379781 0.188861207104396 0.175796641677949 0.212081496485166 0.151617250673854 0.154956176456346 0.392156862745098 0.31873759013481 0.250337533753375 0.260745457539661 0.339883165161976 0.366811530640724 0.438305486860888
"когда" 0.238129393200402 0.240947577013151 0.210820859765797 0.181637077400832 0.197548782454443 0.314063936268001 0.245110299634836 0.257108287961282 0.19684508561413 0.193398987200041 0.24294776623026 0.226298496420567 0.251245581910318 0.176852530254415 0.170927088116741 0.205344146392181 0.197588915011755 0.335802995575929 0.245052709450712 0.281280909990109 0.304430914181592 0.287631831255992 0.253154383990999 0.301077007011659 0.309781961158108 0.370619946091644 0.101689990799477 0.121599027207782 0.0783780959347894 0.345972097209721 0.15919196355053 0.25756771109931 0.203341174594314 0.239258499708467
"их" 0.206570076029264 0.216177265357593 0.147574601836058 0.228511161891369 0.221738429285599 0.283423552241855 0.217597919063579 0.229380923573301 0.269650802211137 0.259561798610581 0.423808881090566 0.285049067606676 0.278925179917387 0.361284454662591 0.27552426144191 0.22613849033063 0.290130558751438 0.250519695112201 0.295912705751803 0.281280909990109 0.119994666903693 0.153403643336529 0.192879530659809 0.16973468851664 0.188252114857619 0.298180592991914 0.232434264684519 0.197598419212646 0.282161145365242 0.112511251125113 0.197617609924796 0.215082315454063 0.195367010884733 0.223173894686049
"ни" 0.249605508535361 0.258962349126284 0.23956915882477 0.167965469424425 0.207627801967425 0.211929322847513 0.24010804862188 0.231901593063118 0.345153026830255 0.432602997684302 0.364421649345391 0.178427660639293 0.19588638589618 0.171799600818575 0.160722485841114 0.132563942607611 0.125056275323896 0.207878044880337 0.208063621231737 0.262734915924827 0.193324741122617 0.187493341855758 0.249136060435586 0.224292266968417 0.281186703205052 0.347035040431267 0.251803786741562 0.27359781121751 0.261260319782631 0.298154815481548 0.238787945325795 0.177907594264472 0.20533471552171 0.164867201479784
"ему" 0.154927557021948 0.240947577013151 0.162907028000843 0.140622253471612 0.167311723915498 0.120008170769074 0.122555149817418 0.10082677959266 0.261561278144802 0.318090439473751 0.256444864354164 0.254585808473138 0.317250777157944 0.285490513124984 0.329098423388948 0.296319401122895 0.317642939322695 0.325142583017963 0.212687257259109 0.225642927794263 0.113328296520155 0.132097581762011 0.138632162661738 0.198023803269413 0.25497438341475 0.328504043126685 0.522977095540168 0.303997568019456 0.402340892465252 0.146264626462646 0.258000768512927 0.191184280403611 0.165463896973805 0.178941230874399
"если" 0.220915220197963 0.26796973518285 0.262567798071947 0.230464248745142 0.201580390259636 0.188949034827903 0.222600170076534 0.186529542246421 0.19684508561413 0.211212051810571 0.137670400863814 0.145788454424788 0.168206787889111 0.164220206664814 0.107148323894076 0.114368891661468 0.0800360162072933 0.261180107670167 0.24042907342334 0.330736894164194 0.257766321496822 0.24928092042186 0.243108575102467 0.230354220129726 0.228762063624449 0.183625336927224 0.111374751827999 0.0911992704058368 0.114954540704358 0.27002700270027 0.315639238074326 0.310674455655868 0.368805071568119 0.329734402959567
"еще" 0.186486874193086 0.180147721131328 0.0900780037181134 0.101560516396164 0.120948234155781 0.0817076907363906 0.0950427692461608 0.0907441016333938 0.350546042874478 0.310456268926381 0.399514104467539 0.237178231825402 0.253374781757016 0.260225865945782 0.270421960304097 0.293720108130588 0.202591166024711 0.239859282554235 0.221934529313852 0.182368941641939 0.171103506510822 0.168317886438692 0.233062766213936 0.109115156903554 0.290718455856071 0.33355795148248 0.135586654399303 0.218878248974008 0.1985578430348 0.272839783978398 0.164681341603996 0.215082315454063 0.271121566125753 0.184972957757806
"они" 0.212308133696744 0.229688344442443 0.160990474730245 0.218745727622507 0.239880664408966 0.17362884281483 0.117552898804462 0.181488203266788 0.199541593636241 0.201033157747411 0.323930354973681 0.18060360772026 0.204403185282971 0.192011318561936 0.181131690392367 0.16635475150759 0.130058526336852 0.197217632322371 0.268170889587572 0.309099901088032 0.171103506510822 0.112922126344945 0.229044442658523 0.12932166744125 0.150125104253545 0.33355795148248 0.217907123141736 0.121599027207782 0.161981398265231 0.101260126012601 0.148213207443597 0.241635687732342 0.225270124795662 0.317670949192754
