"bestuzhev_fregat" "bestuzhev_mulla" "bulgarin_dimitriy_b1" "bulgarin_dimitriy_b2" "bulgarin_dimitriy_b3" "bulgarin_vyzhigin_b1" "bulgarin_vyzhigin_b2" "bulgarin_vyzhigin_b3" "gogol_mertvye_b1" "gogol_mertvye_b2" "gogol_taras" "lazhechnikov_ledyanoy_b1" "lazhechnikov_ledyanoy_b2" "lazhechnikov_posledniy_b1" "lazhechnikov_posledniy_b2" "lazhechnikov_posledniy_b3" "lazhechnikov_posledniy_b4" "lermontov_ligovskaya" "lermontov_mary" "lermontov_vadim" "narezhnyy_bursak_b1" "narezhnyy_bursak_b2" "narezhnyy_zhilblaz_b1" "narezhnyy_zhilblaz_b2" "pogorelskiy_dvoynik" "pogorelskiy_monastyrka" "pushkin_dubrovsky" "pushkin_kapitanskaya" "pushkin_povesti" "saltykov_protivorechiya" "zagoskin_miloslavskiy_b1" "zagoskin_miloslavskiy_b2" "zagoskin_roslavlev_b1" "zagoskin_roslavlev_b2"
"до" 0.197962989528045 0.220680958385876 0.243402265365966 0.177730903693287 0.161264312207708 0.178735573485854 0.172577659946976 0.146198830409357 0.124039369017123 0.160317581494771 0.116075043865569 0.221946602258633 0.202273985436273 0.176852530254415 0.17858053982346 0.210542732376794 0.117552898804462 0.127924950695592 0.184945441094877 0.126730959446093 0.262210568419181 0.245019708106956 0.172787912882745 0.189941199054335 0.252591445251996 0.272911051212938 0.227591884170258 0.142878856969144 0.209008255826105 0.182830783078308 0.170170719657463 0.209771640998407 0.257166779633986 0.239258499708467
"или" 0.266819681537799 0.308502972437399 0.132242175671273 0.197261772231011 0.161264312207708 0.34725768562966 0.272622680206093 0.19409155071587 0.388297155184037 0.302822098379011 0.167364016736402 0.195835237287029 0.15117318911553 0.171799600818575 0.168375937547834 0.142961114576835 0.162573157921064 0.335802995575929 0.171074533012761 0.234915924826904 0.182214123816719 0.238627889634601 0.218998633769991 0.175796641677949 0.140593351602526 0.131401617250674 0.184010459541911 0.0942392460860313 0.172431811056537 0.165954095409541 0.120766317176264 0.0902814657461498 0.1255930784259 0.108571083901321
"уже" 0.137713384019509 0.117096018735363 0.114993196235889 0.124997558641433 0.120948234155781 0.099581248084976 0.0925416437396829 0.113430127041742 0.347849534852366 0.391887421431661 0.477797273586179 0.0892138303196466 0.0681343950943235 0.123796771178091 0.163273636410021 0.150758993553753 0.145065279375719 0.0799530941847449 0.0878490845200666 0.0710929772502473 0.219990222656771 0.217321828060083 0.184842883548983 0.161652084301562 0.190635053020374 0.240902964959569 0.203379981598954 0.118559051527588 0.292611558156547 0.112511251125113 0.0548937805346654 0.183218268720127 0.105657669151948 0.136719142690552
"тебя" 0.137713384019509 0.222932804900018 0.254901584989555 0.13085681920275 0.219722625383003 0.102134613420488 0.145065279375719 0.103347449082476 0.124039369017123 0.12978089930529 0.0998785261168849 0.134908719019953 0.180981986969297 0.0454763649225639 0.142864431858768 0.220939904346018 0.142564153869241 0.037311443952881 0.171074533012761 0.241097922848665 0.228878716501489 0.227974858847342 0.118540544884674 0.145486875871406 0.102466340998451 0.0555929919137466 0.130744273885042 0.237118103055176 0.0992789215173999 0.177205220522052 0.315639238074326 0.249601699415826 0.1255930784259 0.108571083901321
"нет" 0.206570076029264 0.139614483876779 0.114993196235889 0.0976543426886194 0.173359135623287 0.107241344091513 0.0975438947526387 0.0957854406130268 0.272347310233248 0.231569839936891 0.124173302739911 0.0935657244815806 0.155431588808926 0.0757939415376064 0.0867391193428236 0.111769598669162 0.0525236356360362 0.149245775811524 0.189569077122249 0.204005934718101 0.0799964446024621 0.0788324278257164 0.162742103994214 0.147507526925175 0.10723221732396 0.112870619946092 0.135586654399303 0.0911992704058368 0.0940537151217473 0.337533753375338 0.370533018608992 0.25756771109931 0.362824448785934 0.241269075336269
"вот" 0.114761153349591 0.0855701675373807 0.132242175671273 0.0898419952735298 0.207627801967425 0.0842610560719028 0.100045020259117 0.148719499899173 0.293919374410139 0.366440186273761 0.178161695235524 0.161020083991557 0.125622790955159 0.0783204062555266 0.127557528445329 0.122166770638386 0.140063028362763 0.074622887905762 0.171074533012761 0.123639960435213 0.0511088396071286 0.0468733354639395 0.08237563288596 0.0990119016347067 0.0619563922316216 0.12466307277628 0.0726357077139122 0.0972792217662259 0.12017974710001 0.250337533753375 0.304660481967393 0.273499734466277 0.358837366931143 0.275448861008907
"мой" 0.180748816525606 0.0990812466222302 0.183989113977423 0.0683580398820336 0.0927269795194323 0.0663874987233173 0.182582161972888 0.131074813470458 0.0539301604422273 0.0788864289894903 0.0269941962478067 0.0718062536719107 0.104330792488183 0.0934791945630479 0.112250625031889 0.137762528592223 0.125056275323896 0.063962475347796 0.124838172739042 0.139094955489614 0.191102617661437 0.18962394801321 0.341557502210078 0.228333569075956 0.212081496485166 0.0690700808625337 0.077478088228173 0.218878248974008 0.12017974710001 0.312218721872187 0.0960641159356645 0.183218268720127 0.310992384673657 0.307618071053743
"быть" 0.140582412853249 0.0788146279949559 0.182072560706825 0.115232124372571 0.102805999032414 0.120008170769074 0.155069781401631 0.131074813470458 0.134825401105568 0.193398987200041 0.0917802672425429 0.104445459886416 0.110718392028276 0.166746671382734 0.158171335272208 0.137762528592223 0.102546145765595 0.191887426043388 0.254299981505456 0.142185954500495 0.159992889204924 0.187493341855758 0.214980310214578 0.193982501161874 0.176337424043846 0.185309973045822 0.101689990799477 0.0911992704058368 0.0731528895391368 0.24471197119712 0.129000384256464 0.119490175252257 0.211315338303895 0.166877777107586
"чтоб" 0.0803328073447138 0.0630517023959647 0.304731970025107 0.275385246381907 0.264070311240123 0.224696149525074 0.362663198439298 0.418431135309538 0.0431441283537819 0.0305366821894801 0.024294776623026 0.0369911003764388 0.0404547970872546 0.0328440413329628 0.0357161079646921 0.0155957579538366 0.0150067530388675 0.202547838601354 0.24042907342334 0.160731948565776 0.0577752099906671 0.0703100031959092 0.134613839106325 0.125280365333711 0.18348623853211 0.299865229110512 0.0871628492566946 0.10639914880681 0.0836033023304421 0.261588658865887 0.172915408684196 0.183218268720127 0.1674574379012 0.158835474596377
"тебе" 0.117630182183331 0.182399567645469 0.331563715813481 0.156246948301791 0.199564586357039 0.0970278827494638 0.115051773297984 0.120992135511192 0.156397465282459 0.0839758760210703 0.0593872317451748 0.115325195291251 0.134139590341949 0.0656880826659256 0.153069034134395 0.267727178207528 0.127557400830374 0.026651031394915 0.106343628629554 0.151458951533136 0.22443446957913 0.236497283477149 0.152696295105682 0.159631433247792 0.081019897533659 0.0909703504043127 0.0823204687424338 0.227998176014592 0.0836033023304421 0.106885688568857 0.263490146566394 0.209771640998407 0.127586619353295 0.092486478878903
"во" 0.12623726868455 0.101333093136372 0.151407708377254 0.13085681920275 0.147153684889534 0.209375957512001 0.142564153869241 0.136116152450091 0.13752190912768 0.226480392905311 0.110676204616008 0.18060360772026 0.191627986202785 0.156640812511053 0.127557528445329 0.127365356622999 0.140063028362763 0.133255156974575 0.147956352875902 0.0865479723046489 0.157770765743745 0.240758495792053 0.128586353773206 0.137404271656328 0.176337424043846 0.102762803234501 0.251803786741562 0.145918832649339 0.167206604660884 0.140639063906391 0.107042872042598 0.106213489113117 0.113631832861529 0.146772020829564
"были" 0.0889398938459331 0.0878220140515222 0.0996607700711041 0.234370422452686 0.219722625383003 0.199162496169952 0.145065279375719 0.146198830409357 0.261561278144802 0.234114563452681 0.275340801727629 0.110973301129317 0.108589192181578 0.174326065536495 0.168375937547834 0.0961738407153254 0.100045020259117 0.223868663717286 0.157203624930645 0.163822947576657 0.157770765743745 0.155534249493981 0.136623000884031 0.139424922710097 0.135827475277017 0.153301886792453 0.184010459541911 0.133758929928561 0.250809906991326 0.0731323132313231 0.0795959817752649 0.0690387679235263 0.0677803915314381 0.0884653276232985
"теперь" 0.137713384019509 0.135110790848496 0.162907028000843 0.0976543426886194 0.167311723915498 0.0842610560719028 0.0925416437396829 0.103347449082476 0.132128893083457 0.134870346336871 0.186259954109866 0.115325195291251 0.159689988502321 0.106111518152649 0.140313281289862 0.17935121646912 0.115051773297984 0.143915569532541 0.147956352875902 0.19782393669634 0.153326518821386 0.176840311068499 0.172787912882745 0.183879245893027 0.150125104253545 0.143194070080863 0.0629509466853905 0.0942392460860313 0.0522520639565263 0.132200720072007 0.205851677004995 0.193839617631439 0.181412224392967 0.182962382130004
"была" 0.13197532635203 0.103584939650513 0.0536634915767484 0.0898419952735298 0.0745847443960651 0.140435093453171 0.155069781401631 0.0907441016333938 0.175273021437239 0.165407028526351 0.172762855985963 0.113149248210284 0.180981986969297 0.166746671382734 0.173478238685647 0.124766063630692 0.16757540893402 0.282500932786099 0.147956352875902 0.188550939663699 0.106661926136616 0.108660914030042 0.146668809772563 0.0969912505809372 0.152508042416299 0.247641509433962 0.154956176456346 0.191518467852257 0.2978367645522 0.120949594959496 0.0960641159356645 0.0690387679235263 0.0897093417327858 0.100528781390112
"где" 0.106154066848372 0.101333093136372 0.116909749506488 0.105466690103709 0.090711175616836 0.107241344091513 0.147566404882197 0.146198830409357 0.194148577592018 0.193398987200041 0.15926575786206 0.161020083991557 0.132010390495252 0.166746671382734 0.140313281289862 0.148159700561447 0.16757540893402 0.101273919300677 0.0786018124653227 0.19164193867458 0.204435358428514 0.132097581762011 0.14265048621715 0.147507526925175 0.11199809364947 0.101078167115903 0.174325698513389 0.13983888128895 0.114954540704358 0.106885688568857 0.0878300488554647 0.16728624535316 0.0976835054423667 0.160846050224179
"него" 0.140582412853249 0.180147721131328 0.0939111102593097 0.0820296478584403 0.0604741170778907 0.0919211520784394 0.0550247611425141 0.0705787457148619 0.172576513415127 0.188309540168461 0.178161695235524 0.152316295667689 0.200144785589575 0.156640812511053 0.214296647788152 0.205344146392181 0.192586663998799 0.15990618836949 0.12021453671167 0.114366963402572 0.0755521976801031 0.0596569724086503 0.110503897773849 0.123259714279941 0.121529846300489 0.222371967654987 0.314754733426953 0.133758929928561 0.203783049430453 0.106885688568857 0.131745073283197 0.111524163568773 0.0976835054423667 0.0985182057623098
"со" 0.143451441686989 0.117096018735363 0.111160089694693 0.101560516396164 0.0806321561038542 0.176182208150342 0.147566404882197 0.148719499899173 0.121342860995011 0.11196783469476 0.110676204616008 0.104445459886416 0.112847591874973 0.149061418357293 0.150517883565488 0.17935121646912 0.162573157921064 0.0799530941847449 0.110967264656926 0.0896389713155292 0.199991111506155 0.16618728028124 0.152696295105682 0.135383620602558 0.157273918741809 0.109501347708895 0.232434264684519 0.188478492172063 0.177657017452189 0.109698469846985 0.0823406708019981 0.151354221986192 0.105657669151948 0.136719142690552
"под" 0.163534643523167 0.222932804900018 0.0958276635299078 0.17187164313197 0.133043057571359 0.117454805433561 0.140063028362763 0.0932647711232103 0.126735877039234 0.1272361757895 0.16196517748684 0.187131448963161 0.166077588042414 0.192011318561936 0.18623399153018 0.155957579538366 0.207593417037667 0.058632269068813 0.152579988903274 0.126730959446093 0.148882271899027 0.0980078832427826 0.0683115004420156 0.08486734425832 0.088168712021923 0.0758086253369272 0.116217132342259 0.17327861377109 0.0679276831434842 0.0759450945094509 0.115276939122797 0.151354221986192 0.111638291934133 0.154814323340772
"кто" 0.120499211017071 0.164384795532337 0.0996607700711041 0.144528427179157 0.137074665376552 0.102134613420488 0.057525886648992 0.0756200846944949 0.102467304840232 0.157772857978981 0.167364016736402 0.150140348586722 0.170335987735809 0.0934791945630479 0.176029389254554 0.148159700561447 0.117552898804462 0.127924950695592 0.110967264656926 0.19473293768546 0.117772543442514 0.108660914030042 0.0863939564413727 0.137404271656328 0.10723221732396 0.0926549865229111 0.111374751827999 0.103359173126615 0.109729334308705 0.120949594959496 0.183894164791129 0.207116303770579 0.161476815119014 0.154814323340772
"при" 0.0631186343422751 0.0833183210232391 0.168656687812638 0.181637077400832 0.131027253668763 0.201715861505464 0.187584412985844 0.219298245614035 0.0566266684643387 0.10942311117897 0.0863814279929815 0.174075766477359 0.138397990035345 0.136429094767692 0.132659829583142 0.142961114576835 0.117552898804462 0.085283300463728 0.0739781764379508 0.0710929772502473 0.128883160748411 0.176840311068499 0.0803664711082536 0.0828466932045505 0.231145001787204 0.210579514824798 0.125901893370781 0.133758929928561 0.0783780959347894 0.09000900090009 0.0933194269089312 0.079660116834838 0.0717674733862286 0.0764018738564851
"несколько" 0.0229522306699182 0.022518465141416 0.0900780037181134 0.0781234741508955 0.0423318819545235 0.153201920130732 0.145065279375719 0.120992135511192 0.167183497370905 0.11705728172634 0.0755837494938588 0.0935657244815806 0.117105991568369 0.141482024203532 0.137762130720955 0.132563942607611 0.165074283427542 0.15990618836949 0.106343628629554 0.0927299703264095 0.13554953113195 0.149142431021626 0.208952824881459 0.157610782194023 0.121529846300489 0.139824797843666 0.17916807902765 0.167198662410701 0.109729334308705 0.0731323132313231 0.200362298951529 0.151354221986192 0.139547864917667 0.188994109013411
"вам" 0.117630182183331 0.0472887767969735 0.113076642965291 0.128903732348978 0.0947427834220287 0.0740475947298539 0.0850382672202491 0.166364186327889 0.140218417149791 0.0712522584421203 0.0647860709947361 0.150140348586722 0.193757186049483 0.131376165331851 0.150517883565488 0.11956747764608 0.105047271272072 0.223868663717286 0.272794525614944 0.0741839762611276 0.0644415803742056 0.0276978800468733 0.0843847946636663 0.0929499484733981 0.221613249136185 0.158355795148248 0.111374751827999 0.10031919744642 0.0888285087260947 0.340346534653465 0.0576384695613987 0.0876261285183218 0.187392847175153 0.203068138408026
"себя" 0.0975469803471525 0.0968294001080886 0.1034938766123 0.0878889084197574 0.120948234155781 0.135328362782147 0.115051773297984 0.108388788062109 0.145611433194014 0.152683410947401 0.12147388311513 0.171899819396392 0.185240386662692 0.194537783279856 0.176029389254554 0.135163235599917 0.142564153869241 0.085283300463728 0.152579988903274 0.0741839762611276 0.13332740767077 0.127836369447108 0.094430603552198 0.111135807957324 0.145359227928035 0.131401617250674 0.0726357077139122 0.145918832649339 0.104504127913053 0.199707470747075 0.071361914695065 0.111524163568773 0.091702882660181 0.102539357017914
"того" 0.103285038014632 0.130607097820213 0.0939111102593097 0.119138298080116 0.090711175616836 0.201715861505464 0.18008103646641 0.156281508368623 0.124039369017123 0.134870346336871 0.129572141989472 0.104445459886416 0.0958139931013925 0.176852530254415 0.145415582427675 0.142961114576835 0.115051773297984 0.042641650231864 0.0462363602737193 0.0525469831849654 0.106661926136616 0.119313944817301 0.182833721771277 0.163672735355332 0.207315620159657 0.154986522911051 0.116217132342259 0.0851193190454476 0.0783780959347894 0.126575157515752 0.071361914695065 0.0743494423791822 0.0697739324588334 0.0985182057623098
"без" 0.12910629751829 0.175644028103044 0.12457596258888 0.111325950665026 0.100790195129818 0.132774997446635 0.150067530388675 0.120992135511192 0.115949844950789 0.12469145227371 0.105277365366446 0.0674543595099767 0.0851679938679044 0.138955559485612 0.0918414204806368 0.0753794967768767 0.102546145765595 0.10660412557966 0.0970963565748104 0.136003956478734 0.126661037287232 0.115052732502397 0.134613839106325 0.135383620602558 0.133444537114262 0.160040431266846 0.116217132342259 0.0942392460860313 0.0888285087260947 0.149077407740774 0.0960641159356645 0.130111524163569 0.137554323990272 0.148782596457366
"отвечал" 0.0545115478410558 0.0472887767969735 0.262567798071947 0.128903732348978 0.114900822447992 0.130221632111122 0.0750337651943375 0.0756200846944949 0.1186463529729 0.0559839173473802 0.0215953569982454 0.0892138303196466 0.0702635949410212 0.0581086885121649 0.0433695596714118 0.0753794967768767 0.0625281376619479 0.207878044880337 0.184945441094877 0.0556379821958457 0.171103506510822 0.134228187919463 0.168769589327333 0.141445573763867 0.14774216609079 0.0640161725067386 0.227591884170258 0.279677762577899 0.167206604660884 0.0843834383438344 0.189383542844596 0.215082315454063 0.123599537498505 0.142750869573959
"один" 0.0918089226796729 0.094577553593947 0.12457596258888 0.0976543426886194 0.090711175616836 0.0740475947298539 0.147566404882197 0.0806614236741278 0.1186463529729 0.11451255821055 0.186259954109866 0.104445459886416 0.108589192181578 0.101058588716809 0.127557528445329 0.11956747764608 0.127557400830374 0.0799530941847449 0.138709080821158 0.173095944609298 0.122216790364873 0.14275061254927 0.146668809772563 0.163672735355332 0.14774216609079 0.0707547169811321 0.0581085661711297 0.0790393676850585 0.0731528895391368 0.0956345634563456 0.145468518416863 0.169941582580988 0.115625373788924 0.128676840179343
"будет" 0.0918089226796729 0.0743109349666727 0.109243536424095 0.138669166617839 0.151185292694727 0.0510673067102441 0.0800360162072933 0.0453720508166969 0.102467304840232 0.0992442171158104 0.151167498987718 0.106621406967383 0.134139590341949 0.0833733356913671 0.122455227307516 0.0883759617384072 0.0550247611425141 0.085283300463728 0.138709080821158 0.0803659742828882 0.13332740767077 0.134228187919463 0.136623000884031 0.143466224817636 0.133444537114262 0.146563342318059 0.106532371313738 0.151998784009728 0.114954540704358 0.171579657965797 0.156447274523796 0.130111524163569 0.197360551812129 0.0884653276232985
"нас" 0.12623726868455 0.103584939650513 0.147574601836058 0.13085681920275 0.173359135623287 0.099581248084976 0.255114801660747 0.126033474490825 0.0431441283537819 0.0229025116421101 0.0377918747469294 0.0674543595099767 0.0489715964740451 0.0429499002046436 0.112250625031889 0.0857766687461011 0.0850382672202491 0.069292681626779 0.124838172739042 0.0865479723046489 0.184436247277899 0.144881218706722 0.0863939564413727 0.0444543231829295 0.131061598951507 0.0758086253369272 0.0871628492566946 0.231038151694786 0.0783780959347894 0.137826282628263 0.101553493989131 0.164630908125332 0.225270124795662 0.201057562780224
"вас" 0.12623726868455 0.0517924698252567 0.105410429882899 0.166012382570653 0.0987743912272214 0.0459605760392197 0.0900405182332049 0.178967533776971 0.0889847647296751 0.0992442171158104 0.0647860709947361 0.10879735404835 0.157560788655623 0.128849700613931 0.102046022756263 0.0961738407153254 0.0800360162072933 0.181227013485422 0.2635472535602 0.058728981206726 0.0422203457624106 0.0298284862043251 0.0723298239974283 0.0626401826668553 0.145359227928035 0.154986522911051 0.154956176456346 0.121599027207782 0.0679276831434842 0.286903690369037 0.0439150244277323 0.108868826340945 0.193373469957338 0.205078714035828
"есть" 0.163534643523167 0.164384795532337 0.0747455775533281 0.0996074295423918 0.102805999032414 0.142988458788683 0.152568655895153 0.166364186327889 0.191452069569907 0.190854263684251 0.140369820488595 0.0609265182670757 0.0447131967806498 0.0530557590763245 0.0790856676361039 0.057184445830734 0.06002701215547 0.0959437130216939 0.189569077122249 0.111275964391691 0.124438913826052 0.108660914030042 0.140641324439444 0.165693386409101 0.0714881448826403 0.0387466307277628 0.0581085661711297 0.0151998784009728 0.0470268575608737 0.208145814581458 0.15919196355053 0.108868826340945 0.157489733264224 0.162856625851981
"время" 0.051642519007316 0.0540443163393983 0.118826302777086 0.0996074295423918 0.118932430253185 0.140435093453171 0.12005402431094 0.113430127041742 0.159093973304571 0.180675369621091 0.134970981239034 0.113149248210284 0.108589192181578 0.111164447588489 0.140313281289862 0.10657101268455 0.127557400830374 0.0906135067427109 0.064730904383207 0.0556379821958457 0.126661037287232 0.178970917225951 0.112513059551555 0.133362969548789 0.135827475277017 0.160040431266846 0.125901893370781 0.0972792217662259 0.151530985473926 0.101260126012601 0.0850853598287314 0.0610727562400425 0.0757545552410191 0.0824336007398918
"который" 0.0946779515134127 0.0810664745090975 0.111160089694693 0.0976543426886194 0.10482180293501 0.120008170769074 0.155069781401631 0.181488203266788 0.113253336928677 0.10433366414739 0.0890808476177622 0.102269512805449 0.0830387940212068 0.101058588716809 0.0969437216184499 0.0935745477230193 0.087539392726727 0.149245775811524 0.101719992602182 0.188550939663699 0.0844406915248211 0.08309364014062 0.0582656915534839 0.131342318495019 0.135827475277017 0.1044474393531 0.0629509466853905 0.0911992704058368 0.0522520639565263 0.0759450945094509 0.211341055058462 0.159320233669676 0.123599537498505 0.168888352735388
"может" 0.137713384019509 0.0585480093676815 0.118826302777086 0.0761703872971231 0.0665215287856797 0.0357471146971709 0.0825371417137712 0.0478927203065134 0.105163812862343 0.12469145227371 0.0944796868673235 0.104445459886416 0.157560788655623 0.133902630049771 0.142864431858768 0.124766063630692 0.0850382672202491 0.15990618836949 0.161827260958017 0.120548961424332 0.0955513088307186 0.110791520187493 0.132604677328618 0.115177110064863 0.166805671392827 0.143194070080863 0.0484238051426081 0.0486396108831129 0.0731528895391368 0.177205220522052 0.0823406708019981 0.0876261285183218 0.173438060683386 0.154814323340772
"себе" 0.0946779515134127 0.0923257070798054 0.0709124710121318 0.0820296478584403 0.0665215287856797 0.112348074762537 0.130058526336852 0.108388788062109 0.115949844950789 0.249382904547421 0.0836820083682008 0.126204930696085 0.132010390495252 0.103585053434729 0.109699474462983 0.132563942607611 0.152568655895153 0.122594744416609 0.0878490845200666 0.108184965380811 0.0688858272965646 0.119313944817301 0.088403118219079 0.0767847400432419 0.116763969974979 0.153301886792453 0.130744273885042 0.142878856969144 0.141080572682621 0.253150315031503 0.0741066037217983 0.0504514073287307 0.0956899645149715 0.0643384200896717
"между" 0.146320470520729 0.141866330390921 0.113076642965291 0.119138298080116 0.12699564586357 0.160862016137269 0.185083287479366 0.163843516838072 0.102467304840232 0.12214672875792 0.110676204616008 0.104445459886416 0.0809095941745092 0.146534953639372 0.114801775600796 0.103971719692244 0.0800360162072933 0.138585363253558 0.12021453671167 0.126730959446093 0.0511088396071286 0.0852242462980718 0.0602748533311902 0.0282891147527733 0.138210413439771 0.203840970350404 0.184010459541911 0.109439124487004 0.125404953495663 0.129387938793879 0.0411703354009991 0.0557620817843866 0.0378772776205095 0.042222088183847
"тем" 0.114761153349591 0.0968294001080886 0.0689959177415336 0.0917950821273022 0.0786163522012579 0.104687978756 0.10754839677855 0.131074813470458 0.142914925171902 0.13741506985266 0.0944796868673235 0.10879735404835 0.0745219946344164 0.144008488921452 0.10459717332517 0.129964649615305 0.115051773297984 0.117264538137626 0.0970963565748104 0.0803659742828882 0.0711079507577441 0.0873548524555236 0.132604677328618 0.103053203742246 0.116763969974979 0.205525606469003 0.116217132342259 0.0851193190454476 0.104504127913053 0.216584158415842 0.071361914695065 0.0451407328730749 0.0438579004026953 0.050264390695056
"ж" 0.051642519007316 0.114844172221221 0.0402476186825613 0.0292963028065858 0.034268666344138 0.0561740373812685 0.0450202591166025 0.0504133897963299 0.231899689901577 0.134870346336871 0.0917802672425429 0.252409861392171 0.198015585742878 0.133902630049771 0.142864431858768 0.142961114576835 0.117552898804462 0.0906135067427109 0.0462363602737193 0.0247279920870425 0.0577752099906671 0.0426121231490359 0.166760427549626 0.0585988805593162 0.0190635053020374 0.0471698113207547 0.0581085661711297 0.075999392004864 0.0940537151217473 0.157515751575158 0.13448976230993 0.172596919808816 0.195367010884733 0.184972957757806
"чтобы" 0.154927557021948 0.15537740947577 0.00574965981179447 0.0156246948301791 0.028221254636349 0.086814421407415 0.0125056275323896 0.0327687033676144 0.199541593636241 0.254472351579001 0.372519908219733 0.237178231825402 0.255503981603713 0.214749501023218 0.191336292667993 0.241734248284467 0.18008103646641 0.0799530941847449 0.0231181801368596 0.0618199802176063 0.104439802675437 0.138489400234367 0.102467250663023 0.103053203742246 0.0571905159061122 0.0320080862533693 0.00484238051426081 0.0182398540811674 0.0261260319782631 0.00843834383438344 0.00823406708019981 0.0079660116834838 0.0139547864917667 0.0100528781390112
"всех" 0.12336823985081 0.105836786164655 0.114993196235889 0.132809906056522 0.159248508305112 0.12766826677561 0.175078785453454 0.148719499899173 0.105163812862343 0.190854263684251 0.237548926980699 0.0522227299432078 0.0702635949410212 0.0581086885121649 0.048471860809225 0.0779787897691828 0.100045020259117 0.101273919300677 0.0462363602737193 0.0525469831849654 0.0577752099906671 0.0894854586129754 0.076348147552841 0.0969912505809372 0.104849279161206 0.0876010781671159 0.0677933271996514 0.0455996352029184 0.0574772703521789 0.0731323132313231 0.060383158588132 0.151354221986192 0.101670587297157 0.112592235156925
"своего" 0.0545115478410558 0.0720590884525311 0.105410429882899 0.0996074295423918 0.100790195129818 0.0919211520784394 0.135060777349807 0.0882234321435773 0.0458406363758932 0.0356261292210601 0.0782831691186395 0.176251713558326 0.15117318911553 0.164220206664814 0.140313281289862 0.174152630484508 0.220099044570057 0.047971856510847 0.0277418161642316 0.0803659742828882 0.0799964446024621 0.110791520187493 0.076348147552841 0.080826042150781 0.0714881448826403 0.0960242587601078 0.125901893370781 0.0607995136038912 0.130630159891316 0.09000900090009 0.0988088049623978 0.111524163568773 0.0837287189506001 0.0804230251120896
"свою" 0.106154066848372 0.108088632678797 0.0670793644709355 0.0781234741508955 0.0483792936623125 0.0919211520784394 0.0825371417137712 0.0579753982657794 0.0566266684643387 0.0610733643789602 0.0971791064921042 0.171899819396392 0.166077588042414 0.108637982870569 0.102046022756263 0.137762528592223 0.130058526336852 0.0959437130216939 0.0739781764379508 0.166913946587537 0.0777743211412826 0.112922126344945 0.0703206622197219 0.0868879953120896 0.0762540212081497 0.111185983827493 0.0968476102852162 0.103359173126615 0.193332636639147 0.112511251125113 0.137234451336664 0.0849707912904939 0.111638291934133 0.0884653276232985
"более" 0.0889398938459331 0.0765627814808143 0.086244897176917 0.13085681920275 0.0987743912272214 0.122561536104586 0.145065279375719 0.171405525307522 0.0916812727517864 0.10687838766318 0.0593872317451748 0.102269512805449 0.102201592641485 0.126323235896011 0.0867391193428236 0.11956747764608 0.0975438947526387 0.069292681626779 0.0462363602737193 0.0989119683481701 0.124438913826052 0.149142431021626 0.094430603552198 0.0990119016347067 0.133444537114262 0.119609164420485 0.0435814246283473 0.0547195622435021 0.114954540704358 0.165954095409541 0.0494044024811989 0.0477960701009028 0.0318966548383238 0.0603172688340672
"сам" 0.103285038014632 0.119347865249505 0.107326983153497 0.111325950665026 0.10482180293501 0.0944745174139516 0.110049522285028 0.0932647711232103 0.151004449238236 0.180675369621091 0.0971791064921042 0.0892138303196466 0.0723927947877188 0.0631616179480054 0.0816368182050105 0.122166770638386 0.0825371417137712 0.063962475347796 0.0508599963010912 0.0649109792284867 0.0755521976801031 0.108660914030042 0.148677971550269 0.123259714279941 0.0929345883474324 0.0977088948787062 0.106532371313738 0.0881592947256422 0.0731528895391368 0.0984473447344734 0.115276939122797 0.079660116834838 0.0737610143136239 0.0764018738564851
"ей" 0.077463778510974 0.0540443163393983 0.0268317457883742 0.0234370422452686 0.0241896468311563 0.0612807680522929 0.0675303886749037 0.0655374067352289 0.0889847647296751 0.0432602997684302 0.0809825887434202 0.195835237287029 0.229953583443342 0.131376165331851 0.119904076738609 0.0987731337076315 0.110049522285028 0.15990618836949 0.231181801368596 0.0865479723046489 0.0355539753788721 0.0553957600937467 0.076348147552841 0.0626401826668553 0.166805671392827 0.368935309973046 0.17916807902765 0.13983888128895 0.203783049430453 0.0562556255625563 0.0548937805346654 0.0292087095061073 0.0438579004026953 0.0241269075336269
"своей" 0.0918089226796729 0.117096018735363 0.0900780037181134 0.0820296478584403 0.0665215287856797 0.0944745174139516 0.0975438947526387 0.0579753982657794 0.0728057165970069 0.0712522584421203 0.0593872317451748 0.150140348586722 0.138397990035345 0.123796771178091 0.0816368182050105 0.142961114576835 0.117552898804462 0.122594744416609 0.101719992602182 0.151458951533136 0.0799964446024621 0.121444550974752 0.08237563288596 0.0707227868819334 0.081019897533659 0.111185983827493 0.116217132342259 0.0577595379236966 0.141080572682621 0.104072907290729 0.0933194269089312 0.0849707912904939 0.1255930784259 0.0723807226008806
