Source,Target,Weight,Type
bestuzhev_fregat,bestuzhev_mulla,6,undirected
bestuzhev_fregat,gogol_mertvye_b2,1,undirected
bestuzhev_fregat,lermontov_mary,2,undirected
bestuzhev_fregat,lermontov_vadim,3,undirected
bestuzhev_fregat,narezhnyy_zhilblaz_b1,4,undirected
bestuzhev_fregat,narezhnyy_zhilblaz_b2,1,undirected
bestuzhev_fregat,saltykov_protivorechiya,1,undirected
bestuzhev_mulla,bestuzhev_fregat,6,undirected
bestuzhev_mulla,gogol_taras,2,undirected
bestuzhev_mulla,lazhechnikov_posledniy_b2,2,undirected
bestuzhev_mulla,lazhechnikov_posledniy_b3,1,undirected
bestuzhev_mulla,lermontov_vadim,1,undirected
bulgarin_dimitriy_b1,bulgarin_dimitriy_b2,4,undirected
bulgarin_dimitriy_b1,bulgarin_dimitriy_b3,5,undirected
bulgarin_dimitriy_b1,narezhnyy_bursak_b1,2,undirected
bulgarin_dimitriy_b1,narezhnyy_bursak_b2,1,undirected
bulgarin_dimitriy_b2,bulgarin_dimitriy_b1,4,undirected
bulgarin_dimitriy_b2,bulgarin_dimitriy_b3,6,undirected
bulgarin_dimitriy_b2,bulgarin_vyzhigin_b1,1,undirected
bulgarin_dimitriy_b2,bulgarin_vyzhigin_b2,1,undirected
bulgarin_dimitriy_b2,bulgarin_vyzhigin_b3,2,undirected
bulgarin_dimitriy_b3,bulgarin_dimitriy_b1,5,undirected
bulgarin_dimitriy_b3,bulgarin_dimitriy_b2,6,undirected
bulgarin_dimitriy_b3,narezhnyy_bursak_b1,1,undirected
bulgarin_vyzhigin_b1,bulgarin_dimitriy_b2,1,undirected
bulgarin_vyzhigin_b1,bulgarin_vyzhigin_b2,4,undirected
bulgarin_vyzhigin_b1,bulgarin_vyzhigin_b3,5,undirected
bulgarin_vyzhigin_b2,bulgarin_dimitriy_b2,1,undirected
bulgarin_vyzhigin_b2,bulgarin_vyzhigin_b1,4,undirected
bulgarin_vyzhigin_b2,bulgarin_vyzhigin_b3,6,undirected
bulgarin_vyzhigin_b3,bulgarin_dimitriy_b2,2,undirected
bulgarin_vyzhigin_b3,bulgarin_vyzhigin_b1,5,undirected
bulgarin_vyzhigin_b3,bulgarin_vyzhigin_b2,6,undirected
gogol_mertvye_b1,gogol_mertvye_b2,6,undirected
gogol_mertvye_b1,gogol_taras,5,undirected
gogol_mertvye_b1,lermontov_ligovskaya,1,undirected
gogol_mertvye_b2,bestuzhev_fregat,1,undirected
gogol_mertvye_b2,gogol_mertvye_b1,6,undirected
gogol_mertvye_b2,gogol_taras,3,undirected
gogol_taras,bestuzhev_mulla,2,undirected
gogol_taras,gogol_mertvye_b1,5,undirected
gogol_taras,gogol_mertvye_b2,3,undirected
lazhechnikov_ledyanoy_b1,lazhechnikov_ledyanoy_b2,6,undirected
lazhechnikov_ledyanoy_b1,lazhechnikov_posledniy_b1,2,undirected
lazhechnikov_ledyanoy_b1,lazhechnikov_posledniy_b2,4,undirected
lazhechnikov_ledyanoy_b1,lazhechnikov_posledniy_b3,2,undirected
lazhechnikov_ledyanoy_b2,lazhechnikov_ledyanoy_b1,6,undirected
lazhechnikov_ledyanoy_b2,lazhechnikov_posledniy_b2,1,undirected
lazhechnikov_ledyanoy_b2,lazhechnikov_posledniy_b3,2,undirected
lazhechnikov_posledniy_b1,lazhechnikov_ledyanoy_b1,2,undirected
lazhechnikov_posledniy_b1,lazhechnikov_posledniy_b2,4,undirected
lazhechnikov_posledniy_b1,lazhechnikov_posledniy_b3,1,undirected
lazhechnikov_posledniy_b1,lazhechnikov_posledniy_b4,1,undirected
lazhechnikov_posledniy_b1,pogorelskiy_monastyrka,1,undirected
lazhechnikov_posledniy_b2,bestuzhev_mulla,2,undirected
lazhechnikov_posledniy_b2,lazhechnikov_ledyanoy_b1,4,undirected
lazhechnikov_posledniy_b2,lazhechnikov_ledyanoy_b2,1,undirected
lazhechnikov_posledniy_b2,lazhechnikov_posledniy_b1,4,undirected
lazhechnikov_posledniy_b2,lazhechnikov_posledniy_b3,5,undirected
lazhechnikov_posledniy_b2,lazhechnikov_posledniy_b4,2,undirected
lazhechnikov_posledniy_b3,bestuzhev_mulla,1,undirected
lazhechnikov_posledniy_b3,lazhechnikov_ledyanoy_b1,2,undirected
lazhechnikov_posledniy_b3,lazhechnikov_ledyanoy_b2,2,undirected
lazhechnikov_posledniy_b3,lazhechnikov_posledniy_b1,1,undirected
lazhechnikov_posledniy_b3,lazhechnikov_posledniy_b2,5,undirected
lazhechnikov_posledniy_b3,lazhechnikov_posledniy_b4,6,undirected
lazhechnikov_posledniy_b3,pushkin_povesti,1,undirected
lazhechnikov_posledniy_b4,lazhechnikov_posledniy_b1,1,undirected
lazhechnikov_posledniy_b4,lazhechnikov_posledniy_b2,2,undirected
lazhechnikov_posledniy_b4,lazhechnikov_posledniy_b3,6,undirected
lazhechnikov_posledniy_b4,pushkin_dubrovsky,1,undirected
lermontov_ligovskaya,gogol_mertvye_b1,1,undirected
lermontov_ligovskaya,lermontov_mary,3,undirected
lermontov_ligovskaya,lermontov_vadim,4,undirected
lermontov_ligovskaya,pogorelskiy_dvoynik,3,undirected
lermontov_ligovskaya,pogorelskiy_monastyrka,3,undirected
lermontov_mary,bestuzhev_fregat,2,undirected
lermontov_mary,lermontov_ligovskaya,3,undirected
lermontov_mary,pogorelskiy_dvoynik,1,undirected
lermontov_mary,saltykov_protivorechiya,2,undirected
lermontov_vadim,bestuzhev_fregat,3,undirected
lermontov_vadim,bestuzhev_mulla,1,undirected
lermontov_vadim,lermontov_ligovskaya,4,undirected
narezhnyy_bursak_b1,bulgarin_dimitriy_b1,2,undirected
narezhnyy_bursak_b1,bulgarin_dimitriy_b3,1,undirected
narezhnyy_bursak_b1,narezhnyy_bursak_b2,6,undirected
narezhnyy_bursak_b1,narezhnyy_zhilblaz_b1,1,undirected
narezhnyy_bursak_b1,narezhnyy_zhilblaz_b2,4,undirected
narezhnyy_bursak_b1,pushkin_kapitanskaya,3,undirected
narezhnyy_bursak_b2,bulgarin_dimitriy_b1,1,undirected
narezhnyy_bursak_b2,narezhnyy_bursak_b1,6,undirected
narezhnyy_bursak_b2,narezhnyy_zhilblaz_b2,3,undirected
narezhnyy_bursak_b2,pogorelskiy_dvoynik,1,undirected
narezhnyy_zhilblaz_b1,bestuzhev_fregat,4,undirected
narezhnyy_zhilblaz_b1,narezhnyy_bursak_b1,1,undirected
narezhnyy_zhilblaz_b1,narezhnyy_zhilblaz_b2,6,undirected
narezhnyy_zhilblaz_b2,bestuzhev_fregat,1,undirected
narezhnyy_zhilblaz_b2,narezhnyy_bursak_b1,4,undirected
narezhnyy_zhilblaz_b2,narezhnyy_bursak_b2,3,undirected
narezhnyy_zhilblaz_b2,narezhnyy_zhilblaz_b1,6,undirected
narezhnyy_zhilblaz_b2,pogorelskiy_dvoynik,2,undirected
pogorelskiy_dvoynik,lermontov_ligovskaya,3,undirected
pogorelskiy_dvoynik,lermontov_mary,1,undirected
pogorelskiy_dvoynik,narezhnyy_bursak_b2,1,undirected
pogorelskiy_dvoynik,narezhnyy_zhilblaz_b2,2,undirected
pogorelskiy_dvoynik,pogorelskiy_monastyrka,6,undirected
pogorelskiy_monastyrka,lazhechnikov_posledniy_b1,1,undirected
pogorelskiy_monastyrka,lermontov_ligovskaya,3,undirected
pogorelskiy_monastyrka,pogorelskiy_dvoynik,6,undirected
pushkin_dubrovsky,lazhechnikov_posledniy_b4,1,undirected
pushkin_dubrovsky,pushkin_kapitanskaya,3,undirected
pushkin_dubrovsky,pushkin_povesti,6,undirected
pushkin_kapitanskaya,narezhnyy_bursak_b1,3,undirected
pushkin_kapitanskaya,pushkin_dubrovsky,3,undirected
pushkin_kapitanskaya,pushkin_povesti,4,undirected
pushkin_povesti,lazhechnikov_posledniy_b3,1,undirected
pushkin_povesti,pushkin_dubrovsky,6,undirected
pushkin_povesti,pushkin_kapitanskaya,4,undirected
saltykov_protivorechiya,bestuzhev_fregat,1,undirected
saltykov_protivorechiya,lermontov_mary,2,undirected
saltykov_protivorechiya,zagoskin_roslavlev_b1,3,undirected
zagoskin_miloslavskiy_b1,zagoskin_miloslavskiy_b2,5,undirected
zagoskin_miloslavskiy_b1,zagoskin_roslavlev_b1,3,undirected
zagoskin_miloslavskiy_b1,zagoskin_roslavlev_b2,2,undirected
zagoskin_miloslavskiy_b2,zagoskin_miloslavskiy_b1,5,undirected
zagoskin_miloslavskiy_b2,zagoskin_roslavlev_b1,3,undirected
zagoskin_miloslavskiy_b2,zagoskin_roslavlev_b2,5,undirected
zagoskin_roslavlev_b1,saltykov_protivorechiya,3,undirected
zagoskin_roslavlev_b1,zagoskin_miloslavskiy_b1,3,undirected
zagoskin_roslavlev_b1,zagoskin_miloslavskiy_b2,3,undirected
zagoskin_roslavlev_b1,zagoskin_roslavlev_b2,6,undirected
zagoskin_roslavlev_b2,zagoskin_miloslavskiy_b1,2,undirected
zagoskin_roslavlev_b2,zagoskin_miloslavskiy_b2,5,undirected
zagoskin_roslavlev_b2,zagoskin_roslavlev_b1,6,undirected
