"bestuzhev_fregat" "bestuzhev_mulla" "bulgarin_dimitriy_b1" "bulgarin_dimitriy_b2" "bulgarin_dimitriy_b3" "bulgarin_vyzhigin_b1" "bulgarin_vyzhigin_b2" "bulgarin_vyzhigin_b3" "gogol_mertvye_b1" "gogol_mertvye_b2" "gogol_taras" "lazhechnikov_ledyanoy_b1" "lazhechnikov_ledyanoy_b2" "lazhechnikov_posledniy_b1" "lazhechnikov_posledniy_b2" "lazhechnikov_posledniy_b3" "lazhechnikov_posledniy_b4" "lermontov_ligovskaya" "lermontov_mary" "lermontov_vadim" "narezhnyy_bursak_b1" "narezhnyy_bursak_b2" "narezhnyy_zhilblaz_b1" "narezhnyy_zhilblaz_b2" "pogorelskiy_dvoynik" "pogorelskiy_monastyrka" "pushkin_dubrovsky" "pushkin_kapitanskaya" "pushkin_povesti" "saltykov_protivorechiya" "zagoskin_miloslavskiy_b1" "zagoskin_miloslavskiy_b2" "zagoskin_roslavlev_b1" "zagoskin_roslavlev_b2"
"bestuzhev_fregat" 0 0.687909705012763 0.880261297651811 0.852831903603634 0.893983219928934 0.922122771441072 0.920395991771828 0.953552093874046 1.09160135270136 1.22262328364536 1.17682572818196 0.894204396376128 0.875869959199387 0.922193198739932 0.86786308893779 0.875355274951782 0.970339934772919 0.920355894541645 0.932834227425327 0.853269480444716 1.00486663174635 0.93831876518664 0.780426876555386 0.786835755673916 0.90027896383641 1.06023222032867 1.14921951150246 1.10543226134411 1.135597460998 1.25683713370363 1.23538057722752 1.03881444375137 1.07631133790767 0.917808257221243
"bestuzhev_mulla" 0.687909705012763 0 0.985487281288294 0.967904698149376 0.90794765918009 0.994996301195022 1.0468307353746 1.13680500887642 1.11024330137656 1.25706503468505 0.996946830453118 0.915048164861574 0.953818667424075 1.02662064425575 0.882328391282261 0.889876019853861 0.967032197352541 1.05449668916406 1.14930045637606 0.924716261999525 1.0230333150648 1.04819614307164 1.03883457338493 0.964669046474965 1.2226407174081 1.21347068888904 1.10516718386918 1.11913469531915 1.19776852872824 1.52348728300287 1.02999019641411 1.0362623428445 1.13716496599057 1.03811828248876
"bulgarin_dimitriy_b1" 0.880261297651811 0.985487281288294 0 0.66504467450061 0.579840250841164 0.940842357804496 0.816991400682767 0.880820462507669 1.38298862238572 1.47607681617413 1.37841159201996 1.05183095224178 1.1080858247986 1.17031915961209 0.97829271327626 0.905915046912915 1.0896544847236 1.21707226753562 1.13539417824593 1.09251053546199 0.768646593051473 0.775531494140972 0.947925309563244 0.825230671327321 0.906304956062906 1.21873991627531 1.15418238318252 0.959345482729952 1.16745025174916 1.54271342075971 1.1036292651856 0.931653515192364 1.11991564701649 1.01784766460272
"bulgarin_dimitriy_b2" 0.852831903603634 0.967904698149376 0.66504467450061 0 0.498549315677405 0.758408301073353 0.740439536238507 0.716359363866146 1.34958887122486 1.43489683094368 1.26497310486871 0.940811435898531 1.06297345908846 0.960582000923536 0.833848120625535 0.922047703520463 0.9932230092674 1.11923164087491 1.16681976154564 1.15528795907694 0.923123684765951 0.850165356319344 1.05426647001675 0.963357561980269 1.00456359098832 1.19238761179464 1.05242908187417 1.09851224412364 1.15818743891757 1.62191495806648 1.27483195487819 1.13719799109706 1.22959551120963 1.13657343707293
"bulgarin_dimitriy_b3" 0.893983219928934 0.90794765918009 0.579840250841164 0.498549315677405 0 0.901971733375402 0.903330984556223 0.892624732684049 1.26220629051582 1.31994711436578 1.16969333438571 1.00042924358981 1.06256691677958 1.15445679862319 0.919946219233804 0.974978138354625 1.0882344508393 1.15515116083855 1.10741980820662 1.06576992047985 0.873632460932341 0.905755115704744 1.04940007207724 0.894255855054211 1.12614159930316 1.27575744517581 1.12622972091486 1.03344322156097 1.17186123124923 1.51993712799635 1.05096502667885 0.945228046619088 1.10165003477007 1.04363514014662
"bulgarin_vyzhigin_b1" 0.922122771441072 0.994996301195022 0.940842357804496 0.758408301073353 0.901971733375402 0 0.601505651252244 0.587582167873698 1.29217083439648 1.37442538908415 1.27128190467172 1.02299982650198 1.1376620004255 0.949015632229496 0.924432768579697 0.974267209835595 0.907263652432358 1.06603217244305 1.23289516783526 1.20364690622421 0.840227664633817 0.784415932410256 1.04912504975915 0.918220375567408 0.88614290598448 1.17205129697117 0.995370884413783 1.10537629322907 1.06397648897749 1.6554916066868 1.48523099813206 1.36407529586234 1.49187526821683 1.30630258543358
"bulgarin_vyzhigin_b2" 0.920395991771828 1.0468307353746 0.816991400682767 0.740439536238507 0.903330984556223 0.601505651252244 0 0.538506007284945 1.35455947104079 1.40805331366482 1.33419911595328 1.13853268499456 1.19945890355844 1.03561843062004 0.9750177407511 0.98700897255645 1.0133599943661 1.20758086987573 1.16673394605627 1.1900102933549 0.88324824049193 0.786216383827441 0.982445889525483 0.861078924355649 0.924165611620003 1.25865318275335 1.16727244548942 1.09982280050787 1.21131404425604 1.54768307425895 1.45615284024885 1.2315252911447 1.39356176399013 1.14512604055842
"bulgarin_vyzhigin_b3" 0.953552093874046 1.13680500887642 0.880820462507669 0.716359363866146 0.892624732684049 0.587582167873698 0.538506007284945 0 1.34854348611186 1.41175311484108 1.37747824761523 1.12480010533393 1.22917721804757 1.05008521142314 1.0342867869402 1.05417764215846 1.03952374219038 1.14808392381158 1.19366235715308 1.25954900718045 0.979095139347193 0.955956085758088 1.01075529328901 0.902591539704311 0.860142740534218 1.1515935426969 1.17301588735485 1.10864883317403 1.21992463317408 1.51601264591087 1.51838336512895 1.34540267812077 1.39408358971584 1.19322160006779
"gogol_mertvye_b1" 1.09160135270136 1.11024330137656 1.38298862238572 1.34958887122486 1.26220629051582 1.29217083439648 1.35455947104079 1.34854348611186 0 0.597966698779881 0.972162317122003 1.14910579746325 1.26720426839931 1.23921236661943 1.14071509584742 1.26362671171738 1.31405800738078 1.08646885430601 1.26644884272195 1.24346480378197 1.28671133494881 1.40293376690463 1.09782575298685 1.13758146215057 1.33918411206192 1.29512692257673 1.33638531124071 1.28556095495005 1.32992618115807 1.48731910490103 1.3091902104438 1.23603955096534 1.28206676101865 1.15569287222054
"gogol_mertvye_b2" 1.22262328364536 1.25706503468505 1.47607681617413 1.43489683094368 1.31994711436578 1.37442538908415 1.40805331366482 1.41175311484108 0.597966698779881 0 0.997022652267191 1.30244969724468 1.35929581036092 1.30608071396952 1.26723930084612 1.38190765385384 1.48300059611532 1.25167157150083 1.41309343776311 1.34944230457424 1.43145588603837 1.4462100456746 1.27460607041967 1.22733511154797 1.40372255025189 1.34581797304543 1.4407647014677 1.52410209333332 1.39822079080597 1.52219030893768 1.55524056334055 1.45953383063498 1.44646075404504 1.36930789838713
"gogol_taras" 1.17682572818196 0.996946830453118 1.37841159201996 1.26497310486871 1.16969333438571 1.27128190467172 1.33419911595328 1.37747824761523 0.972162317122003 0.997022652267191 0 1.08522137696854 1.18627291096834 1.18577132912315 1.04166005859511 1.16107263738603 1.15472592142256 1.23298768276012 1.34218132831186 1.15687320680804 1.21718140525665 1.3306080113902 1.23818603802166 1.13920473382199 1.38762268889871 1.29927910024798 1.26314373475167 1.25903717307558 1.21921086997658 1.81542052452216 1.39600847611877 1.3035975427029 1.52319870146097 1.33235788118711
"lazhechnikov_ledyanoy_b1" 0.894204396376128 0.915048164861574 1.05183095224178 0.940811435898531 1.00042924358981 1.02299982650198 1.13853268499456 1.12480010533393 1.14910579746325 1.30244969724468 1.08522137696854 0 0.484997449171102 0.626552818790031 0.555041747004913 0.582192734263688 0.667038935859818 1.03577852459398 1.14242465338026 0.993615782613672 1.08681788474463 1.08882887756032 1.15800283486495 1.10864818254668 1.05815308750269 1.04987473103296 1.02013058025627 1.06869659277966 0.960584180468101 1.62267232197406 1.29331946244315 1.16616747250305 1.28506694176113 1.17818250216479
"lazhechnikov_ledyanoy_b2" 0.875869959199387 0.953818667424075 1.1080858247986 1.06297345908846 1.06256691677958 1.1376620004255 1.19945890355844 1.22917721804757 1.26720426839931 1.35929581036092 1.18627291096834 0.484997449171102 0 0.679636593646094 0.637151358830841 0.627924728378973 0.788504620649279 0.97838391234761 1.04812964197139 0.966457291691388 1.17461243427099 1.11996559205281 1.13394425936086 1.11340198989659 1.07280881322732 1.00719170024439 1.14380082175603 1.13222795656814 1.00210141404523 1.58211732055871 1.31285363483144 1.1763610608176 1.22908995077186 1.15005632828276
"lazhechnikov_posledniy_b1" 0.922193198739932 1.02662064425575 1.17031915961209 0.960582000923536 1.15445679862319 0.949015632229496 1.03561843062004 1.05008521142314 1.23921236661943 1.30608071396952 1.18577132912315 0.626552818790031 0.679636593646094 0 0.577887048046737 0.636062443702793 0.654347282894541 0.927245014536086 1.24716714546916 1.07448284881659 1.10539701950834 1.06345518596633 1.12308199371342 1.10970195019351 0.957622193692047 0.926057192927938 1.00115091839783 1.12554055323965 0.996910502617853 1.69932812080582 1.51318026362875 1.33185231709124 1.43109182132432 1.27939411052169
"lazhechnikov_posledniy_b2" 0.86786308893779 0.882328391282261 0.97829271327626 0.833848120625535 0.919946219233804 0.924432768579697 0.9750177407511 1.0342867869402 1.14071509584742 1.26723930084612 1.04166005859511 0.555041747004913 0.637151358830841 0.577887048046737 0 0.524545214535105 0.58281699438275 1.05181998364805 1.12121377698226 1.04798879490337 0.95079100037173 0.98174613521222 1.0481746005744 1.00462820567422 0.983696259050286 1.05063141936667 0.982090667352031 0.973611127588307 0.990980196495856 1.64654438113061 1.25269813495168 1.11823965199845 1.25092464611598 1.12722578476411
"lazhechnikov_posledniy_b3" 0.875355274951782 0.889876019853861 0.905915046912915 0.922047703520463 0.974978138354625 0.974267209835595 0.98700897255645 1.05417764215846 1.26362671171738 1.38190765385384 1.16107263738603 0.582192734263688 0.627924728378973 0.636062443702793 0.524545214535105 0 0.508339141893553 1.11396033850829 1.27208741598994 1.03407620036926 0.954624324596146 0.882885903702613 1.06626378290821 1.00939932721417 0.965076257940505 1.06390940537538 0.975417375980207 0.967685126353704 0.947604887551627 1.6873161858712 1.23467518778088 1.12140888469111 1.33612239040023 1.17044135187157
"lazhechnikov_posledniy_b4" 0.970339934772919 0.967032197352541 1.0896544847236 0.9932230092674 1.0882344508393 0.907263652432358 1.0133599943661 1.03952374219038 1.31405800738078 1.48300059611532 1.15472592142256 0.667038935859818 0.788504620649279 0.654347282894541 0.58281699438275 0.508339141893553 0 1.13677307259026 1.3205138991162 1.11648120964723 1.01678280983127 0.996609068877081 1.16567053572773 1.07942499182985 1.00809183228439 1.16024202485809 0.945143680240794 0.987252162603271 0.965820506170118 1.83441188303639 1.38208969826619 1.27360464133926 1.51387845947192 1.30549245387316
"lermontov_ligovskaya" 0.920355894541645 1.05449668916406 1.21707226753562 1.11923164087491 1.15515116083855 1.06603217244305 1.20758086987573 1.14808392381158 1.08646885430601 1.25167157150083 1.23298768276012 1.03577852459398 0.97838391234761 0.927245014536086 1.05181998364805 1.11396033850829 1.13677307259026 0 0.924574138745377 0.891342594569273 1.21370682919174 1.20165449000042 1.05542734800804 1.05722574979124 0.879880625084558 0.905997076397241 1.07594925453647 1.1656302018905 0.99133699888535 1.55639190911503 1.3410389252732 1.31829503551499 1.2494390459013 1.17290298491607
"lermontov_mary" 0.932834227425327 1.14930045637606 1.13539417824593 1.16681976154564 1.10741980820662 1.23289516783526 1.16673394605627 1.19366235715308 1.26644884272195 1.41309343776311 1.34218132831186 1.14242465338026 1.04812964197139 1.24716714546916 1.12121377698226 1.27208741598994 1.3205138991162 0.924574138745377 0 1.02974908096809 1.11765600261061 1.22139933669185 1.02849557218894 1.06122678406544 0.963425690898537 1.17657340893562 1.37141125287067 1.10671149946301 1.24410326169844 1.23946396053087 1.32598877079673 1.23834524294041 1.11090606330636 1.02557464321188
"lermontov_vadim" 0.853269480444716 0.924716261999525 1.09251053546199 1.15528795907694 1.06576992047985 1.20364690622421 1.1900102933549 1.25954900718045 1.24346480378197 1.34944230457424 1.15687320680804 0.993615782613672 0.966457291691388 1.07448284881659 1.04798879490337 1.03407620036926 1.11648120964723 0.891342594569273 1.02974908096809 0 1.10043522393282 1.13885413688673 1.04185271410425 0.965670592171597 1.12305187507106 1.20232866541369 1.25611143928391 1.25492419900175 1.11002338107445 1.62580828614143 1.11790598284923 1.014757491292 1.22293170474265 1.11176852839229
"narezhnyy_bursak_b1" 1.00486663174635 1.0230333150648 0.768646593051473 0.923123684765951 0.873632460932341 0.840227664633817 0.88324824049193 0.979095139347193 1.28671133494881 1.43145588603837 1.21718140525665 1.08681788474463 1.17461243427099 1.10539701950834 0.95079100037173 0.954624324596146 1.01678280983127 1.21370682919174 1.11765600261061 1.10043522393282 0 0.525957383141055 0.844763887095233 0.697424652939558 0.943825658682777 1.3503879088368 1.10671841388114 0.840804593551071 1.12190449482341 1.56418974348798 1.19033289169619 1.00731973182518 1.19702350228603 1.01147297001478
"narezhnyy_bursak_b2" 0.93831876518664 1.04819614307164 0.775531494140972 0.850165356319344 0.905755115704744 0.784415932410256 0.786216383827441 0.955956085758088 1.40293376690463 1.4462100456746 1.3306080113902 1.08882887756032 1.11996559205281 1.06345518596633 0.98174613521222 0.882885903702613 0.996609068877081 1.20165449000042 1.22139933669185 1.13885413688673 0.525957383141055 0 0.860736264425677 0.745457774263859 0.859133764060217 1.20875155707043 1.10704992211717 1.02532788839188 1.10030375409953 1.54570100298857 1.29776245385887 1.15937816817822 1.29041530912482 1.16308172375841
"narezhnyy_zhilblaz_b1" 0.780426876555386 1.03883457338493 0.947925309563244 1.05426647001675 1.04940007207724 1.04912504975915 0.982445889525483 1.01075529328901 1.09782575298685 1.27460607041967 1.23818603802166 1.15800283486495 1.13394425936086 1.12308199371342 1.0481746005744 1.06626378290821 1.16567053572773 1.05542734800804 1.02849557218894 1.04185271410425 0.844763887095233 0.860736264425677 0 0.475205923776832 0.887701370843501 1.13239336776476 1.14846437011152 1.02884419623312 1.13787793683428 1.33619046787422 1.15848782654697 1.04427898901576 1.04870932990011 0.947743147910386
"narezhnyy_zhilblaz_b2" 0.786835755673916 0.964669046474965 0.825230671327321 0.963357561980269 0.894255855054211 0.918220375567408 0.861078924355649 0.902591539704311 1.13758146215057 1.22733511154797 1.13920473382199 1.10864818254668 1.11340198989659 1.10970195019351 1.00462820567422 1.00939932721417 1.07942499182985 1.05722574979124 1.06122678406544 0.965670592171597 0.697424652939558 0.745457774263859 0.475205923776832 0 0.810726926730109 1.14845951301425 1.1577501081395 0.987000630325097 1.12877258069597 1.34458520155006 1.07026714640532 0.955922708968216 1.0748575825036 0.925583446468558
"pogorelskiy_dvoynik" 0.90027896383641 1.2226407174081 0.906304956062906 1.00456359098832 1.12614159930316 0.88614290598448 0.924165611620003 0.860142740534218 1.33918411206192 1.40372255025189 1.38762268889871 1.05815308750269 1.07280881322732 0.957622193692047 0.983696259050286 0.965076257940505 1.00809183228439 0.879880625084558 0.963425690898537 1.12305187507106 0.943825658682777 0.859133764060217 0.887701370843501 0.810726926730109 0 0.805188677818381 1.13904671912231 1.05504315284714 1.01600683569693 1.42364164384846 1.46488493306284 1.25686805141694 1.29458184621289 1.12087865935335
