"real_grigorovich" "real_krestovsky" "real_pisemsky" "real_pomyalovsky" "rom_bestuzhev" "rom_gogol" "rom_odoevsky" "rom_polevoy"
"по" 0.564021065096133 0.575162611418935 0.699975197729214 0.376361596641697 0.569149071321493 0.599101347978033 0.400919940328195 0.293950801918416
"за" 0.551556511171356 0.445675740785353 0.440929258412104 0.300365505012123 0.630129328963081 0.641345673796997 0.34808552958727 0.479603939972152
"это" 0.283568601788663 0.653456998313659 0.655882271888004 0.68034596315999 0.363340701781132 0.499251123315027 0.428891098955743 0.0670414109638492
"у" 0.573369480539715 0.334256805589015 0.600766114586491 0.535591502913183 0.31760550854994 0.422443258189639 0.167826951765291 0.505389098035171
"так" 0.548440372690162 0.427607805348109 0.42439441122165 0.571780117974885 0.31760550854994 0.487729943546219 0.292143212332173 0.34036408643185
"из" 0.495466018509863 0.397494579619369 0.394080524705818 0.246082582419571 0.449729400106715 0.430124044702178 0.487941322725012 0.407405497395699
"ты" 0.613879280795239 0.24090580582992 0.2149530134759 0.322078674049144 0.581853291663491 0.395560505395753 0.174042764793635 0.840596152854417
"же" 0.330310679006575 0.548060708263069 0.42439441122165 0.611587594542757 0.218512589882359 0.391720112139483 0.251740427647936 0.257851580630189
"она" 0.274220186345081 0.644423030595037 0.551161573015129 0.521116056888503 0.226135122087557 0.234263988632436 0.282819492789657 0.108297663864679
"от" 0.239942663051946 0.328234160443267 0.212197205610825 0.300365505012123 0.505627969611505 0.34563539306425 0.456862257583292 0.417719560620907
"ее" 0.264871770901499 0.647434353167911 0.352743406729683 0.401693627184888 0.292197067865945 0.349475786320519 0.276603679761313 0.113454695477283
"да" 0.813312143591661 0.367381353890629 0.261801747182186 0.282271197481272 0.154991488172371 0.445485617727255 0.118100447538538 0.407405497395699
"только" 0.267987909382693 0.421585160202361 0.432661834816877 0.260558028444251 0.261706939045151 0.491570336802489 0.183366484336151 0.206281264504151
"бы" 0.320962263562993 0.316188870151771 0.40510375616612 0.22436941338255 0.26424778311355 0.487729943546219 0.289035305818001 0.180496106441132
"еще" 0.36458820229971 0.334256805589015 0.377545677515364 0.264176889950422 0.208349213608761 0.395560505395753 0.270387866732969 0.247537517404982
"было" 0.333426817487769 0.289086966995905 0.267313362912338 0.387218181160207 0.215971745813959 0.337954606551711 0.264172053704625 0.376463307720076
"ему" 0.330310679006575 0.243917128402795 0.272824978642489 0.542829225925524 0.193104149198364 0.284189100963939 0.174042764793635 0.283636738693208
"о" 0.118413262285376 0.231871838111298 0.2149530134759 0.412550211703398 0.256625250908352 0.115211797688083 0.543883639980109 0.257851580630189
"ли" 0.324078402044187 0.156588773789448 0.225976244936203 0.246082582419571 0.282033691592347 0.230423595376167 0.279711586275485 0.464132845134341
"мне" 0.202549001277617 0.204769934955432 0.264557555047262 0.159229906271487 0.360799857712732 0.234263988632436 0.335653903530582 0.360992212882265
"меня" 0.208781278240005 0.162611418935196 0.272824978642489 0.188180798320848 0.416698427217522 0.188179269557203 0.292143212332173 0.309421896756227
"вот" 0.520395126359415 0.147554806070826 0.17086008763469 0.300365505012123 0.114337983077979 0.407081685164561 0.139855793137742 0.237223454179774
"был" 0.152690785578511 0.201758612382558 0.369278253920137 0.282271197481272 0.241380186497955 0.176658089788394 0.152287419194431 0.360992212882265
"ни" 0.224361970645976 0.204769934955432 0.198418166285447 0.162848767777657 0.292197067865945 0.288029494220208 0.276603679761313 0.257851580630189
"они" 0.186968308871646 0.129486870633582 0.159836856174388 0.278652335975102 0.309982976344742 0.142094550481969 0.388488314271507 0.324892991594038
"когда" 0.130877816210152 0.153577451216574 0.283848210102792 0.249701443925741 0.241380186497955 0.261146741426322 0.264172053704625 0.324892991594038
"вы" 0.149574647097317 0.231871838111298 0.462975721332709 0.351029566098505 0.0762253220519857 0.149775336994508 0.270387866732969 0.0979836006394719
"для" 0.0467420772179116 0.237894483257046 0.217708821340976 0.180943075308508 0.365881545849531 0.0844886516379277 0.46929388363998 0.0825125058016606
"их" 0.211897416721199 0.144543483497952 0.0992090831427233 0.144754460246806 0.274411159387148 0.13441376396943 0.407135753356539 0.273322675468001
"нет" 0.215013555202393 0.12045290291496 0.245266899991733 0.296746643505953 0.180399928856366 0.238104381888705 0.161611138736947 0.23206642256717
"уже" 0.221245832164781 0.301132257287401 0.0744068123570425 0.112184706691275 0.142287267830373 0.360996966089328 0.192690203878667 0.165025011603321
"до" 0.158923062540899 0.19573596723681 0.146057816849009 0.173705352296168 0.21089005767716 0.172817696532125 0.229985082048732 0.103140632252076
"мы" 0.140226231653735 0.0963623223319682 0.112988122468102 0.170086490789997 0.16007317630917 0.0960098314067361 0.400919940328195 0.247537517404982
"него" 0.19008444735284 0.114430257769212 0.165348471904539 0.285890058987443 0.162614020377569 0.20354084258228 0.0808055693684734 0.206281264504151
"сказал" 0.186968308871646 0.0572151288846061 0.206685589880674 0.177324213802338 0.180399928856366 0.168977303275855 0.111884634510194 0.319735959981435
"или" 0.140226231653735 0.171645386653818 0.17086008763469 0.126660152715956 0.243921030566354 0.13441376396943 0.2113376429637 0.0825125058016606
"если" 0.0280452463307469 0.16562274150807 0.173615895499766 0.126660152715956 0.182940772924766 0.245785168401244 0.158503232222775 0.206281264504151
"ну" 0.60764700383285 0.147554806070826 0.10747650673795 0.112184706691275 0.0330309728891938 0.176658089788394 0.00621581302834411 0.0618843793512454
"тебе" 0.239942663051946 0.0813057094675982 0.0661393887618155 0.0868526761480838 0.198185837335163 0.226583202119897 0.055942317255097 0.355835181269661
"очень" 0.0249291078495528 0.261985063840039 0.432661834816877 0.180943075308508 0.0965520745991818 0.00384039325626944 0.0776976628543013 0.00515703161260378
"теперь" 0.168271477984482 0.117441580342086 0.104720698872875 0.213512828864039 0.144828111898773 0.176658089788394 0.0776976628543013 0.23206642256717
"где" 0.152690785578511 0.129486870633582 0.151569432579161 0.133897875728296 0.0813070101887847 0.122892584200622 0.139855793137742 0.324892991594038
"время" 0.146458508616123 0.168634064080944 0.121255546063328 0.170086490789997 0.116878827146378 0.130573370713161 0.12120835405271 0.123768758702491
"была" 0.0810196005110467 0.213803902674054 0.201173974150522 0.130279014222126 0.116878827146378 0.0998502246630055 0.0994530084535057 0.134082821927698
"тебя" 0.17450375494687 0.0542038063117321 0.0826742359522694 0.068758368617233 0.261706939045151 0.157456123507047 0.0248632521133764 0.283636738693208
"себя" 0.0623227696238821 0.192724644663936 0.168104279769614 0.155611044765317 0.0965520745991818 0.153615730250778 0.146071606166087 0.0670414109638492
"есть" 0.180736031909258 0.0993736449048422 0.10747650673795 0.155611044765317 0.119419671214778 0.0844886516379277 0.2113376429637 0.0773554741890568
"между" 0.090368015954629 0.132498193206456 0.104720698872875 0.0940903991604241 0.195644993266763 0.0614462921003111 0.220661362506216 0.108297663864679
"человек" 0.118413262285376 0.129486870633582 0.148813624714085 0.180943075308508 0.0660619457783876 0.103690617919275 0.174042764793635 0.144396885152906
"кто" 0.155806924059705 0.0873283546133462 0.101964891007799 0.123041291209785 0.119419671214778 0.122892584200622 0.102560914967678 0.278479707080604
"быть" 0.0623227696238821 0.0963623223319682 0.173615895499766 0.166467629283827 0.127042203419976 0.0998502246630055 0.2113376429637 0.0412562529008303
"отвечал" 0.171387616465676 0.012045290291496 0.377545677515364 0.0615206456048927 0.0863886983255838 0.00768078651253888 0.055942317255097 0.221752359341963
"под" 0.127761677728958 0.162611418935196 0.0661393887618155 0.101328122172764 0.144828111898773 0.172817696532125 0.130532073595226 0.0876695374142644
"во" 0.0872518774734349 0.129486870633582 0.0992090831427233 0.108565845185105 0.124501359351577 0.0998502246630055 0.170934858279463 0.128925790315095
"этого" 0.0467420772179116 0.177668031799566 0.187394934825144 0.141135598740636 0.137205579693574 0.0652866853565805 0.108776727996022 0.0257851580630189
"чем" 0.0685550465862703 0.147554806070826 0.154325240444236 0.144754460246806 0.114337983077979 0.126732977456892 0.111884634510194 0.0464132845134341
"тем" 0.112180985322988 0.141532160925078 0.135034585388707 0.0868526761480838 0.15753233224077 0.0384039325626944 0.152287419194431 0.0567273477386416
"без" 0.12152940076657 0.117441580342086 0.0771626202221181 0.162848767777657 0.165154864445969 0.0844886516379277 0.124316260566882 0.0464132845134341
"может" 0.0405098002555234 0.0933509997590942 0.112988122468102 0.137516737234466 0.101633762735981 0.130573370713161 0.25795624067628 0.0206281264504151
"михайлыч" 0 0 0.777137817951332 0 0 0 0 0
"ничего" 0.0872518774734349 0.126475548060708 0.209441397745749 0.199037382839359 0.0482760372995909 0.0960098314067361 0.0776976628543013 0.0567273477386416
"петр" 0.0155806924059705 0.00301132257287401 0.752335547165652 0 0.00254084406839952 0 0 0
"того" 0.137110093172541 0.111418935196338 0.132278777523631 0.0940903991604241 0.0762253220519857 0.115211797688083 0.146071606166087 0.0876695374142644
"тут" 0.230594247608364 0.129486870633582 0.10747650673795 0.0832338146419137 0.0177859084787967 0.226583202119897 0.0155395325708603 0.0928265690268681
"нас" 0.130877816210152 0.0451698385931101 0.0826742359522694 0.137516737234466 0.109256294941179 0.103690617919275 0.130532073595226 0.154710948378114
"нибудь" 0.0249291078495528 0.159600096362322 0.19015074269022 0.148373321752977 0.0482760372995909 0.172817696532125 0.055942317255097 0.0567273477386416
"вам" 0.0623227696238821 0.111418935196338 0.198418166285447 0.148373321752977 0.0254084406839952 0.103690617919275 0.13674788662357 0.0567273477386416
"были" 0.0872518774734349 0.0993736449048422 0.101964891007799 0.0940903991604241 0.0838478542571842 0.0537655055877722 0.13674788662357 0.237223454179774
"ей" 0.115297123804182 0.204769934955432 0.135034585388707 0.133897875728296 0.05335772543639 0.115211797688083 0.0466185977125808 0.0206281264504151
"себе" 0.0529743541802998 0.183690676945314 0.115743930333177 0.108565845185105 0.0686027898467871 0.0998502246630055 0.133639980109398 0.0670414109638492
"калинович" 0 0 0.710998429189517 0 0 0 0 0
"ним" 0.124645539247764 0.0752830643218502 0.101964891007799 0.0977092606665943 0.0965520745991818 0.149775336994508 0.0714818498259572 0.144396885152906
"свою" 0.0872518774734349 0.156588773789448 0.104720698872875 0.0832338146419137 0.114337983077979 0.1382541572257 0.059050223769269 0.0825125058016606
"будто" 0.0436259387367175 0.0813057094675982 0.0496045415713616 0.0759960916295733 0.147368955967172 0.318752640270364 0.0528344107409249 0.0876695374142644
"чтобы" 0.0654389081050762 0.108407612623464 0.00826742359522694 0.101328122172764 0.236298498361156 0.20354084258228 0.0435106911984088 0.0257851580630189
"князь" 0 0.186701999518188 0.17086008763469 0 0 0 0 0.654943014800681
"при" 0.0654389081050762 0.144543483497952 0.112988122468102 0.0832338146419137 0.101633762735981 0.107531011175544 0.0994530084535057 0.0928265690268681
"раз" 0.143342370134929 0.0662490966032281 0.154325240444236 0.0579017840987225 0.119419671214778 0.145934943738239 0.0310790651417205 0.0825125058016606
"со" 0.0934841544358231 0.126475548060708 0.0716510044919668 0.0832338146419137 0.167695708514368 0.0806482583816583 0.0839134758826454 0.0825125058016606
"один" 0.102832569879405 0.0963623223319682 0.0744068123570425 0.0832338146419137 0.0863886983255838 0.180498483044664 0.0963451019393337 0.0928265690268681
"даже" 0.115297123804182 0.153577451216574 0.148813624714085 0.0470451995802121 0.0686027898467871 0.0768078651253888 0.0994530084535057 0.0515703161260379
"дело" 0.22747810912717 0.126475548060708 0.0440929258412103 0.126660152715956 0.0711436339151866 0.0652866853565805 0.055942317255097 0.0773554741890568
"сам" 0.124645539247764 0.0632377740303541 0.12676716179348 0.141135598740636 0.0965520745991818 0.0921694381504666 0.0528344107409249 0.0979836006394719
"вас" 0.0498582156991057 0.114430257769212 0.198418166285447 0.123041291209785 0.0406535050943924 0.0537655055877722 0.108776727996022 0.072198442576453
"тот" 0.146458508616123 0.0843170320404722 0.187394934825144 0.068758368617233 0.058439413573189 0.0768078651253888 0.0528344107409249 0.072198442576453
"всех" 0.0934841544358231 0.0511924837388581 0.10747650673795 0.0434263380740419 0.0965520745991818 0.126732977456892 0.124316260566882 0.123768758702491
"своей" 0.0623227696238821 0.13550951577933 0.112988122468102 0.0579017840987225 0.0838478542571842 0.0652866853565805 0.142963699651914 0.0773554741890568
"человека" 0.0467420772179116 0.0572151288846061 0.0551161573015129 0.0868526761480838 0.0431943491627919 0.0460847190752333 0.34808552958727 0.0670414109638492
"наконец" 0.102832569879405 0.132498193206456 0.121255546063328 0.068758368617233 0.109256294941179 0.0576058988440416 0.0808055693684734 0.0309421896756227
"там" 0.112180985322988 0.102384967477716 0.0771626202221181 0.090471537654254 0.0736844779835861 0.0921694381504666 0.059050223769269 0.175339074828529
"перед" 0.0872518774734349 0.123464225487834 0.0661393887618155 0.00723772301234032 0.121960515283177 0.20354084258228 0.0435106911984088 0.0670414109638492
"который" 0.0654389081050762 0.108407612623464 0.110232314603026 0.0651395071110629 0.0863886983255838 0.0729674718691194 0.146071606166087 0.0360992212882265
"несколько" 0.130877816210152 0.102384967477716 0.12676716179348 0.0832338146419137 0.0635211017099881 0.034563539306425 0.0776976628543013 0.0928265690268681
"них" 0.0934841544358231 0.0692604191761022 0.0909416595474963 0.090471537654254 0.114337983077979 0.0576058988440416 0.108776727996022 0.0825125058016606
"уж" 0.177619893428064 0.123464225487834 0.19015074269022 0.0434263380740419 0.0152450644103971 0.0192019662813472 0.0372948781700646 0.0876695374142644
"более" 0.0623227696238821 0.13550951577933 0.115743930333177 0.0361886150617016 0.0914703864623828 0.034563539306425 0.133639980109398 0.0360992212882265
"будет" 0.090368015954629 0.0903396771862202 0.093697467412572 0.0615206456048927 0.0787661661203852 0.119052190944353 0.0652660367976131 0.0928265690268681
"говорил" 0.0560904926614939 0.0421585160202361 0.217708821340976 0.108565845185105 0.0228675966155957 0.122892584200622 0.0435106911984088 0.0670414109638492
"глаза" 0.090368015954629 0.123464225487834 0.0744068123570425 0.0759960916295733 0.0736844779835861 0.115211797688083 0.0528344107409249 0.072198442576453
"которые" 0.0779034620298526 0.0993736449048422 0.0523603494364373 0.068758368617233 0.0558985695047895 0.0422443258189639 0.236200895077076 0.0154710948378114
"здесь" 0.109064846841794 0.0421585160202361 0.0964532752776476 0.0723772301234032 0.0762253220519857 0.034563539306425 0.0776976628543013 0.201124232891548
"ж" 0.124645539247764 0.0451698385931101 0.137790393253782 0.0542829225925524 0.0558985695047895 0.180498483044664 0.0217553455992044 0.0515703161260379
"какой" 0.130877816210152 0.102384967477716 0.0799184280871938 0.104946983678935 0.0381126610259928 0.0921694381504666 0.055942317255097 0.0670414109638492
"потом" 0.0779034620298526 0.0451698385931101 0.165348471904539 0.130279014222126 0.0965520745991818 0.0153615730250778 0.0466185977125808 0.0464132845134341
"жизни" 0.0031161384811941 0.0963623223319682 0.0413371179761347 0.144754460246806 0.0635211017099881 0 0.245524614619592 0.0464132845134341
"им" 0.0872518774734349 0.0572151288846061 0.0606277730316642 0.0506640610863822 0.0914703864623828 0.0652866853565805 0.152287419194431 0.0825125058016606
"аммалат" 0 0 0 0 0.503087125543105 0 0 0
"голову" 0.146458508616123 0.0240905805829921 0.0606277730316642 0.0651395071110629 0.10671545087278 0.1382541572257 0.0404027846842367 0.0567273477386416
"чего" 0.118413262285376 0.0542038063117321 0.0523603494364373 0.112184706691275 0.05335772543639 0.0921694381504666 0.0714818498259572 0.118611727089887
"сердце" 0.0373936617743292 0.0361358708744881 0.0330696943809078 0.0723772301234032 0.221053433950758 0.0499251123315027 0.0714818498259572 0.0618843793512454
"ней" 0.0747873235486585 0.0813057094675982 0.132278777523631 0.101328122172764 0.058439413573189 0.06912707861285 0.0528344107409249 0.0154710948378114
"потому" 0.00623227696238821 0.13550951577933 0.101964891007799 0.162848767777657 0.0711436339151866 0.0307231460501555 0.0652660367976131 0.0103140632252076
"антон" 0.582717895983297 0 0 0 0 0 0 0
"молотов" 0 0 0 0.67310824014765 0 0.00384039325626944 0 0
"своего" 0.0405098002555234 0.10539629005059 0.0523603494364373 0.0759960916295733 0.0711436339151866 0.06912707861285 0.0932371954251616 0.118611727089887
"хорошо" 0.0872518774734349 0.0903396771862202 0.132278777523631 0.195418521333189 0.0279492847523947 0.00768078651253888 0.0186474390850323 0.0257851580630189
"настенька" 0 0 0.498801223578692 0 0 0 0 0
"тогда" 0.0716711850674644 0.0542038063117321 0.0330696943809078 0.126660152715956 0.0635211017099881 0.0883290448941972 0.0839134758826454 0.0928265690268681
"много" 0.0872518774734349 0.0511924837388581 0.0826742359522694 0.151992183259147 0.05335772543639 0.0652866853565805 0.0435106911984088 0.0257851580630189
"люди" 0.0623227696238821 0.0361358708744881 0.0496045415713616 0.0796149531357435 0.0203267525471962 0.0844886516379277 0.177150671307807 0.072198442576453
"опять" 0.0779034620298526 0.0602264514574801 0.12676716179348 0.137516737234466 0.0254084406839952 0.0460847190752333 0.0155395325708603 0.0876695374142644
"этот" 0.0249291078495528 0.0993736449048422 0.093697467412572 0.0940903991604241 0.058439413573189 0.0422443258189639 0.102560914967678 0.0206281264504151
"после" 0.031161384811941 0.0903396771862202 0.10747650673795 0.0940903991604241 0.0762253220519857 0.0614462921003111 0.0372948781700646 0.0412562529008303
"бог" 0.090368015954629 0.0391471934473621 0.0633835808967399 0.0868526761480838 0.0381126610259928 0.122892584200622 0.00932371954251616 0.14955391676551
"хоть" 0.0560904926614939 0.0451698385931101 0.0909416595474963 0.0361886150617016 0.0762253220519857 0.165136910019586 0.0279711586275485 0.0515703161260379
"мой" 0.0498582156991057 0.0481811611659841 0.112988122468102 0.0542829225925524 0.0813070101887847 0.0422443258189639 0.0652660367976131 0.0773554741890568
"над" 0.031161384811941 0.0421585160202361 0.0358255022459834 0.0868526761480838 0.0965520745991818 0.0576058988440416 0.130532073595226 0.0567273477386416
"свои" 0.0623227696238821 0.0903396771862202 0.0413371179761347 0.0579017840987225 0.0686027898467871 0.0806482583816583 0.0994530084535057 0.0309421896756227
"иваныч" 0.0031161384811941 0 0.00275580786507565 0.593493287011906 0 0 0 0
"этом" 0.031161384811941 0.144543483497952 0.093697467412572 0.0615206456048927 0.0279492847523947 0.0384039325626944 0.108776727996022 0.00515703161260378
"ведь" 0.102832569879405 0.12045290291496 0.0110232314603026 0.144754460246806 0.0177859084787967 0.0537655055877722 0.00932371954251616 0.123768758702491
"чтоб" 0.0218129693683587 0.0451698385931101 0.17086008763469 0.0108565845185105 0.0406535050943924 0.0729674718691194 0.130532073595226 0
"нам" 0.0747873235486585 0.0391471934473621 0.0799184280871938 0.0506640610863822 0.058439413573189 0.0460847190752333 0.0808055693684734 0.113454695477283
"лицо" 0.102832569879405 0.0481811611659841 0.0496045415713616 0.090471537654254 0.0711436339151866 0.0537655055877722 0.0497265042267529 0.0567273477386416
"всем" 0.0467420772179116 0.0843170320404722 0.0633835808967399 0.090471537654254 0.0457351932311914 0.0652866853565805 0.0776976628543013 0.0360992212882265
"вдруг" 0.059206631142688 0.0511924837388581 0.0799184280871938 0.0579017840987225 0.0686027898467871 0.0998502246630055 0.0435106911984088 0.0257851580630189
"кажется" 0.0031161384811941 0.0240905805829921 0.0992090831427233 0.0470451995802121 0.0558985695047895 0.0460847190752333 0.164719045251119 0.0360992212882265
"нем" 0.0560904926614939 0.0602264514574801 0.0275580786507565 0.0940903991604241 0.0838478542571842 0.06912707861285 0.0652660367976131 0.0309421896756227
"всегда" 0.0218129693683587 0.0752830643218502 0.0992090831427233 0.137516737234466 0.0381126610259928 0.034563539306425 0.0341869716558926 0.0515703161260379
"своих" 0.0155806924059705 0.0542038063117321 0.0440929258412103 0.068758368617233 0.0736844779835861 0.0576058988440416 0.108776727996022 0.0670414109638492
"эти" 0.0186968308871646 0.0722717417489761 0.0826742359522694 0.0759960916295733 0.0508168813679904 0.0307231460501555 0.127424167081054 0
"жизнь" 0.0031161384811941 0.0301132257287401 0.0275580786507565 0.177324213802338 0.0711436339151866 0.0115211797688083 0.139855793137742 0.0154710948378114
"зачем" 0.0342775232931351 0.0361358708744881 0.0578719651665886 0.119422429703615 0.058439413573189 0.0307231460501555 0.0714818498259572 0.0928265690268681
"спросил" 0.0810196005110467 0.0662490966032281 0.10747650673795 0.068758368617233 0.0355718169575933 0.0192019662813472 0.0248632521133764 0.0825125058016606
"совсем" 0.1059487083606 0.108407612623464 0.0551161573015129 0.090471537654254 0.0127042203419976 0.0576058988440416 0.0372948781700646 0.00515703161260378
"никогда" 0.0031161384811941 0.102384967477716 0.0771626202221181 0.101328122172764 0.0635211017099881 0.0307231460501555 0.0497265042267529 0.0257851580630189
"слова" 0.0280452463307469 0.0451698385931101 0.0330696943809078 0.0651395071110629 0.0762253220519857 0.0806482583816583 0.0714818498259572 0.0876695374142644
"егор" 0 0 0 0.517497195382333 0 0 0 0
"нее" 0.0467420772179116 0.114430257769212 0.0771626202221181 0.0325697535555314 0.0355718169575933 0.0614462921003111 0.0466185977125808 0.0412562529008303
"своим" 0.0280452463307469 0.108407612623464 0.0578719651665886 0.0325697535555314 0.0813070101887847 0.0729674718691194 0.0341869716558926 0.0309421896756227
"руки" 0.0623227696238821 0.0752830643218502 0.0496045415713616 0.0325697535555314 0.0457351932311914 0.0806482583816583 0.0341869716558926 0.0979836006394719
"знаю" 0.0342775232931351 0.0240905805829921 0.118499738198253 0.090471537654254 0.0254084406839952 0.0652866853565805 0.059050223769269 0.0309421896756227
"другой" 0.059206631142688 0.0391471934473621 0.0440929258412103 0.0615206456048927 0.0279492847523947 0.111371404431814 0.059050223769269 0.0670414109638492
"почти" 0.0623227696238821 0.0903396771862202 0.115743930333177 0.0253320305431911 0.0279492847523947 0.0307231460501555 0.0404027846842367 0.0309421896756227
"такое" 0.0405098002555234 0.0481811611659841 0.0799184280871938 0.0723772301234032 0.0127042203419976 0.0499251123315027 0.0963451019393337 0.0515703161260379
"руку" 0.0280452463307469 0.0662490966032281 0.0771626202221181 0.0398074765678718 0.0609802576415885 0.0806482583816583 0.0248632521133764 0.0670414109638492
"сказать" 0.0529743541802998 0.0511924837388581 0.046848733706286 0.0615206456048927 0.0609802576415885 0.0652866853565805 0.0310790651417205 0.0876695374142644
"свое" 0.0436259387367175 0.0843170320404722 0.0440929258412103 0.0579017840987225 0.0381126610259928 0.0460847190752333 0.0714818498259572 0.0515703161260379
"можно" 0.0436259387367175 0.0632377740303541 0.0523603494364373 0.104946983678935 0.0304901288207943 0.0268827527938861 0.0808055693684734 0.0206281264504151
"продолжал" 0.1059487083606 0.0271019031558661 0.140546201118858 0.0144754460246806 0.0101633762735981 0.0652866853565805 0.0248632521133764 0.0206281264504151
"голова" 0.0249291078495528 0.00903396771862202 0.0248022707856808 0.0144754460246806 0.0254084406839952 0.322593033526633 0.00932371954251616 0.0464132845134341
"те" 0.171387616465676 0.0481811611659841 0.0358255022459834 0.0289508920493613 0.0203267525471962 0.0460847190752333 0.0466185977125808 0.0103140632252076
"день" 0.0498582156991057 0.0481811611659841 0.0633835808967399 0.0579017840987225 0.0381126610259928 0.0729674718691194 0.0310790651417205 0.0670414109638492
"лучше" 0.0405098002555234 0.0421585160202361 0.0881858516824207 0.0434263380740419 0.0635211017099881 0.0537655055877722 0.0341869716558926 0.0360992212882265
"снова" 0.102832569879405 0.0271019031558661 0.0385813101110591 0.0180943075308508 0.0609802576415885 0.0960098314067361 0.0497265042267529 0.0103140632252076
"собою" 0.0186968308871646 0.147554806070826 0.0165348471904539 0.0361886150617016 0.0355718169575933 0.0652866853565805 0.055942317255097 0.0412562529008303
"брат" 0.252407216976722 0.0271019031558661 0.0220464629206052 0.0108565845185105 0.0254084406839952 0.0153615730250778 0.00621581302834411 0.0515703161260379
"слово" 0.059206631142688 0.0391471934473621 0.0165348471904539 0.0615206456048927 0.0558985695047895 0.0652866853565805 0.0808055693684734 0.0360992212882265
"которого" 0.0280452463307469 0.0391471934473621 0.0523603494364373 0.0361886150617016 0.0813070101887847 0.0576058988440416 0.0714818498259572 0.0257851580630189
"леночка" 0 0 0 0.45597654977744 0 0 0 0
"сказала" 0.0249291078495528 0.0572151288846061 0.124011353928404 0.141135598740636 0.0127042203419976 0.0307231460501555 0.00621581302834411 0
"долго" 0.0529743541802998 0.0271019031558661 0.0248022707856808 0.0868526761480838 0.0711436339151866 0.0960098314067361 0.0279711586275485 0.0206281264504151
"об" 0.0342775232931351 0.0722717417489761 0.046848733706286 0.0398074765678718 0.0406535050943924 0.0576058988440416 0.0839134758826454 0.0206281264504151
"однако" 0.0467420772179116 0.0692604191761022 0.0413371179761347 0.0434263380740419 0.0558985695047895 0.0960098314067361 0.0279711586275485 0.0206281264504151
"через" 0.0467420772179116 0.111418935196338 0.0275580786507565 0.00723772301234032 0.0686027898467871 0.0460847190752333 0.0310790651417205 0.0618843793512454
"которая" 0.0342775232931351 0.0903396771862202 0.0523603494364373 0.0289508920493613 0.0203267525471962 0.0307231460501555 0.12120835405271 0.00515703161260378
"всего" 0.0498582156991057 0.0572151288846061 0.0716510044919668 0.0651395071110629 0.0304901288207943 0.0499251123315027 0.0435106911984088 0.0257851580630189
"такой" 0.115297123804182 0.0271019031558661 0.0303138865158321 0.068758368617233 0.0381126610259928 0.0576058988440416 0.0404027846842367 0.0154710948378114
"вместе" 0.0436259387367175 0.0692604191761022 0.0440929258412103 0.0180943075308508 0.0558985695047895 0.0537655055877722 0.0714818498259572 0.0206281264504151
"два" 0.0436259387367175 0.0662490966032281 0.085430043817345 0.021713169037021 0.0304901288207943 0.0499251123315027 0.0404027846842367 0.0515703161260379
"свой" 0.0218129693683587 0.0813057094675982 0.0744068123570425 0.021713169037021 0.0482760372995909 0.0729674718691194 0.0155395325708603 0.0515703161260379
