"Ан3_part1" "Х4_part1" "Х4_part2" "Я4_part1" "Я4_part2" "Я5_part1" "Я5_part2" "Я6_part1" "Я6_part2"
"весь" 0.0627183944091031 0.0258698745311085 0.117956141761836 0.0276147739040387 0.0851624955358369 0.0731720064809491 0.0769592543503356 0.0421896424427803 0.0593824228028504
"тем" 0.00895977062987188 0.0388048117966628 0.11259449895448 0.0759406282361063 0.0686794318837395 0.0261328594574818 0.0726837402197614 0.0791055795802131 0.0551408211740753
"душе" 0.0358390825194875 0.0323373431638857 0.0160849284220685 0.0379703141180532 0.0467020136809428 0.0836251502639419 0.115438881525503 0.0738318742748655 0.114523243976926
"опять" 0.0985574769285906 0.051739749062217 0.0589780708809179 0.041422160856058 0.0961512046372352 0.0365860032404746 0.0555816836974646 0.0210948212213901 0.0890736342042755
"время" 0.152316100707822 0.0711421549605484 0.0428931424588494 0.0724887814981015 0.0604379000576907 0.0261328594574818 0.0769592543503356 0.0369159371374328 0.0466576179165253
"дни" 0.0627183944091031 0.0582072176949942 0.0536164280735617 0.0897480151881256 0.0219774182027966 0.141117441070402 0.042755141305742 0.0738318742748655 0.0381744146589752
"царь" 0.00895977062987188 0.0582072176949942 0.203742426679535 0.0172592336900242 0.0247245954781462 0.0418125751319709 0.0342041130445936 0.131842632633688 0.0721072276891754
"твоей" 0.0358390825194875 0.051739749062217 0.032169856844137 0.10010355540214 0.019230240927447 0.0940782940469346 0.0598571978280388 0.105474106106951 0.0551408211740753
"дней" 0 0.0776096235933256 0.0160849284220685 0.0862961684501208 0.0384604818548941 0.0679454345894528 0.0555816836974646 0.0896529901909081 0.0890736342042755
"грудь" 0.0537586237792313 0.0582072176949942 0.0268082140367809 0.0517777010700725 0.0412076591302437 0.05749229080646 0.106887853264355 0.0474633477481278 0.0678656260604004
"ночь" 0.0268793118896156 0.097012029491657 0.091147927725055 0.0483258543320677 0.0851624955358369 0.05749229080646 0.0513061695668904 0.0210948212213901 0.0169664065151001
"долго" 0.0179195412597438 0.0323373431638857 0.0804246421103426 0.0724887814981015 0.0686794318837395 0.0261328594574818 0.0726837402197614 0.0738318742748655 0.0254496097726502
"куда" 0.0806379356688469 0.0388048117966628 0.0107232856147123 0.0379703141180532 0.0906568500865361 0.0731720064809491 0.0384796271751678 0.0791055795802131 0.0466576179165253
"мои" 0.00895977062987188 0.0194024058983314 0.00536164280735617 0.124266482568174 0.0357133045795445 0.0418125751319709 0.085510282611484 0.0896529901909081 0.0466576179165253
"уже" 0.00895977062987188 0.0194024058983314 0.0268082140367809 0.082844321712116 0.0329661273041949 0.162023728636387 0.0342041130445936 0.100200400801603 0.0296912114014252
"друзья" 0 0.051739749062217 0.032169856844137 0.103555402140145 0.0329661273041949 0.0836251502639419 0.0470306554363162 0.0632844636641704 0.0551408211740753
"себе" 0.0806379356688469 0.0388048117966628 0.0965095705324111 0.0345184673800483 0.0302189500288454 0.0313594313489782 0.0684082260891872 0.0791055795802131 0.0636240244316254
"век" 0.0268793118896156 0.0452722804294399 0.0536164280735617 0.0759406282361063 0.0384604818548941 0.0418125751319709 0.0555816836974646 0.0896529901909081 0.0466576179165253
"душой" 0.0447988531493594 0.0582072176949942 0.0107232856147123 0.082844321712116 0.0164830636520975 0.0783985783724455 0.0598571978280388 0.0843792848855606 0.0593824228028504
"это" 0 0.0388048117966628 0.155487641413329 0.0379703141180532 0.0439548364055933 0.0940782940469346 0.0470306554363162 0.0369159371374328 0.0254496097726502
"ах" 0.0268793118896156 0.13581684128832 0.032169856844137 0.0552295478080773 0.0357133045795445 0.0627188626979564 0.0299285989140194 0.0210948212213901 0.0890736342042755
"всем" 0.0358390825194875 0.0323373431638857 0.0804246421103426 0.0483258543320677 0.0384604818548941 0.0888517221554383 0.0555816836974646 0.0474633477481278 0.0508992195453003
"люблю" 0.0358390825194875 0.0388048117966628 0.0482547852662056 0.0793924749741111 0.0137358863767479 0.05749229080646 0.102612339133781 0.0474633477481278 0.0508992195453003
"стал" 0 0.051739749062217 0.107232856147123 0.0310666206420435 0.0851624955358369 0.0522657189149637 0.042755141305742 0.0316422318320852 0.0339328130302002
"потом" 0.0806379356688469 0.0258698745311085 0.11259449895448 0.0310666206420435 0.0934040273618857 0.0156797156744891 0.021377570652871 0.0158211159160426 0.0508992195453003
"какой" 0.0627183944091031 0.0323373431638857 0.0160849284220685 0.0379703141180532 0.0961512046372352 0.0470391470234673 0.0555816836974646 0.0105474106106951 0.0551408211740753
"наконец" 0.0447988531493594 0.0452722804294399 0.11259449895448 0.0448740075940628 0.0247245954781462 0.0261328594574818 0.0555816836974646 0.0843792848855606 0.0381744146589752
"ум" 0.0627183944091031 0.0258698745311085 0.0107232856147123 0.0448740075940628 0.0412076591302437 0.0731720064809491 0.0684082260891872 0.0949266954962557 0.0381744146589752
"глас" 0 0.0258698745311085 0 0.0793924749741111 0.00549435455069916 0.125437725395913 0.0171020565222968 0.0632844636641704 0.118764845605701
"мою" 0.0627183944091031 0.0452722804294399 0.0214465712294247 0.0517777010700725 0.0467020136809428 0.0209062875659855 0.0726837402197614 0.0369159371374328 0.0805904309467255
"него" 0.0537586237792313 0.0452722804294399 0.155487641413329 0.0172592336900242 0.0109887091013983 0.05749229080646 0.064132711958613 0.0369159371374328 0.0551408211740753
"пускай" 0.0179195412597438 0.0129349372655543 0 0.082844321712116 0.0412076591302437 0.0888517221554383 0.0299285989140194 0.0738318742748655 0.0678656260604004
"будь" 0.0268793118896156 0.0840770922261027 0.0589780708809179 0.0310666206420435 0.0439548364055933 0.0940782940469346 0.021377570652871 0.0369159371374328 0.0551408211740753
"мог" 0.0537586237792313 0.0194024058983314 0.0214465712294247 0.0276147739040387 0.0384604818548941 0.0209062875659855 0.149642994570097 0.0316422318320852 0.0593824228028504
"твоя" 0.0358390825194875 0.0646746863277713 0.0428931424588494 0.0448740075940628 0.0164830636520975 0.0836251502639419 0.0299285989140194 0.068558168969518 0.0721072276891754
"знаю" 0.071678165038975 0.0452722804294399 0.0375314996514932 0.0379703141180532 0.0412076591302437 0.0418125751319709 0.0470306554363162 0.0421896424427803 0.0763488293179505
"той" 0.0358390825194875 0.0711421549605484 0.0589780708809179 0.020711080428029 0.0906568500865361 0.0365860032404746 0.042755141305742 0.00527370530534754 0.0381744146589752
"говорит" 0.0268793118896156 0.0582072176949942 0.176934212642754 0.0379703141180532 0.0384604818548941 0.00522657189149637 0.0342041130445936 0.00527370530534754 0.0466576179165253
"одна" 0.0358390825194875 0.0388048117966628 0.0214465712294247 0.0586813945460822 0.0631850773330403 0.0418125751319709 0.064132711958613 0.0474633477481278 0.0212080081438751
"средь" 0.0268793118896156 0.051739749062217 0.0107232856147123 0.0690369347600966 0.0137358863767479 0.0836251502639419 0.0384796271751678 0.068558168969518 0.0551408211740753
"твои" 0.0447988531493594 0.0194024058983314 0.0214465712294247 0.0586813945460822 0.019230240927447 0.0627188626979564 0.042755141305742 0.0791055795802131 0.0678656260604004
"свою" 0.0179195412597438 0.051739749062217 0.0482547852662056 0.0517777010700725 0.0439548364055933 0.0313594313489782 0.042755141305742 0.0738318742748655 0.0339328130302002
"народ" 0.071678165038975 0 0.032169856844137 0.0241629271660338 0.0741737864344386 0.0104531437829927 0.0470306554363162 0.0896529901909081 0.0381744146589752
"человек" 0.071678165038975 0.051739749062217 0.0536164280735617 0.041422160856058 0.0467020136809428 0.0104531437829927 0.0555816836974646 0.0263685265267377 0.0508992195453003
