"ABolkonskii_part1" "ABolkonskii_part2" "bezukhov_part1" "bezukhov_part2" "bolkonskaya_part1" "bolkonskaya_part2" "rostov_part1" "rostov_part2" "rostova_part1" "rostova_part2"
"тут" 0.125195618153365 0.0939555277168807 0.0683760683760684 0.237771739130435 0 0.0823045267489712 0.328767123287671 0.324499729583559 0 0.160128102481986
"нельзя" 0.125195618153365 0.0939555277168807 0.0341880341880342 0.169836956521739 0.081366965012205 0.246913580246914 0 0.216333153055706 0.163733115022513 0.280224179343475
"нужно" 0.0938967136150235 0.156592546194801 0.170940170940171 0.203804347826087 0.16273393002441 0.246913580246914 0.164383561643836 0.0540832882639264 0.122799836266885 0.0400320256204964
"совсем" 0.0938967136150235 0.0313185092389602 0 0.135869565217391 0 0 0.164383561643836 0.216333153055706 0.368399508800655 0.320256204963971
"там" 0.125195618153365 0.313185092389602 0.0683760683760684 0.169836956521739 0 0.164609053497942 0.10958904109589 0.216333153055706 0.0818665575112567 0.0400320256204964
"кто" 0.0625978090766823 0.250548073911682 0.0341880341880342 0.169836956521739 0.081366965012205 0.164609053497942 0.383561643835616 0.108166576527853 0.0409332787556283 0.0800640512409928
"люблю" 0.0312989045383412 0.156592546194801 0 0.0679347826086956 0.244100895036615 0 0.0547945205479452 0.270416441319632 0.163733115022513 0.400320256204964
"него" 0.156494522691706 0.0939555277168807 0.0341880341880342 0.169836956521739 0.081366965012205 0.164609053497942 0.10958904109589 0.108166576527853 0.0818665575112567 0.320256204963971
"понимаю" 0.187793427230047 0.0313185092389602 0.341880341880342 0.101902173913043 0.081366965012205 0.329218106995885 0.10958904109589 0.108166576527853 0.0409332787556283 0.0400320256204964
"сказала" 0 0.0313185092389602 0 0.0339673913043478 0.32546786004882 0.411522633744856 0 0.0540832882639264 0.532132623823168 0.240192153722978
"такое" 0.187793427230047 0.0939555277168807 0.205128205128205 0.0339673913043478 0.081366965012205 0.0823045267489712 0.273972602739726 0.0540832882639264 0.122799836266885 0.160128102481986
"ей" 0.0312989045383412 0.125274036955841 0.0683760683760684 0.135869565217391 0 0.411522633744856 0.164383561643836 0.108166576527853 0.163733115022513 0.200160128102482
"потому" 0.156494522691706 0.0939555277168807 0.307692307692308 0 0.081366965012205 0.164609053497942 0.0547945205479452 0 0.0818665575112567 0.280224179343475
"сейчас" 0.0938967136150235 0 0.0683760683760684 0.203804347826087 0.081366965012205 0 0.273972602739726 0.162249864791779 0.286532951289398 0.120096076861489
"говорить" 0.156494522691706 0.0313185092389602 0.239316239316239 0.135869565217391 0 0.411522633744856 0.164383561643836 0 0.0818665575112567 0.0800640512409928
"знаешь" 0 0.0939555277168807 0 0.0679347826086956 0.081366965012205 0.164609053497942 0.0547945205479452 0.270416441319632 0.368399508800655 0.240192153722978
"нибудь" 0.28169014084507 0.0626370184779205 0.0683760683760684 0.0679347826086956 0.16273393002441 0.246913580246914 0.10958904109589 0.0540832882639264 0.0818665575112567 0.160128102481986
"вами" 0.0312989045383412 0.0939555277168807 0.41025641025641 0.135869565217391 0 0.246913580246914 0 0.0540832882639264 0 0.120096076861489
"друг" 0.125195618153365 0.0939555277168807 0.170940170940171 0.0679347826086956 0.32546786004882 0.0823045267489712 0.10958904109589 0.0540832882639264 0 0.200160128102482
"жизнь" 0.28169014084507 0.125274036955841 0.341880341880342 0.101902173913043 0 0 0 0.0540832882639264 0 0
"им" 0.0312989045383412 0.0939555277168807 0.205128205128205 0.169836956521739 0.244100895036615 0.329218106995885 0 0.162249864791779 0 0.0800640512409928
"скажу" 0.0312989045383412 0.125274036955841 0.0683760683760684 0.30570652173913 0.081366965012205 0.164609053497942 0 0.162249864791779 0.163733115022513 0.0400320256204964
"делать" 0.0625978090766823 0.0313185092389602 0.136752136752137 0.237771739130435 0 0 0.10958904109589 0.0540832882639264 0.204666393778142 0.160128102481986
"здесь" 0.156494522691706 0.187911055433761 0 0.135869565217391 0 0.246913580246914 0.0547945205479452 0.162249864791779 0.0409332787556283 0.120096076861489
"знаете" 0 0.0939555277168807 0.239316239316239 0.203804347826087 0 0 0.0547945205479452 0.162249864791779 0.163733115022513 0.0800640512409928
"какое" 0 0.0939555277168807 0.136752136752137 0.135869565217391 0 0 0.10958904109589 0.270416441319632 0.24559967253377 0.0800640512409928
"себе" 0.0625978090766823 0.0626370184779205 0.170940170940171 0.30570652173913 0.16273393002441 0.0823045267489712 0.0547945205479452 0.0540832882639264 0.0409332787556283 0.0800640512409928
"mon" 0.0625978090766823 0 0.136752136752137 0.0339673913043478 1.5459723352319 0 0 0 0 0
"всегда" 0.0625978090766823 0.0626370184779205 0.170940170940171 0.169836956521739 0.244100895036615 0.0823045267489712 0 0.108166576527853 0.204666393778142 0
"думаю" 0.219092331768388 0.0939555277168807 0.0341880341880342 0.101902173913043 0.081366965012205 0.164609053497942 0.10958904109589 0 0.163733115022513 0.0800640512409928
"кажется" 0.312989045383412 0.0626370184779205 0.0341880341880342 0.101902173913043 0.16273393002441 0.0823045267489712 0.164383561643836 0.0540832882639264 0.0409332787556283 0.0400320256204964
"об" 0.0625978090766823 0.156592546194801 0.136752136752137 0.135869565217391 0.16273393002441 0.246913580246914 0 0.108166576527853 0.0409332787556283 0.0800640512409928
"того" 0.125195618153365 0.281866583150642 0.102564102564103 0.0339673913043478 0 0 0.10958904109589 0.108166576527853 0.163733115022513 0
"том" 0.0312989045383412 0.0939555277168807 0.273504273504274 0.169836956521739 0 0.329218106995885 0.0547945205479452 0.0540832882639264 0.0409332787556283 0.0400320256204964
"je" 0.0625978090766823 0.0313185092389602 0.170940170940171 0.373641304347826 0.48820179007323 0 0 0 0 0
"больше" 0 0.250548073911682 0.0683760683760684 0.0339673913043478 0.16273393002441 0 0.10958904109589 0.108166576527853 0.0818665575112567 0.200160128102482
"ваше" 0.250391236306729 0.0939555277168807 0 0.135869565217391 0 0.0823045267489712 0.383561643835616 0 0 0.0400320256204964
"много" 0.156494522691706 0.0939555277168807 0.0683760683760684 0.0679347826086956 0 0.0823045267489712 0.273972602739726 0.108166576527853 0.0818665575112567 0.0800640512409928
"наташа" 0 0.0313185092389602 0 0 0 0.576131687242798 0 0.270416441319632 0.286532951289398 0.160128102481986
"тогда" 0 0.187911055433761 0.136752136752137 0.101902173913043 0 0 0 0.216333153055706 0.0818665575112567 0.200160128102482
"хочешь" 0.28169014084507 0.0626370184779205 0 0.0679347826086956 0.32546786004882 0.0823045267489712 0.164383561643836 0.0540832882639264 0 0.0800640512409928
"хочу" 0.0625978090766823 0.0313185092389602 0.0683760683760684 0.135869565217391 0.16273393002441 0.164609053497942 0 0 0.327466230045027 0.120096076861489
"до" 0.250391236306729 0.156592546194801 0.102564102564103 0.0339673913043478 0 0.0823045267489712 0 0.108166576527853 0.122799836266885 0
"зачем" 0.0312989045383412 0.0939555277168807 0.0683760683760684 0.0679347826086956 0.406834825061025 0.0823045267489712 0.0547945205479452 0.108166576527853 0.0409332787556283 0.200160128102482
"пьер" 0.0312989045383412 0 0.376068376068376 0.203804347826087 0 0.164609053497942 0 0.0540832882639264 0.0409332787556283 0.0400320256204964
"человек" 0.125195618153365 0.0939555277168807 0.136752136752137 0.169836956521739 0.081366965012205 0 0.0547945205479452 0.108166576527853 0.0818665575112567 0.0400320256204964
"человека" 0.0938967136150235 0.0939555277168807 0.376068376068376 0.101902173913043 0 0 0.0547945205479452 0.0540832882639264 0 0.0400320256204964
"de" 0.187793427230047 0.125274036955841 0.0341880341880342 0.135869565217391 0.569568755085435 0 0 0 0.0409332787556283 0
"была" 0.0312989045383412 0.313185092389602 0.102564102564103 0 0 0.0823045267489712 0 0.108166576527853 0.163733115022513 0.0400320256204964
"говорю" 0.156494522691706 0.0313185092389602 0.205128205128205 0.0679347826086956 0 0.0823045267489712 0.219178082191781 0 0.0818665575112567 0.0400320256204964
"их" 0.0938967136150235 0.156592546194801 0.102564102564103 0.0339673913043478 0.081366965012205 0.164609053497942 0.164383561643836 0.162249864791779 0 0.0400320256204964
"княжна" 0 0 0.0683760683760684 0.101902173913043 0.406834825061025 0.164609053497942 0 0.486749594375338 0 0.0400320256204964
"мари" 0 0.0939555277168807 0 0.0339673913043478 0 0 0 0.432666306111412 0 0.400320256204964
"нас" 0.0625978090766823 0.187911055433761 0 0.169836956521739 0.081366965012205 0.0823045267489712 0.10958904109589 0 0.122799836266885 0.0800640512409928
"пожалуйста" 0 0.0626370184779205 0.0341880341880342 0 0.16273393002441 0.0823045267489712 0.219178082191781 0 0.286532951289398 0.200160128102482
"уже" 0.0625978090766823 0.0313185092389602 0.0341880341880342 0.101902173913043 0 0.329218106995885 0.10958904109589 0.108166576527853 0.286532951289398 0
"лучше" 0.0625978090766823 0.125274036955841 0.0683760683760684 0.0679347826086956 0.32546786004882 0.164609053497942 0.0547945205479452 0.0540832882639264 0 0.120096076861489
"нынче" 0.0312989045383412 0.0313185092389602 0.0341880341880342 0.101902173913043 0.16273393002441 0.0823045267489712 0 0.216333153055706 0.0818665575112567 0.240192153722978
"со" 0 0.0626370184779205 0.102564102564103 0.101902173913043 0.16273393002441 0.246913580246914 0.0547945205479452 0.0540832882639264 0.163733115022513 0.0800640512409928
"этот" 0.0625978090766823 0.156592546194801 0.136752136752137 0.0679347826086956 0.081366965012205 0.0823045267489712 0.0547945205479452 0 0.122799836266885 0.0800640512409928
"думал" 0.0312989045383412 0.0313185092389602 0.205128205128205 0.135869565217391 0 0 0.0547945205479452 0.216333153055706 0.0818665575112567 0.0400320256204964
"завтра" 0.0312989045383412 0.187911055433761 0 0.203804347826087 0 0.164609053497942 0.164383561643836 0.0540832882639264 0.0409332787556283 0
"одно" 0.125195618153365 0.125274036955841 0.0683760683760684 0.135869565217391 0.081366965012205 0.0823045267489712 0.0547945205479452 0.0540832882639264 0 0.0800640512409928
"помню" 0 0.0313185092389602 0 0 0 0 0.0547945205479452 0.216333153055706 0.49119934506754 0.0800640512409928
"после" 0.156494522691706 0.0626370184779205 0 0.0339673913043478 0.244100895036615 0 0.10958904109589 0.108166576527853 0.204666393778142 0
"разве" 0.0938967136150235 0 0.273504273504274 0.0339673913043478 0 0.246913580246914 0.0547945205479452 0.0540832882639264 0.0409332787556283 0.0800640512409928
"этом" 0.125195618153365 0.0939555277168807 0.136752136752137 0.0679347826086956 0.081366965012205 0.164609053497942 0 0.108166576527853 0.0409332787556283 0.0400320256204964
"est" 0.0938967136150235 0.0626370184779205 0.170940170940171 0.30570652173913 0.081366965012205 0 0 0 0 0
"без" 0.0938967136150235 0.0313185092389602 0.102564102564103 0.169836956521739 0 0.0823045267489712 0 0.0540832882639264 0.0818665575112567 0.120096076861489
"были" 0.0938967136150235 0.0626370184779205 0.0341880341880342 0.101902173913043 0 0 0.0547945205479452 0.216333153055706 0.204666393778142 0
"во" 0.0625978090766823 0.0313185092389602 0.136752136752137 0.101902173913043 0.081366965012205 0 0.0547945205479452 0.162249864791779 0.122799836266885 0.0400320256204964
"всего" 0.125195618153365 0.187911055433761 0.102564102564103 0.0679347826086956 0.081366965012205 0 0 0.162249864791779 0 0
"глупости" 0.0312989045383412 0 0 0 0 0 0.10958904109589 0.108166576527853 0.327466230045027 0.240192153722978
"говорите" 0 0 0.136752136752137 0.0339673913043478 0 0.0823045267489712 0 0 0.368399508800655 0.160128102481986
"говоришь" 0.187793427230047 0.0939555277168807 0 0.0679347826086956 0.16273393002441 0.164609053497942 0.0547945205479452 0.0540832882639264 0.0409332787556283 0.0400320256204964
"граф" 0 0 0.102564102564103 0.101902173913043 0.081366965012205 0.493827160493827 0.10958904109589 0 0.0409332787556283 0.120096076861489
"князь" 0.156494522691706 0.0939555277168807 0.102564102564103 0.0339673913043478 0.081366965012205 0.0823045267489712 0.10958904109589 0.108166576527853 0 0.0400320256204964
"маменька" 0 0 0 0 0 0 0 0.270416441319632 0.0409332787556283 0.520416333066453
"нам" 0.0312989045383412 0.0939555277168807 0.0683760683760684 0.0679347826086956 0 0.246913580246914 0.10958904109589 0.108166576527853 0.0818665575112567 0.0800640512409928
"помнишь" 0 0 0 0 0 0 0 0.162249864791779 0.613999181334425 0.0400320256204964
"сам" 0.0312989045383412 0.0939555277168807 0.170940170940171 0.135869565217391 0 0 0.10958904109589 0.108166576527853 0.0818665575112567 0
"сделал" 0.0625978090766823 0.0313185092389602 0.307692307692308 0 0 0 0 0.162249864791779 0.122799836266885 0.0400320256204964
"хотел" 0.0312989045383412 0.125274036955841 0.102564102564103 0.203804347826087 0.081366965012205 0 0 0.162249864791779 0.0409332787556283 0
"жизни" 0.0625978090766823 0.187911055433761 0.136752136752137 0.0679347826086956 0.16273393002441 0 0 0 0.0409332787556283 0.0400320256204964
"какая" 0.0625978090766823 0 0 0.0679347826086956 0.081366965012205 0 0.219178082191781 0.270416441319632 0.163733115022513 0
"которые" 0.125195618153365 0.125274036955841 0 0.203804347826087 0 0 0.10958904109589 0 0 0.0800640512409928
"люди" 0.0938967136150235 0.0939555277168807 0.205128205128205 0.0679347826086956 0.244100895036615 0 0 0.0540832882639264 0 0
"право" 0.0938967136150235 0 0.102564102564103 0 0.16273393002441 0 0.10958904109589 0.216333153055706 0.0818665575112567 0.0800640512409928
"прошу" 0.0938967136150235 0.156592546194801 0.102564102564103 0.0679347826086956 0.081366965012205 0.164609053497942 0.0547945205479452 0 0 0.0400320256204964
"такой" 0 0.0626370184779205 0.0683760683760684 0 0.16273393002441 0.246913580246914 0.0547945205479452 0 0.327466230045027 0
"ужасно" 0 0.0313185092389602 0.102564102564103 0 0 0 0 0.108166576527853 0.286532951289398 0.200160128102482
"andré" 0.0312989045383412 0 0 0 1.30187144019528 0.0823045267489712 0 0 0 0
"pas" 0.0938967136150235 0.0313185092389602 0.0683760683760684 0.271739130434783 0.32546786004882 0 0 0 0 0
