"ABolkonskii_part1" "ABolkonskii_part2" "bezukhov_part1" "bezukhov_part2" "bolkonskaya_part1" "bolkonskaya_part2" "rostov_part1" "rostov_part2" "rostova_part1" "rostova_part2"
"ABolkonskii_part1" 0 0.841192063977951 0.853075568113286 0.869412036815733 1.04222610919487 1.26478130376856 1.13604248742178 0.971485532991267 1.29760201568162 1.16939235203794
"ABolkonskii_part2" 0.841192063977951 0 0.996335486399678 0.859399876714382 1.1030642892434 1.24349145777401 1.16986628305893 0.835618366609004 1.27682806115931 1.23087807490925
"bezukhov_part1" 0.853075568113286 0.996335486399678 0 0.968124747154215 1.18075779080655 1.12912737208001 1.15665716857047 1.09376459998397 1.41206530577691 1.17000918537524
"bezukhov_part2" 0.869412036815733 0.859399876714382 0.968124747154215 0 1.0247959969367 1.21210820597314 1.03183534507065 0.86766041351187 1.21238554768696 1.10870752981756
"bolkonskaya_part1" 1.04222610919487 1.1030642892434 1.18075779080655 1.0247959969367 0 1.31295835894959 1.35164511102348 1.20389130185115 1.20685416664018 1.25627949047453
"bolkonskaya_part2" 1.26478130376856 1.24349145777401 1.12912737208001 1.21210820597314 1.31295835894959 0 1.4550234750039 1.27222459629591 1.36731560833184 1.2440436558964
"rostov_part1" 1.13604248742178 1.16986628305893 1.15665716857047 1.03183534507065 1.35164511102348 1.4550234750039 0 1.05543994798134 1.27242408939377 1.26302861493185
"rostov_part2" 0.971485532991267 0.835618366609004 1.09376459998397 0.86766041351187 1.20389130185115 1.27222459629591 1.05543994798134 0 1.10426338419623 1.01893055528933
"rostova_part1" 1.29760201568162 1.27682806115931 1.41206530577691 1.21238554768696 1.20685416664018 1.36731560833184 1.27242408939377 1.10426338419623 0 1.1190413378633
"rostova_part2" 1.16939235203794 1.23087807490925 1.17000918537524 1.10870752981756 1.25627949047453 1.2440436558964 1.26302861493185 1.01893055528933 1.1190413378633 0
