"ABolkonskii_part1" "ABolkonskii_part2" "bezukhov_part1" "bezukhov_part2" "bolkonskaya_part1" "bolkonskaya_part2" "rostov_part1" "rostov_part2" "rostova_part1" "rostova_part2"
"тут" 0.125195618153365 0.0939555277168807 0.0683760683760684 0.237771739130435 0 0.0823045267489712 0.328767123287671 0.324499729583559 0 0.160128102481986
"нельзя" 0.125195618153365 0.0939555277168807 0.0341880341880342 0.169836956521739 0.081366965012205 0.246913580246914 0 0.216333153055706 0.163733115022513 0.280224179343475
"нужно" 0.0938967136150235 0.156592546194801 0.170940170940171 0.203804347826087 0.16273393002441 0.246913580246914 0.164383561643836 0.0540832882639264 0.122799836266885 0.0400320256204964
"совсем" 0.0938967136150235 0.0313185092389602 0 0.135869565217391 0 0 0.164383561643836 0.216333153055706 0.368399508800655 0.320256204963971
"там" 0.125195618153365 0.313185092389602 0.0683760683760684 0.169836956521739 0 0.164609053497942 0.10958904109589 0.216333153055706 0.0818665575112567 0.0400320256204964
"кто" 0.0625978090766823 0.250548073911682 0.0341880341880342 0.169836956521739 0.081366965012205 0.164609053497942 0.383561643835616 0.108166576527853 0.0409332787556283 0.0800640512409928
"люблю" 0.0312989045383412 0.156592546194801 0 0.0679347826086956 0.244100895036615 0 0.0547945205479452 0.270416441319632 0.163733115022513 0.400320256204964
"него" 0.156494522691706 0.0939555277168807 0.0341880341880342 0.169836956521739 0.081366965012205 0.164609053497942 0.10958904109589 0.108166576527853 0.0818665575112567 0.320256204963971
"понимаю" 0.187793427230047 0.0313185092389602 0.341880341880342 0.101902173913043 0.081366965012205 0.329218106995885 0.10958904109589 0.108166576527853 0.0409332787556283 0.0400320256204964
"сказала" 0 0.0313185092389602 0 0.0339673913043478 0.32546786004882 0.411522633744856 0 0.0540832882639264 0.532132623823168 0.240192153722978
"такое" 0.187793427230047 0.0939555277168807 0.205128205128205 0.0339673913043478 0.081366965012205 0.0823045267489712 0.273972602739726 0.0540832882639264 0.122799836266885 0.160128102481986
"ей" 0.0312989045383412 0.125274036955841 0.0683760683760684 0.135869565217391 0 0.411522633744856 0.164383561643836 0.108166576527853 0.163733115022513 0.200160128102482
"потому" 0.156494522691706 0.0939555277168807 0.307692307692308 0 0.081366965012205 0.164609053497942 0.0547945205479452 0 0.0818665575112567 0.280224179343475
"сейчас" 0.0938967136150235 0 0.0683760683760684 0.203804347826087 0.081366965012205 0 0.273972602739726 0.162249864791779 0.286532951289398 0.120096076861489
"говорить" 0.156494522691706 0.0313185092389602 0.239316239316239 0.135869565217391 0 0.411522633744856 0.164383561643836 0 0.0818665575112567 0.0800640512409928
"знаешь" 0 0.0939555277168807 0 0.0679347826086956 0.081366965012205 0.164609053497942 0.0547945205479452 0.270416441319632 0.368399508800655 0.240192153722978
