Source,Target,Weight,Type
ABolkonskii_part1,ABolkonskii_part2,5,undirected
ABolkonskii_part1,bezukhov_part1,5,undirected
ABolkonskii_part1,bezukhov_part2,2,undirected
ABolkonskii_part1,bolkonskaya_part1,2,undirected
ABolkonskii_part1,rostov_part1,1,undirected
ABolkonskii_part1,rostov_part2,1,undirected
ABolkonskii_part2,ABolkonskii_part1,5,undirected
ABolkonskii_part2,bezukhov_part1,1,undirected
ABolkonskii_part2,bezukhov_part2,4,undirected
ABolkonskii_part2,bolkonskaya_part1,1,undirected
ABolkonskii_part2,bolkonskaya_part2,1,undirected
ABolkonskii_part2,rostov_part2,6,undirected
bezukhov_part1,ABolkonskii_part1,5,undirected
bezukhov_part1,ABolkonskii_part2,1,undirected
bezukhov_part1,bezukhov_part2,2,undirected
bezukhov_part1,bolkonskaya_part2,3,undirected
bezukhov_part2,ABolkonskii_part1,2,undirected
bezukhov_part2,ABolkonskii_part2,4,undirected
bezukhov_part2,bezukhov_part1,2,undirected
bezukhov_part2,bolkonskaya_part1,3,undirected
bezukhov_part2,bolkonskaya_part2,2,undirected
bezukhov_part2,rostov_part1,3,undirected
bezukhov_part2,rostov_part2,4,undirected
bezukhov_part2,rostova_part2,2,undirected
bolkonskaya_part1,ABolkonskii_part1,2,undirected
bolkonskaya_part1,ABolkonskii_part2,1,undirected
bolkonskaya_part1,bezukhov_part2,3,undirected
bolkonskaya_part1,rostova_part1,1,undirected
bolkonskaya_part2,ABolkonskii_part2,1,undirected
bolkonskaya_part2,bezukhov_part1,3,undirected
bolkonskaya_part2,bezukhov_part2,2,undirected
rostov_part1,ABolkonskii_part1,1,undirected
rostov_part1,bezukhov_part2,3,undirected
rostov_part1,rostov_part2,2,undirected
rostov_part2,ABolkonskii_part1,1,undirected
rostov_part2,ABolkonskii_part2,6,undirected
rostov_part2,bezukhov_part2,4,undirected
rostov_part2,rostov_part1,2,undirected
rostov_part2,rostova_part1,3,undirected
rostov_part2,rostova_part2,3,undirected
rostova_part1,bolkonskaya_part1,1,undirected
rostova_part1,rostov_part2,3,undirected
rostova_part1,rostova_part2,3,undirected
rostova_part2,bezukhov_part2,2,undirected
rostova_part2,rostov_part2,3,undirected
rostova_part2,rostova_part1,3,undirected
