"bekhterev_bessmertie" "bekhterev_licnost" "bekhterev_vnushenie" "berdyaev_nerav" "berdyaev_smysl" "berdyaev_smysl2" "bulgakov_istoriya" "bulgakov_vvedenie" "fedorov_samoderzhavie" "fedorov_vopros" "florensky_stolp" "florensky_vodorazdely" "gorsky_istoriya1" "gorsky_istoriya2" "gorsky_vasiliy" "gumilevsky_otcy" "gumilevsky_rus" "gumilevsky_vvedenie" "karamzin_igr1" "karamzin_igr2" "kareev_istorica" "kareev_obschiy" "klyuchevky_boyarskaya1" "klyuchevky_boyarskaya2" "klyuchevky_skazania" "lenin_imp" "lenin_mat" "orlinsky_besedy" "orlinsky_orthodox" "pavlov_otvet" "pavlov_reflex" "pavlov_types" "platonov_godunov" "platonov_grozny" "rozhkov_trud" "rzhanicyn_deva" "rzhanicyn_lik1" "rzhanicyn_lik2" "sechenov_reflexy1" "sechenov_reflexy2" "solovjev_nachala" "solovjev_opravdanie" "solovyev_rossii1" "solovyev_rossii2" "ukhtomsky_dominant1" "ukhtomsky_dominant2"
"bekhterev_bessmertie" 0 0.797410018096043 0.977224199997075 1.14188593060762 1.16060973132254 1.02223803776147 1.29061600957132 0.982278960072755 1.03749837692573 1.01372461835833 0.863004137673184 0.850148285549098 1.17721936689178 1.35231149145287 1.31583416879222 1.15506409882735 1.24930275602542 1.06932252694364 1.29491306339961 1.37882849690476 0.939344940193912 1.13916839504699 1.22712541893474 1.25200452814545 1.362336489083 1.13075586318201 0.881926131780635 1.23754635799314 1.21147879501278 1.06764517106006 1.10324042315786 1.13003844501989 1.1887081404351 1.22186639012395 1.0735111601398 1.22251435710349 1.33080667409586 1.19183049298518 1.05798651116966 1.01693606166912 1.21079926099801 0.857930942005918 1.27388630312758 1.38017110288238 1.01660449275556 1.04410675918336
"bekhterev_licnost" 0.797410018096043 0 0.753438484546679 1.04999258029948 1.13028807629981 1.04949382659694 1.07094974257332 1.02617288001951 0.989419378001206 1.01285625952716 1.04281885180334 0.82348834194438 1.1223744760954 1.23135300647233 1.23006263517395 1.05219359004094 1.144470864125 1.09415397898034 1.13296864676611 1.25782977036644 0.745554077973985 0.833962889829159 0.959979943015235 1.06976598110105 1.04628546883856 0.863228252615275 0.869186040167746 1.25181785091248 1.29974491490897 0.945161317785638 0.898755656865742 0.960938439924124 1.06556200684507 1.02774626000424 0.786945699756371 1.19543987468688 1.19807200106224 1.17350572140468 0.843881934528487 0.944513560476406 1.29751261613546 0.904409955529258 1.00639117720157 1.23013915664894 0.968894337921733 0.872050045237702
"bekhterev_vnushenie" 0.977224199997075 0.753438484546679 0 1.20132838623496 1.29566541622595 1.16690806037858 0.980643306530599 1.07618485921398 1.11873116707087 1.16345392934859 1.04319952883166 0.854616696574051 1.08914888206902 1.24795633864196 1.20159610545154 1.09110365239197 1.09751214202645 1.06694631039532 1.15129590451945 1.2718958224473 0.797067026064886 0.881348840824376 0.927183427412341 0.929843061988256 1.0358294251154 1.07510120986978 0.972062469763261 1.25385145270378 1.33189682275625 0.89909757538517 0.880340953372917 0.874718981831655 1.01849472912828 1.01875378276368 0.809264720222155 1.15113778381689 1.19300129357849 1.15976241625717 0.84409402778633 0.874072031370471 1.31581376310253 0.990802654055277 1.05434531434989 1.20107612856732 0.889263356039873 0.901951015827844
"berdyaev_nerav" 1.14188593060762 1.04999258029948 1.20132838623496 0 0.584431940143654 0.836650197683255 1.40525372234191 1.0854528443355 1.0755266657947 1.02919762645681 0.984930012050409 0.906993259844301 1.30182769918533 1.37160565685906 1.32698457624339 1.24730474196011 1.23960046524358 1.07089086096748 1.22067153933741 1.20727579139664 1.09754968594182 1.07250446811281 1.20457909170519 1.19358182765799 1.22223750172916 1.00973577486339 1.10213945974034 1.1948332622943 1.1679841878931 1.28600296741076 1.15026714695522 1.22407680986177 1.10362920395641 1.0999844794915 1.03194247273113 1.14785652123485 1.15917514931346 1.09607064897898 1.24377745037318 1.22542297893707 1.30264162408519 0.876298601265676 1.25568904135012 1.39929356896845 1.22164987743374 1.36886406503732
"berdyaev_smysl" 1.16060973132254 1.13028807629981 1.29566541622595 0.584431940143654 0 0.901279753806018 1.47258295405479 1.2248765713037 1.0505116208095 1.0641100066012 0.955838575213631 0.911432931838247 1.38790262017109 1.44521086819043 1.36222672062711 1.30418107961113 1.24299830126595 1.13934520884419 1.28985604079797 1.30824997552428 1.14971518463881 1.11231633233197 1.20637213508951 1.22392370461357 1.35364248685438 1.17374582754892 1.09040110108883 1.33147955147246 1.21368881865998 1.31990922706386 1.25676768893017 1.33808953448956 1.14708563555612 1.18557756758108 1.06036978722662 1.20094572639975 1.20651056690269 1.16345954540325 1.30133066181083 1.24341200314048 1.33503816712716 0.981204563017234 1.31067328371916 1.45470485470137 1.28408031209833 1.41888992916921
"berdyaev_smysl2" 1.02223803776147 1.04949382659694 1.16690806037858 0.836650197683255 0.901279753806018 0 1.41516645488226 1.24702710854151 1.14635686311464 1.10318920416236 1.10924025972219 1.01612435841369 1.20127022649566 1.32790164543423 1.32306201507496 1.22758566401962 1.29426908813727 1.14221301568127 1.39894360066235 1.4513297590485 1.02157281801189 1.02692021824131 1.29505012789974 1.28409396429649 1.34218340046372 1.18305583827609 1.08981497136766 1.49221257530333 1.37630633067974 1.22626617006148 1.15299467079671 1.18380014609698 1.2421545187878 1.25177838410197 1.09409697113794 1.18761141739578 1.3850353318487 1.27140475850585 1.18274702626204 1.17725411175374 1.43549713758457 1.0106359180035 1.26529677364185 1.39614714162634 1.18092462468519 1.3038011147874
"bulgakov_istoriya" 1.29061600957132 1.07094974257332 0.980643306530599 1.40525372234191 1.47258295405479 1.41516645488226 0 1.05323312562285 1.26707847200317 1.29574659941948 1.29942277812622 1.0960756574833 1.11562655364281 1.16005561494705 1.05229968945178 1.00786879745929 0.99441664605305 1.36763364366449 0.914536035640785 1.11271275504424 0.995329633621226 0.861549757326076 0.735292885764315 0.810387146409258 0.732978337899277 1.02700114219182 1.19316214927776 1.30303514607971 1.40354457538363 1.27746647028511 1.151590986524 1.12880121157124 0.855596319691923 0.858182478161513 0.81765343140171 1.15724556892546 1.16827358740904 1.14382906002893 1.1918730117744 1.26876853774624 1.60924887796123 1.25792755736261 0.818637935653788 1.02446094996809 1.10666536818379 1.19193489320616
"bulgakov_vvedenie" 0.982278960072755 1.02617288001951 1.07618485921398 1.0854528443355 1.2248765713037 1.24702710854151 1.05323312562285 0 0.998494916484805 0.939223210912076 0.918581700483038 0.830230758073198 1.08656269795066 1.14551534191036 1.10585933915032 0.98258093808882 1.12280026361938 0.923421142019169 1.14645572044728 1.24680819056917 0.950126651878738 1.12153834464157 1.03707551486054 1.03427978001547 1.12433212871768 1.02753067540227 0.886020053908459 0.898052559324745 0.889604463541787 1.10887086417365 1.12540795081369 1.13642216244181 0.933321937208017 0.980051293693607 1.06108592797964 1.03392598641938 0.987550852003113 0.850710212426833 1.02611961458675 1.05456464682703 1.08950539110435 0.704886113898714 1.0351479755549 1.16479120598402 1.14146803471722 1.16746237404982
"fedorov_samoderzhavie" 1.03749837692573 0.989419378001206 1.11873116707087 1.0755266657947 1.0505116208095 1.14635686311464 1.26707847200317 0.998494916484805 0 0.49763398193016 0.922790683337958 0.822486092226159 1.25155609021884 1.32961955881559 1.27811550289814 1.22049023402527 1.23714010694238 1.03370441350728 1.29708302947842 1.37471668728411 0.906107489992866 1.10330926658685 1.19002385507801 1.20296458272719 1.3708671176467 1.06551718267928 0.952081990873222 1.31401081291455 1.3174406699917 1.18843400305482 1.1008571952465 1.0704037890448 1.1373977539644 1.19288322054864 0.933186797371536 1.2487684566451 1.29947936409746 1.17000619665128 1.0839151806177 1.11579030549727 1.37968057521347 0.884880710346729 1.29635915184766 1.41568349120345 1.07748711395298 1.12996476977244
"fedorov_vopros" 1.01372461835833 1.01285625952716 1.16345392934859 1.02919762645681 1.0641100066012 1.10318920416236 1.29574659941948 0.939223210912076 0.49763398193016 0 0.740437646391753 0.735759080054242 1.1949309569302 1.27062249498631 1.27028443271434 1.17678210682873 1.19305891304088 0.956522049623178 1.32436449202699 1.39982244168073 0.843959282669115 1.13083797895209 1.20623302163948 1.1666735296316 1.34236923391531 1.11330373254521 0.900603908856881 1.24205797880249 1.29482282993822 1.09623293770686 1.12109793220527 1.06190067007445 1.14431988346447 1.21465409609265 0.975875404262783 1.13603738462133 1.30652349159023 1.17320499723666 1.00089663229909 1.07919670445898 1.22379762037999 0.73461867975304 1.20277126707516 1.32693629207766 1.07875902486273 1.15869111862212
