"dostoevsky_idiot" "dostoevsky_prestuplenie" "goncharov_oblomov" "goncharov_obryv" "leskov_nekuda" "leskov_nozhy" "tolstoy_karenina1" "tolstoy_vojna1" "turgenev_nov" "turgenev_otcy"
"же" 0.668472145404612 0.657997264116639 0.399594361354188 0.393346575276972 0.520575770627616 0.654652041880836 0.488289332119507 0.336531644373021 0.494165199817459 0.385155979044594
"все" 0.655121774455019 0.762468759559719 0.689048428150247 0.170812380203149 0.609908487139811 0.644937850291637 0.19586747220613 0.204187739282507 0.558054631983832 0.507456692769655
"так" 0.64034100661797 0.689742746157354 0.544657188333188 0.367702986391512 0.474314185290943 0.41602081371137 0.503462164473503 0.432008318759749 0.500684529630354 0.423489038570359
"за" 0.480136555222856 0.383254546818814 0.486900692406364 0.535472906896387 0.570027810125438 0.582429139195918 0.386907225026897 0.456586472562273 0.372905665297607 0.450869795374477
"у" 0.442469437186505 0.400570264295568 0.590325115345095 0.678033875615555 0.602464094097128 0.407151334434275 0.339319705371183 0.290211277591341 0.475911076341352 0.503805925195772
"да" 0.399080731600328 0.622211447998014 0.553387821438405 0.433767825554054 0.584916596210804 0.535969962030182 0.311732737454826 0.191898662381245 0.572397157572202 0.503805925195772
"ее" 0.297522552590926 0.353817827108333 0.419741976212383 0.648478552832313 0.431774796475612 0.590876262316961 0.658638859003007 0.328969135510706 0.392463654736293 0.461822098096125
"по" 0.448667823698816 0.450785844978153 0.439889591070577 0.405081776970319 0.522702740068382 0.461635278565003 0.366906673287539 0.41499267381954 0.432883499576244 0.443568260226713
"было" 0.42721187038697 0.454248988473504 0.316989140435591 0.276429195443265 0.381791014617597 0.350133253367234 0.562774145493669 0.463203667816798 0.335093552382815 0.231823740941533
"ты" 0.2393530791677 0.354395017690891 0.566147977515262 0.454195769242471 0.280759966181186 0.391946512816398 0.365527324891721 0.207968993713665 0.374209531260186 0.51475822791742
"бы" 0.516850075334236 0.498692663330505 0.407653407297466 0.363356615393977 0.231839669043555 0.286779829959412 0.299318601892466 0.283594082336815 0.320751026794446 0.273807568041181
"только" 0.396219937825415 0.356126589438567 0.39220690257285 0.337713026508517 0.345632534124566 0.277065638370212 0.39173494441226 0.272250319043343 0.35595540778408 0.330394465436358
"из" 0.335666469589762 0.292058434774578 0.284081369500541 0.328585647413692 0.434965250636762 0.333239007125148 0.299318601892466 0.366781679822281 0.312927831018971 0.315791395140828
"от" 0.309919325615547 0.297253150017604 0.399594361354188 0.480708632327438 0.266934664816203 0.291425747675985 0.275180004965654 0.349766034882072 0.269900254253863 0.273807568041181
"о" 0.33375927373982 0.278783051375734 0.258561057346828 0.243396775861994 0.359457835489549 0.339996705621983 0.433805070484703 0.277922200690079 0.404198448399505 0.341346768158005
"ему" 0.28131138786642 0.300716293512955 0.353254847180341 0.321631453817635 0.188236795507841 0.274531501433899 0.444839857651246 0.363945738998913 0.389855922811135 0.361425989814358
"мне" 0.384776762725764 0.281669004288526 0.237741855326694 0.329889558712953 0.227585730162022 0.372940485794051 0.262076195205385 0.190953348773456 0.363778603559554 0.361425989814358
"еще" 0.375717582438541 0.40345621720836 0.306915333006494 0.272952098645236 0.315854961953834 0.259749035972074 0.22759248530994 0.262797182965449 0.230784275376491 0.24277604366318
"меня" 0.390975149238075 0.303602246425747 0.268634864775925 0.364660526693238 0.173879751782666 0.296916377704663 0.185522359237496 0.128562650659356 0.289458243692548 0.28841063833671
"нет" 0.211698739343543 0.234339376518733 0.3592991316378 0.351186776600877 0.274910800219078 0.326903664784366 0.228971833705757 0.13801578673725 0.20470695612491 0.202617600350474
"вот" 0.268437815879313 0.345159968369956 0.307586920168434 0.262520808251151 0.23024444196298 0.19808503718846 0.146900604154597 0.161648626931985 0.333789686420236 0.279283719402004
"был" 0.310872923540518 0.249923522247811 0.17864218507599 0.159077178509803 0.223331791280489 0.23356295429684 0.326215895610913 0.336531644373021 0.186452832648804 0.147856086742238
"ни" 0.235061888505331 0.168539650107069 0.292812002605758 0.265997905049179 0.271720346057928 0.252146625163135 0.191039752820767 0.155031431677459 0.209922419975227 0.21174451928518
"теперь" 0.316117712127858 0.338233681379255 0.175284249266291 0.191240323891567 0.156863996256534 0.192594407159782 0.266903914590747 0.172047076617668 0.152552317621748 0.175236843546356
"когда" 0.225525909255621 0.19797636981755 0.261247405994587 0.272082824445729 0.152610057375001 0.20991100955792 0.302766972882011 0.175828331048825 0.174718038985592 0.184363762481062
"даже" 0.481090153147827 0.393066786722308 0.155136634408097 0.159511815609557 0.143038694891551 0.18245785941453 0.0731054649783442 0.056718816467363 0.235999739226807 0.167935308398591
"сказал" 0.117292544771423 0.0969680178698204 0.371387700552716 0.237746493565198 0.105816729678136 0.0971419158919951 0.522083367817043 0.529375620362055 0.0977899471934285 0.089443805560119
"него" 0.215036332080941 0.214137706129187 0.290797241119939 0.30641915532626 0.121237258123694 0.135153969936689 0.225523462716213 0.197570544027981 0.211226285937806 0.209919135498239
"ну" 0.170694028569794 0.325535488562969 0.170583139132712 0.135606775123111 0.316918446674217 0.214134571118441 0.178625617258407 0.160703313324195 0.187756698611383 0.184363762481062
"быть" 0.364751206301375 0.260312952733863 0.169911551970773 0.174724114100931 0.111134153280053 0.177389585541904 0.235178901486938 0.15408611806967 0.155160049546907 0.155157621890002
"вас" 0.308965727690577 0.218755230789654 0.116184579015588 0.230792299969141 0.208974747555315 0.201886242592929 0.12621037821733 0.100203242425675 0.213834017862964 0.25737911395871
"или" 0.162588446207541 0.150069551465198 0.355941195828101 0.326412461914924 0.151546572654617 0.159228270831661 0.144831581560871 0.146523609207355 0.168198709172697 0.147856086742238
"до" 0.274636202391624 0.244151616422226 0.210206781687161 0.187328589993785 0.168030585820558 0.167253037796652 0.123451681425695 0.139906413952829 0.192972162461699 0.21174451928518
"ли" 0.195010775656552 0.214714896711745 0.306243745844554 0.295987864932175 0.0946501401141119 0.14317873690168 0.126900052415239 0.118164200973673 0.19166829649912 0.229998357154592
"очень" 0.285125779566304 0.222795564867564 0.0577564959268239 0.0604145568657449 0.278632996740419 0.204420379529242 0.208971281966399 0.151250177246301 0.224264945563596 0.188014530054944
"ей" 0.121106936471306 0.154687076125666 0.200132974258064 0.249481695258544 0.163244904578833 0.23145117351658 0.253110430632569 0.0898047927399915 0.14994458569659 0.193490681415768
"если" 0.256994640779662 0.210097372051278 0.253188360051309 0.26121689695189 0.116451576881969 0.160072983143766 0.179315291456316 0.0141797041168408 0.1369059260708 0.100396108281766
"они" 0.157820456582686 0.150646742047757 0.198789799934184 0.151688347813993 0.188236795507841 0.193016763315834 0.211040304560126 0.178664271872194 0.249038398852598 0.171586075972473
"вам" 0.219327522743311 0.236070948266408 0.10879712023425 0.167769920504874 0.188236795507841 0.21582399574265 0.0855196005407046 0.0973673016023066 0.243822935002282 0.193490681415768
"уже" 0.307058531840635 0.299561912347838 0.0973801384812728 0.093012339347262 0.0829518081898958 0.158805914675609 0.185522359237496 0.186226780734509 0.195579894386857 0.233649124728474
"себя" 0.17736921404459 0.218755230789654 0.137675368197662 0.210364356280723 0.128681651166377 0.164296544704287 0.173108223675136 0.177718958264404 0.209922419975227 0.209919135498239
"для" 0.185951595369328 0.147183598552406 0.129616322254384 0.123436936330011 0.179197175384583 0.213712214962389 0.282766421142652 0.189062721557877 0.162983245322381 0.122300713725061
"ничего" 0.149238075257948 0.157573029038458 0.147077588464819 0.162988912407585 0.214292171157231 0.175277804761643 0.183453336643769 0.146523609207355 0.156463915509486 0.15150685431612
"опять" 0.170694028569794 0.212406134381511 0.200132974258064 0.222968832173577 0.163776646939025 0.0853159435225348 0.146210929956688 0.139906413952829 0.114740204706956 0.100396108281766
"вдруг" 0.299429748440867 0.314568867494358 0.212893130334921 0.168204557604628 0.034031511052265 0.0861606558346391 0.0917266683218847 0.102093869641253 0.121259534519851 0.089443805560119
"была" 0.15114527110789 0.173734365350095 0.104767597262611 0.123002299230258 0.169094070540941 0.173588380137435 0.278628375955199 0.186226780734509 0.0925744833431123 0.0784915028384718
"их" 0.139225297045754 0.144874836222172 0.131631083740203 0.145603428417443 0.174411494142858 0.193861475627938 0.146210929956688 0.157867372500827 0.194276028424278 0.158808389463885
"всё" 0.146854080445521 0.0184700986418706 0 0.425509720658736 0.0249918909290071 0.00126706846815646 0.466909431984331 0.388523892801437 0 0.0018253837869412
"может" 0.289416970228673 0.203171085060576 0.120214101987226 0.11474419433494 0.101562790796603 0.139799887653262 0.160004413914867 0.0926407335633596 0.119955668557272 0.102221492068707
"есть" 0.16687963686991 0.181815033505913 0.132302670902143 0.174724114100931 0.127086424085802 0.163029476236131 0.164832133300229 0.0538828756439949 0.147336853771432 0.129602248872826
"ней" 0.0977437873095188 0.123518784667509 0.208863607363282 0.295553227832421 0.0893327165121955 0.0912289297072649 0.157245717123231 0.0718438341919932 0.131690462220484 0.208093751711297
"чем" 0.19310357980661 0.170271221854744 0.0940222026715737 0.0791039521551481 0.148887860853659 0.185414352506895 0.153107671935778 0.117218887365884 0.148640719734011 0.131427632659767
"этого" 0.116815745808937 0.0986995896174958 0.129616322254384 0.13430286382385 0.140379983090593 0.202308598748981 0.188970730227041 0.136125159521671 0.116044070669535 0.111348411003413
"князь" 0.72425762401541 0.00115438116511691 0.00268634864775925 0.00130391129926068 0.00159522708057492 0.00211178078026076 0.0510358906452592 0.571914732712577 0.0130386596257905 0
"нибудь" 0.163542044132512 0.207211419138485 0.219609001954319 0.186893952894031 0.104221502597561 0.116992655226446 0.0689674197908908 0.0661719525452569 0.083447421605059 0.0930945731340014
"ведь" 0.209314744531116 0.292635625357137 0.0987233128051524 0.0847542344519444 0.12974513588676 0.11572558675829 0.0496565422494414 0.0311953490570497 0.168198709172697 0.142379935381414
"себе" 0.115385348921481 0.107934638938431 0.117527753339467 0.129087218626808 0.135594301848868 0.154159996959036 0.193108775414494 0.111547005719147 0.12256340048243 0.15150685431612
"потом" 0.10918696240917 0.101585542530288 0.282066608014721 0.232096211268401 0.0834835505500875 0.0836265188983262 0.0779331843637066 0.0642813253296781 0.127778864332747 0.0675392001168246
"уж" 0.184521198481872 0.273011145550149 0.127601560768564 0.0847542344519444 0.176006721223433 0.0895395050830563 0.0537945874368948 0.0444297395661011 0.0873590194927961 0.0784915028384718
"мы" 0.126351725058646 0.120632831754717 0.0745461749753192 0.0912737909482478 0.178133690664199 0.138110463029054 0.113106568457061 0.0964219879945172 0.196883760349436 0.255553730171769
"где" 0.0657982568229932 0.122941594084951 0.17998535939987 0.159077178509803 0.127086424085802 0.150358791554566 0.0868989489365224 0.117218887365884 0.0938783493056914 0.113173794790355
"во" 0.167833234794881 0.159304600786134 0.0758893492991988 0.0947508877462762 0.119110288682927 0.144445805369836 0.110347871665425 0.101148556033464 0.135602060108221 0.114999178577296
"тут" 0.193580378769096 0.204325466225693 0.129616322254384 0.103008992641594 0.119642031043119 0.0705334780607095 0.0786228585616155 0.0501016212128374 0.151248451659169 0.0766661190515306
"сказала" 0.0462494993610894 0.0375173878662996 0.118870927663347 0.230792299969141 0.0957136248344952 0.0705334780607095 0.293801208309195 0.185281467126719 0.0182541234761067 0.0310315243780005
"того" 0.181660404706959 0.151223932630315 0.0758893492991988 0.0647609278632806 0.0728487033462547 0.127973915283802 0.166901155893956 0.13801578673725 0.108220874894061 0.080316886625413
"сам" 0.183567600556901 0.180083461758238 0.104767597262611 0.0990972587438119 0.0707217339054881 0.102210189764621 0.075174487572071 0.093586047171149 0.114740204706956 0.131427632659767
"там" 0.0910686018347224 0.121787212919834 0.218265827630439 0.165596735006107 0.124959454645035 0.0798253134938568 0.060001655218075 0.0765704022309401 0.083447421605059 0.0638884325429422
"потому" 0.17736921404459 0.173157174767537 0.053726972955185 0.0556335487684558 0.0547694630997389 0.164718900860339 0.142762558967144 0.0756250886231507 0.108220874894061 0.0675392001168246
"чтобы" 0.133980508458414 0.133331024571003 0.00671587161939812 0.0525910890701809 0.111134153280053 0.149514079242462 0.188970730227041 0.139906413952829 0.132994328183063 0.0857930379862366
"будет" 0.0891614059847806 0.101585542530288 0.112826643205888 0.0960547990455369 0.140379983090593 0.109390244417508 0.13241744599851 0.118164200973673 0.143425255883695 0.114999178577296
"тебе" 0.0719966433353041 0.121210022337276 0.130959496578263 0.129956492826315 0.0877374894316206 0.143601093057732 0.0924163425197937 0.0661719525452569 0.134298194145642 0.175236843546356
"этот" 0.14065569393321 0.128136309327977 0.0819336337566571 0.0986626216440583 0.0994358213558367 0.112346737509873 0.0979337361030649 0.114382946542515 0.159071647434644 0.0730153514776482
"без" 0.131596513645986 0.107357448355873 0.132302670902143 0.121698387930997 0.101562790796603 0.11192438135382 0.0882782973323402 0.069007893368625 0.0977899471934285 0.0967453407078838
"надо" 0.0910686018347224 0.129290690493094 0.154465047246157 0.117352016933461 0.0829518081898958 0.107700819793299 0.12621037821733 0.069007893368625 0.119955668557272 0.0821422704123542
"со" 0.111094158259112 0.1194784505896 0.10611077158649 0.113874920135433 0.110602410919861 0.112769093665925 0.103451129686336 0.0945313607789384 0.0925744833431123 0.0949199569209426
"тем" 0.122060534396277 0.111397782433782 0.0732030006514395 0.0569374600677165 0.0818883234695126 0.156271777739296 0.14552125575878 0.116273573758094 0.0977899471934285 0.111348411003413
"тебя" 0.0982205862720043 0.0998539707826127 0.150435524274518 0.13299895252459 0.0781661269481711 0.114036162134081 0.0937956909156115 0.0472656803894692 0.110828606819219 0.118649946151178
"тоже" 0.14590048252055 0.170271221854744 0.0738745878133794 0.0925777022475084 0.117515061602352 0.0899618612391085 0.0613810036138928 0.0529375620362055 0.142121389921116 0.089443805560119
"кто" 0.0863006122098678 0.0865785873837683 0.116856166177527 0.149080525215471 0.102626275516987 0.138532819185106 0.052415239041077 0.086023538308834 0.0990938131560076 0.080316886625413
"ним" 0.118722941658879 0.105625876608197 0.0960369641573932 0.105616815240115 0.072316960986063 0.0967195597359429 0.118623962040332 0.0945313607789384 0.147336853771432 0.129602248872826
"были" 0.106326168634257 0.096390827287262 0.0745461749753192 0.0704112101600768 0.115919834521778 0.0958748474238386 0.182073988247952 0.157867372500827 0.0704087619792685 0.0401584433127065
"дело" 0.110140560334141 0.122364403502392 0.0873063310521756 0.0678033875615555 0.10688021439852 0.128818627595907 0.104830478082154 0.0983126152100959 0.10952474085664 0.071189967690707
"нее" 0.0667518547479641 0.0825382533058591 0.10678235874843 0.163423549507339 0.102094533156795 0.0967195597359429 0.119313636238241 0.0708985205842038 0.0704087619792685 0.0930945731340014
"время" 0.115862147883966 0.122941594084951 0.0382804682305693 0.039551976077574 0.114324607441203 0.10981260057356 0.133107120196419 0.155976745285248 0.0912706173805333 0.114999178577296
"раз" 0.143993286670608 0.154687076125666 0.0779041107850182 0.0512871777709202 0.0994358213558367 0.0806700258059611 0.102761455488427 0.0916954199555703 0.0964860812308495 0.10587225964259
"говорил" 0.0686590505979059 0.0611822017511962 0.196775038448365 0.110397823337404 0.0717852186258714 0.0570180810670406 0.131727771800601 0.178664271872194 0.083447421605059 0.0839676541992954
"этом" 0.147807678370492 0.120055641172159 0.0685018905178609 0.0512871777709202 0.093054913033537 0.13726575071695 0.102071781290518 0.0557735028595737 0.08214355564248 0.0784915028384718
"будто" 0.0815326225850133 0.122364403502392 0.14439123981706 0.169943106003642 0.0414759040949479 0.055328656442832 0.0731054649783442 0.162593940539774 0.0482430406154247 0.0638884325429422
"человек" 0.147807678370492 0.145452026804731 0.0738745878133794 0.0499832664716595 0.116983319242161 0.0760241080893875 0.075174487572071 0.0850782247010446 0.121259534519851 0.124126097512002
"под" 0.078195029847615 0.0929276837919113 0.0920074411857543 0.0934469764470156 0.0983723366354534 0.100520765140412 0.0806918811553422 0.127617337051567 0.0925744833431123 0.114999178577296
"чего" 0.106326168634257 0.136794168066354 0.105439184424551 0.106920726539376 0.0733804457064463 0.0916512858633171 0.0779331843637066 0.0557735028595737 0.0638894321663733 0.071189967690707
"здесь" 0.0805790246600423 0.0617593923337547 0.0691734776798007 0.0825810489531765 0.147292633773084 0.17063188704507 0.0337940356975365 0.0595547572907312 0.08214355564248 0.0912691893470602
"при" 0.108233364484199 0.0981223990349373 0.0577564959268239 0.0486793551723988 0.121237258123694 0.126284490659594 0.0910369941239758 0.103984496856832 0.056066236390899 0.0602376649690597
"чтоб" 0.0705662464478477 0.0871557779663267 0.206177258715522 0.172550928602164 0.0382854499337981 0.0570180810670406 0.0765538359678888 0.0652266389374675 0.0221657213638438 0.00730153514776482
"совсем" 0.132550111570957 0.150646742047757 0.064472367546222 0.0391173389778205 0.118046803962544 0.108545532105403 0.0551739358327126 0.0311953490570497 0.0704087619792685 0.0584122811821185
"всех" 0.122060534396277 0.10447149544308 0.0449963398499674 0.068238024661309 0.107943699118903 0.083204162742274 0.075174487572071 0.129507964267146 0.0743203598670057 0.0438092108865889
"глаза" 0.0705662464478477 0.0629137734988716 0.114841404691708 0.119959839531983 0.0611503714220386 0.0599745741594057 0.0937956909156115 0.126672023443777 0.0977899471934285 0.107697643429531
"знаю" 0.104418972784315 0.090041730879119 0.0779041107850182 0.0747575811576125 0.072316960986063 0.102210189764621 0.100002758696792 0.0718438341919932 0.0795358237173219 0.0456345946735301
"руку" 0.0638910609730513 0.0473296277697933 0.0705166520036803 0.109963186237651 0.0701899915452965 0.103477258232777 0.111727220061243 0.100203242425675 0.105613142968903 0.0839676541992954
"после" 0.0882078080598097 0.0756119663151576 0.0772325236230784 0.0917084280480013 0.0919914283131537 0.0756017519333353 0.0951750393114293 0.0964219879945172 0.0691048960166895 0.071189967690707
"спросил" 0.0519710869109149 0.0559874865081701 0.182671708047629 0.0973587103447976 0.114856349801394 0.0384344102007459 0.0537945874368948 0.0765704022309401 0.0612817002412152 0.124126097512002
"почти" 0.172601224419736 0.118324069424483 0.0913358540238145 0.109963186237651 0.0303093145309235 0.0342108486402244 0.0406907776766256 0.0311953490570497 0.05476237042832 0.0784915028384718
"какой" 0.0758110350351878 0.0917733026267943 0.114169817529768 0.116917379833708 0.0781661269481711 0.0587075056912492 0.0379320808849899 0.0340312898804178 0.113436338744377 0.071189967690707
"один" 0.0934525966471497 0.113129354181457 0.0691734776798007 0.0565028229679629 0.0818883234695126 0.0713781903728138 0.075174487572071 0.103039183249043 0.0795358237173219 0.0529361298212949
"свою" 0.0605534682356531 0.0675312981593392 0.0503690371454859 0.0656302020627877 0.110602410919861 0.085738299678587 0.0855196005407046 0.093586047171149 0.110828606819219 0.0876184217731778
"наконец" 0.153052466957832 0.0958136367047035 0.0631291932223424 0.0617184681650056 0.0701899915452965 0.0768688204014918 0.0186212033435405 0.0340312898804178 0.105613142968903 0.0967453407078838
"эти" 0.095836591459577 0.0808066815581837 0.057084908764884 0.0756268553571196 0.0648725679433801 0.0772911765575439 0.102761455488427 0.073734461407572 0.0769280917921638 0.0438092108865889
"сказать" 0.107279766559228 0.0877329685488852 0.0819336337566571 0.0678033875615555 0.0436028735357145 0.0532168756625712 0.112416894259152 0.0482109939972586 0.100397679118587 0.0967453407078838
"более" 0.0863006122098678 0.0888873497140021 0.0396236425544489 0.0212972178879245 0.101031048436412 0.113191449821977 0.0910369941239758 0.0964219879945172 0.0456353086902666 0.0438092108865889
"своей" 0.0619838651231095 0.0525243430128194 0.0604428445745831 0.0869274199507122 0.0914596859529621 0.0823594504301697 0.0862092747386135 0.0671172661530463 0.0899667514179542 0.0766661190515306
"том" 0.0772414319226441 0.0779207286453914 0.0362657067447499 0.0308592340825028 0.0382854499337981 0.0785582450257004 0.166901155893956 0.115328260150305 0.0990938131560076 0.0602376649690597
"несколько" 0.107756565521713 0.0738803945674822 0.0382804682305693 0.0434637099753561 0.121769000483886 0.0506827387262583 0.0441391486661701 0.0907501063477809 0.100397679118587 0.0784915028384718
"отвечал" 0.0209791543493601 0.038094578448858 0.0624576060604025 0.0334670566810242 0.135062559488677 0.124172709879333 0.0696570939887997 0.0775157158387295 0.084751287567638 0.098570724494825
"тогда" 0.106802967596743 0.145452026804731 0.0718598263275599 0.0743229440578589 0.0260553756493904 0.0646204918759793 0.0379320808849899 0.0302500354492603 0.056066236390899 0.062063048756001
"который" 0.0572158754982549 0.044443674857001 0.053726972955185 0.0291206856834886 0.0600868867016553 0.099676052828308 0.0979337361030649 0.142742354776197 0.0860551535302171 0.114999178577296
"никогда" 0.0777182308851296 0.0594506300035209 0.103424422938731 0.0782346779556409 0.0478568124172476 0.0595522180033535 0.105520152280063 0.0463203667816798 0.0678010300541104 0.0456345946735301
"мог" 0.10394217382183 0.0952364461221451 0.0416384040402684 0.0291206856834886 0.0462615853366727 0.0603969303154578 0.128279400811057 0.0983126152100959 0.0508507725405828 0.062063048756001
"об" 0.0867774111723533 0.103894304860522 0.0631291932223424 0.0408558873768347 0.0553012054599306 0.0684216972804487 0.0834505779469778 0.049156307605048 0.0730164939044266 0.0839676541992954
"между" 0.061507066160624 0.0594506300035209 0.0611144317365229 0.0699765730603233 0.0521107512987807 0.0870053681467434 0.0655190488013462 0.0727891477997826 0.0782319577547428 0.107697643429531
"лицо" 0.0667518547479641 0.0588734394209624 0.075217762137259 0.0673687504618019 0.0393489346541814 0.035900273264433 0.110347871665425 0.127617337051567 0.08214355564248 0.0839676541992954
"хорошо" 0.0648446588980222 0.0404033407790918 0.0732030006514395 0.0625877423645128 0.0744439304268296 0.049838026414154 0.0917266683218847 0.0898047927399915 0.0873590194927961 0.0930945731340014
"эту" 0.078195029847615 0.0975452084523789 0.0409668168783286 0.0756268553571196 0.047325070057056 0.0764464642454396 0.0668983971971641 0.0680625797608357 0.0521546385031619 0.0237299892302357
"ж" 0.0376671180363512 0.101585542530288 0.124915212120805 0.0369441534790527 0.148887860853659 0.0257637255191813 0.0482771938536235 0.0472656803894692 0.0482430406154247 0.062063048756001
"два" 0.0772414319226441 0.0756119663151576 0.0698450648417405 0.0538950003694415 0.085610519990854 0.055328656442832 0.060001655218075 0.0708985205842038 0.0573701023534781 0.0675392001168246
"можно" 0.0886846070222951 0.0911961120442359 0.0779041107850182 0.0417251615763418 0.0818883234695126 0.0633534234078229 0.0620706778118017 0.0378125443115754 0.0573701023534781 0.0401584433127065
"мой" 0.0567390765357695 0.0461752466046764 0.0664871290320414 0.0638916536637734 0.0999675637160283 0.0819370942741176 0.0420701260724434 0.0708985205842038 0.0664971640915314 0.0748407352645894
"другой" 0.0534014837983713 0.0536787241779363 0.120214101987226 0.0838849602524372 0.0632773408628051 0.0523721633504669 0.0510358906452592 0.0869688519166233 0.0508507725405828 0.0474599784604713
"руки" 0.0438655045486621 0.0634909640814301 0.0658155418701016 0.0778000408558874 0.059023401981272 0.0764464642454396 0.0579326326243483 0.0586094436829418 0.106917008931482 0.0912691893470602
"им" 0.0534014837983713 0.0623365829163131 0.064472367546222 0.0560681858682093 0.060618629061847 0.0781358888696482 0.0813815553532511 0.0708985205842038 0.0925744833431123 0.0657138163298834
"тот" 0.0786718288101005 0.0825382533058591 0.064472367546222 0.05737209716747 0.047325070057056 0.0679993411243966 0.0331043614996276 0.0444297395661011 0.119955668557272 0.089443805560119
"них" 0.072950241260275 0.0860013968012098 0.057084908764884 0.0538950003694415 0.0744439304268296 0.0603969303154578 0.0413804518745345 0.0548281892517843 0.0899667514179542 0.0693645839037658
"день" 0.0767646329601587 0.0577190582558455 0.10745394591037 0.0569374600677165 0.0648725679433801 0.0451921086975803 0.0586223068222572 0.0548281892517843 0.0404198448399505 0.0930945731340014
"больше" 0.0624606640855949 0.0606050111686378 0.0772325236230784 0.0851888715516979 0.039880677014373 0.0460368210096846 0.0834505779469778 0.0557735028595737 0.056066236390899 0.0821422704123542
"нас" 0.0719966433353041 0.0525243430128194 0.0355941195828101 0.046506169673631 0.112729380360628 0.0578627933791449 0.0351733840933543 0.0434844259583117 0.118651802594693 0.10587225964259
"через" 0.0286079377491275 0.0796523003930668 0.0517122114693656 0.0717151214593375 0.102094533156795 0.0718005465288659 0.0358630582912632 0.0680625797608357 0.0573701023534781 0.0474599784604713
"этой" 0.0591230713481967 0.050792771265144 0.0705166520036803 0.0904045167487406 0.0739121880666379 0.058285149535197 0.0482771938536235 0.0557735028595737 0.0482430406154247 0.0310315243780005
"сейчас" 0.0991741841969752 0.0969680178698204 0.0503690371454859 0.046506169673631 0.0584916596210804 0.0565957249109884 0.044828822864079 0.0302500354492603 0.084751287567638 0.0365076757388241
"всего" 0.102034977971888 0.0981223990349373 0.0456679270119072 0.0525910890701809 0.0483885547774392 0.0515274510383626 0.0482771938536235 0.049156307605048 0.0534585044657409 0.0565868973951773
"всегда" 0.0581694734232258 0.0698400604895731 0.0443247526880276 0.0421597986760954 0.0579599172608888 0.0629310672517707 0.115175591050788 0.0784610294465189 0.0495469065780038 0.0492853622474125
