filename	author	title	year	genre	words	source
dostoevsky_idiot.txt	Ф. М. Достоевский	Идиот	1867-1869	роман	209738	Ф. М. Достоевский. Полное собрание сочинений в тридцати томах / АН СССР, Институт русской литературы (Пушкинский дом); [редкол.: В.Г. Базанов (гл. ред.), Г. М. Фридлендер (зам. гл. ред.), В. В. Виноградов и др.] – Наука. Ленинградское отделение, 1972-1990
dostoevsky_prestuplenie.txt	Ф. М. Достоевский	Преступление и наказание	1865-1866	роман	173256	Ф. М. Достоевский. Полное собрание сочинений в тридцати томах / АН СССР, Институт русской литературы (Пушкинский дом); [редкол.: В.Г. Базанов (гл. ред.), Г. М. Фридлендер (зам. гл. ред.), В. В. Виноградов и др.] – Наука. Ленинградское отделение, 1972-1990
goncharov_oblomov.txt	И. А. Гончаров	Обломов	1859	роман	148905	Корпус нарративной прозы
goncharov_obryv.txt	И. А. Гончаров	Обрыв	1870	роман	230412	Корпус нарративной прозы
leskov_nekuda.txt	Н. С. Лесков	Некуда	1864	роман	188065	Н. С. Лесков. Собрание сочинений в 11 тт. М.: Издательство художественной литературы, 1956—1958
leskov_nozhy.txt	Н. С. Лесков	На ножах	1870	роман	236797	Н. С. Лесков. Собрание сочинений в 11 тт. М.: Издательство художественной литературы, 1956—1958
tolstoy_karenina1.txt	Л. Н. Толстой	Анна Каренина. Части 1-4	1878	роман	145109	Л. Н. Толстой. Полное собрание сочинений в 90 тт. М.: Государственное издательство художественной литературы, 1928—1958
tolstoy_vojna1.txt	Л. Н. Толстой	Война и мир. Том первый	1869	роман	106287	Л. Н. Толстой. Полное собрание сочинений в 90 тт. М.: Государственное издательство художественной литературы, 1928—1958
turgenev_nov.txt	И. С. Тургенев	Новь	1871-1876	роман	76707	И. С. Тургенев. Полное собрание сочинений и писем в 30 тт. М.: Наука
turgenev_otcy.txt	И. С. Тургенев	Отцы и дети	1860-1861	роман	54795	И. С. Тургенев. Полное собрание сочинений и писем в 30 тт. М.: Наука
