Source,Target,Weight,Type
karamzin_igr1,karamzin_igr2,6,undirected
karamzin_igr1,platonov_godunov,1,undirected
karamzin_igr1,platonov_grozny,2,undirected
karamzin_igr2,karamzin_igr1,6,undirected
karamzin_igr2,platonov_godunov,1,undirected
karamzin_igr2,solovyev_rossii2,3,undirected
kareev_istorica,kareev_obschiy,4,undirected
kareev_istorica,klyuchevky_boyarskaya2,1,undirected
kareev_istorica,rozhkov_trud,3,undirected
kareev_obschiy,kareev_istorica,4,undirected
kareev_obschiy,klyuchevky_skazania,1,undirected
kareev_obschiy,rozhkov_trud,6,undirected
klyuchevky_boyarskaya1,klyuchevky_boyarskaya2,6,undirected
klyuchevky_boyarskaya1,klyuchevky_skazania,5,undirected
klyuchevky_boyarskaya1,rozhkov_trud,1,undirected
klyuchevky_boyarskaya1,solovyev_rossii1,1,undirected
klyuchevky_boyarskaya2,kareev_istorica,1,undirected
klyuchevky_boyarskaya2,klyuchevky_boyarskaya1,6,undirected
klyuchevky_boyarskaya2,klyuchevky_skazania,2,undirected
klyuchevky_boyarskaya2,platonov_godunov,4,undirected
klyuchevky_boyarskaya2,platonov_grozny,2,undirected
klyuchevky_boyarskaya2,rozhkov_trud,1,undirected
klyuchevky_skazania,kareev_obschiy,1,undirected
klyuchevky_skazania,klyuchevky_boyarskaya1,5,undirected
klyuchevky_skazania,klyuchevky_boyarskaya2,2,undirected
klyuchevky_skazania,rozhkov_trud,2,undirected
klyuchevky_skazania,solovyev_rossii1,4,undirected
platonov_godunov,karamzin_igr1,1,undirected
platonov_godunov,karamzin_igr2,1,undirected
platonov_godunov,klyuchevky_boyarskaya2,4,undirected
platonov_godunov,platonov_grozny,6,undirected
platonov_godunov,solovyev_rossii1,1,undirected
platonov_godunov,solovyev_rossii2,2,undirected
platonov_grozny,karamzin_igr1,2,undirected
platonov_grozny,klyuchevky_boyarskaya2,2,undirected
platonov_grozny,platonov_godunov,6,undirected
platonov_grozny,solovyev_rossii1,1,undirected
rozhkov_trud,kareev_istorica,3,undirected
rozhkov_trud,kareev_obschiy,6,undirected
rozhkov_trud,klyuchevky_boyarskaya1,1,undirected
rozhkov_trud,klyuchevky_boyarskaya2,1,undirected
rozhkov_trud,klyuchevky_skazania,2,undirected
solovyev_rossii1,klyuchevky_boyarskaya1,1,undirected
solovyev_rossii1,klyuchevky_skazania,4,undirected
solovyev_rossii1,platonov_godunov,1,undirected
solovyev_rossii1,platonov_grozny,1,undirected
solovyev_rossii1,solovyev_rossii2,6,undirected
solovyev_rossii2,karamzin_igr2,3,undirected
solovyev_rossii2,platonov_godunov,2,undirected
solovyev_rossii2,solovyev_rossii1,6,undirected
