"gener_aliceai_official" "gener_chatgpt5_official" "gener_chatgpt5_peasants1" "gener_chatgpt5_peasants2" "gener_gigachat_official" "gener_gigachat_peasants" "gener_saiga_official" "gener_saiga_peasants" "gener_yandex.api_official" "gener_yandex.api_peasants" "natur_gogol_nos" "natur_gogol_shinel" "natur_goncharov_istoriya1" "natur_goncharov_istoriya2" "natur_goncharov_istoriya3" "natur_turgenev_zapiski1" "natur_turgenev_zapiski2" "natur_turgenev_zapiski3" "natur_turgenev_zapiski4"
"часть" 0.0183755972069092 0.0350324049746015 0.00973994350832765 0.0190548780487805 0 0.00771664480283973 0.0200621927976728 0.0460617227084293 0.0702308840312527 0.00708315625442697 0.0517732332384157 0.00985901607019619 0.00999200639488409 0 0.0114731528223956 0 0 0 0
"шло" 0 0 0 0 0.00782472613458529 0.0694498032255575 0.0100310963988364 0.0921234454168586 0 0.00708315625442697 0 0.00985901607019619 0.00999200639488409 0 0.0229463056447912 0.0208572322452811 0.0189125295508274 0.00694540908459508 0
"бабы" 0 0 0.0486997175416383 0.0571646341463415 0 0 0 0.0230308613542146 0 0 0 0 0 0 0 0.0834289289811242 0 0.0347270454229754 0.0191314329443275
"бога" 0 0 0 0 0 0.0617331584227178 0 0.0230308613542146 0 0 0 0 0.0199840127897682 0 0.057365764111978 0 0.0756501182033097 0.00694540908459508 0.0191314329443275
"будущем" 0.0367511944138184 0 0 0.00952743902439024 0.0312989045383412 0.0617331584227178 0.0300932891965092 0.0690925840626439 0 0.0283326250177079 0 0 0 0 0 0 0 0 0
"бумагами" 0.128629180448365 0.0175162024873008 0 0.0190548780487805 0.0312989045383412 0 0.0300932891965092 0 0.0702308840312527 0 0 0.00985901607019619 0 0.0111111111111111 0 0 0 0 0.00956571647216376
"внимание" 0 0 0 0 0.0391236306729265 0.0308665792113589 0.0401243855953456 0 0.0351154420156264 0.0212494687632809 0.0258866166192079 0.00985901607019619 0 0.0222222222222222 0.0114731528223956 0 0.00945626477541371 0.00694540908459508 0
"воду" 0 0 0.0486997175416383 0.0285823170731707 0 0.0231499344085192 0 0.0230308613542146 0.00877886050390659 0.0212494687632809 0 0 0.00999200639488409 0.0111111111111111 0.0114731528223956 0.0104286161226405 0.0189125295508274 0.0347270454229754 0
"груди" 0 0.0175162024873008 0.0681796045582936 0.0190548780487805 0 0.0154332896056795 0.0100310963988364 0 0 0 0 0.0197180321403924 0.0499600319744205 0.0222222222222222 0.0229463056447912 0 0.00945626477541371 0.0138908181691902 0.00956571647216376
"евсей" 0 0 0 0 0 0 0 0 0 0 0 0 0.249800159872102 0.0333333333333333 0 0 0 0 0
"знала" 0 0 0.0389597740333106 0.00952743902439024 0 0.0231499344085192 0.0100310963988364 0.0690925840626439 0 0.0212494687632809 0 0 0.0399680255795364 0 0.0114731528223956 0.0312858483679216 0.0189125295508274 0 0
"известно" 0.0367511944138184 0 0 0.00952743902439024 0.00782472613458529 0 0 0 0 0 0.0258866166192079 0.0690131124913734 0.0199840127897682 0.0222222222222222 0 0.0521430806132026 0.00945626477541371 0.0208362272537852 0.0191314329443275
"извольте" 0 0 0 0 0 0 0 0 0 0 0 0.0295770482105886 0.00999200639488409 0.0111111111111111 0 0.0521430806132026 0.0756501182033097 0.0347270454229754 0.0478285823608188
"каким" 0 0.0175162024873008 0 0.0190548780487805 0.0156494522691706 0 0 0 0 0 0.0647165415480197 0.0690131124913734 0 0.0333333333333333 0.0229463056447912 0.0208572322452811 0.0378250591016548 0 0
"какую" 0 0 0.00973994350832765 0 0.00782472613458529 0 0.0100310963988364 0 0 0 0.0517732332384157 0.0690131124913734 0.00999200639488409 0.0111111111111111 0.0229463056447912 0.0208572322452811 0.00945626477541371 0.00694540908459508 0.0573942988329826
"маленькой" 0.0367511944138184 0.0525486074619023 0.00973994350832765 0.0190548780487805 0.0469483568075117 0.0462998688170384 0 0.034546292031322 0.00877886050390659 0.00708315625442697 0 0 0 0 0 0 0.0189125295508274 0.00694540908459508 0
"мере" 0 0 0 0 0 0 0.0100310963988364 0.0115154306771073 0 0.00708315625442697 0.0388299249288118 0.0788721285615696 0.0299760191846523 0.0333333333333333 0.0229463056447912 0.0104286161226405 0.0189125295508274 0.0138908181691902 0.00956571647216376
"началась" 0 0 0.0486997175416383 0 0.0469483568075117 0.0617331584227178 0.0200621927976728 0.0575771533855366 0 0.00708315625442697 0 0 0 0 0 0 0 0 0.00956571647216376
"начальника" 0.165380374862183 0 0 0 0.0625978090766823 0 0.050155481994182 0 0.0175577210078132 0 0 0.0197180321403924 0.00999200639488409 0.0111111111111111 0 0 0 0 0
"память" 0.0367511944138184 0 0.0486997175416383 0 0.0234741784037559 0.0617331584227178 0.0200621927976728 0.0230308613542146 0 0.00708315625442697 0 0.0197180321403924 0.0199840127897682 0.0111111111111111 0 0 0 0 0
"первых" 0 0 0.00973994350832765 0 0 0.0154332896056795 0.0100310963988364 0.0806080147397513 0 0.0424989375265618 0.0129433083096039 0.00985901607019619 0 0.0111111111111111 0 0 0.0283687943262411 0.0277816363383803 0.00956571647216376
"писать" 0.0183755972069092 0.0350324049746015 0.0194798870166553 0.0190548780487805 0.0391236306729265 0 0 0.0115154306771073 0.0263365815117198 0.00708315625442697 0.0258866166192079 0.00985901607019619 0.00999200639488409 0.0444444444444444 0.0229463056447912 0 0 0 0.00956571647216376
"помощь" 0 0.0175162024873008 0 0 0.0234741784037559 0.0771664480283973 0 0.0115154306771073 0.0263365815117198 0.0566652500354158 0 0 0 0 0 0 0.00945626477541371 0 0.00956571647216376
"простой" 0 0 0.00973994350832765 0 0.0156494522691706 0.0540165136198781 0.0200621927976728 0.0230308613542146 0.0526731630234396 0.0495820937809888 0 0 0 0 0 0 0 0.00694540908459508 0
"равно" 0 0.0350324049746015 0.0876594915749489 0.038109756097561 0 0 0 0 0 0 0.0129433083096039 0 0.00999200639488409 0 0.0803120697567692 0.0104286161226405 0.0189125295508274 0.00694540908459508 0
"самой" 0 0.0175162024873008 0.0194798870166553 0.0190548780487805 0.00782472613458529 0.0154332896056795 0.0200621927976728 0.0575771533855366 0.00877886050390659 0 0.0258866166192079 0.00985901607019619 0.0299760191846523 0 0 0.0104286161226405 0.00945626477541371 0.0208362272537852 0.00956571647216376
"самый" 0 0 0.0486997175416383 0.0285823170731707 0.0234741784037559 0 0 0 0.00877886050390659 0 0.0388299249288118 0.0295770482105886 0.0299760191846523 0 0 0.0104286161226405 0.0378250591016548 0.00694540908459508 0.00956571647216376
"скажу" 0 0.0350324049746015 0 0.00952743902439024 0 0 0 0 0 0 0 0 0.0199840127897682 0.0222222222222222 0.0344194584671868 0.0208572322452811 0.122931442080378 0.00694540908459508 0.0191314329443275
"такого" 0 0 0.00973994350832765 0 0.0391236306729265 0 0 0 0 0 0.0647165415480197 0.0295770482105886 0.0299760191846523 0.0222222222222222 0.0114731528223956 0.0104286161226405 0.0283687943262411 0.0138908181691902 0.0191314329443275
"тобой" 0 0 0 0 0.00782472613458529 0 0 0 0 0 0 0 0.0599520383693046 0.0333333333333333 0.057365764111978 0.0208572322452811 0.0189125295508274 0.0138908181691902 0.0669600153051464
"той" 0 0.0350324049746015 0.0194798870166553 0.0285823170731707 0.0312989045383412 0.0154332896056795 0.0100310963988364 0.034546292031322 0 0.00708315625442697 0 0.0197180321403924 0.0199840127897682 0.0222222222222222 0 0.0104286161226405 0.0283687943262411 0 0
"яковлевич" 0 0 0 0 0 0 0 0 0 0 0.36241263266891 0 0 0 0 0 0 0 0
"алексея" 0 0 0 0 0.117370892018779 0 0 0.0230308613542146 0.0614520235273461 0.00708315625442697 0 0 0 0 0 0 0.0189125295508274 0 0
"ваш" 0 0 0.00973994350832765 0 0.00782472613458529 0 0.0100310963988364 0 0 0 0.0776598498576236 0 0.0199840127897682 0.0222222222222222 0 0.0104286161226405 0.0945626477541371 0.00694540908459508 0.0191314329443275
"вид" 0 0.0350324049746015 0.0194798870166553 0.038109756097561 0 0 0.0100310963988364 0 0.0175577210078132 0 0.0258866166192079 0.0394360642807848 0 0.0111111111111111 0 0.0208572322452811 0.0189125295508274 0.0277816363383803 0.00956571647216376
"вишь" 0 0 0 0 0 0 0 0 0 0 0.0129433083096039 0 0.0499600319744205 0 0 0.0417144644905621 0.0378250591016548 0.0347270454229754 0.0765257317773101
"внезапно" 0 0 0.00973994350832765 0 0.0391236306729265 0.00771664480283973 0.0200621927976728 0.0230308613542146 0 0 0 0 0 0.0111111111111111 0 0.0104286161226405 0.0189125295508274 0.0416724545075705 0.0573942988329826
"воздухе" 0 0.0525486074619023 0.00973994350832765 0.038109756097561 0 0.00771664480283973 0.0100310963988364 0.0115154306771073 0 0.0283326250177079 0 0 0 0 0.0229463056447912 0.0104286161226405 0 0.0555632726767607 0.00956571647216376
"всему" 0 0 0.00973994350832765 0 0.0156494522691706 0.00771664480283973 0 0.034546292031322 0.00877886050390659 0.0354157812721349 0.0517732332384157 0.0197180321403924 0.0199840127897682 0.0222222222222222 0.0114731528223956 0.0208572322452811 0 0 0.00956571647216376
"главное" 0.165380374862183 0.0175162024873008 0 0 0.0469483568075117 0.0308665792113589 0.0200621927976728 0.0115154306771073 0 0.0141663125088539 0.0129433083096039 0 0 0.0111111111111111 0 0 0 0 0
"детьми" 0.0367511944138184 0 0 0.00952743902439024 0.0234741784037559 0.0540165136198781 0 0 0.00877886050390659 0.0779147187986967 0 0 0 0 0 0.0104286161226405 0 0 0.00956571647216376
"дорога" 0 0.0350324049746015 0.0389597740333106 0.0476371951219512 0.0234741784037559 0.0154332896056795 0.0100310963988364 0 0.00877886050390659 0 0 0.00985901607019619 0.0199840127897682 0 0 0 0.00945626477541371 0.0138908181691902 0.0286971494164913
"дороги" 0 0.0175162024873008 0.0681796045582936 0.0285823170731707 0.00782472613458529 0.0385832240141986 0 0.0115154306771073 0 0.00708315625442697 0 0.00985901607019619 0 0.0111111111111111 0 0 0.00945626477541371 0.0347270454229754 0
"еду" 0 0 0 0 0 0.0694498032255575 0 0 0.00877886050390659 0.113330500070832 0 0 0 0.0111111111111111 0 0 0 0 0
"женщина" 0 0 0.00973994350832765 0.0190548780487805 0.00782472613458529 0.0231499344085192 0.0100310963988364 0.0460617227084293 0.0263365815117198 0 0 0.0394360642807848 0 0.0222222222222222 0.0458926112895824 0 0.00945626477541371 0 0.00956571647216376
"коллеги" 0.0367511944138184 0 0 0 0.0938967136150235 0 0.0401243855953456 0 0.0790097445351593 0 0 0 0 0 0 0 0 0 0
"леса" 0 0 0 0.0190548780487805 0 0.0231499344085192 0.0100310963988364 0.0690925840626439 0 0.0424989375265618 0 0 0 0 0 0.0417144644905621 0 0.0208362272537852 0.0191314329443275
"лучи" 0 0 0 0 0 0 0.0401243855953456 0.0806080147397513 0.00877886050390659 0.0779147187986967 0 0 0 0 0.0114731528223956 0.0104286161226405 0 0.0138908181691902 0
"напротив" 0.0367511944138184 0.0350324049746015 0 0.0190548780487805 0.0312989045383412 0.00771664480283973 0.0200621927976728 0 0 0 0 0.00985901607019619 0.00999200639488409 0.0111111111111111 0 0.0521430806132026 0.0283687943262411 0.0208362272537852 0
"настоящим" 0.0918779860345461 0 0 0 0.00782472613458529 0.0231499344085192 0.0300932891965092 0.0115154306771073 0.0175577210078132 0.0779147187986967 0 0 0 0 0.0114731528223956 0 0 0 0
"начальства" 0.0551267916207277 0.0350324049746015 0 0 0.054773082942097 0 0.0200621927976728 0 0.105346326046879 0 0 0.00985901607019619 0 0 0 0 0 0 0
"начинался" 0.0183755972069092 0 0.00973994350832765 0 0.054773082942097 0.0385832240141986 0.0300932891965092 0.0115154306771073 0.00877886050390659 0.0566652500354158 0 0 0 0 0 0 0 0 0
"огонь" 0 0.0175162024873008 0.0584396610499659 0 0.00782472613458529 0.0154332896056795 0 0.0806080147397513 0 0.0141663125088539 0 0.00985901607019619 0 0.0111111111111111 0.0114731528223956 0.0208572322452811 0 0.0208362272537852 0
"первым" 0 0.0175162024873008 0.00973994350832765 0.00952743902439024 0.00782472613458529 0.0308665792113589 0.0200621927976728 0.0460617227084293 0.0702308840312527 0.0141663125088539 0.0129433083096039 0 0 0.0111111111111111 0 0 0.00945626477541371 0 0
"письма" 0.0551267916207277 0.0350324049746015 0.0194798870166553 0.00952743902439024 0.0391236306729265 0.0154332896056795 0.0100310963988364 0 0.0263365815117198 0 0 0.00985901607019619 0.0199840127897682 0.0333333333333333 0.0229463056447912 0 0 0 0
"преодолеть" 0.0551267916207277 0 0 0 0.00782472613458529 0.0154332896056795 0.0401243855953456 0 0 0.120413656325259 0 0 0 0 0 0 0 0 0
"пришлось" 0 0 0 0 0.0156494522691706 0.0462998688170384 0.0200621927976728 0.0115154306771073 0.00877886050390659 0.00708315625442697 0.0129433083096039 0.00985901607019619 0.00999200639488409 0 0.0114731528223956 0.0104286161226405 0 0.0277816363383803 0.0478285823608188
"редко" 0 0.0525486074619023 0.0584396610499659 0.038109756097561 0.0312989045383412 0.0308665792113589 0.0200621927976728 0 0.00877886050390659 0 0.0129433083096039 0 0 0 0.0114731528223956 0 0 0 0.00956571647216376
"реки" 0 0 0 0 0.0156494522691706 0.0694498032255575 0.0100310963988364 0.0230308613542146 0.0175577210078132 0.0354157812721349 0 0 0 0 0 0.0208572322452811 0 0.0208362272537852 0.00956571647216376
"сердца" 0 0 0 0 0.0234741784037559 0.0462998688170384 0.0300932891965092 0.0230308613542146 0 0.0212494687632809 0 0 0.00999200639488409 0.0444444444444444 0.0458926112895824 0.0104286161226405 0 0 0
"слегка" 0 0.0350324049746015 0 0.0190548780487805 0 0.0231499344085192 0.0200621927976728 0 0 0 0.0388299249288118 0.0197180321403924 0 0.0111111111111111 0.0114731528223956 0.0208572322452811 0.0283687943262411 0.0277816363383803 0.0191314329443275
"слезы" 0 0 0 0 0 0.00771664480283973 0 0 0 0 0.0129433083096039 0.00985901607019619 0.139888089528377 0.0222222222222222 0.057365764111978 0 0 0.0138908181691902 0.00956571647216376
"собаки" 0 0 0.0194798870166553 0.0190548780487805 0 0.00771664480283973 0 0 0 0 0 0 0.00999200639488409 0 0.0229463056447912 0.0521430806132026 0.00945626477541371 0.0694540908459508 0.0286971494164913
"собою" 0 0.0175162024873008 0 0 0 0 0 0 0 0 0.0517732332384157 0.0394360642807848 0.0199840127897682 0.0444444444444444 0.0229463056447912 0.0104286161226405 0 0.0208362272537852 0.0573942988329826
"соседям" 0 0 0 0.00952743902439024 0.00782472613458529 0.00771664480283973 0 0.0230308613542146 0.00877886050390659 0.141663125088539 0 0 0 0 0 0 0.00945626477541371 0 0
"сперва" 0 0 0 0.00952743902439024 0 0 0 0 0 0 0 0.00985901607019619 0 0 0 0.0521430806132026 0.0189125295508274 0.0972357271843312 0.0382628658886551
"стола" 0 0.0525486074619023 0 0 0.0156494522691706 0.00771664480283973 0.0100310963988364 0.0690925840626439 0.00877886050390659 0 0.0258866166192079 0.00985901607019619 0 0.0666666666666667 0 0.0208572322452811 0 0 0.0191314329443275
"стремился" 0.0735023888276369 0 0 0 0.00782472613458529 0 0.0100310963988364 0 0.158019489070319 0.0212494687632809 0 0 0 0 0 0 0 0 0
"ту" 0 0 0.029219830524983 0.038109756097561 0.0156494522691706 0 0 0 0 0 0.0647165415480197 0.0295770482105886 0.00999200639488409 0.0111111111111111 0.0114731528223956 0 0.00945626477541371 0.0277816363383803 0.0191314329443275
"узнать" 0 0 0.00973994350832765 0.00952743902439024 0.0234741784037559 0.0231499344085192 0.0100310963988364 0.0115154306771073 0 0.00708315625442697 0.0388299249288118 0.0591540964211772 0.00999200639488409 0 0 0 0.0378250591016548 0.0138908181691902 0
"улыбкой" 0 0 0 0.00952743902439024 0.0156494522691706 0.0154332896056795 0.0100310963988364 0.0115154306771073 0.0175577210078132 0 0 0 0.00999200639488409 0.0111111111111111 0.0344194584671868 0.0208572322452811 0.0283687943262411 0.0208362272537852 0.0478285823608188
"успел" 0 0.0350324049746015 0 0 0.0234741784037559 0 0 0 0 0 0.0258866166192079 0.00985901607019619 0 0.0111111111111111 0.0229463056447912 0.0104286161226405 0.0283687943262411 0.0625086817613557 0.0286971494164913
"хуже" 0 0 0.00973994350832765 0.0571646341463415 0 0 0 0 0 0 0.0517732332384157 0 0.00999200639488409 0.0333333333333333 0.0344194584671868 0.0208572322452811 0.0567375886524823 0 0.00956571647216376
"аксинья" 0 0 0.243498587708191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00956571647216376
"антон" 0 0 0 0 0 0 0 0 0 0 0 0 0.239808153477218 0 0 0 0.0189125295508274 0 0
"барина" 0 0 0.0389597740333106 0.0476371951219512 0 0 0 0.0115154306771073 0 0 0.0129433083096039 0.00985901607019619 0.00999200639488409 0 0 0.0625716967358432 0.00945626477541371 0.0208362272537852 0.0286971494164913
"весело" 0 0 0.00973994350832765 0.00952743902439024 0 0.0540165136198781 0 0.0230308613542146 0 0 0.0129433083096039 0.0295770482105886 0.0199840127897682 0.0111111111111111 0.0229463056447912 0.0104286161226405 0 0.0208362272537852 0.0191314329443275
"волосы" 0 0.0175162024873008 0.00973994350832765 0 0 0.0154332896056795 0.0300932891965092 0.034546292031322 0.0175577210078132 0 0 0.00985901607019619 0.00999200639488409 0.0333333333333333 0 0.0208572322452811 0.0189125295508274 0.0277816363383803 0.00956571647216376
"вперед" 0 0 0 0.00952743902439024 0.00782472613458529 0.0154332896056795 0 0 0 0 0.0388299249288118 0.00985901607019619 0.00999200639488409 0 0.0344194584671868 0.0312858483679216 0.0189125295508274 0.0347270454229754 0.0382628658886551
"гармонии" 0 0 0 0 0 0.00771664480283973 0 0 0.0175577210078132 0.16291259385182 0 0 0 0 0 0 0 0 0
"голове" 0 0.0175162024873008 0.0584396610499659 0.0285823170731707 0.0156494522691706 0 0 0 0 0.00708315625442697 0.0129433083096039 0.0394360642807848 0.00999200639488409 0 0.0229463056447912 0 0.0189125295508274 0.00694540908459508 0.0191314329443275
"дай" 0 0 0.029219830524983 0.00952743902439024 0 0.00771664480283973 0 0 0 0 0.0129433083096039 0 0.0699440447641887 0.0555555555555556 0.0114731528223956 0.0104286161226405 0.00945626477541371 0.00694540908459508 0.0382628658886551
"делом" 0 0 0.0194798870166553 0 0.00782472613458529 0.0540165136198781 0.0100310963988364 0.0230308613542146 0.0263365815117198 0.0141663125088539 0 0.0295770482105886 0.0199840127897682 0.0222222222222222 0.0114731528223956 0 0 0 0
"искать" 0 0 0 0.0285823170731707 0.0234741784037559 0.0231499344085192 0.0100310963988364 0.0115154306771073 0.0175577210078132 0.00708315625442697 0.0258866166192079 0.00985901607019619 0.00999200639488409 0.0222222222222222 0.0229463056447912 0.0208572322452811 0 0.00694540908459508 0.00956571647216376
"казалась" 0.128629180448365 0.0175162024873008 0.0194798870166553 0 0.0312989045383412 0.00771664480283973 0.0702176747918548 0.0115154306771073 0 0 0 0.0197180321403924 0 0 0.0114731528223956 0 0 0 0
"калиныч" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.271144019188654 0 0 0
"касьян" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.180580636199472 0
"кем" 0 0.0350324049746015 0 0.0285823170731707 0 0 0.0100310963988364 0 0 0 0 0.0295770482105886 0.00999200639488409 0.0444444444444444 0.0688389169343736 0.0208572322452811 0.0189125295508274 0.00694540908459508 0.00956571647216376
"могла" 0.0551267916207277 0.0175162024873008 0.00973994350832765 0 0.0156494522691706 0.00771664480283973 0.0300932891965092 0.0460617227084293 0.0263365815117198 0.0141663125088539 0.0129433083096039 0.0295770482105886 0.0199840127897682 0 0 0 0 0 0
"народ" 0 0 0.00973994350832765 0.00952743902439024 0 0.0694498032255575 0 0.0115154306771073 0 0 0.0388299249288118 0.0197180321403924 0 0.0111111111111111 0 0.0312858483679216 0.00945626477541371 0.0208362272537852 0.00956571647216376
"находил" 0 0.0175162024873008 0 0 0.00782472613458529 0 0.0401243855953456 0.0230308613542146 0.114125186550786 0.0212494687632809 0 0 0 0 0 0 0.00945626477541371 0.00694540908459508 0
"находили" 0 0.0175162024873008 0 0 0 0.00771664480283973 0.0100310963988364 0 0 0.16291259385182 0 0 0 0 0 0 0 0 0
"нём" 0 0.105097214923805 0.107139378591604 0 0.0391236306729265 0.00771664480283973 0 0.0115154306771073 0.0175577210078132 0 0 0 0 0 0 0 0 0 0
"нечего" 0 0 0.00973994350832765 0 0 0 0 0 0 0 0.0129433083096039 0.0197180321403924 0.00999200639488409 0.0444444444444444 0.0344194584671868 0.0521430806132026 0.0567375886524823 0 0.0286971494164913
"новое" 0 0 0.0486997175416383 0.0285823170731707 0.0234741784037559 0.0231499344085192 0.0300932891965092 0.0230308613542146 0.00877886050390659 0.00708315625442697 0 0.00985901607019619 0 0.0111111111111111 0.0229463056447912 0.0104286161226405 0 0 0
"носа" 0 0 0 0 0 0 0 0 0 0 0.258866166192079 0 0 0 0.057365764111978 0 0 0.00694540908459508 0
"оба" 0 0.0175162024873008 0.00973994350832765 0.0190548780487805 0 0.00771664480283973 0.0200621927976728 0.0230308613542146 0 0 0.0129433083096039 0 0.00999200639488409 0.0222222222222222 0.057365764111978 0.0208572322452811 0 0.0138908181691902 0.0382628658886551
"овсяников" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.245862884160756 0 0
"оставался" 0.0551267916207277 0 0.00973994350832765 0 0.00782472613458529 0.00771664480283973 0.0401243855953456 0.034546292031322 0.0702308840312527 0.00708315625442697 0.0129433083096039 0.0197180321403924 0 0 0 0.0104286161226405 0 0 0
"полная" 0 0 0 0.00952743902439024 0.0234741784037559 0.0154332896056795 0.0401243855953456 0.0921234454168586 0.00877886050390659 0.0424989375265618 0 0 0 0.0111111111111111 0 0 0 0 0
"пошла" 0.0183755972069092 0.0175162024873008 0.0194798870166553 0.0190548780487805 0 0.0154332896056795 0.0300932891965092 0 0.00877886050390659 0 0 0.0295770482105886 0.0299760191846523 0 0.0229463056447912 0 0.00945626477541371 0.0208362272537852 0.0191314329443275
"приходилось" 0.0367511944138184 0 0.00973994350832765 0 0.0312989045383412 0.0231499344085192 0.050155481994182 0 0.0263365815117198 0.0283326250177079 0 0.00985901607019619 0 0 0 0 0 0.0208362272537852 0
"проговорил" 0 0 0 0.0190548780487805 0 0 0 0 0 0 0 0 0 0 0 0.0312858483679216 0.0283687943262411 0.0486178635921656 0.105222881193801
"проходила" 0 0.0350324049746015 0.00973994350832765 0 0.00782472613458529 0.0231499344085192 0 0 0.043894302519533 0.0991641875619776 0 0 0 0 0 0 0 0 0
"работой" 0.0367511944138184 0 0.00973994350832765 0 0 0.0231499344085192 0 0.0230308613542146 0.122904047054692 0.0212494687632809 0 0 0 0 0 0 0.00945626477541371 0 0
"россии" 0.0183755972069092 0 0 0.0285823170731707 0.00782472613458529 0.0231499344085192 0.0601865783930184 0.0230308613542146 0.0175577210078132 0.0424989375265618 0 0 0 0 0 0 0.00945626477541371 0.00694540908459508 0
"своём" 0.0367511944138184 0.0350324049746015 0 0 0.0234741784037559 0.0154332896056795 0.0200621927976728 0 0.0877886050390659 0.0354157812721349 0 0 0 0 0 0 0 0 0
"сидели" 0 0.0525486074619023 0.029219830524983 0.0285823170731707 0.00782472613458529 0.0154332896056795 0 0 0 0.0212494687632809 0 0 0 0 0 0.0312858483679216 0 0.0486178635921656 0.00956571647216376
"сильнее" 0 0 0 0.0285823170731707 0.054773082942097 0.0154332896056795 0.0300932891965092 0.0115154306771073 0 0.00708315625442697 0 0.00985901607019619 0.0199840127897682 0.0111111111111111 0.057365764111978 0 0 0 0
"словом" 0 0.0175162024873008 0.0389597740333106 0 0 0.0231499344085192 0 0 0.00877886050390659 0 0.0129433083096039 0.0887311446317657 0.0399680255795364 0.0111111111111111 0 0 0.0189125295508274 0 0
"тепло" 0 0.0350324049746015 0.029219830524983 0 0.0312989045383412 0.0462998688170384 0.0100310963988364 0.0460617227084293 0 0.0283326250177079 0 0.00985901607019619 0 0.0111111111111111 0 0 0 0 0
"умел" 0.0735023888276369 0.0175162024873008 0.0681796045582936 0.0190548780487805 0 0.0154332896056795 0 0 0.0263365815117198 0.0212494687632809 0 0.00985901607019619 0 0 0 0.0312858483679216 0 0 0
"умер" 0 0 0.029219830524983 0.0190548780487805 0 0.0308665792113589 0 0 0 0 0 0.0295770482105886 0 0 0.0114731528223956 0.0521430806132026 0.0283687943262411 0.0347270454229754 0
"чаще" 0 0.0175162024873008 0.029219830524983 0.038109756097561 0.0312989045383412 0.0154332896056795 0.0100310963988364 0.034546292031322 0.0175577210078132 0 0.0129433083096039 0.0295770482105886 0 0 0.0114731528223956 0 0 0.00694540908459508 0
"адуев" 0 0 0 0 0 0 0 0 0 0 0 0 0.119904076738609 0.0444444444444444 0.10325837540156 0 0 0 0
"бумагу" 0 0.105097214923805 0.0486997175416383 0.00952743902439024 0.00782472613458529 0 0 0 0 0 0 0.0197180321403924 0 0.0555555555555556 0.0458926112895824 0 0.00945626477541371 0 0
"велел" 0 0 0.0194798870166553 0.0666920731707317 0 0.00771664480283973 0 0 0 0 0.0647165415480197 0.00985901607019619 0 0 0 0.0104286161226405 0.0189125295508274 0.00694540908459508 0.0478285823608188
"видишь" 0 0 0.029219830524983 0 0.0156494522691706 0 0 0 0 0 0 0.0197180321403924 0.0699440447641887 0.0111111111111111 0.0229463056447912 0.0208572322452811 0.0189125295508274 0 0.0382628658886551
"вижу" 0 0 0 0.038109756097561 0 0 0 0.0115154306771073 0 0 0.0129433083096039 0.00985901607019619 0.0299760191846523 0.0333333333333333 0.0688389169343736 0.0104286161226405 0.0378250591016548 0 0.00956571647216376
"встал" 0 0 0 0.038109756097561 0.00782472613458529 0.00771664480283973 0.0200621927976728 0.0115154306771073 0 0 0 0 0.0299760191846523 0 0.0114731528223956 0.0104286161226405 0.0189125295508274 0.0277816363383803 0.0478285823608188
"глубоко" 0 0.0175162024873008 0.00973994350832765 0.00952743902439024 0.0312989045383412 0.0540165136198781 0.0300932891965092 0.0115154306771073 0 0.0141663125088539 0.0129433083096039 0 0 0.0111111111111111 0.0114731528223956 0 0.00945626477541371 0.00694540908459508 0
"делами" 0 0 0 0.00952743902439024 0.0234741784037559 0.0231499344085192 0.0200621927976728 0.0460617227084293 0 0.0779147187986967 0 0 0 0.0111111111111111 0 0 0 0 0
"департаментов" 0.0367511944138184 0.0175162024873008 0 0 0.0391236306729265 0 0 0 0.140461768062505 0 0 0.00985901607019619 0 0 0 0 0 0 0
"завтрак" 0.0183755972069092 0.0175162024873008 0 0 0.0391236306729265 0.00771664480283973 0.0100310963988364 0.0921234454168586 0 0.0495820937809888 0 0 0.00999200639488409 0 0 0 0 0 0
"идти" 0 0 0.00973994350832765 0.0190548780487805 0.0156494522691706 0.00771664480283973 0 0.0115154306771073 0.0175577210078132 0.00708315625442697 0.0388299249288118 0.0690131124913734 0 0 0 0.0208572322452811 0 0.0138908181691902 0.00956571647216376
"имел" 0.128629180448365 0 0 0 0.00782472613458529 0 0.0100310963988364 0 0.043894302519533 0 0.0388299249288118 0.0394360642807848 0 0 0.0114731528223956 0.0208572322452811 0 0.00694540908459508 0
"кабинета" 0.0367511944138184 0.0350324049746015 0 0 0.0938967136150235 0 0.0802487711906911 0 0 0 0 0.00985901607019619 0 0 0 0 0 0 0
"лестнице" 0.0551267916207277 0.0525486074619023 0 0 0.0234741784037559 0 0.0300932891965092 0 0.043894302519533 0 0.0129433083096039 0.0591540964211772 0 0 0 0 0 0.00694540908459508 0
"лошадей" 0 0 0 0 0 0.00771664480283973 0.0100310963988364 0.034546292031322 0 0.0141663125088539 0.0258866166192079 0 0.0499600319744205 0 0 0 0.0189125295508274 0.0555632726767607 0.00956571647216376
