"gener_aliceai_official" "gener_chatgpt5_official" "gener_chatgpt5_peasants1" "gener_chatgpt5_peasants2" "gener_gigachat_official" "gener_gigachat_peasants" "gener_saiga_official" "gener_saiga_peasants" "gener_yandex.api_official" "gener_yandex.api_peasants" "natur_gogol_nos" "natur_gogol_shinel" "natur_goncharov_istoriya1" "natur_goncharov_istoriya2" "natur_goncharov_istoriya3" "natur_turgenev_zapiski1" "natur_turgenev_zapiski2" "natur_turgenev_zapiski3" "natur_turgenev_zapiski4"
"gener_aliceai_official" 0 1.20613858639894 1.17862835122548 1.35257206057581 0.867171561818878 0.854429739652113 0.657668731044815 0.841497448967114 0.788226888098371 1.03305171633563 1.26898216747485 1.2584816216821 1.38704941947761 1.50465696731642 1.56942163566209 1.18654486766374 1.45105082811535 1.3628134403265 1.35301802982429
"gener_chatgpt5_official" 1.20613858639894 0 0.702069732766754 0.714292488483889 1.16979433294875 1.15848265489081 1.11217822177176 1.20785800362851 1.28038525205026 1.46538985777443 0.999235714916638 0.952267511106992 1.08880262948959 1.18990605286337 1.26792609344572 1.09515264179216 1.18807997274625 1.07834012818288 1.18968022613441
"gener_chatgpt5_peasants1" 1.17862835122548 0.702069732766754 0 0.659420314723205 1.16898289765633 1.06296945248727 1.04478937038241 1.06703243844664 1.3227162090346 1.31663457045598 1.0040959444058 0.904258042438406 1.10232355755494 1.21925336017406 1.18223984869196 1.01169947188367 1.22424547071415 0.981206537635036 1.08745545809124
"gener_chatgpt5_peasants2" 1.35257206057581 0.714292488483889 0.659420314723205 0 1.2031602837749 1.12550782048743 1.13968950875077 1.14859990007992 1.49596035401082 1.50493681392205 0.908613156621849 0.78273872940284 0.902616393109653 1.03855482530366 0.973362604279985 0.834581607154098 1.01375679321407 0.79681919619422 0.922610267242351
"gener_gigachat_official" 0.867171561818878 1.16979433294875 1.16898289765633 1.2031602837749 0 0.490707578678275 0.654280626092522 0.740175439483628 0.993168473633444 1.07416015383649 1.21260991608175 1.25376325591626 1.29842783970392 1.40248532437296 1.41762590724805 1.05839441610616 1.25846375271642 1.16274848690645 1.1488525065119
"gener_gigachat_peasants" 0.854429739652113 1.15848265489081 1.06296945248727 1.12550782048743 0.490707578678275 0 0.532543255187835 0.48116618589578 0.997816968594248 0.856761346467097 1.25632607907508 1.24481684796662 1.26738298500976 1.37963168810752 1.35529977681661 1.07234310117734 1.32913427539892 1.19311463753296 1.13939585110392
"gener_saiga_official" 0.657668731044815 1.11217822177176 1.04478937038241 1.13968950875077 0.654280626092522 0.532543255187835 0 0.404639696258832 0.819133394792291 0.841662298185347 1.09047391647255 1.10671256078284 1.21285226002268 1.28589742265241 1.34742748516811 0.988564129054337 1.20299886207905 1.11897557286699 1.1114601552059
"gener_saiga_peasants" 0.841497448967114 1.20785800362851 1.06703243844664 1.14859990007992 0.740175439483628 0.48116618589578 0.404639696258832 0 0.966928825650231 0.75026652411655 1.24292606702569 1.19389474929499 1.29880426993372 1.42583070583001 1.41865062961999 1.09120910002319 1.33216588357087 1.19788264701734 1.18629737630344
"gener_yandex.api_official" 0.788226888098371 1.28038525205026 1.3227162090346 1.49596035401082 0.993168473633444 0.997816968594248 0.819133394792291 0.966928825650231 0 0.911439078112917 1.34028273475278 1.38800796095143 1.6018699342487 1.71415397459665 1.77645213420361 1.36367789500353 1.63175451631441 1.55916926650787 1.53293329901323
"gener_yandex.api_peasants" 1.03305171633563 1.46538985777443 1.31663457045598 1.50493681392205 1.07416015383649 0.856761346467097 0.841662298185347 0.75026652411655 0.911439078112917 0 1.50579212060076 1.48580158917502 1.64967645810275 1.77099111796873 1.79616753497348 1.41901870746025 1.71555962589339 1.59071189891255 1.56703038295283
